,AMGN US Equity
2020-04-04,22.484
2020-04-05,22.484
2020-04-06,22.484
2020-04-07,22.484
2020-04-08,22.484
2020-04-09,22.484
2020-04-10,22.484
2020-04-11,22.484
2020-04-12,22.484
2020-04-13,22.484
2020-04-14,22.484
2020-04-15,22.484
2020-04-16,22.484
2020-04-17,22.484
2020-04-18,22.484
2020-04-19,22.484
2020-04-20,22.478
2020-04-21,22.478
2020-04-22,22.478
2020-04-23,22.478
2020-04-24,22.478
2020-04-25,22.478
2020-04-26,22.478
2020-04-27,22.478
2020-04-28,22.478
2020-04-29,22.478
2020-04-30,22.439
2020-05-01,22.082
2020-05-02,22.082
2020-05-03,22.082
2020-05-04,22.1
2020-05-05,22.1
2020-05-06,22.1
2020-05-07,22.1
2020-05-08,22.1
2020-05-09,22.1
2020-05-10,22.1
2020-05-11,22.1
2020-05-12,22.012
2020-05-13,21.441
2020-05-14,21.441
2020-05-15,21.441
2020-05-16,21.441
2020-05-17,21.441
2020-05-18,21.441
2020-05-19,21.287
2020-05-20,21.287
2020-05-21,21.287
2020-05-22,21.287
2020-05-23,21.287
2020-05-24,21.287
2020-05-25,21.287
2020-05-26,21.287
2020-05-27,21.287
2020-05-28,21.287
2020-05-29,21.287
2020-05-30,21.287
2020-05-31,21.287
2020-06-01,21.287
2020-06-02,21.287
2020-06-03,21.287
2020-06-04,21.287
2020-06-05,21.287
2020-06-06,21.287
2020-06-07,21.084
2020-06-08,21.084
2020-06-09,21.084
2020-06-10,21.084
2020-06-11,21.084
2020-06-12,21.084
2020-06-13,21.084
2020-06-14,21.084
2020-06-15,21.084
2020-06-16,20.897
2020-06-17,20.897
2020-06-18,21.067
2020-06-19,21.067
2020-06-20,21.067
2020-06-21,21.067
2020-06-22,21.028
2020-06-23,21.028
2020-06-24,21.028
2020-06-25,21.028
2020-06-26,21.028
2020-06-27,21.028
2020-06-28,21.028
2020-06-29,21.028
2020-06-30,21.028
2020-07-01,21.028
2020-07-02,21.201
2020-07-03,21.201
2020-07-04,21.201
2020-07-05,21.201
2020-07-06,21.201
2020-07-07,21.201
2020-07-08,21.201
2020-07-09,21.201
2020-07-10,21.201
2020-07-11,21.201
2020-07-12,21.201
2020-07-13,21.172
2020-07-14,21.246
2020-07-15,21.246
2020-07-16,21.246
2020-07-17,21.194
2020-07-18,21.194
2020-07-19,21.261
2020-07-20,21.436
2020-07-21,21.436
2020-07-22,21.436
2020-07-23,21.436
2020-07-24,21.436
2020-07-25,21.436
2020-07-26,21.436
2020-07-27,21.436
2020-07-28,21.418
2020-07-29,21.386
2020-07-30,21.374
2020-07-31,21.374
2020-08-01,21.374
2020-08-02,21.366
2020-08-03,21.366
2020-08-04,21.366
2020-08-05,21.366
2020-08-06,21.366
2020-08-07,21.366
2020-08-08,21.366
2020-08-09,21.366
2020-08-10,21.366
2020-08-11,21.366
2020-08-12,21.366
2020-08-13,21.366
2020-08-14,21.366
2020-08-15,21.366
2020-08-16,21.366
2020-08-17,21.366
2020-08-18,21.366
2020-08-19,21.366
2020-08-20,21.366
2020-08-21,21.366
2020-08-22,21.366
2020-08-23,21.366
2020-08-24,21.366
2020-08-25,21.366
2020-08-26,21.366
2020-08-27,21.366
2020-08-28,21.366
2020-08-29,21.366
2020-08-30,21.366
2020-08-31,21.366
2020-09-01,21.366
2020-09-02,21.366
2020-09-03,21.366
2020-09-04,21.366
2020-09-05,21.366
2020-09-06,21.366
2020-09-07,21.366
2020-09-08,21.366
2020-09-09,21.366
2020-09-10,21.366
2020-09-11,21.366
2020-09-12,21.366
2020-09-13,21.366
2020-09-14,21.366
2020-09-15,21.366
2020-09-16,21.366
2020-09-17,21.366
2020-09-18,21.366
2020-09-19,21.366
2020-09-20,21.403
2020-09-21,21.403
2020-09-22,21.403
2020-09-23,21.403
2020-09-24,21.403
2020-09-25,21.403
2020-09-26,21.403
2020-09-27,21.403
2020-09-28,21.403
2020-09-29,21.403
2020-09-30,21.403
2020-10-01,21.68
2020-10-02,21.68
2020-10-03,21.68
2020-10-04,21.68
2020-10-05,21.68
2020-10-06,21.736
2020-10-07,21.736
2020-10-08,21.556
2020-10-09,21.393
2020-10-10,21.393
2020-10-11,21.393
2020-10-12,21.401
2020-10-13,21.401
2020-10-14,21.34
2020-10-15,21.361
2020-10-16,21.361
2020-10-17,21.361
2020-10-18,21.361
2020-10-19,21.429
2020-10-20,21.429
2020-10-21,21.429
2020-10-22,21.421
2020-10-23,21.482
2020-10-24,21.482
2020-10-25,21.482
2020-10-26,21.482
2020-10-27,21.482
2020-10-28,21.41
2020-10-29,21.212
2020-10-30,21.193
2020-10-31,21.193
2020-11-01,21.193
2020-11-02,21.008
2020-11-03,21.008
2020-11-04,21.008
2020-11-05,21.008
2020-11-06,21.008
2020-11-07,21.008
2020-11-08,21.008
2020-11-09,21.008
2020-11-10,20.893
2020-11-11,21.031
2020-11-12,21.031
2020-11-13,21.031
2020-11-14,21.031
2020-11-15,21.031
2020-11-16,21.019
2020-11-17,21.019
2020-11-18,21.019
2020-11-19,21.019
2020-11-20,21.019
2020-11-21,21.019
2020-11-22,21.019
2020-11-23,21.013
2020-11-24,21.013
2020-11-25,21.013
2020-11-26,21.013
2020-11-27,21.013
2020-11-28,21.013
2020-11-29,21.013
2020-11-30,21.013
2020-12-01,21.013
2020-12-02,21.013
2020-12-03,21.013
2020-12-04,21.013
2020-12-05,21.013
2020-12-06,21.013
2020-12-07,21.013
2020-12-08,21.076
2020-12-09,21.076
2020-12-10,21.076
2020-12-11,21.076
2020-12-12,21.076
2020-12-13,21.076
2020-12-14,21.076
2020-12-15,21.076
2020-12-16,21.076
2020-12-17,21.076
2020-12-18,21.076
2020-12-19,21.076
2020-12-20,21.076
2020-12-21,21.076
2020-12-22,21.076
2020-12-23,21.076
2020-12-24,21.076
2020-12-25,21.076
2020-12-26,21.076
2020-12-27,20.904
2020-12-28,20.904
2020-12-29,20.904
2020-12-30,20.904
2020-12-31,20.904
2021-01-01,20.904
2021-01-02,20.904
2021-01-03,20.904
2021-01-04,20.894
2021-01-05,20.894
2021-01-06,20.894
2021-01-07,20.894
2021-01-08,20.894
2021-01-09,20.894
2021-01-10,20.894
2021-01-11,20.894
2021-01-12,20.898
2021-01-13,20.898
2021-01-14,20.898
2021-01-15,20.898
2021-01-16,20.898
2021-01-17,20.898
2021-01-18,20.898
2021-01-19,20.898
2021-01-20,20.898
2021-01-21,20.898
2021-01-22,20.864
2021-01-23,20.864
2021-01-24,20.864
2021-01-25,20.839
2021-01-26,20.84
2021-01-27,20.863
2021-01-28,20.863
2021-01-29,20.859
2021-01-30,20.859
2021-01-31,20.881
2021-02-01,21.031
2021-02-02,21.241
2021-02-03,21.444
2021-02-04,21.424
2021-02-05,21.424
2021-02-06,21.424
2021-02-07,21.424
2021-02-08,21.478
2021-02-09,21.478
2021-02-10,21.478
2021-02-11,21.478
2021-02-12,21.478
2021-02-13,21.478
2021-02-14,21.478
2021-02-15,21.478
2021-02-16,21.478
2021-02-17,21.478
2021-02-18,21.478
2021-02-19,21.433
2021-02-20,21.433
2021-02-21,21.433
2021-02-22,21.433
2021-02-23,21.433
2021-02-24,21.556
2021-02-25,21.556
2021-02-26,21.625
2021-02-27,21.625
2021-02-28,21.625
2021-03-01,21.734
2021-03-02,21.734
2021-03-03,21.734
2021-03-04,21.746
2021-03-05,21.967
2021-03-06,21.967
2021-03-07,21.967
2021-03-08,21.967
2021-03-09,21.967
2021-03-10,21.967
2021-03-11,21.967
2021-03-12,21.967
2021-03-13,21.967
2021-03-14,21.967
2021-03-15,21.98
2021-03-16,21.98
2021-03-17,21.98
2021-03-18,21.98
2021-03-19,21.98
2021-03-20,21.98
2021-03-21,21.98
2021-03-22,21.98
2021-03-23,21.98
2021-03-24,21.98
2021-03-25,21.98
2021-03-26,21.98
2021-03-27,21.98
2021-03-28,21.98
2021-03-29,21.98
2021-03-30,21.98
2021-03-31,21.98
2021-04-01,21.967
2021-04-02,21.967
2021-04-03,21.967
2021-04-04,21.998
2021-04-05,21.998
2021-04-06,21.998
2021-04-07,21.998
2021-04-08,21.998
2021-04-09,21.924
2021-04-10,21.924
2021-04-11,21.924
2021-04-12,21.924
2021-04-13,21.924
2021-04-14,21.924
2021-04-15,21.924
2021-04-16,21.901
2021-04-17,21.901
2021-04-18,21.901
2021-04-19,21.906
2021-04-20,21.881
2021-04-21,21.881
2021-04-22,21.881
2021-04-23,21.881
2021-04-24,21.881
2021-04-25,21.881
2021-04-26,21.842
2021-04-27,21.759
2021-04-28,21.149
2021-04-29,21.149
2021-04-30,21.113
2021-05-01,21.113
2021-05-02,21.153
2021-05-03,21.014
2021-05-04,20.798
2021-05-05,20.798
2021-05-06,20.798
2021-05-07,20.798
2021-05-08,20.798
2021-05-09,20.798
2021-05-10,20.798
2021-05-11,20.798
2021-05-12,20.798
2021-05-13,20.798
2021-05-14,20.798
2021-05-15,20.798
2021-05-16,20.82
2021-05-17,20.82
2021-05-18,20.82
2021-05-19,20.82
2021-05-20,20.82
2021-05-21,20.82
2021-05-22,20.82
2021-05-23,20.82
2021-05-24,20.82
2021-05-25,20.82
2021-05-26,20.82
2021-05-27,20.82
2021-05-28,20.846
2021-05-29,20.846
2021-05-30,20.846
2021-05-31,20.846
2021-06-01,20.889
2021-06-02,20.889
2021-06-03,20.904
2021-06-04,20.904
2021-06-05,20.904
2021-06-06,20.916
2021-06-07,20.725
2021-06-08,20.725
2021-06-09,20.725
2021-06-10,20.725
2021-06-11,20.518
2021-06-12,20.518
2021-06-13,20.518
2021-06-14,20.518
2021-06-15,20.518
2021-06-16,20.518
2021-06-17,20.518
2021-06-18,20.518
2021-06-19,20.515
2021-06-20,20.515
2021-06-21,20.515
2021-06-22,20.515
2021-06-23,20.515
2021-06-24,20.515
2021-06-25,20.515
2021-06-26,20.515
2021-06-27,20.515
2021-06-28,20.515
2021-06-29,20.515
2021-06-30,20.463
2021-07-01,20.463
2021-07-02,20.463
2021-07-03,20.463
2021-07-04,20.463
2021-07-05,20.463
2021-07-06,20.476
2021-07-07,20.476
2021-07-08,20.476
2021-07-09,20.528
2021-07-10,20.528
2021-07-11,20.528
2021-07-12,20.528
2021-07-13,20.528
2021-07-14,20.528
2021-07-15,20.623
2021-07-16,20.623
2021-07-17,20.623
2021-07-18,20.623
2021-07-19,20.658
2021-07-20,20.658
2021-07-21,20.834
2021-07-22,20.834
2021-07-23,20.952
2021-07-24,20.952
2021-07-25,20.952
2021-07-26,20.952
2021-07-27,20.952
2021-07-28,20.952
2021-07-29,20.952
2021-07-30,20.952
2021-07-31,20.952
2021-08-01,20.952
2021-08-02,20.952
2021-08-03,20.841
2021-08-04,20.83
2021-08-05,20.819
2021-08-06,20.819
2021-08-07,20.819
2021-08-08,20.819
2021-08-09,20.819
2021-08-10,20.819
2021-08-11,21.006
2021-08-12,21.006
2021-08-13,21.006
2021-08-14,21.006
2021-08-15,21.006
2021-08-16,21.006
2021-08-17,21.006
2021-08-18,21.006
2021-08-19,21.006
2021-08-20,21.006
2021-08-21,21.006
2021-08-22,21.006
2021-08-23,20.978
2021-08-24,20.978
2021-08-25,20.978
2021-08-26,20.978
2021-08-27,20.978
2021-08-28,20.978
2021-08-29,20.978
2021-08-30,20.978
2021-08-31,20.978
2021-09-01,20.978
2021-09-02,20.978
2021-09-03,20.978
2021-09-04,20.978
2021-09-05,20.978
2021-09-06,20.978
2021-09-07,20.978
2021-09-08,20.978
2021-09-09,20.978
2021-09-10,20.978
2021-09-11,20.978
2021-09-12,20.978
2021-09-13,20.978
2021-09-14,20.978
2021-09-15,20.978
2021-09-16,20.978
2021-09-17,20.978
2021-09-18,20.978
2021-09-19,20.978
2021-09-20,20.978
2021-09-21,20.987
2021-09-22,20.987
2021-09-23,20.987
2021-09-24,20.987
2021-09-25,20.987
2021-09-26,20.987
2021-09-27,20.964
2021-09-28,20.964
2021-09-29,20.964
2021-09-30,20.964
2021-10-01,20.964
2021-10-02,20.964
2021-10-03,20.964
2021-10-04,20.964
2021-10-05,20.928
2021-10-06,20.928
2021-10-07,20.919
2021-10-08,20.919
2021-10-09,20.919
2021-10-10,20.919
2021-10-11,20.919
2021-10-12,20.916
2021-10-13,20.924
2021-10-14,20.924
2021-10-15,20.926
2021-10-16,20.926
2021-10-17,20.926
2021-10-18,20.958
2021-10-19,20.958
2021-10-20,20.958
2021-10-21,20.958
2021-10-22,20.958
2021-10-23,20.958
2021-10-24,20.958
2021-10-25,20.958
2021-10-26,20.958
2021-10-27,20.958
2021-10-28,20.958
2021-10-29,20.958
2021-10-30,20.958
2021-10-31,20.918
2021-11-01,20.915
2021-11-02,21.15
2021-11-03,20.956
2021-11-04,20.989
2021-11-05,20.989
2021-11-06,20.989
2021-11-07,20.989
2021-11-08,20.989
2021-11-09,20.973
2021-11-10,20.973
2021-11-11,20.973
2021-11-12,20.973
2021-11-13,20.973
2021-11-14,20.973
2021-11-15,20.973
2021-11-16,20.973
2021-11-17,20.973
2021-11-18,20.948
2021-11-19,20.948
2021-11-20,20.948
2021-11-21,20.933
2021-11-22,20.954
2021-11-23,20.954
2021-11-24,20.954
2021-11-25,20.954
2021-11-26,20.954
2021-11-27,20.954
2021-11-28,20.954
2021-11-29,20.954
2021-11-30,20.954
2021-12-01,20.954
2021-12-02,20.954
2021-12-03,20.954
2021-12-04,20.954
2021-12-05,20.954
2021-12-06,20.954
2021-12-07,20.954
2021-12-08,20.929
2021-12-09,20.929
2021-12-10,20.929
2021-12-11,20.929
2021-12-12,20.929
2021-12-13,20.929
2021-12-14,20.929
2021-12-15,20.929
2021-12-16,20.929
2021-12-17,20.929
2021-12-18,20.929
2021-12-19,20.929
2021-12-20,20.916
2021-12-21,20.916
2021-12-22,20.914
2021-12-23,20.914
2021-12-24,20.914
2021-12-25,20.914
2021-12-26,20.914
2021-12-27,20.914
2021-12-28,20.914
2021-12-29,20.914
2021-12-30,20.914
2021-12-31,20.914
2022-01-01,20.914
2022-01-02,20.914
2022-01-03,20.958
2022-01-04,20.958
2022-01-05,20.958
2022-01-06,20.964
2022-01-07,20.94
2022-01-08,20.94
2022-01-09,20.94
2022-01-10,20.94
2022-01-11,20.94
2022-01-12,20.94
2022-01-13,20.94
2022-01-14,20.94
2022-01-15,20.94
2022-01-16,20.94
2022-01-17,20.94
2022-01-18,20.94
2022-01-19,20.94
2022-01-20,20.979
2022-01-21,20.979
2022-01-22,20.979
2022-01-23,20.979
2022-01-24,20.992
2022-01-25,20.992
2022-01-26,20.954
2022-01-27,20.913
2022-01-28,20.996
2022-01-29,20.996
2022-01-30,20.996
2022-01-31,20.996
2022-02-01,20.937
2022-02-02,20.937
2022-02-03,20.939
2022-02-04,20.939
2022-02-05,20.939
2022-02-06,20.939
2022-02-07,20.983
2022-02-08,21.256
2022-02-09,21.787
2022-02-10,21.86
2022-02-11,21.86
2022-02-12,21.86
2022-02-13,21.86
2022-02-14,21.937
2022-02-15,21.94
2022-02-16,21.94
2022-02-17,21.94
2022-02-18,21.94
2022-02-19,21.94
2022-02-20,21.94
2022-02-21,21.94
2022-02-22,21.94
2022-02-23,21.929
2022-02-24,21.929
2022-02-25,21.934
2022-02-26,21.934
2022-02-27,21.954
2022-02-28,21.888
2022-03-01,21.888
2022-03-02,21.888
2022-03-03,21.888
2022-03-04,21.888
2022-03-05,21.888
2022-03-06,21.888
2022-03-07,21.888
2022-03-08,21.888
2022-03-09,21.888
2022-03-10,21.888
2022-03-11,21.888
2022-03-12,21.888
2022-03-13,21.888
2022-03-14,21.888
2022-03-15,21.888
2022-03-16,21.888
2022-03-17,21.888
2022-03-18,21.888
2022-03-19,21.888
2022-03-20,21.888
2022-03-21,21.888
2022-03-22,21.902
2022-03-23,21.902
2022-03-24,21.902
2022-03-25,21.902
2022-03-26,21.902
2022-03-27,21.902
2022-03-28,21.902
2022-03-29,21.902
2022-03-30,21.902
2022-03-31,21.671
2022-04-01,21.674
2022-04-02,21.674
2022-04-03,21.674
2022-04-04,21.638
2022-04-05,21.638
2022-04-06,21.638
2022-04-07,21.638
2022-04-08,21.638
2022-04-09,21.638
2022-04-10,21.638
2022-04-11,21.638
2022-04-12,21.639
2022-04-13,21.639
2022-04-14,21.639
2022-04-15,21.639
2022-04-16,21.639
2022-04-17,21.639
2022-04-18,21.639
2022-04-19,21.639
2022-04-20,21.642
2022-04-21,21.642
2022-04-22,21.658
2022-04-23,21.658
2022-04-24,21.658
2022-04-25,21.77
2022-04-26,21.76
2022-04-27,21.625
2022-04-28,21.358
2022-04-29,21.358
2022-04-30,21.358
2022-05-01,21.408
2022-05-02,21.408
2022-05-03,21.408
2022-05-04,21.408
2022-05-05,21.403
2022-05-06,21.428
2022-05-07,21.428
2022-05-08,21.428
2022-05-09,21.411
2022-05-10,21.411
2022-05-11,21.411
2022-05-12,21.483
2022-05-13,21.483
2022-05-14,21.483
2022-05-15,21.483
2022-05-16,21.483
2022-05-17,21.483
2022-05-18,21.469
2022-05-19,21.469
2022-05-20,21.469
2022-05-21,21.469
2022-05-22,21.366
2022-05-23,21.298
2022-05-24,21.298
2022-05-25,21.298
2022-05-26,21.298
2022-05-27,21.298
2022-05-28,21.298
2022-05-29,21.298
2022-05-30,21.298
2022-05-31,21.299
2022-06-01,21.299
2022-06-02,21.299
2022-06-03,21.223
2022-06-04,21.223
2022-06-05,21.223
2022-06-06,21.223
2022-06-07,21.223
2022-06-08,21.223
2022-06-09,21.223
2022-06-10,21.223
2022-06-11,21.223
2022-06-12,21.223
2022-06-13,21.223
2022-06-14,21.223
2022-06-15,21.223
2022-06-16,21.223
2022-06-17,21.223
2022-06-18,21.223
2022-06-19,21.223
2022-06-20,21.223
2022-06-21,21.223
2022-06-22,21.223
