,REGN US Equity
,BEST_EPS_NXT_YR
2019-01-01,31.206
2019-01-02,30.323
2019-01-03,30.323
2019-01-04,30.323
2019-01-05,30.323
2019-01-06,30.323
2019-01-07,30.323
2019-01-08,30.323
2019-01-09,30.323
2019-01-10,30.323
2019-01-11,30.323
2019-01-12,30.323
2019-01-13,30.323
2019-01-14,30.323
2019-01-15,30.323
2019-01-16,30.323
2019-01-17,30.344
2019-01-18,30.344
2019-01-19,30.344
2019-01-20,30.344
2019-01-21,30.344
2019-01-22,30.344
2019-01-23,30.344
2019-01-24,30.344
2019-01-25,30.344
2019-01-26,30.344
2019-01-27,30.344
2019-01-28,30.344
2019-01-29,30.344
2019-01-30,30.344
2019-01-31,28.638
2019-02-01,28.638
2019-02-02,28.638
2019-02-03,28.638
2019-02-04,28.638
2019-02-05,28.638
2019-02-06,28.483
2019-02-07,28.483
2019-02-08,28.483
2019-02-09,28.483
2019-02-10,28.483
2019-02-11,28.483
2019-02-12,28.483
2019-02-13,28.483
2019-02-14,28.483
2019-02-15,28.483
2019-02-16,28.483
2019-02-17,28.483
2019-02-18,28.483
2019-02-19,28.483
2019-02-20,28.483
2019-02-21,28.483
2019-02-22,28.483
2019-02-23,28.483
2019-02-24,28.483
2019-02-25,28.483
2019-02-26,28.968
2019-02-27,28.968
2019-02-28,28.968
2019-03-01,28.968
2019-03-02,28.968
2019-03-03,28.968
2019-03-04,28.968
2019-03-05,28.968
2019-03-06,28.968
2019-03-07,28.968
2019-03-08,28.968
2019-03-09,28.968
2019-03-10,28.968
2019-03-11,28.968
2019-03-12,28.968
2019-03-13,28.968
2019-03-14,28.968
2019-03-15,28.968
2019-03-16,28.968
2019-03-17,28.968
2019-03-18,28.968
2019-03-19,28.968
2019-03-20,28.968
2019-03-21,28.968
2019-03-22,28.968
2019-03-23,28.968
2019-03-24,28.968
2019-03-25,28.968
2019-03-26,28.968
2019-03-27,28.968
2019-03-28,28.968
2019-03-29,28.968
2019-03-30,28.968
2019-03-31,28.968
2019-04-01,28.968
2019-04-02,28.968
2019-04-03,28.968
2019-04-04,28.968
2019-04-05,28.968
2019-04-06,28.968
2019-04-07,28.968
2019-04-08,28.968
2019-04-09,28.968
2019-04-10,29.368
2019-04-11,29.368
2019-04-12,29.368
2019-04-13,29.368
2019-04-14,29.368
2019-04-15,29.368
2019-04-16,29.368
2019-04-17,29.227
2019-04-18,29.227
2019-04-19,29.227
2019-04-20,29.227
2019-04-21,29.227
2019-04-22,29.227
2019-04-23,29.227
2019-04-24,29.227
2019-04-25,29.227
2019-04-26,29.227
2019-04-27,29.227
2019-04-28,29.227
2019-04-29,29.227
2019-04-30,29.227
2019-05-01,29.227
2019-05-02,29.227
2019-05-03,29.227
2019-05-04,29.227
2019-05-05,29.227
2019-05-06,29.227
2019-05-07,28.5
2019-05-08,25.724
2019-05-09,25.724
2019-05-10,25.724
2019-05-11,25.724
2019-05-12,25.724
2019-05-13,26.179
2019-05-14,26.179
2019-05-15,26.179
2019-05-16,26.179
2019-05-17,26.179
2019-05-18,26.179
2019-05-19,26.179
2019-05-20,26.179
2019-05-21,26.179
2019-05-22,26.179
2019-05-23,26.179
2019-05-24,26.179
2019-05-25,26.179
2019-05-26,26.179
2019-05-27,26.179
2019-05-28,26.179
2019-05-29,26.179
2019-05-30,26.179
2019-05-31,26.179
2019-06-01,26.179
2019-06-02,26.179
2019-06-03,26.179
2019-06-04,26.179
2019-06-05,26.179
2019-06-06,26.179
2019-06-07,26.179
2019-06-08,26.179
2019-06-09,26.179
2019-06-10,26.179
2019-06-11,26.179
2019-06-12,26.179
2019-06-13,26.179
2019-06-14,26.179
2019-06-15,26.179
2019-06-16,26.179
2019-06-17,26.179
2019-06-18,26.179
2019-06-19,26.179
2019-06-20,26.179
2019-06-21,26.179
2019-06-22,26.179
2019-06-23,26.179
2019-06-24,26.179
2019-06-25,26.179
2019-06-26,26.179
2019-06-27,26.179
2019-06-28,26.179
2019-06-29,26.179
2019-06-30,26.179
2019-07-01,26.179
2019-07-02,26.179
2019-07-03,26.179
2019-07-04,26.179
2019-07-05,26.179
2019-07-06,26.179
2019-07-07,26.179
2019-07-08,26.179
2019-07-09,25.957
2019-07-10,25.957
2019-07-11,25.957
2019-07-12,25.957
2019-07-13,25.957
2019-07-14,25.957
2019-07-15,25.957
2019-07-16,25.957
2019-07-17,25.957
2019-07-18,25.957
2019-07-19,25.957
2019-07-20,25.957
2019-07-21,25.957
2019-07-22,25.957
2019-07-23,25.711
2019-07-24,25.711
2019-07-25,25.711
2019-07-26,25.711
2019-07-27,25.711
2019-07-28,25.711
2019-07-29,25.711
2019-07-30,25.711
2019-07-31,25.711
2019-08-01,25.632
2019-08-02,25.632
2019-08-03,25.632
2019-08-04,25.632
2019-08-05,25.632
2019-08-06,24.387
2019-08-07,23.495
2019-08-08,23.495
2019-08-09,23.495
2019-08-10,23.495
2019-08-11,23.495
2019-08-12,23.495
2019-08-13,23.495
2019-08-14,23.495
2019-08-15,23.495
2019-08-16,23.495
2019-08-17,23.495
2019-08-18,23.495
2019-08-19,23.495
2019-08-20,23.495
2019-08-21,23.495
2019-08-22,23.495
2019-08-23,23.495
2019-08-24,23.495
2019-08-25,23.495
2019-08-26,23.495
2019-08-27,23.495
2019-08-28,23.495
2019-08-29,23.495
2019-08-30,23.495
2019-08-31,23.495
2019-09-01,23.495
2019-09-02,23.495
2019-09-03,23.495
2019-09-04,23.495
2019-09-05,23.495
2019-09-06,23.495
2019-09-07,23.495
2019-09-08,23.495
2019-09-09,23.495
2019-09-10,23.495
2019-09-11,23.495
2019-09-12,23.495
2019-09-13,23.495
2019-09-14,23.495
2019-09-15,23.495
2019-09-16,23.495
2019-09-17,23.495
2019-09-18,23.495
2019-09-19,23.495
2019-09-20,23.495
2019-09-21,23.495
2019-09-22,23.495
2019-09-23,23.495
2019-09-24,23.495
2019-09-25,23.495
2019-09-26,23.495
2019-09-27,23.495
2019-09-28,23.495
2019-09-29,23.495
2019-09-30,23.495
2019-10-01,23.495
2019-10-02,23.495
2019-10-03,23.495
2019-10-04,23.495
2019-10-05,23.495
2019-10-06,23.495
2019-10-07,23.495
2019-10-08,23.495
2019-10-09,23.495
2019-10-10,23.257
2019-10-11,23.257
2019-10-12,23.257
2019-10-13,23.257
2019-10-14,23.24
2019-10-15,23.24
2019-10-16,23.24
2019-10-17,23.24
2019-10-18,23.24
2019-10-19,23.24
2019-10-20,23.24
2019-10-21,23.24
2019-10-22,23.24
2019-10-23,23.24
2019-10-24,23.263
2019-10-25,23.263
2019-10-26,23.263
2019-10-27,23.263
2019-10-28,23.263
2019-10-29,23.263
2019-10-30,23.263
