,ZTS US Equity
2019-07-14,6.47
2019-07-15,6.47
2019-07-16,6.47
2019-07-17,6.47
2019-07-18,6.47
2019-07-19,6.47
2019-07-20,6.47
2019-07-21,6.47
2019-07-22,6.47
2019-07-23,6.47
2019-07-24,6.47
2019-07-25,6.47
2019-07-26,6.47
2019-07-27,6.47
2019-07-28,6.47
2019-07-29,6.47
2019-07-30,6.47
2019-07-31,6.47
2019-08-01,6.47
2019-08-02,6.47
2019-08-03,6.47
2019-08-04,6.47
2019-08-05,6.47
2019-08-06,6.47
2019-08-07,6.47
2019-08-08,6.47
2019-08-09,6.47
2019-08-10,6.47
2019-08-11,6.47
2019-08-12,6.47
2019-08-13,6.47
2019-08-14,6.47
2019-08-15,6.47
2019-08-16,6.47
2019-08-17,6.47
2019-08-18,6.47
2019-08-19,6.47
2019-08-20,6.47
2019-08-21,6.47
2019-08-22,6.47
2019-08-23,6.47
2019-08-24,6.47
2019-08-25,6.47
2019-08-26,6.47
2019-08-27,6.47
2019-08-28,6.47
2019-08-29,6.47
2019-08-30,6.47
2019-08-31,6.47
2019-09-01,6.47
2019-09-02,6.47
2019-09-03,6.47
2019-09-04,6.47
2019-09-05,6.47
2019-09-06,6.47
2019-09-07,6.47
2019-09-08,6.47
2019-09-09,6.47
2019-09-10,6.47
2019-09-11,6.47
2019-09-12,6.47
2019-09-13,6.47
2019-09-14,6.47
2019-09-15,6.47
2019-09-16,6.47
2019-09-17,6.47
2019-09-18,6.47
2019-09-19,6.47
2019-09-20,6.47
2019-09-21,6.47
2019-09-22,6.47
2019-09-23,6.47
2019-09-24,6.47
2019-09-25,6.47
2019-09-26,6.47
2019-09-27,6.47
2019-09-28,6.47
2019-09-29,6.47
2019-09-30,6.47
2019-10-01,6.47
2019-10-02,6.47
2019-10-03,6.47
2019-10-04,6.47
2019-10-05,6.47
2019-10-06,6.47
2019-10-07,6.47
2019-10-08,6.47
2019-10-09,6.47
2019-10-10,6.47
2019-10-11,6.47
2019-10-12,6.47
2019-10-13,6.47
2019-10-14,6.47
2019-10-15,6.47
2019-10-16,6.47
2019-10-17,6.47
2019-10-18,6.47
2019-10-19,6.47
2019-10-20,6.47
2019-10-21,6.47
2019-10-22,6.47
2019-10-23,6.47
2019-10-24,6.47
2019-10-25,6.47
2019-10-26,6.47
2019-10-27,6.47
2019-10-28,6.47
2019-10-29,6.47
2019-10-30,6.47
2019-10-31,6.47
2019-11-01,6.47
2019-11-02,6.47
2019-11-03,6.47
2019-11-04,6.47
2019-11-05,6.47
2019-11-06,6.47
2019-11-07,6.47
2019-11-08,6.47
2019-11-09,6.47
2019-11-10,6.47
2019-11-11,6.47
2019-11-12,6.47
2019-11-13,6.47
2019-11-14,6.47
2019-11-15,6.47
2019-11-16,6.47
2019-11-17,6.47
2019-11-18,6.47
2019-11-19,6.47
2019-11-20,6.47
2019-11-21,6.47
2019-11-22,6.4
2019-11-23,6.4
2019-11-24,6.4
2019-11-25,6.4
2019-11-26,6.4
2019-11-27,6.4
2019-11-28,6.4
2019-11-29,6.4
2019-11-30,6.4
2019-12-01,6.4
2019-12-02,6.4
2019-12-03,6.4
2019-12-04,6.4
2019-12-05,6.4
2019-12-06,6.4
2019-12-07,6.4
2019-12-08,6.4
2019-12-09,6.4
2019-12-10,6.4
2019-12-11,6.4
2019-12-12,6.4
2019-12-13,6.4
2019-12-14,6.4
2019-12-15,6.4
2019-12-16,6.4
2019-12-17,6.4
2019-12-18,6.4
2019-12-19,6.4
2019-12-20,6.4
2019-12-21,6.4
2019-12-22,6.4
2019-12-23,6.4
2019-12-24,6.4
2019-12-25,6.4
2019-12-26,6.4
2019-12-27,6.4
2019-12-28,6.4
2019-12-29,6.4
2019-12-30,6.4
2019-12-31,6.4
2020-01-01,6.4
2020-01-02,6.4
2020-01-03,6.4
2020-01-04,6.4
2020-01-05,6.4
2020-01-06,6.4
2020-01-07,6.4
2020-01-08,6.4
2020-01-09,6.175
2020-01-10,6.175
2020-01-11,6.175
2020-01-12,6.175
2020-01-13,6.175
2020-01-14,6.175
2020-01-15,6.175
2020-01-16,6.175
2020-01-17,6.175
2020-01-18,6.175
2020-01-19,6.175
2020-01-20,6.175
2020-01-21,6.175
2020-01-22,6.175
2020-01-23,6.175
2020-01-24,6.175
2020-01-25,6.175
2020-01-26,6.175
2020-01-27,6.175
2020-01-28,6.175
2020-01-29,6.175
2020-01-30,6.175
2020-01-31,6.175
2020-02-01,6.175
2020-02-02,6.175
2020-02-03,6.175
2020-02-04,6.175
2020-02-05,6.175
2020-02-06,6.175
2020-02-07,6.175
2020-02-08,6.175
2020-02-09,6.175
2020-02-10,6.175
2020-02-11,6.175
2020-02-12,6.175
2020-02-13,6.175
2020-02-14,6.23
2020-02-15,6.23
2020-02-16,6.23
2020-02-17,6.23
2020-02-18,6.23
2020-02-19,6.23
2020-02-20,6.23
2020-02-21,6.23
2020-02-22,6.23
2020-02-23,6.23
2020-02-24,6.23
2020-02-25,6.23
2020-02-26,6.23
2020-02-27,6.06
2020-02-28,6.06
2020-02-29,6.06
2020-03-01,6.06
2020-03-02,6.06
2020-03-03,6.06
2020-03-04,6.06
2020-03-05,6.06
2020-03-06,6.06
2020-03-07,6.06
2020-03-08,6.06
2020-03-09,6.06
2020-03-10,6.06
2020-03-11,6.06
2020-03-12,6.06
2020-03-13,6.06
2020-03-14,6.06
2020-03-15,6.06
2020-03-16,6.06
2020-03-17,6.06
2020-03-18,6.06
2020-03-19,6.06
2020-03-20,6.06
2020-03-21,6.06
2020-03-22,6.06
2020-03-23,6.06
2020-03-24,6.06
2020-03-25,6.06
2020-03-26,6.06
2020-03-27,6.06
2020-03-28,6.06
2020-03-29,6.06
2020-03-30,6.06
2020-03-31,6.06
2020-04-01,6.06
2020-04-02,6.06
2020-04-03,6.06
2020-04-04,6.06
2020-04-05,6.06
2020-04-06,6.06
2020-04-07,6.06
2020-04-08,6.06
2020-04-09,6.06
2020-04-10,6.06
2020-04-11,6.06
2020-04-12,6.06
2020-04-13,6.06
2020-04-14,6.06
2020-04-15,6.23
2020-04-16,6.23
2020-04-17,6.23
2020-04-18,6.23
2020-04-19,6.23
2020-04-20,6.23
2020-04-21,6.23
2020-04-22,6.013
2020-04-23,6.013
2020-04-24,6.013
2020-04-25,6.013
2020-04-26,6.013
2020-04-27,6.013
2020-04-28,6.013
2020-04-29,6.013
2020-04-30,6.013
2020-05-01,6.013
2020-05-02,6.013
2020-05-03,6.013
2020-05-04,6.013
2020-05-05,6.013
2020-05-06,5.793
2020-05-07,5.478
2020-05-08,5.478
2020-05-09,5.478
2020-05-10,5.478
2020-05-11,5.478
2020-05-12,5.478
2020-05-13,5.444
2020-05-14,5.444
2020-05-15,5.444
2020-05-16,5.444
2020-05-17,5.444
2020-05-18,5.444
2020-05-19,5.274
2020-05-20,5.274
2020-05-21,5.274
2020-05-22,5.274
2020-05-23,5.274
2020-05-24,5.274
2020-05-25,5.274
2020-05-26,5.274
2020-05-27,5.303
2020-05-28,5.303
2020-05-29,5.303
2020-05-30,5.303
2020-05-31,5.303
2020-06-01,5.303
2020-06-02,5.303
2020-06-03,5.303
2020-06-04,5.303
2020-06-05,5.303
2020-06-06,5.303
2020-06-07,5.303
2020-06-08,5.303
2020-06-09,5.303
2020-06-10,5.303
2020-06-11,5.303
2020-06-12,5.303
2020-06-13,5.303
2020-06-14,5.303
2020-06-15,5.303
2020-06-16,5.303
2020-06-17,5.303
2020-06-18,5.303
2020-06-19,5.303
2020-06-20,5.303
2020-06-21,5.303
2020-06-22,5.303
2020-06-23,5.303
2020-06-24,5.303
2020-06-25,5.303
2020-06-26,5.303
2020-06-27,5.303
2020-06-28,5.303
2020-06-29,5.303
2020-06-30,5.303
2020-07-01,5.303
2020-07-02,5.303
2020-07-03,5.303
2020-07-04,5.303
2020-07-05,5.303
2020-07-06,5.303
2020-07-07,5.303
2020-07-08,5.303
2020-07-09,5.303
2020-07-10,5.303
2020-07-11,5.303
2020-07-12,5.303
2020-07-13,5.303
2020-07-14,5.303
2020-07-15,5.303
2020-07-16,5.303
2020-07-17,5.303
2020-07-18,5.303
2020-07-19,5.303
2020-07-20,5.303
2020-07-21,5.303
2020-07-22,5.303
2020-07-23,5.303
2020-07-24,5.303
2020-07-25,5.303
2020-07-26,5.303
2020-07-27,5.303
2020-07-28,5.303
2020-07-29,5.303
2020-07-30,5.3
2020-07-31,5.3
2020-08-01,5.3
2020-08-02,5.3
2020-08-03,5.3
2020-08-04,5.3
2020-08-05,5.3
2020-08-06,5.29
2020-08-07,5.302
2020-08-08,5.302
2020-08-09,5.302
2020-08-10,5.35
2020-08-11,5.35
2020-08-12,5.35
2020-08-13,5.35
2020-08-14,5.35
2020-08-15,5.35
2020-08-16,5.35
2020-08-17,5.4
2020-08-18,5.4
2020-08-19,5.4
2020-08-20,5.4
2020-08-21,5.4
2020-08-22,5.4
2020-08-23,5.4
2020-08-24,5.4
2020-08-25,5.4
2020-08-26,5.4
2020-08-27,5.4
2020-08-28,5.4
2020-08-29,5.4
2020-08-30,5.4
2020-08-31,5.4
2020-09-01,5.4
2020-09-02,5.4
2020-09-03,5.4
2020-09-04,5.4
2020-09-05,5.4
2020-09-06,5.4
2020-09-07,5.4
2020-09-08,5.4
2020-09-09,5.4
2020-09-10,5.4
2020-09-11,5.4
2020-09-12,5.4
2020-09-13,5.4
2020-09-14,5.4
2020-09-15,5.4
2020-09-16,5.4
2020-09-17,5.4
2020-09-18,5.4
2020-09-19,5.4
2020-09-20,5.4
2020-09-21,5.6
2020-09-22,5.6
2020-09-23,5.6
2020-09-24,5.6
2020-09-25,5.6
2020-09-26,5.6
2020-09-27,5.6
2020-09-28,5.6
2020-09-29,5.6
2020-09-30,5.6
2020-10-01,5.6
2020-10-02,5.6
2020-10-03,5.6
2020-10-04,5.6
2020-10-05,5.6
2020-10-06,5.6
2020-10-07,5.6
2020-10-08,5.6
2020-10-09,5.6
2020-10-10,5.6
2020-10-11,5.6
2020-10-12,5.6
2020-10-13,5.6
2020-10-14,5.6
2020-10-15,5.6
2020-10-16,5.6
2020-10-17,5.6
2020-10-18,5.6
2020-10-19,5.6
2020-10-20,5.6
2020-10-21,5.6
2020-10-22,5.6
2020-10-23,5.6
2020-10-24,5.6
2020-10-25,5.6
2020-10-26,5.6
2020-10-27,5.6
2020-10-28,5.6
2020-10-29,5.6
2020-10-30,5.6
2020-10-31,5.6
2020-11-01,5.6
2020-11-02,5.6
2020-11-03,5.6
2020-11-04,5.6
2020-11-05,5.633
2020-11-06,5.732
2020-11-07,5.732
2020-11-08,5.775
2020-11-09,5.775
2020-11-10,5.775
2020-11-11,5.775
2020-11-12,5.775
2020-11-13,5.775
2020-11-14,5.775
2020-11-15,5.775
2020-11-16,5.808
2020-11-17,5.808
2020-11-18,5.808
2020-11-19,5.808
2020-11-20,5.808
2020-11-21,5.808
2020-11-22,5.808
2020-11-23,5.808
2020-11-24,5.808
2020-11-25,5.808
2020-11-26,5.808
2020-11-27,5.808
2020-11-28,5.808
2020-11-29,5.808
2020-11-30,5.808
2020-12-01,5.808
2020-12-02,5.808
2020-12-03,5.808
2020-12-04,5.808
2020-12-05,5.808
2020-12-06,5.808
2020-12-07,5.808
2020-12-08,5.808
2020-12-09,5.808
2020-12-10,5.808
2020-12-11,5.808
2020-12-12,5.808
2020-12-13,5.808
2020-12-14,5.808
2020-12-15,5.808
2020-12-16,5.808
2020-12-17,5.808
2020-12-18,5.808
2020-12-19,5.808
2020-12-20,5.808
2020-12-21,5.808
2020-12-22,5.808
2020-12-23,5.808
2020-12-24,5.808
2020-12-25,5.808
2020-12-26,5.808
2020-12-27,5.808
2020-12-28,5.808
2020-12-29,5.808
2020-12-30,5.808
2020-12-31,5.808
2021-01-01,5.808
2021-01-02,5.808
2021-01-03,5.808
2021-01-04,5.808
2021-01-05,5.808
2021-01-06,5.808
2021-01-07,5.808
2021-01-08,5.808
2021-01-09,5.808
2021-01-10,5.808
2021-01-11,5.808
2021-01-12,5.808
2021-01-13,5.808
2021-01-14,5.808
2021-01-15,5.808
2021-01-16,5.808
2021-01-17,5.808
2021-01-18,5.808
2021-01-19,5.808
2021-01-20,5.808
2021-01-21,5.808
2021-01-22,5.808
2021-01-23,5.808
2021-01-24,5.808
2021-01-25,5.808
2021-01-26,5.808
2021-01-27,5.808
2021-01-28,5.808
2021-01-29,5.808
2021-01-30,5.808
2021-01-31,5.808
2021-02-01,5.808
2021-02-02,5.808
2021-02-03,5.808
2021-02-04,5.808
2021-02-05,5.808
2021-02-06,5.808
2021-02-07,5.808
2021-02-08,5.808
2021-02-09,5.808
2021-02-10,5.808
2021-02-11,5.808
2021-02-12,5.808
2021-02-13,5.808
2021-02-14,5.808
2021-02-15,5.808
2021-02-16,6.037
2021-02-17,6.17
2021-02-18,6.17
2021-02-19,6.17
2021-02-20,6.17
2021-02-21,6.17
2021-02-22,6.17
2021-02-23,6.418
2021-02-24,6.418
2021-02-25,6.489
2021-02-26,6.489
2021-02-27,6.489
2021-02-28,6.489
2021-03-01,6.489
2021-03-02,6.489
2021-03-03,6.489
2021-03-04,6.489
2021-03-05,6.489
2021-03-06,6.489
2021-03-07,6.489
2021-03-08,6.489
2021-03-09,6.489
2021-03-10,6.489
2021-03-11,6.489
2021-03-12,6.489
2021-03-13,6.489
2021-03-14,6.489
2021-03-15,6.489
2021-03-16,6.489
2021-03-17,6.489
2021-03-18,6.489
2021-03-19,6.489
2021-03-20,6.489
2021-03-21,6.489
2021-03-22,6.489
2021-03-23,6.489
2021-03-24,6.489
2021-03-25,6.489
2021-03-26,6.489
2021-03-27,6.489
2021-03-28,6.489
2021-03-29,6.489
2021-03-30,6.489
2021-03-31,6.489
2021-04-01,6.489
2021-04-02,6.489
2021-04-03,6.489
2021-04-04,6.489
2021-04-05,6.489
2021-04-06,6.489
2021-04-07,6.489
2021-04-08,6.489
2021-04-09,6.489
2021-04-10,6.489
2021-04-11,6.489
2021-04-12,6.489
2021-04-13,6.489
2021-04-14,6.489
2021-04-15,6.489
2021-04-16,6.489
2021-04-17,6.489
2021-04-18,6.489
2021-04-19,6.489
2021-04-20,6.489
2021-04-21,6.489
2021-04-22,6.489
2021-04-23,6.489
2021-04-24,6.489
2021-04-25,6.489
2021-04-26,6.489
2021-04-27,6.489
2021-04-28,6.489
2021-04-29,6.489
2021-04-30,6.489
2021-05-01,6.489
2021-05-02,6.489
2021-05-03,6.489
2021-05-04,6.489
2021-05-05,6.489
2021-05-06,6.571
2021-05-07,6.678
2021-05-08,6.678
2021-05-09,6.678
2021-05-10,6.716
2021-05-11,6.716
2021-05-12,6.716
2021-05-13,6.716
2021-05-14,6.716
2021-05-15,6.716
2021-05-16,6.716
2021-05-17,6.716
2021-05-18,6.716
2021-05-19,6.716
2021-05-20,6.716
2021-05-21,6.716
2021-05-22,6.716
2021-05-23,6.716
2021-05-24,6.716
2021-05-25,6.716
2021-05-26,6.716
2021-05-27,6.716
2021-05-28,6.716
2021-05-29,6.716
2021-05-30,6.716
2021-05-31,6.716
2021-06-01,6.716
2021-06-02,6.716
2021-06-03,6.716
2021-06-04,6.716
2021-06-05,6.716
2021-06-06,6.716
2021-06-07,6.716
2021-06-08,6.716
2021-06-09,6.716
2021-06-10,6.716
2021-06-11,6.716
2021-06-12,6.716
2021-06-13,6.716
2021-06-14,6.716
2021-06-15,6.716
2021-06-16,6.716
2021-06-17,6.716
2021-06-18,6.716
2021-06-19,6.716
2021-06-20,6.716
2021-06-21,6.716
2021-06-22,6.716
2021-06-23,6.716
2021-06-24,6.716
2021-06-25,6.716
2021-06-26,6.716
2021-06-27,6.716
2021-06-28,6.716
2021-06-29,6.716
2021-06-30,6.716
2021-07-01,6.716
2021-07-02,6.716
2021-07-03,6.716
2021-07-04,6.716
2021-07-05,6.716
2021-07-06,6.716
2021-07-07,6.716
2021-07-08,6.716
2021-07-09,6.716
2021-07-10,6.716
2021-07-11,6.716
2021-07-12,6.716
2021-07-13,6.716
2021-07-14,6.716
2021-07-15,6.716
2021-07-16,6.716
2021-07-17,6.716
2021-07-18,6.716
2021-07-19,6.716
2021-07-20,6.716
2021-07-21,6.716
2021-07-22,6.716
2021-07-23,6.719
2021-07-24,6.719
2021-07-25,6.719
2021-07-26,6.719
2021-07-27,6.719
2021-07-28,6.719
2021-07-29,6.719
2021-07-30,6.719
2021-07-31,6.719
2021-08-01,6.719
2021-08-02,6.73
2021-08-03,6.73
2021-08-04,6.73
2021-08-05,6.78
2021-08-06,6.865
2021-08-07,6.865
2021-08-08,6.865
2021-08-09,6.885
2021-08-10,6.905
2021-08-11,6.905
2021-08-12,6.905
2021-08-13,6.905
2021-08-14,6.905
2021-08-15,6.905
2021-08-16,6.905
2021-08-17,6.905
2021-08-18,6.905
2021-08-19,6.905
2021-08-20,6.905
2021-08-21,6.905
2021-08-22,6.905
2021-08-23,6.905
2021-08-24,6.905
2021-08-25,6.905
2021-08-26,6.905
2021-08-27,6.905
2021-08-28,6.905
2021-08-29,6.905
2021-08-30,6.905
2021-08-31,6.905
2021-09-01,6.905
2021-09-02,6.905
2021-09-03,6.905
2021-09-04,6.905
2021-09-05,6.905
2021-09-06,6.905
2021-09-07,6.905
2021-09-08,6.905
2021-09-09,6.905
2021-09-10,6.905
2021-09-11,6.905
2021-09-12,6.905
2021-09-13,6.905
2021-09-14,6.905
2021-09-15,6.905
2021-09-16,6.905
2021-09-17,6.905
2021-09-18,6.905
2021-09-19,6.905
2021-09-20,6.905
2021-09-21,6.905
2021-09-22,6.905
2021-09-23,6.905
2021-09-24,6.95
2021-09-25,6.95
2021-09-26,6.95
2021-09-27,6.95
2021-09-28,6.95
2021-09-29,6.95
2021-09-30,6.95
2021-10-01,6.95
2021-10-02,6.95
2021-10-03,6.95
2021-10-04,6.825
2021-10-05,6.825
2021-10-06,6.825
2021-10-07,6.825
2021-10-08,6.825
2021-10-09,6.825
2021-10-10,6.825
2021-10-11,6.825
2021-10-12,6.943
2021-10-13,6.943
2021-10-14,6.943
2021-10-15,6.943
2021-10-16,6.943
2021-10-17,6.943
2021-10-18,6.943
2021-10-19,7.067
2021-10-20,7.067
2021-10-21,7.067
2021-10-22,7.067
2021-10-23,7.067
2021-10-24,7.067
2021-10-25,7.067
2021-10-26,7.067
2021-10-27,7.067
2021-10-28,7.067
2021-10-29,7.067
2021-10-30,7.067
2021-10-31,7.067
2021-11-01,7.067
2021-11-02,7.067
2021-11-03,7.067
2021-11-04,7.146
2021-11-05,7.243
2021-11-06,7.243
2021-11-07,7.243
2021-11-08,7.243
2021-11-09,7.243
2021-11-10,7.243
2021-11-11,7.277
2021-11-12,7.277
2021-11-13,7.277
2021-11-14,7.277
2021-11-15,7.277
2021-11-16,7.277
2021-11-17,7.277
2021-11-18,7.277
2021-11-19,7.277
2021-11-20,7.277
2021-11-21,7.277
2021-11-22,7.277
2021-11-23,7.277
2021-11-24,7.277
2021-11-25,7.277
2021-11-26,7.277
2021-11-27,7.277
2021-11-28,7.277
2021-11-29,7.277
2021-11-30,7.277
2021-12-01,7.277
2021-12-02,7.277
2021-12-03,7.277
2021-12-04,7.277
2021-12-05,7.277
2021-12-06,7.277
2021-12-07,7.277
2021-12-08,7.277
2021-12-09,7.205
2021-12-10,7.205
2021-12-11,7.205
2021-12-12,7.205
2021-12-13,7.205
2021-12-14,7.205
2021-12-15,7.205
2021-12-16,7.205
2021-12-17,7.205
2021-12-18,7.205
2021-12-19,7.205
2021-12-20,7.205
2021-12-21,7.205
2021-12-22,7.205
2021-12-23,7.205
2021-12-24,7.205
2021-12-25,7.205
2021-12-26,7.205
2021-12-27,7.205
2021-12-28,7.205
2021-12-29,7.205
2021-12-30,7.205
2021-12-31,7.205
2022-01-01,7.205
2022-01-02,7.205
2022-01-03,7.205
2022-01-04,7.205
2022-01-05,7.205
2022-01-06,7.205
2022-01-07,7.205
2022-01-08,7.205
2022-01-09,7.205
2022-01-10,7.205
2022-01-11,7.205
2022-01-12,7.205
2022-01-13,7.205
2022-01-14,7.205
2022-01-15,7.205
2022-01-16,7.205
2022-01-17,7.205
2022-01-18,7.205
2022-01-19,7.205
2022-01-20,7.205
2022-01-21,7.205
2022-01-22,7.205
2022-01-23,7.205
2022-01-24,7.205
2022-01-25,7.205
2022-01-26,7.205
2022-01-27,7.205
2022-01-28,7.205
2022-01-29,7.205
2022-01-30,7.205
2022-01-31,7.205
2022-02-01,7.205
2022-02-02,7.205
2022-02-03,7.205
2022-02-04,7.205
2022-02-05,7.205
2022-02-06,7.205
2022-02-07,7.205
2022-02-08,7.205
2022-02-09,7.205
2022-02-10,7.205
2022-02-11,7.205
2022-02-12,7.205
2022-02-13,7.205
2022-02-14,7.213
2022-02-15,7.194
2022-02-16,7.245
2022-02-17,7.234
2022-02-18,7.234
2022-02-19,7.234
2022-02-20,7.234
2022-02-21,7.234
2022-02-22,7.234
2022-02-23,7.234
2022-02-24,7.234
2022-02-25,7.234
2022-02-26,7.234
2022-02-27,7.234
2022-02-28,7.234
2022-03-01,7.234
2022-03-02,7.234
2022-03-03,7.234
2022-03-04,7.268
2022-03-05,7.268
2022-03-06,7.268
2022-03-07,7.268
2022-03-08,7.268
2022-03-09,7.268
2022-03-10,7.268
2022-03-11,7.268
2022-03-12,7.268
2022-03-13,7.268
2022-03-14,7.268
2022-03-15,7.268
2022-03-16,7.268
2022-03-17,7.268
2022-03-18,7.268
2022-03-19,7.268
2022-03-20,7.268
2022-03-21,7.268
2022-03-22,7.268
2022-03-23,7.268
2022-03-24,7.268
2022-03-25,7.268
2022-03-26,7.268
2022-03-27,7.268
2022-03-28,7.268
2022-03-29,7.268
2022-03-30,7.268
2022-03-31,7.268
2022-04-01,7.269
2022-04-02,7.269
2022-04-03,7.269
2022-04-04,7.269
2022-04-05,7.269
2022-04-06,7.239
2022-04-07,7.239
2022-04-08,7.239
2022-04-09,7.239
2022-04-10,7.239
2022-04-11,7.239
2022-04-12,7.239
2022-04-13,7.239
2022-04-14,7.239
2022-04-15,7.239
2022-04-16,7.239
2022-04-17,7.239
2022-04-18,7.239
2022-04-19,7.239
2022-04-20,7.239
2022-04-21,7.239
2022-04-22,7.239
2022-04-23,7.239
2022-04-24,7.239
2022-04-25,7.239
2022-04-26,7.237
2022-04-27,7.222
2022-04-28,7.218
2022-04-29,7.218
2022-04-30,7.218
2022-05-01,7.218
2022-05-02,7.218
2022-05-03,7.218
2022-05-04,7.218
2022-05-05,7.202
2022-05-06,7.174
2022-05-07,7.174
2022-05-08,7.174
2022-05-09,7.157
2022-05-10,7.157
2022-05-11,7.157
2022-05-12,7.157
2022-05-13,7.157
2022-05-14,7.157
2022-05-15,7.157
2022-05-16,7.157
2022-05-17,7.157
2022-05-18,7.193
2022-05-19,7.193
2022-05-20,7.193
2022-05-21,7.193
2022-05-22,7.193
2022-05-23,7.193
2022-05-24,7.193
2022-05-25,7.193
2022-05-26,7.193
2022-05-27,7.193
2022-05-28,7.193
2022-05-29,7.193
2022-05-30,7.193
2022-05-31,7.193
2022-06-01,7.193
2022-06-02,7.193
2022-06-03,7.193
2022-06-04,7.193
2022-06-05,7.193
2022-06-06,7.193
2022-06-07,7.193
2022-06-08,7.193
2022-06-09,7.193
2022-06-10,7.207
2022-06-11,7.207
2022-06-12,7.207
2022-06-13,7.207
2022-06-14,7.207
2022-06-15,7.207
2022-06-16,7.207
2022-06-17,7.207
2022-06-18,7.207
2022-06-19,7.207
2022-06-20,7.207
2022-06-21,7.207
2022-06-22,7.207
