,BIIB US Equity
,BEST_EPS_NXT_YR
2019-01-01,35.076
2019-01-02,35.35
2019-01-03,35.35
2019-01-04,35.32
2019-01-05,35.32
2019-01-06,35.32
2019-01-07,35.32
2019-01-08,35.32
2019-01-09,35.32
2019-01-10,35.32
2019-01-11,35.32
2019-01-12,35.32
2019-01-13,35.32
2019-01-14,35.32
2019-01-15,35.32
2019-01-16,35.32
2019-01-17,35.371
2019-01-18,35.371
2019-01-19,35.371
2019-01-20,35.371
2019-01-21,35.371
2019-01-22,35.371
2019-01-23,35.371
2019-01-24,35.371
2019-01-25,35.396
2019-01-26,35.396
2019-01-27,35.396
2019-01-28,35.396
2019-01-29,33.04
2019-01-30,33.469
2019-01-31,34.209
2019-02-01,34.209
2019-02-02,34.209
2019-02-03,34.209
2019-02-04,34.209
2019-02-05,34.209
2019-02-06,34.209
2019-02-07,34.209
2019-02-08,34.209
2019-02-09,34.209
2019-02-10,34.209
2019-02-11,34.209
2019-02-12,33.53
2019-02-13,33.53
2019-02-14,33.499
2019-02-15,33.499
2019-02-16,33.499
2019-02-17,33.499
2019-02-18,33.499
2019-02-19,33.499
2019-02-20,33.499
2019-02-21,34.106
2019-02-22,34.106
2019-02-23,34.106
2019-02-24,34.106
2019-02-25,34.106
2019-02-26,34.106
2019-02-27,34.106
2019-02-28,34.106
2019-03-01,34.106
2019-03-02,34.106
2019-03-03,34.106
2019-03-04,34.106
2019-03-05,34.106
2019-03-06,34.106
2019-03-07,34.106
2019-03-08,34.106
2019-03-09,34.106
2019-03-10,34.106
2019-03-11,34.106
2019-03-12,34.106
2019-03-13,34.106
2019-03-14,34.106
2019-03-15,34.106
2019-03-16,34.106
2019-03-17,34.106
2019-03-18,34.106
2019-03-19,34.106
2019-03-20,34.106
2019-03-21,29.474
2019-03-22,27.509
2019-03-23,27.509
2019-03-24,27.509
2019-03-25,27.509
2019-03-26,27.509
2019-03-27,27.509
2019-03-28,27.509
2019-03-29,27.509
2019-03-30,27.509
2019-03-31,27.509
2019-04-01,27.509
2019-04-02,27.509
2019-04-03,27.813
2019-04-04,27.813
2019-04-05,27.813
2019-04-06,27.813
2019-04-07,27.813
2019-04-08,27.813
2019-04-09,27.927
2019-04-10,27.937
2019-04-11,27.937
2019-04-12,27.937
2019-04-13,27.937
2019-04-14,27.937
2019-04-15,27.937
2019-04-16,27.937
2019-04-17,27.937
2019-04-18,27.937
2019-04-19,27.937
2019-04-20,27.937
2019-04-21,27.937
2019-04-22,27.83
2019-04-23,27.83
2019-04-24,28.269
2019-04-25,28.578
2019-04-26,28.578
2019-04-27,28.578
2019-04-28,28.578
2019-04-29,28.578
2019-04-30,28.578
2019-05-01,28.578
2019-05-02,28.578
2019-05-03,28.578
2019-05-04,28.578
2019-05-05,28.578
2019-05-06,28.578
2019-05-07,28.578
2019-05-08,28.578
2019-05-09,28.578
2019-05-10,27.836
2019-05-11,27.836
2019-05-12,27.89
2019-05-13,27.89
2019-05-14,27.89
2019-05-15,27.594
2019-05-16,27.594
2019-05-17,27.594
2019-05-18,27.594
2019-05-19,27.594
2019-05-20,27.594
2019-05-21,27.594
2019-05-22,27.096
2019-05-23,27.096
2019-05-24,27.096
2019-05-25,27.096
2019-05-26,27.096
2019-05-27,27.096
2019-05-28,27.096
2019-05-29,27.096
2019-05-30,27.096
2019-05-31,27.096
2019-06-01,27.096
2019-06-02,27.096
2019-06-03,27.096
2019-06-04,27.096
2019-06-05,27.096
2019-06-06,27.096
2019-06-07,27.096
2019-06-08,27.096
2019-06-09,27.096
2019-06-10,27.096
2019-06-11,27.096
2019-06-12,27.096
2019-06-13,27.096
2019-06-14,27.096
2019-06-15,27.096
2019-06-16,27.096
2019-06-17,27.096
2019-06-18,27.096
2019-06-19,27.096
2019-06-20,27.126
2019-06-21,27.126
2019-06-22,27.126
2019-06-23,27.126
2019-06-24,27.126
2019-06-25,27.126
2019-06-26,27.126
2019-06-27,27.126
2019-06-28,26.606
2019-06-29,26.606
2019-06-30,26.606
2019-07-01,26.606
2019-07-02,26.606
2019-07-03,26.575
2019-07-04,26.575
2019-07-05,26.575
2019-07-06,26.575
2019-07-07,26.575
2019-07-08,26.575
2019-07-09,26.575
2019-07-10,26.575
2019-07-11,26.575
2019-07-12,26.575
2019-07-13,26.575
2019-07-14,26.575
2019-07-15,26.575
2019-07-16,26.575
2019-07-17,26.575
2019-07-18,26.91
2019-07-19,26.91
2019-07-20,26.91
2019-07-21,26.91
2019-07-22,26.91
2019-07-23,26.8
2019-07-24,26.881
2019-07-25,26.881
2019-07-26,26.881
2019-07-27,26.881
2019-07-28,26.881
2019-07-29,26.881
2019-07-30,26.881
2019-07-31,26.881
2019-08-01,26.497
2019-08-02,26.497
2019-08-03,26.497
2019-08-04,26.497
2019-08-05,26.497
2019-08-06,26.497
2019-08-07,26.497
2019-08-08,26.497
2019-08-09,26.497
2019-08-10,26.497
2019-08-11,26.497
2019-08-12,26.497
2019-08-13,26.497
2019-08-14,26.497
2019-08-15,26.497
2019-08-16,26.497
2019-08-17,26.497
2019-08-18,26.497
2019-08-19,26.497
2019-08-20,26.497
2019-08-21,26.497
2019-08-22,26.493
2019-08-23,26.493
2019-08-24,26.493
2019-08-25,26.493
2019-08-26,26.493
2019-08-27,26.493
2019-08-28,26.493
2019-08-29,26.493
2019-08-30,26.493
2019-08-31,26.493
2019-09-01,26.493
2019-09-02,26.493
2019-09-03,26.493
2019-09-04,26.493
2019-09-05,26.493
2019-09-06,26.387
2019-09-07,26.387
2019-09-08,26.387
2019-09-09,26.387
2019-09-10,26.387
2019-09-11,26.387
2019-09-12,26.387
2019-09-13,26.387
2019-09-14,26.387
2019-09-15,26.387
2019-09-16,26.387
2019-09-17,26.387
2019-09-18,26.387
2019-09-19,26.387
2019-09-20,26.387
2019-09-21,26.387
2019-09-22,26.387
2019-09-23,26.387
2019-09-24,26.387
2019-09-25,26.387
2019-09-26,26.387
2019-09-27,26.387
2019-09-28,26.387
2019-09-29,26.387
2019-09-30,26.387
2019-10-01,26.387
2019-10-02,26.387
2019-10-03,26.387
2019-10-04,26.403
2019-10-05,26.403
2019-10-06,26.403
2019-10-07,26.403
2019-10-08,26.403
2019-10-09,26.403
2019-10-10,26.403
2019-10-11,26.403
2019-10-12,26.403
2019-10-13,26.403
2019-10-14,26.409
