,EBAY US Equity
2020-06-29,5.266
2020-06-30,5.266
2020-07-01,5.266
2020-07-02,5.266
2020-07-03,5.266
2020-07-04,5.266
2020-07-05,5.266
2020-07-06,5.266
2020-07-07,5.266
2020-07-08,5.266
2020-07-09,5.266
2020-07-10,5.266
2020-07-11,5.266
2020-07-12,5.266
2020-07-13,5.266
2020-07-14,5.266
2020-07-15,5.266
2020-07-16,5.266
2020-07-17,5.266
2020-07-18,5.266
2020-07-19,5.266
2020-07-20,5.266
2020-07-21,5.266
2020-07-22,5.523
2020-07-23,5.523
2020-07-24,5.613
2020-07-25,5.613
2020-07-26,5.613
2020-07-27,5.613
2020-07-28,5.613
2020-07-29,6.167
2020-07-30,6.167
2020-07-31,6.167
2020-08-01,6.167
2020-08-02,6.167
2020-08-03,6.167
2020-08-04,6.167
2020-08-05,6.083
2020-08-06,6.083
2020-08-07,6.083
2020-08-08,6.083
2020-08-09,6.083
2020-08-10,6.083
2020-08-11,6.083
2020-08-12,6.083
2020-08-13,6.083
2020-08-14,6.083
2020-08-15,6.083
2020-08-16,6.083
2020-08-17,6.083
2020-08-18,6.083
2020-08-19,6.083
2020-08-20,6.083
2020-08-21,6.083
2020-08-22,6.083
2020-08-23,6.083
2020-08-24,6.083
2020-08-25,6.083
2020-08-26,6.083
2020-08-27,6.083
2020-08-28,6.083
2020-08-29,6.083
2020-08-30,6.083
2020-08-31,6.083
2020-09-01,6.083
2020-09-02,6.083
2020-09-03,6.083
2020-09-04,6.083
2020-09-05,6.083
2020-09-06,6.083
2020-09-07,6.083
2020-09-08,6.083
2020-09-09,6.083
2020-09-10,6.083
2020-09-11,6.083
2020-09-12,6.083
2020-09-13,6.083
2020-09-14,6.083
2020-09-15,6.083
2020-09-16,6.083
2020-09-17,6.083
2020-09-18,6.083
2020-09-19,6.083
2020-09-20,6.083
2020-09-21,6.083
2020-09-22,6.083
2020-09-23,6.083
2020-09-24,5.948
2020-09-25,5.948
2020-09-26,5.948
2020-09-27,5.948
2020-09-28,5.948
2020-09-29,5.948
2020-09-30,5.948
2020-10-01,5.954
2020-10-02,5.954
2020-10-03,5.954
2020-10-04,5.954
2020-10-05,5.954
2020-10-06,5.954
2020-10-07,5.954
2020-10-08,6.083
2020-10-09,6.083
2020-10-10,6.083
2020-10-11,6.083
2020-10-12,6.083
2020-10-13,6.083
2020-10-14,6.083
2020-10-15,6.083
2020-10-16,6.083
2020-10-17,6.083
2020-10-18,6.083
2020-10-19,6.083
2020-10-20,6.083
2020-10-21,6.083
2020-10-22,6.083
2020-10-23,5.672
2020-10-24,5.672
2020-10-25,5.602
2020-10-26,5.376
2020-10-27,5.253
2020-10-28,5.263
2020-10-29,5.122
2020-10-30,5.122
2020-10-31,5.122
2020-11-01,5.122
2020-11-02,5.122
2020-11-03,5.122
2020-11-04,5.122
2020-11-05,5.122
2020-11-06,5.122
2020-11-07,5.122
2020-11-08,5.122
2020-11-09,5.122
2020-11-10,5.122
2020-11-11,5.07
2020-11-12,5.07
2020-11-13,5.07
2020-11-14,5.07
2020-11-15,5.07
2020-11-16,5.07
2020-11-17,5.07
2020-11-18,5.07
2020-11-19,5.07
2020-11-20,5.17
2020-11-21,5.17
2020-11-22,5.17
2020-11-23,5.17
2020-11-24,5.17
2020-11-25,5.17
2020-11-26,5.17
2020-11-27,5.17
2020-11-28,5.17
2020-11-29,5.17
2020-11-30,5.17
2020-12-01,5.17
2020-12-02,5.17
2020-12-03,5.17
2020-12-04,5.17
2020-12-05,5.146
2020-12-06,5.146
2020-12-07,5.146
2020-12-08,5.146
2020-12-09,5.146
2020-12-10,5.146
2020-12-11,5.146
2020-12-12,5.146
2020-12-13,5.146
2020-12-14,5.146
2020-12-15,5.146
2020-12-16,5.146
2020-12-17,5.146
2020-12-18,5.146
2020-12-19,5.146
2020-12-20,5.146
2020-12-21,5.146
2020-12-22,5.146
2020-12-23,5.146
2020-12-24,5.146
2020-12-25,5.146
2020-12-26,5.146
2020-12-27,5.146
2020-12-28,5.146
2020-12-29,5.146
2020-12-30,5.146
2020-12-31,5.146
2021-01-01,5.146
2021-01-02,5.146
2021-01-03,5.146
2021-01-04,5.146
2021-01-05,5.146
2021-01-06,5.146
2021-01-07,5.146
2021-01-08,5.146
2021-01-09,5.146
2021-01-10,5.146
2021-01-11,5.146
2021-01-12,5.146
2021-01-13,5.146
2021-01-14,5.146
2021-01-15,5.146
2021-01-16,5.146
2021-01-17,5.146
2021-01-18,5.146
2021-01-19,5.146
2021-01-20,5.146
2021-01-21,5.146
2021-01-22,5.146
2021-01-23,5.146
2021-01-24,5.146
2021-01-25,5.146
2021-01-26,5.146
2021-01-27,5.145
2021-01-28,5.033
2021-01-29,5.033
2021-01-30,5.033
2021-01-31,5.033
2021-02-01,5.033
2021-02-02,5.069
2021-02-03,5.25
2021-02-04,5.769
2021-02-05,5.769
2021-02-06,5.769
2021-02-07,5.769
2021-02-08,5.769
2021-02-09,5.769
2021-02-10,5.769
2021-02-11,5.769
2021-02-12,5.769
2021-02-13,5.769
2021-02-14,5.769
2021-02-15,5.769
2021-02-16,5.769
2021-02-17,5.769
2021-02-18,5.769
2021-02-19,5.769
2021-02-20,5.769
2021-02-21,5.769
2021-02-22,5.626
2021-02-23,5.626
2021-02-24,5.626
2021-02-25,5.626
2021-02-26,5.626
2021-02-27,5.626
2021-02-28,5.626
2021-03-01,5.626
2021-03-02,5.626
2021-03-03,5.626
2021-03-04,5.626
2021-03-05,5.626
2021-03-06,5.626
2021-03-07,5.626
2021-03-08,5.626
2021-03-09,5.626
2021-03-10,5.626
2021-03-11,5.626
2021-03-12,5.626
2021-03-13,5.626
2021-03-14,5.626
2021-03-15,5.626
2021-03-16,5.626
2021-03-17,5.626
2021-03-18,5.626
2021-03-19,5.626
2021-03-20,5.626
2021-03-21,5.626
2021-03-22,5.626
2021-03-23,5.626
2021-03-24,5.626
2021-03-25,5.626
2021-03-26,5.626
2021-03-27,5.651
2021-03-28,5.651
2021-03-29,5.651
2021-03-30,5.651
2021-03-31,5.651
2021-04-01,5.651
2021-04-02,5.651
2021-04-03,5.651
2021-04-04,5.651
2021-04-05,5.651
2021-04-06,5.651
2021-04-07,5.651
2021-04-08,5.651
2021-04-09,5.653
2021-04-10,5.653
2021-04-11,5.653
2021-04-12,5.653
2021-04-13,5.653
2021-04-14,5.653
2021-04-15,5.653
2021-04-16,5.653
2021-04-17,5.653
2021-04-18,5.653
2021-04-19,5.653
2021-04-20,5.653
2021-04-21,5.653
2021-04-22,5.653
2021-04-23,5.653
2021-04-24,5.653
2021-04-25,5.653
2021-04-26,5.65
2021-04-27,5.65
2021-04-28,5.65
2021-04-29,6.065
2021-04-30,6.065
2021-05-01,6.065
2021-05-02,6.065
2021-05-03,6.065
2021-05-04,6.065
2021-05-05,6.137
2021-05-06,6.137
2021-05-07,6.137
2021-05-08,6.137
2021-05-09,6.137
2021-05-10,6.137
2021-05-11,6.137
2021-05-12,6.137
2021-05-13,6.137
2021-05-14,6.137
2021-05-15,6.137
2021-05-16,6.137
2021-05-17,6.137
2021-05-18,6.137
2021-05-19,6.137
2021-05-20,6.137
2021-05-21,6.137
2021-05-22,6.137
2021-05-23,6.137
2021-05-24,6.137
2021-05-25,6.137
2021-05-26,6.137
2021-05-27,6.137
2021-05-28,6.137
2021-05-29,6.137
2021-05-30,6.137
2021-05-31,6.137
2021-06-01,6.137
2021-06-02,6.137
2021-06-03,6.137
2021-06-04,5.715
2021-06-05,5.715
2021-06-06,5.715
2021-06-07,5.715
2021-06-08,5.715
2021-06-09,5.715
2021-06-10,5.715
2021-06-11,5.715
2021-06-12,5.715
2021-06-13,5.715
2021-06-14,5.715
2021-06-15,5.715
2021-06-16,5.715
2021-06-17,5.715
2021-06-18,5.715
2021-06-19,5.715
2021-06-20,5.715
2021-06-21,5.715
2021-06-22,5.715
2021-06-23,5.715
2021-06-24,5.46
2021-06-25,5.46
2021-06-26,5.46
2021-06-27,5.46
2021-06-28,5.46
2021-06-29,5.46
2021-06-30,5.46
2021-07-01,5.46
2021-07-02,5.46
2021-07-03,5.46
2021-07-04,5.46
2021-07-05,5.46
2021-07-06,5.46
2021-07-07,5.46
2021-07-08,5.46
2021-07-09,5.46
2021-07-10,5.46
2021-07-11,5.46
2021-07-12,5.46
2021-07-13,5.46
2021-07-14,5.46
2021-07-15,5.46
2021-07-16,5.46
2021-07-17,5.46
2021-07-18,5.46
2021-07-19,5.46
2021-07-20,5.46
2021-07-21,5.46
2021-07-22,5.46
2021-07-23,5.46
2021-07-24,5.46
2021-07-25,5.46
2021-07-26,5.46
2021-07-27,5.46
2021-07-28,5.46
2021-07-29,5.46
2021-07-30,5.46
2021-07-31,5.46
2021-08-01,5.46
2021-08-02,5.46
2021-08-03,5.46
2021-08-04,5.46
2021-08-05,5.46
2021-08-06,5.46
2021-08-07,5.46
2021-08-08,5.46
2021-08-09,5.045
2021-08-10,4.56
2021-08-11,4.56
2021-08-12,5.108
2021-08-13,5.108
2021-08-14,5.108
2021-08-15,5.108
2021-08-16,5.108
2021-08-17,5.108
2021-08-18,5.108
2021-08-19,5.108
2021-08-20,5.108
2021-08-21,5.108
2021-08-22,5.108
2021-08-23,5.108
2021-08-24,5.108
2021-08-25,5.108
2021-08-26,5.324
2021-08-27,5.324
2021-08-28,5.324
2021-08-29,5.324
2021-08-30,5.324
2021-08-31,5.324
2021-09-01,5.324
2021-09-02,5.324
2021-09-03,5.324
2021-09-04,5.324
2021-09-05,5.324
2021-09-06,5.324
2021-09-07,5.324
2021-09-08,5.324
2021-09-09,5.324
2021-09-10,5.324
2021-09-11,5.324
2021-09-12,5.324
2021-09-13,5.324
2021-09-14,5.324
2021-09-15,5.324
2021-09-16,5.324
2021-09-17,5.324
2021-09-18,5.324
2021-09-19,5.324
2021-09-20,5.324
2021-09-21,5.324
2021-09-22,5.324
2021-09-23,5.324
2021-09-24,5.324
2021-09-25,5.324
2021-09-26,5.324
2021-09-27,5.324
2021-09-28,5.324
2021-09-29,5.324
2021-09-30,5.324
2021-10-01,5.324
2021-10-02,5.324
2021-10-03,5.324
2021-10-04,5.324
2021-10-05,5.324
2021-10-06,5.324
2021-10-07,5.324
2021-10-08,5.324
2021-10-09,5.324
2021-10-10,5.324
2021-10-11,5.324
2021-10-12,5.324
2021-10-13,5.324
2021-10-14,5.324
2021-10-15,5.324
2021-10-16,5.324
2021-10-17,5.324
2021-10-18,5.324
2021-10-19,5.324
2021-10-20,5.324
2021-10-21,5.324
2021-10-22,5.324
2021-10-23,5.324
2021-10-24,5.324
2021-10-25,5.325
2021-10-26,5.325
2021-10-27,5.598
2021-10-28,5.864
2021-10-29,5.864
2021-10-30,5.864
2021-10-31,5.864
2021-11-01,5.864
2021-11-02,5.864
2021-11-03,5.864
2021-11-04,5.864
2021-11-05,5.864
2021-11-06,5.864
2021-11-07,5.864
2021-11-08,5.864
2021-11-09,5.864
2021-11-10,5.864
2021-11-11,5.864
2021-11-12,5.864
2021-11-13,5.864
2021-11-14,5.864
2021-11-15,5.864
2021-11-16,5.864
2021-11-17,5.864
2021-11-18,5.864
2021-11-19,5.864
2021-11-20,5.864
2021-11-21,5.864
2021-11-22,5.864
2021-11-23,5.864
2021-11-24,5.864
2021-11-25,5.864
2021-11-26,5.864
2021-11-27,5.864
2021-11-28,5.864
2021-11-29,5.864
2021-11-30,5.864
2021-12-01,5.864
2021-12-02,5.762
2021-12-03,5.762
2021-12-04,5.762
2021-12-05,5.762
2021-12-06,5.762
2021-12-07,5.762
2021-12-08,5.762
2021-12-09,5.762
2021-12-10,5.762
2021-12-11,5.762
2021-12-12,5.762
2021-12-13,5.762
2021-12-14,5.762
2021-12-15,5.762
2021-12-16,5.762
2021-12-17,5.762
2021-12-18,5.762
2021-12-19,5.762
2021-12-20,5.762
2021-12-21,5.762
2021-12-22,5.762
2021-12-23,5.762
2021-12-24,5.762
2021-12-25,5.762
2021-12-26,5.762
2021-12-27,5.762
2021-12-28,5.762
2021-12-29,5.762
2021-12-30,5.762
2021-12-31,5.762
2022-01-01,5.762
2022-01-02,5.762
2022-01-03,5.762
2022-01-04,5.762
2022-01-05,5.762
2022-01-06,5.762
2022-01-07,5.762
2022-01-08,5.762
2022-01-09,5.762
2022-01-10,5.458
2022-01-11,5.458
2022-01-12,5.458
2022-01-13,5.458
2022-01-14,5.458
2022-01-15,5.458
2022-01-16,5.458
2022-01-17,5.458
2022-01-18,5.492
2022-01-19,5.492
2022-01-20,5.492
2022-01-21,5.492
2022-01-22,5.492
2022-01-23,5.492
2022-01-24,5.492
2022-01-25,5.492
2022-01-26,5.355
2022-01-27,5.355
2022-01-28,5.355
2022-01-29,5.355
2022-01-30,5.355
2022-01-31,5.355
2022-02-01,5.355
2022-02-02,5.355
2022-02-03,5.355
2022-02-04,5.355
2022-02-05,5.355
2022-02-06,5.355
2022-02-07,5.355
2022-02-08,5.355
2022-02-09,5.355
2022-02-10,5.355
2022-02-11,5.355
2022-02-12,5.355
2022-02-13,5.355
2022-02-14,5.355
2022-02-15,5.355
2022-02-16,5.355
2022-02-17,5.355
2022-02-18,5.297
2022-02-19,5.297
2022-02-20,5.297
2022-02-21,5.297
2022-02-22,5.306
2022-02-23,5.531
2022-02-24,5.434
2022-02-25,5.434
2022-02-26,5.434
2022-02-27,5.434
2022-02-28,5.434
2022-03-01,5.434
2022-03-02,5.434
2022-03-03,5.434
2022-03-04,5.434
2022-03-05,5.434
2022-03-06,5.434
2022-03-07,5.434
2022-03-08,5.434
2022-03-09,5.434
2022-03-10,5.401
2022-03-11,5.668
2022-03-12,5.668
2022-03-13,5.668
2022-03-14,5.668
2022-03-15,5.712
2022-03-16,5.712
2022-03-17,5.712
2022-03-18,5.712
2022-03-19,5.712
2022-03-20,5.712
2022-03-21,5.712
2022-03-22,5.712
2022-03-23,5.712
2022-03-24,5.712
2022-03-25,5.712
2022-03-26,5.712
2022-03-27,5.712
2022-03-28,5.712
2022-03-29,5.712
2022-03-30,5.712
2022-03-31,5.712
2022-04-01,5.712
2022-04-02,5.712
2022-04-03,5.712
2022-04-04,5.712
2022-04-05,5.712
2022-04-06,5.712
2022-04-07,5.712
2022-04-08,5.712
2022-04-09,5.712
2022-04-10,5.712
2022-04-11,5.749
2022-04-12,5.749
2022-04-13,5.749
2022-04-14,5.749
2022-04-15,5.749
2022-04-16,5.749
2022-04-17,5.749
2022-04-18,5.749
2022-04-19,5.749
2022-04-20,5.749
2022-04-21,5.749
2022-04-22,5.749
2022-04-23,5.749
2022-04-24,5.749
2022-04-25,5.749
2022-04-26,5.694
2022-04-27,5.694
2022-04-28,5.694
2022-04-29,5.694
2022-04-30,5.694
2022-05-01,5.694
2022-05-02,5.686
2022-05-03,5.686
2022-05-04,5.611
2022-05-05,5.267
2022-05-06,5.267
2022-05-07,5.267
2022-05-08,5.267
2022-05-09,5.267
2022-05-10,5.267
2022-05-11,5.267
2022-05-12,5.3
2022-05-13,5.3
2022-05-14,5.3
2022-05-15,5.3
2022-05-16,5.3
2022-05-17,5.3
2022-05-18,5.3
2022-05-19,5.3
2022-05-20,5.3
2022-05-21,5.3
2022-05-22,5.3
2022-05-23,5.327
2022-05-24,5.327
2022-05-25,5.327
2022-05-26,5.327
2022-05-27,5.327
2022-05-28,5.327
2022-05-29,5.327
2022-05-30,5.327
2022-05-31,5.342
2022-06-01,5.342
2022-06-02,5.342
2022-06-03,5.342
2022-06-04,5.342
2022-06-05,5.342
2022-06-06,5.352
2022-06-07,5.352
2022-06-08,5.352
2022-06-09,5.352
2022-06-10,5.352
2022-06-11,5.352
2022-06-12,5.352
2022-06-13,5.352
2022-06-14,5.352
2022-06-15,5.352
2022-06-16,5.352
2022-06-17,5.352
2022-06-18,5.352
2022-06-19,5.352
2022-06-20,5.352
2022-06-21,5.352
2022-06-22,5.352
