,PFE US Equity
2019-05-16,4.475
2019-05-17,4.383
2019-05-18,4.383
2019-05-19,4.383
2019-05-20,4.383
2019-05-21,4.383
2019-05-22,4.383
2019-05-23,4.383
2019-05-24,4.383
2019-05-25,4.383
2019-05-26,4.383
2019-05-27,4.383
2019-05-28,4.383
2019-05-29,4.383
2019-05-30,4.383
2019-05-31,4.383
2019-06-01,4.383
2019-06-02,4.383
2019-06-03,4.383
2019-06-04,4.383
2019-06-05,4.383
2019-06-06,4.383
2019-06-07,4.383
2019-06-08,4.383
2019-06-09,4.383
2019-06-10,4.383
2019-06-11,4.383
2019-06-12,4.383
2019-06-13,4.383
2019-06-14,4.383
2019-06-15,4.383
2019-06-16,4.383
2019-06-17,4.383
2019-06-18,4.383
2019-06-19,4.383
2019-06-20,4.383
2019-06-21,4.383
2019-06-22,4.383
2019-06-23,4.383
2019-06-24,4.383
2019-06-25,4.383
2019-06-26,4.383
2019-06-27,4.383
2019-06-28,4.383
2019-06-29,4.383
2019-06-30,4.383
2019-07-01,4.383
2019-07-02,4.383
2019-07-03,4.383
2019-07-04,4.383
2019-07-05,4.383
2019-07-06,4.383
2019-07-07,4.383
2019-07-08,4.383
2019-07-09,4.383
2019-07-10,4.383
2019-07-11,4.383
2019-07-12,4.383
2019-07-13,4.383
2019-07-14,4.383
2019-07-15,4.383
2019-07-16,4.353
2019-07-17,4.353
2019-07-18,4.353
2019-07-19,4.353
2019-07-20,4.353
2019-07-21,4.353
2019-07-22,4.353
2019-07-23,4.353
2019-07-24,4.353
2019-07-25,4.353
2019-07-26,4.353
2019-07-27,4.353
2019-07-28,4.353
2019-07-29,4.98
2019-07-30,4.98
2019-07-31,4.825
2019-08-01,4.825
2019-08-02,4.825
2019-08-03,4.825
2019-08-04,4.825
2019-08-05,4.825
2019-08-06,4.825
2019-08-07,4.825
2019-08-08,4.825
2019-08-09,4.825
2019-08-10,4.825
2019-08-11,4.825
2019-08-12,4.825
2019-08-13,4.825
2019-08-14,4.825
2019-08-15,4.825
2019-08-16,4.825
2019-08-17,4.825
2019-08-18,4.825
2019-08-19,4.825
2019-08-20,4.825
2019-08-21,4.825
2019-08-22,4.825
2019-08-23,4.825
2019-08-24,4.825
2019-08-25,4.825
2019-08-26,4.825
2019-08-27,4.825
2019-08-28,4.825
2019-08-29,4.825
2019-08-30,4.825
2019-08-31,4.825
2019-09-01,4.825
2019-09-02,4.825
2019-09-03,4.825
2019-09-04,4.825
2019-09-05,4.825
2019-09-06,4.825
2019-09-07,4.825
2019-09-08,4.825
2019-09-09,4.825
2019-09-10,4.825
2019-09-11,4.825
2019-09-12,4.825
2019-09-13,4.825
2019-09-14,4.825
2019-09-15,4.825
2019-09-16,4.825
2019-09-17,4.825
2019-09-18,4.825
2019-09-19,4.825
2019-09-20,4.825
2019-09-21,4.825
2019-09-22,4.825
2019-09-23,4.825
2019-09-24,4.825
2019-09-25,4.825
2019-09-26,4.825
2019-09-27,4.825
2019-09-28,4.825
2019-09-29,4.825
2019-09-30,4.825
2019-10-01,4.825
2019-10-02,4.825
2019-10-03,4.825
2019-10-04,4.825
2019-10-05,4.825
2019-10-06,4.825
2019-10-07,4.825
2019-10-08,4.825
2019-10-09,4.825
2019-10-10,4.825
2019-10-11,4.825
2019-10-12,4.825
2019-10-13,4.825
2019-10-14,4.825
2019-10-15,4.815
2019-10-16,4.815
2019-10-17,4.815
2019-10-18,4.815
2019-10-19,4.815
2019-10-20,4.815
2019-10-21,4.815
2019-10-22,4.815
2019-10-23,4.815
2019-10-24,4.815
2019-10-25,4.815
2019-10-26,4.815
2019-10-27,4.815
2019-10-28,4.815
2019-10-29,4.627
2019-10-30,4.48
2019-10-31,4.48
2019-11-01,4.48
2019-11-02,4.48
2019-11-03,4.48
2019-11-04,4.48
2019-11-05,4.48
2019-11-06,4.48
2019-11-07,4.48
2019-11-08,4.48
2019-11-09,4.48
2019-11-10,4.48
2019-11-11,4.48
2019-11-12,4.48
2019-11-13,4.48
2019-11-14,4.48
2019-11-15,4.48
2019-11-16,4.48
2019-11-17,4.48
2019-11-18,4.48
2019-11-19,4.48
2019-11-20,4.48
2019-11-21,4.48
2019-11-22,4.48
2019-11-23,4.48
2019-11-24,4.48
2019-11-25,4.48
2019-11-26,4.48
2019-11-27,4.48
2019-11-28,4.48
2019-11-29,4.48
2019-11-30,4.48
2019-12-01,4.48
2019-12-02,4.48
2019-12-03,4.48
2019-12-04,4.48
2019-12-05,4.48
2019-12-06,4.48
2019-12-07,4.48
2019-12-08,4.48
2019-12-09,4.48
2019-12-10,4.48
2019-12-11,4.48
2019-12-12,4.48
2019-12-13,4.48
2019-12-14,4.48
2019-12-15,4.48
2019-12-16,4.48
2019-12-17,4.48
2019-12-18,4.48
2019-12-19,4.48
2019-12-20,4.48
2019-12-21,4.48
2019-12-22,4.48
2019-12-23,4.48
2019-12-24,4.48
2019-12-25,4.48
2019-12-26,4.48
2019-12-27,4.48
2019-12-28,4.48
2019-12-29,4.48
2019-12-30,4.48
2019-12-31,4.48
2020-01-01,4.48
2020-01-02,4.48
2020-01-03,4.48
2020-01-04,4.48
2020-01-05,4.48
2020-01-06,4.48
2020-01-07,5.02
2020-01-08,5.02
2020-01-09,4.61
2020-01-10,4.61
2020-01-11,4.61
2020-01-12,4.61
2020-01-13,4.533
2020-01-14,4.533
2020-01-15,4.533
2020-01-16,4.533
2020-01-17,4.61
2020-01-18,4.61
2020-01-19,4.61
2020-01-20,4.61
2020-01-21,4.61
2020-01-22,4.61
2020-01-23,5.015
2020-01-24,5.015
2020-01-25,5.015
2020-01-26,5.015
2020-01-27,5.015
2020-01-28,4.533
2020-01-29,4.533
2020-01-30,3.905
2020-01-31,3.905
2020-02-01,3.905
2020-02-02,3.905
2020-02-03,3.905
2020-02-04,3.905
2020-02-05,3.905
2020-02-06,3.905
2020-02-07,3.905
2020-02-08,3.905
2020-02-09,3.905
2020-02-10,3.905
2020-02-11,3.905
2020-02-12,3.905
2020-02-13,3.905
2020-02-14,3.905
2020-02-15,3.905
2020-02-16,3.905
2020-02-17,3.905
2020-02-18,3.905
2020-02-19,3.905
2020-02-20,3.905
2020-02-21,3.905
2020-02-22,3.905
2020-02-23,3.905
2020-02-24,3.905
2020-02-25,3.905
2020-02-26,3.905
2020-02-27,3.905
2020-02-28,3.905
2020-02-29,3.905
2020-03-01,3.905
2020-03-02,3.905
2020-03-03,3.905
2020-03-04,3.905
2020-03-05,3.905
2020-03-06,3.905
2020-03-07,3.905
2020-03-08,4.24
2020-03-09,4.24
2020-03-10,4.24
2020-03-11,4.24
2020-03-12,4.24
2020-03-13,4.24
2020-03-14,4.24
2020-03-15,4.24
2020-03-16,4.24
2020-03-17,4.24
2020-03-18,4.24
2020-03-19,4.24
2020-03-20,4.24
2020-03-21,4.24
2020-03-22,4.24
2020-03-23,4.24
2020-03-24,4.24
2020-03-25,4.24
2020-03-26,4.24
2020-03-27,4.24
2020-03-28,4.24
2020-03-29,4.24
2020-03-30,4.24
2020-03-31,4.24
2020-04-01,4.24
2020-04-02,4.24
2020-04-03,4.24
2020-04-04,4.24
2020-04-05,4.24
2020-04-06,4.24
2020-04-07,4.24
2020-04-08,4.24
2020-04-09,4.24
2020-04-10,3.905
2020-04-11,3.905
2020-04-12,3.905
2020-04-13,3.905
2020-04-14,3.905
2020-04-15,3.905
2020-04-16,3.905
2020-04-17,3.905
2020-04-18,3.905
2020-04-19,3.905
2020-04-20,4.35
2020-04-21,4.35
2020-04-22,4.35
2020-04-23,4.35
2020-04-24,4.35
2020-04-25,4.35
2020-04-26,4.35
2020-04-27,4.35
2020-04-28,4.35
2020-04-29,5.25
2020-04-30,5.25
2020-05-01,5.25
2020-05-02,5.25
2020-05-03,5.25
2020-05-04,5.25
2020-05-05,5.25
2020-05-06,5.25
2020-05-07,5.25
2020-05-08,5.25
2020-05-09,5.25
2020-05-10,5.25
2020-05-11,5.25
2020-05-12,5.25
2020-05-13,5.25
2020-05-14,5.25
2020-05-15,5.25
2020-05-16,5.25
2020-05-17,5.25
2020-05-18,5.25
2020-05-19,5.25
2020-05-20,5.25
2020-05-21,5.25
2020-05-22,5.25
2020-05-23,5.25
2020-05-24,5.25
2020-05-25,5.25
2020-05-26,5.25
2020-05-27,5.25
2020-05-28,5.25
2020-05-29,4.215
2020-05-30,4.215
2020-05-31,4.215
2020-06-01,3.9
2020-06-02,3.92
2020-06-03,3.92
2020-06-04,3.92
2020-06-05,3.92
2020-06-06,3.92
2020-06-07,3.92
2020-06-08,3.92
2020-06-09,3.92
2020-06-10,3.92
2020-06-11,3.92
2020-06-12,3.92
2020-06-13,3.92
2020-06-14,3.92
2020-06-15,3.92
2020-06-16,3.92
2020-06-17,3.92
2020-06-18,3.92
2020-06-19,3.92
2020-06-20,3.92
2020-06-21,3.92
2020-06-22,3.92
2020-06-23,3.92
2020-06-24,3.92
2020-06-25,3.92
2020-06-26,3.92
2020-06-27,3.92
2020-06-28,3.933
2020-06-29,3.933
2020-06-30,3.933
2020-07-01,3.933
2020-07-02,3.933
2020-07-03,3.933
2020-07-04,3.933
2020-07-05,3.933
2020-07-06,3.933
2020-07-07,3.933
2020-07-08,3.933
2020-07-09,3.933
2020-07-10,3.933
2020-07-11,3.933
2020-07-12,3.933
2020-07-13,3.933
2020-07-14,3.933
2020-07-15,3.933
2020-07-16,3.933
2020-07-17,4.223
2020-07-18,4.223
2020-07-19,4.223
2020-07-20,4.223
2020-07-21,4.223
2020-07-22,4.223
2020-07-23,4.355
2020-07-24,4.355
2020-07-25,4.355
2020-07-26,4.355
2020-07-27,4.355
2020-07-28,3.93
2020-07-29,3.985
2020-07-30,4.047
2020-07-31,4.047
2020-08-01,4.047
2020-08-02,4.047
2020-08-03,4.047
2020-08-04,4.047
2020-08-05,4.047
2020-08-06,4.047
2020-08-07,4.047
2020-08-08,4.047
2020-08-09,4.047
2020-08-10,4.047
2020-08-11,4.047
2020-08-12,4.047
2020-08-13,4.047
2020-08-14,4.047
2020-08-15,4.047
2020-08-16,4.047
2020-08-17,4.047
2020-08-18,4.047
2020-08-19,4.047
2020-08-20,4.047
2020-08-21,4.047
2020-08-22,4.047
2020-08-23,4.047
2020-08-24,4.047
2020-08-25,4.047
2020-08-26,4.047
2020-08-27,4.047
2020-08-28,4.047
2020-08-29,4.047
2020-08-30,4.047
2020-08-31,4.047
2020-09-01,4.047
2020-09-02,4.047
2020-09-03,4.047
2020-09-04,4.047
2020-09-05,4.047
2020-09-06,4.047
2020-09-07,4.047
2020-09-08,4.047
2020-09-09,4.047
2020-09-10,4.047
2020-09-11,4.047
2020-09-12,4.047
2020-09-13,4.043
2020-09-14,4.043
2020-09-15,4.573
2020-09-16,4.573
2020-09-17,4.573
2020-09-18,4.573
2020-09-19,4.573
2020-09-20,4.573
2020-09-21,4.573
2020-09-22,4.573
2020-09-23,4.573
2020-09-24,4.573
2020-09-25,4.573
2020-09-26,4.573
2020-09-27,4.573
2020-09-28,4.473
2020-09-29,4.573
2020-09-30,4.573
2020-10-01,4.573
2020-10-02,4.573
2020-10-03,4.573
2020-10-04,4.573
2020-10-05,4.573
2020-10-06,4.573
2020-10-07,4.393
2020-10-08,4.393
2020-10-09,4.393
2020-10-10,4.393
2020-10-11,4.393
2020-10-12,4.45
2020-10-13,4.45
2020-10-14,4.45
2020-10-15,4.45
2020-10-16,4.45
2020-10-17,4.45
2020-10-18,4.45
2020-10-19,4.45
2020-10-20,4.45
2020-10-21,4.45
2020-10-22,4.25
2020-10-23,4.25
2020-10-24,4.25
2020-10-25,4.25
2020-10-26,4.25
2020-10-27,3.965
2020-10-28,3.955
2020-10-29,3.955
2020-10-30,3.955
2020-10-31,3.955
2020-11-01,3.955
2020-11-02,3.955
2020-11-03,3.955
2020-11-04,3.955
2020-11-05,3.955
2020-11-06,3.955
2020-11-07,3.955
2020-11-08,3.955
2020-11-09,3.817
2020-11-10,3.85
2020-11-11,3.85
2020-11-12,3.85
2020-11-13,3.822
2020-11-14,3.822
2020-11-15,3.822
2020-11-16,3.822
2020-11-17,3.747
2020-11-18,3.747
2020-11-19,3.747
2020-11-20,3.747
2020-11-21,3.747
2020-11-22,3.747
2020-11-23,3.747
2020-11-24,3.747
2020-11-25,3.747
2020-11-26,3.747
2020-11-27,3.747
2020-11-28,3.747
2020-11-29,3.747
2020-11-30,3.747
2020-12-01,3.667
2020-12-02,3.667
2020-12-03,3.667
2020-12-04,3.618
2020-12-05,3.618
2020-12-06,3.618
2020-12-07,3.618
2020-12-08,3.625
2020-12-09,3.625
2020-12-10,3.625
2020-12-11,3.625
2020-12-12,3.625
2020-12-13,3.625
2020-12-14,3.625
2020-12-15,3.625
2020-12-16,3.625
2020-12-17,3.625
2020-12-18,3.625
2020-12-19,3.625
2020-12-20,3.625
2020-12-21,3.625
2020-12-22,3.625
2020-12-23,3.625
2020-12-24,3.625
2020-12-25,3.625
2020-12-26,3.625
2020-12-27,3.625
2020-12-28,3.625
2020-12-29,3.625
2020-12-30,3.625
2020-12-31,3.625
2021-01-01,3.625
2021-01-02,3.625
2021-01-03,3.669
2021-01-04,3.679
2021-01-05,3.679
2021-01-06,3.679
2021-01-07,3.679
2021-01-08,3.679
2021-01-09,3.679
2021-01-10,3.679
2021-01-11,3.679
2021-01-12,3.679
2021-01-13,3.679
2021-01-14,3.679
2021-01-15,3.645
2021-01-16,3.645
2021-01-17,3.645
2021-01-18,3.645
2021-01-19,3.645
2021-01-20,3.645
2021-01-21,3.645
2021-01-22,3.645
2021-01-23,3.645
2021-01-24,3.645
2021-01-25,3.594
2021-01-26,3.591
2021-01-27,3.591
2021-01-28,3.589
2021-01-29,3.589
2021-01-30,3.589
2021-01-31,3.589
2021-02-01,3.589
2021-02-02,3.504
2021-02-03,3.405
2021-02-04,3.428
2021-02-05,3.428
2021-02-06,3.428
2021-02-07,3.406
2021-02-08,3.406
2021-02-09,3.406
2021-02-10,3.418
2021-02-11,3.418
2021-02-12,3.418
2021-02-13,3.418
2021-02-14,3.418
2021-02-15,3.418
2021-02-16,3.418
2021-02-17,3.418
2021-02-18,3.418
2021-02-19,3.418
2021-02-20,3.418
2021-02-21,3.418
2021-02-22,3.418
2021-02-23,3.418
2021-02-24,3.418
2021-02-25,3.481
2021-02-26,3.481
2021-02-27,3.481
2021-02-28,3.481
2021-03-01,3.481
2021-03-02,3.481
2021-03-03,3.481
2021-03-04,3.481
2021-03-05,3.471
2021-03-06,3.471
2021-03-07,3.471
2021-03-08,3.471
2021-03-09,3.471
2021-03-10,3.471
2021-03-11,3.471
2021-03-12,3.471
2021-03-13,3.471
2021-03-14,3.471
2021-03-15,3.483
2021-03-16,3.483
2021-03-17,3.512
2021-03-18,3.512
2021-03-19,3.512
2021-03-20,3.512
2021-03-21,3.512
2021-03-22,3.5
2021-03-23,3.5
2021-03-24,3.5
2021-03-25,3.5
2021-03-26,3.499
2021-03-27,3.499
2021-03-28,3.499
2021-03-29,3.499
2021-03-30,3.499
2021-03-31,3.499
2021-04-01,3.499
2021-04-02,3.499
2021-04-03,3.499
2021-04-04,3.499
2021-04-05,3.499
2021-04-06,3.499
2021-04-07,3.498
2021-04-08,3.498
2021-04-09,3.476
2021-04-10,3.476
2021-04-11,3.476
2021-04-12,3.412
2021-04-13,3.412
2021-04-14,3.412
2021-04-15,3.412
2021-04-16,3.399
2021-04-17,3.399
2021-04-18,3.399
2021-04-19,3.407
2021-04-20,3.407
2021-04-21,3.403
2021-04-22,3.396
2021-04-23,3.396
2021-04-24,3.396
2021-04-25,3.396
2021-04-26,3.396
2021-04-27,3.396
2021-04-28,3.396
2021-04-29,3.396
2021-04-30,3.396
2021-05-01,3.396
2021-05-02,3.396
2021-05-03,3.409
2021-05-04,3.446
2021-05-05,3.57
2021-05-06,3.577
2021-05-07,3.567
2021-05-08,3.567
2021-05-09,3.567
2021-05-10,3.576
2021-05-11,3.576
2021-05-12,3.576
2021-05-13,3.578
2021-05-14,3.578
2021-05-15,3.578
2021-05-16,3.578
2021-05-17,3.578
2021-05-18,3.578
2021-05-19,3.578
2021-05-20,3.578
2021-05-21,3.578
2021-05-22,3.578
2021-05-23,3.583
2021-05-24,3.574
2021-05-25,3.574
2021-05-26,3.574
2021-05-27,3.574
2021-05-28,3.574
2021-05-29,3.574
2021-05-30,3.574
2021-05-31,3.574
2021-06-01,3.574
2021-06-02,3.574
2021-06-03,3.574
2021-06-04,3.574
2021-06-05,3.574
2021-06-06,3.574
2021-06-07,3.574
2021-06-08,3.574
2021-06-09,3.574
2021-06-10,3.574
2021-06-11,3.574
2021-06-12,3.574
2021-06-13,3.574
2021-06-14,3.594
2021-06-15,3.594
2021-06-16,3.594
2021-06-17,3.594
2021-06-18,3.594
2021-06-19,3.593
2021-06-20,3.593
2021-06-21,3.593
2021-06-22,3.593
2021-06-23,3.593
2021-06-24,3.593
2021-06-25,3.593
2021-06-26,3.593
2021-06-27,3.593
2021-06-28,3.593
2021-06-29,3.593
2021-06-30,3.579
2021-07-01,3.579
2021-07-02,3.579
2021-07-03,3.579
2021-07-04,3.579
2021-07-05,3.579
2021-07-06,3.579
2021-07-07,3.539
2021-07-08,3.539
2021-07-09,3.542
2021-07-10,3.542
2021-07-11,3.542
2021-07-12,3.542
2021-07-13,3.541
2021-07-14,3.541
2021-07-15,3.541
2021-07-16,3.541
2021-07-17,3.541
2021-07-18,3.541
2021-07-19,3.541
2021-07-20,3.561
2021-07-21,3.561
2021-07-22,3.561
2021-07-23,3.561
2021-07-24,3.561
2021-07-25,3.561
2021-07-26,3.561
2021-07-27,3.561
2021-07-28,3.579
2021-07-29,3.602
2021-07-30,3.611
2021-07-31,3.611
2021-08-01,3.611
2021-08-02,3.611
2021-08-03,3.611
2021-08-04,3.611
2021-08-05,3.611
2021-08-06,3.611
2021-08-07,3.611
2021-08-08,3.611
2021-08-09,3.611
2021-08-10,3.611
2021-08-11,3.611
2021-08-12,3.611
2021-08-13,3.611
2021-08-14,3.611
2021-08-15,3.611
2021-08-16,3.611
2021-08-17,3.626
2021-08-18,3.626
2021-08-19,3.666
2021-08-20,3.666
2021-08-21,3.666
2021-08-22,3.666
2021-08-23,3.666
2021-08-24,3.663
2021-08-25,3.663
2021-08-26,3.663
2021-08-27,3.663
2021-08-28,3.663
2021-08-29,3.663
2021-08-30,3.663
2021-08-31,3.663
2021-09-01,3.663
2021-09-02,3.659
2021-09-03,3.659
2021-09-04,3.659
2021-09-05,3.659
2021-09-06,3.659
2021-09-07,3.667
2021-09-08,3.667
2021-09-09,3.655
2021-09-10,3.655
2021-09-11,3.655
2021-09-12,3.655
2021-09-13,3.656
2021-09-14,3.656
2021-09-15,3.656
2021-09-16,3.656
2021-09-17,3.656
2021-09-18,3.656
2021-09-19,3.656
2021-09-20,3.658
2021-09-21,3.658
2021-09-22,3.658
2021-09-23,3.658
2021-09-24,3.658
2021-09-25,3.658
2021-09-26,3.658
2021-09-27,3.658
2021-09-28,3.658
2021-09-29,3.658
2021-09-30,3.658
2021-10-01,3.658
2021-10-02,3.658
2021-10-03,3.658
2021-10-04,3.687
2021-10-05,3.666
2021-10-06,3.666
2021-10-07,3.67
2021-10-08,3.67
2021-10-09,3.67
2021-10-10,3.67
2021-10-11,3.67
2021-10-12,3.666
2021-10-13,3.666
2021-10-14,3.662
2021-10-15,3.662
2021-10-16,3.662
2021-10-17,3.664
2021-10-18,3.7
2021-10-19,3.67
2021-10-20,3.67
2021-10-21,3.671
2021-10-22,3.671
2021-10-23,3.671
2021-10-24,3.671
2021-10-25,3.671
2021-10-26,3.671
2021-10-27,3.671
2021-10-28,3.671
2021-10-29,3.671
2021-10-30,3.671
2021-10-31,3.671
2021-11-01,3.671
2021-11-02,3.73
2021-11-03,3.759
2021-11-04,3.759
2021-11-05,3.784
2021-11-06,3.784
2021-11-07,3.784
2021-11-08,3.784
2021-11-09,3.784
2021-11-10,3.784
2021-11-11,3.784
2021-11-12,3.784
2021-11-13,3.784
2021-11-14,3.784
2021-11-15,3.784
2021-11-16,3.784
2021-11-17,3.784
2021-11-18,3.929
2021-11-19,3.94
2021-11-20,3.94
2021-11-21,3.94
2021-11-22,3.94
2021-11-23,4.035
2021-11-24,4.035
2021-11-25,4.035
2021-11-26,4.035
2021-11-27,4.035
2021-11-28,4.035
2021-11-29,4.066
2021-11-30,4.066
2021-12-01,4.037
2021-12-02,4.037
2021-12-03,4.037
2021-12-04,4.037
2021-12-05,4.037
2021-12-06,4.037
2021-12-07,4.068
2021-12-08,4.065
2021-12-09,4.065
2021-12-10,4.045
2021-12-11,4.045
2021-12-12,4.045
2021-12-13,4.084
2021-12-14,4.084
2021-12-15,4.117
2021-12-16,4.275
2021-12-17,4.275
2021-12-18,4.275
2021-12-19,4.275
2021-12-20,4.277
2021-12-21,4.277
2021-12-22,4.277
2021-12-23,4.277
2021-12-24,4.277
2021-12-25,4.277
2021-12-26,4.277
2021-12-27,4.277
2021-12-28,4.277
2021-12-29,4.277
2021-12-30,4.277
2021-12-31,4.277
2022-01-01,4.277
2022-01-02,4.277
2022-01-03,4.337
2022-01-04,4.337
2022-01-05,4.337
2022-01-06,4.384
2022-01-07,4.435
2022-01-08,4.435
2022-01-09,4.435
2022-01-10,4.435
2022-01-11,4.435
2022-01-12,4.435
2022-01-13,4.545
2022-01-14,4.545
2022-01-15,4.545
2022-01-16,4.545
2022-01-17,4.545
2022-01-18,4.545
2022-01-19,4.545
2022-01-20,4.552
2022-01-21,4.552
2022-01-22,4.552
2022-01-23,4.552
2022-01-24,4.553
2022-01-25,4.549
2022-01-26,4.549
2022-01-27,4.551
2022-01-28,4.562
2022-01-29,4.562
2022-01-30,4.562
2022-01-31,4.562
2022-02-01,4.562
2022-02-02,4.562
2022-02-03,4.562
2022-02-04,4.565
2022-02-05,4.565
2022-02-06,4.565
2022-02-07,4.565
2022-02-08,4.466
2022-02-09,4.34
2022-02-10,4.34
2022-02-11,4.321
2022-02-12,4.321
2022-02-13,4.321
2022-02-14,4.256
2022-02-15,4.256
2022-02-16,4.256
2022-02-17,4.256
2022-02-18,4.256
2022-02-19,4.256
2022-02-20,4.256
2022-02-21,4.256
2022-02-22,4.256
2022-02-23,4.256
2022-02-24,4.256
2022-02-25,4.256
2022-02-26,4.256
2022-02-27,4.256
2022-02-28,4.256
2022-03-01,4.256
2022-03-02,4.256
2022-03-03,4.256
2022-03-04,4.229
2022-03-05,4.229
2022-03-06,4.229
2022-03-07,4.229
2022-03-08,4.229
2022-03-09,4.229
2022-03-10,4.229
2022-03-11,4.229
2022-03-12,4.229
2022-03-13,4.229
2022-03-14,4.229
2022-03-15,4.229
2022-03-16,4.229
2022-03-17,4.288
2022-03-18,4.288
2022-03-19,4.288
2022-03-20,4.288
2022-03-21,4.288
2022-03-22,4.29
2022-03-23,4.29
2022-03-24,4.29
2022-03-25,4.29
2022-03-26,4.29
2022-03-27,4.29
2022-03-28,4.29
2022-03-29,4.29
2022-03-30,4.29
2022-03-31,4.294
2022-04-01,4.278
2022-04-02,4.278
2022-04-03,4.278
2022-04-04,4.253
2022-04-05,4.253
2022-04-06,4.253
2022-04-07,4.253
2022-04-08,4.239
2022-04-09,4.239
2022-04-10,4.239
2022-04-11,4.239
2022-04-12,4.242
2022-04-13,4.238
2022-04-14,4.238
2022-04-15,4.238
2022-04-16,4.238
2022-04-17,4.238
2022-04-18,4.236
2022-04-19,4.242
2022-04-20,4.242
2022-04-21,4.23
2022-04-22,4.23
2022-04-23,4.23
2022-04-24,4.23
2022-04-25,4.23
2022-04-26,4.23
2022-04-27,4.23
2022-04-28,4.23
2022-04-29,4.23
2022-04-30,4.23
2022-05-01,4.23
2022-05-02,4.23
2022-05-03,4.217
2022-05-04,4.214
2022-05-05,4.229
2022-05-06,4.187
2022-05-07,4.187
2022-05-08,4.187
2022-05-09,4.192
2022-05-10,4.182
2022-05-11,4.191
2022-05-12,4.191
2022-05-13,4.211
2022-05-14,4.211
2022-05-15,4.211
2022-05-16,4.202
2022-05-17,4.202
2022-05-18,4.202
2022-05-19,4.196
2022-05-20,4.196
2022-05-21,4.196
2022-05-22,4.241
2022-05-23,4.241
2022-05-24,4.241
2022-05-25,4.241
2022-05-26,4.245
2022-05-27,4.245
2022-05-28,4.245
2022-05-29,4.245
2022-05-30,4.245
2022-05-31,4.245
2022-06-01,4.245
2022-06-02,4.245
2022-06-03,4.285
2022-06-04,4.285
2022-06-05,4.285
2022-06-06,4.285
2022-06-07,4.285
2022-06-08,4.285
2022-06-09,4.285
2022-06-10,4.285
2022-06-11,4.285
2022-06-12,4.285
2022-06-13,4.285
2022-06-14,4.285
2022-06-15,4.285
2022-06-16,4.285
2022-06-17,4.285
2022-06-18,4.285
2022-06-19,4.285
2022-06-20,4.285
2022-06-21,4.285
2022-06-22,4.283
