,CMI US Equity
2020-06-15,19.98
2020-06-16,19.98
2020-06-17,19.98
2020-06-18,19.98
2020-06-19,19.98
2020-06-20,19.98
2020-06-21,19.98
2020-06-22,19.98
2020-06-23,19.98
2020-06-24,19.98
2020-06-25,19.98
2020-06-26,19.98
2020-06-27,19.98
2020-06-28,19.98
2020-06-29,19.98
2020-06-30,19.98
2020-07-01,19.98
2020-07-02,19.98
2020-07-03,19.98
2020-07-04,19.98
2020-07-05,19.98
2020-07-06,19.98
2020-07-07,19.98
2020-07-08,19.98
2020-07-09,19.98
2020-07-10,19.98
2020-07-11,19.98
2020-07-12,19.98
2020-07-13,19.98
2020-07-14,17.485
2020-07-15,17.485
2020-07-16,17.485
2020-07-17,17.485
2020-07-18,17.485
2020-07-19,17.485
2020-07-20,17.485
2020-07-21,17.485
2020-07-22,17.485
2020-07-23,17.485
2020-07-24,17.485
2020-07-25,17.485
2020-07-26,17.485
2020-07-27,18.68
2020-07-28,18.68
2020-07-29,20.37
2020-07-30,20.37
2020-07-31,20.37
2020-08-01,20.37
2020-08-02,20.37
2020-08-03,20.37
2020-08-04,20.37
2020-08-05,20.37
2020-08-06,20.37
2020-08-07,20.37
2020-08-08,20.37
2020-08-09,20.37
2020-08-10,20.37
2020-08-11,20.37
2020-08-12,20.37
2020-08-13,20.37
2020-08-14,20.37
2020-08-15,20.37
2020-08-16,20.37
2020-08-17,20.37
2020-08-18,20.37
2020-08-19,20.37
2020-08-20,20.37
2020-08-21,20.37
2020-08-22,20.37
2020-08-23,20.37
2020-08-24,20.37
2020-08-25,20.37
2020-08-26,20.37
2020-08-27,20.37
2020-08-28,20.37
2020-08-29,20.37
2020-08-30,20.37
2020-08-31,20.37
2020-09-01,20.37
2020-09-02,20.37
2020-09-03,20.37
2020-09-04,20.37
2020-09-05,20.37
2020-09-06,20.37
2020-09-07,20.37
2020-09-08,20.37
2020-09-09,20.37
2020-09-10,20.37
2020-09-11,20.37
2020-09-12,20.37
2020-09-13,20.37
2020-09-14,20.37
2020-09-15,20.37
2020-09-16,20.37
2020-09-17,20.37
2020-09-18,20.37
2020-09-19,20.37
2020-09-20,20.37
2020-09-21,20.37
2020-09-22,20.37
2020-09-23,20.37
2020-09-24,20.37
2020-09-25,20.37
2020-09-26,20.37
2020-09-27,20.37
2020-09-28,20.37
2020-09-29,20.37
2020-09-30,20.37
2020-10-01,20.37
2020-10-02,20.37
2020-10-03,20.37
2020-10-04,20.37
2020-10-05,20.37
2020-10-06,20.37
2020-10-07,20.37
2020-10-08,20.37
2020-10-09,20.37
2020-10-10,20.37
2020-10-11,20.37
2020-10-12,18.56
2020-10-13,18.56
2020-10-14,18.56
2020-10-15,18.56
2020-10-16,18.56
2020-10-17,18.56
2020-10-18,18.56
2020-10-19,18.56
2020-10-20,18.56
2020-10-21,18.56
2020-10-22,18.56
2020-10-23,18.56
2020-10-24,18.56
2020-10-25,18.56
2020-10-26,18.56
2020-10-27,18.56
2020-10-28,18.69
2020-10-29,18.69
2020-10-30,18.69
2020-10-31,18.69
2020-11-01,18.69
2020-11-02,18.69
2020-11-03,18.69
2020-11-04,18.69
2020-11-05,18.69
2020-11-06,18.69
2020-11-07,18.69
2020-11-08,18.69
2020-11-09,18.69
2020-11-10,18.69
2020-11-11,18.69
2020-11-12,18.69
2020-11-13,18.69
2020-11-14,18.69
2020-11-15,18.69
2020-11-16,18.69
2020-11-17,19.205
2020-11-18,19.205
2020-11-19,19.205
2020-11-20,19.205
2020-11-21,19.205
2020-11-22,19.205
2020-11-23,19.205
2020-11-24,19.205
2020-11-25,19.205
2020-11-26,19.205
2020-11-27,19.205
2020-11-28,19.205
2020-11-29,19.205
2020-11-30,19.205
2020-12-01,19.205
2020-12-02,19.205
2020-12-03,19.205
2020-12-04,19.205
2020-12-05,19.205
2020-12-06,19.205
2020-12-07,19.205
2020-12-08,19.205
2020-12-09,19.205
2020-12-10,19.205
2020-12-11,19.205
2020-12-12,19.205
2020-12-13,19.205
2020-12-14,19.69
2020-12-15,19.69
2020-12-16,19.69
2020-12-17,19.69
2020-12-18,19.69
2020-12-19,19.69
2020-12-20,19.69
2020-12-21,19.69
2020-12-22,19.69
2020-12-23,19.69
2020-12-24,19.69
2020-12-25,19.69
2020-12-26,19.69
2020-12-27,19.69
2020-12-28,19.69
2020-12-29,19.69
2020-12-30,19.69
2020-12-31,19.69
2021-01-01,19.69
2021-01-02,19.69
2021-01-03,19.69
2021-01-04,19.69
2021-01-05,19.69
2021-01-06,19.69
2021-01-07,19.69
2021-01-08,19.69
2021-01-09,19.69
2021-01-10,19.69
2021-01-11,19.69
2021-01-12,19.875
2021-01-13,19.875
2021-01-14,19.875
2021-01-15,19.875
2021-01-16,19.875
2021-01-17,19.875
2021-01-18,19.875
2021-01-19,19.875
2021-01-20,19.875
2021-01-21,19.875
2021-01-22,19.875
2021-01-23,19.875
2021-01-24,19.875
2021-01-25,19.875
2021-01-26,19.875
2021-01-27,19.875
2021-01-28,19.875
2021-01-29,19.875
2021-01-30,19.875
2021-01-31,19.875
2021-02-01,19.875
2021-02-02,19.875
2021-02-03,19.875
2021-02-04,19.875
2021-02-05,19.7
2021-02-06,19.7
2021-02-07,19.7
2021-02-08,19.587
2021-02-09,19.587
2021-02-10,19.587
2021-02-11,19.587
2021-02-12,19.69
2021-02-13,19.69
2021-02-14,19.69
2021-02-15,19.69
2021-02-16,19.69
2021-02-17,19.675
2021-02-18,19.675
2021-02-19,19.675
2021-02-20,19.675
2021-02-21,19.675
2021-02-22,19.675
2021-02-23,19.675
2021-02-24,19.675
2021-02-25,19.675
2021-02-26,19.675
2021-02-27,19.675
2021-02-28,19.675
2021-03-01,19.675
2021-03-02,19.675
2021-03-03,19.675
2021-03-04,19.675
2021-03-05,19.675
2021-03-06,19.675
2021-03-07,19.675
2021-03-08,19.675
2021-03-09,19.675
2021-03-10,19.675
2021-03-11,19.675
2021-03-12,19.675
2021-03-13,19.675
2021-03-14,19.675
2021-03-15,19.675
2021-03-16,19.675
2021-03-17,19.675
2021-03-18,19.675
2021-03-19,19.675
2021-03-20,19.675
2021-03-21,19.675
2021-03-22,19.675
2021-03-23,19.675
2021-03-24,19.675
2021-03-25,19.675
2021-03-26,19.675
2021-03-27,19.675
2021-03-28,19.675
2021-03-29,19.675
2021-03-30,19.675
2021-03-31,19.675
2021-04-01,19.675
2021-04-02,20.185
2021-04-03,20.185
2021-04-04,20.185
2021-04-05,20.185
2021-04-06,20.185
2021-04-07,20.185
2021-04-08,21.693
2021-04-09,21.693
2021-04-10,21.693
2021-04-11,21.693
2021-04-12,21.517
2021-04-13,21.517
2021-04-14,21.517
2021-04-15,21.517
2021-04-16,21.517
2021-04-17,21.517
2021-04-18,21.517
2021-04-19,21.517
2021-04-20,21.517
2021-04-21,21.517
2021-04-22,21.517
2021-04-23,21.517
2021-04-24,21.517
2021-04-25,21.517
2021-04-26,21.517
2021-04-27,21.517
2021-04-28,21.517
2021-04-29,21.517
2021-04-30,21.517
2021-05-01,21.517
2021-05-02,21.517
2021-05-03,21.517
2021-05-04,22.743
2021-05-05,22.747
2021-05-06,22.747
2021-05-07,22.747
2021-05-08,22.747
2021-05-09,22.747
2021-05-10,22.747
2021-05-11,22.747
2021-05-12,22.747
2021-05-13,22.747
2021-05-14,22.747
2021-05-15,22.747
2021-05-16,22.747
2021-05-17,22.747
2021-05-18,22.747
2021-05-19,22.747
2021-05-20,22.747
2021-05-21,22.747
2021-05-22,22.747
2021-05-23,22.747
2021-05-24,22.747
2021-05-25,22.747
2021-05-26,22.747
2021-05-27,22.747
2021-05-28,22.747
2021-05-29,22.747
2021-05-30,22.747
2021-05-31,22.747
2021-06-01,22.747
2021-06-02,22.747
2021-06-03,22.747
2021-06-04,22.747
2021-06-05,22.747
2021-06-06,22.747
2021-06-07,22.747
2021-06-08,22.747
2021-06-09,22.747
2021-06-10,22.747
2021-06-11,22.747
2021-06-12,22.747
2021-06-13,22.747
2021-06-14,22.747
2021-06-15,22.747
2021-06-16,22.747
2021-06-17,22.747
2021-06-18,22.747
2021-06-19,22.747
2021-06-20,22.747
2021-06-21,22.747
2021-06-22,22.747
2021-06-23,22.747
2021-06-24,22.747
2021-06-25,22.747
2021-06-26,22.747
2021-06-27,22.747
2021-06-28,22.747
2021-06-29,22.747
2021-06-30,22.747
2021-07-01,22.747
2021-07-02,22.747
2021-07-03,22.747
2021-07-04,22.747
2021-07-05,22.747
2021-07-06,22.747
2021-07-07,22.747
2021-07-08,22.747
2021-07-09,22.747
2021-07-10,22.747
2021-07-11,22.88
2021-07-12,22.88
2021-07-13,23.09
2021-07-14,23.09
2021-07-15,23.09
2021-07-16,23.09
2021-07-17,23.09
2021-07-18,23.09
2021-07-19,23.09
2021-07-20,23.09
2021-07-21,23.09
2021-07-22,23.09
2021-07-23,23.09
2021-07-24,23.09
2021-07-25,23.09
2021-07-26,23.09
2021-07-27,23.09
2021-07-28,23.09
2021-07-29,23.09
2021-07-30,23.09
2021-07-31,23.09
2021-08-01,23.09
2021-08-02,23.09
2021-08-03,23.01
2021-08-04,22.993
2021-08-05,22.993
2021-08-06,22.993
2021-08-07,22.993
2021-08-08,22.993
2021-08-09,22.993
2021-08-10,22.993
2021-08-11,22.993
2021-08-12,22.993
2021-08-13,22.993
2021-08-14,22.993
2021-08-15,22.993
2021-08-16,22.993
2021-08-17,22.993
2021-08-18,22.993
2021-08-19,22.993
2021-08-20,22.993
2021-08-21,22.993
2021-08-22,22.993
2021-08-23,22.993
2021-08-24,22.993
2021-08-25,22.993
2021-08-26,22.993
2021-08-27,22.993
2021-08-28,22.993
2021-08-29,22.993
2021-08-30,22.993
2021-08-31,22.993
2021-09-01,22.993
2021-09-02,22.987
2021-09-03,22.987
2021-09-04,22.987
2021-09-05,22.987
2021-09-06,22.987
2021-09-07,22.987
2021-09-08,22.987
2021-09-09,22.987
2021-09-10,22.987
2021-09-11,22.987
2021-09-12,22.987
2021-09-13,22.987
2021-09-14,22.987
2021-09-15,22.987
2021-09-16,22.987
2021-09-17,22.987
2021-09-18,22.987
2021-09-19,22.987
2021-09-20,22.987
2021-09-21,22.987
2021-09-22,22.987
2021-09-23,22.987
2021-09-24,22.987
2021-09-25,22.987
2021-09-26,22.987
2021-09-27,22.987
2021-09-28,22.987
2021-09-29,22.987
2021-09-30,22.987
2021-10-01,22.987
2021-10-02,22.987
2021-10-03,22.987
2021-10-04,22.987
2021-10-05,22.987
2021-10-06,22.987
2021-10-07,22.987
2021-10-08,22.83
2021-10-09,22.83
2021-10-10,22.83
2021-10-11,22.83
2021-10-12,23.03
2021-10-13,23.03
2021-10-14,23.03
2021-10-15,23.03
2021-10-16,23.03
2021-10-17,23.03
2021-10-18,23.03
2021-10-19,23.03
2021-10-20,23.03
2021-10-21,23.03
2021-10-22,23.03
2021-10-23,23.03
2021-10-24,23.03
2021-10-25,23.03
2021-10-26,23.03
2021-10-27,23.03
2021-10-28,23.03
2021-10-29,23.03
2021-10-30,23.03
2021-10-31,23.03
2021-11-01,23.03
2021-11-02,22.323
2021-11-03,22.263
2021-11-04,22.263
2021-11-05,22.263
2021-11-06,22.263
2021-11-07,22.263
2021-11-08,22.263
2021-11-09,22.263
2021-11-10,22.263
2021-11-11,22.263
2021-11-12,22.263
2021-11-13,22.263
2021-11-14,22.263
2021-11-15,22.263
2021-11-16,22.263
2021-11-17,22.263
2021-11-18,22.263
2021-11-19,22.263
2021-11-20,22.263
2021-11-21,22.263
2021-11-22,22.263
2021-11-23,22.263
2021-11-24,22.263
2021-11-25,22.263
2021-11-26,22.263
2021-11-27,22.263
2021-11-28,22.263
2021-11-29,22.263
2021-11-30,22.263
2021-12-01,22.263
2021-12-02,22.263
2021-12-03,22.263
2021-12-04,22.263
2021-12-05,22.263
2021-12-06,22.263
2021-12-07,22.263
2021-12-08,22.263
2021-12-09,22.157
2021-12-10,22.157
2021-12-11,22.157
2021-12-12,22.157
2021-12-13,22.157
2021-12-14,22.157
2021-12-15,22.157
2021-12-16,22.157
2021-12-17,22.157
2021-12-18,22.157
2021-12-19,22.157
2021-12-20,22.157
2021-12-21,22.157
2021-12-22,22.157
2021-12-23,22.157
2021-12-24,22.157
2021-12-25,22.157
2021-12-26,22.157
2021-12-27,22.157
2021-12-28,22.157
2021-12-29,22.157
2021-12-30,22.157
2021-12-31,22.157
2022-01-01,22.157
2022-01-02,22.157
2022-01-03,22.157
2022-01-04,22.157
2022-01-05,22.157
2022-01-06,22.157
2022-01-07,22.157
2022-01-08,22.157
2022-01-09,22.583
2022-01-10,22.583
2022-01-11,22.583
2022-01-12,22.583
2022-01-13,22.583
2022-01-14,22.583
2022-01-15,22.583
2022-01-16,22.583
2022-01-17,22.583
2022-01-18,22.583
2022-01-19,21.66
2022-01-20,21.66
2022-01-21,21.66
2022-01-22,21.66
2022-01-23,21.66
2022-01-24,21.66
2022-01-25,21.66
2022-01-26,21.66
2022-01-27,21.66
2022-01-28,21.66
2022-01-29,21.66
2022-01-30,21.66
2022-01-31,21.66
2022-02-01,21.66
2022-02-02,21.66
2022-02-03,21.19
2022-02-04,21.233
2022-02-05,21.233
2022-02-06,21.233
2022-02-07,21.233
2022-02-08,21.233
2022-02-09,21.233
2022-02-10,21.223
2022-02-11,21.223
2022-02-12,21.223
2022-02-13,21.223
2022-02-14,21.223
2022-02-15,21.223
2022-02-16,21.223
2022-02-17,21.223
2022-02-18,21.223
2022-02-19,21.223
2022-02-20,21.223
2022-02-21,21.223
2022-02-22,21.223
2022-02-23,21.16
2022-02-24,22.068
2022-02-25,21.957
2022-02-26,21.957
2022-02-27,21.957
2022-02-28,21.957
2022-03-01,21.957
2022-03-02,21.957
2022-03-03,21.957
2022-03-04,21.957
2022-03-05,21.957
2022-03-06,21.957
2022-03-07,21.957
2022-03-08,21.957
2022-03-09,21.957
2022-03-10,21.957
2022-03-11,21.957
2022-03-12,21.957
2022-03-13,21.957
2022-03-14,21.957
2022-03-15,21.957
2022-03-16,21.957
2022-03-17,21.957
2022-03-18,22.57
2022-03-19,22.57
2022-03-20,22.57
2022-03-21,22.368
2022-03-22,22.368
2022-03-23,22.368
2022-03-24,22.368
2022-03-25,22.368
2022-03-26,22.368
2022-03-27,22.368
2022-03-28,22.368
2022-03-29,22.368
2022-03-30,22.368
2022-03-31,22.368
2022-04-01,22.368
2022-04-02,22.368
2022-04-03,22.368
2022-04-04,22.368
2022-04-05,22.368
2022-04-06,22.368
2022-04-07,22.368
2022-04-08,22.368
2022-04-09,22.368
2022-04-10,22.357
2022-04-11,22.357
2022-04-12,22.357
2022-04-13,22.447
2022-04-14,22.447
2022-04-15,22.447
2022-04-16,22.447
2022-04-17,22.447
2022-04-18,22.447
2022-04-19,22.253
2022-04-20,22.253
2022-04-21,22.253
2022-04-22,22.253
2022-04-23,22.253
2022-04-24,22.253
2022-04-25,22.253
2022-04-26,22.253
2022-04-27,22.253
2022-04-28,22.253
2022-04-29,22.253
2022-04-30,22.253
2022-05-01,22.253
2022-05-02,22.253
2022-05-03,22.758
2022-05-04,22.725
2022-05-05,22.725
2022-05-06,22.725
2022-05-07,22.725
2022-05-08,22.725
2022-05-09,22.725
2022-05-10,22.725
2022-05-11,22.725
2022-05-12,22.758
2022-05-13,22.758
2022-05-14,22.758
2022-05-15,22.758
2022-05-16,22.758
2022-05-17,22.758
2022-05-18,22.758
2022-05-19,22.758
2022-05-20,22.758
2022-05-21,22.758
2022-05-22,22.758
2022-05-23,22.758
2022-05-24,22.758
2022-05-25,22.758
2022-05-26,22.78
2022-05-27,22.78
2022-05-28,22.78
2022-05-29,22.78
2022-05-30,22.78
2022-05-31,22.78
2022-06-01,22.78
2022-06-02,22.78
2022-06-03,22.78
2022-06-04,22.78
2022-06-05,22.78
2022-06-06,22.78
2022-06-07,22.044
2022-06-08,22.044
2022-06-09,22.044
2022-06-10,22.044
2022-06-11,22.044
2022-06-12,22.044
2022-06-13,22.044
2022-06-14,22.044
2022-06-15,22.044
2022-06-16,22.044
2022-06-17,22.044
2022-06-18,22.044
2022-06-19,22.044
2022-06-20,22.044
2022-06-21,22.044
2022-06-22,22.044
