,ULTA US Equity
2020-09-21,20.208
2020-09-22,20.208
2020-09-23,20.208
2020-09-24,20.253
2020-09-25,20.253
2020-09-26,20.253
2020-09-27,20.253
2020-09-28,20.253
2020-09-29,20.253
2020-09-30,20.253
2020-10-01,20.253
2020-10-02,20.253
2020-10-03,20.253
2020-10-04,20.253
2020-10-05,20.253
2020-10-06,20.253
2020-10-07,20.593
2020-10-08,20.593
2020-10-09,20.593
2020-10-10,20.593
2020-10-11,20.593
2020-10-12,20.593
2020-10-13,19.425
2020-10-14,19.425
2020-10-15,19.425
2020-10-16,19.425
2020-10-17,19.425
2020-10-18,19.425
2020-10-19,19.425
2020-10-20,19.425
2020-10-21,19.425
2020-10-22,19.425
2020-10-23,19.425
2020-10-24,19.425
2020-10-25,19.425
2020-10-26,19.425
2020-10-27,19.425
2020-10-28,19.425
2020-10-29,19.425
2020-10-30,19.425
2020-10-31,19.425
2020-11-01,19.425
2020-11-02,19.425
2020-11-03,17.76
2020-11-04,17.76
2020-11-05,17.76
2020-11-06,17.76
2020-11-07,17.76
2020-11-08,17.76
2020-11-09,17.76
2020-11-10,17.76
2020-11-11,17.76
2020-11-12,17.76
2020-11-13,17.76
2020-11-14,17.76
2020-11-15,17.76
2020-11-16,17.76
2020-11-17,17.76
2020-11-18,17.76
2020-11-19,17.76
2020-11-20,17.76
2020-11-21,17.76
2020-11-22,17.76
2020-11-23,17.76
2020-11-24,17.76
2020-11-25,17.76
2020-11-26,17.76
2020-11-27,17.76
2020-11-28,17.76
2020-11-29,17.76
2020-11-30,17.76
2020-12-01,17.76
2020-12-02,17.76
2020-12-03,17.76
2020-12-04,17.183
2020-12-05,17.183
2020-12-06,17.183
2020-12-07,17.183
2020-12-08,17.183
2020-12-09,17.183
2020-12-10,17.183
2020-12-11,17.297
2020-12-12,17.297
2020-12-13,17.297
2020-12-14,17.297
2020-12-15,17.297
2020-12-16,17.297
2020-12-17,17.297
2020-12-18,17.297
2020-12-19,17.297
2020-12-20,17.297
2020-12-21,17.297
2020-12-22,17.297
2020-12-23,17.297
2020-12-24,17.297
2020-12-25,17.297
2020-12-26,17.297
2020-12-27,17.297
2020-12-28,17.297
2020-12-29,17.297
2020-12-30,17.297
2020-12-31,17.297
2021-01-01,17.297
2021-01-02,17.297
2021-01-03,17.297
2021-01-04,17.297
2021-01-05,17.297
2021-01-06,18.67
2021-01-07,18.67
2021-01-08,18.67
2021-01-09,18.67
2021-01-10,18.67
2021-01-11,18.67
2021-01-12,18.67
2021-01-13,18.67
2021-01-14,18.67
2021-01-15,18.67
2021-01-16,18.67
2021-01-17,18.67
2021-01-18,18.67
2021-01-19,18.67
2021-01-20,18.67
2021-01-21,18.67
2021-01-22,18.67
2021-01-23,18.67
2021-01-24,18.67
2021-01-25,18.67
2021-01-26,18.67
2021-01-27,18.67
2021-01-28,18.67
2021-01-29,18.67
2021-01-30,18.67
2021-01-31,18.67
2021-02-01,18.67
2021-02-02,18.67
2021-02-03,18.67
2021-02-04,18.67
2021-02-05,18.67
2021-02-06,18.67
2021-02-07,18.67
2021-02-08,18.67
2021-02-09,18.67
2021-02-10,18.67
2021-02-11,18.67
2021-02-12,18.67
2021-02-13,18.67
2021-02-14,18.67
2021-02-15,18.67
2021-02-16,18.67
2021-02-17,18.67
2021-02-18,18.67
2021-02-19,18.67
2021-02-20,18.67
2021-02-21,18.67
2021-02-22,18.67
2021-02-23,18.67
2021-02-24,18.67
2021-02-25,18.67
2021-02-26,18.67
2021-02-27,18.67
2021-02-28,18.67
2021-03-01,18.67
2021-03-02,18.67
2021-03-03,18.67
2021-03-04,18.67
2021-03-05,18.67
2021-03-06,18.67
2021-03-07,18.67
2021-03-08,18.67
2021-03-09,18.67
2021-03-10,18.67
2021-03-11,18.67
2021-03-12,18.014
2021-03-13,18.014
2021-03-14,18.014
2021-03-15,18.014
2021-03-16,18.014
2021-03-17,18.014
2021-03-18,18.014
2021-03-19,18.014
2021-03-20,18.014
2021-03-21,18.014
2021-03-22,18.014
2021-03-23,18.014
2021-03-24,18.014
2021-03-25,16.82
2021-03-26,16.82
2021-03-27,16.82
2021-03-28,16.82
2021-03-29,16.82
2021-03-30,16.82
2021-03-31,16.82
2021-04-01,16.82
2021-04-02,16.82
2021-04-03,16.82
2021-04-04,16.82
2021-04-05,16.82
2021-04-06,16.805
2021-04-07,16.805
2021-04-08,16.805
2021-04-09,16.805
2021-04-10,16.805
2021-04-11,16.805
2021-04-12,16.805
2021-04-13,16.805
2021-04-14,16.805
2021-04-15,16.805
2021-04-16,16.838
2021-04-17,16.838
2021-04-18,16.838
2021-04-19,16.838
2021-04-20,16.838
2021-04-21,16.838
2021-04-22,16.838
2021-04-23,16.838
2021-04-24,16.838
2021-04-25,16.838
2021-04-26,16.838
2021-04-27,16.838
2021-04-28,16.838
2021-04-29,16.838
2021-04-30,16.838
2021-05-01,16.838
2021-05-02,16.838
2021-05-03,16.838
2021-05-04,16.838
2021-05-05,16.838
2021-05-06,16.838
2021-05-07,16.838
2021-05-08,16.838
2021-05-09,16.838
2021-05-10,16.838
2021-05-11,16.838
2021-05-12,16.838
2021-05-13,16.838
2021-05-14,16.838
2021-05-15,16.838
2021-05-16,16.838
2021-05-17,16.838
2021-05-18,16.838
2021-05-19,16.838
2021-05-20,16.838
2021-05-21,16.838
2021-05-22,16.838
2021-05-23,16.838
2021-05-24,16.838
2021-05-25,16.838
2021-05-26,16.838
2021-05-27,17.158
2021-05-28,18.095
2021-05-29,18.095
2021-05-30,18.095
2021-05-31,18.095
2021-06-01,18.348
2021-06-02,18.348
2021-06-03,18.348
2021-06-04,18.348
2021-06-05,18.348
2021-06-06,18.348
2021-06-07,18.348
2021-06-08,18.348
2021-06-09,18.623
2021-06-10,18.623
2021-06-11,18.623
2021-06-12,18.623
2021-06-13,18.623
2021-06-14,18.623
2021-06-15,18.623
2021-06-16,18.623
2021-06-17,18.623
2021-06-18,18.623
2021-06-19,18.623
2021-06-20,18.623
2021-06-21,18.623
2021-06-22,18.623
2021-06-23,18.623
2021-06-24,18.623
2021-06-25,18.623
2021-06-26,18.623
2021-06-27,18.623
2021-06-28,18.623
2021-06-29,18.623
2021-06-30,18.623
2021-07-01,18.623
2021-07-02,18.623
2021-07-03,18.623
2021-07-04,18.623
2021-07-05,18.623
2021-07-06,18.623
2021-07-07,18.623
2021-07-08,18.623
2021-07-09,18.623
2021-07-10,18.623
2021-07-11,18.623
2021-07-12,18.623
2021-07-13,18.623
2021-07-14,18.623
2021-07-15,18.623
2021-07-16,18.623
2021-07-17,18.623
2021-07-18,18.623
2021-07-19,18.623
2021-07-20,19.888
2021-07-21,19.888
2021-07-22,19.888
2021-07-23,19.888
2021-07-24,19.888
2021-07-25,19.888
2021-07-26,19.888
2021-07-27,19.888
2021-07-28,19.888
2021-07-29,19.888
2021-07-30,19.888
2021-07-31,19.888
2021-08-01,19.888
2021-08-02,19.888
2021-08-03,19.888
2021-08-04,19.888
2021-08-05,19.922
2021-08-06,19.922
2021-08-07,19.922
2021-08-08,19.922
2021-08-09,19.922
2021-08-10,19.922
2021-08-11,19.922
2021-08-12,19.922
2021-08-13,19.922
2021-08-14,19.922
2021-08-15,19.922
2021-08-16,19.922
2021-08-17,19.922
2021-08-18,19.922
2021-08-19,19.922
2021-08-20,19.922
2021-08-21,19.922
2021-08-22,19.922
2021-08-23,19.922
2021-08-24,19.922
2021-08-25,21.108
2021-08-26,21.374
2021-08-27,21.374
2021-08-28,21.374
2021-08-29,21.374
2021-08-30,21.374
2021-08-31,21.374
2021-09-01,21.374
2021-09-02,21.374
2021-09-03,21.374
2021-09-04,21.374
2021-09-05,21.374
2021-09-06,21.374
2021-09-07,20.48
2021-09-08,20.48
2021-09-09,20.48
2021-09-10,20.48
2021-09-11,20.48
2021-09-12,20.48
2021-09-13,20.48
2021-09-14,20.48
2021-09-15,20.48
2021-09-16,20.48
2021-09-17,20.48
2021-09-18,20.48
2021-09-19,20.48
2021-09-20,20.48
2021-09-21,20.48
2021-09-22,20.48
2021-09-23,20.798
2021-09-24,20.798
2021-09-25,20.798
2021-09-26,20.798
2021-09-27,20.798
2021-09-28,20.798
2021-09-29,20.798
2021-09-30,20.798
2021-10-01,20.798
2021-10-02,20.798
2021-10-03,20.798
2021-10-04,20.798
2021-10-05,20.798
2021-10-06,20.798
2021-10-07,20.798
2021-10-08,20.798
2021-10-09,20.798
2021-10-10,20.798
2021-10-11,20.798
2021-10-12,20.798
2021-10-13,20.798
2021-10-14,20.798
2021-10-15,20.798
2021-10-16,20.798
2021-10-17,20.798
2021-10-18,20.798
2021-10-19,21.438
2021-10-20,21.438
2021-10-21,21.548
2021-10-22,21.548
2021-10-23,21.548
2021-10-24,21.548
2021-10-25,21.548
2021-10-26,21.548
2021-10-27,21.548
2021-10-28,21.548
2021-10-29,21.548
2021-10-30,21.548
2021-10-31,21.548
2021-11-01,21.548
2021-11-02,21.548
2021-11-03,21.548
2021-11-04,21.548
2021-11-05,21.548
2021-11-06,21.548
2021-11-07,21.548
2021-11-08,21.548
2021-11-09,21.548
2021-11-10,21.548
2021-11-11,21.548
2021-11-12,21.548
2021-11-13,21.548
2021-11-14,21.548
2021-11-15,21.548
2021-11-16,21.548
2021-11-17,21.548
2021-11-18,21.548
2021-11-19,21.548
2021-11-20,21.548
2021-11-21,21.548
2021-11-22,21.548
2021-11-23,21.548
2021-11-24,21.548
2021-11-25,21.548
2021-11-26,21.548
2021-11-27,21.548
2021-11-28,21.548
2021-11-29,21.548
2021-11-30,21.548
2021-12-01,21.548
2021-12-02,22.796
2021-12-03,23.438
2021-12-04,23.438
2021-12-05,23.438
2021-12-06,23.668
2021-12-07,23.668
2021-12-08,23.668
2021-12-09,23.89
2021-12-10,23.89
2021-12-11,23.89
2021-12-12,23.89
2021-12-13,23.89
2021-12-14,23.89
2021-12-15,23.89
2021-12-16,23.89
2021-12-17,23.89
2021-12-18,23.89
2021-12-19,23.89
2021-12-20,23.89
2021-12-21,23.89
2021-12-22,23.89
2021-12-23,23.89
2021-12-24,23.89
2021-12-25,23.89
2021-12-26,23.89
2021-12-27,23.89
2021-12-28,23.89
2021-12-29,23.89
2021-12-30,23.89
2021-12-31,23.89
2022-01-01,23.89
2022-01-02,23.89
2022-01-03,23.89
2022-01-04,23.89
2022-01-05,23.89
2022-01-06,23.89
2022-01-07,23.89
2022-01-08,23.89
2022-01-09,23.89
2022-01-10,23.89
2022-01-11,23.89
2022-01-12,23.89
2022-01-13,24.671
2022-01-14,24.671
2022-01-15,24.671
2022-01-16,24.671
2022-01-17,24.671
2022-01-18,24.671
2022-01-19,24.671
2022-01-20,24.671
2022-01-21,24.671
2022-01-22,24.671
2022-01-23,24.671
2022-01-24,24.706
2022-01-25,24.706
2022-01-26,24.706
2022-01-27,24.706
2022-01-28,24.706
2022-01-29,24.706
2022-01-30,24.706
2022-01-31,24.706
2022-02-01,24.706
2022-02-02,24.706
2022-02-03,24.706
2022-02-04,24.706
2022-02-05,24.706
2022-02-06,24.706
2022-02-07,24.706
2022-02-08,24.706
2022-02-09,24.706
2022-02-10,24.706
2022-02-11,24.706
2022-02-12,24.706
2022-02-13,24.706
2022-02-14,24.706
2022-02-15,24.706
2022-02-16,24.706
2022-02-17,24.706
2022-02-18,24.706
2022-02-19,24.706
2022-02-20,24.706
2022-02-21,24.706
2022-02-22,24.706
2022-02-23,24.706
2022-02-24,24.706
2022-02-25,24.706
2022-02-26,24.706
2022-02-27,24.673
2022-02-28,24.673
2022-03-01,24.673
2022-03-02,24.673
2022-03-03,24.673
2022-03-04,24.673
2022-03-05,24.673
2022-03-06,24.673
2022-03-07,24.673
2022-03-08,24.673
2022-03-09,24.673
2022-03-10,24.697
2022-03-11,24.699
2022-03-12,24.699
2022-03-13,24.699
2022-03-14,24.983
2022-03-15,24.983
2022-03-16,24.983
2022-03-17,24.983
2022-03-18,24.983
2022-03-19,24.983
2022-03-20,24.983
2022-03-21,24.983
2022-03-22,24.983
2022-03-23,24.983
2022-03-24,24.983
2022-03-25,24.983
2022-03-26,24.983
2022-03-27,24.983
2022-03-28,24.983
2022-03-29,24.983
2022-03-30,24.983
2022-03-31,24.983
2022-04-01,24.983
2022-04-02,24.983
2022-04-03,24.983
2022-04-04,24.54
2022-04-05,24.991
2022-04-06,24.991
2022-04-07,24.991
2022-04-08,24.991
2022-04-09,24.991
2022-04-10,24.991
2022-04-11,24.991
2022-04-12,24.991
2022-04-13,24.991
2022-04-14,24.973
2022-04-15,24.973
2022-04-16,24.973
2022-04-17,24.973
2022-04-18,24.973
2022-04-19,24.973
2022-04-20,24.973
2022-04-21,24.973
2022-04-22,24.973
2022-04-23,24.973
2022-04-24,24.973
2022-04-25,24.973
2022-04-26,24.973
2022-04-27,24.973
2022-04-28,24.973
2022-04-29,24.973
2022-04-30,24.973
2022-05-01,24.973
2022-05-02,24.973
2022-05-03,24.973
2022-05-04,24.973
2022-05-05,24.973
2022-05-06,24.973
2022-05-07,24.973
2022-05-08,24.973
2022-05-09,24.957
2022-05-10,24.957
2022-05-11,24.957
2022-05-12,24.957
2022-05-13,24.957
2022-05-14,24.957
2022-05-15,24.957
2022-05-16,24.957
2022-05-17,24.957
2022-05-18,24.957
2022-05-19,24.957
2022-05-20,24.957
2022-05-21,24.957
2022-05-22,24.957
2022-05-23,24.957
2022-05-24,24.957
2022-05-25,24.957
2022-05-26,25.719
2022-05-27,25.99
2022-05-28,25.99
2022-05-29,25.99
2022-05-30,25.99
2022-05-31,25.99
2022-06-01,25.99
2022-06-02,25.99
2022-06-03,26.103
2022-06-04,26.103
2022-06-05,26.103
2022-06-06,26.103
2022-06-07,26.103
2022-06-08,26.103
2022-06-09,26.103
2022-06-10,26.38
2022-06-11,26.38
2022-06-12,26.38
2022-06-13,26.38
2022-06-14,26.38
2022-06-15,26.38
2022-06-16,26.38
2022-06-17,26.38
2022-06-18,26.38
2022-06-19,26.38
2022-06-20,26.38
2022-06-21,26.38
2022-06-22,26.38
