,ENPH US Equity
2022-07-09,6.22
2022-07-10,6.22
2022-07-11,6.22
2022-07-12,6.22
2022-07-13,6.22
2022-07-14,6.286
2022-07-15,6.286
2022-07-16,6.286
2022-07-17,6.286
2022-07-18,6.344
2022-07-19,6.344
2022-07-20,6.292
2022-07-21,6.292
2022-07-22,6.292
2022-07-23,6.292
2022-07-24,6.292
2022-07-25,6.292
2022-07-26,6.463
2022-07-27,6.511
2022-07-28,6.667
2022-07-29,6.667
2022-07-30,6.667
2022-07-31,6.667
2022-08-01,6.667
2022-08-02,6.667
2022-08-03,6.667
2022-08-04,6.667
2022-08-05,6.696
2022-08-06,6.696
2022-08-07,6.696
2022-08-08,6.651
2022-08-09,6.651
2022-08-10,6.865
2022-08-11,6.865
2022-08-12,6.865
2022-08-13,6.865
2022-08-14,6.865
2022-08-15,6.865
2022-08-16,6.865
2022-08-17,6.865
2022-08-18,6.865
2022-08-19,6.865
2022-08-20,6.865
2022-08-21,6.865
2022-08-22,6.865
2022-08-23,6.865
2022-08-24,6.865
2022-08-25,6.865
2022-08-26,6.865
2022-08-27,6.865
2022-08-28,6.865
2022-08-29,6.865
2022-08-30,6.865
2022-08-31,6.865
2022-09-01,6.865
2022-09-02,6.865
2022-09-03,6.866
2022-09-04,6.866
2022-09-05,6.866
2022-09-06,6.866
2022-09-07,6.866
2022-09-08,6.866
2022-09-09,6.866
2022-09-10,6.866
2022-09-11,6.866
2022-09-12,6.866
2022-09-13,6.866
2022-09-14,6.866
2022-09-15,6.866
2022-09-16,6.866
2022-09-17,6.866
2022-09-18,6.866
2022-09-19,6.866
2022-09-20,6.866
2022-09-21,6.866
2022-09-22,6.866
2022-09-23,6.866
2022-09-24,6.866
2022-09-25,6.866
2022-09-26,6.866
2022-09-27,6.866
2022-09-28,6.866
2022-09-29,6.931
2022-09-30,6.931
2022-10-01,6.931
2022-10-02,6.931
2022-10-03,6.931
2022-10-04,6.931
2022-10-05,6.931
2022-10-06,6.931
2022-10-07,6.931
2022-10-08,6.931
2022-10-09,6.931
2022-10-10,6.931
2022-10-11,6.931
2022-10-12,7.197
2022-10-13,7.197
2022-10-14,7.195
2022-10-15,7.199
2022-10-16,7.23
2022-10-17,7.23
2022-10-18,7.23
2022-10-19,7.23
2022-10-20,7.23
2022-10-21,7.23
2022-10-22,7.23
2022-10-23,7.23
2022-10-24,7.256
2022-10-25,7.563
2022-10-26,8.374
2022-10-27,8.374
2022-10-28,8.374
2022-10-29,8.374
2022-10-30,8.374
2022-10-31,8.374
2022-11-01,8.528
2022-11-02,8.528
2022-11-03,8.528
2022-11-04,8.528
2022-11-05,8.528
2022-11-06,8.528
2022-11-07,8.528
2022-11-08,8.528
2022-11-09,8.528
2022-11-10,8.528
2022-11-11,8.528
2022-11-12,8.528
2022-11-13,8.528
2022-11-14,8.528
2022-11-15,8.528
2022-11-16,8.528
2022-11-17,8.608
2022-11-18,8.608
2022-11-19,8.608
2022-11-20,8.608
2022-11-21,8.608
2022-11-22,8.608
2022-11-23,8.608
2022-11-24,8.608
2022-11-25,8.608
2022-11-26,8.608
2022-11-27,8.608
2022-11-28,8.608
2022-11-29,8.608
2022-11-30,8.608
2022-12-01,8.608
2022-12-02,8.608
2022-12-03,8.608
2022-12-04,8.608
2022-12-05,8.608
2022-12-06,8.608
2022-12-07,8.608
2022-12-08,8.608
2022-12-09,8.608
2022-12-10,8.608
2022-12-11,8.608
2022-12-12,8.608
2022-12-13,8.608
2022-12-14,8.608
2022-12-15,8.795
2022-12-16,8.795
2022-12-17,8.818
2022-12-18,8.818
2022-12-19,8.818
2022-12-20,8.818
2022-12-21,8.842
2022-12-22,8.842
2022-12-23,8.842
2022-12-24,8.842
2022-12-25,8.842
2022-12-26,8.842
2022-12-27,8.842
2022-12-28,8.842
2022-12-29,8.842
2022-12-30,8.842
2022-12-31,8.842
2023-01-01,8.842
2023-01-02,8.842
2023-01-03,8.842
2023-01-04,8.842
2023-01-05,8.842
2023-01-06,8.806
2023-01-07,8.806
2023-01-08,8.806
2023-01-09,8.806
2023-01-10,8.806
2023-01-11,8.806
2023-01-12,8.806
2023-01-13,8.806
2023-01-14,8.806
2023-01-15,8.806
2023-01-16,8.806
2023-01-17,8.815
2023-01-18,8.815
2023-01-19,8.815
2023-01-20,8.815
2023-01-21,8.815
2023-01-22,8.815
2023-01-23,8.815
2023-01-24,8.751
2023-01-25,8.751
2023-01-26,8.751
2023-01-27,8.751
2023-01-28,8.751
2023-01-29,8.751
2023-01-30,8.751
2023-01-31,8.751
2023-02-01,8.701
2023-02-02,8.664
2023-02-03,8.601
2023-02-04,8.601
2023-02-05,8.601
2023-02-06,8.601
2023-02-07,8.856
2023-02-08,9.113
2023-02-09,9.113
2023-02-10,9.113
2023-02-11,9.113
2023-02-12,9.113
2023-02-13,9.203
2023-02-14,9.203
2023-02-15,9.203
2023-02-16,9.203
2023-02-17,9.203
2023-02-18,9.203
2023-02-19,9.203
2023-02-20,9.203
2023-02-21,9.203
2023-02-22,9.203
2023-02-23,9.203
2023-02-24,9.203
2023-02-25,9.203
2023-02-26,9.203
2023-02-27,9.369
2023-02-28,9.369
2023-03-01,9.376
2023-03-02,9.376
2023-03-03,9.376
2023-03-04,9.376
2023-03-05,9.376
2023-03-06,9.365
2023-03-07,9.388
2023-03-08,9.388
2023-03-09,9.388
2023-03-10,9.388
2023-03-11,9.388
2023-03-12,9.388
2023-03-13,9.388
2023-03-14,9.388
2023-03-15,9.388
2023-03-16,9.388
2023-03-17,9.388
2023-03-18,9.388
2023-03-19,9.388
2023-03-20,9.388
2023-03-21,9.388
2023-03-22,9.388
2023-03-23,9.388
2023-03-24,9.388
2023-03-25,9.388
2023-03-26,9.388
2023-03-27,9.388
2023-03-28,9.388
2023-03-29,9.388
2023-03-30,9.388
2023-03-31,9.388
2023-04-01,9.388
2023-04-02,9.388
2023-04-03,9.387
2023-04-04,9.387
2023-04-05,9.387
2023-04-06,9.387
2023-04-07,9.387
2023-04-08,9.387
2023-04-09,9.387
2023-04-10,9.387
2023-04-11,9.31
2023-04-12,9.31
2023-04-13,9.444
2023-04-14,9.444
2023-04-15,9.444
2023-04-16,9.485
2023-04-17,9.492
2023-04-18,9.459
2023-04-19,9.537
2023-04-20,9.503
2023-04-21,9.503
2023-04-22,9.503
2023-04-23,9.503
2023-04-24,9.503
2023-04-25,9.55
2023-04-26,9.475
2023-04-27,9.436
2023-04-28,9.436
2023-04-29,9.436
2023-04-30,9.436
2023-05-01,9.436
2023-05-02,9.436
2023-05-03,9.436
2023-05-04,9.436
2023-05-05,9.436
2023-05-06,9.436
2023-05-07,9.436
2023-05-08,9.436
2023-05-09,9.382
2023-05-10,9.373
2023-05-11,9.206
2023-05-12,9.206
2023-05-13,9.239
2023-05-14,9.239
2023-05-15,9.239
2023-05-16,9.239
2023-05-17,9.239
2023-05-18,9.239
2023-05-19,9.239
2023-05-20,9.239
2023-05-21,9.239
2023-05-22,9.239
2023-05-23,9.239
2023-05-24,9.379
2023-05-25,9.341
2023-05-26,9.341
2023-05-27,9.341
2023-05-28,9.341
2023-05-29,9.341
2023-05-30,9.341
2023-05-31,9.341
2023-06-01,9.341
2023-06-02,9.373
2023-06-03,9.373
2023-06-04,9.373
2023-06-05,9.373
2023-06-06,9.373
2023-06-07,9.373
2023-06-08,9.373
2023-06-09,9.373
2023-06-10,9.373
2023-06-11,9.373
2023-06-12,9.373
2023-06-13,9.373
2023-06-14,9.373
2023-06-15,9.373
2023-06-16,9.373
2023-06-17,9.373
2023-06-18,9.373
2023-06-19,9.335
2023-06-20,9.335
2023-06-21,9.335
2023-06-22,9.335
2023-06-23,9.335
2023-06-24,9.335
2023-06-25,9.335
2023-06-26,9.558
2023-06-27,9.558
2023-06-28,9.558
2023-06-29,9.558
2023-06-30,9.582
2023-07-01,9.582
2023-07-02,9.582
2023-07-03,9.54
2023-07-04,9.54
2023-07-05,9.54
2023-07-06,9.518
2023-07-07,9.518
2023-07-08,9.518
2023-07-09,9.511
2023-07-10,9.511
2023-07-11,9.506
2023-07-12,9.506
2023-07-13,9.506
2023-07-14,9.447
2023-07-15,9.447
2023-07-16,9.447
2023-07-17,9.341
2023-07-18,9.349
2023-07-19,9.331
2023-07-20,9.331
2023-07-21,9.315
2023-07-22,9.402
2023-07-23,9.402
2023-07-24,9.402
2023-07-25,9.402
2023-07-26,9.402
2023-07-27,9.122
2023-07-28,8.725
2023-07-29,8.725
2023-07-30,8.612
2023-07-31,8.612
2023-08-01,8.612
2023-08-02,8.612
2023-08-03,8.634
2023-08-04,8.634
2023-08-05,8.634
2023-08-06,8.634
2023-08-07,8.634
2023-08-08,8.634
2023-08-09,8.634
2023-08-10,8.605
2023-08-11,8.605
2023-08-12,8.605
2023-08-13,8.605
2023-08-14,8.605
2023-08-15,8.605
2023-08-16,8.605
2023-08-17,8.564
2023-08-18,8.555
2023-08-19,8.555
2023-08-20,8.555
2023-08-21,8.555
2023-08-22,8.501
2023-08-23,8.501
2023-08-24,8.501
2023-08-25,8.501
2023-08-26,8.501
2023-08-27,8.501
2023-08-28,8.501
2023-08-29,8.501
2023-08-30,8.501
2023-08-31,8.433
2023-09-01,8.434
2023-09-02,8.434
2023-09-03,8.434
2023-09-04,8.434
2023-09-05,8.434
2023-09-06,8.372
2023-09-07,8.372
2023-09-08,8.372
2023-09-09,8.372
2023-09-10,8.372
2023-09-11,8.351
2023-09-12,8.351
2023-09-13,8.351
2023-09-14,8.351
2023-09-15,8.325
2023-09-16,8.325
2023-09-17,8.325
2023-09-18,8.325
2023-09-19,8.325
2023-09-20,8.325
2023-09-21,8.306
2023-09-22,8.306
2023-09-23,8.306
2023-09-24,8.251
2023-09-25,8.151
2023-09-26,8.151
2023-09-27,8.151
2023-09-28,8.151
2023-09-29,8.151
2023-09-30,8.151
2023-10-01,8.122
2023-10-02,8.097
2023-10-03,8.097
2023-10-04,8.057
2023-10-05,8.057
2023-10-06,8.057
2023-10-07,8.057
2023-10-08,8.057
2023-10-09,8.057
2023-10-10,8.057
2023-10-11,8.057
2023-10-12,8.11
2023-10-13,8.11
2023-10-14,8.11
2023-10-15,8.11
2023-10-16,8.073
2023-10-17,7.945
2023-10-18,7.846
2023-10-19,7.834
2023-10-20,7.756
2023-10-21,7.756
2023-10-22,7.756
2023-10-23,7.756
2023-10-24,7.756
2023-10-25,7.675
2023-10-26,7.292
2023-10-27,6.127
2023-10-28,6.127
2023-10-29,6.066
2023-10-30,5.998
2023-10-31,5.922
2023-11-01,5.922
2023-11-02,5.922
2023-11-03,5.922
2023-11-04,5.922
2023-11-05,5.922
2023-11-06,5.922
2023-11-07,5.922
2023-11-08,5.922
2023-11-09,5.922
2023-11-10,5.922
2023-11-11,5.922
2023-11-12,5.922
2023-11-13,5.922
2023-11-14,5.922
2023-11-15,5.922
2023-11-16,5.922
2023-11-17,5.922
2023-11-18,5.922
2023-11-19,5.922
2023-11-20,5.86
2023-11-21,5.86
2023-11-22,5.86
2023-11-23,5.86
2023-11-24,5.86
2023-11-25,5.86
2023-11-26,5.86
2023-11-27,5.86
2023-11-28,5.86
2023-11-29,5.86
2023-11-30,5.86
2023-12-01,5.787
2023-12-02,5.787
2023-12-03,5.787
2023-12-04,5.787
2023-12-05,5.787
2023-12-06,5.787
2023-12-07,5.787
2023-12-08,5.785
2023-12-09,5.785
2023-12-10,5.785
2023-12-11,5.785
2023-12-12,5.785
2023-12-13,5.785
2023-12-14,5.784
2023-12-15,5.756
2023-12-16,5.756
2023-12-17,5.756
2023-12-18,5.758
2023-12-19,5.77
2023-12-20,5.779
2023-12-21,5.779
2023-12-22,5.797
2023-12-23,5.797
2023-12-24,5.797
2023-12-25,5.797
2023-12-26,5.797
2023-12-27,5.754
2023-12-28,5.793
2023-12-29,5.793
2023-12-30,5.763
2023-12-31,5.763
2024-01-01,5.763
2024-01-02,5.748
2024-01-03,5.768
2024-01-04,5.768
2024-01-05,5.776
2024-01-06,5.776
2024-01-07,5.776
2024-01-08,5.758
2024-01-09,5.758
2024-01-10,5.758
2024-01-11,5.721
2024-01-12,5.721
2024-01-13,5.721
2024-01-14,5.721
2024-01-15,5.672
2024-01-16,5.682
2024-01-17,5.648
2024-01-18,5.546
2024-01-19,5.567
2024-01-20,5.567
2024-01-21,5.527
2024-01-22,5.546
2024-01-23,5.572
2024-01-24,5.594
2024-01-25,5.523
2024-01-26,5.523
2024-01-27,5.523
2024-01-28,5.523
2024-01-29,5.509
2024-01-30,5.532
2024-01-31,5.532
2024-02-01,5.523
2024-02-02,5.523
2024-02-03,5.523
2024-02-04,5.523
2024-02-05,5.535
2024-02-06,5.451
2024-02-07,5.252
2024-02-08,5.229
2024-02-09,5.229
2024-02-10,5.229
2024-02-11,5.17
2024-02-12,5.17
2024-02-13,5.164
2024-02-14,5.164
2024-02-15,5.164
2024-02-16,5.164
2024-02-17,5.164
2024-02-18,5.164
2024-02-19,5.164
2024-02-20,5.156
2024-02-21,5.156
2024-02-22,5.156
2024-02-23,5.156
2024-02-24,5.112
2024-02-25,5.112
2024-02-26,5.096
2024-02-27,5.117
2024-02-28,5.117
2024-02-29,5.117
2024-03-01,5.117
2024-03-02,5.117
2024-03-03,5.117
2024-03-04,5.117
2024-03-05,5.117
2024-03-06,5.117
2024-03-07,5.117
2024-03-08,5.122
2024-03-09,5.122
2024-03-10,5.122
2024-03-11,5.152
2024-03-12,5.152
2024-03-13,5.152
2024-03-14,5.152
2024-03-15,5.152
2024-03-16,5.152
2024-03-17,5.154
2024-03-18,5.154
2024-03-19,5.147
2024-03-20,5.147
2024-03-21,5.147
2024-03-22,5.147
2024-03-23,5.147
2024-03-24,5.147
2024-03-25,5.147
2024-03-26,5.136
2024-03-27,5.136
2024-03-28,5.136
2024-03-29,5.136
2024-03-30,5.136
2024-03-31,5.136
2024-04-01,5.136
2024-04-02,5.136
2024-04-03,5.136
2024-04-04,5.136
2024-04-05,5.129
2024-04-06,5.129
2024-04-07,5.182
2024-04-08,5.203
2024-04-09,5.203
2024-04-10,5.222
2024-04-11,5.222
2024-04-12,5.222
2024-04-13,5.222
2024-04-14,5.222
2024-04-15,5.222
2024-04-16,5.246
2024-04-17,5.276
2024-04-18,5.276
2024-04-19,5.279
2024-04-20,5.279
2024-04-21,5.279
2024-04-22,5.216
2024-04-23,5.077
2024-04-24,5.023
2024-04-25,5.023
2024-04-26,5.011
2024-04-27,5.011
2024-04-28,5.011
2024-04-29,4.998
2024-04-30,4.998
2024-05-01,4.998
