,VRTX US Equity
2021-04-08,16.496
2021-04-09,16.495
2021-04-10,16.495
2021-04-11,16.495
2021-04-12,16.495
2021-04-13,16.495
2021-04-14,16.495
2021-04-15,16.495
2021-04-16,16.483
2021-04-17,16.483
2021-04-18,16.483
2021-04-19,16.477
2021-04-20,16.55
2021-04-21,16.55
2021-04-22,16.55
2021-04-23,16.761
2021-04-24,16.761
2021-04-25,16.761
2021-04-26,16.761
2021-04-27,16.761
2021-04-28,16.761
2021-04-29,16.163
2021-04-30,16.25
2021-05-01,16.25
2021-05-02,16.25
2021-05-03,16.25
2021-05-04,16.25
2021-05-05,16.25
2021-05-06,16.25
2021-05-07,16.25
2021-05-08,16.25
2021-05-09,16.25
2021-05-10,16.25
2021-05-11,16.25
2021-05-12,16.25
2021-05-13,16.25
2021-05-14,16.25
2021-05-15,16.25
2021-05-16,16.25
2021-05-17,16.25
2021-05-18,16.25
2021-05-19,16.25
2021-05-20,16.25
2021-05-21,16.25
2021-05-22,16.25
2021-05-23,16.25
2021-05-24,16.25
2021-05-25,16.25
2021-05-26,16.25
2021-05-27,16.25
2021-05-28,16.25
2021-05-29,16.25
2021-05-30,16.25
2021-05-31,16.25
2021-06-01,16.25
2021-06-02,16.25
2021-06-03,16.25
2021-06-04,16.25
2021-06-05,16.25
2021-06-06,16.25
2021-06-07,16.25
2021-06-08,16.25
2021-06-09,16.25
2021-06-10,15.963
2021-06-11,15.773
2021-06-12,15.773
2021-06-13,15.773
2021-06-14,15.751
2021-06-15,15.751
2021-06-16,15.751
2021-06-17,15.751
2021-06-18,15.751
2021-06-19,15.751
2021-06-20,15.751
2021-06-21,15.751
2021-06-22,15.751
2021-06-23,15.751
2021-06-24,15.751
2021-06-25,15.751
2021-06-26,15.751
2021-06-27,15.751
2021-06-28,15.751
2021-06-29,15.751
2021-06-30,15.683
2021-07-01,15.683
2021-07-02,15.683
2021-07-03,15.683
2021-07-04,15.683
2021-07-05,15.683
2021-07-06,15.683
2021-07-07,15.683
2021-07-08,15.695
2021-07-09,15.707
2021-07-10,15.707
2021-07-11,15.707
2021-07-12,15.707
2021-07-13,15.707
2021-07-14,15.707
2021-07-15,15.707
2021-07-16,15.707
2021-07-17,15.707
2021-07-18,15.707
2021-07-19,15.707
2021-07-20,15.707
2021-07-21,15.707
2021-07-22,15.707
2021-07-23,15.707
2021-07-24,15.707
2021-07-25,15.876
2021-07-26,15.876
2021-07-27,15.876
2021-07-28,15.876
2021-07-29,16.237
2021-07-30,16.209
2021-07-31,16.209
2021-08-01,16.209
2021-08-02,16.253
2021-08-03,16.253
2021-08-04,16.253
2021-08-05,16.253
2021-08-06,16.253
2021-08-07,16.253
2021-08-08,16.253
2021-08-09,16.248
2021-08-10,16.248
2021-08-11,16.285
2021-08-12,16.285
2021-08-13,16.285
2021-08-14,16.285
2021-08-15,16.285
2021-08-16,16.285
2021-08-17,16.285
2021-08-18,16.285
2021-08-19,16.285
2021-08-20,16.285
2021-08-21,16.285
2021-08-22,16.285
2021-08-23,16.285
2021-08-24,16.285
2021-08-25,16.285
2021-08-26,16.285
2021-08-27,16.285
2021-08-28,16.285
2021-08-29,16.285
2021-08-30,16.285
2021-08-31,16.285
2021-09-01,16.285
2021-09-02,16.285
2021-09-03,16.285
2021-09-04,16.285
2021-09-05,16.285
2021-09-06,16.285
2021-09-07,16.285
2021-09-08,16.301
2021-09-09,16.301
2021-09-10,16.301
2021-09-11,16.301
2021-09-12,16.301
2021-09-13,16.301
2021-09-14,16.301
2021-09-15,16.301
2021-09-16,16.301
2021-09-17,16.301
2021-09-18,16.301
2021-09-19,16.301
2021-09-20,16.301
2021-09-21,16.301
2021-09-22,16.301
2021-09-23,16.301
2021-09-24,16.301
2021-09-25,16.301
2021-09-26,16.301
2021-09-27,16.301
2021-09-28,16.301
2021-09-29,16.301
2021-09-30,16.301
2021-10-01,16.301
2021-10-02,16.301
2021-10-03,16.301
2021-10-04,16.301
2021-10-05,16.301
2021-10-06,16.372
2021-10-07,16.372
2021-10-08,16.372
2021-10-09,16.372
2021-10-10,16.372
2021-10-11,16.372
2021-10-12,16.458
2021-10-13,16.458
2021-10-14,16.452
2021-10-15,16.454
2021-10-16,16.454
2021-10-17,16.454
2021-10-18,16.454
2021-10-19,16.454
2021-10-20,16.454
2021-10-21,16.454
2021-10-22,16.454
2021-10-23,16.454
2021-10-24,16.454
2021-10-25,16.454
2021-10-26,16.454
2021-10-27,16.454
2021-10-28,16.454
2021-10-29,16.454
2021-10-30,16.454
2021-10-31,16.454
2021-11-01,16.454
2021-11-02,16.516
2021-11-03,16.422
2021-11-04,16.422
2021-11-05,16.422
2021-11-06,16.422
2021-11-07,16.422
2021-11-08,16.422
2021-11-09,16.917
2021-11-10,16.917
2021-11-11,16.917
2021-11-12,16.917
2021-11-13,16.917
2021-11-14,16.917
2021-11-15,16.891
2021-11-16,16.891
2021-11-17,16.785
2021-11-18,16.785
2021-11-19,16.785
2021-11-20,16.785
2021-11-21,16.785
2021-11-22,16.785
2021-11-23,16.785
2021-11-24,16.785
2021-11-25,16.785
2021-11-26,16.785
2021-11-27,16.785
2021-11-28,16.785
2021-11-29,16.785
2021-11-30,16.785
2021-12-01,16.859
2021-12-02,16.859
2021-12-03,16.859
2021-12-04,16.859
2021-12-05,16.859
2021-12-06,16.859
2021-12-07,16.859
2021-12-08,17.032
2021-12-09,17.032
2021-12-10,17.032
2021-12-11,17.032
2021-12-12,17.032
2021-12-13,17.032
2021-12-14,17.032
2021-12-15,17.032
2021-12-16,17.032
2021-12-17,17.032
2021-12-18,17.032
2021-12-19,17.032
2021-12-20,17.032
2021-12-21,17.032
2021-12-22,17.032
2021-12-23,17.032
2021-12-24,17.032
2021-12-25,17.032
2021-12-26,17.032
2021-12-27,17.032
2021-12-28,17.032
2021-12-29,17.032
2021-12-30,17.032
2021-12-31,17.032
2022-01-01,17.032
2022-01-02,17.032
2022-01-03,17.032
2022-01-04,17.032
2022-01-05,17.032
2022-01-06,17.02
2022-01-07,17.078
2022-01-08,17.078
2022-01-09,17.078
2022-01-10,17.078
2022-01-11,17.078
2022-01-12,17.078
2022-01-13,17.078
2022-01-14,17.078
2022-01-15,17.078
2022-01-16,17.078
2022-01-17,17.078
2022-01-18,17.078
2022-01-19,17.124
2022-01-20,17.124
2022-01-21,17.124
2022-01-22,17.124
2022-01-23,17.124
2022-01-24,17.124
2022-01-25,17.124
2022-01-26,17.599
2022-01-27,17.659
2022-01-28,17.618
2022-01-29,17.618
2022-01-30,17.618
2022-01-31,17.618
2022-02-01,17.618
2022-02-02,17.618
2022-02-03,17.618
2022-02-04,17.618
2022-02-05,17.618
2022-02-06,17.618
2022-02-07,17.618
2022-02-08,17.618
2022-02-09,17.618
2022-02-10,17.618
2022-02-11,17.618
2022-02-12,17.618
2022-02-13,17.618
2022-02-14,17.618
2022-02-15,17.618
2022-02-16,17.618
2022-02-17,17.618
2022-02-18,17.618
2022-02-19,17.618
2022-02-20,17.618
2022-02-21,17.618
2022-02-22,17.618
2022-02-23,17.618
2022-02-24,17.618
2022-02-25,17.833
2022-02-26,17.833
2022-02-27,17.564
2022-02-28,17.564
2022-03-01,17.564
2022-03-02,17.564
2022-03-03,17.564
2022-03-04,17.564
2022-03-05,17.564
2022-03-06,17.564
2022-03-07,17.564
2022-03-08,17.564
2022-03-09,17.564
2022-03-10,17.564
2022-03-11,17.564
2022-03-12,17.564
2022-03-13,17.564
2022-03-14,17.564
2022-03-15,17.564
2022-03-16,17.564
2022-03-17,17.564
2022-03-18,17.564
2022-03-19,17.564
2022-03-20,17.564
2022-03-21,17.564
2022-03-22,17.536
2022-03-23,17.536
2022-03-24,17.536
2022-03-25,17.536
2022-03-26,17.536
2022-03-27,17.536
2022-03-28,17.536
2022-03-29,17.536
2022-03-30,17.536
2022-03-31,17.873
2022-04-01,17.873
2022-04-02,17.919
2022-04-03,17.919
2022-04-04,17.908
2022-04-05,17.908
2022-04-06,17.953
2022-04-07,17.953
2022-04-08,17.953
2022-04-09,17.953
2022-04-10,17.953
2022-04-11,17.953
2022-04-12,17.953
2022-04-13,17.953
2022-04-14,17.953
2022-04-15,17.953
2022-04-16,17.953
2022-04-17,17.953
2022-04-18,17.953
2022-04-19,17.953
2022-04-20,18.008
2022-04-21,18.01
2022-04-22,18.01
2022-04-23,18.01
2022-04-24,18.01
2022-04-25,18.01
2022-04-26,18.01
2022-04-27,18.01
2022-04-28,18.01
2022-04-29,18.01
2022-04-30,18.01
2022-05-01,18.01
2022-05-02,18.01
2022-05-03,18.01
2022-05-04,18.01
2022-05-05,17.731
2022-05-06,17.638
2022-05-07,17.638
2022-05-08,17.709
2022-05-09,17.699
2022-05-10,17.797
2022-05-11,17.797
2022-05-12,17.797
2022-05-13,17.797
2022-05-14,17.797
2022-05-15,17.797
2022-05-16,17.721
2022-05-17,17.721
2022-05-18,17.721
2022-05-19,17.721
2022-05-20,17.687
2022-05-21,17.687
2022-05-22,17.687
2022-05-23,17.687
2022-05-24,17.687
2022-05-25,17.687
2022-05-26,17.687
2022-05-27,17.687
2022-05-28,17.687
2022-05-29,17.687
2022-05-30,17.687
2022-05-31,17.708
2022-06-01,17.708
2022-06-02,17.708
2022-06-03,17.708
2022-06-04,17.708
2022-06-05,17.708
2022-06-06,17.708
2022-06-07,17.708
2022-06-08,17.698
2022-06-09,17.698
2022-06-10,17.698
2022-06-11,17.698
2022-06-12,17.698
2022-06-13,17.704
2022-06-14,17.704
2022-06-15,17.704
2022-06-16,17.704
2022-06-17,17.704
2022-06-18,17.704
2022-06-19,17.704
2022-06-20,17.704
2022-06-21,17.704
2022-06-22,17.704
