,VRTX US Equity
,BEST_EPS_NXT_YR
2019-01-01,13.745
2019-01-02,13.745
2019-01-03,13.745
2019-01-04,13.925
2019-01-05,13.925
2019-01-06,13.925
2019-01-07,13.925
2019-01-08,13.925
2019-01-09,13.925
2019-01-10,13.925
2019-01-11,13.925
2019-01-12,13.925
2019-01-13,13.925
2019-01-14,13.925
2019-01-15,13.925
2019-01-16,13.925
2019-01-17,13.925
2019-01-18,13.925
2019-01-19,13.925
2019-01-20,13.925
2019-01-21,13.925
2019-01-22,13.925
2019-01-23,13.925
2019-01-24,13.925
2019-01-25,13.925
2019-01-26,13.925
2019-01-27,13.925
2019-01-28,13.925
2019-01-29,13.925
2019-01-30,13.925
2019-01-31,14.123
2019-02-01,14.123
2019-02-02,14.123
2019-02-03,14.123
2019-02-04,14.123
2019-02-05,13.733
2019-02-06,13.733
2019-02-07,13.733
2019-02-08,13.733
2019-02-09,13.733
2019-02-10,13.733
2019-02-11,13.733
2019-02-12,13.733
2019-02-13,13.733
2019-02-14,13.733
2019-02-15,13.733
2019-02-16,13.733
2019-02-17,13.733
2019-02-18,13.733
2019-02-19,13.733
2019-02-20,13.733
2019-02-21,13.733
2019-02-22,13.733
2019-02-23,13.733
2019-02-24,13.733
2019-02-25,13.733
2019-02-26,13.733
2019-02-27,13.733
2019-02-28,13.733
2019-03-01,13.733
2019-03-02,13.733
2019-03-03,13.733
2019-03-04,13.733
2019-03-05,13.733
2019-03-06,13.733
2019-03-07,13.733
2019-03-08,13.733
2019-03-09,13.733
2019-03-10,13.733
2019-03-11,13.733
2019-03-12,13.733
2019-03-13,13.733
2019-03-14,13.733
2019-03-15,13.733
2019-03-16,13.733
2019-03-17,13.733
2019-03-18,13.733
2019-03-19,13.733
2019-03-20,13.733
2019-03-21,13.733
2019-03-22,13.733
2019-03-23,13.733
2019-03-24,13.733
2019-03-25,13.733
2019-03-26,13.733
2019-03-27,13.733
2019-03-28,13.733
2019-03-29,13.733
2019-03-30,13.733
2019-03-31,13.733
2019-04-01,13.733
2019-04-02,13.733
2019-04-03,13.56
2019-04-04,13.56
2019-04-05,13.56
2019-04-06,13.56
2019-04-07,13.56
2019-04-08,13.56
2019-04-09,13.56
2019-04-10,13.56
2019-04-11,13.56
2019-04-12,13.56
2019-04-13,13.56
2019-04-14,13.56
2019-04-15,13.56
2019-04-16,13.56
2019-04-17,13.56
2019-04-18,13.56
2019-04-19,13.56
2019-04-20,13.56
2019-04-21,13.56
2019-04-22,13.56
2019-04-23,13.56
2019-04-24,13.553
2019-04-25,13.553
2019-04-26,13.553
2019-04-27,13.553
2019-04-28,13.553
2019-04-29,13.553
2019-04-30,13.46
2019-05-01,13.46
2019-05-02,13.46
2019-05-03,13.46
2019-05-04,13.46
2019-05-05,13.46
2019-05-06,13.46
2019-05-07,13.46
2019-05-08,13.46
2019-05-09,13.46
2019-05-10,13.46
2019-05-11,13.46
2019-05-12,13.46
2019-05-13,13.46
2019-05-14,13.46
2019-05-15,13.46
2019-05-16,13.46
2019-05-17,13.46
2019-05-18,13.46
2019-05-19,13.46
2019-05-20,13.46
2019-05-21,13.46
2019-05-22,13.46
2019-05-23,13.46
2019-05-24,13.46
2019-05-25,13.46
2019-05-26,13.46
2019-05-27,13.46
2019-05-28,13.46
2019-05-29,13.46
2019-05-30,13.46
2019-05-31,13.46
2019-06-01,13.46
2019-06-02,13.46
2019-06-03,13.46
2019-06-04,13.46
2019-06-05,13.46
2019-06-06,13.46
2019-06-07,13.46
2019-06-08,13.46
2019-06-09,13.46
2019-06-10,13.46
2019-06-11,13.46
2019-06-12,13.46
2019-06-13,13.46
2019-06-14,13.46
2019-06-15,13.46
2019-06-16,13.46
2019-06-17,13.46
2019-06-18,13.46
2019-06-19,13.46
2019-06-20,13.46
2019-06-21,13.46
2019-06-22,13.46
2019-06-23,13.46
2019-06-24,13.46
2019-06-25,13.46
2019-06-26,13.46
2019-06-27,13.46
2019-06-28,13.46
2019-06-29,13.46
2019-06-30,13.46
2019-07-01,14.45
2019-07-02,14.45
2019-07-03,14.46
2019-07-04,14.46
2019-07-05,14.46
2019-07-06,14.46
2019-07-07,14.46
2019-07-08,14.46
2019-07-09,14.46
2019-07-10,14.46
2019-07-11,14.46
2019-07-12,14.46
2019-07-13,14.46
2019-07-14,14.46
2019-07-15,14.46
2019-07-16,14.46
2019-07-17,14.46
2019-07-18,14.46
2019-07-19,14.46
2019-07-20,14.46
2019-07-21,14.46
2019-07-22,14.46
2019-07-23,14.47
2019-07-24,14.47
2019-07-25,14.47
2019-07-26,14.47
2019-07-27,14.47
2019-07-28,14.47
2019-07-29,14.47
2019-07-30,14.47
2019-07-31,14.37
2019-08-01,13.575
2019-08-02,13.575
2019-08-03,13.575
2019-08-04,13.575
2019-08-05,13.575
2019-08-06,13.575
2019-08-07,13.575
2019-08-08,13.575
2019-08-09,13.575
2019-08-10,13.575
2019-08-11,13.575
2019-08-12,13.575
2019-08-13,13.575
2019-08-14,13.575
2019-08-15,13.575
2019-08-16,13.575
2019-08-17,13.575
2019-08-18,13.575
2019-08-19,13.575
2019-08-20,13.575
2019-08-21,13.575
2019-08-22,13.575
2019-08-23,13.575
2019-08-24,13.575
2019-08-25,13.575
2019-08-26,13.575
2019-08-27,13.575
2019-08-28,13.575
2019-08-29,13.575
2019-08-30,13.575
2019-08-31,13.575
2019-09-01,13.575
2019-09-02,13.575
2019-09-03,13.575
2019-09-04,13.575
2019-09-05,13.575
2019-09-06,13.575
2019-09-07,13.575
2019-09-08,13.575
2019-09-09,13.575
2019-09-10,13.575
2019-09-11,13.575
2019-09-12,13.575
2019-09-13,13.575
2019-09-14,13.575
2019-09-15,13.575
2019-09-16,13.575
2019-09-17,13.575
2019-09-18,13.575
2019-09-19,13.575
2019-09-20,13.575
2019-09-21,13.575
2019-09-22,13.575
2019-09-23,13.575
2019-09-24,13.575
2019-09-25,13.575
2019-09-26,13.575
2019-09-27,13.575
2019-09-28,13.575
2019-09-29,13.575
2019-09-30,13.575
2019-10-01,13.575
2019-10-02,13.575
2019-10-03,13.575
2019-10-04,13.788
2019-10-05,13.788
2019-10-06,13.788
2019-10-07,13.788
2019-10-08,13.788
2019-10-09,13.788
2019-10-10,13.788
2019-10-11,13.788
2019-10-12,13.788
2019-10-13,13.788
2019-10-14,13.788
2019-10-15,13.788
2019-10-16,13.788
2019-10-17,13.788
2019-10-18,13.788
2019-10-19,13.788
2019-10-20,13.788
2019-10-21,13.825
2019-10-22,14.055
2019-10-23,14.055
2019-10-24,14.055
2019-10-25,14.055
2019-10-26,14.055
2019-10-27,14.055
2019-10-28,14.055
2019-10-29,14.055
2019-10-30,15.398
2019-10-31,15.398
2019-11-01,15.398
2019-11-02,15.398
2019-11-03,15.398
2019-11-04,15.398
2019-11-05,15.398
2019-11-06,15.398
2019-11-07,15.398
2019-11-08,15.398
2019-11-09,15.398
2019-11-10,15.398
2019-11-11,15.618
2019-11-12,15.618
2019-11-13,15.618
2019-11-14,15.618
2019-11-15,15.618
2019-11-16,15.618
2019-11-17,15.618
2019-11-18,15.618
2019-11-19,16.11
2019-11-20,16.11
2019-11-21,16.11
2019-11-22,16.11
2019-11-23,16.11
2019-11-24,16.11
2019-11-25,16.11
2019-11-26,16.11
2019-11-27,16.11
2019-11-28,16.11
2019-11-29,16.11
2019-11-30,16.11
2019-12-01,16.11
2019-12-02,16.11
2019-12-03,16.11
2019-12-04,16.11
2019-12-05,16.11
2019-12-06,16.11
2019-12-07,16.11
2019-12-08,16.11
2019-12-09,16.11
2019-12-10,16.11
2019-12-11,16.11
2019-12-12,16.11
2019-12-13,16.11
2019-12-14,16.11
2019-12-15,16.11
2019-12-16,16.11
2019-12-17,16.11
2019-12-18,16.11
2019-12-19,16.11
2019-12-20,16.11
2019-12-21,16.11
2019-12-22,16.11
2019-12-23,16.11
2019-12-24,16.11
2019-12-25,16.11
2019-12-26,16.11
2019-12-27,16.11
2019-12-28,16.11
2019-12-29,16.11
2019-12-30,16.11
2019-12-31,16.11
2020-01-01,16.11
2020-01-02,16.11
2020-01-03,16.11
2020-01-04,16.11
2020-01-05,16.11
2020-01-06,16.406
2020-01-07,16.406
2020-01-08,16.406
2020-01-09,16.654
2020-01-10,16.654
2020-01-11,16.654
2020-01-12,16.654
2020-01-13,16.654
2020-01-14,16.654
2020-01-15,16.654
2020-01-16,16.654
2020-01-17,16.654
2020-01-18,16.654
2020-01-19,16.654
2020-01-20,16.654
2020-01-21,16.652
2020-01-22,16.652
2020-01-23,16.652
2020-01-24,16.652
2020-01-25,16.652
2020-01-26,16.652
2020-01-27,17.415
2020-01-28,17.415
2020-01-29,17.338
2020-01-30,15.974
2020-01-31,16.297
2020-02-01,16.297
2020-02-02,16.297
2020-02-03,16.297
2020-02-04,16.297
2020-02-05,16.297
2020-02-06,16.297
2020-02-07,16.297
2020-02-08,16.297
2020-02-09,16.297
2020-02-10,16.297
2020-02-11,16.297
2020-02-12,16.297
2020-02-13,16.297
2020-02-14,16.297
2020-02-15,16.297
2020-02-16,16.297
2020-02-17,16.297
2020-02-18,16.297
2020-02-19,17.061
2020-02-20,17.061
2020-02-21,17.061
2020-02-22,17.061
2020-02-23,17.061
2020-02-24,17.061
2020-02-25,17.061
2020-02-26,17.061
2020-02-27,17.061
2020-02-28,17.061
2020-02-29,17.061
2020-03-01,17.061
2020-03-02,17.061
2020-03-03,17.061
2020-03-04,16.97
2020-03-05,16.97
2020-03-06,16.97
2020-03-07,16.97
2020-03-08,16.97
2020-03-09,16.97
2020-03-10,16.97
2020-03-11,17.11
2020-03-12,17.11
2020-03-13,17.11
2020-03-14,17.11
2020-03-15,17.11
2020-03-16,17.11
2020-03-17,17.11
2020-03-18,17.216
2020-03-19,17.216
2020-03-20,17.216
2020-03-21,17.216
2020-03-22,17.216
2020-03-23,17.216
2020-03-24,17.216
2020-03-25,17.216
2020-03-26,17.105
2020-03-27,17.105
2020-03-28,17.105
2020-03-29,17.105
2020-03-30,17.105
2020-03-31,17.105
2020-04-01,17.105
2020-04-02,17.105
2020-04-03,17.105
2020-04-04,17.105
2020-04-05,17.105
2020-04-06,16.979
2020-04-07,16.979
2020-04-08,16.979
2020-04-09,16.979
2020-04-10,16.979
2020-04-11,16.979
2020-04-12,16.979
2020-04-13,17.131
2020-04-14,17.131
2020-04-15,17.131
2020-04-16,17.131
2020-04-17,17.131
2020-04-18,17.131
2020-04-19,17.131
2020-04-20,17.131
2020-04-21,17.127
2020-04-22,17.127
2020-04-23,17.127
2020-04-24,17.127
2020-04-25,17.127
2020-04-26,17.127
2020-04-27,17.127
2020-04-28,17.127
2020-04-29,17.278
2020-04-30,17.767
2020-05-01,17.861
2020-05-02,17.861
2020-05-03,17.861
2020-05-04,17.861
2020-05-05,17.861
2020-05-06,17.861
2020-05-07,17.861
2020-05-08,17.861
2020-05-09,17.861
2020-05-10,17.861
2020-05-11,17.861
2020-05-12,17.861
2020-05-13,17.861
2020-05-14,17.861
2020-05-15,17.861
2020-05-16,17.861
2020-05-17,17.861
2020-05-18,17.861
2020-05-19,17.861
2020-05-20,17.861
2020-05-21,17.861
2020-05-22,17.861
2020-05-23,17.861
2020-05-24,17.861
2020-05-25,17.861
2020-05-26,17.861
2020-05-27,17.861
2020-05-28,17.861
2020-05-29,17.861
2020-05-30,17.861
2020-05-31,17.861
2020-06-01,17.861
2020-06-02,17.861
2020-06-03,17.861
2020-06-04,17.861
2020-06-05,17.861
2020-06-06,17.861
2020-06-07,17.861
2020-06-08,17.861
2020-06-09,17.861
2020-06-10,17.861
2020-06-11,17.861
2020-06-12,17.643
2020-06-13,17.643
2020-06-14,17.643
2020-06-15,17.643
2020-06-16,17.643
2020-06-17,17.643
2020-06-18,17.643
2020-06-19,17.643
2020-06-20,17.643
2020-06-21,17.643
2020-06-22,17.643
2020-06-23,17.778
2020-06-24,17.778
2020-06-25,17.778
2020-06-26,17.778
2020-06-27,17.778
2020-06-28,17.778
2020-06-29,17.778
2020-06-30,17.778
2020-07-01,17.778
2020-07-02,17.778
2020-07-03,17.778
2020-07-04,17.778
2020-07-05,17.778
2020-07-06,17.786
2020-07-07,17.786
2020-07-08,17.786
2020-07-09,17.786
2020-07-10,17.863
2020-07-11,17.863
2020-07-12,17.863
2020-07-13,17.863
2020-07-14,17.863
2020-07-15,17.863
2020-07-16,17.863
2020-07-17,17.863
2020-07-18,17.863
2020-07-19,17.863
2020-07-20,17.907
2020-07-21,17.907
2020-07-22,17.907
2020-07-23,17.907
2020-07-24,17.907
2020-07-25,17.907
2020-07-26,17.907
2020-07-27,17.907
2020-07-28,17.907
2020-07-29,17.907
2020-07-30,18.076
2020-07-31,18.478
2020-08-01,18.537
2020-08-02,18.537
2020-08-03,18.537
2020-08-04,18.537
2020-08-05,18.537
2020-08-06,18.537
2020-08-07,18.537
2020-08-08,18.537
2020-08-09,18.537
2020-08-10,18.537
2020-08-11,18.537
2020-08-12,18.537
2020-08-13,18.537
2020-08-14,18.537
2020-08-15,18.537
2020-08-16,18.537
2020-08-17,18.537
2020-08-18,18.537
2020-08-19,18.537
2020-08-20,18.537
2020-08-21,18.537
2020-08-22,18.537
2020-08-23,18.537
2020-08-24,18.537
2020-08-25,18.537
2020-08-26,18.537
2020-08-27,18.537
2020-08-28,18.537
2020-08-29,18.537
2020-08-30,18.537
2020-08-31,18.537
2020-09-01,18.537
2020-09-02,18.537
2020-09-03,18.537
2020-09-04,18.537
2020-09-05,18.537
2020-09-06,18.537
2020-09-07,18.537
2020-09-08,18.537
2020-09-09,18.537
2020-09-10,18.537
2020-09-11,18.537
2020-09-12,18.537
2020-09-13,18.537
2020-09-14,18.537
2020-09-15,18.537
2020-09-16,18.537
2020-09-17,18.537
2020-09-18,18.537
2020-09-19,18.537
2020-09-20,18.537
2020-09-21,18.537
2020-09-22,18.537
2020-09-23,18.537
2020-09-24,18.537
2020-09-25,18.537
2020-09-26,18.537
2020-09-27,18.537
2020-09-28,18.537
2020-09-29,18.537
2020-09-30,18.537
2020-10-01,18.408
2020-10-02,18.408
2020-10-03,18.408
2020-10-04,18.408
2020-10-05,18.426
2020-10-06,18.426
2020-10-07,18.426
2020-10-08,18.426
2020-10-09,18.426
2020-10-10,18.426
2020-10-11,18.426
2020-10-12,18.426
2020-10-13,18.426
2020-10-14,18.311
2020-10-15,18.271
2020-10-16,18.245
2020-10-17,18.245
2020-10-18,18.245
2020-10-19,17.888
2020-10-20,17.888
2020-10-21,17.888
2020-10-22,17.888
2020-10-23,17.888
2020-10-24,17.888
2020-10-25,17.888
2020-10-26,17.888
2020-10-27,17.888
2020-10-28,17.888
2020-10-29,17.51
2020-10-30,17.405
2020-10-31,16.811
2020-11-01,16.811
2020-11-02,16.811
2020-11-03,16.811
2020-11-04,16.811
2020-11-05,16.811
2020-11-06,16.811
2020-11-07,16.811
2020-11-08,16.811
2020-11-09,16.811
2020-11-10,16.811
2020-11-11,16.811
2020-11-12,16.811
2020-11-13,16.811
2020-11-14,16.811
2020-11-15,16.811
2020-11-16,16.811
2020-11-17,16.811
2020-11-18,16.811
2020-11-19,16.89
2020-11-20,16.89
2020-11-21,16.89
2020-11-22,16.89
2020-11-23,16.89
2020-11-24,16.89
2020-11-25,16.89
2020-11-26,16.89
2020-11-27,16.89
2020-11-28,16.89
2020-11-29,16.89
2020-11-30,16.894
2020-12-01,16.894
2020-12-02,16.894
2020-12-03,16.894
2020-12-04,16.894
2020-12-05,16.894
2020-12-06,16.894
2020-12-07,16.894
2020-12-08,16.894
2020-12-09,16.838
2020-12-10,16.838
2020-12-11,16.838
2020-12-12,16.838
2020-12-13,16.838
2020-12-14,16.838
2020-12-15,16.838
2020-12-16,16.838
2020-12-17,16.838
2020-12-18,16.838
2020-12-19,16.838
2020-12-20,16.838
2020-12-21,16.838
2020-12-22,16.838
2020-12-23,16.838
2020-12-24,16.838
2020-12-25,16.838
2020-12-26,16.838
2020-12-27,16.838
2020-12-28,16.838
2020-12-29,16.838
2020-12-30,17.157
2020-12-31,17.157
2021-01-01,17.157
2021-01-02,17.157
2021-01-03,17.157
2021-01-04,17.157
2021-01-05,17.157
2021-01-06,17.157
2021-01-07,17.176
2021-01-08,17.176
2021-01-09,17.176
2021-01-10,17.176
2021-01-11,17.176
2021-01-12,17.176
2021-01-13,17.176
2021-01-14,17.176
2021-01-15,17.176
2021-01-16,17.176
2021-01-17,17.176
2021-01-18,17.176
2021-01-19,17.176
2021-01-20,17.176
2021-01-21,17.176
2021-01-22,17.082
2021-01-23,17.082
2021-01-24,17.082
2021-01-25,17.082
2021-01-26,17.082
2021-01-27,17.069
2021-01-28,17.069
2021-01-29,17.069
2021-01-30,17.069
2021-01-31,17.069
2021-02-01,16.653
2021-02-02,16.503
2021-02-03,16.503
2021-02-04,16.563
2021-02-05,16.563
2021-02-06,16.563
2021-02-07,16.563
2021-02-08,16.563
2021-02-09,16.563
2021-02-10,16.563
2021-02-11,16.563
2021-02-12,16.563
2021-02-13,16.563
2021-02-14,16.563
2021-02-15,16.563
2021-02-16,16.563
2021-02-17,16.563
2021-02-18,16.563
2021-02-19,16.498
2021-02-20,16.498
2021-02-21,16.498
2021-02-22,16.498
2021-02-23,16.498
2021-02-24,16.498
2021-02-25,16.498
2021-02-26,16.498
2021-02-27,16.498
2021-02-28,16.498
2021-03-01,16.498
2021-03-02,16.498
2021-03-03,16.498
2021-03-04,16.498
2021-03-05,16.498
2021-03-06,16.498
2021-03-07,16.498
2021-03-08,16.498
2021-03-09,16.477
2021-03-10,16.477
2021-03-11,16.477
2021-03-12,16.477
2021-03-13,16.477
2021-03-14,16.477
2021-03-15,16.477
2021-03-16,16.477
2021-03-17,16.477
2021-03-18,16.477
2021-03-19,16.477
2021-03-20,16.477
2021-03-21,16.477
2021-03-22,16.477
2021-03-23,16.477
2021-03-24,16.477
2021-03-25,16.477
2021-03-26,16.477
2021-03-27,16.477
2021-03-28,16.477
2021-03-29,16.477
2021-03-30,16.477
2021-03-31,16.477
2021-04-01,16.477
2021-04-02,16.477
2021-04-03,16.477
2021-04-04,16.477
2021-04-05,16.477
2021-04-06,16.477
2021-04-07,16.477
