,CIE SM Equity,CIE SM Equity,CIE SM Equity,CIE SM Equity,CIE SM Equity
2014-01-12,5.4699,5.5423,5.3872,5.4044,2882655.0
2014-01-13,5.4113,5.4733,5.3975,5.4113,174418.0
2014-01-14,5.4354,5.4354,5.3837,5.4113,89278.0
2014-01-15,5.394,5.4802,5.3768,5.4251,87421.0
2014-01-16,5.4526,5.4837,5.4182,5.4423,50907.0
2014-01-17,5.4457,5.4699,5.3768,5.4285,346298.0
2014-01-18,5.4457,5.4699,5.3768,5.4285,346298.0
2014-01-19,5.4457,5.4699,5.3768,5.4285,346298.0
2014-01-20,5.4251,5.4457,5.3492,5.3699,25244.0
2014-01-21,5.363,5.4044,5.3286,5.3355,28892.0
2014-01-22,5.3492,5.3699,5.2114,5.2596,69423.0
2014-01-23,5.2252,5.2906,5.2252,5.2389,87906.0
2014-01-24,5.2872,5.2872,5.1252,5.1252,124733.0
2014-01-25,5.2872,5.2872,5.1252,5.1252,124733.0
2014-01-26,5.2872,5.2872,5.1252,5.1252,124733.0
2014-01-27,5.1666,5.2148,5.1287,5.1631,92844.0
2014-01-28,5.2355,5.2424,5.1838,5.2355,143534.0
2014-01-29,5.2596,5.2872,5.1321,5.1804,134773.0
2014-01-30,5.17,5.3079,5.1218,5.2803,142735.0
2014-01-31,5.3044,5.3355,5.2114,5.2769,30395.0
2014-02-01,5.3044,5.3355,5.2114,5.2769,30395.0
2014-02-02,5.3044,5.3355,5.2114,5.2769,30395.0
2014-02-03,5.2734,5.3079,5.139,5.17,125518.0
2014-02-04,5.1941,5.2079,4.9701,5.17,129504.0
2014-02-05,5.2045,5.2286,5.1424,5.1769,88836.0
2014-02-06,5.1218,5.2252,5.1218,5.1666,126916.0
2014-02-07,5.1045,5.2079,5.1045,5.2079,1009003.0
2014-02-08,5.1045,5.2079,5.1045,5.2079,1009003.0
2014-02-09,5.1045,5.2079,5.1045,5.2079,1009003.0
2014-02-10,5.2252,5.2872,5.1666,5.2458,209086.0
2014-02-11,5.2424,5.4389,5.2424,5.3768,172308.0
2014-02-12,5.4009,5.4182,5.3044,5.3561,126215.0
2014-02-13,5.3079,5.4561,5.3079,5.4457,566427.0
2014-02-14,5.4457,5.5147,5.4251,5.4457,217983.0
2014-02-15,5.4457,5.5147,5.4251,5.4457,217983.0
2014-02-16,5.4457,5.5147,5.4251,5.4457,217983.0
2014-02-17,5.432,5.5147,5.432,5.4802,122484.0
2014-02-18,5.4457,5.4802,5.4113,5.4251,31049.0
2014-02-19,5.4113,5.4423,5.394,5.394,41535.0
2014-02-20,5.3906,5.4182,5.3079,5.3492,142261.0
2014-02-21,5.3458,5.3768,5.2114,5.2596,112660.0
2014-02-22,5.3458,5.3768,5.2114,5.2596,112660.0
2014-02-23,5.3458,5.3768,5.2114,5.2596,112660.0
2014-02-24,5.4354,5.4354,5.3148,5.3768,200130.0
2014-02-25,5.3768,5.4526,5.3768,5.3975,123455.0
2014-02-26,5.4182,5.4457,5.3975,5.4113,79031.0
2014-02-27,5.394,5.432,5.3768,5.3768,31380.0
2014-02-28,5.3768,5.4044,5.2975,5.3768,144492.0
2014-03-01,5.3768,5.4044,5.2975,5.3768,144492.0
2014-03-02,5.3768,5.4044,5.2975,5.3768,144492.0
2014-03-03,5.2527,5.2769,5.1941,5.2114,108030.0
2014-03-04,5.2114,5.2803,5.2114,5.2527,72648.0
2014-03-05,5.2872,5.4561,5.2734,5.4561,55679.0
2014-03-06,5.4802,5.5974,5.4699,5.5836,96543.0
2014-03-07,5.5526,5.6043,5.4423,5.4492,2842907.0
2014-03-08,5.5526,5.6043,5.4423,5.4492,2842907.0
2014-03-09,5.5526,5.6043,5.4423,5.4492,2842907.0
2014-03-10,5.4457,5.5216,5.4457,5.4871,57101.0
2014-03-11,5.5112,5.5112,5.4457,5.4526,45037.0
2014-03-12,5.4251,5.4526,5.3768,5.4078,49176.0
2014-03-13,5.3803,5.4664,5.3286,5.3561,357970.0
2014-03-14,5.3148,5.3768,5.2527,5.3148,82914.0
2014-03-15,5.3148,5.3768,5.2527,5.3148,82914.0
2014-03-16,5.3148,5.3768,5.2527,5.3148,82914.0
2014-03-17,5.3665,5.4009,5.3389,5.3768,35361.0
2014-03-18,5.3458,5.4182,5.3458,5.394,31895.0
2014-03-19,5.4147,5.5078,5.4078,5.4699,87386.0
2014-03-20,5.4216,5.5147,5.4113,5.4974,162714.0
2014-03-21,5.4974,5.5698,5.4974,5.5457,538995.0
2014-03-22,5.4974,5.5698,5.4974,5.5457,538995.0
2014-03-23,5.4974,5.5698,5.4974,5.5457,538995.0
2014-03-24,5.556,5.556,5.4182,5.4182,79770.0
2014-03-25,5.4561,5.5733,5.4423,5.4906,102549.0
2014-03-26,5.5216,5.5733,5.5009,5.525,117000.0
2014-03-27,5.463,5.6146,5.463,5.6008,221745.0
2014-03-28,5.6112,5.9972,5.5836,5.8938,471879.0
2014-03-29,5.6112,5.9972,5.5836,5.8938,471879.0
2014-03-30,5.6112,5.9972,5.5836,5.8938,471879.0
2014-03-31,5.9903,6.011,5.8731,5.9317,189099.0
2014-04-01,5.9731,6.3074,5.9007,6.2385,340879.0
2014-04-02,6.204,6.2454,6.1213,6.1902,190927.0
2014-04-03,6.1902,6.1902,6.0903,6.1351,127558.0
2014-04-04,6.1489,6.1558,6.0076,6.1179,505695.0
2014-04-05,6.1489,6.1558,6.0076,6.1179,505695.0
2014-04-06,6.1489,6.1558,6.0076,6.1179,505695.0
2014-04-07,6.0972,6.1558,6.0593,6.0972,74148.0
2014-04-08,6.0972,6.1558,6.0455,6.1351,192752.0
2014-04-09,6.1351,6.3074,6.1282,6.3074,270943.0
2014-04-10,6.3419,6.4315,6.204,6.273,205656.0
2014-04-11,6.2833,6.3488,6.142,6.2764,198190.0
2014-04-12,6.2833,6.3488,6.142,6.2764,198190.0
2014-04-13,6.2833,6.3488,6.142,6.2764,198190.0
2014-04-14,6.204,6.2178,6.1006,6.204,126952.0
2014-04-15,6.2454,6.3212,6.204,6.2454,100521.0
2014-04-16,6.2798,6.3074,6.204,6.273,55084.0
2014-04-17,6.2661,6.3626,6.2385,6.3488,43532.0
2014-04-18,6.2661,6.3626,6.2385,6.3488,43532.0
2014-04-19,6.2661,6.3626,6.2385,6.3488,43532.0
2014-04-20,6.2661,6.3626,6.2385,6.3488,43532.0
2014-04-21,6.2661,6.3626,6.2385,6.3488,43532.0
2014-04-22,6.3764,6.4729,6.3557,6.4074,114451.0
2014-04-23,6.4522,6.4591,6.3695,6.4453,104962.0
2014-04-24,6.4591,6.6107,6.4453,6.6038,163638.0
2014-04-25,6.6107,6.6107,6.3832,6.4418,55527.0
2014-04-26,6.6107,6.6107,6.3832,6.4418,55527.0
2014-04-27,6.6107,6.6107,6.3832,6.4418,55527.0
2014-04-28,6.4177,6.4384,6.204,6.2523,64570.0
2014-04-29,6.2523,6.3419,6.2385,6.3005,88806.0
2014-04-30,6.273,6.3419,6.2385,6.3074,93799.0
2014-05-01,6.273,6.3419,6.2385,6.3074,93799.0
2014-05-02,6.366,6.366,6.2385,6.3419,105766.0
2014-05-03,6.366,6.366,6.2385,6.3419,105766.0
2014-05-04,6.366,6.366,6.2385,6.3419,105766.0
2014-05-05,6.3695,6.3764,6.2764,6.3764,85688.0
2014-05-06,6.3832,6.4798,6.3798,6.4694,81760.0
2014-05-07,6.4694,6.4694,6.3074,6.335,64163.0
2014-05-08,6.3488,6.4591,6.3419,6.4246,54816.0
2014-05-09,6.4246,6.4246,6.3557,6.3901,56968.0
2014-05-10,6.4246,6.4246,6.3557,6.3901,56968.0
2014-05-11,6.4246,6.4246,6.3557,6.3901,56968.0
2014-05-12,6.4108,6.4591,6.3453,6.4108,72291.0
2014-05-13,6.4798,6.4798,6.3281,6.3936,236708.0
2014-05-14,6.397,6.397,6.2178,6.3178,132010.0
2014-05-15,6.2867,6.3315,6.204,6.2523,77339.0
2014-05-16,6.3074,6.3074,5.8525,6.1799,212395.0
2014-05-17,6.3074,6.3074,5.8525,6.1799,212395.0
2014-05-18,6.3074,6.3074,5.8525,6.1799,212395.0
2014-05-19,6.1385,6.273,6.1385,6.273,239489.0
2014-05-20,6.2385,6.273,6.1764,6.1764,64799.0
2014-05-21,6.204,6.204,6.1351,6.1351,61275.0
2014-05-22,6.142,6.142,6.0455,6.0937,131226.0
2014-05-23,6.1592,6.1833,6.1075,6.1351,106285.0
2014-05-24,6.1592,6.1833,6.1075,6.1351,106285.0
2014-05-25,6.1592,6.1833,6.1075,6.1351,106285.0
2014-05-26,6.173,6.273,6.1351,6.2385,65384.0
2014-05-27,6.2592,6.273,6.0937,6.204,157478.0
2014-05-28,6.2419,6.2454,6.1833,6.204,106764.0
2014-05-29,6.2109,6.4453,6.204,6.4108,300859.0
2014-05-30,6.3695,6.6176,6.3557,6.5728,266359.0
2014-05-31,6.3695,6.6176,6.3557,6.5728,266359.0
2014-06-01,6.3695,6.6176,6.3557,6.5728,266359.0
2014-06-02,6.5625,6.7417,6.5625,6.6245,124099.0
2014-06-03,6.6797,6.7072,6.5246,6.5521,217298.0
2014-06-04,6.5694,6.6038,6.3832,6.5694,185388.0
2014-06-05,6.6107,6.6176,6.4453,6.5728,141975.0
2014-06-06,6.4453,6.5073,6.2798,6.5073,1251501.0
2014-06-07,6.4453,6.5073,6.2798,6.5073,1251501.0
2014-06-08,6.4453,6.5073,6.2798,6.5073,1251501.0
2014-06-09,6.5487,6.5832,6.4591,6.528,466646.0
2014-06-10,6.5625,6.6176,6.5383,6.6004,10626711.0
2014-06-11,6.5349,6.7555,6.5349,6.6866,1151593.0
2014-06-12,6.7417,6.7831,6.7348,6.7555,215351.0
2014-06-13,6.7279,6.7279,6.6314,6.6521,228779.0
2014-06-14,6.7279,6.7279,6.6314,6.6521,228779.0
2014-06-15,6.7279,6.7279,6.6314,6.6521,228779.0
2014-06-16,6.6728,6.7486,6.5832,6.7003,186131.0
2014-06-17,6.7279,6.7796,6.7003,6.7693,220711.0
2014-06-18,6.79,6.883,6.7693,6.8589,193576.0
2014-06-19,6.8589,6.8658,6.7831,6.8451,544536.0
2014-06-20,6.8313,6.8934,6.752,6.7589,742819.0
2014-06-21,6.8313,6.8934,6.752,6.7589,742819.0
2014-06-22,6.8313,6.8934,6.752,6.7589,742819.0
2014-06-23,6.8072,6.914,6.7865,6.8865,813333.0
2014-06-24,6.8865,7.0898,6.8692,7.0519,339123.0
2014-06-25,7.0795,7.1002,6.9416,7.0622,284857.0
2014-06-26,7.0588,7.2173,7.0485,7.0933,293908.0
2014-06-27,7.1208,7.1587,6.9485,6.9968,274459.0
2014-06-28,7.1208,7.1587,6.9485,6.9968,274459.0
2014-06-29,7.1208,7.1587,6.9485,6.9968,274459.0
2014-06-30,7.0278,7.238,7.014,7.238,320204.0
2014-07-01,7.238,7.4,7.1484,7.2863,627101.0
2014-07-02,7.3276,7.4104,7.176,7.2828,232934.0
2014-07-03,7.3315,7.3315,7.2272,7.328,163049.0
2014-07-04,7.328,7.328,6.9943,6.9943,464958.0
2014-07-05,7.328,7.328,6.9943,6.9943,464958.0
2014-07-06,7.328,7.328,6.9943,6.9943,464958.0
2014-07-07,6.97,7.1333,6.7927,7.0186,272759.0
2014-07-08,7.0986,7.1438,6.897,6.9839,442923.0
2014-07-09,6.963,7.0291,6.8344,6.9734,132452.0
2014-07-10,6.9734,6.9734,6.8135,6.8413,116727.0
2014-07-11,6.8865,7.2168,6.8726,7.1403,326951.0
2014-07-12,6.8865,7.2168,6.8726,7.1403,326951.0
2014-07-13,6.8865,7.2168,6.8726,7.1403,326951.0
2014-07-14,7.1785,7.2307,7.1438,7.1924,56942.0
2014-07-15,7.2133,7.2133,7.1021,7.1681,41615.0
2014-07-16,7.1716,7.4045,7.1646,7.3802,259366.0
2014-07-17,7.4045,7.4184,7.3454,7.3767,116340.0
2014-07-18,7.328,7.3906,7.1785,7.2794,104689.0
2014-07-19,7.328,7.3906,7.1785,7.2794,104689.0
2014-07-20,7.328,7.3906,7.1785,7.2794,104689.0
2014-07-21,7.255,7.3454,7.1473,7.182,97140.0
2014-07-22,7.182,7.2654,7.0708,7.0708,475754.0
2014-07-23,7.0673,7.2237,7.0012,7.2203,101545.0
2014-07-24,7.2307,7.4636,7.2168,7.4636,215369.0
2014-07-25,7.4288,7.6339,7.3906,7.6339,501133.0
2014-07-26,7.4288,7.6339,7.3906,7.6339,501133.0
2014-07-27,7.4288,7.6339,7.3906,7.6339,501133.0
2014-07-28,7.6166,7.6687,7.474,7.5575,251781.0
2014-07-29,7.6235,7.6235,7.4949,7.5227,131702.0
2014-07-30,7.5714,7.5714,7.3697,7.3906,124745.0
2014-07-31,7.3941,7.401,7.2342,7.3002,128775.0
2014-08-01,7.3072,7.3906,7.2828,7.3489,105515.0
2014-08-02,7.3072,7.3906,7.2828,7.3489,105515.0
2014-08-03,7.3072,7.3906,7.2828,7.3489,105515.0
2014-08-04,7.4115,7.6131,7.3836,7.5818,154689.0
2014-08-05,7.5853,7.5957,7.3906,7.401,165845.0
2014-08-06,7.3697,7.3697,7.1368,7.182,178353.0
2014-08-07,7.1681,7.328,7.116,7.116,98769.0
2014-08-08,7.0777,7.328,7.036,7.2585,197415.0
2014-08-09,7.0777,7.328,7.036,7.2585,197415.0
2014-08-10,7.0777,7.328,7.036,7.2585,197415.0
2014-08-11,7.3975,7.481,7.3558,7.4358,116364.0
2014-08-12,7.4636,7.5366,7.3072,7.3072,170305.0
2014-08-13,7.3802,7.3802,7.1264,7.189,116346.0
2014-08-14,7.2133,7.3002,7.1646,7.2481,103782.0
2014-08-15,7.2828,7.3454,7.1612,7.1612,57094.0
2014-08-16,7.2828,7.3454,7.1612,7.1612,57094.0
2014-08-17,7.2828,7.3454,7.1612,7.1612,57094.0
2014-08-18,7.2168,7.3454,7.1924,7.3002,99277.0
2014-08-19,7.3454,7.401,7.2446,7.3628,85454.0
2014-08-20,7.3836,7.4497,7.3384,7.4462,87796.0
2014-08-21,7.4393,7.5748,7.4254,7.5575,73492.0
2014-08-22,7.5123,7.5609,7.4045,7.481,82562.0
2014-08-23,7.5123,7.5609,7.4045,7.481,82562.0
2014-08-24,7.5123,7.5609,7.4045,7.481,82562.0
2014-08-25,7.5714,7.5714,7.4288,7.5053,59849.0
2014-08-26,7.5644,7.5644,7.4393,7.4393,86764.0
2014-08-27,7.4254,7.5018,7.3767,7.4045,55667.0
2014-08-28,7.4462,7.4462,7.328,7.3941,62186.0
2014-08-29,7.4532,7.4532,7.2689,7.4219,68880.0
2014-08-30,7.4532,7.4532,7.2689,7.4219,68880.0
2014-08-31,7.4532,7.4532,7.2689,7.4219,68880.0
2014-09-01,7.4149,7.4358,7.2168,7.3211,101682.0
2014-09-02,7.335,7.4045,7.2933,7.3141,45227.0
2014-09-03,7.3558,7.4462,7.3245,7.4393,82409.0
2014-09-04,7.4358,7.5609,7.3871,7.4879,79991.0
2014-09-05,7.5575,7.7278,7.5157,7.7174,212637.0
2014-09-06,7.5575,7.7278,7.5157,7.7174,212637.0
2014-09-07,7.5575,7.7278,7.5157,7.7174,212637.0
2014-09-08,7.6617,8.0163,7.6617,7.9433,169728.0
2014-09-09,7.6548,8.0268,7.6548,7.9885,135325.0
2014-09-10,7.8912,7.9259,7.766,7.9016,80295.0
2014-09-11,7.9259,7.9711,7.766,7.7869,45456.0
2014-09-12,7.8217,7.8217,7.6687,7.7382,71812.0
2014-09-13,7.8217,7.8217,7.6687,7.7382,71812.0
2014-09-14,7.8217,7.8217,7.6687,7.7382,71812.0
2014-09-15,7.8529,7.9955,7.7035,7.9955,106761.0
2014-09-16,7.9955,8.0511,7.8217,8.0511,132581.0
2014-09-17,8.0511,8.2388,8.0024,8.1449,200119.0
2014-09-18,8.2075,8.284,8.1832,8.284,117726.0
2014-09-19,8.364,8.3779,8.204,8.3501,180405.0
2014-09-20,8.364,8.3779,8.204,8.3501,180405.0
2014-09-21,8.364,8.3779,8.204,8.3501,180405.0
2014-09-22,8.3709,8.5412,8.3083,8.4265,314502.0
2014-09-23,8.4126,8.43,8.277,8.3709,223027.0
2014-09-24,8.3396,8.3709,8.211,8.2944,181512.0
2014-09-25,8.3083,8.3431,7.919,7.9607,333923.0
2014-09-26,7.9607,7.9607,7.5088,7.6617,499068.0
2014-09-27,7.9607,7.9607,7.5088,7.6617,499068.0
2014-09-28,7.9607,7.9607,7.5088,7.6617,499068.0
2014-09-29,7.6617,7.7869,7.6409,7.7591,111611.0
2014-09-30,7.7521,7.7591,7.6061,7.6548,134374.0
2014-10-01,7.6478,7.6896,7.043,7.3419,552988.0
2014-10-02,7.3141,7.3141,7.1612,7.1612,261922.0
2014-10-03,7.1612,7.4566,7.0986,7.408,260561.0
2014-10-04,7.1612,7.4566,7.0986,7.408,260561.0
2014-10-05,7.1612,7.4566,7.0986,7.408,260561.0
2014-10-06,7.4393,7.4845,7.1403,7.1924,115183.0
2014-10-07,7.189,7.2481,6.9595,6.9734,276367.0
2014-10-08,6.9526,6.9561,6.7996,6.8935,290606.0
2014-10-09,6.9456,7.0569,6.7718,6.8031,178510.0
2014-10-10,6.7162,6.7162,6.4868,6.5424,601145.0
2014-10-11,6.7162,6.7162,6.4868,6.5424,601145.0
2014-10-12,6.7162,6.7162,6.4868,6.5424,601145.0
2014-10-13,6.5528,6.9526,6.5076,6.8413,144575.0
2014-10-14,6.8657,6.89,6.6084,6.824,274381.0
2014-10-15,6.8483,6.8796,6.5424,6.7788,460045.0
2014-10-16,6.744,6.9213,6.5702,6.6119,308971.0
2014-10-17,6.6849,7.0117,6.6849,6.9526,105242.0
2014-10-18,6.6849,7.0117,6.6849,6.9526,105242.0
2014-10-19,6.6849,7.0117,6.6849,6.9526,105242.0
2014-10-20,7.0082,7.0882,6.8309,6.8413,114380.0
2014-10-21,6.8761,7.1785,6.8483,7.1751,808909.0
2014-10-22,7.3836,7.3836,7.043,7.1403,246137.0
2014-10-23,7.0986,7.1612,7.043,7.1473,78852.0
2014-10-24,7.1751,7.4184,7.1055,7.3002,182193.0
2014-10-25,7.1751,7.4184,7.1055,7.3002,182193.0
2014-10-26,7.1751,7.4184,7.1055,7.3002,182193.0
2014-10-27,7.335,7.3906,6.9873,7.0638,147684.0
2014-10-28,7.1473,7.1959,7.0082,7.0743,185521.0
2014-10-29,7.2237,7.2237,7.0569,7.0603,41333.0
2014-10-30,7.182,7.3002,7.0743,7.2724,88092.0
2014-10-31,7.2933,7.5575,7.2863,7.5157,159109.0
2014-11-01,7.2933,7.5575,7.2863,7.5157,159109.0
2014-11-02,7.2933,7.5575,7.2863,7.5157,159109.0
2014-11-03,7.5262,7.6896,7.5262,7.6166,214494.0
2014-11-04,7.6826,7.8495,7.6478,7.6478,127227.0
2014-11-05,7.8008,7.8564,7.5192,7.627,170286.0
2014-11-06,7.6478,7.8147,7.5436,7.6409,326294.0
2014-11-07,7.7104,7.8356,7.6478,7.6513,248049.0
2014-11-08,7.7104,7.8356,7.6478,7.6513,248049.0
2014-11-09,7.7104,7.8356,7.6478,7.6513,248049.0
2014-11-10,7.7104,7.8286,7.5853,7.7869,80499.0
2014-11-11,7.8217,7.8947,7.8217,7.8912,315081.0
2014-11-12,7.8912,7.9051,7.5748,7.5818,110513.0
2014-11-13,7.5818,7.6548,7.5818,7.6096,86778.0
2014-11-14,7.6061,7.6478,7.5053,7.5887,54448.0
2014-11-15,7.6061,7.6478,7.5053,7.5887,54448.0
2014-11-16,7.6061,7.6478,7.5053,7.5887,54448.0
2014-11-17,7.6756,7.6756,7.4984,7.62,75557.0
2014-11-18,7.6409,7.7174,7.6235,7.7104,187675.0
2014-11-19,7.7521,7.7869,7.5783,7.6478,222124.0
2014-11-20,7.6722,7.6722,7.4462,7.5227,85920.0
2014-11-21,7.5783,7.7521,7.5714,7.7104,228827.0
2014-11-22,7.5783,7.7521,7.5714,7.7104,228827.0
2014-11-23,7.5783,7.7521,7.5714,7.7104,228827.0
2014-11-24,7.7104,7.8182,7.6409,7.6756,109803.0
2014-11-25,7.7313,8.0824,7.7104,7.992,200342.0
2014-11-26,8.0233,8.0998,7.7869,7.8217,101872.0
2014-11-27,7.9607,8.0233,7.9086,8.0024,96319.0
2014-11-28,8.0094,8.3779,7.9433,8.2075,160801.0
2014-11-29,8.0094,8.3779,7.9433,8.2075,160801.0
2014-11-30,8.0094,8.3779,7.9433,8.2075,160801.0
2014-12-01,8.1554,8.3361,8.0859,8.3014,241705.0
2014-12-02,8.2319,8.3292,8.0685,8.2353,302855.0
2014-12-03,8.2944,8.3083,8.2458,8.2736,83849.0
2014-12-04,8.2666,8.277,8.0789,8.1693,214344.0
2014-12-05,8.277,8.277,8.0998,8.204,117238.0
2014-12-06,8.277,8.277,8.0998,8.204,117238.0
2014-12-07,8.277,8.277,8.0998,8.204,117238.0
2014-12-08,8.2562,8.2631,8.1415,8.2388,20897.0
2014-12-09,8.204,8.204,7.9329,8.1137,233769.0
2014-12-10,8.1762,8.1762,8.0476,8.0998,34283.0
2014-12-11,8.0059,8.1589,7.9607,8.1345,77112.0
2014-12-12,8.1067,8.1067,8.0302,8.0302,83475.0
2014-12-13,8.1067,8.1067,8.0302,8.0302,83475.0
2014-12-14,8.1067,8.1067,8.0302,8.0302,83475.0
2014-12-15,8.0302,8.0998,7.9329,7.9329,91036.0
2014-12-16,7.839,7.8495,7.5227,7.7799,332281.0
2014-12-17,7.7521,7.7521,7.5783,7.6444,107987.0
2014-12-18,7.6478,7.9538,7.6478,7.8912,232993.0
2014-12-19,7.8912,7.9955,7.7174,7.8564,102420.0
2014-12-20,7.8912,7.9955,7.7174,7.8564,102420.0
2014-12-21,7.8912,7.9955,7.7174,7.8564,102420.0
2014-12-22,7.9607,7.9711,7.8634,7.8912,241813.0
2014-12-23,7.9538,8.0198,7.9051,8.0198,75781.0
2014-12-24,8.1901,8.1901,8.0441,8.0998,10509.0
2014-12-25,8.1901,8.1901,8.0441,8.0998,10509.0
2014-12-26,8.1901,8.1901,8.0441,8.0998,10509.0
2014-12-27,8.1901,8.1901,8.0441,8.0998,10509.0
2014-12-28,8.1901,8.1901,8.0441,8.0998,10509.0
2014-12-29,8.1901,8.1901,7.7938,7.9607,820432.0
2014-12-30,8.0094,8.0094,7.8495,7.8564,50924.0
2014-12-31,7.5262,7.8321,7.3037,7.8321,67170.0
2015-01-01,7.5262,7.8321,7.3037,7.8321,67170.0
2015-01-02,7.7869,7.8808,7.7174,7.8495,434418.0
2015-01-03,7.7869,7.8808,7.7174,7.8495,434418.0
2015-01-04,7.7869,7.8808,7.7174,7.8495,434418.0
2015-01-05,7.7969,7.8214,7.6811,7.7372,171871.0
2015-01-06,7.5759,7.8039,7.5478,7.6215,102381.0
2015-01-07,7.7337,7.7513,7.4987,7.4987,135054.0
2015-01-08,7.4707,7.9442,7.4707,7.8705,213461.0
2015-01-09,7.9266,7.9266,7.7162,7.8039,56892.0
2015-01-10,7.9266,7.9266,7.7162,7.8039,56892.0
2015-01-11,7.9266,7.9266,7.7162,7.8039,56892.0
2015-01-12,7.8565,8.0318,7.8565,8.0038,197187.0
2015-01-13,8.0073,8.0318,7.9477,8.0318,211758.0
2015-01-14,8.0108,8.0354,7.9056,7.9617,257410.0
2015-01-15,7.9757,7.9968,7.8915,7.9021,183460.0
2015-01-16,7.9968,8.3475,7.9477,8.3475,539481.0
2015-01-17,7.9968,8.3475,7.9477,8.3475,539481.0
2015-01-18,7.9968,8.3475,7.9477,8.3475,539481.0
2015-01-19,8.365,8.3721,8.2879,8.3405,220036.0
2015-01-20,8.3475,8.5088,8.344,8.5088,96114.0
2015-01-21,8.4597,8.5474,8.4422,8.5474,150695.0
2015-01-22,8.607,8.6982,8.4948,8.5965,109127.0
2015-01-23,8.5579,8.6982,8.4878,8.5509,73241.0
2015-01-24,8.5579,8.6982,8.4878,8.5509,73241.0
2015-01-25,8.5579,8.6982,8.4878,8.5509,73241.0
2015-01-26,8.5369,8.6982,8.4597,8.6947,100891.0
2015-01-27,8.6,8.7579,8.5544,8.5579,181773.0
2015-01-28,8.6912,8.6982,8.5965,8.5965,59096.0
2015-01-29,8.6351,8.8456,8.5299,8.8385,709038.0
2015-01-30,8.8385,8.9788,8.7824,8.9438,99562.0
2015-01-31,8.8385,8.9788,8.7824,8.9438,99562.0
2015-02-01,8.8385,8.9788,8.7824,8.9438,99562.0
2015-02-02,8.8385,8.8385,8.565,8.593,142871.0
2015-02-03,8.6982,8.8035,8.6632,8.7684,58677.0
2015-02-04,8.7053,8.8035,8.6562,8.7473,284075.0
2015-02-05,8.6281,8.6281,8.4212,8.4878,7791061.0
2015-02-06,8.4948,8.6737,8.4843,8.6141,265147.0
2015-02-07,8.4948,8.6737,8.4843,8.6141,265147.0
2015-02-08,8.4948,8.6737,8.4843,8.6141,265147.0
2015-02-09,8.5685,8.5895,8.4387,8.4422,253620.0
2015-02-10,8.4457,8.5229,8.3826,8.5229,396971.0
2015-02-11,8.5124,8.5229,8.3826,8.4177,171376.0
2015-02-12,8.4106,8.6386,8.4106,8.5229,319364.0
2015-02-13,8.5579,8.8035,8.5509,8.7263,594848.0
2015-02-14,8.5579,8.8035,8.5509,8.7263,594848.0
2015-02-15,8.5579,8.8035,8.5509,8.7263,594848.0
2015-02-16,8.7123,8.8035,8.7123,8.7333,126620.0
2015-02-17,8.7894,8.9402,8.7649,8.8456,189134.0
2015-02-18,8.8666,9.049,8.8666,9.0385,190474.0
2015-02-19,9.0279,9.2033,9.0104,9.0841,227435.0
2015-02-20,9.0665,9.1542,8.9929,9.1191,129706.0
2015-02-21,9.0665,9.1542,8.9929,9.1191,129706.0
2015-02-22,9.0665,9.1542,8.9929,9.1191,129706.0
2015-02-23,9.1612,9.4208,9.1332,9.3611,290829.0
2015-02-24,9.3997,9.54,9.1893,9.2734,487020.0
2015-02-25,9.3296,9.4418,9.2033,9.2384,153554.0
2015-02-26,9.2945,9.3962,9.0911,9.2279,132154.0
2015-02-27,9.1682,9.1717,8.8385,9.042,149475.0
2015-02-28,9.1682,9.1717,8.8385,9.042,149475.0
2015-03-01,9.1682,9.1717,8.8385,9.042,149475.0
2015-03-02,9.0841,9.1823,8.8947,9.0279,152006.0
2015-03-03,8.9964,9.0665,8.8561,8.9508,153404.0
2015-03-04,8.9648,9.0034,8.8,8.8806,75415.0
2015-03-05,8.9052,9.1542,8.9052,9.0034,86121.0
2015-03-06,9.07,9.1332,8.9262,8.9508,166500.0
2015-03-07,9.07,9.1332,8.9262,8.9508,166500.0
2015-03-08,9.07,9.1332,8.9262,8.9508,166500.0
2015-03-09,8.9508,9.2875,8.9508,9.2314,235434.0
2015-03-10,9.2875,9.3997,9.0911,9.0946,158615.0
2015-03-11,9.1893,9.4979,9.1226,9.3717,413045.0
2015-03-12,9.4313,9.4909,9.2594,9.3717,136239.0
2015-03-13,9.4278,9.4699,9.2945,9.4453,73901.0
2015-03-14,9.4278,9.4699,9.2945,9.4453,73901.0
2015-03-15,9.4278,9.4699,9.2945,9.4453,73901.0
2015-03-16,9.4909,9.54,9.284,9.2945,301843.0
2015-03-17,9.3015,9.305,8.8035,9.0349,459973.0
2015-03-18,9.042,9.1332,8.8245,8.9087,133586.0
2015-03-19,9.049,9.077,8.9157,8.9718,198347.0
2015-03-20,8.9788,9.2805,8.9157,9.2805,392867.0
2015-03-21,8.9788,9.2805,8.9157,9.2805,392867.0
2015-03-22,8.9788,9.2805,8.9157,9.2805,392867.0
2015-03-23,9.1823,9.2805,9.0981,9.1191,165461.0
2015-03-24,9.1051,9.3085,9.1051,9.2454,191939.0
2015-03-25,9.2734,9.4734,9.1823,9.3366,229238.0
2015-03-26,9.2945,9.3506,9.056,9.3226,168526.0
2015-03-27,9.3226,9.4243,9.1016,9.3296,205240.0
