,ACS SM Equity,ACS SM Equity,ACS SM Equity,ACS SM Equity,ACS SM Equity
2010-03-01,14.3275,14.6149,14.3123,14.5235,785979.0
2010-03-02,14.5235,14.7216,14.2883,14.6324,765823.0
2010-03-03,14.6237,14.7412,14.3885,14.689,744563.0
2010-03-04,14.4582,14.8066,14.4364,14.7238,1107390.0
2010-03-05,14.7848,15.0025,14.7238,14.9328,791062.0
2010-03-06,14.7848,15.0025,14.7238,14.9328,791062.0
2010-03-07,14.7848,15.0025,14.7238,14.9328,791062.0
2010-03-08,15.0591,15.0635,14.8545,14.8937,687823.0
2010-03-09,14.8937,14.9067,14.5605,14.7412,947315.0
2010-03-10,14.8044,14.8588,14.6933,14.8153,604035.0
2010-03-11,14.7608,14.9459,14.6803,14.7652,370103.0
2010-03-12,14.8022,14.9524,14.7521,14.9524,582344.0
2010-03-13,14.8022,14.9524,14.7521,14.9524,582344.0
2010-03-14,14.8022,14.9524,14.7521,14.9524,582344.0
2010-03-15,14.9524,14.959,14.7587,14.837,493225.0
2010-03-16,14.9285,14.959,14.763,14.8719,525461.0
2010-03-17,14.9154,15.0025,14.8501,14.9808,585046.0
2010-03-18,15.0156,15.0744,14.8719,14.9503,623036.0
2010-03-19,15.0896,15.0896,14.7303,14.8719,546640.0
2010-03-20,15.0896,15.0896,14.7303,14.8719,546640.0
2010-03-21,15.0896,15.0896,14.7303,14.8719,546640.0
2010-03-22,14.824,14.824,14.5583,14.7303,902768.0
2010-03-23,14.6955,15.0025,14.6933,14.8632,782961.0
2010-03-24,14.9503,14.9503,14.6367,14.7325,573788.0
2010-03-25,14.8588,15.0156,14.6541,15.0156,624149.0
2010-03-26,15.0199,15.0722,14.9241,15.0025,389842.0
2010-03-27,15.0199,15.0722,14.9241,15.0025,389842.0
2010-03-28,15.0199,15.0722,14.9241,15.0025,389842.0
2010-03-29,15.0199,15.1462,14.9263,15.0243,476895.0
2010-03-30,15.107,15.1549,14.9916,15.0156,1072743.0
2010-03-31,14.9786,15.1528,14.8066,14.8762,714003.0
2010-04-01,15.0395,15.2856,14.9285,15.2856,640328.0
2010-04-02,15.0395,15.2856,14.9285,15.2856,640328.0
2010-04-03,15.0395,15.2856,14.9285,15.2856,640328.0
2010-04-04,15.0395,15.2856,14.9285,15.2856,640328.0
2010-04-05,15.0395,15.2856,14.9285,15.2856,640328.0
2010-04-06,15.4598,15.6558,15.1854,15.3749,883497.0
2010-04-07,15.3901,15.4598,15.2203,15.4293,691707.0
2010-04-08,15.377,15.3814,15.0591,15.1789,850106.0
2010-04-09,15.3008,15.6035,15.2791,15.6035,944719.0
2010-04-10,15.3008,15.6035,15.2791,15.6035,944719.0
2010-04-11,15.3008,15.6035,15.2791,15.6035,944719.0
2010-04-12,15.6035,15.7646,15.5752,15.6144,528729.0
2010-04-13,15.4729,15.6558,15.4729,15.6296,1059625.0
2010-04-14,15.634,15.7189,15.5904,15.6884,417395.0
2010-04-15,15.7429,15.7429,15.4816,15.6449,513112.0
2010-04-16,15.6166,15.6841,15.3988,15.4707,1241490.0
2010-04-17,15.6166,15.6841,15.3988,15.4707,1241490.0
2010-04-18,15.6166,15.6841,15.3988,15.4707,1241490.0
2010-04-19,15.3161,15.4598,15.2464,15.4315,412590.0
2010-04-20,15.5316,15.5687,15.4162,15.5404,753534.0
2010-04-21,15.6166,15.6166,15.2159,15.242,654073.0
2010-04-22,15.1506,15.2943,14.8066,14.9851,1059777.0
2010-04-23,15.0983,15.4293,15.057,15.3291,788534.0
2010-04-24,15.0983,15.4293,15.057,15.3291,788534.0
2010-04-25,15.0983,15.4293,15.057,15.3291,788534.0
2010-04-26,15.4511,15.5643,15.1985,15.2791,709764.0
2010-04-27,15.1811,15.3422,14.7195,14.7717,1150705.0
2010-04-28,14.591,14.9154,14.4582,14.5017,1553366.0
2010-04-29,14.3493,15.0025,14.3362,14.9133,1181959.0
2010-04-30,14.8349,15.1114,14.763,14.8741,6038682.0
2010-05-01,14.8349,15.1114,14.763,14.8741,6038682.0
2010-05-02,14.8349,15.1114,14.763,14.8741,6038682.0
2010-05-03,15.3662,15.3683,14.8022,14.922,511495.0
2010-05-04,14.8327,14.9699,14.1011,14.2208,2212757.0
2010-05-05,14.2426,14.3406,13.7396,13.8441,1920739.0
2010-05-06,14.2404,14.2404,13.4653,13.6438,1884221.0
2010-05-07,13.7178,13.7331,13.1561,13.4522,1760261.0
2010-05-08,13.7178,13.7331,13.1561,13.4522,1760261.0
2010-05-09,13.7178,13.7331,13.1561,13.4522,1760261.0
2010-05-10,14.5888,14.5888,13.8485,14.3711,2885222.0
2010-05-11,14.088,14.3232,13.7723,14.149,1388567.0
2010-05-12,13.9857,14.3711,13.9073,14.1816,1888190.0
2010-05-13,14.2622,14.3362,13.7592,13.9748,1702359.0
2010-05-14,13.9682,13.9878,13.1212,13.3869,1635553.0
2010-05-15,13.9682,13.9878,13.1212,13.3869,1635553.0
2010-05-16,13.9682,13.9878,13.1212,13.3869,1635553.0
2010-05-17,13.2824,13.6199,13.1604,13.2845,1310309.0
2010-05-18,13.3629,13.5436,13.2236,13.4609,2395276.0
2010-05-19,13.3194,13.4195,13.0428,13.1778,1061063.0
2010-05-20,13.2214,13.3303,12.5856,12.9035,1324278.0
2010-05-21,12.9971,13.1517,12.603,13.0646,2462788.0
2010-05-22,12.9971,13.1517,12.603,13.0646,2462788.0
2010-05-23,12.9971,13.1517,12.603,13.0646,2462788.0
2010-05-24,13.2693,13.3303,12.6291,13.0799,1301440.0
2010-05-25,12.7315,12.8011,12.4506,12.7184,1605436.0
2010-05-26,12.836,13.0624,12.6857,12.8033,1566853.0
2010-05-27,13.0167,13.1408,12.6553,13.1147,1459947.0
2010-05-28,13.3303,13.3303,13.0581,13.2388,1316790.0
2010-05-29,13.3303,13.3303,13.0581,13.2388,1316790.0
2010-05-30,13.3303,13.3303,13.0581,13.2388,1316790.0
2010-05-31,13.1909,13.339,13.143,13.339,507947.0
2010-06-01,13.2497,13.2954,12.812,13.1996,1036832.0
2010-06-02,13.2061,13.2845,12.8512,13.1365,611802.0
2010-06-03,13.3303,13.4304,13.119,13.1778,778909.0
2010-06-04,13.2061,13.2606,12.6509,12.8425,1249298.0
2010-06-05,13.2061,13.2606,12.6509,12.8425,1249298.0
2010-06-06,13.2061,13.2606,12.6509,12.8425,1249298.0
2010-06-07,12.7336,13.0298,12.579,12.7336,900364.0
2010-06-08,12.9035,12.9035,12.4593,12.5878,1003468.0
2010-06-09,12.5965,12.8839,12.5856,12.8686,651654.0
2010-06-10,12.8425,13.278,12.6618,13.1865,774926.0
2010-06-11,13.2976,13.9334,13.1909,13.7919,2002356.0
2010-06-12,13.2976,13.9334,13.1909,13.7919,2002356.0
2010-06-13,13.2976,13.9334,13.1909,13.7919,2002356.0
2010-06-14,13.9312,13.9312,13.5219,13.7222,1461800.0
2010-06-15,13.6569,13.8703,13.6068,13.8093,693900.0
2010-06-16,13.7962,13.8267,13.3978,13.548,1075869.0
2010-06-17,13.5872,13.6721,13.3912,13.5197,721874.0
2010-06-18,13.5219,13.8093,13.487,13.7331,1740597.0
2010-06-19,13.5219,13.8093,13.487,13.7331,1740597.0
2010-06-20,13.5219,13.8093,13.487,13.7331,1740597.0
2010-06-21,13.9356,14.1076,13.8049,13.9399,850540.0
2010-06-22,14.0096,14.0989,13.8049,13.9639,826646.0
2010-06-23,13.8136,14.1533,13.8093,13.9291,708151.0
2010-06-24,14.0532,14.0532,13.5959,13.6699,1370989.0
2010-06-25,13.6438,13.7745,13.3477,13.45,1229260.0
2010-06-26,13.6438,13.7745,13.3477,13.45,1229260.0
2010-06-27,13.6438,13.7745,13.3477,13.45,1229260.0
2010-06-28,13.5415,13.7374,13.4261,13.6982,722193.0
2010-06-29,13.5959,13.6264,13.1386,13.167,958344.0
2010-06-30,13.1386,13.2671,12.9775,13.1474,811321.0
2010-07-01,12.8599,13.3673,12.8316,13.2497,2260524.0
2010-07-02,13.39,13.6005,13.1546,13.3425,2086670.0
2010-07-03,13.39,13.6005,13.1546,13.3425,2086670.0
2010-07-04,13.39,13.6005,13.1546,13.3425,2086670.0
2010-07-05,13.3063,14.6165,13.3063,14.0576,1926056.0
2010-07-06,13.9852,14.5962,13.9852,14.3472,1656140.0
2010-07-07,14.4672,14.6935,14.1436,14.6641,1822860.0
2010-07-08,14.7184,14.879,14.5056,14.7093,930530.0
2010-07-09,14.7863,14.8134,14.4694,14.5735,985580.0
2010-07-10,14.7863,14.8134,14.4694,14.5735,985580.0
2010-07-11,14.7863,14.8134,14.4694,14.5735,985580.0
2010-07-12,14.5509,14.7048,14.3699,14.4626,723680.0
2010-07-13,14.483,14.75,14.4649,14.7184,747724.0
2010-07-14,14.75,14.7727,14.5509,14.6957,508540.0
2010-07-15,14.6822,14.8179,14.4785,14.7093,885855.0
2010-07-16,14.6957,14.7749,14.3925,14.483,786204.0
2010-07-17,14.6957,14.7749,14.3925,14.483,786204.0
2010-07-18,14.6957,14.7749,14.3925,14.483,786204.0
2010-07-19,14.4445,14.6776,14.2341,14.3269,628972.0
2010-07-20,14.517,14.517,14.1504,14.4808,588052.0
2010-07-21,14.5237,14.6799,14.388,14.483,785405.0
2010-07-22,14.4151,14.7772,14.3608,14.7478,683800.0
2010-07-23,14.6505,15.0035,14.569,14.9039,673063.0
2010-07-24,14.6505,15.0035,14.569,14.9039,673063.0
2010-07-25,14.6505,15.0035,14.569,14.9039,673063.0
2010-07-26,14.9763,15.0329,14.7274,14.9356,655182.0
2010-07-27,15.0216,15.0465,14.8451,14.9356,428232.0
2010-07-28,14.9492,15.0216,14.8451,14.9628,597940.0
2010-07-29,15.1166,15.3543,14.9401,15.1619,671166.0
2010-07-30,15.1574,15.2072,14.965,15.0669,623494.0
2010-07-31,15.1574,15.2072,14.965,15.0669,623494.0
2010-08-01,15.1574,15.2072,14.965,15.0669,623494.0
2010-08-02,15.2705,15.6009,15.1099,15.5376,719820.0
2010-08-03,15.4357,15.6281,15.4086,15.5964,360087.0
2010-08-04,15.6032,15.6801,15.3158,15.61,641336.0
2010-08-05,15.6869,15.8408,15.4787,15.6688,540095.0
2010-08-06,15.8408,15.8408,15.4335,15.4787,985312.0
2010-08-07,15.8408,15.8408,15.4335,15.4787,985312.0
2010-08-08,15.8408,15.8408,15.4335,15.4787,985312.0
2010-08-09,15.6801,15.7503,15.6236,15.739,377136.0
2010-08-10,15.5941,15.6892,15.4108,15.5353,590744.0
2010-08-11,15.4108,15.7073,15.1166,15.1234,875226.0
2010-08-12,15.137,15.3837,14.9809,15.0691,1019776.0
2010-08-13,15.2004,15.2298,14.9514,14.9831,668452.0
2010-08-14,15.2004,15.2298,14.9514,14.9831,668452.0
2010-08-15,15.2004,15.2298,14.9514,14.9831,668452.0
2010-08-16,14.9967,15.1166,14.8655,15.0216,605524.0
2010-08-17,15.0669,15.3113,14.9582,15.2932,394500.0
2010-08-18,15.1845,15.4878,15.1393,15.447,869330.0
2010-08-19,15.5104,15.6009,15.1981,15.2049,732227.0
2010-08-20,15.1574,15.2547,14.9492,14.9582,530160.0
2010-08-21,15.1574,15.2547,14.9492,14.9582,530160.0
2010-08-22,15.1574,15.2547,14.9492,14.9582,530160.0
2010-08-23,14.9198,15.1076,14.8496,14.9537,262567.0
2010-08-24,14.7523,14.8813,14.5554,14.6799,568514.0
2010-08-25,14.6912,14.7229,14.3382,14.5283,513551.0
2010-08-26,14.5916,14.707,14.5283,14.6007,466723.0
2010-08-27,14.5781,14.879,14.4853,14.8202,404744.0
2010-08-28,14.5781,14.879,14.4853,14.8202,404744.0
2010-08-29,14.5781,14.879,14.4853,14.8202,404744.0
2010-08-30,14.7681,14.9288,14.7229,14.7998,336203.0
2010-08-31,14.5237,14.9288,14.4898,14.8111,542949.0
2010-09-01,14.9401,15.2434,14.7319,15.2434,615186.0
2010-09-02,15.1981,15.4561,15.1053,15.4357,473010.0
2010-09-03,15.5059,15.61,15.3022,15.5149,629633.0
2010-09-04,15.5059,15.61,15.3022,15.5149,629633.0
2010-09-05,15.5059,15.61,15.3022,15.5149,629633.0
2010-09-06,15.6145,15.6145,15.438,15.5421,514249.0
2010-09-07,15.5919,15.5919,15.3339,15.4335,423749.0
2010-09-08,15.4855,15.6326,15.3294,15.6032,723172.0
2010-09-09,15.5873,15.6801,15.4267,15.6801,756855.0
2010-09-10,15.7458,15.7729,15.5692,15.7503,392746.0
2010-09-11,15.7458,15.7729,15.5692,15.7503,392746.0
2010-09-12,15.7458,15.7729,15.5692,15.7503,392746.0
2010-09-13,15.8363,15.8815,15.7141,15.8317,623306.0
2010-09-14,15.8317,15.8453,15.6643,15.8453,579911.0
2010-09-15,15.8815,15.8815,15.5692,15.7503,786815.0
2010-09-16,15.8227,16.6102,15.7548,16.2142,1697507.0
2010-09-17,16.2934,16.6328,16.1689,16.3319,1483734.0
2010-09-18,16.2934,16.6328,16.1689,16.3319,1483734.0
2010-09-19,16.2934,16.6328,16.1689,16.3319,1483734.0
2010-09-20,16.3205,16.5061,16.2119,16.4269,516834.0
2010-09-21,16.3477,16.7596,16.3477,16.6849,841713.0
2010-09-22,16.7777,16.7777,16.2843,16.3771,666957.0
2010-09-23,16.4382,16.4382,16.1893,16.402,681659.0
2010-09-24,16.3568,16.6713,16.3115,16.6283,841954.0
2010-09-25,16.3568,16.6713,16.3115,16.6283,841954.0
2010-09-26,16.3568,16.6713,16.3115,16.6283,841954.0
2010-09-27,16.7596,16.7596,16.4473,16.5921,510861.0
2010-09-28,16.5446,16.6125,16.3138,16.5921,417552.0
2010-09-29,16.4948,16.6328,16.3635,16.5514,435138.0
2010-09-30,16.5174,16.7912,16.4292,16.5763,975225.0
2010-10-01,16.5242,16.6781,16.3477,16.5016,743979.0
2010-10-02,16.5242,16.6781,16.3477,16.5016,743979.0
2010-10-03,16.5242,16.6781,16.3477,16.5016,743979.0
2010-10-04,16.4473,16.5197,16.1916,16.3432,541249.0
2010-10-05,16.4292,16.4337,16.187,16.4337,888921.0
2010-10-06,16.4744,16.6555,16.4495,16.6487,704431.0
2010-10-07,16.5966,16.7007,16.4518,16.6351,19319798.0
2010-10-08,16.5831,16.8365,16.5831,16.8116,472405.0
2010-10-09,16.5831,16.8365,16.5831,16.8116,472405.0
2010-10-10,16.5831,16.8365,16.5831,16.8116,472405.0
2010-10-11,16.8093,16.8795,16.6962,16.8501,372370.0
2010-10-12,16.7799,16.8795,16.5831,16.8093,423370.0
2010-10-13,16.8365,16.9949,16.7822,16.927,970719.0
2010-10-14,16.8908,17.1692,16.8908,17.1171,445518.0
2010-10-15,17.1759,17.1986,17.047,17.1488,912071.0
2010-10-16,17.1759,17.1986,17.047,17.1488,912071.0
2010-10-17,17.1759,17.1986,17.047,17.1488,912071.0
2010-10-18,17.0764,17.1262,16.8727,17.0651,372077.0
2010-10-19,17.0877,17.1873,16.9451,17.0877,370769.0
2010-10-20,17.1759,17.1759,16.9678,17.1081,569438.0
2010-10-21,17.1081,17.3706,17.0537,17.3095,506461.0
2010-10-22,17.2868,17.4543,17.1759,17.3683,468718.0
2010-10-23,17.2868,17.4543,17.1759,17.3683,468718.0
2010-10-24,17.2868,17.4543,17.1759,17.3683,468718.0
2010-10-25,17.5154,17.5154,17.0854,17.1262,446354.0
2010-10-26,17.1533,17.2144,16.9587,17.1646,419494.0
2010-10-27,17.1239,17.2642,16.9904,17.1443,437862.0
2010-10-28,17.2122,17.2778,16.9067,17.1216,510180.0
2010-10-29,17.0786,17.1986,16.8478,17.0673,575238.0
2010-10-30,17.0786,17.1986,16.8478,17.0673,575238.0
2010-10-31,17.0786,17.1986,16.8478,17.0673,575238.0
2010-11-01,17.1759,17.2438,16.6351,16.7686,643209.0
2010-11-02,16.5649,16.8591,16.5649,16.789,642695.0
2010-11-03,16.7482,16.8818,16.4473,16.5152,786990.0
2010-11-04,16.6034,16.9044,16.479,16.5604,759675.0
2010-11-05,16.4925,16.7912,16.1191,16.3092,836732.0
2010-11-06,16.4925,16.7912,16.1191,16.3092,836732.0
2010-11-07,16.4925,16.7912,16.1191,16.3092,836732.0
2010-11-08,16.1259,16.7505,16.1259,16.5106,776461.0
2010-11-09,16.4993,16.755,16.436,16.746,903002.0
2010-11-10,16.7754,17.0854,16.746,16.9406,645208.0
2010-11-11,16.7958,16.9474,16.3183,16.4382,1526863.0
2010-11-12,16.1305,16.8048,16.0988,16.5197,707001.0
2010-11-13,16.1305,16.8048,16.0988,16.5197,707001.0
2010-11-14,16.1305,16.8048,16.0988,16.5197,707001.0
2010-11-15,16.393,16.8591,16.393,16.7867,536815.0
2010-11-16,16.6238,16.7301,16.2346,16.2594,563625.0
2010-11-17,16.307,16.4065,16.2346,16.3228,472692.0
2010-11-18,16.3839,16.6509,16.3771,16.4292,539481.0
2010-11-19,16.4654,16.6034,16.3477,16.5061,832643.0
2010-11-20,16.4654,16.6034,16.3477,16.5061,832643.0
2010-11-21,16.4654,16.6034,16.3477,16.5061,832643.0
2010-11-22,16.5287,16.7437,16.0173,16.1124,652634.0
2010-11-23,15.8634,16.0671,15.7276,15.8182,729540.0
2010-11-24,15.7548,15.9992,15.6824,15.9177,432816.0
2010-11-25,15.9313,16.1101,15.705,15.8272,2186579.0
2010-11-26,15.8385,16.0694,15.4923,15.6303,907526.0
2010-11-27,15.8385,16.0694,15.4923,15.6303,907526.0
2010-11-28,15.8385,16.0694,15.4923,15.6303,907526.0
2010-11-29,15.4968,15.7005,15.2298,15.3362,646985.0
2010-11-30,15.2796,15.5014,15.2026,15.309,596774.0
2010-12-01,15.266,15.662,15.0171,15.6371,965880.0
2010-12-02,15.6598,15.9449,15.3633,15.7548,715046.0
2010-12-03,15.6371,15.9675,15.6371,15.9132,656750.0
2010-12-04,15.6371,15.9675,15.6371,15.9132,656750.0
2010-12-05,15.6371,15.9675,15.6371,15.9132,656750.0
2010-12-06,16.2029,16.2889,15.9245,16.2232,567911.0
2010-12-07,16.187,16.5061,16.178,16.178,688689.0
2010-12-08,16.1418,16.5174,16.0942,16.2708,724459.0
2010-12-09,16.2753,16.4767,16.2029,16.2278,562993.0
2010-12-10,16.2957,16.3341,16.135,16.2481,338170.0
2010-12-11,16.2957,16.3341,16.135,16.2481,338170.0
2010-12-12,16.2957,16.3341,16.135,16.2481,338170.0
2010-12-13,16.3409,16.3613,16.144,16.2934,405038.0
2010-12-14,16.2481,16.3386,16.092,16.2164,560803.0
2010-12-15,16.2481,16.2481,15.748,16.0399,738355.0
2010-12-16,16.101,16.1486,15.9087,16.0671,361482.0
2010-12-17,16.2708,16.2708,15.782,15.8951,1180252.0
2010-12-18,16.2708,16.2708,15.782,15.8951,1180252.0
2010-12-19,16.2708,16.2708,15.782,15.8951,1180252.0
2010-12-20,15.834,16.1169,15.7865,16.0671,434747.0
2010-12-21,16.1576,16.316,16.0942,16.2029,512285.0
2010-12-22,16.1621,16.2753,15.9879,16.1124,298925.0
2010-12-23,16.0829,16.2074,16.058,16.1576,393407.0
2010-12-24,16.0829,16.2074,16.058,16.1576,393407.0
2010-12-25,16.0829,16.2074,16.058,16.1576,393407.0
2010-12-26,16.0829,16.2074,16.058,16.1576,393407.0
2010-12-27,16.1576,16.2934,15.8136,15.8408,345076.0
2010-12-28,15.8408,15.9834,15.7322,15.877,188804.0
2010-12-29,15.8408,16.1124,15.8408,16.1124,311838.0
2010-12-30,16.0603,16.1599,15.8091,15.8747,529348.0
2010-12-31,16.0603,16.1599,15.8091,15.8747,529348.0
2011-01-01,16.0603,16.1599,15.8091,15.8747,529348.0
2011-01-02,16.0603,16.1599,15.8091,15.8747,529348.0
2011-01-03,15.7729,16.144,15.7729,15.9313,455719.0
2011-01-04,15.9291,16.0852,15.5466,15.576,831082.0
2011-01-05,15.5149,15.6009,14.9582,15.1166,1806782.0
2011-01-06,15.1166,15.2592,15.0623,15.1166,444057.0
2011-01-07,15.1325,15.1619,14.793,14.793,728452.0
2011-01-08,15.1325,15.1619,14.793,14.793,728452.0
2011-01-09,15.1325,15.1619,14.793,14.793,728452.0
2011-01-10,14.7093,14.784,14.5011,14.7727,648609.0
2011-01-11,14.6867,15.0872,14.6867,15.051,630797.0
2011-01-12,15.2207,15.6937,15.0669,15.5941,1098448.0
2011-01-13,15.5421,15.9494,15.4697,15.5964,791101.0
2011-01-14,15.8182,15.9585,15.6733,15.7548,768234.0
2011-01-15,15.8182,15.9585,15.6733,15.7548,768234.0
2011-01-16,15.8182,15.9585,15.6733,15.7548,768234.0
2011-01-17,15.791,15.8634,15.5579,15.5602,426697.0
2011-01-18,15.533,16.0897,15.533,16.0897,1007245.0
2011-01-19,16.135,16.2934,16.0694,16.264,1038853.0
2011-01-20,16.3296,16.5152,16.2685,16.5152,1271080.0
2011-01-21,16.5197,16.746,16.3024,16.488,1273859.0
2011-01-22,16.5197,16.746,16.3024,16.488,1273859.0
2011-01-23,16.5197,16.746,16.3024,16.488,1273859.0
2011-01-24,16.4292,16.6193,16.1531,16.4903,534543.0
2011-01-25,16.5944,16.6804,16.3251,16.5785,834865.0
2011-01-26,16.488,16.7415,16.488,16.6917,529579.0
2011-01-27,16.7415,16.9587,16.5197,16.8252,708908.0
2011-01-28,16.8365,16.9497,16.7075,16.7075,728847.0
2011-01-29,16.8365,16.9497,16.7075,16.7075,728847.0
2011-01-30,16.8365,16.9497,16.7075,16.7075,728847.0
2011-01-31,16.8365,17.1759,16.6102,17.0628,881298.0
2011-02-01,17.1714,17.1941,16.9021,17.1714,1779015.0
2011-02-02,17.1986,17.3208,16.9021,16.9021,925200.0
2011-02-03,15.1619,15.6892,15.1393,15.2886,27204967.0
2011-02-04,15.4221,15.8136,15.3452,15.8136,4304386.0
2011-02-05,15.4221,15.8136,15.3452,15.8136,4304386.0
2011-02-06,15.4221,15.8136,15.3452,15.8136,4304386.0
2011-02-07,15.9902,15.9992,15.6598,15.7774,2590596.0
2011-02-08,15.8796,15.9586,15.6566,15.6985,1896376.0
2011-02-09,15.7031,15.7333,15.4011,15.4011,5259061.0
2011-02-10,15.3314,15.4174,15.1642,15.3314,2081253.0
2011-02-11,15.4429,15.4499,15.1735,15.206,1787526.0
2011-02-12,15.4429,15.4499,15.1735,15.206,1787526.0
2011-02-13,15.4429,15.4499,15.1735,15.206,1787526.0
2011-02-14,15.285,15.4708,15.2153,15.2803,1764230.0
2011-02-15,15.2803,15.4755,15.2199,15.3314,1489818.0
2011-02-16,15.4011,15.6055,15.3895,15.5963,1506712.0
2011-02-17,15.6172,15.7914,15.5986,15.7217,2457165.0
2011-02-18,15.7774,15.8193,15.5196,15.6892,876386.0
2011-02-19,15.7774,15.8193,15.5196,15.6892,876386.0
2011-02-20,15.7774,15.8193,15.5196,15.6892,876386.0
2011-02-21,15.6892,15.7031,15.3152,15.3407,1772848.0
2011-02-22,15.3082,15.3198,14.9714,15.0527,1213221.0
2011-02-23,15.0666,15.141,14.911,15.0666,3247552.0
2011-02-24,15.0295,15.2432,14.9412,15.1642,2687898.0
2011-02-25,15.2385,15.4847,15.0759,15.4429,718281.0
2011-02-26,15.2385,15.4847,15.0759,15.4429,718281.0
2011-02-27,15.2385,15.4847,15.0759,15.4429,718281.0
2011-02-28,15.3942,15.5219,15.3686,15.4453,1006163.0
2011-03-01,15.5219,15.6427,15.3663,15.4267,823825.0
2011-03-02,15.3686,15.3779,15.1502,15.271,551735.0
2011-03-03,15.2734,15.3314,15.0898,15.2013,648666.0
2011-03-04,15.1804,15.4011,15.1456,15.2455,686611.0
2011-03-05,15.1804,15.4011,15.1456,15.2455,686611.0
2011-03-06,15.1804,15.4011,15.1456,15.2455,686611.0
2011-03-07,15.3314,15.5033,15.1154,15.127,1272955.0
2011-03-08,15.1921,15.2408,14.9319,15.1224,1262017.0
2011-03-09,15.1247,15.2292,15.0341,15.0782,880513.0
2011-03-10,14.9412,15.0666,14.7298,14.9783,845816.0
