,1928 HK Equity,1928 HK Equity,1928 HK Equity,1928 HK Equity,1928 HK Equity
2018-04-03,38.103,38.689,37.562,38.329,14981489.0
2018-04-04,38.554,38.554,37.788,37.788,10562220.0
2018-04-05,38.554,38.554,37.788,37.788,10562220.0
2018-04-06,37.788,38.013,37.292,37.337,10685836.0
2018-04-07,37.788,38.013,37.292,37.337,10685836.0
2018-04-08,37.788,38.013,37.292,37.337,10685836.0
2018-04-09,37.427,38.193,37.337,37.788,12579320.0
2018-04-10,37.607,39.862,37.607,39.546,21425721.0
2018-04-11,38.825,40.268,38.825,39.366,14556165.0
2018-04-12,39.817,39.952,39.05,39.366,9870795.0
2018-04-13,39.817,40.944,39.817,39.862,19872295.0
2018-04-14,39.817,40.944,39.817,39.862,19872295.0
2018-04-15,39.817,40.944,39.817,39.862,19872295.0
2018-04-16,39.817,40.042,38.87,39.411,16341306.0
2018-04-17,39.952,40.764,39.636,39.997,16655656.0
2018-04-18,40.538,40.673,39.681,39.952,14555571.0
2018-04-19,40.177,40.538,39.907,40.268,7206586.0
2018-04-20,40.313,40.538,39.546,39.681,9784306.0
2018-04-21,40.313,40.538,39.546,39.681,9784306.0
2018-04-22,40.313,40.538,39.546,39.681,9784306.0
2018-04-23,39.636,39.681,38.87,39.095,9980766.0
2018-04-24,39.366,39.501,38.599,39.185,12221252.0
2018-04-25,38.915,39.456,38.644,38.78,10077813.0
2018-04-26,39.411,39.907,38.644,39.005,13830346.0
2018-04-27,39.231,40.087,39.095,39.907,7729999.0
2018-04-28,39.231,40.087,39.095,39.907,7729999.0
2018-04-29,39.231,40.087,39.095,39.907,7729999.0
2018-04-30,40.268,41.26,39.952,41.26,13688837.0
2018-05-01,40.268,41.26,39.952,41.26,13688837.0
2018-05-02,41.936,42.567,41.395,42.387,22395294.0
2018-05-03,41.62,42.342,41.53,41.846,11199285.0
2018-05-04,41.575,41.936,40.673,40.944,7542134.0
2018-05-05,41.575,41.936,40.673,40.944,7542134.0
2018-05-06,41.575,41.936,40.673,40.944,7542134.0
2018-05-07,41.44,41.936,40.854,41.124,6919152.0
2018-05-08,41.215,41.981,41.124,41.756,9522223.0
2018-05-09,41.35,41.575,40.899,41.395,6818551.0
2018-05-10,41.44,42.071,41.35,41.801,7254483.0
2018-05-11,42.342,43.108,41.981,42.703,10814240.0
2018-05-12,42.342,43.108,41.981,42.703,10814240.0
2018-05-13,42.342,43.108,41.981,42.703,10814240.0
2018-05-14,43.199,43.199,42.207,42.703,11956564.0
2018-05-15,42.387,42.567,41.936,42.387,5923624.0
2018-05-16,42.432,42.477,41.395,41.62,10120113.0
2018-05-17,42.116,42.297,41.575,42.252,9947914.0
2018-05-18,42.477,42.838,42.252,42.477,8784331.0
2018-05-19,42.477,42.838,42.252,42.477,8784331.0
2018-05-20,42.477,42.838,42.252,42.477,8784331.0
2018-05-21,42.477,43.379,42.387,43.244,7052762.0
2018-05-22,42.477,43.379,42.387,43.244,7052762.0
2018-05-23,42.567,43.018,42.297,42.432,14846303.0
2018-05-24,42.387,42.703,41.801,42.658,6724220.0
2018-05-25,42.748,42.793,42.071,42.387,6464936.0
2018-05-26,42.748,42.793,42.071,42.387,6464936.0
2018-05-27,42.748,42.793,42.071,42.387,6464936.0
2018-05-28,42.748,43.83,42.387,43.559,12075188.0
2018-05-29,43.289,43.74,43.063,43.244,8406193.0
2018-05-30,42.838,43.018,41.981,42.252,18163364.0
2018-05-31,42.851,43.542,42.252,43.265,21531145.0
2018-06-01,43.542,43.588,41.1,41.468,27901559.0
2018-06-02,43.542,43.588,41.1,41.468,27901559.0
2018-06-03,43.542,43.588,41.1,41.468,27901559.0
2018-06-04,41.791,41.975,41.468,41.699,9963991.0
2018-06-05,42.39,42.39,41.468,41.699,17682553.0
2018-06-06,41.607,41.607,40.547,41.422,19674983.0
2018-06-07,41.653,41.791,41.1,41.422,18118384.0
2018-06-08,41.607,41.607,40.731,41.238,10464992.0
2018-06-09,41.607,41.607,40.731,41.238,10464992.0
2018-06-10,41.607,41.607,40.731,41.238,10464992.0
2018-06-11,40.869,42.39,40.869,41.883,9671760.0
2018-06-12,42.206,42.298,41.745,42.021,6076414.0
2018-06-13,42.39,42.39,41.284,41.468,6808215.0
2018-06-14,41.745,42.206,41.468,41.699,7591571.0
2018-06-15,42.298,42.298,41.054,41.33,6571575.0
2018-06-16,42.298,42.298,41.054,41.33,6571575.0
2018-06-17,42.298,42.298,41.054,41.33,6571575.0
2018-06-18,42.298,42.298,41.054,41.33,6571575.0
2018-06-19,40.731,41.146,39.718,39.902,17703470.0
2018-06-20,39.948,41.146,39.948,40.455,9933844.0
2018-06-21,40.639,41.1,39.764,39.856,9633267.0
2018-06-22,40.27,40.639,39.441,40.501,7721657.0
2018-06-23,40.27,40.639,39.441,40.501,7721657.0
2018-06-24,40.27,40.639,39.441,40.501,7721657.0
2018-06-25,40.27,40.547,38.75,39.026,10962196.0
2018-06-26,38.612,39.257,37.552,38.566,12212643.0
2018-06-27,38.888,38.98,37.874,37.967,12384403.0
2018-06-28,37.828,37.921,37.137,37.644,11598099.0
2018-06-29,37.598,38.658,37.598,38.658,12484141.0
2018-06-30,37.598,38.658,37.598,38.658,12484141.0
2018-07-01,37.598,38.658,37.598,38.658,12484141.0
2018-07-02,37.598,38.658,37.598,38.658,12484141.0
2018-07-03,36.677,37.322,35.939,36.262,36047092.0
2018-07-04,36.953,37.183,36.078,36.446,14899735.0
2018-07-05,36.354,36.723,35.248,35.893,10093027.0
2018-07-06,35.893,36.677,35.479,36.262,9525835.0
2018-07-07,35.893,36.677,35.479,36.262,9525835.0
2018-07-08,35.893,36.677,35.479,36.262,9525835.0
2018-07-09,36.63,37.874,36.492,37.828,10900548.0
2018-07-10,38.427,38.566,37.736,38.197,15442060.0
2018-07-11,37.183,38.013,37.045,37.368,18232595.0
2018-07-12,37.183,37.921,37.045,37.552,12314225.0
2018-07-13,38.243,38.612,37.598,38.013,7712286.0
2018-07-14,38.243,38.612,37.598,38.013,7712286.0
2018-07-15,38.243,38.612,37.598,38.013,7712286.0
2018-07-16,38.013,38.796,37.967,38.52,8661914.0
2018-07-17,38.151,38.243,37.229,37.276,13232870.0
2018-07-18,37.828,37.828,36.769,36.999,9395273.0
2018-07-19,37.506,37.782,37.045,37.183,12749362.0
2018-07-20,37.506,37.506,36.63,37.276,8837808.0
2018-07-21,37.506,37.506,36.63,37.276,8837808.0
2018-07-22,37.506,37.506,36.63,37.276,8837808.0
2018-07-23,37.045,37.506,36.4,36.63,12927770.0
2018-07-24,36.538,36.999,36.216,36.63,16109979.0
2018-07-25,37.045,38.612,36.953,38.243,18202042.0
2018-07-26,39.395,39.441,38.013,38.243,14473921.0
2018-07-27,38.704,38.704,37.552,37.69,9711311.0
2018-07-28,38.704,38.704,37.552,37.69,9711311.0
2018-07-29,38.704,38.704,37.552,37.69,9711311.0
2018-07-30,37.276,38.105,36.907,37.183,6274952.0
2018-07-31,37.46,37.736,37.091,37.229,7729953.0
2018-08-01,37.598,37.921,36.538,36.677,13038266.0
2018-08-02,36.4,36.446,34.787,35.294,20467341.0
2018-08-03,35.294,35.386,33.958,34.419,22369220.0
2018-08-04,35.294,35.386,33.958,34.419,22369220.0
2018-08-05,35.294,35.386,33.958,34.419,22369220.0
2018-08-06,34.833,34.926,33.636,34.188,16952337.0
2018-08-07,34.465,35.432,34.419,35.294,16101185.0
2018-08-08,35.663,36.124,35.479,35.755,16757545.0
2018-08-09,35.939,36.078,35.294,35.847,5976684.0
2018-08-10,35.893,36.031,35.156,35.432,6196360.0
2018-08-11,35.893,36.031,35.156,35.432,6196360.0
2018-08-12,35.893,36.031,35.156,35.432,6196360.0
2018-08-13,35.34,35.34,34.188,34.787,10187840.0
2018-08-14,34.787,35.11,33.405,33.774,12627246.0
2018-08-15,33.589,33.82,32.438,32.944,11582596.0
2018-08-16,32.714,33.866,32.299,33.82,17655495.0
2018-08-17,33.866,34.096,33.129,33.267,11387802.0
2018-08-18,33.866,34.096,33.129,33.267,11387802.0
2018-08-19,33.866,34.096,33.129,33.267,11387802.0
2018-08-20,33.221,34.234,33.221,34.234,11160336.0
2018-08-21,34.557,34.787,34.05,34.234,10999584.0
2018-08-22,34.649,34.972,34.096,34.88,10510087.0
2018-08-23,34.88,35.202,34.281,34.419,6412326.0
2018-08-24,34.465,34.787,34.142,34.695,5893640.0
2018-08-25,34.465,34.787,34.142,34.695,5893640.0
2018-08-26,34.465,34.787,34.142,34.695,5893640.0
2018-08-27,35.11,35.893,34.787,35.755,8880217.0
2018-08-28,35.939,36.031,34.787,35.294,9411296.0
2018-08-29,35.156,35.893,35.018,35.847,5057903.0
2018-08-30,36.078,36.354,35.202,35.663,7758905.0
2018-08-31,35.11,35.432,34.557,35.294,14906814.0
2018-09-01,35.11,35.432,34.557,35.294,14906814.0
2018-09-02,35.11,35.432,34.557,35.294,14906814.0
2018-09-03,35.709,35.709,34.05,34.419,9086759.0
2018-09-04,34.419,35.156,33.82,34.833,6695469.0
2018-09-05,34.373,34.695,33.682,33.774,8693670.0
2018-09-06,33.359,33.636,32.714,32.898,11559339.0
2018-09-07,32.714,32.714,31.516,31.839,20598913.0
2018-09-08,32.714,32.714,31.516,31.839,20598913.0
2018-09-09,32.714,32.714,31.516,31.839,20598913.0
2018-09-10,31.792,31.792,30.641,30.963,16350472.0
2018-09-11,30.318,31.009,29.765,29.811,20997918.0
2018-09-12,29.949,29.995,28.936,29.212,23843674.0
2018-09-13,30.779,31.193,30.226,31.147,28558730.0
2018-09-14,31.654,32.714,31.424,32.438,24236924.0
2018-09-15,31.654,32.714,31.424,32.438,24236924.0
2018-09-16,31.654,32.714,31.424,32.438,24236924.0
2018-09-17,31.977,33.267,31.562,32.852,22632139.0
2018-09-18,32.253,33.083,31.885,32.944,17693851.0
2018-09-19,33.175,34.649,32.898,33.543,20966330.0
2018-09-20,34.096,34.096,33.083,33.221,11412474.0
2018-09-21,33.728,34.096,33.589,33.958,19116840.0
2018-09-22,33.728,34.096,33.589,33.958,19116840.0
2018-09-23,33.728,34.096,33.589,33.958,19116840.0
2018-09-24,33.958,33.958,32.76,33.313,19069777.0
2018-09-25,33.958,33.958,32.76,33.313,19069777.0
2018-09-26,33.589,33.866,32.806,32.898,15906785.0
2018-09-27,33.175,33.313,32.069,32.53,12144188.0
2018-09-28,32.852,33.636,32.53,32.668,12628308.0
2018-09-29,32.852,33.636,32.53,32.668,12628308.0
2018-09-30,32.852,33.636,32.53,32.668,12628308.0
2018-10-01,32.852,33.636,32.53,32.668,12628308.0
2018-10-02,33.543,33.543,31.193,31.378,17570895.0
2018-10-03,31.378,32.53,31.147,32.207,14432471.0
2018-10-04,32.391,33.313,31.7,32.806,17004959.0
2018-10-05,33.175,33.543,32.391,33.359,14388686.0
2018-10-06,33.175,33.543,32.391,33.359,14388686.0
2018-10-07,33.175,33.543,32.391,33.359,14388686.0
2018-10-08,33.451,33.589,31.792,32.069,20877240.0
2018-10-09,31.977,32.944,31.516,31.931,14707223.0
2018-10-10,31.792,32.714,31.746,31.839,7412458.0
2018-10-11,30.41,30.779,30.088,30.548,15622965.0
2018-10-12,30.594,31.792,30.548,31.654,13624399.0
2018-10-13,30.594,31.792,30.548,31.654,13624399.0
2018-10-14,30.594,31.792,30.548,31.654,13624399.0
2018-10-15,31.562,31.608,30.825,31.193,9599016.0
2018-10-16,31.193,31.286,30.134,30.687,12857152.0
2018-10-17,31.193,31.286,30.134,30.687,12857152.0
2018-10-18,31.516,31.746,30.687,31.055,23515457.0
2018-10-19,30.548,31.516,30.41,31.147,11651540.0
2018-10-20,30.548,31.516,30.41,31.147,11651540.0
2018-10-21,30.548,31.516,30.41,31.147,11651540.0
2018-10-22,30.594,32.898,30.594,32.391,24878227.0
2018-10-23,31.792,31.885,30.548,30.687,15599104.0
2018-10-24,30.687,30.825,30.042,30.41,15207888.0
2018-10-25,29.489,29.489,28.705,29.074,24305191.0
2018-10-26,29.074,29.35,27.922,28.014,22904616.0
2018-10-27,29.074,29.35,27.922,28.014,22904616.0
2018-10-28,29.074,29.35,27.922,28.014,22904616.0
2018-10-29,28.199,28.475,27.784,28.106,39106525.0
2018-10-30,28.106,28.291,27.507,27.922,10980615.0
2018-10-31,28.291,28.613,28.014,28.475,15439210.0
2018-11-01,28.89,29.627,28.06,29.304,21694563.0
2018-11-02,31.055,32.438,30.641,32.438,38033733.0
2018-11-03,31.055,32.438,30.641,32.438,38033733.0
2018-11-04,31.055,32.438,30.641,32.438,38033733.0
2018-11-05,31.562,31.746,30.687,31.286,12749352.0
2018-11-06,31.286,31.516,30.226,30.871,10166856.0
2018-11-07,31.055,31.792,30.548,31.101,7206185.0
2018-11-08,30.41,30.917,29.581,30.042,19700183.0
2018-11-09,29.489,29.627,28.705,29.212,16888054.0
2018-11-10,29.489,29.627,28.705,29.212,16888054.0
2018-11-11,29.489,29.627,28.705,29.212,16888054.0
2018-11-12,29.212,30.042,28.705,28.982,8432374.0
2018-11-13,28.383,29.166,27.922,29.028,24716995.0
2018-11-14,29.304,29.857,28.89,29.212,14243133.0
2018-11-15,29.535,30.226,29.258,30.042,13928092.0
2018-11-16,30.042,30.364,29.673,29.765,8649200.0
2018-11-17,30.042,30.364,29.673,29.765,8649200.0
2018-11-18,30.042,30.364,29.673,29.765,8649200.0
2018-11-19,29.903,30.318,29.765,30.318,7436911.0
2018-11-20,29.765,29.949,29.12,29.258,7220688.0
2018-11-21,29.028,29.811,28.89,29.673,7852596.0
2018-11-22,29.949,30.456,29.397,30.18,9139406.0
2018-11-23,30.41,30.41,29.627,29.857,4174386.0
2018-11-24,30.41,30.41,29.627,29.857,4174386.0
2018-11-25,30.41,30.41,29.627,29.857,4174386.0
2018-11-26,30.364,30.779,29.581,30.41,12249514.0
2018-11-27,30.41,30.825,30.088,30.733,17718699.0
2018-11-28,31.332,31.7,30.917,31.654,12655441.0
2018-11-29,31.885,32.115,31.009,31.378,14662294.0
2018-11-30,31.378,31.562,31.101,31.193,9462903.0
2018-12-01,31.378,31.562,31.101,31.193,9462903.0
2018-12-02,31.378,31.562,31.101,31.193,9462903.0
2018-12-03,33.912,35.11,32.438,34.926,43055599.0
2018-12-04,35.064,35.709,33.958,34.695,23117627.0
2018-12-05,33.359,34.327,33.359,34.004,9247157.0
2018-12-06,33.359,33.359,32.115,32.852,19948162.0
2018-12-07,32.714,33.037,32.161,32.253,6928798.0
2018-12-08,32.714,33.037,32.161,32.253,6928798.0
2018-12-09,32.714,33.037,32.161,32.253,6928798.0
2018-12-10,32.069,32.069,31.24,32.069,9802637.0
2018-12-11,31.792,33.175,31.608,32.668,10715321.0
2018-12-12,32.99,32.99,31.562,31.792,15732551.0
2018-12-13,32.207,33.543,31.931,32.99,20969624.0
2018-12-14,32.299,32.622,32.069,32.53,8244411.0
2018-12-15,32.299,32.622,32.069,32.53,8244411.0
2018-12-16,32.299,32.622,32.069,32.53,8244411.0
2018-12-17,32.53,32.622,31.792,32.069,7307412.0
2018-12-18,31.562,32.576,31.562,31.654,9059743.0
2018-12-19,31.839,32.484,31.378,32.207,8940630.0
2018-12-20,31.654,31.977,30.779,30.917,14208896.0
2018-12-21,30.594,31.009,29.995,30.825,13127866.0
2018-12-22,30.594,31.009,29.995,30.825,13127866.0
2018-12-23,30.594,31.009,29.995,30.825,13127866.0
2018-12-24,30.226,30.641,29.857,30.548,6479713.0
2018-12-25,30.226,30.641,29.857,30.548,6479713.0
2018-12-26,30.226,30.641,29.857,30.548,6479713.0
2018-12-27,31.332,31.378,30.41,30.594,12335300.0
2018-12-28,30.594,31.24,30.502,30.871,6160754.0
2018-12-29,30.594,31.24,30.502,30.871,6160754.0
2018-12-30,30.594,31.24,30.502,30.871,6160754.0
2018-12-31,31.193,31.746,30.871,31.608,8619493.0
2019-01-01,31.193,31.746,30.871,31.608,8619493.0
2019-01-02,31.839,31.839,30.042,30.226,12538397.0
2019-01-03,30.641,30.917,30.042,30.226,7845100.0
2019-01-04,29.765,30.917,29.719,30.871,10509861.0
2019-01-05,29.765,30.917,29.719,30.871,10509861.0
2019-01-06,29.765,30.917,29.719,30.871,10509861.0
2019-01-07,31.516,31.608,30.779,31.055,16095954.0
2019-01-08,31.378,31.378,30.825,31.147,4656727.0
2019-01-09,31.977,33.313,31.516,32.576,21345532.0
2019-01-10,33.175,33.175,32.207,32.76,11499429.0
2019-01-11,33.129,33.129,32.253,32.852,10385230.0
2019-01-12,33.129,33.129,32.253,32.852,10385230.0
2019-01-13,33.129,33.129,32.253,32.852,10385230.0
2019-01-14,33.083,33.083,31.608,31.931,14000789.0
2019-01-15,32.391,33.037,32.069,32.944,14179659.0
2019-01-16,33.221,33.543,32.622,33.175,10519028.0
2019-01-17,33.497,33.543,32.714,32.852,9473274.0
2019-01-18,33.359,33.912,32.898,33.589,10141683.0
2019-01-19,33.359,33.912,32.898,33.589,10141683.0
2019-01-20,33.359,33.912,32.898,33.589,10141683.0
2019-01-21,33.497,34.281,33.497,33.728,11818743.0
2019-01-22,33.451,33.774,32.806,33.175,8328412.0
2019-01-23,32.898,33.175,32.576,32.852,15027099.0
2019-01-24,31.885,32.944,31.885,32.76,18456895.0
2019-01-25,32.76,33.82,32.622,33.636,14750195.0
2019-01-26,32.76,33.82,32.622,33.636,14750195.0
2019-01-27,32.76,33.82,32.622,33.636,14750195.0
2019-01-28,33.82,34.188,33.451,33.82,11081344.0
2019-01-29,34.004,34.281,33.636,34.188,8976546.0
2019-01-30,34.373,34.373,33.774,34.096,10994412.0
2019-01-31,34.371,35.46,34.276,35.318,16654900.0
2019-02-01,35.318,35.507,34.513,35.176,22458266.0
2019-02-02,35.318,35.507,34.513,35.176,22458266.0
2019-02-03,35.318,35.507,34.513,35.176,22458266.0
2019-02-04,35.365,35.791,34.844,35.318,10338682.0
2019-02-05,35.365,35.791,34.844,35.318,10338682.0
2019-02-06,35.365,35.791,34.844,35.318,10338682.0
2019-02-07,35.365,35.791,34.844,35.318,10338682.0
2019-02-08,34.797,36.501,34.56,36.265,22478643.0
2019-02-09,34.797,36.501,34.56,36.265,22478643.0
2019-02-10,34.797,36.501,34.56,36.265,22478643.0
2019-02-11,36.17,37.211,35.886,36.549,19207278.0
2019-02-12,36.501,36.691,35.933,35.981,10428516.0
2019-02-13,35.696,36.028,35.223,35.791,15589031.0
2019-02-14,35.365,35.791,34.986,35.412,13632635.0
2019-02-15,34.702,35.034,33.613,34.087,19317966.0
2019-02-16,34.702,35.034,33.613,34.087,19317966.0
2019-02-17,34.702,35.034,33.613,34.087,19317966.0
2019-02-18,34.844,35.365,34.56,35.128,14355595.0
2019-02-19,35.318,35.554,34.56,35.365,7134125.0
2019-02-20,35.649,36.501,35.412,35.554,17194075.0
2019-02-21,35.886,37.638,35.507,37.306,21473552.0
2019-02-22,36.833,37.069,36.359,36.927,15465635.0
2019-02-23,36.833,37.069,36.359,36.927,15465635.0
2019-02-24,36.833,37.069,36.359,36.927,15465635.0
2019-02-25,36.927,37.969,36.927,37.164,20754336.0
2019-02-26,37.117,37.543,36.975,37.259,14595973.0
2019-02-27,37.306,38.3,36.738,37.638,13613521.0
2019-02-28,36.975,37.874,36.359,37.117,15216388.0
2019-03-01,37.069,37.401,36.407,36.975,15828026.0
2019-03-02,37.069,37.401,36.407,36.975,15828026.0
2019-03-03,37.069,37.401,36.407,36.975,15828026.0
2019-03-04,37.117,37.401,36.643,37.164,19642981.0
2019-03-05,36.785,37.164,36.123,36.738,17107656.0
2019-03-06,36.359,37.117,36.312,36.927,13284644.0
2019-03-07,36.643,36.833,35.981,36.217,17173008.0
2019-03-08,35.791,36.075,35.507,35.791,13962429.0
2019-03-09,35.791,36.075,35.507,35.791,13962429.0
2019-03-10,35.791,36.075,35.507,35.791,13962429.0
2019-03-11,35.602,36.359,35.223,35.649,10384386.0
2019-03-12,36.359,36.454,35.602,35.933,11269783.0
2019-03-13,36.17,36.17,35.128,35.649,8402016.0
2019-03-14,35.602,35.602,34.844,35.176,7266922.0
2019-03-15,35.27,36.407,35.27,36.265,11238131.0
2019-03-16,35.27,36.407,35.27,36.265,11238131.0
2019-03-17,35.27,36.407,35.27,36.265,11238131.0
2019-03-18,36.407,36.454,35.602,36.217,8618545.0
2019-03-19,36.075,36.407,35.886,36.265,8532369.0
2019-03-20,36.407,36.407,36.028,36.217,4926365.0
2019-03-21,36.407,37.069,36.407,36.596,7381654.0
2019-03-22,36.88,37.638,36.359,36.407,8741847.0
2019-03-23,36.88,37.638,36.359,36.407,8741847.0
2019-03-24,36.88,37.638,36.359,36.407,8741847.0
2019-03-25,35.791,35.933,35.128,35.365,10296768.0
2019-03-26,35.602,35.886,35.318,35.507,6526702.0
2019-03-27,35.838,36.785,35.696,36.549,8757599.0
2019-03-28,36.265,37.211,36.17,36.785,8953748.0
2019-03-29,36.549,37.353,36.359,37.353,9486310.0
2019-03-30,36.549,37.353,36.359,37.353,9486310.0
2019-03-31,36.549,37.353,36.359,37.353,9486310.0
2019-04-01,37.685,39.295,37.543,39.247,21019121.0
2019-04-02,39.721,40.383,39.105,40.052,28142849.0
2019-04-03,40.715,40.715,39.626,40.147,14363567.0
2019-04-04,39.815,40.478,39.484,40.336,10129395.0
2019-04-05,39.815,40.478,39.484,40.336,10129395.0
2019-04-06,39.815,40.478,39.484,40.336,10129395.0
2019-04-07,39.815,40.478,39.484,40.336,10129395.0
2019-04-08,40.62,40.667,39.673,39.768,9306348.0
2019-04-09,40.336,40.667,39.768,40.62,8069725.0
2019-04-10,40.383,41.046,39.863,40.999,10061410.0
2019-04-11,40.715,40.715,39.579,40.005,13622477.0
2019-04-12,39.91,40.289,39.247,40.241,13242001.0
2019-04-13,39.91,40.289,39.247,40.241,13242001.0
2019-04-14,39.91,40.289,39.247,40.241,13242001.0
2019-04-15,41.046,41.188,40.383,40.999,11252355.0
2019-04-16,41.188,41.188,39.531,40.857,10737296.0
2019-04-17,40.999,41.094,40.525,41.094,7666534.0
2019-04-18,41.283,41.756,40.573,40.762,9419532.0
2019-04-19,41.283,41.756,40.573,40.762,9419532.0
2019-04-20,41.283,41.756,40.573,40.762,9419532.0
2019-04-21,41.283,41.756,40.573,40.762,9419532.0
2019-04-22,41.283,41.756,40.573,40.762,9419532.0
2019-04-23,40.525,41.472,40.194,41.283,15423718.0
2019-04-24,41.662,41.662,40.147,40.478,12864178.0
2019-04-25,41.094,41.094,39.768,39.815,10670996.0
2019-04-26,39.342,40.809,39.342,40.573,9403749.0
2019-04-27,39.342,40.809,39.342,40.573,9403749.0
2019-04-28,39.342,40.809,39.342,40.573,9403749.0
2019-04-29,40.904,42.324,40.62,41.614,16613548.0
2019-04-30,41.236,41.472,40.525,40.809,14379278.0
2019-05-01,41.236,41.472,40.525,40.809,14379278.0
2019-05-02,39.957,41.567,39.957,41.472,9889120.0
2019-05-03,41.236,41.425,40.809,41.283,5299031.0
2019-05-04,41.236,41.425,40.809,41.283,5299031.0
2019-05-05,41.236,41.425,40.809,41.283,5299031.0
2019-05-06,39.768,40.052,38.726,39.247,15752873.0
2019-05-07,39.579,40.241,39.247,40.005,11036268.0
2019-05-08,38.963,39.768,38.916,39.437,7731206.0
2019-05-09,39.579,39.579,37.922,38.253,16326698.0
2019-05-10,38.584,39.437,38.206,39.247,12510017.0
2019-05-11,38.584,39.437,38.206,39.247,12510017.0
2019-05-12,38.584,39.437,38.206,39.247,12510017.0
2019-05-13,38.584,39.437,38.206,39.247,12510017.0
2019-05-14,38.348,38.348,36.691,37.306,26781718.0
2019-05-15,37.306,37.969,36.975,37.78,10384267.0
2019-05-16,37.969,38.3,37.59,37.922,8459416.0
2019-05-17,38.111,38.253,36.359,36.785,14634446.0
2019-05-18,38.111,38.253,36.359,36.785,14634446.0
2019-05-19,38.111,38.253,36.359,36.785,14634446.0
2019-05-20,37.495,37.495,35.602,35.886,17012954.0
2019-05-21,35.886,36.549,35.412,35.791,17664228.0
2019-05-22,36.265,37.353,36.075,36.691,17564710.0
2019-05-23,36.075,36.407,35.318,35.744,21149527.0
2019-05-24,35.365,35.744,34.418,34.655,27006292.0
2019-05-25,35.365,35.744,34.418,34.655,27006292.0
2019-05-26,35.365,35.744,34.418,34.655,27006292.0
2019-05-27,34.513,34.939,34.087,34.608,9450983.0
2019-05-28,34.56,35.507,33.755,34.986,14729773.0
2019-05-29,34.892,34.892,33.85,34.039,17080289.0
2019-05-30,34.332,34.429,33.552,33.942,10248651.0
2019-05-31,33.65,34.77,33.309,34.575,13345146.0
2019-06-01,33.65,34.77,33.309,34.575,13345146.0
2019-06-02,33.65,34.77,33.309,34.575,13345146.0
2019-06-03,34.575,34.575,32.335,33.406,28388981.0
2019-06-04,33.552,33.552,31.945,32.725,25538921.0
2019-06-05,33.991,34.137,33.163,33.796,21050377.0
2019-06-06,34.088,34.575,33.893,34.039,13647390.0
2019-06-07,34.088,34.575,33.893,34.039,13647390.0
2019-06-08,34.088,34.575,33.893,34.039,13647390.0
