,TRUL CN Equity
2020-04-04,5.037
2020-04-05,5.037
2020-04-06,5.359
2020-04-07,5.364
2020-04-08,4.378
2020-04-09,4.383
2020-04-10,4.383
2020-04-11,4.383
2020-04-12,4.383
2020-04-13,4.199
2020-04-14,4.217
2020-04-15,4.129
2020-04-16,4.058
2020-04-17,4.11
2020-04-18,4.11
2020-04-19,4.11
2020-04-20,4.26
2020-04-21,4.124
2020-04-22,4.144
2020-04-23,4.347
2020-04-24,4.373
2020-04-25,4.373
2020-04-26,4.373
2020-04-27,4.564
2020-04-28,4.646
2020-04-29,4.731
2020-04-30,4.694
2020-05-01,4.481
2020-05-02,4.481
2020-05-03,4.481
2020-05-04,4.43
2020-05-05,4.596
2020-05-06,4.62
2020-05-07,4.654
2020-05-08,4.706
2020-05-09,4.706
2020-05-10,4.706
2020-05-11,4.833
2020-05-12,5.141
2020-05-13,4.95
2020-05-14,4.97
2020-05-15,5.393
2020-05-16,5.393
2020-05-17,5.393
2020-05-18,5.393
2020-05-19,5.844
2020-05-20,5.622
2020-05-21,5.655
2020-05-22,5.527
2020-05-23,5.527
2020-05-24,5.527
2020-05-25,5.742
2020-05-26,5.762
2020-05-27,5.745
2020-05-28,5.724
2020-05-29,5.581
2020-05-30,5.581
2020-05-31,5.581
2020-06-01,5.429
2020-06-02,5.419
2020-06-03,5.592
2020-06-04,5.764
2020-06-05,5.715
2020-06-06,5.715
2020-06-07,5.715
2020-06-08,5.849
2020-06-09,5.793
2020-06-10,5.747
2020-06-11,5.377
2020-06-12,5.383
2020-06-13,5.383
2020-06-14,5.383
2020-06-15,5.449
2020-06-16,5.443
2020-06-17,5.468
2020-06-18,5.45
2020-06-19,5.454
2020-06-20,5.454
2020-06-21,5.454
2020-06-22,5.38
2020-06-23,5.548
2020-06-24,5.407
2020-06-25,5.384
2020-06-26,5.456
2020-06-27,5.456
2020-06-28,5.456
2020-06-29,5.372
2020-06-30,5.515
2020-07-01,5.515
2020-07-02,5.598
2020-07-03,5.644
2020-07-04,5.644
2020-07-05,5.644
2020-07-06,5.617
2020-07-07,5.433
2020-07-08,5.542
2020-07-09,5.569
2020-07-10,6.443
2020-07-11,6.443
2020-07-12,6.443
2020-07-13,6.787
2020-07-14,6.909
2020-07-15,6.741
2020-07-16,6.53
2020-07-17,6.3
2020-07-18,6.3
2020-07-19,6.3
2020-07-20,6.297
2020-07-21,6.601
2020-07-22,6.659
2020-07-23,6.657
2020-07-24,6.545
2020-07-25,6.545
2020-07-26,6.545
2020-07-27,6.882
2020-07-28,7.227
2020-07-29,7.085
2020-07-30,7.135
2020-07-31,7.033
2020-08-01,7.033
2020-08-02,7.033
2020-08-03,7.033
2020-08-04,6.134
2020-08-05,6.231
2020-08-06,6.659
2020-08-07,6.332
2020-08-08,6.332
2020-08-09,6.332
2020-08-10,7.311
2020-08-11,6.909
2020-08-12,6.805
2020-08-13,6.861
2020-08-14,7.498
2020-08-15,7.498
2020-08-16,7.498
2020-08-17,7.105
2020-08-18,6.759
2020-08-19,6.649
2020-08-20,6.423
2020-08-21,6.135
2020-08-22,6.135
2020-08-23,6.135
2020-08-24,6.255
2020-08-25,6.271
2020-08-26,6.13
2020-08-27,6.395
2020-08-28,6.861
2020-08-29,6.861
2020-08-30,6.861
2020-08-31,6.873
2020-09-01,6.618
2020-09-02,6.37
2020-09-03,6.044
2020-09-04,6.162
2020-09-05,6.162
2020-09-06,6.162
2020-09-07,6.162
2020-09-08,6.14
2020-09-09,6.184
2020-09-10,6.057
2020-09-11,6.179
2020-09-12,6.179
2020-09-13,6.179
2020-09-14,6.229
2020-09-15,6.144
2020-09-16,5.959
2020-09-17,6.073
2020-09-18,6.043
2020-09-19,6.043
2020-09-20,6.043
2020-09-21,5.652
2020-09-22,5.621
2020-09-23,5.471
2020-09-24,5.324
2020-09-25,5.682
2020-09-26,5.682
2020-09-27,5.682
2020-09-28,5.889
2020-09-29,5.857
2020-09-30,5.841
2020-10-01,5.765
2020-10-02,5.82
2020-10-03,5.82
2020-10-04,5.82
2020-10-05,5.926
2020-10-06,5.898
2020-10-07,6.255
2020-10-08,6.688
2020-10-09,6.7
2020-10-10,6.7
2020-10-11,6.7
2020-10-12,6.7
2020-10-13,6.88
2020-10-14,6.857
2020-10-15,6.8
2020-10-16,6.812
2020-10-17,6.812
2020-10-18,6.812
2020-10-19,6.649
2020-10-20,6.738
2020-10-21,7.027
2020-10-22,7.416
2020-10-23,7.537
2020-10-24,7.537
2020-10-25,7.537
2020-10-26,7.416
2020-10-27,7.451
2020-10-28,7.067
2020-10-29,7.301
2020-10-30,7.077
2020-10-31,7.077
2020-11-01,7.077
2020-11-02,7.428
2020-11-03,7.238
2020-11-04,7.206
2020-11-05,7.49
2020-11-06,7.768
2020-11-07,7.768
2020-11-08,7.768
2020-11-09,8.08
2020-11-10,7.993
2020-11-11,7.948
2020-11-12,8.088
2020-11-13,8.212
2020-11-14,8.212
2020-11-15,8.212
2020-11-16,8.136
2020-11-17,8.237
2020-11-18,8.236
2020-11-19,8.054
2020-11-20,7.549
2020-11-21,7.549
2020-11-22,7.549
2020-11-23,7.892
2020-11-24,8.335
2020-11-25,8.519
2020-11-26,8.631
2020-11-27,8.771
2020-11-28,8.771
2020-11-29,8.771
2020-11-30,8.992
2020-12-01,9.158
2020-12-02,9.06
2020-12-03,9.015
2020-12-04,9.208
2020-12-05,9.208
2020-12-06,9.208
2020-12-07,8.93
2020-12-08,8.95
2020-12-09,9.249
2020-12-10,9.17
2020-12-11,9.3
2020-12-12,9.3
2020-12-13,9.3
2020-12-14,9.176
2020-12-15,9.344
2020-12-16,9.793
2020-12-17,10.005
2020-12-18,9.911
2020-12-19,9.911
2020-12-20,9.911
2020-12-21,9.603
2020-12-22,9.538
2020-12-23,9.694
2020-12-24,9.681
2020-12-25,9.681
2020-12-26,9.681
2020-12-27,9.681
2020-12-28,9.681
2020-12-29,9.819
2020-12-30,9.844
2020-12-31,9.57
2021-01-01,9.57
2021-01-02,9.57
2021-01-03,9.57
2021-01-04,10.144
2021-01-05,10.499
2021-01-06,11.339
2021-01-07,11.764
2021-01-08,12.081
2021-01-09,12.081
2021-01-10,12.081
2021-01-11,12.308
2021-01-12,12.641
2021-01-13,13.89
2021-01-14,13.763
2021-01-15,13.149
2021-01-16,13.149
2021-01-17,13.149
2021-01-18,13.212
2021-01-19,13.257
2021-01-20,13.485
2021-01-21,13.339
2021-01-22,13.147
2021-01-23,13.147
2021-01-24,13.147
2021-01-25,13.179
2021-01-26,12.865
2021-01-27,12.034
2021-01-28,12.095
2021-01-29,12.065
2021-01-30,12.065
2021-01-31,12.065
2021-02-01,12.197
2021-02-02,12.84
2021-02-03,12.97
2021-02-04,13.741
2021-02-05,14.045
2021-02-06,14.045
2021-02-07,14.045
2021-02-08,15.034
2021-02-09,15.072
2021-02-10,15.467
2021-02-11,14.404
2021-02-12,14.491
2021-02-13,14.491
2021-02-14,14.491
2021-02-15,14.491
2021-02-16,15.115
2021-02-17,14.565
2021-02-18,14.294
2021-02-19,14.489
2021-02-20,14.489
2021-02-21,14.489
2021-02-22,14.148
2021-02-23,13.991
2021-02-24,14.285
2021-02-25,14.122
2021-02-26,14.141
2021-02-27,14.141
2021-02-28,14.141
2021-03-01,14.18
2021-03-02,14.695
2021-03-03,15.015
2021-03-04,14.014
2021-03-05,13.812
2021-03-06,13.812
2021-03-07,13.812
2021-03-08,13.255
2021-03-09,14.244
2021-03-10,13.986
2021-03-11,14.982
2021-03-12,15.055
2021-03-13,15.055
2021-03-14,15.055
2021-03-15,15.414
2021-03-16,16.023
2021-03-17,15.107
2021-03-18,15.385
2021-03-19,14.763
2021-03-20,14.763
2021-03-21,14.763
2021-03-22,14.612
2021-03-23,17.634
2021-03-24,17.674
2021-03-25,18.049
2021-03-26,17.729
2021-03-27,17.729
2021-03-28,17.729
2021-03-29,16.953
2021-03-30,15.947
2021-03-31,16.711
2021-04-01,16.691
2021-04-02,16.691
2021-04-03,16.691
2021-04-04,16.691
2021-04-05,16.529
2021-04-06,16.168
2021-04-07,15.77
2021-04-08,15.04
2021-04-09,15.009
2021-04-10,15.009
2021-04-11,15.009
2021-04-12,14.538
2021-04-13,14.88
2021-04-14,14.821
2021-04-15,14.23
2021-04-16,13.955
2021-04-17,13.955
2021-04-18,13.955
2021-04-19,13.417
2021-04-20,12.776
2021-04-21,13.689
2021-04-22,13.807
2021-04-23,13.611
2021-04-24,13.611
2021-04-25,13.611
2021-04-26,13.649
2021-04-27,14.258
2021-04-28,12.456
2021-04-29,12.072
2021-04-30,12.567
2021-05-01,12.567
2021-05-02,12.567
2021-05-03,13.096
2021-05-04,12.451
2021-05-05,12.367
2021-05-06,11.825
2021-05-07,12.356
2021-05-08,12.356
2021-05-09,12.356
2021-05-10,11.644
2021-05-11,11.924
2021-05-12,11.901
2021-05-13,13.451
2021-05-14,13.571
2021-05-15,13.571
2021-05-16,13.571
2021-05-17,13.794
2021-05-18,13.811
2021-05-19,13.529
2021-05-20,13.447
2021-05-21,13.45
2021-05-22,13.45
2021-05-23,13.45
2021-05-24,13.45
2021-05-25,13.207
2021-05-26,13.163
2021-05-27,13.229
2021-05-28,13.095
2021-05-29,13.095
2021-05-30,13.095
2021-05-31,12.771
2021-06-01,12.929
2021-06-02,13.129
2021-06-03,13.114
2021-06-04,13.395
2021-06-05,13.395
2021-06-06,13.395
2021-06-07,13.47
2021-06-08,13.229
2021-06-09,13.166
2021-06-10,13.184
2021-06-11,13.028
2021-06-12,13.028
2021-06-13,13.028
2021-06-14,12.755
2021-06-15,12.284
2021-06-16,12.463
2021-06-17,12.346
2021-06-18,12.422
2021-06-19,12.422
2021-06-20,12.422
2021-06-21,12.734
2021-06-22,12.449
2021-06-23,13.226
2021-06-24,13.577
2021-06-25,13.492
2021-06-26,13.492
2021-06-27,13.492
2021-06-28,13.456
2021-06-29,13.346
2021-06-30,12.959
2021-07-01,12.959
2021-07-02,13.294
2021-07-03,13.294
2021-07-04,13.294
2021-07-05,13.35
2021-07-06,12.864
2021-07-07,15.536
2021-07-08,15.393
2021-07-09,15.617
2021-07-10,15.617
2021-07-11,15.617
2021-07-12,15.123
2021-07-13,15.038
2021-07-14,14.643
2021-07-15,14.797
2021-07-16,14.118
2021-07-17,14.118
2021-07-18,14.118
2021-07-19,13.701
2021-07-20,13.971
2021-07-21,14.077
2021-07-22,13.737
2021-07-23,13.303
2021-07-24,13.303
2021-07-25,13.303
2021-07-26,13.205
2021-07-27,12.867
2021-07-28,13.259
2021-07-29,13.339
2021-07-30,13.42
2021-07-31,13.42
2021-08-01,13.42
2021-08-02,13.42
2021-08-03,13.373
2021-08-04,12.889
2021-08-05,14.791
2021-08-06,14.913
2021-08-07,14.913
2021-08-08,14.913
2021-08-09,14.974
2021-08-10,14.713
2021-08-11,14.372
2021-08-12,14.667
2021-08-13,14.251
2021-08-14,14.251
2021-08-15,14.251
2021-08-16,13.383
2021-08-17,12.895
2021-08-18,13.371
2021-08-19,13.011
2021-08-20,12.648
2021-08-21,12.648
2021-08-22,12.648
2021-08-23,12.655
2021-08-24,13.033
2021-08-25,13.112
2021-08-26,12.821
2021-08-27,12.967
2021-08-28,12.967
2021-08-29,12.967
2021-08-30,12.861
2021-08-31,12.879
2021-09-01,12.627
2021-09-02,12.896
2021-09-03,13.203
2021-09-04,13.203
2021-09-05,13.203
2021-09-06,13.203
2021-09-07,12.833
2021-09-08,12.677
2021-09-09,12.555
2021-09-10,12.074
2021-09-11,12.074
2021-09-12,12.074
2021-09-13,11.992
2021-09-14,11.536
2021-09-15,12.031
2021-09-16,12.894
2021-09-17,12.544
2021-09-18,12.544
2021-09-19,12.544
2021-09-20,11.701
2021-09-21,12.684
2021-09-22,13.457
2021-09-23,13.51
2021-09-24,13.974
2021-09-25,13.974
2021-09-26,13.974
2021-09-27,14.004
2021-09-28,13.315
2021-09-29,12.879
2021-09-30,13.04
2021-10-01,13.364
2021-10-02,13.364
2021-10-03,13.364
2021-10-04,13.462
2021-10-05,13.977
2021-10-06,13.968
2021-10-07,14.0
2021-10-08,14.0
2021-10-09,14.0
2021-10-10,14.0
2021-10-11,14.0
2021-10-12,13.201
2021-10-13,12.996
2021-10-14,12.821
2021-10-15,12.582
2021-10-16,12.582
2021-10-17,12.582
2021-10-18,12.238
2021-10-19,12.735
2021-10-20,13.207
2021-10-21,13.869
2021-10-22,13.049
2021-10-23,13.049
2021-10-24,13.049
2021-10-25,12.503
2021-10-26,11.916
2021-10-27,11.903
2021-10-28,12.149
2021-10-29,11.896
2021-10-30,11.896
2021-10-31,11.896
2021-11-01,12.172
2021-11-02,11.907
2021-11-03,11.841
2021-11-04,13.761
2021-11-05,15.865
2021-11-06,15.865
2021-11-07,15.865
2021-11-08,16.326
2021-11-09,16.1
2021-11-10,15.494
2021-11-11,16.396
2021-11-12,17.454
2021-11-13,17.454
2021-11-14,17.454
2021-11-15,18.976
2021-11-16,18.926
2021-11-17,18.808
2021-11-18,18.431
2021-11-19,17.994
2021-11-20,17.994
2021-11-21,17.994
2021-11-22,16.944
2021-11-23,18.052
2021-11-24,18.657
2021-11-25,18.561
2021-11-26,17.938
2021-11-27,17.938
2021-11-28,17.938
2021-11-29,17.3
2021-11-30,16.749
2021-12-01,16.454
2021-12-02,16.433
2021-12-03,16.65
2021-12-04,16.65
2021-12-05,16.65
2021-12-06,17.427
2021-12-07,17.337
2021-12-08,18.296
2021-12-09,17.982
2021-12-10,17.793
2021-12-11,17.793
2021-12-12,17.793
2021-12-13,17.139
2021-12-14,16.767
2021-12-15,17.038
2021-12-16,17.079
2021-12-17,16.805
2021-12-18,16.805
2021-12-19,16.805
2021-12-20,16.224
2021-12-21,16.39
2021-12-22,17.647
2021-12-23,18.498
2021-12-24,18.784
2021-12-25,18.784
2021-12-26,18.784
2021-12-27,18.784
2021-12-28,18.784
2021-12-29,18.463
2021-12-30,18.235
2021-12-31,18.156
2022-01-01,18.156
2022-01-02,18.156
2022-01-03,18.156
2022-01-04,17.73
2022-01-05,16.957
2022-01-06,16.882
2022-01-07,17.65
2022-01-08,17.65
2022-01-09,17.65
2022-01-10,17.592
2022-01-11,17.59
2022-01-12,17.65
2022-01-13,17.485
2022-01-14,17.513
2022-01-15,17.513
2022-01-16,17.513
2022-01-17,17.769
2022-01-18,17.174
2022-01-19,16.686
2022-01-20,15.819
2022-01-21,14.648
2022-01-22,14.648
2022-01-23,14.648
2022-01-24,14.646
2022-01-25,13.931
2022-01-26,13.697
2022-01-27,13.292
2022-01-28,13.042
2022-01-29,13.042
2022-01-30,13.042
2022-01-31,13.684
2022-02-01,15.318
2022-02-02,15.039
2022-02-03,14.293
2022-02-04,15.343
2022-02-05,15.343
2022-02-06,15.343
2022-02-07,15.581
2022-02-08,16.228
2022-02-09,17.582
2022-02-10,18.106
2022-02-11,18.448
2022-02-12,18.448
2022-02-13,18.448
2022-02-14,18.278
2022-02-15,18.196
2022-02-16,17.967
2022-02-17,18.609
2022-02-18,17.788
2022-02-19,17.788
2022-02-20,17.788
2022-02-21,17.788
2022-02-22,16.963
2022-02-23,16.314
2022-02-24,16.105
2022-02-25,15.925
2022-02-26,15.925
2022-02-27,15.925
2022-02-28,17.673
2022-03-01,16.662
2022-03-02,16.436
2022-03-03,16.322
2022-03-04,16.287
2022-03-05,16.287
2022-03-06,16.287
2022-03-07,15.458
2022-03-08,15.467
2022-03-09,15.572
2022-03-10,15.65
2022-03-11,15.308
2022-03-12,15.308
2022-03-13,15.308
2022-03-14,14.197
2022-03-15,14.082
2022-03-16,14.774
2022-03-17,15.807
2022-03-18,16.482
2022-03-19,16.482
2022-03-20,16.482
2022-03-21,16.203
2022-03-22,16.244
2022-03-23,15.913
2022-03-24,16.794
2022-03-25,16.991
2022-03-26,16.991
2022-03-27,16.991
2022-03-28,17.284
2022-03-29,17.523
2022-03-30,15.088
2022-03-31,16.09
2022-04-01,16.17
2022-04-02,16.17
2022-04-03,16.17
2022-04-04,15.711
2022-04-05,15.619
2022-04-06,15.336
2022-04-07,15.512
2022-04-08,16.597
2022-04-09,16.597
2022-04-10,16.597
2022-04-11,16.123
2022-04-12,15.811
2022-04-13,15.596
2022-04-14,15.313
2022-04-15,15.313
2022-04-16,15.313
2022-04-17,15.313
2022-04-18,14.621
2022-04-19,15.286
2022-04-20,14.791
2022-04-21,14.436
2022-04-22,14.072
2022-04-23,14.072
2022-04-24,14.072
2022-04-25,13.729
2022-04-26,13.461
2022-04-27,12.831
2022-04-28,12.47
2022-04-29,12.136
2022-04-30,12.136
2022-05-01,12.136
2022-05-02,11.756
2022-05-03,11.38
2022-05-04,14.873
2022-05-05,14.791
2022-05-06,16.103
2022-05-07,16.103
2022-05-08,16.103
2022-05-09,15.51
2022-05-10,15.414
2022-05-11,14.795
2022-05-12,23.351
2022-05-13,27.106
2022-05-14,27.106
2022-05-15,27.106
2022-05-16,26.449
2022-05-17,26.811
2022-05-18,26.365
2022-05-19,29.872
2022-05-20,30.405
2022-05-21,30.405
2022-05-22,30.405
2022-05-23,30.405
2022-05-24,29.038
2022-05-25,28.585
2022-05-26,29.519
2022-05-27,29.359
2022-05-28,29.359
2022-05-29,29.359
2022-05-30,29.03
2022-05-31,30.057
2022-06-01,29.016
2022-06-02,29.48
2022-06-03,29.498
2022-06-04,29.498
2022-06-05,29.498
2022-06-06,29.397
2022-06-07,29.201
2022-06-08,28.566
2022-06-09,27.727
2022-06-10,28.478
2022-06-11,28.478
2022-06-12,28.478
2022-06-13,27.143
2022-06-14,26.747
2022-06-15,27.391
2022-06-16,27.54
2022-06-17,27.214
2022-06-18,27.214
2022-06-19,27.214
2022-06-20,27.534
2022-06-21,26.696
2022-06-22,27.392
2022-06-23,26.08
2022-06-24,26.38
2022-06-25,26.38
2022-06-26,26.38
2022-06-27,26.492
2022-06-28,25.972
2022-06-29,24.839
2022-06-30,23.322
2022-07-01,23.322
2022-07-02,23.322
2022-07-03,23.322
2022-07-04,22.729
2022-07-05,24.701
2022-07-06,25.896
2022-07-07,25.306
2022-07-08,23.959
2022-07-09,23.959
2022-07-10,23.959
2022-07-11,22.843
2022-07-12,23.632
2022-07-13,22.996
2022-07-14,25.112
2022-07-15,24.291
2022-07-16,24.291
2022-07-17,24.291
2022-07-18,24.536
2022-07-19,27.031
2022-07-20,27.674
2022-07-21,29.057
2022-07-22,28.799
2022-07-23,28.799
2022-07-24,28.799
2022-07-25,29.594
2022-07-26,28.737
2022-07-27,28.495
2022-07-28,28.784
2022-07-29,28.446
2022-07-30,28.446
2022-07-31,28.446
2022-08-01,28.446
2022-08-02,29.916
2022-08-03,28.906
2022-08-04,27.246
2022-08-05,28.713
2022-08-06,28.713
2022-08-07,28.713
2022-08-08,28.611
2022-08-09,29.106
2022-08-10,26.22
2022-08-11,25.128
2022-08-12,25.345
2022-08-13,25.345
2022-08-14,25.345
2022-08-15,25.299
2022-08-16,35.787
2022-08-17,35.069
2022-08-18,35.43
2022-08-19,34.894
2022-08-20,34.894
2022-08-21,34.894
2022-08-22,33.598
2022-08-23,33.726
2022-08-24,36.571
2022-08-25,38.781
2022-08-26,39.109
2022-08-27,39.109
2022-08-28,39.109
2022-08-29,40.206
2022-08-30,38.787
2022-08-31,38.618
2022-09-01,38.897
2022-09-02,39.488
2022-09-03,39.488
2022-09-04,39.488
2022-09-05,39.488
2022-09-06,37.038
2022-09-07,36.164
2022-09-08,36.721
2022-09-09,36.752
2022-09-10,36.752
2022-09-11,36.752
2022-09-12,34.672
2022-09-13,32.874
2022-09-14,32.12
2022-09-15,31.847
2022-09-16,30.391
2022-09-17,30.391
2022-09-18,30.391
2022-09-19,29.204
2022-09-20,28.123
2022-09-21,28.393
2022-09-22,26.902
2022-09-23,25.044
2022-09-24,25.044
2022-09-25,25.044
2022-09-26,24.012
2022-09-27,23.557
2022-09-28,24.546
2022-09-29,23.669
2022-09-30,23.123
2022-10-01,23.123
2022-10-02,23.123
2022-10-03,23.475
2022-10-04,24.749
2022-10-05,23.855
2022-10-06,32.251
2022-10-07,33.105
2022-10-08,33.105
2022-10-09,33.105
2022-10-10,33.105
2022-10-11,28.879
2022-10-12,27.199
2022-10-13,27.373
2022-10-14,26.426
2022-10-15,26.426
2022-10-16,26.426
2022-10-17,27.824
2022-10-18,28.394
2022-10-19,29.414
2022-10-20,30.217
2022-10-21,34.126
2022-10-22,34.126
2022-10-23,34.126
2022-10-24,38.148
2022-10-25,38.269
2022-10-26,44.541
2022-10-27,43.292
2022-10-28,43.42
2022-10-29,43.42
2022-10-30,43.42
2022-10-31,47.33
2022-11-01,46.49
2022-11-02,43.723
2022-11-03,43.633
2022-11-04,43.736
2022-11-05,43.736
2022-11-06,43.736
2022-11-07,42.014
2022-11-08,43.239
2022-11-09,34.018
2022-11-10,32.307
2022-11-11,34.819
2022-11-12,34.819
2022-11-13,34.819
2022-11-14,38.95
2022-11-15,44.114
2022-11-16,45.468
2022-11-17,45.43
2022-11-18,44.864
2022-11-19,44.864
2022-11-20,44.864
2022-11-21,42.882
2022-11-22,43.054
2022-11-23,45.653
2022-11-24,46.677
2022-11-25,45.787
2022-11-26,45.787
2022-11-27,45.787
2022-11-28,46.093
2022-11-29,45.5
2022-11-30,45.686
2022-12-01,62.68
2022-12-02,66.222
2022-12-03,66.222
2022-12-04,66.222
2022-12-05,68.158
2022-12-06,62.81
2022-12-07,56.347
2022-12-08,50.937
2022-12-09,62.798
2022-12-10,62.798
2022-12-11,62.798
2022-12-12,55.295
2022-12-13,51.758
2022-12-14,49.79
2022-12-15,47.204
2022-12-16,49.053
2022-12-17,49.053
2022-12-18,49.053
2022-12-19,40.55
2022-12-20,37.956
2022-12-21,36.784
2022-12-22,37.497
2022-12-23,42.735
2022-12-24,42.735
2022-12-25,42.735
2022-12-26,42.735
2022-12-27,42.735
2022-12-28,38.639
2022-12-29,45.326
2022-12-30,44.346
2022-12-31,44.346
2023-01-01,44.346
2023-01-02,44.346
2023-01-03,42.404
2023-01-04,42.319
2023-01-05,43.235
2023-01-06,43.067
2023-01-07,43.067
2023-01-08,43.067
2023-01-09,41.774
2023-01-10,42.001
2023-01-11,42.443
2023-01-12,42.872
2023-01-13,42.289
2023-01-14,42.289
2023-01-15,42.289
2023-01-16,43.452
2023-01-17,42.261
2023-01-18,50.713
2023-01-19,49.201
2023-01-20,48.831
2023-01-21,48.831
2023-01-22,48.831
2023-01-23,48.672
2023-01-24,47.814
2023-01-25,48.299
2023-01-26,47.447
2023-01-27,49.378
2023-01-28,49.378
2023-01-29,49.378
2023-01-30,49.808
2023-01-31,51.91
2023-02-01,51.301
2023-02-02,51.401
2023-02-03,50.654
2023-02-04,50.654
2023-02-05,50.654
2023-02-06,50.344
2023-02-07,48.01
2023-02-08,47.416
2023-02-09,45.626
2023-02-10,46.82
2023-02-11,46.82
2023-02-12,46.82
2023-02-13,46.242
2023-02-14,48.034
2023-02-15,50.738
2023-02-16,53.017
2023-02-17,52.527
2023-02-18,52.527
2023-02-19,52.527
2023-02-20,52.527
2023-02-21,51.943
2023-02-22,49.556
2023-02-23,48.635
2023-02-24,47.649
2023-02-25,47.649
2023-02-26,47.649
2023-02-27,47.354
2023-02-28,49.243
2023-03-01,53.356
2023-03-02,53.384
2023-03-03,53.666
2023-03-04,53.666
2023-03-05,53.666
2023-03-06,54.898
2023-03-07,54.27
2023-03-08,54.27
2023-03-09,54.27
2023-03-10,54.27
2023-03-11,54.27
2023-03-12,54.27
2023-03-13,54.27
2023-03-14,54.27
2023-03-15,54.27
2023-03-16,54.27
2023-03-17,54.27
2023-03-18,54.27
2023-03-19,54.27
2023-03-20,54.27
2023-03-21,54.27
2023-03-22,54.27
2023-03-23,54.27
2023-03-24,54.27
2023-03-25,54.27
2023-03-26,54.27
2023-03-27,54.27
2023-03-28,54.27
2023-03-29,54.27
2023-03-30,54.27
2023-03-31,54.27
2023-04-01,54.27
2023-04-02,54.27
2023-04-03,54.27
2023-04-04,54.27
2023-04-05,54.27
2023-04-06,54.27
2023-04-07,54.27
2023-04-08,54.27
2023-04-09,54.27
2023-04-10,54.27
2023-04-11,54.27
2023-04-12,54.27
2023-04-13,54.27
2023-04-14,54.27
2023-04-15,54.27
2023-04-16,54.27
2023-04-17,54.27
2023-04-18,54.27
2023-04-19,54.27
2023-04-20,54.27
2023-04-21,54.27
2023-04-22,54.27
2023-04-23,54.27
2023-04-24,54.27
2023-04-25,54.27
2023-04-26,54.27
2023-04-27,54.27
2023-04-28,54.27
2023-04-29,54.27
2023-04-30,54.27
2023-05-01,54.27
2023-05-02,54.27
2023-05-03,54.27
2023-05-04,54.27
2023-05-05,54.27
2023-05-06,54.27
2023-05-07,54.27
2023-05-08,54.27
2023-05-09,54.27
2023-05-10,54.27
2023-05-11,54.27
2023-05-12,54.27
2023-05-13,54.27
2023-05-14,54.27
2023-05-15,54.27
2023-05-16,54.27
2023-05-17,54.27
2023-05-18,54.27
2023-05-19,54.27
2023-05-20,54.27
2023-05-21,54.27
2023-05-22,54.27
2023-05-23,54.27
2023-05-24,54.27
2023-05-25,54.27
2023-05-26,54.27
2023-05-27,54.27
2023-05-28,54.27
2023-05-29,54.27
2023-05-30,54.27
2023-05-31,54.27
2023-06-01,54.27
2023-06-02,54.27
2023-06-03,54.27
2023-06-04,54.27
2023-06-05,54.27
2023-06-06,54.27
2023-06-07,54.27
2023-06-08,54.27
2023-06-09,54.27
2023-06-10,54.27
2023-06-11,54.27
2023-06-12,54.27
2023-06-13,54.27
2023-06-14,54.27
2023-06-15,54.27
2023-06-16,54.27
2023-06-17,54.27
2023-06-18,54.27
2023-06-19,54.27
2023-06-20,54.27
2023-06-21,54.27
2023-06-22,54.27
