,NESZ MK Equity,NESZ MK Equity,NESZ MK Equity,NESZ MK Equity,NESZ MK Equity
2010-04-22,23.753,23.766,23.699,23.739,63300.0
2010-04-23,23.766,23.766,23.713,23.739,14000.0
2010-04-24,23.766,23.766,23.713,23.739,14000.0
2010-04-25,23.766,23.766,23.713,23.739,14000.0
2010-04-26,23.739,23.981,23.739,23.807,78600.0
2010-04-27,23.807,23.807,23.807,23.807,2000.0
2010-04-28,23.807,23.807,23.525,23.525,15100.0
2010-04-29,23.632,23.793,23.565,23.565,6900.0
2010-04-30,23.672,23.672,23.565,23.578,12600.0
2010-05-01,23.672,23.672,23.565,23.578,12600.0
2010-05-02,23.672,23.672,23.565,23.578,12600.0
2010-05-03,23.632,23.659,23.605,23.632,37400.0
2010-05-04,23.659,23.659,23.632,23.632,8900.0
2010-05-05,23.431,23.551,23.431,23.498,85000.0
2010-05-06,23.498,23.498,23.377,23.431,35100.0
2010-05-07,23.404,23.431,23.404,23.404,127100.0
2010-05-08,23.404,23.431,23.404,23.404,127100.0
2010-05-09,23.404,23.431,23.404,23.404,127100.0
2010-05-10,23.984,23.984,23.376,23.694,10400.0
2010-05-11,23.915,23.915,23.376,23.694,12900.0
2010-05-12,23.501,23.777,23.501,23.777,4700.0
2010-05-13,23.791,23.888,23.791,23.888,12400.0
2010-05-14,23.846,23.846,23.791,23.846,11200.0
2010-05-15,23.846,23.846,23.791,23.846,11200.0
2010-05-16,23.846,23.846,23.791,23.846,11200.0
2010-05-17,23.846,23.846,23.708,23.846,107500.0
2010-05-18,23.915,23.915,23.888,23.888,40800.0
2010-05-19,23.846,23.846,23.501,23.501,1600.0
2010-05-20,23.501,23.501,23.473,23.487,34800.0
2010-05-21,23.473,23.832,23.431,23.832,78400.0
2010-05-22,23.473,23.832,23.431,23.832,78400.0
2010-05-23,23.473,23.832,23.431,23.832,78400.0
2010-05-24,23.832,23.832,23.501,23.832,10400.0
2010-05-25,23.501,23.501,23.501,23.501,30700.0
2010-05-26,23.639,23.639,23.473,23.639,57300.0
2010-05-27,23.653,23.708,23.653,23.708,3800.0
2010-05-28,23.653,23.708,23.653,23.708,3800.0
2010-05-29,23.653,23.708,23.653,23.708,3800.0
2010-05-30,23.653,23.708,23.653,23.708,3800.0
2010-05-31,23.708,23.708,23.708,23.708,100.0
2010-06-01,23.708,24.33,23.708,24.33,2400.0
2010-06-02,23.694,23.763,23.639,23.639,11300.0
2010-06-03,23.805,23.805,23.694,23.763,34300.0
2010-06-04,23.708,23.763,23.708,23.749,64700.0
2010-06-05,23.708,23.763,23.708,23.749,64700.0
2010-06-06,23.708,23.763,23.708,23.749,64700.0
2010-06-07,23.639,23.749,23.639,23.749,102100.0
2010-06-08,23.749,23.915,23.749,23.86,3600.0
2010-06-09,23.708,23.846,23.708,23.846,106300.0
2010-06-10,24.192,24.192,23.86,23.86,4800.0
2010-06-11,23.874,23.915,23.86,23.86,8100.0
2010-06-12,23.874,23.915,23.86,23.86,8100.0
2010-06-13,23.874,23.915,23.86,23.86,8100.0
2010-06-14,23.874,23.901,23.805,23.846,12200.0
2010-06-15,23.708,23.777,23.708,23.708,15400.0
2010-06-16,23.846,23.846,23.832,23.846,121900.0
2010-06-17,23.846,23.846,23.818,23.846,11400.0
2010-06-18,23.846,23.846,23.708,23.846,44700.0
2010-06-19,23.846,23.846,23.708,23.846,44700.0
2010-06-20,23.846,23.846,23.708,23.846,44700.0
2010-06-21,23.846,23.846,23.653,23.846,80100.0
2010-06-22,24.192,24.192,23.832,23.846,12500.0
2010-06-23,23.846,23.846,23.818,23.818,6500.0
2010-06-24,23.846,23.846,23.818,23.818,63400.0
2010-06-25,23.846,23.846,23.818,23.818,52400.0
2010-06-26,23.846,23.846,23.818,23.818,52400.0
2010-06-27,23.846,23.846,23.818,23.818,52400.0
2010-06-28,23.846,23.846,23.846,23.846,200.0
2010-06-29,23.915,23.915,23.818,23.818,28900.0
2010-06-30,24.053,24.192,24.053,24.192,2300.0
2010-07-01,23.846,24.164,23.846,23.971,3600.0
2010-07-02,24.192,24.192,24.081,24.095,109800.0
2010-07-03,24.192,24.192,24.081,24.095,109800.0
2010-07-04,24.192,24.192,24.081,24.095,109800.0
2010-07-05,24.053,24.053,24.012,24.04,28000.0
2010-07-06,24.053,24.053,24.012,24.04,28000.0
2010-07-07,24.067,24.067,24.053,24.053,1300.0
2010-07-08,24.261,24.261,24.192,24.261,84000.0
2010-07-09,24.261,24.33,24.206,24.33,1600.0
2010-07-10,24.261,24.33,24.206,24.33,1600.0
2010-07-11,24.261,24.33,24.206,24.33,1600.0
2010-07-12,25.298,25.298,24.537,24.537,3400.0
2010-07-13,24.537,24.662,24.537,24.648,2000.0
2010-07-14,24.883,24.883,24.662,24.883,15100.0
2010-07-15,24.814,24.814,24.745,24.745,7700.0
2010-07-16,24.8,24.8,24.731,24.731,6000.0
2010-07-17,24.8,24.8,24.731,24.731,6000.0
2010-07-18,24.8,24.8,24.731,24.731,6000.0
2010-07-19,24.8,25.09,24.8,25.09,15600.0
2010-07-20,25.229,25.229,25.09,25.229,8000.0
2010-07-21,25.574,25.574,25.367,25.436,5900.0
2010-07-22,25.574,25.574,25.436,25.574,10900.0
2010-07-23,25.643,25.851,25.229,25.56,4700.0
2010-07-24,25.643,25.851,25.229,25.56,4700.0
2010-07-25,25.643,25.851,25.229,25.56,4700.0
2010-07-26,29.03,29.03,25.574,25.74,32300.0
2010-07-27,25.643,26.68,25.643,26.68,13800.0
2010-07-28,26.956,27.136,26.818,27.095,21900.0
2010-07-29,27.081,27.095,26.818,26.818,13900.0
2010-07-30,26.956,27.067,26.818,26.818,8900.0
2010-07-31,26.956,27.067,26.818,26.818,8900.0
2010-08-01,26.956,27.067,26.818,26.818,8900.0
2010-08-02,26.818,27.302,26.804,26.818,63400.0
2010-08-03,27.026,27.164,26.818,26.818,34000.0
2010-08-04,26.956,26.956,26.68,26.818,3800.0
2010-08-05,27.026,27.164,26.998,27.164,6900.0
2010-08-06,27.579,27.579,26.611,26.611,15300.0
2010-08-07,27.579,27.579,26.611,26.611,15300.0
2010-08-08,27.579,27.579,26.611,26.611,15300.0
2010-08-09,27.302,27.302,26.611,26.818,9800.0
2010-08-10,26.956,27.219,26.956,27.219,3400.0
2010-08-11,27.219,27.579,26.901,26.956,8400.0
2010-08-12,26.846,27.164,26.334,27.095,7800.0
2010-08-13,27.095,27.302,26.956,26.956,6700.0
2010-08-14,27.095,27.302,26.956,26.956,6700.0
2010-08-15,27.095,27.302,26.956,26.956,6700.0
2010-08-16,27.095,27.233,26.984,27.067,3000.0
2010-08-17,27.109,27.302,27.039,27.302,2700.0
2010-08-18,27.44,27.44,26.956,27.413,10200.0
2010-08-19,27.579,27.579,26.956,27.288,17200.0
2010-08-20,27.523,27.523,26.956,27.413,40100.0
2010-08-21,27.523,27.523,26.956,27.413,40100.0
2010-08-22,27.523,27.523,26.956,27.413,40100.0
2010-08-23,27.413,27.413,26.956,27.039,12200.0
2010-08-24,27.039,27.039,26.956,27.026,5400.0
2010-08-25,27.039,27.288,27.012,27.288,4100.0
2010-08-26,27.095,27.288,27.095,27.288,11400.0
2010-08-27,27.565,27.565,27.302,27.509,31400.0
2010-08-28,27.565,27.565,27.302,27.509,31400.0
2010-08-29,27.565,27.565,27.302,27.509,31400.0
2010-08-30,27.509,27.648,27.44,27.634,72200.0
2010-08-31,27.509,27.648,27.44,27.634,72200.0
2010-09-01,27.509,27.717,27.509,27.717,62800.0
2010-09-02,27.855,28.201,27.717,27.979,8100.0
2010-09-03,27.993,28.201,27.786,28.062,9100.0
2010-09-04,27.993,28.201,27.786,28.062,9100.0
2010-09-05,27.993,28.201,27.786,28.062,9100.0
2010-09-06,28.062,28.339,28.062,28.339,541500.0
2010-09-07,29.03,29.03,28.339,28.477,556000.0
2010-09-08,28.546,28.546,28.477,28.546,2900.0
2010-09-09,28.546,29.03,28.546,29.03,7700.0
2010-09-10,28.546,29.03,28.546,29.03,7700.0
2010-09-11,28.546,29.03,28.546,29.03,7700.0
2010-09-12,28.546,29.03,28.546,29.03,7700.0
2010-09-13,29.38,29.38,29.03,29.38,1000.0
2010-09-14,29.73,29.73,29.156,29.17,900.0
2010-09-15,29.38,29.38,29.38,29.38,100.0
2010-09-16,29.38,29.38,29.38,29.38,100.0
2010-09-17,29.17,29.688,29.17,29.688,123500.0
2010-09-18,29.17,29.688,29.17,29.688,123500.0
2010-09-19,29.17,29.688,29.17,29.688,123500.0
2010-09-20,28.974,29.604,28.974,29.17,6400.0
2010-09-21,29.38,29.38,29.24,29.38,7300.0
2010-09-22,29.366,29.38,29.366,29.38,20900.0
2010-09-23,29.38,29.38,29.31,29.31,3000.0
2010-09-24,29.31,29.38,29.31,29.31,5400.0
2010-09-25,29.31,29.38,29.31,29.31,5400.0
2010-09-26,29.31,29.38,29.31,29.31,5400.0
2010-09-27,29.24,29.24,29.17,29.24,2000.0
2010-09-28,29.338,29.338,29.226,29.24,93300.0
2010-09-29,29.73,29.73,29.24,29.394,10500.0
2010-09-30,29.52,29.52,29.31,29.38,8300.0
2010-10-01,29.38,29.38,29.366,29.38,8100.0
2010-10-02,29.38,29.38,29.366,29.38,8100.0
2010-10-03,29.38,29.38,29.366,29.38,8100.0
2010-10-04,29.87,29.87,29.38,29.52,2900.0
2010-10-05,29.52,30.079,29.52,30.079,123400.0
2010-10-06,30.779,30.779,30.079,30.709,16000.0
2010-10-07,31.129,31.129,30.499,30.709,35300.0
2010-10-08,30.709,30.779,30.373,30.779,37200.0
2010-10-09,30.709,30.779,30.373,30.779,37200.0
2010-10-10,30.709,30.779,30.373,30.779,37200.0
2010-10-11,30.779,31.129,30.779,31.129,1900.0
2010-10-12,31.478,31.478,31.129,31.185,28500.0
2010-10-13,31.129,31.129,30.779,30.779,3700.0
2010-10-14,30.779,30.919,30.779,30.779,600.0
2010-10-15,30.779,31.199,30.779,30.989,4000.0
2010-10-16,30.779,31.199,30.779,30.989,4000.0
2010-10-17,30.779,31.199,30.779,30.989,4000.0
2010-10-18,31.059,31.269,31.059,31.199,4800.0
2010-10-19,31.115,31.115,30.891,30.989,5500.0
2010-10-20,30.989,30.989,30.933,30.989,15400.0
2010-10-21,31.059,31.059,30.989,30.989,600.0
2010-10-22,30.919,30.919,30.919,30.919,600.0
2010-10-23,30.919,30.919,30.919,30.919,600.0
2010-10-24,30.919,30.919,30.919,30.919,600.0
2010-10-25,30.779,30.849,30.639,30.639,6700.0
2010-10-26,31.059,31.059,30.779,30.779,3700.0
2010-10-27,30.639,30.639,30.499,30.569,3200.0
2010-10-28,30.513,30.569,30.359,30.499,52800.0
2010-10-29,30.569,30.779,30.569,30.639,13700.0
2010-10-30,30.569,30.779,30.569,30.639,13700.0
2010-10-31,30.569,30.779,30.569,30.639,13700.0
2010-11-01,30.639,30.639,30.499,30.569,7800.0
2010-11-02,30.429,30.429,30.359,30.359,211400.0
2010-11-03,30.289,30.709,30.233,30.709,47400.0
2010-11-04,30.779,30.779,30.639,30.639,1600.0
2010-11-05,30.779,30.779,30.639,30.639,1600.0
2010-11-06,30.779,30.779,30.639,30.639,1600.0
2010-11-07,30.779,30.779,30.639,30.639,1600.0
2010-11-08,31.115,31.115,30.569,30.639,5300.0
2010-11-09,30.751,30.751,30.429,30.569,8200.0
2010-11-10,30.499,30.569,30.289,30.359,303400.0
2010-11-11,30.359,30.765,30.219,30.639,2700.0
2010-11-12,30.751,30.751,30.149,30.359,106300.0
2010-11-13,30.751,30.751,30.149,30.359,106300.0
2010-11-14,30.751,30.751,30.149,30.359,106300.0
2010-11-15,30.359,30.359,30.289,30.289,6500.0
2010-11-16,30.079,30.289,30.079,30.289,4100.0
2010-11-17,30.079,30.289,30.079,30.289,4100.0
2010-11-18,30.289,30.289,30.219,30.219,39700.0
2010-11-19,30.219,30.569,29.744,30.303,47600.0
2010-11-20,30.219,30.569,29.744,30.303,47600.0
2010-11-21,30.219,30.569,29.744,30.303,47600.0
2010-11-22,30.429,30.667,30.303,30.359,109600.0
2010-11-23,30.667,30.667,30.079,30.289,3000.0
2010-11-24,30.149,30.359,30.149,30.345,102800.0
2010-11-25,30.149,30.359,30.079,30.079,11100.0
2010-11-26,30.149,30.149,30.009,30.079,38500.0
2010-11-27,30.149,30.149,30.009,30.079,38500.0
2010-11-28,30.149,30.149,30.009,30.079,38500.0
2010-11-29,30.079,30.289,30.079,30.149,17300.0
2010-11-30,30.219,30.359,30.079,30.359,108700.0
2010-12-01,30.359,30.359,30.079,30.289,800.0
2010-12-02,30.569,30.639,30.359,30.485,2900.0
2010-12-03,30.429,30.779,30.429,30.779,8600.0
2010-12-04,30.429,30.779,30.429,30.779,8600.0
2010-12-05,30.429,30.779,30.429,30.779,8600.0
2010-12-06,30.779,31.129,30.429,30.429,19800.0
2010-12-07,30.779,31.129,30.429,30.429,19800.0
2010-12-08,30.429,30.499,30.429,30.429,7600.0
2010-12-09,30.219,30.443,30.219,30.443,11200.0
2010-12-10,30.289,30.401,30.289,30.317,22500.0
2010-12-11,30.289,30.401,30.289,30.317,22500.0
2010-12-12,30.289,30.401,30.289,30.317,22500.0
2010-12-13,30.415,30.415,30.289,30.289,6200.0
2010-12-14,30.303,30.303,30.289,30.289,500.0
2010-12-15,30.289,30.289,30.149,30.219,3200.0
2010-12-16,30.219,30.219,30.205,30.205,1200.0
2010-12-17,30.289,30.289,30.135,30.149,4100.0
2010-12-18,30.289,30.289,30.135,30.149,4100.0
2010-12-19,30.289,30.289,30.135,30.149,4100.0
2010-12-20,30.107,30.289,29.394,29.394,66000.0
2010-12-21,29.995,30.079,29.939,30.079,171800.0
2010-12-22,30.079,30.779,30.051,30.569,10900.0
2010-12-23,30.779,30.779,30.219,30.639,1400.0
2010-12-24,30.653,30.653,30.499,30.569,600.0
2010-12-25,30.653,30.653,30.499,30.569,600.0
2010-12-26,30.653,30.653,30.499,30.569,600.0
2010-12-27,30.569,30.569,30.149,30.527,400.0
2010-12-28,30.079,30.317,30.079,30.149,19500.0
2010-12-29,30.135,30.163,30.135,30.149,15600.0
2010-12-30,30.317,30.317,30.317,30.317,200.0
2010-12-31,30.317,30.317,30.317,30.317,200.0
2011-01-01,30.317,30.317,30.317,30.317,200.0
2011-01-02,30.317,30.317,30.317,30.317,200.0
2011-01-03,30.317,30.387,30.317,30.373,8500.0
2011-01-04,30.527,30.667,30.527,30.667,700.0
2011-01-05,30.779,30.849,30.429,30.835,9600.0
2011-01-06,30.779,30.849,30.429,30.835,9600.0
2011-01-07,30.989,31.115,30.779,31.115,8000.0
2011-01-08,30.989,31.115,30.779,31.115,8000.0
2011-01-09,30.989,31.115,30.779,31.115,8000.0
2011-01-10,31.129,31.478,31.115,31.199,5000.0
2011-01-11,31.185,31.338,31.171,31.269,5000.0
2011-01-12,31.338,31.548,31.338,31.548,8800.0
2011-01-13,31.828,31.828,31.478,31.604,3400.0
2011-01-14,31.688,32.038,31.618,31.828,25200.0
2011-01-15,31.688,32.038,31.618,31.828,25200.0
2011-01-16,31.688,32.038,31.618,31.828,25200.0
2011-01-17,31.828,32.178,31.814,31.828,53200.0
2011-01-18,31.828,31.828,31.828,31.828,74300.0
2011-01-19,31.758,31.828,31.548,31.828,2500.0
2011-01-20,31.758,31.828,31.548,31.828,2500.0
2011-01-21,31.828,31.828,31.408,31.478,54800.0
2011-01-22,31.828,31.828,31.408,31.478,54800.0
2011-01-23,31.828,31.828,31.408,31.478,54800.0
2011-01-24,31.478,31.618,31.478,31.618,86900.0
2011-01-25,31.143,31.814,30.793,31.688,41300.0
2011-01-26,31.618,31.968,31.506,31.898,13700.0
2011-01-27,31.618,31.968,31.506,31.898,13700.0
2011-01-28,31.898,31.898,31.898,31.898,1400.0
2011-01-29,31.898,31.898,31.898,31.898,1400.0
2011-01-30,31.898,31.898,31.898,31.898,1400.0
2011-01-31,31.101,32.038,30.989,31.269,3900.0
2011-02-01,31.101,32.038,30.989,31.269,3900.0
2011-02-02,31.548,32.038,31.478,32.038,11000.0
2011-02-03,31.548,32.038,31.478,32.038,11000.0
2011-02-04,31.548,32.038,31.478,32.038,11000.0
2011-02-05,31.548,32.038,31.478,32.038,11000.0
2011-02-06,31.548,32.038,31.478,32.038,11000.0
2011-02-07,31.548,32.038,31.478,32.038,11000.0
2011-02-08,32.108,32.108,31.506,31.604,4100.0
2011-02-09,32.01,32.01,31.506,31.744,2000.0
2011-02-10,31.758,32.108,31.716,32.108,600.0
2011-02-11,31.716,31.744,31.716,31.73,3600.0
2011-02-12,31.716,31.744,31.716,31.73,3600.0
2011-02-13,31.716,31.744,31.716,31.73,3600.0
2011-02-14,31.73,31.828,31.702,31.73,63900.0
2011-02-15,31.73,31.828,31.702,31.73,63900.0
2011-02-16,31.73,31.744,31.73,31.73,86700.0
2011-02-17,31.618,31.618,31.618,31.618,200.0
2011-02-18,31.548,31.618,31.548,31.604,17700.0
2011-02-19,31.548,31.618,31.548,31.604,17700.0
2011-02-20,31.548,31.618,31.548,31.604,17700.0
2011-02-21,31.548,31.618,31.548,31.604,17700.0
2011-02-22,31.478,31.478,31.478,31.478,1600.0
2011-02-23,31.478,31.688,31.478,31.688,1200.0
2011-02-24,31.688,31.828,31.618,31.688,6500.0
2011-02-25,31.688,31.688,31.646,31.66,31700.0
2011-02-26,31.688,31.688,31.646,31.66,31700.0
2011-02-27,31.688,31.688,31.646,31.66,31700.0
2011-02-28,30.989,31.66,30.989,31.478,41400.0
2011-03-01,31.478,31.828,31.478,31.786,57700.0
2011-03-02,31.786,31.828,31.786,31.786,31300.0
2011-03-03,31.786,31.828,31.786,31.786,60000.0
2011-03-04,32.374,32.374,31.548,31.548,286400.0
2011-03-05,32.374,32.374,31.548,31.548,286400.0
2011-03-06,32.374,32.374,31.548,31.548,286400.0
2011-03-07,31.898,31.898,31.548,31.548,2400.0
2011-03-08,32.108,32.108,31.828,31.828,5000.0
2011-03-09,31.828,32.178,31.688,31.828,255000.0
2011-03-10,31.968,31.968,31.478,31.492,3900.0
2011-03-11,31.758,32.024,31.073,32.024,306500.0
2011-03-12,31.758,32.024,31.073,32.024,306500.0
2011-03-13,31.758,32.024,31.073,32.024,306500.0
2011-03-14,31.478,31.968,31.478,31.618,10900.0
2011-03-15,31.828,31.828,31.618,31.618,2100.0
2011-03-16,31.618,31.632,31.548,31.548,240400.0
2011-03-17,32.178,32.178,31.352,31.73,41700.0
2011-03-18,31.73,32.08,31.45,31.8,19400.0
2011-03-19,31.73,32.08,31.45,31.8,19400.0
2011-03-20,31.73,32.08,31.45,31.8,19400.0
2011-03-21,31.8,32.178,31.8,32.178,4000.0
2011-03-22,32.178,32.388,31.898,32.374,303800.0
2011-03-23,31.478,32.654,31.394,32.654,800.0
2011-03-24,32.598,33.297,32.598,32.877,5000.0
2011-03-25,33.577,33.577,33.479,33.479,600.0
2011-03-26,33.577,33.577,33.479,33.479,600.0
2011-03-27,33.577,33.577,33.479,33.479,600.0
2011-03-28,33.479,33.479,32.514,32.598,36600.0
2011-03-29,32.668,33.143,32.668,33.143,2700.0
2011-03-30,32.877,32.947,32.877,32.877,6700.0
2011-03-31,32.877,32.877,32.738,32.738,17200.0
2011-04-01,33.087,33.227,33.017,33.157,7700.0
2011-04-02,33.087,33.227,33.017,33.157,7700.0
2011-04-03,33.087,33.227,33.017,33.157,7700.0
2011-04-04,33.437,33.437,33.409,33.423,36100.0
2011-04-05,33.493,33.563,33.213,33.213,22300.0
2011-04-06,33.297,33.297,33.297,33.297,100.0
2011-04-07,33.577,34.542,33.577,33.927,206300.0
2011-04-08,33.927,33.927,33.507,33.549,12000.0
2011-04-09,33.927,33.927,33.507,33.549,12000.0
2011-04-10,33.927,33.927,33.507,33.549,12000.0
2011-04-11,33.647,33.647,33.549,33.549,2000.0
2011-04-12,34.137,34.137,33.241,33.437,2800.0
2011-04-13,33.941,33.941,33.521,33.577,2700.0
2011-04-14,33.577,33.577,33.577,33.577,1300.0
2011-04-15,33.577,33.577,33.437,33.437,3100.0
2011-04-16,33.577,33.577,33.437,33.437,3100.0
2011-04-17,33.577,33.577,33.437,33.437,3100.0
2011-04-18,33.437,33.437,33.437,33.437,1600.0
2011-04-19,33.857,33.857,33.857,33.857,100.0
2011-04-20,33.885,33.885,33.577,33.577,26100.0
2011-04-21,33.577,33.577,33.367,33.577,5900.0
2011-04-22,33.577,33.577,33.563,33.577,6500.0
2011-04-23,33.577,33.577,33.563,33.577,6500.0
2011-04-24,33.577,33.577,33.563,33.577,6500.0
2011-04-25,33.647,33.717,33.647,33.703,2600.0
2011-04-26,33.647,33.647,33.507,33.577,3000.0
2011-04-27,33.647,33.773,33.647,33.773,2600.0
2011-04-28,33.717,33.717,33.717,33.717,2000.0
2011-04-29,33.717,33.717,33.493,33.563,12000.0
2011-04-30,33.717,33.717,33.493,33.563,12000.0
2011-05-01,33.717,33.717,33.493,33.563,12000.0
2011-05-02,33.717,33.717,33.493,33.563,12000.0
2011-05-03,34.976,34.976,33.829,33.857,13400.0
2011-05-04,33.857,33.871,33.717,33.717,6800.0
2011-05-05,33.717,33.717,33.647,33.717,51800.0
2011-05-06,34.053,34.053,33.703,33.717,30900.0
2011-05-07,34.053,34.053,33.703,33.717,30900.0
2011-05-08,34.053,34.053,33.703,33.717,30900.0
2011-05-09,33.927,33.927,33.717,33.773,9800.0
2011-05-10,34.396,34.396,33.981,33.981,7200.0
2011-05-11,33.981,33.995,33.981,33.981,7200.0
