,HEIM MK Equity,HEIM MK Equity,HEIM MK Equity,HEIM MK Equity,HEIM MK Equity
2013-04-08,11.041,11.313,11.041,11.128,50900.0
2013-04-09,11.264,11.264,11.09,11.09,61200.0
2013-04-10,11.09,11.152,10.954,10.954,76200.0
2013-04-11,10.967,11.028,10.929,11.028,38600.0
2013-04-12,11.066,11.09,11.066,11.066,46400.0
2013-04-13,11.066,11.09,11.066,11.066,46400.0
2013-04-14,11.066,11.09,11.066,11.066,46400.0
2013-04-15,11.066,11.09,11.028,11.041,28700.0
2013-04-16,11.041,11.09,11.004,11.028,83700.0
2013-04-17,11.028,11.053,11.016,11.016,122300.0
2013-04-18,10.967,11.028,10.967,11.004,35700.0
2013-04-19,11.016,11.078,10.979,11.078,161300.0
2013-04-20,11.016,11.078,10.979,11.078,161300.0
2013-04-21,11.016,11.078,10.979,11.078,161300.0
2013-04-22,11.028,11.078,11.028,11.041,55800.0
2013-04-23,11.078,11.214,11.078,11.214,52400.0
2013-04-24,11.028,11.227,11.028,11.214,33500.0
2013-04-25,11.214,11.685,11.214,11.586,134600.0
2013-04-26,11.636,11.735,11.636,11.673,196000.0
2013-04-27,11.636,11.735,11.636,11.673,196000.0
2013-04-28,11.636,11.735,11.636,11.673,196000.0
2013-04-29,11.611,11.636,11.561,11.561,212900.0
2013-04-30,11.561,11.561,11.437,11.437,44000.0
2013-05-01,11.561,11.561,11.437,11.437,44000.0
2013-05-02,11.375,11.437,11.289,11.338,95300.0
2013-05-03,11.338,11.351,11.276,11.326,127200.0
2013-05-04,11.338,11.351,11.276,11.326,127200.0
2013-05-05,11.338,11.351,11.276,11.326,127200.0
2013-05-06,11.462,11.586,11.375,11.561,101600.0
2013-05-07,11.561,12.255,11.561,12.23,292200.0
2013-05-08,12.206,12.268,11.933,12.119,138300.0
2013-05-09,12.119,12.515,12.119,12.491,271900.0
2013-05-10,12.515,12.577,12.416,12.491,35200.0
2013-05-11,12.515,12.577,12.416,12.491,35200.0
2013-05-12,12.515,12.577,12.416,12.491,35200.0
2013-05-13,12.478,12.577,12.478,12.577,58200.0
2013-05-14,12.553,12.875,12.515,12.85,84800.0
2013-05-15,12.825,12.825,12.701,12.825,125900.0
2013-05-16,12.825,13.011,12.8,12.924,80800.0
2013-05-17,12.937,12.937,12.565,12.652,98600.0
2013-05-18,12.937,12.937,12.565,12.652,98600.0
2013-05-19,12.937,12.937,12.565,12.652,98600.0
2013-05-20,13.011,13.011,12.577,12.701,193300.0
2013-05-21,12.701,12.875,12.639,12.875,44000.0
2013-05-22,12.875,12.937,12.701,12.701,33800.0
2013-05-23,12.701,13.011,12.701,13.011,155700.0
2013-05-24,12.701,13.011,12.701,13.011,155700.0
2013-05-25,12.701,13.011,12.701,13.011,155700.0
2013-05-26,12.701,13.011,12.701,13.011,155700.0
2013-05-27,13.123,13.185,12.652,12.912,82500.0
2013-05-28,13.247,13.247,12.838,12.887,25900.0
2013-05-29,12.887,13.011,12.887,12.887,127700.0
2013-05-30,12.999,12.999,12.825,12.949,31800.0
2013-05-31,12.949,13.333,12.937,13.333,172700.0
2013-06-01,12.949,13.333,12.937,13.333,172700.0
2013-06-02,12.949,13.333,12.937,13.333,172700.0
2013-06-03,13.333,13.383,13.172,13.185,57000.0
2013-06-04,13.197,13.37,13.197,13.333,100700.0
2013-06-05,13.333,13.383,13.309,13.358,107200.0
2013-06-06,13.321,13.333,13.321,13.321,111800.0
2013-06-07,13.259,13.37,13.259,13.296,296000.0
2013-06-08,13.259,13.37,13.259,13.296,296000.0
2013-06-09,13.259,13.37,13.259,13.296,296000.0
2013-06-10,13.321,13.358,13.321,13.346,55200.0
2013-06-11,13.631,13.879,13.011,13.135,80700.0
2013-06-12,13.135,13.197,12.887,12.962,107300.0
2013-06-13,12.924,13.234,12.515,13.185,1064600.0
2013-06-14,13.234,13.408,13.123,13.408,50600.0
2013-06-15,13.234,13.408,13.123,13.408,50600.0
2013-06-16,13.234,13.408,13.123,13.408,50600.0
2013-06-17,13.197,13.383,13.172,13.309,28100.0
2013-06-18,13.321,13.556,13.321,13.507,138400.0
2013-06-19,13.544,13.606,13.445,13.457,90700.0
2013-06-20,13.37,13.755,13.346,13.73,152100.0
2013-06-21,13.482,13.631,13.061,13.061,452500.0
2013-06-22,13.482,13.631,13.061,13.061,452500.0
2013-06-23,13.482,13.631,13.061,13.061,452500.0
2013-06-24,13.073,13.073,11.599,11.772,458000.0
2013-06-25,11.834,12.069,11.636,11.772,696800.0
2013-06-26,12.007,12.007,11.71,11.822,124200.0
2013-06-27,11.896,11.896,11.698,11.76,164200.0
2013-06-28,11.772,11.871,11.772,11.809,86800.0
2013-06-29,11.772,11.871,11.772,11.809,86800.0
2013-06-30,11.772,11.871,11.772,11.809,86800.0
2013-07-01,11.896,11.945,11.859,11.945,130200.0
2013-07-02,11.97,12.082,11.97,12.045,49900.0
2013-07-03,12.057,12.057,11.772,11.797,27400.0
2013-07-04,11.797,11.834,11.722,11.722,78300.0
2013-07-05,11.772,11.834,11.561,11.561,156000.0
2013-07-06,11.772,11.834,11.561,11.561,156000.0
2013-07-07,11.772,11.834,11.561,11.561,156000.0
2013-07-08,11.586,11.599,11.4,11.45,156300.0
2013-07-09,11.45,11.462,11.413,11.425,149800.0
2013-07-10,11.413,11.499,11.276,11.313,98900.0
2013-07-11,11.363,11.524,11.326,11.462,124500.0
2013-07-12,11.487,11.499,11.252,11.252,126700.0
2013-07-13,11.487,11.499,11.252,11.252,126700.0
2013-07-14,11.487,11.499,11.252,11.252,126700.0
2013-07-15,11.276,11.289,11.252,11.276,64300.0
2013-07-16,11.264,11.276,11.066,11.115,129400.0
2013-07-17,11.041,11.09,10.855,10.88,218500.0
2013-07-18,10.88,11.041,10.867,11.041,116100.0
2013-07-19,11.103,11.152,11.103,11.128,94600.0
2013-07-20,11.103,11.152,11.103,11.128,94600.0
2013-07-21,11.103,11.152,11.103,11.128,94600.0
2013-07-22,11.152,11.152,10.967,11.004,50800.0
2013-07-23,11.028,11.165,11.016,11.165,44100.0
2013-07-24,11.152,11.152,11.066,11.128,61100.0
2013-07-25,11.152,11.264,11.152,11.264,43400.0
2013-07-26,11.338,11.351,11.227,11.326,39200.0
2013-07-27,11.338,11.351,11.227,11.326,39200.0
2013-07-28,11.338,11.351,11.227,11.326,39200.0
2013-07-29,11.375,11.375,11.276,11.276,24400.0
2013-07-30,11.351,11.351,11.276,11.313,8600.0
2013-07-31,11.338,11.338,11.152,11.152,63200.0
2013-08-01,11.276,11.276,11.09,11.202,116100.0
2013-08-02,11.276,11.276,11.202,11.276,15500.0
2013-08-03,11.276,11.276,11.202,11.276,15500.0
2013-08-04,11.276,11.276,11.202,11.276,15500.0
2013-08-05,11.214,11.313,11.202,11.264,16800.0
2013-08-06,11.276,11.301,11.264,11.289,29200.0
2013-08-07,11.289,11.363,11.289,11.326,102700.0
2013-08-08,11.289,11.363,11.289,11.326,102700.0
2013-08-09,11.289,11.363,11.289,11.326,102700.0
2013-08-10,11.289,11.363,11.289,11.326,102700.0
2013-08-11,11.289,11.363,11.289,11.326,102700.0
2013-08-12,11.301,11.45,11.301,11.437,89300.0
2013-08-13,11.425,11.487,11.425,11.487,46000.0
2013-08-14,11.524,11.648,11.475,11.475,35000.0
2013-08-15,11.475,11.586,11.475,11.586,21900.0
2013-08-16,11.524,11.574,11.475,11.487,46900.0
2013-08-17,11.524,11.574,11.475,11.487,46900.0
2013-08-18,11.524,11.574,11.475,11.487,46900.0
2013-08-19,11.487,11.524,11.45,11.487,43900.0
2013-08-20,11.4,11.4,11.252,11.264,122700.0
2013-08-21,11.313,11.313,11.227,11.252,100800.0
2013-08-22,11.252,11.252,11.128,11.152,97600.0
2013-08-23,11.165,11.363,11.165,11.214,78400.0
2013-08-24,11.165,11.363,11.165,11.214,78400.0
2013-08-25,11.165,11.363,11.165,11.214,78400.0
2013-08-26,11.214,11.289,11.19,11.276,39300.0
2013-08-27,11.214,11.214,10.967,11.004,69300.0
2013-08-28,10.942,10.942,10.409,10.483,156100.0
2013-08-29,10.471,10.781,10.471,10.558,91400.0
2013-08-30,10.57,10.781,10.57,10.781,105100.0
2013-08-31,10.57,10.781,10.57,10.781,105100.0
2013-09-01,10.57,10.781,10.57,10.781,105100.0
2013-09-02,10.706,10.706,10.657,10.657,122700.0
2013-09-03,10.657,10.657,10.533,10.533,32000.0
2013-09-04,10.545,10.545,10.458,10.533,157900.0
2013-09-05,10.52,10.644,10.52,10.644,32400.0
2013-09-06,10.644,10.644,10.533,10.533,15400.0
2013-09-07,10.644,10.644,10.533,10.533,15400.0
2013-09-08,10.644,10.644,10.533,10.533,15400.0
2013-09-09,10.533,10.843,10.533,10.843,44600.0
2013-09-10,10.843,10.929,10.781,10.867,106500.0
2013-09-11,10.892,10.954,10.892,10.929,24100.0
2013-09-12,10.942,10.942,10.768,10.768,21000.0
2013-09-13,10.781,10.805,10.781,10.781,12700.0
2013-09-14,10.781,10.805,10.781,10.781,12700.0
2013-09-15,10.781,10.805,10.781,10.781,12700.0
2013-09-16,10.781,10.805,10.781,10.781,12700.0
2013-09-17,10.781,10.781,10.483,10.508,76300.0
2013-09-18,10.52,10.62,10.52,10.595,65300.0
2013-09-19,10.595,10.607,10.508,10.57,48200.0
2013-09-20,10.533,10.644,10.52,10.595,22500.0
2013-09-21,10.533,10.644,10.52,10.595,22500.0
2013-09-22,10.533,10.644,10.52,10.595,22500.0
2013-09-23,10.595,10.657,10.52,10.644,132300.0
2013-09-24,10.533,10.644,10.52,10.595,53100.0
2013-09-25,10.533,10.756,10.508,10.756,57900.0
2013-09-26,10.607,10.607,10.533,10.545,80600.0
2013-09-27,10.545,10.669,10.533,10.545,26000.0
2013-09-28,10.545,10.669,10.533,10.545,26000.0
2013-09-29,10.545,10.669,10.533,10.545,26000.0
2013-09-30,10.545,10.657,10.496,10.644,28500.0
2013-10-01,10.533,10.644,10.52,10.644,114700.0
2013-10-02,10.657,10.657,10.533,10.595,3600.0
2013-10-03,10.595,10.657,10.595,10.644,110900.0
2013-10-04,10.595,10.644,10.595,10.644,3600.0
2013-10-05,10.595,10.644,10.595,10.644,3600.0
2013-10-06,10.595,10.644,10.595,10.644,3600.0
2013-10-07,10.595,10.595,10.533,10.533,69100.0
2013-10-08,10.57,10.57,10.471,10.471,33700.0
2013-10-09,10.52,10.545,10.458,10.533,26000.0
2013-10-10,10.458,10.533,10.458,10.458,18000.0
2013-10-11,10.52,10.558,10.52,10.558,31800.0
2013-10-12,10.52,10.558,10.52,10.558,31800.0
2013-10-13,10.52,10.558,10.52,10.558,31800.0
2013-10-14,10.533,10.533,10.52,10.52,7800.0
2013-10-15,10.533,10.533,10.52,10.52,7800.0
2013-10-16,10.545,10.545,10.496,10.496,10000.0
2013-10-17,10.533,10.533,10.508,10.508,11200.0
2013-10-18,10.52,10.52,10.483,10.483,44800.0
2013-10-19,10.52,10.52,10.483,10.483,44800.0
2013-10-20,10.52,10.52,10.483,10.483,44800.0
2013-10-21,10.471,10.471,10.248,10.273,178000.0
2013-10-22,10.273,10.285,10.186,10.186,95400.0
2013-10-23,10.186,10.223,9.839,9.913,219100.0
2013-10-24,9.913,10.05,9.913,9.963,78700.0
2013-10-25,9.963,10.198,9.963,10.136,70900.0
2013-10-26,9.963,10.198,9.963,10.136,70900.0
2013-10-27,9.963,10.198,9.963,10.136,70900.0
2013-10-28,10.359,10.57,10.359,10.471,250400.0
2013-10-29,10.471,10.496,10.446,10.458,220300.0
2013-10-30,10.558,10.719,10.558,10.657,360200.0
2013-10-31,10.657,10.768,10.644,10.719,168800.0
2013-11-01,10.768,10.768,10.694,10.694,28400.0
2013-11-02,10.768,10.768,10.694,10.694,28400.0
2013-11-03,10.768,10.768,10.694,10.694,28400.0
2013-11-04,10.669,10.743,10.669,10.694,73100.0
2013-11-05,10.669,10.743,10.669,10.694,73100.0
2013-11-06,10.706,10.719,10.62,10.644,63400.0
2013-11-07,10.632,10.743,10.62,10.719,138600.0
2013-11-08,10.719,10.731,10.669,10.706,13500.0
2013-11-09,10.719,10.731,10.669,10.706,13500.0
2013-11-10,10.719,10.731,10.669,10.706,13500.0
2013-11-11,10.657,10.657,10.582,10.582,87200.0
2013-11-12,10.533,10.533,10.384,10.384,176600.0
2013-11-13,10.384,10.434,10.384,10.434,43500.0
2013-11-14,10.434,10.434,10.359,10.409,153700.0
2013-11-15,10.384,10.384,10.211,10.273,124500.0
2013-11-16,10.384,10.384,10.211,10.273,124500.0
2013-11-17,10.384,10.384,10.211,10.273,124500.0
2013-11-18,10.26,10.26,10.025,10.037,242000.0
2013-11-19,10.025,10.149,9.975,9.975,160700.0
2013-11-20,9.975,10.173,9.975,10.136,68600.0
2013-11-21,10.198,10.248,10.136,10.161,146800.0
2013-11-22,10.223,10.223,10.112,10.161,25000.0
2013-11-23,10.223,10.223,10.112,10.161,25000.0
2013-11-24,10.223,10.223,10.112,10.161,25000.0
2013-11-25,10.161,10.235,10.161,10.211,33900.0
2013-11-26,10.223,10.223,10.124,10.149,57500.0
2013-11-27,10.149,10.161,10.087,10.087,101000.0
2013-11-28,10.099,10.124,9.938,9.988,184400.0
2013-11-29,10.074,10.099,10.0,10.074,111000.0
2013-11-30,10.074,10.099,10.0,10.074,111000.0
2013-12-01,10.074,10.099,10.0,10.074,111000.0
2013-12-02,10.074,10.099,10.05,10.074,154800.0
2013-12-03,10.099,10.273,10.099,10.273,127000.0
2013-12-04,10.391,10.391,10.174,10.212,253500.0
2013-12-05,10.212,10.238,10.186,10.199,72900.0
2013-12-06,10.212,10.212,10.174,10.199,54200.0
2013-12-07,10.212,10.212,10.174,10.199,54200.0
2013-12-08,10.212,10.212,10.174,10.199,54200.0
2013-12-09,10.212,10.212,10.186,10.186,46500.0
2013-12-10,10.174,10.186,10.148,10.148,56900.0
2013-12-11,10.148,10.174,10.11,10.11,41800.0
2013-12-12,10.123,10.123,10.072,10.072,80700.0
2013-12-13,10.059,10.059,9.995,10.008,41900.0
2013-12-14,10.059,10.059,9.995,10.008,41900.0
2013-12-15,10.059,10.059,9.995,10.008,41900.0
2013-12-16,10.02,10.02,9.995,9.995,30500.0
2013-12-17,10.008,10.02,9.969,9.969,35300.0
2013-12-18,9.982,10.084,9.969,10.046,30900.0
2013-12-19,10.084,10.327,10.084,10.289,59600.0
2013-12-20,10.289,10.301,10.161,10.161,18200.0
2013-12-21,10.289,10.301,10.161,10.161,18200.0
2013-12-22,10.289,10.301,10.161,10.161,18200.0
2013-12-23,10.161,10.161,10.084,10.084,7500.0
2013-12-24,10.084,10.212,10.084,10.212,7200.0
2013-12-25,10.084,10.212,10.084,10.212,7200.0
2013-12-26,10.148,10.212,10.097,10.212,37500.0
2013-12-27,10.11,10.161,10.11,10.123,4400.0
2013-12-28,10.11,10.161,10.11,10.123,4400.0
2013-12-29,10.11,10.161,10.11,10.123,4400.0
2013-12-30,10.148,10.212,10.046,10.059,44200.0
2013-12-31,10.072,10.212,10.046,10.212,27900.0
2014-01-01,10.072,10.212,10.046,10.212,27900.0
2014-01-02,10.212,10.212,10.059,10.084,4500.0
2014-01-03,10.097,10.148,10.072,10.148,11700.0
2014-01-04,10.097,10.148,10.072,10.148,11700.0
2014-01-05,10.097,10.148,10.072,10.148,11700.0
2014-01-06,10.148,10.161,10.072,10.148,34900.0
2014-01-07,10.148,10.186,9.957,9.957,103700.0
2014-01-08,9.957,10.148,9.957,10.11,27200.0
2014-01-09,10.212,10.238,10.11,10.186,49400.0
2014-01-10,10.186,10.199,10.174,10.186,34700.0
2014-01-11,10.186,10.199,10.174,10.186,34700.0
2014-01-12,10.186,10.199,10.174,10.186,34700.0
2014-01-13,10.186,10.238,10.186,10.225,40900.0
2014-01-14,10.186,10.238,10.186,10.225,40900.0
2014-01-15,10.084,10.212,9.995,10.097,27700.0
2014-01-16,10.212,10.212,10.02,10.02,27800.0
2014-01-17,10.212,10.212,10.02,10.02,27800.0
2014-01-18,10.212,10.212,10.02,10.02,27800.0
2014-01-19,10.212,10.212,10.02,10.02,27800.0
2014-01-20,10.033,10.033,9.969,9.969,51400.0
2014-01-21,9.969,9.982,9.944,9.944,26700.0
2014-01-22,9.918,9.918,9.829,9.842,543400.0
2014-01-23,9.842,9.88,9.727,9.829,51900.0
2014-01-24,9.816,9.829,9.701,9.701,37700.0
2014-01-25,9.816,9.829,9.701,9.701,37700.0
2014-01-26,9.816,9.829,9.701,9.701,37700.0
2014-01-27,9.765,9.765,9.446,9.574,112700.0
2014-01-28,9.574,9.574,9.318,9.318,113100.0
2014-01-29,9.344,9.357,9.114,9.127,193700.0
2014-01-30,9.101,9.101,8.961,9.038,899800.0
2014-01-31,9.101,9.101,8.961,9.038,899800.0
2014-02-01,9.101,9.101,8.961,9.038,899800.0
2014-02-02,9.101,9.101,8.961,9.038,899800.0
2014-02-03,9.101,9.101,8.961,9.038,899800.0
2014-02-04,9.038,9.038,8.948,8.961,54300.0
2014-02-05,8.961,8.999,8.948,8.974,84800.0
2014-02-06,8.974,8.987,8.935,8.935,84100.0
2014-02-07,8.999,9.038,8.987,9.012,281200.0
2014-02-08,8.999,9.038,8.987,9.012,281200.0
2014-02-09,8.999,9.038,8.987,9.012,281200.0
2014-02-10,9.076,9.114,9.012,9.012,246100.0
2014-02-11,9.025,9.28,9.025,9.28,213300.0
2014-02-12,9.318,9.472,9.318,9.472,124600.0
2014-02-13,9.497,9.638,9.497,9.625,132900.0
2014-02-14,9.638,9.752,9.612,9.701,40800.0
2014-02-15,9.638,9.752,9.612,9.701,40800.0
2014-02-16,9.638,9.752,9.612,9.701,40800.0
2014-02-17,9.74,9.74,9.625,9.701,52400.0
2014-02-18,9.638,9.65,9.574,9.599,19900.0
2014-02-19,9.574,9.701,9.574,9.701,18000.0
2014-02-20,9.689,9.701,9.472,9.484,60300.0
2014-02-21,9.459,9.574,9.446,9.535,41600.0
2014-02-22,9.459,9.574,9.446,9.535,41600.0
2014-02-23,9.459,9.574,9.446,9.535,41600.0
2014-02-24,9.51,9.535,9.472,9.51,49900.0
2014-02-25,9.548,9.574,9.51,9.535,22000.0
2014-02-26,9.535,9.574,9.497,9.51,17500.0
2014-02-27,9.51,9.548,9.446,9.459,28500.0
2014-02-28,9.459,9.459,9.293,9.318,71400.0
2014-03-01,9.459,9.459,9.293,9.318,71400.0
2014-03-02,9.459,9.459,9.293,9.318,71400.0
2014-03-03,9.344,9.344,9.267,9.306,27200.0
2014-03-04,9.318,9.331,9.306,9.318,14900.0
2014-03-05,9.318,9.318,9.306,9.306,12000.0
2014-03-06,9.293,9.318,9.229,9.255,88000.0
2014-03-07,9.318,9.331,9.229,9.242,149700.0
2014-03-08,9.318,9.331,9.229,9.242,149700.0
2014-03-09,9.318,9.331,9.229,9.242,149700.0
2014-03-10,9.242,9.255,9.038,9.178,165500.0
2014-03-11,9.05,9.178,9.05,9.101,16200.0
2014-03-12,9.101,9.152,9.101,9.101,94300.0
2014-03-13,9.14,9.14,9.101,9.114,25800.0
2014-03-14,9.101,9.101,9.012,9.012,77400.0
2014-03-15,9.101,9.101,9.012,9.012,77400.0
2014-03-16,9.101,9.101,9.012,9.012,77400.0
2014-03-17,9.089,9.089,9.038,9.063,27700.0
2014-03-18,9.101,9.14,9.101,9.114,69500.0
2014-03-19,9.127,9.127,9.076,9.076,51500.0
2014-03-20,9.076,9.101,8.999,9.038,75400.0
2014-03-21,9.127,9.127,9.025,9.038,52800.0
2014-03-22,9.127,9.127,9.025,9.038,52800.0
2014-03-23,9.127,9.127,9.025,9.038,52800.0
2014-03-24,9.025,9.101,9.025,9.063,85200.0
2014-03-25,9.063,9.114,9.063,9.089,23500.0
2014-03-26,9.089,9.127,9.012,9.038,76500.0
2014-03-27,9.128,9.128,9.089,9.089,40400.0
2014-03-28,9.128,9.167,9.102,9.102,24400.0
2014-03-29,9.128,9.167,9.102,9.102,24400.0
2014-03-30,9.128,9.167,9.102,9.102,24400.0
2014-03-31,9.128,9.141,9.102,9.115,35900.0
2014-04-01,9.141,9.141,9.102,9.102,28500.0
2014-04-02,9.102,9.141,9.076,9.089,34300.0
2014-04-03,9.154,9.154,9.076,9.089,47700.0
2014-04-04,9.089,9.089,9.051,9.051,96200.0
2014-04-05,9.089,9.089,9.051,9.051,96200.0
2014-04-06,9.089,9.089,9.051,9.051,96200.0
2014-04-07,8.999,9.051,8.869,8.869,125100.0
2014-04-08,8.934,8.986,8.882,8.986,34500.0
2014-04-09,8.999,9.063,8.999,9.051,25500.0
2014-04-10,9.089,9.193,9.089,9.18,104800.0
2014-04-11,9.154,9.258,9.128,9.258,50800.0
2014-04-12,9.154,9.258,9.128,9.258,50800.0
2014-04-13,9.154,9.258,9.128,9.258,50800.0
2014-04-14,9.258,9.335,9.245,9.322,33600.0
2014-04-15,9.322,9.322,9.245,9.245,39800.0
2014-04-16,9.271,9.297,9.271,9.284,26000.0
2014-04-17,9.232,9.297,9.232,9.271,19200.0
2014-04-18,9.258,9.271,9.258,9.271,10100.0
2014-04-19,9.258,9.271,9.258,9.271,10100.0
2014-04-20,9.258,9.271,9.258,9.271,10100.0
2014-04-21,9.309,9.309,9.271,9.309,37600.0
2014-04-22,9.309,9.309,9.245,9.258,27800.0
2014-04-23,9.258,9.309,9.245,9.245,49100.0
2014-04-24,9.245,9.258,9.206,9.206,75900.0
2014-04-25,9.219,9.258,9.206,9.206,360200.0
2014-04-26,9.219,9.258,9.206,9.206,360200.0
2014-04-27,9.219,9.258,9.206,9.206,360200.0
2014-04-28,9.206,9.258,9.206,9.258,21900.0
2014-04-29,9.219,9.309,9.128,9.271,33900.0
2014-04-30,9.271,9.322,9.271,9.322,61600.0
2014-05-01,9.271,9.322,9.271,9.322,61600.0
2014-05-02,9.309,9.309,9.258,9.284,10300.0
2014-05-03,9.309,9.309,9.258,9.284,10300.0
2014-05-04,9.309,9.309,9.258,9.284,10300.0
2014-05-05,9.284,9.322,9.258,9.309,29700.0
2014-05-06,9.322,9.322,9.284,9.309,78100.0
2014-05-07,9.309,9.309,9.297,9.297,3700.0
2014-05-08,9.309,9.322,9.18,9.206,47200.0
2014-05-09,9.309,9.309,9.245,9.258,29400.0
2014-05-10,9.309,9.309,9.245,9.258,29400.0
2014-05-11,9.309,9.309,9.245,9.258,29400.0
2014-05-12,9.128,9.128,9.025,9.025,164200.0
2014-05-13,9.128,9.128,9.025,9.025,164200.0
2014-05-14,9.063,9.063,8.986,8.986,43900.0
2014-05-15,8.999,9.038,8.96,8.999,45800.0
2014-05-16,8.986,8.999,8.947,8.973,42400.0
2014-05-17,8.986,8.999,8.947,8.973,42400.0
2014-05-18,8.986,8.999,8.947,8.973,42400.0
2014-05-19,8.986,8.999,8.934,8.947,34300.0
2014-05-20,8.96,8.986,8.921,8.986,43600.0
2014-05-21,8.986,8.986,8.753,8.779,141700.0
2014-05-22,8.779,8.779,8.675,8.74,234200.0
2014-05-23,8.779,8.779,8.753,8.779,24300.0
2014-05-24,8.779,8.779,8.753,8.779,24300.0
2014-05-25,8.779,8.779,8.753,8.779,24300.0
2014-05-26,8.805,8.869,8.779,8.779,23200.0
2014-05-27,8.792,8.805,8.675,8.675,75000.0
2014-05-28,8.688,8.714,8.623,8.675,65500.0
2014-05-29,8.675,8.74,8.675,8.727,11600.0
2014-05-30,8.727,8.74,8.662,8.675,53800.0
2014-05-31,8.727,8.74,8.662,8.675,53800.0
2014-06-01,8.727,8.74,8.662,8.675,53800.0
2014-06-02,8.675,8.701,8.662,8.701,62100.0
2014-06-03,8.662,8.714,8.649,8.662,25900.0
2014-06-04,8.688,8.727,8.675,8.714,15300.0
2014-06-05,8.662,8.714,8.662,8.675,12100.0
2014-06-06,8.662,8.675,8.636,8.636,55600.0
2014-06-07,8.662,8.675,8.636,8.636,55600.0
2014-06-08,8.662,8.675,8.636,8.636,55600.0
2014-06-09,8.636,8.688,8.636,8.649,35100.0
2014-06-10,8.649,8.675,8.649,8.649,16900.0
2014-06-11,8.688,8.688,8.571,8.584,145900.0
2014-06-12,8.584,8.584,8.533,8.533,112100.0
2014-06-13,8.546,8.546,8.494,8.494,187000.0
2014-06-14,8.546,8.546,8.494,8.494,187000.0
2014-06-15,8.546,8.546,8.494,8.494,187000.0
2014-06-16,8.494,8.571,8.494,8.559,77400.0
2014-06-17,8.662,8.662,8.61,8.649,118600.0
2014-06-18,8.636,8.662,8.636,8.636,34500.0
2014-06-19,8.623,8.649,8.61,8.61,51900.0
2014-06-20,8.623,8.649,8.61,8.61,133700.0
2014-06-21,8.623,8.649,8.61,8.61,133700.0
2014-06-22,8.623,8.649,8.61,8.61,133700.0
2014-06-23,8.61,8.649,8.546,8.571,19400.0
2014-06-24,8.571,8.597,8.571,8.597,38000.0
2014-06-25,8.597,8.597,8.571,8.571,23700.0
2014-06-26,8.584,8.584,8.571,8.571,13200.0
2014-06-27,8.571,8.597,8.546,8.571,21400.0
2014-06-28,8.571,8.597,8.546,8.571,21400.0
2014-06-29,8.571,8.597,8.546,8.571,21400.0
2014-06-30,8.546,8.546,8.494,8.507,74500.0
2014-07-01,8.507,8.533,8.494,8.507,43100.0
2014-07-02,8.494,8.533,8.494,8.52,53500.0
2014-07-03,8.52,8.533,8.52,8.533,132500.0
2014-07-04,8.533,8.571,8.507,8.559,37000.0
2014-07-05,8.533,8.571,8.507,8.559,37000.0
2014-07-06,8.533,8.571,8.507,8.559,37000.0
2014-07-07,8.571,8.597,8.559,8.584,54000.0
2014-07-08,8.584,8.649,8.584,8.623,25500.0
2014-07-09,8.61,8.649,8.571,8.636,65600.0
2014-07-10,8.649,8.714,8.636,8.675,79500.0
2014-07-11,8.688,8.727,8.675,8.714,21400.0
2014-07-12,8.688,8.727,8.675,8.714,21400.0
2014-07-13,8.688,8.727,8.675,8.714,21400.0
2014-07-14,8.714,8.921,8.714,8.921,483100.0
2014-07-15,8.714,8.921,8.714,8.921,483100.0
2014-07-16,8.921,8.973,8.908,8.947,33200.0
2014-07-17,8.947,8.947,8.805,8.817,32900.0
2014-07-18,8.805,8.817,8.805,8.805,15100.0
2014-07-19,8.805,8.817,8.805,8.805,15100.0
2014-07-20,8.805,8.817,8.805,8.805,15100.0
2014-07-21,8.805,8.843,8.805,8.817,7600.0
2014-07-22,8.856,8.882,8.805,8.843,11500.0
2014-07-23,8.856,8.882,8.843,8.843,22300.0
2014-07-24,8.843,8.882,8.843,8.882,51700.0
2014-07-25,8.882,8.882,8.843,8.856,8700.0
2014-07-26,8.882,8.882,8.843,8.856,8700.0
2014-07-27,8.882,8.882,8.843,8.856,8700.0
2014-07-28,8.882,8.882,8.843,8.856,8700.0
2014-07-29,8.882,8.882,8.843,8.856,8700.0
2014-07-30,8.869,8.869,8.805,8.843,5600.0
2014-07-31,8.805,8.805,8.74,8.753,21100.0
2014-08-01,8.753,8.805,8.753,8.779,8900.0
2014-08-02,8.753,8.805,8.753,8.779,8900.0
2014-08-03,8.753,8.805,8.753,8.779,8900.0
2014-08-04,8.753,8.805,8.74,8.766,35400.0
2014-08-05,8.766,8.766,8.688,8.688,60500.0
2014-08-06,8.714,8.74,8.701,8.701,14400.0
2014-08-07,8.701,8.701,8.688,8.688,27400.0
2014-08-08,8.74,8.74,8.636,8.675,90700.0
2014-08-09,8.74,8.74,8.636,8.675,90700.0
2014-08-10,8.74,8.74,8.636,8.675,90700.0
2014-08-11,8.675,8.675,8.623,8.662,50800.0
2014-08-12,8.662,8.727,8.649,8.649,55800.0
2014-08-13,8.662,8.688,8.636,8.662,28700.0
2014-08-14,8.662,8.675,8.61,8.61,39800.0
2014-08-15,8.623,8.623,8.584,8.61,59200.0
2014-08-16,8.623,8.623,8.584,8.61,59200.0
2014-08-17,8.623,8.623,8.584,8.61,59200.0
2014-08-18,8.61,8.623,8.597,8.61,40000.0
