,BHP AU Equity,BHP AU Equity,BHP AU Equity,BHP AU Equity,BHP AU Equity
2004-12-30,5.4543,5.4897,5.4472,5.4755,2927302.0
2004-12-31,5.4472,5.4472,5.4189,5.426,2402786.0
2005-01-01,5.4472,5.4472,5.4189,5.426,2402786.0
2005-01-02,5.4472,5.4472,5.4189,5.426,2402786.0
2005-01-03,5.4472,5.4472,5.4189,5.426,2402786.0
2005-01-04,5.3765,5.3906,5.3446,5.3553,8019859.0
2005-01-05,5.2527,5.3022,5.2456,5.3022,15026101.0
2005-01-06,5.2633,5.334,5.2597,5.3163,9697670.0
2005-01-07,5.3588,5.4012,5.3411,5.3765,10482957.0
2005-01-08,5.3588,5.4012,5.3411,5.3765,10482957.0
2005-01-09,5.3588,5.4012,5.3411,5.3765,10482957.0
2005-01-10,5.3729,5.4118,5.3588,5.3871,7603817.0
2005-01-11,5.3871,5.4295,5.3729,5.38,8057779.0
2005-01-12,5.3835,5.426,5.3659,5.4189,8432358.0
2005-01-13,5.4508,5.4684,5.4048,5.4189,11056664.0
2005-01-14,5.4118,5.4472,5.3942,5.4437,6468126.0
2005-01-15,5.4118,5.4472,5.3942,5.4437,6468126.0
2005-01-16,5.4118,5.4472,5.3942,5.4437,6468126.0
2005-01-17,5.5533,5.571,5.5286,5.5675,12500144.0
2005-01-18,5.6382,5.6418,5.5321,5.5463,13017551.0
2005-01-19,5.5887,5.617,5.5286,5.5922,11714159.0
2005-01-20,5.5215,5.5498,5.4897,5.518,8583151.0
2005-01-21,5.5003,5.5321,5.4897,5.518,8572723.0
2005-01-22,5.5003,5.5321,5.4897,5.518,8572723.0
2005-01-23,5.5003,5.5321,5.4897,5.518,8572723.0
2005-01-24,5.5922,5.6453,5.5781,5.6418,10658875.0
2005-01-25,5.7196,5.7373,5.6594,5.6665,12831933.0
2005-01-26,5.7196,5.7373,5.6594,5.6665,12831933.0
2005-01-27,5.6948,5.8009,5.6842,5.7939,15055651.0
2005-01-28,5.7868,5.8151,5.7337,5.7514,23583796.0
2005-01-29,5.7868,5.8151,5.7337,5.7514,23583796.0
2005-01-30,5.7868,5.8151,5.7337,5.7514,23583796.0
2005-01-31,5.7125,5.7974,5.7019,5.7549,10240635.0
2005-02-01,5.8222,5.8717,5.8115,5.8575,10056118.0
2005-02-02,6.0026,6.0308,5.9601,5.9707,21961253.0
2005-02-03,6.0132,6.1087,5.9884,6.0521,18770401.0
2005-02-04,5.9884,6.0308,5.9707,5.9955,17379650.0
2005-02-05,5.9884,6.0308,5.9707,5.9955,17379650.0
2005-02-06,5.9884,6.0308,5.9707,5.9955,17379650.0
2005-02-07,5.9778,6.0415,5.9743,6.0202,10054105.0
2005-02-08,6.0485,6.0839,5.9884,5.999,10742519.0
2005-02-09,5.999,5.999,5.8823,5.8823,15756352.0
2005-02-10,5.8469,5.8787,5.7939,5.8646,14707231.0
2005-02-11,5.907,5.9353,5.8858,5.8964,10888047.0
2005-02-12,5.907,5.9353,5.8858,5.8964,10888047.0
2005-02-13,5.907,5.9353,5.8858,5.8964,10888047.0
2005-02-14,5.953,5.9919,5.953,5.9778,13675663.0
2005-02-15,5.9778,6.0662,5.9743,6.0662,13006023.0
2005-02-16,6.2325,6.3209,6.137,6.1723,27262149.0
2005-02-17,6.2891,6.3598,6.2254,6.3421,22978811.0
2005-02-18,6.335,6.4022,6.2891,6.3457,17393220.0
2005-02-19,6.335,6.4022,6.2891,6.3457,17393220.0
2005-02-20,6.335,6.4022,6.2891,6.3457,17393220.0
2005-02-21,6.3846,6.4412,6.3244,6.3244,13015003.0
2005-02-22,6.3244,6.3598,6.2395,6.2749,9463544.0
2005-02-23,6.328,6.5508,6.3138,6.5225,21659366.0
2005-02-24,6.5543,6.6216,6.427,6.4801,16842881.0
2005-02-25,6.5791,6.5933,6.5296,6.5791,34513720.0
2005-02-26,6.5791,6.5933,6.5296,6.5791,34513720.0
2005-02-27,6.5791,6.5933,6.5296,6.5791,34513720.0
2005-02-28,6.8188,6.8581,6.8045,6.8331,46590989.0
2005-03-01,6.8474,6.8867,6.801,6.8545,14619389.0
2005-03-02,6.7438,6.8081,6.7224,6.7653,19190580.0
2005-03-03,6.7081,6.826,6.6939,6.7974,15445406.0
2005-03-04,6.8545,6.8902,6.7617,6.7653,14357157.0
2005-03-05,6.8545,6.8902,6.7617,6.7653,14357157.0
2005-03-06,6.8545,6.8902,6.7617,6.7653,14357157.0
2005-03-07,6.8724,6.9152,6.8474,6.8867,12265924.0
2005-03-08,6.7331,6.8188,6.7224,6.7296,18815674.0
2005-03-09,6.8117,6.9616,6.7474,6.8617,27353195.0
2005-03-10,6.7831,6.8724,6.7546,6.8331,19641488.0
2005-03-11,6.7581,6.7581,6.6653,6.6832,17868303.0
2005-03-12,6.7581,6.7581,6.6653,6.6832,17868303.0
2005-03-13,6.7581,6.7581,6.6653,6.6832,17868303.0
2005-03-14,6.6724,6.8117,6.6296,6.7831,14220801.0
2005-03-15,6.7831,6.8295,6.6296,6.6653,19485754.0
2005-03-16,6.651,6.7046,6.6046,6.626,17370894.0
2005-03-17,6.6403,6.6832,6.6189,6.6367,17998244.0
2005-03-18,6.776,6.8081,6.7189,6.7546,19793692.0
2005-03-19,6.776,6.8081,6.7189,6.7546,19793692.0
2005-03-20,6.776,6.8081,6.7189,6.7546,19793692.0
2005-03-21,6.7903,6.8367,6.7867,6.8295,11827138.0
2005-03-22,6.801,6.8117,6.7331,6.7331,11247346.0
2005-03-23,6.6582,6.676,6.6118,6.6367,16661656.0
2005-03-24,6.5689,6.5832,6.5082,6.5154,26607971.0
2005-03-25,6.5689,6.5832,6.5082,6.5154,26607971.0
2005-03-26,6.5689,6.5832,6.5082,6.5154,26607971.0
2005-03-27,6.5689,6.5832,6.5082,6.5154,26607971.0
2005-03-28,6.5689,6.5832,6.5082,6.5154,26607971.0
2005-03-29,6.4511,6.4975,6.4083,6.4118,13618593.0
2005-03-30,6.2762,6.3511,6.2655,6.3119,21888908.0
2005-03-31,6.3904,6.444,6.3797,6.3797,15894123.0
2005-04-01,6.4797,6.5296,6.4654,6.5296,10464800.0
2005-04-02,6.4797,6.5296,6.4654,6.5296,10464800.0
2005-04-03,6.4797,6.5296,6.4654,6.5296,10464800.0
2005-04-04,6.5582,6.5689,6.5082,6.5368,10023839.0
2005-04-05,6.5332,6.5439,6.4975,6.5189,9129983.0
2005-04-06,6.4725,6.4832,6.3547,6.369,18040409.0
2005-04-07,6.444,6.444,6.3976,6.4261,12481087.0
2005-04-08,6.5296,6.5868,6.5154,6.5868,14225657.0
2005-04-09,6.5296,6.5868,6.5154,6.5868,14225657.0
2005-04-10,6.5296,6.5868,6.5154,6.5868,14225657.0
2005-04-11,6.5154,6.5261,6.4368,6.4511,16558090.0
2005-04-12,6.3976,6.4904,6.3868,6.4904,13674851.0
2005-04-13,6.4618,6.4868,6.4225,6.4582,14973712.0
2005-04-14,6.2333,6.2655,6.1833,6.1869,26838840.0
2005-04-15,6.0156,6.0513,5.9477,5.9477,35517874.0
2005-04-16,6.0156,6.0513,5.9477,5.9477,35517874.0
2005-04-17,6.0156,6.0513,5.9477,5.9477,35517874.0
2005-04-18,5.8549,5.9085,5.8371,5.8549,37488546.0
2005-04-19,5.9584,6.0013,5.9263,6.0013,23115420.0
2005-04-20,6.1012,6.1262,6.0084,6.0762,30364952.0
2005-04-21,5.9977,6.0477,5.9727,6.0441,19430477.0
2005-04-22,6.1227,6.1512,6.0798,6.087,17455009.0
2005-04-23,6.1227,6.1512,6.0798,6.087,17455009.0
2005-04-24,6.1227,6.1512,6.0798,6.087,17455009.0
2005-04-25,6.1227,6.1512,6.0798,6.087,17455009.0
2005-04-26,6.1227,6.1298,6.012,6.0298,14676611.0
2005-04-27,5.9192,5.9442,5.8977,5.9442,21046699.0
2005-04-28,5.8335,5.862,5.7585,5.7621,34285111.0
2005-04-29,5.6585,5.7514,5.6478,5.7264,44190220.0
2005-04-30,5.6585,5.7514,5.6478,5.7264,44190220.0
2005-05-01,5.6585,5.7514,5.6478,5.7264,44190220.0
2005-05-02,5.8049,5.8728,5.7906,5.8728,17546685.0
2005-05-03,5.8906,5.9049,5.7585,5.7764,18871298.0
2005-05-04,5.8085,5.8299,5.7549,5.8014,15605574.0
2005-05-05,5.8549,5.8906,5.8156,5.8906,14445670.0
2005-05-06,5.9013,5.9263,5.862,5.8977,21510010.0
2005-05-07,5.9013,5.9263,5.862,5.8977,21510010.0
2005-05-08,5.9013,5.9263,5.862,5.8977,21510010.0
2005-05-09,5.9406,6.0156,5.9263,6.012,19168229.0
2005-05-10,5.9799,6.0084,5.9263,5.962,20228941.0
2005-05-11,5.8906,5.9085,5.862,5.8656,12125978.0
2005-05-12,5.8406,5.8692,5.8156,5.8156,16484843.0
2005-05-13,5.6942,5.7121,5.6585,5.6942,22315490.0
2005-05-14,5.6942,5.7121,5.6585,5.6942,22315490.0
2005-05-15,5.6942,5.7121,5.6585,5.6942,22315490.0
2005-05-16,5.6014,5.6371,5.5514,5.5514,22641158.0
2005-05-17,5.6086,5.6621,5.5871,5.6086,18305288.0
2005-05-18,5.6693,5.7192,5.6621,5.6871,18651502.0
2005-05-19,5.7835,5.8049,5.7549,5.7835,16702442.0
2005-05-20,5.7621,5.7621,5.6693,5.6693,18364431.0
2005-05-21,5.7621,5.7621,5.6693,5.6693,18364431.0
2005-05-22,5.7621,5.7621,5.6693,5.6693,18364431.0
2005-05-23,5.6585,5.7192,5.6478,5.6835,13712672.0
2005-05-24,5.73,5.8192,5.7192,5.8014,18601613.0
2005-05-25,5.8406,5.8692,5.7835,5.7835,15621728.0
2005-05-26,5.7442,5.7906,5.7121,5.73,20786978.0
2005-05-27,5.8371,5.8835,5.8192,5.8728,33162901.0
2005-05-28,5.8371,5.8835,5.8192,5.8728,33162901.0
2005-05-29,5.8371,5.8835,5.8192,5.8728,33162901.0
2005-05-30,5.9085,6.0263,5.8763,6.0156,16309488.0
2005-05-31,6.0084,6.0548,5.937,5.9549,18691811.0
2005-06-01,5.9334,6.0441,5.9299,6.0156,15434202.0
2005-06-02,6.1191,6.1691,6.1012,6.1298,20298330.0
2005-06-03,6.1726,6.2369,6.1119,6.219,14055878.0
2005-06-04,6.1726,6.2369,6.1119,6.219,14055878.0
2005-06-05,6.1726,6.2369,6.1119,6.219,14055878.0
2005-06-06,6.2048,6.2976,6.1869,6.2476,20190789.0
2005-06-07,6.1941,6.2012,6.1619,6.2012,15199592.0
2005-06-08,6.1441,6.1869,6.1227,6.1227,12663175.0
2005-06-09,6.0762,6.1548,6.0727,6.1119,14947087.0
2005-06-10,6.1012,6.1476,6.0834,6.1227,8732749.0
2005-06-11,6.1012,6.1476,6.0834,6.1227,8732749.0
2005-06-12,6.1012,6.1476,6.0834,6.1227,8732749.0
2005-06-13,6.1012,6.1476,6.0834,6.1227,8732749.0
2005-06-14,6.1726,6.219,6.1691,6.1905,9926557.0
2005-06-15,6.1762,6.2512,6.1726,6.2333,12468503.0
2005-06-16,6.3404,6.3619,6.3083,6.3226,22700889.0
2005-06-17,6.469,6.5154,6.4511,6.5154,21342899.0
2005-06-18,6.469,6.5154,6.4511,6.5154,21342899.0
2005-06-19,6.469,6.5154,6.4511,6.5154,21342899.0
2005-06-20,6.5546,6.5975,6.4832,6.5082,18773846.0
2005-06-21,6.5189,6.5296,6.4618,6.5189,13961105.0
2005-06-22,6.4618,6.4761,6.4297,6.4654,10831221.0
2005-06-23,6.419,6.4333,6.3511,6.3511,14109369.0
2005-06-24,6.2655,6.3476,6.2298,6.3404,43781847.0
2005-06-25,6.2655,6.3476,6.2298,6.3404,43781847.0
2005-06-26,6.2655,6.3476,6.2298,6.3404,43781847.0
2005-06-27,6.2512,6.3297,6.2512,6.294,9393541.0
2005-06-28,6.3904,6.4547,6.3726,6.4547,15138474.0
2005-06-29,6.5082,6.5261,6.4547,6.4725,20436138.0
2005-06-30,6.4582,6.5439,6.4582,6.4797,15430267.0
2005-07-01,6.4118,6.4832,6.4083,6.4582,12862292.0
2005-07-02,6.4118,6.4832,6.4083,6.4582,12862292.0
2005-07-03,6.4118,6.4832,6.4083,6.4582,12862292.0
2005-07-04,6.4975,6.5332,6.4547,6.4975,9549067.0
2005-07-05,6.5546,6.5903,6.5404,6.5868,11487066.0
2005-07-06,6.6475,6.6546,6.5618,6.5689,14394105.0
2005-07-07,6.6582,6.6617,6.6046,6.6403,20210971.0
2005-07-08,6.5975,6.6296,6.5439,6.5618,12560531.0
2005-07-09,6.5975,6.6296,6.5439,6.5618,12560531.0
2005-07-10,6.5975,6.6296,6.5439,6.5618,12560531.0
2005-07-11,6.6332,6.7117,6.626,6.7117,11368923.0
2005-07-12,6.7296,6.7367,6.626,6.6403,12349518.0
2005-07-13,6.6939,6.7189,6.6724,6.6867,12053400.0
2005-07-14,6.6939,6.7189,6.6582,6.676,9896849.0
2005-07-15,6.6225,6.6653,6.6153,6.6653,9401558.0
2005-07-16,6.6225,6.6653,6.6153,6.6653,9401558.0
2005-07-17,6.6225,6.6653,6.6153,6.6653,9401558.0
2005-07-18,6.6046,6.651,6.5975,6.6189,9276238.0
2005-07-19,6.5689,6.5725,6.4975,6.4975,14028940.0
2005-07-20,6.5368,6.6653,6.4904,6.6582,17418838.0
2005-07-21,6.7724,6.8081,6.7403,6.7831,19810148.0
2005-07-22,6.7831,6.8581,6.7795,6.8152,18638730.0
2005-07-23,6.7831,6.8581,6.7795,6.8152,18638730.0
2005-07-24,6.7831,6.8581,6.7795,6.8152,18638730.0
2005-07-25,6.8831,6.9331,6.8474,6.8617,12188652.0
2005-07-26,6.826,6.9081,6.8188,6.851,14319314.0
2005-07-27,6.8367,6.8474,6.8152,6.8438,10903342.0
2005-07-28,6.9295,6.9581,6.8367,6.8367,17379919.0
2005-07-29,6.9116,6.9509,6.8867,6.9116,29508797.0
2005-07-30,6.9116,6.9509,6.8867,6.9116,29508797.0
2005-07-31,6.9116,6.9509,6.8867,6.9116,29508797.0
2005-08-01,6.9509,6.9759,6.9259,6.9259,9680254.0
2005-08-02,6.9081,6.9259,6.8688,6.8902,12700508.0
2005-08-03,7.0045,7.0437,6.9688,6.9688,18301923.0
2005-08-04,7.1294,7.1473,7.0687,7.0687,19659923.0
2005-08-05,7.0009,7.0223,6.9723,6.9973,13474212.0
2005-08-06,7.0009,7.0223,6.9723,6.9973,13474212.0
2005-08-07,7.0009,7.0223,6.9723,6.9973,13474212.0
2005-08-08,7.0116,7.1116,6.9866,7.1116,13199555.0
2005-08-09,7.2329,7.2615,7.1937,7.2615,18100882.0
2005-08-10,7.3043,7.3186,7.2008,7.3008,19464742.0
2005-08-11,7.3043,7.4115,7.2865,7.4043,20474622.0
2005-08-12,7.4793,7.515,7.4079,7.515,16227915.0
2005-08-13,7.4793,7.515,7.4079,7.515,16227915.0
2005-08-14,7.4793,7.515,7.4079,7.515,16227915.0
2005-08-15,7.4971,7.5935,7.4829,7.5543,15886771.0
2005-08-16,7.515,7.5792,7.4614,7.4614,15305296.0
2005-08-17,7.3543,7.44,7.3293,7.3365,17867065.0
2005-08-18,7.2472,7.2829,7.1865,7.2401,18604022.0
2005-08-19,7.2365,7.4079,7.2365,7.3829,16486925.0
2005-08-20,7.2365,7.4079,7.2365,7.3829,16486925.0
2005-08-21,7.2365,7.4079,7.2365,7.3829,16486925.0
2005-08-22,7.4472,7.5864,7.4329,7.5757,18694638.0
2005-08-23,7.6506,7.6649,7.49,7.5221,20581539.0
2005-08-24,7.4793,7.5364,7.34,7.34,23072751.0
2005-08-25,7.158,7.2222,7.1044,7.1044,40871120.0
2005-08-26,7.2437,7.3543,7.2151,7.3543,37759955.0
2005-08-27,7.2437,7.3543,7.2151,7.3543,37759955.0
2005-08-28,7.2437,7.3543,7.2151,7.3543,37759955.0
2005-08-29,7.2329,7.2829,7.1473,7.1508,16923651.0
2005-08-30,7.2972,7.3258,7.2579,7.3079,15823594.0
2005-08-31,7.3115,7.3293,7.2329,7.3043,15016125.0
2005-09-01,7.3865,7.4721,7.3829,7.4721,14765850.0
2005-09-02,7.5614,7.5721,7.4186,7.4364,20899450.0
2005-09-03,7.5614,7.5721,7.4186,7.4364,20899450.0
2005-09-04,7.5614,7.5721,7.4186,7.4364,20899450.0
2005-09-05,7.4759,7.4759,7.3714,7.3714,29784540.0
2005-09-06,7.3138,7.3426,7.2453,7.2958,15971079.0
2005-09-07,7.3714,7.4039,7.3354,7.4039,13913865.0
2005-09-08,7.3858,7.3858,7.2057,7.2165,21524484.0
2005-09-09,7.2057,7.2814,7.1373,7.2742,20237291.0
2005-09-10,7.2057,7.2814,7.1373,7.2742,20237291.0
2005-09-11,7.2057,7.2814,7.1373,7.2742,20237291.0
2005-09-12,7.3498,7.357,7.2742,7.2778,15019963.0
2005-09-13,7.3066,7.3822,7.2958,7.375,17053392.0
2005-09-14,7.3246,7.4183,7.2994,7.4183,16883257.0
2005-09-15,7.3678,7.4687,7.3642,7.4579,26034298.0
2005-09-16,7.5372,7.602,7.5264,7.5624,23658364.0
2005-09-17,7.5372,7.602,7.5264,7.5624,23658364.0
2005-09-18,7.5372,7.602,7.5264,7.5624,23658364.0
2005-09-19,7.7173,7.7641,7.6921,7.7065,17282474.0
2005-09-20,7.7533,7.7858,7.7317,7.7569,18154393.0
2005-09-21,7.6777,7.6777,7.5264,7.5264,15346355.0
2005-09-22,7.6056,7.7137,7.584,7.7137,15923696.0
2005-09-23,7.7029,7.7425,7.6525,7.6741,10651954.0
2005-09-24,7.7029,7.7425,7.6525,7.6741,10651954.0
2005-09-25,7.7029,7.7425,7.6525,7.6741,10651954.0
2005-09-26,7.7353,7.8758,7.7173,7.8758,14408685.0
2005-09-27,7.9587,8.038,7.9083,7.9299,19111333.0
2005-09-28,7.9083,7.9155,7.8182,7.8578,12415458.0
2005-09-29,8.0524,8.0992,8.0272,8.0992,19093697.0
2005-09-30,8.0992,8.0992,8.0163,8.0163,44538301.0
2005-10-01,8.0992,8.0992,8.0163,8.0163,44538301.0
2005-10-02,8.0992,8.0992,8.0163,8.0163,44538301.0
2005-10-03,8.0344,8.0488,7.9479,8.0344,7008376.0
2005-10-04,7.9371,8.0308,7.9335,7.9983,14267501.0
2005-10-05,7.8902,7.8975,7.7137,7.7281,18351908.0
2005-10-06,7.5264,7.6525,7.4723,7.4795,23574735.0
2005-10-07,7.4795,7.548,7.3174,7.375,26761043.0
2005-10-08,7.4795,7.548,7.3174,7.375,26761043.0
2005-10-09,7.4795,7.548,7.3174,7.375,26761043.0
2005-10-10,7.4291,7.5192,7.4219,7.4651,14351941.0
2005-10-11,7.4651,7.4759,7.2958,7.3246,20026039.0
2005-10-12,7.4471,7.5047,7.4219,7.5047,18025598.0
2005-10-13,7.3642,7.3822,7.2453,7.375,17585941.0
2005-10-14,7.2597,7.3138,7.1733,7.1985,22040174.0
2005-10-15,7.2597,7.3138,7.1733,7.1985,22040174.0
2005-10-16,7.2597,7.3138,7.1733,7.1985,22040174.0
2005-10-17,7.3138,7.3534,7.2021,7.2237,16243806.0
2005-10-18,7.357,7.4759,7.3354,7.4759,22086697.0
2005-10-19,7.3138,7.339,7.2021,7.2237,19621315.0
2005-10-20,7.2742,7.357,7.1877,7.2093,24182955.0
2005-10-21,7.0616,7.2525,6.9895,7.2165,22524738.0
2005-10-22,7.0616,7.2525,6.9895,7.2165,22524738.0
2005-10-23,7.0616,7.2525,6.9895,7.2165,22524738.0
2005-10-24,7.2057,7.2057,7.0616,7.1228,20421658.0
2005-10-25,7.3174,7.3282,7.2165,7.2381,23775844.0
2005-10-26,7.2597,7.3786,7.2561,7.357,16485396.0
2005-10-27,7.3498,7.5011,7.3426,7.3822,26295663.0
2005-10-28,7.2489,7.2706,7.2309,7.2417,28075404.0
2005-10-29,7.2489,7.2706,7.2309,7.2417,28075404.0
2005-10-30,7.2489,7.2706,7.2309,7.2417,28075404.0
2005-10-31,7.3894,7.4759,7.3786,7.4759,13012128.0
2005-11-01,7.5083,7.5264,7.4471,7.5264,8413130.0
2005-11-02,7.548,7.5768,7.4435,7.4579,18763530.0
2005-11-03,7.6092,7.6741,7.5948,7.6669,20561546.0
2005-11-04,7.7641,7.8002,7.6669,7.6921,16474532.0
2005-11-05,7.7641,7.8002,7.6669,7.6921,16474532.0
2005-11-06,7.7641,7.8002,7.6669,7.6921,16474532.0
2005-11-07,7.5876,7.6272,7.5336,7.5984,12059379.0
2005-11-08,7.638,7.6921,7.638,7.6921,16497186.0
2005-11-09,7.6308,7.6344,7.5696,7.5768,20466583.0
2005-11-10,7.548,7.6308,7.5083,7.6056,18505293.0
2005-11-11,7.602,7.6705,7.5948,7.6092,12212675.0
2005-11-12,7.602,7.6705,7.5948,7.6092,12212675.0
2005-11-13,7.602,7.6705,7.5948,7.6092,12212675.0
2005-11-14,7.7137,7.7894,7.6993,7.7822,17398743.0
2005-11-15,7.7425,7.7894,7.7245,7.7569,14667249.0
2005-11-16,7.7173,7.7497,7.6669,7.7173,11331240.0
2005-11-17,7.6921,7.7641,7.6921,7.7101,9237098.0
2005-11-18,7.8218,7.8722,7.8146,7.8722,14024734.0
2005-11-19,7.8218,7.8722,7.8146,7.8722,14024734.0
2005-11-20,7.8218,7.8722,7.8146,7.8722,14024734.0
2005-11-21,7.8362,7.847,7.811,7.8218,13066979.0
2005-11-22,7.8975,7.9011,7.7966,7.8074,11434087.0
2005-11-23,7.8254,7.8542,7.7317,7.7641,11108354.0
2005-11-24,7.8002,7.8794,7.8002,7.8758,17582950.0
2005-11-25,7.8938,7.9407,7.8578,7.9335,25379121.0
2005-11-26,7.8938,7.9407,7.8578,7.9335,25379121.0
2005-11-27,7.8938,7.9407,7.8578,7.9335,25379121.0
2005-11-28,7.9983,8.038,7.9515,8.0055,11692403.0
2005-11-29,7.8902,7.9011,7.8074,7.865,13893994.0
2005-11-30,7.883,7.9875,7.8722,7.8794,17961869.0
2005-12-01,7.829,7.8398,7.7461,7.7461,14360782.0
2005-12-02,7.9263,7.9407,7.847,7.9083,14763468.0
2005-12-03,7.9263,7.9407,7.847,7.9083,14763468.0
2005-12-04,7.9263,7.9407,7.847,7.9083,14763468.0
2005-12-05,7.9443,7.9623,7.9047,7.9371,13854451.0
2005-12-06,7.9191,7.9371,7.8578,7.865,14699909.0
2005-12-07,7.9227,7.9263,7.8506,7.8722,14454786.0
2005-12-08,7.8398,7.8866,7.7569,7.7677,14106523.0
2005-12-09,7.7822,7.865,7.7461,7.8542,11889135.0
2005-12-10,7.7822,7.865,7.7461,7.8542,11889135.0
2005-12-11,7.7822,7.865,7.7461,7.8542,11889135.0
2005-12-12,7.8578,7.9155,7.8434,7.8975,7897628.0
2005-12-13,7.8866,7.8866,7.7641,7.8002,16738531.0
2005-12-14,7.847,7.8938,7.811,7.8254,14488196.0
2005-12-15,7.8326,7.8326,7.7605,7.8146,17417201.0
2005-12-16,7.7858,7.7966,7.7317,7.7822,9010495.0
2005-12-17,7.7858,7.7966,7.7317,7.7822,9010495.0
2005-12-18,7.7858,7.7966,7.7317,7.7822,9010495.0
2005-12-19,7.8542,7.9155,7.829,7.8794,12220440.0
2005-12-20,7.9083,7.9623,7.8794,7.9623,10016366.0
2005-12-21,8.0163,8.11,8.0163,8.1064,20740543.0
2005-12-22,8.1857,8.2217,8.0668,8.1028,14582468.0
2005-12-23,8.1316,8.1533,8.1136,8.1352,45330026.0
2005-12-24,8.1316,8.1533,8.1136,8.1352,45330026.0
2005-12-25,8.1316,8.1533,8.1136,8.1352,45330026.0
2005-12-26,8.1316,8.1533,8.1136,8.1352,45330026.0
2005-12-27,8.1316,8.1533,8.1136,8.1352,45330026.0
2005-12-28,8.0848,8.1569,8.0812,8.1388,5900008.0
2005-12-29,8.2145,8.2758,8.2037,8.2613,5593823.0
2005-12-30,8.283,8.283,8.1857,8.1965,4233949.0
2005-12-31,8.283,8.283,8.1857,8.1965,4233949.0
2006-01-01,8.283,8.283,8.1857,8.1965,4233949.0
2006-01-02,8.283,8.283,8.1857,8.1965,4233949.0
2006-01-03,8.2073,8.3514,8.2001,8.3514,7888686.0
2006-01-04,8.4919,8.6108,8.4631,8.5928,15937321.0
2006-01-05,8.6,8.6,8.4919,8.5027,11684451.0
2006-01-06,8.4487,8.4487,8.3946,8.4127,6752255.0
2006-01-07,8.4487,8.4487,8.3946,8.4127,6752255.0
2006-01-08,8.4487,8.4487,8.3946,8.4127,6752255.0
2006-01-09,8.564,8.6829,8.5496,8.6685,15185204.0
2006-01-10,8.6432,8.6721,8.5496,8.5928,11332932.0
2006-01-11,8.5748,8.6288,8.5604,8.6036,14906785.0
2006-01-12,8.6649,8.6937,8.5388,8.5748,14862050.0
2006-01-13,8.5243,8.5604,8.5063,8.5496,8895241.0
2006-01-14,8.5243,8.5604,8.5063,8.5496,8895241.0
2006-01-15,8.5243,8.5604,8.5063,8.5496,8895241.0
2006-01-16,8.564,8.6288,8.5532,8.5532,7661359.0
2006-01-17,8.5604,8.636,8.5207,8.6324,10807023.0
2006-01-18,8.7261,8.7369,8.5496,8.5496,22043530.0
2006-01-19,8.6649,8.809,8.6072,8.809,19511666.0
2006-01-20,8.9819,8.9963,8.8738,8.8846,15937855.0
2006-01-21,8.9819,8.9963,8.8738,8.8846,15937855.0
2006-01-22,8.9819,8.9963,8.8738,8.8846,15937855.0
2006-01-23,8.7729,8.845,8.7297,8.8162,15503526.0
2006-01-24,8.8234,8.9495,8.8162,8.9495,17629411.0
2006-01-25,8.9567,9.036,8.863,9.036,33140776.0
2006-01-26,8.9567,9.036,8.863,9.036,33140776.0
2006-01-27,9.3098,9.4935,9.2665,9.3854,23496575.0
2006-01-28,9.3098,9.4935,9.2665,9.3854,23496575.0
2006-01-29,9.3098,9.4935,9.2665,9.3854,23496575.0
2006-01-30,9.4575,9.5944,9.4503,9.5764,14358963.0
2006-01-31,9.5476,9.5548,9.2773,9.2954,23179802.0
2006-02-01,9.3746,9.4107,9.2413,9.3638,18147982.0
2006-02-02,9.4395,9.4827,9.1837,9.1873,15862051.0
2006-02-03,9.1765,9.2665,9.054,9.1981,16076765.0
2006-02-04,9.1765,9.2665,9.054,9.1981,16076765.0
2006-02-05,9.1765,9.2665,9.054,9.1981,16076765.0
2006-02-06,9.1873,9.3134,9.1188,9.3134,12871054.0
2006-02-07,9.3746,9.3926,9.2053,9.2593,16058799.0
2006-02-08,8.9963,8.9963,8.7621,8.7802,25644096.0
2006-02-09,8.845,8.9026,8.6721,8.8918,21063221.0
2006-02-10,8.9783,9.0215,8.9171,8.9171,20796491.0
2006-02-11,8.9783,9.0215,8.9171,8.9171,20796491.0
2006-02-12,8.9783,9.0215,8.9171,8.9171,20796491.0
2006-02-13,8.6613,8.7153,8.5316,8.6036,24972645.0
2006-02-14,8.6108,8.7369,8.5604,8.7045,15605310.0
2006-02-15,9.0035,9.0612,8.7621,8.7729,62128630.0
2006-02-16,8.7117,8.7838,8.5892,8.7513,28834781.0
2006-02-17,8.791,8.845,8.5856,8.6036,18608883.0
2006-02-18,8.791,8.845,8.5856,8.6036,18608883.0
2006-02-19,8.791,8.845,8.5856,8.6036,18608883.0
2006-02-20,8.809,8.8702,8.7513,8.8414,16543039.0
2006-02-21,8.9711,9.0143,8.9171,8.9999,16010713.0
2006-02-22,9.0143,9.0179,8.9171,8.9711,10685919.0
2006-02-23,9.0936,9.1404,9.0756,9.108,15643144.0
2006-02-24,8.9351,8.9495,8.8054,8.845,34783508.0
2006-02-25,8.9351,8.9495,8.8054,8.845,34783508.0
2006-02-26,8.9351,8.9495,8.8054,8.845,34783508.0
2006-02-27,8.9347,8.982,8.9056,8.9711,20711232.0
2006-02-28,8.8947,8.8947,8.7819,8.8219,17264742.0
2006-03-01,8.7528,8.8074,8.731,8.7419,17103315.0
