,RIO AU Equity,RIO AU Equity,RIO AU Equity,RIO AU Equity,RIO AU Equity
2010-07-08,33.1451,33.2535,32.9974,33.022,2662751.0
2010-07-09,33.2338,33.613,33.0121,33.5391,3039918.0
2010-07-10,33.2338,33.613,33.0121,33.5391,3039918.0
2010-07-11,33.2338,33.613,33.0121,33.5391,3039918.0
2010-07-12,33.7657,34.0661,33.677,33.8691,1886230.0
2010-07-13,33.1254,33.2682,32.6822,32.7757,3293644.0
2010-07-14,33.3914,33.4603,32.9333,33.1845,2516828.0
2010-07-15,33.1451,33.1993,32.6871,32.8053,2548134.0
2010-07-16,32.7216,32.756,32.3325,32.3965,2269756.0
2010-07-17,32.7216,32.756,32.3325,32.3965,2269756.0
2010-07-18,32.7216,32.756,32.3325,32.3965,2269756.0
2010-07-19,32.1355,32.2094,31.8892,32.0271,2539769.0
2010-07-20,32.3965,32.8693,32.1946,32.7511,5114610.0
2010-07-21,33.5391,33.7312,33.2781,33.3914,3208974.0
2010-07-22,33.5145,33.9233,33.3914,33.6031,2799302.0
2010-07-23,34.2286,34.4404,34.1153,34.4059,3283735.0
2010-07-24,34.2286,34.4404,34.1153,34.4059,3283735.0
2010-07-25,34.2286,34.4404,34.1153,34.4059,3283735.0
2010-07-26,34.7309,34.7703,34.4256,34.598,2936345.0
2010-07-27,34.6768,34.8688,34.3468,34.5192,2701041.0
2010-07-28,34.6965,35.0314,34.5142,34.987,4547250.0
2010-07-29,34.992,35.3318,34.9673,35.2136,4350593.0
2010-07-30,34.9673,35.1151,34.6817,34.7753,6384173.0
2010-07-31,34.9673,35.1151,34.6817,34.7753,6384173.0
2010-08-01,34.9673,35.1151,34.6817,34.7753,6384173.0
2010-08-02,34.8442,35.0658,34.8196,35.0412,1489978.0
2010-08-03,35.8538,35.9622,35.7406,35.9523,4743489.0
2010-08-04,35.9277,36.1641,35.7356,35.8735,3297424.0
2010-08-05,36.1986,36.3808,35.9129,35.9573,3221577.0
2010-08-06,35.9622,36.1099,35.7701,36.0508,2303112.0
2010-08-07,35.9622,36.1099,35.7701,36.0508,2303112.0
2010-08-08,35.9622,36.1099,35.7701,36.0508,2303112.0
2010-08-09,36.0459,36.5532,35.972,36.4448,2141573.0
2010-08-10,36.3956,36.435,35.7553,35.7553,3018179.0
2010-08-11,35.2112,35.6277,35.1071,35.2509,3458076.0
2010-08-12,34.4873,34.6261,34.2492,34.6211,3030589.0
2010-08-13,34.6261,35.479,34.4625,35.4195,4006003.0
2010-08-14,34.6261,35.479,34.4625,35.4195,4006003.0
2010-08-15,34.6261,35.479,34.4625,35.4195,4006003.0
2010-08-16,35.1021,35.1815,34.8889,35.117,1994070.0
2010-08-17,35.1468,35.5186,35.0625,35.4244,2341992.0
2010-08-18,36.441,36.441,36.0691,36.4211,6159300.0
2010-08-19,36.2972,36.4856,36.079,36.2872,3363360.0
2010-08-20,35.5434,35.6773,35.2063,35.4939,3248829.0
2010-08-21,35.5434,35.6773,35.2063,35.4939,3248829.0
2010-08-22,35.5434,35.6773,35.2063,35.4939,3248829.0
2010-08-23,35.5534,36.0096,35.5534,35.8013,2228114.0
2010-08-24,35.6525,35.6575,35.0476,35.241,3447230.0
2010-08-25,34.3187,34.5418,34.2443,34.4377,4585906.0
2010-08-26,34.4625,35.0575,34.0757,34.512,3793997.0
2010-08-27,34.2096,34.3782,34.0063,34.3633,4893823.0
2010-08-28,34.2096,34.3782,34.0063,34.3633,4893823.0
2010-08-29,34.2096,34.3782,34.0063,34.3633,4893823.0
2010-08-30,34.8592,35.2856,34.7848,35.2112,2217326.0
2010-08-31,34.6459,35.0178,34.5616,34.755,3528081.0
2010-09-01,35.2509,35.8806,35.1517,35.8211,4016314.0
2010-09-02,36.5947,36.6443,36.198,36.2575,3431362.0
2010-09-03,36.4707,36.6195,36.3368,36.5897,2169424.0
2010-09-04,36.4707,36.6195,36.3368,36.5897,2169424.0
2010-09-05,36.4707,36.6195,36.3368,36.5897,2169424.0
2010-09-06,36.6938,37.1897,36.6244,37.1897,2631462.0
2010-09-07,36.6988,37.1748,36.6343,36.8674,2768311.0
2010-09-08,36.2228,36.5104,36.193,36.4162,2448351.0
2010-09-09,36.6839,36.9418,36.5699,36.6443,2832574.0
2010-09-10,36.6938,36.8724,36.5302,36.8178,2627813.0
2010-09-11,36.6938,36.8724,36.5302,36.8178,2627813.0
2010-09-12,36.6938,36.8724,36.5302,36.8178,2627813.0
2010-09-13,37.15,37.4327,37.0608,37.3385,3979915.0
2010-09-14,37.4872,37.636,37.2542,37.2641,2762715.0
2010-09-15,37.3385,37.5269,37.1699,37.3385,2911792.0
2010-09-16,37.398,37.4128,36.5352,36.5897,3869609.0
2010-09-17,36.9765,37.5814,36.9071,37.4525,3874516.0
2010-09-18,36.9765,37.5814,36.9071,37.4525,3874516.0
2010-09-19,36.9765,37.5814,36.9071,37.4525,3874516.0
2010-09-20,36.9418,37.2443,36.9319,37.1798,2837611.0
2010-09-21,37.512,37.5269,37.2988,37.3038,3596950.0
2010-09-22,36.9914,37.3484,36.9021,37.1401,3805696.0
2010-09-23,37.2641,37.7054,37.2641,37.7054,2993171.0
2010-09-24,37.3335,37.6905,37.2839,37.4872,6548866.0
2010-09-25,37.3335,37.6905,37.2839,37.4872,6548866.0
2010-09-26,37.3335,37.6905,37.2839,37.4872,6548866.0
2010-09-27,38.1219,38.2707,38.0823,38.2558,2713875.0
2010-09-28,38.0823,38.2905,37.9385,38.1814,2026517.0
2010-09-29,38.5285,38.7269,38.3104,38.3104,2208022.0
2010-09-30,38.479,38.5285,37.9633,38.0674,2992376.0
2010-10-01,38.3748,38.5285,37.9732,38.2161,2024878.0
2010-10-02,38.3748,38.5285,37.9732,38.2161,2024878.0
2010-10-03,38.3748,38.5285,37.9732,38.2161,2024878.0
2010-10-04,38.4294,38.7666,38.3054,38.717,1955994.0
2010-10-05,38.0228,38.2756,37.7599,38.1814,2557671.0
2010-10-06,38.9996,39.1682,38.9401,39.1682,3409989.0
2010-10-07,39.4806,39.5847,39.3021,39.4409,2729938.0
2010-10-08,39.0789,39.5302,39.0095,39.4459,1749865.0
2010-10-09,39.0789,39.5302,39.0095,39.4459,1749865.0
2010-10-10,39.0789,39.5302,39.0095,39.4459,1749865.0
2010-10-11,39.669,39.9021,39.6294,39.7136,3551736.0
2010-10-12,39.1732,39.4211,38.6128,38.6128,3416913.0
2010-10-13,39.074,39.5203,38.9847,38.9847,3484707.0
2010-10-14,39.8971,40.7401,39.8872,40.7004,4096068.0
2010-10-15,40.7351,41.2806,40.6955,41.2558,3623515.0
2010-10-16,40.7351,41.2806,40.6955,41.2558,3623515.0
2010-10-17,40.7351,41.2806,40.6955,41.2558,3623515.0
2010-10-18,41.2558,41.3302,40.8641,41.1467,2274670.0
2010-10-19,40.8591,41.2062,40.8145,40.9583,3741066.0
2010-10-20,39.8426,40.269,39.7186,40.269,4253129.0
2010-10-21,40.8541,40.9831,40.4574,40.5368,2785317.0
2010-10-22,40.7103,40.8541,40.4079,40.6855,2291740.0
2010-10-23,40.7103,40.8541,40.4079,40.6855,2291740.0
2010-10-24,40.7103,40.8541,40.4079,40.6855,2291740.0
2010-10-25,40.4723,41.7021,40.4723,41.7021,2954543.0
2010-10-26,41.5731,41.8111,41.5136,41.6822,3193272.0
2010-10-27,41.4541,41.6475,40.8194,40.8343,4124225.0
2010-10-28,41.0326,41.6773,40.9583,41.5483,3974135.0
2010-10-29,41.5483,41.5483,40.6607,41.0029,7425424.0
2010-10-30,41.5483,41.5483,40.6607,41.0029,7425424.0
2010-10-31,41.5483,41.5483,40.6607,41.0029,7425424.0
2010-11-01,41.2558,41.345,40.9483,41.1517,1398735.0
2010-11-02,41.1269,41.1269,40.8095,41.0128,978627.0
2010-11-03,41.2062,41.35,41.1169,41.35,1277115.0
2010-11-04,41.4938,41.4938,40.7847,41.2558,3225027.0
2010-11-05,42.3219,43.3087,42.3219,43.2392,4200851.0
2010-11-06,42.3219,43.3087,42.3219,43.2392,4200851.0
2010-11-07,42.3219,43.3087,42.3219,43.2392,4200851.0
2010-11-08,43.388,43.8045,43.1896,43.3384,3702348.0
2010-11-09,43.1401,43.4772,43.0409,43.1599,3133560.0
2010-11-10,43.1896,43.7797,42.5946,42.7434,3548718.0
2010-11-11,42.9665,43.5764,42.8525,43.3186,3021583.0
2010-11-12,43.6607,43.9086,43.0409,43.0706,3122732.0
2010-11-13,43.6607,43.9086,43.0409,43.0706,3122732.0
2010-11-14,43.6607,43.9086,43.0409,43.0706,3122732.0
2010-11-15,43.2739,43.4376,42.8921,43.1599,2506852.0
2010-11-16,43.2392,43.2392,42.5599,42.8624,2178147.0
2010-11-17,41.5533,41.8459,41.3351,41.4988,4404833.0
2010-11-18,41.5533,42.0492,41.4591,41.8508,2508135.0
2010-11-19,42.6492,42.7434,41.7814,41.8012,2631033.0
2010-11-20,42.6492,42.7434,41.7814,41.8012,2631033.0
2010-11-21,42.6492,42.7434,41.7814,41.8012,2631033.0
2010-11-22,42.1483,42.3863,41.8359,42.0095,2072688.0
2010-11-23,41.9897,41.9897,41.3054,41.4194,2338384.0
2010-11-24,41.0822,41.3054,40.874,40.9037,3820517.0
2010-11-25,41.231,41.3054,41.0128,41.1814,2342097.0
2010-11-26,41.8111,41.9946,41.5583,41.6723,4557501.0
2010-11-27,41.8111,41.9946,41.5583,41.6723,4557501.0
2010-11-28,41.8111,41.9946,41.5583,41.6723,4557501.0
2010-11-29,41.4194,41.6277,41.1318,41.5731,2053101.0
2010-11-30,41.1814,41.3004,40.7649,40.7649,3026609.0
2010-12-01,40.6607,41.3302,40.6607,41.2062,2415121.0
2010-12-02,42.0492,42.3764,41.9202,42.1533,2598255.0
2010-12-03,42.9268,43.031,42.7136,42.8525,2393797.0
2010-12-04,42.9268,43.031,42.7136,42.8525,2393797.0
2010-12-05,42.9268,43.031,42.7136,42.8525,2393797.0
2010-12-06,42.8921,42.9913,42.6293,42.6442,1999456.0
2010-12-07,43.145,43.4475,42.9516,43.3087,3182331.0
2010-12-08,43.6012,43.7004,43.269,43.393,2866775.0
2010-12-09,43.2888,43.7301,43.1996,43.6062,2289714.0
2010-12-10,43.4376,43.4624,43.0806,43.3186,3293151.0
2010-12-11,43.4376,43.4624,43.0806,43.3186,3293151.0
2010-12-12,43.4376,43.4624,43.0806,43.3186,3293151.0
2010-12-13,43.5863,43.745,43.4029,43.5219,1870679.0
2010-12-14,43.8392,43.8839,43.5764,43.5863,1162275.0
2010-12-15,43.1896,43.4425,43.15,43.15,3347045.0
2010-12-16,42.9417,43.1797,42.8227,43.1401,3549032.0
2010-12-17,42.8673,42.9715,42.4706,42.4706,5024499.0
2010-12-18,42.8673,42.9715,42.4706,42.4706,5024499.0
2010-12-19,42.8673,42.9715,42.4706,42.4706,5024499.0
2010-12-20,42.6492,42.912,42.3715,42.3715,1801526.0
2010-12-21,42.6194,43.0657,42.5897,42.9913,1851081.0
2010-12-22,43.1153,43.2045,43.031,43.031,1856303.0
2010-12-23,42.9566,43.502,42.9566,43.2392,1735063.0
2010-12-24,42.9516,42.9715,42.6293,42.8227,6254606.0
2010-12-25,42.9516,42.9715,42.6293,42.8227,6254606.0
2010-12-26,42.9516,42.9715,42.6293,42.8227,6254606.0
2010-12-27,42.9516,42.9715,42.6293,42.8227,6254606.0
2010-12-28,42.9516,42.9715,42.6293,42.8227,6254606.0
2010-12-29,42.55,42.5996,42.1781,42.3863,1463175.0
2010-12-30,42.5649,42.5847,42.3814,42.4954,812445.0
2010-12-31,42.3467,42.669,42.2971,42.3814,937603.0
2011-01-01,42.3467,42.669,42.2971,42.3814,937603.0
2011-01-02,42.3467,42.669,42.2971,42.3814,937603.0
2011-01-03,42.3467,42.669,42.2971,42.3814,937603.0
2011-01-04,43.0409,43.0508,42.3963,42.545,1384876.0
2011-01-05,42.664,42.7037,42.069,42.183,1805480.0
2011-01-06,42.3021,42.7781,42.0244,42.664,1702247.0
2011-01-07,42.0987,42.1087,41.7864,41.8905,2209393.0
2011-01-08,42.0987,42.1087,41.7864,41.8905,2209393.0
2011-01-09,42.0987,42.1087,41.7864,41.8905,2209393.0
2011-01-10,41.6723,41.945,41.6574,41.831,1286276.0
2011-01-11,41.5583,41.7269,41.5434,41.712,1863818.0
2011-01-12,42.3863,42.3863,42.2128,42.2425,2008762.0
2011-01-13,42.9814,43.2343,42.664,43.1649,2283605.0
2011-01-14,42.9913,43.4525,42.8773,43.4029,1862360.0
2011-01-15,42.9913,43.4525,42.8773,43.4029,1862360.0
2011-01-16,42.9913,43.4525,42.8773,43.4029,1862360.0
2011-01-17,43.2194,43.2194,42.5054,42.5847,2848600.0
2011-01-18,42.3963,43.3285,42.3318,43.0409,1712777.0
2011-01-19,43.2392,43.512,42.8971,43.4475,1885127.0
2011-01-20,42.5946,42.7186,42.3665,42.431,4045301.0
2011-01-21,41.8954,42.0244,41.6723,41.8409,3505637.0
2011-01-22,41.8954,42.0244,41.6723,41.8409,3505637.0
2011-01-23,41.8954,42.0244,41.6723,41.8409,3505637.0
2011-01-24,42.0343,42.3516,41.7368,42.2029,2105814.0
2011-01-25,42.4459,42.7335,42.3566,42.4012,2242380.0
2011-01-26,42.4459,42.7335,42.3566,42.4012,2242380.0
2011-01-27,42.8475,42.9219,42.6194,42.664,2479554.0
2011-01-28,42.7682,42.8822,42.3021,42.5549,4043373.0
2011-01-29,42.7682,42.8822,42.3021,42.5549,4043373.0
2011-01-30,42.7682,42.8822,42.3021,42.5549,4043373.0
2011-01-31,41.6574,41.7764,41.469,41.6773,3398393.0
2011-02-01,41.8855,42.0392,41.707,41.707,2071190.0
2011-02-02,42.3963,42.6888,42.3219,42.5549,2861287.0
2011-02-03,43.1153,43.2591,42.664,42.7434,3708493.0
2011-02-04,42.912,43.0657,42.7136,42.8425,3456001.0
2011-02-05,42.912,43.0657,42.7136,42.8425,3456001.0
2011-02-06,42.912,43.0657,42.7136,42.8425,3456001.0
2011-02-07,42.8425,42.8425,42.4012,42.5748,2150203.0
2011-02-08,43.1401,43.3384,43.1202,43.2987,2643477.0
2011-02-09,43.8839,44.1169,43.6458,43.8244,4124318.0
2011-02-10,43.6558,44.0376,43.6558,43.9731,2016918.0
2011-02-11,43.4029,43.6558,43.2491,43.2789,2980196.0
2011-02-12,43.4029,43.6558,43.2491,43.2789,2980196.0
2011-02-13,43.4029,43.6558,43.2491,43.2789,2980196.0
2011-02-14,43.7896,43.9533,43.7797,43.8839,2629002.0
2011-02-15,44.0376,44.1516,43.5318,43.7053,2795423.0
2011-02-16,43.4624,43.7996,43.264,43.7153,2663344.0
2011-02-17,43.5368,43.7004,43.4475,43.4624,1548788.0
2011-02-18,43.2739,43.4872,43.1748,43.4425,1542694.0
2011-02-19,43.2739,43.4872,43.1748,43.4425,1542694.0
2011-02-20,43.2739,43.4872,43.1748,43.4425,1542694.0
2011-02-21,42.8326,42.8525,42.5996,42.7136,2899684.0
2011-02-22,42.3219,42.6194,42.188,42.1979,3646906.0
2011-02-23,41.9103,42.4111,41.8508,42.1285,4422109.0
2011-02-24,41.7021,41.9351,41.6872,41.7764,2744850.0
2011-02-25,41.4045,41.7021,41.2855,41.6178,6203754.0
2011-02-26,41.4045,41.7021,41.2855,41.6178,6203754.0
2011-02-27,41.4045,41.7021,41.2855,41.6178,6203754.0
2011-02-28,41.9004,42.1781,41.8062,42.1136,1489237.0
