,CIM AU Equity,CIM AU Equity,CIM AU Equity,CIM AU Equity,CIM AU Equity
2010-03-07,24.3684,24.7015,24.3056,24.7015,694543.0
2010-03-08,24.953,25.0912,24.6513,24.8084,511419.0
2010-03-09,24.8272,24.953,24.5884,24.7204,623713.0
2010-03-10,24.6387,24.9215,24.3998,24.513,418277.0
2010-03-11,24.4815,25.0284,24.469,24.9215,828314.0
2010-03-12,25.0158,25.0158,24.8084,24.8398,372368.0
2010-03-13,25.0158,25.0158,24.8084,24.8398,372368.0
2010-03-14,25.0158,25.0158,24.8084,24.8398,372368.0
2010-03-15,25.089,25.2999,24.8079,24.8973,798937.0
2010-03-16,24.8142,25.0187,24.3797,24.5203,703723.0
2010-03-17,24.6673,25.4661,24.6545,25.4661,1340160.0
2010-03-18,25.2999,25.3702,24.8526,24.9868,978077.0
2010-03-19,25.4022,25.4022,25.0635,25.2871,767671.0
2010-03-20,25.4022,25.4022,25.0635,25.2871,767671.0
2010-03-21,25.4022,25.4022,25.0635,25.2871,767671.0
2010-03-22,24.9229,25.2296,24.8718,25.0123,428186.0
2010-03-23,25.2105,25.2232,24.8526,24.9996,662888.0
2010-03-24,25.0507,25.1146,24.8526,24.9548,575504.0
2010-03-25,24.7951,24.9165,24.5778,24.8015,726812.0
2010-03-26,24.6928,25.1018,24.5778,25.0315,1115201.0
2010-03-27,24.6928,25.1018,24.5778,25.0315,1115201.0
2010-03-28,24.6928,25.1018,24.5778,25.0315,1115201.0
2010-03-29,25.1338,25.1977,24.7056,24.7823,1647637.0
2010-03-30,24.9868,25.2232,24.9229,25.1018,1720961.0
2010-03-31,25.0699,25.1529,24.8718,24.9229,830017.0
2010-04-01,25.0826,25.1402,24.859,25.006,834430.0
2010-04-02,25.0826,25.1402,24.859,25.006,834430.0
2010-04-03,25.0826,25.1402,24.859,25.006,834430.0
2010-04-04,25.0826,25.1402,24.859,25.006,834430.0
2010-04-05,25.0826,25.1402,24.859,25.006,834430.0
2010-04-06,24.7887,24.9804,24.7567,24.859,856728.0
2010-04-07,24.7376,24.8334,24.565,24.6034,1276461.0
2010-04-08,24.6992,24.8973,24.6097,24.8142,1787385.0
2010-04-09,24.6097,24.7503,24.418,24.4308,1294105.0
2010-04-10,24.6097,24.7503,24.418,24.4308,1294105.0
2010-04-11,24.6097,24.7503,24.418,24.4308,1294105.0
2010-04-12,24.3477,24.5075,24.1432,24.2455,1983970.0
2010-04-13,24.2711,24.4436,24.0474,24.188,1047910.0
2010-04-14,24.1624,24.3541,24.156,24.156,1007959.0
2010-04-15,24.3158,24.4755,24.0602,24.0602,1236894.0
2010-04-16,24.0921,24.2583,23.9324,23.9835,691507.0
2010-04-17,24.0921,24.2583,23.9324,23.9835,691507.0
2010-04-18,24.0921,24.2583,23.9324,23.9835,691507.0
2010-04-19,23.7087,23.7662,23.4978,23.5681,472270.0
2010-04-20,23.5809,23.747,23.517,23.517,903975.0
2010-04-21,23.3764,23.6512,23.2102,23.3061,1225763.0
2010-04-22,23.3317,23.6703,23.1144,23.5937,966200.0
2010-04-23,23.6448,23.7726,23.485,23.6001,628828.0
2010-04-24,23.6448,23.7726,23.485,23.6001,628828.0
2010-04-25,23.6448,23.7726,23.485,23.6001,628828.0
2010-04-26,23.6448,23.7726,23.485,23.6001,628828.0
2010-04-27,23.9196,24.0793,23.8621,23.9387,848975.0
2010-04-28,23.3892,23.6384,23.3764,23.6384,566398.0
2010-04-29,23.6128,23.7982,23.2869,23.37,835393.0
2010-04-30,23.517,23.6448,23.4083,23.5809,1099812.0
2010-05-01,23.517,23.6448,23.4083,23.5809,1099812.0
2010-05-02,23.517,23.6448,23.4083,23.5809,1099812.0
2010-05-03,23.517,23.517,23.1655,23.2677,408881.0
2010-05-04,23.2038,23.3444,23.0185,23.1272,604992.0
2010-05-05,22.4945,22.5584,22.3667,22.4306,1510734.0
2010-05-06,22.3986,22.4242,21.4528,21.7596,1328604.0
2010-05-07,21.2164,22.0344,20.7691,21.3953,1576315.0
2010-05-08,21.2164,22.0344,20.7691,21.3953,1576315.0
2010-05-09,21.2164,22.0344,20.7691,21.3953,1576315.0
2010-05-10,21.2739,22.0983,21.2036,21.8938,775575.0
2010-05-11,22.3667,22.3667,21.7915,21.7915,647058.0
2010-05-12,22.2261,22.405,21.7852,21.9257,496719.0
2010-05-13,22.143,22.4625,22.0216,22.4625,607360.0
2010-05-14,22.0983,22.2197,21.9513,22.1366,581719.0
2010-05-15,22.0983,22.2197,21.9513,22.1366,581719.0
2010-05-16,22.0983,22.2197,21.9513,22.1366,581719.0
2010-05-17,21.7276,21.9066,20.539,20.5518,1678019.0
2010-05-18,20.8969,21.6637,20.5901,21.3442,1919904.0
2010-05-19,20.9608,21.0694,20.3601,20.4176,874578.0
2010-05-20,20.7691,20.8074,20.2259,20.4304,1307252.0
2010-05-21,19.5677,19.8936,19.0117,19.7019,1913324.0
2010-05-22,19.5677,19.8936,19.0117,19.7019,1913324.0
2010-05-23,19.5677,19.8936,19.0117,19.7019,1913324.0
2010-05-24,20.1172,20.5198,19.8105,20.5007,1034613.0
2010-05-25,19.8808,20.2514,19.491,19.491,1051752.0
2010-05-26,19.9703,20.4495,19.3696,19.5293,2176040.0
2010-05-27,19.4398,19.9383,19.4398,19.9383,1371207.0
2010-05-28,20.4495,20.9991,20.3856,20.8905,1331334.0
2010-05-29,20.4495,20.9991,20.3856,20.8905,1331334.0
2010-05-30,20.4495,20.9991,20.3856,20.8905,1331334.0
2010-05-31,20.7818,21.1589,20.6604,20.8458,848854.0
2010-06-01,20.6732,20.7435,20.3281,20.4879,708462.0
2010-06-02,20.309,20.6349,19.9703,20.0597,917002.0
2010-06-03,20.6413,21.0566,20.4495,20.6988,879753.0
2010-06-04,20.8458,20.948,20.2067,20.3153,650974.0
2010-06-05,20.8458,20.948,20.2067,20.3153,650974.0
2010-06-06,20.8458,20.948,20.2067,20.3153,650974.0
2010-06-07,19.8105,19.9383,19.5932,19.6252,767955.0
2010-06-08,19.5868,20.0597,19.4654,19.9255,747078.0
2010-06-09,19.6891,19.9319,19.5613,19.8105,558183.0
2010-06-10,19.8105,19.9319,19.5932,19.7466,585642.0
2010-06-11,20.3856,20.539,20.015,20.1811,601844.0
2010-06-12,20.3856,20.539,20.015,20.1811,601844.0
2010-06-13,20.3856,20.539,20.015,20.1811,601844.0
2010-06-14,20.3856,20.539,20.015,20.1811,601844.0
2010-06-15,20.571,20.571,20.2578,20.4751,619228.0
2010-06-16,20.7052,20.8585,20.5454,20.6476,598486.0
2010-06-17,20.8969,21.5295,20.801,21.095,1207647.0
2010-06-18,21.1525,21.2484,20.571,20.6221,1000073.0
2010-06-19,21.1525,21.2484,20.571,20.6221,1000073.0
2010-06-20,21.1525,21.2484,20.571,20.6221,1000073.0
2010-06-21,21.0886,21.1717,20.5071,20.7435,698381.0
2010-06-22,20.5774,21.0375,20.4176,20.4751,1847822.0
2010-06-23,20.0725,20.3665,19.8808,19.8808,745346.0
2010-06-24,20.3792,20.3856,19.8297,19.9319,751880.0
2010-06-25,19.8105,19.9383,19.5868,19.5932,980052.0
2010-06-26,19.8105,19.9383,19.5868,19.5932,980052.0
2010-06-27,19.8105,19.9383,19.5868,19.5932,980052.0
2010-06-28,19.6188,19.6635,19.1714,19.1714,658777.0
2010-06-29,19.1778,19.3759,18.7752,18.8583,660526.0
2010-06-30,18.4557,18.5963,18.2257,18.5004,689591.0
2010-07-01,18.296,18.296,17.6441,17.8934,1153201.0
2010-07-02,18.4685,18.4685,18.117,18.2768,1083686.0
2010-07-03,18.4685,18.4685,18.117,18.2768,1083686.0
2010-07-04,18.4685,18.4685,18.117,18.2768,1083686.0
2010-07-05,18.3854,18.6219,17.9509,17.9636,439001.0
2010-07-06,17.8358,18.3662,17.6697,18.3662,541030.0
2010-07-07,18.5324,18.7049,18.3535,18.4877,693427.0
2010-07-08,18.8519,19.1075,18.6986,19.0756,790649.0
2010-07-09,19.3504,19.5293,19.082,19.3312,422204.0
2010-07-10,19.3504,19.5293,19.082,19.3312,422204.0
2010-07-11,19.3504,19.5293,19.082,19.3312,422204.0
2010-07-12,19.3312,19.4846,19.2162,19.3248,313744.0
2010-07-13,19.2417,19.3951,18.9797,18.9989,363470.0
2010-07-14,19.3312,19.5229,19.2801,19.5229,318802.0
2010-07-15,19.5613,19.9703,19.459,19.868,592601.0
2010-07-16,19.7466,19.868,19.4015,19.5293,370161.0
2010-07-17,19.7466,19.868,19.4015,19.5293,370161.0
2010-07-18,19.7466,19.868,19.4015,19.5293,370161.0
2010-07-19,19.1714,19.1906,18.8264,18.8264,609584.0
2010-07-20,18.8839,18.9797,18.6027,18.6602,812727.0
2010-07-21,18.7944,18.8839,18.558,18.5835,582253.0
2010-07-22,18.5196,18.6283,17.9636,18.1873,1403466.0
2010-07-23,18.526,19.0436,18.4813,18.9542,817381.0
2010-07-24,18.526,19.0436,18.4813,18.9542,817381.0
2010-07-25,18.526,19.0436,18.4813,18.9542,817381.0
2010-07-26,19.0628,19.3248,18.9158,19.0181,486131.0
2010-07-27,19.1842,19.3184,18.9478,18.967,779988.0
2010-07-28,18.9797,19.1587,18.6346,18.8072,691293.0
2010-07-29,18.8519,19.1075,18.8264,19.0053,774402.0
2010-07-30,18.9797,19.0436,18.7241,18.8455,1304761.0
2010-07-31,18.9797,19.0436,18.7241,18.8455,1304761.0
2010-08-01,18.9797,19.0436,18.7241,18.8455,1304761.0
2010-08-02,19.0117,19.2673,18.9606,19.229,534460.0
2010-08-03,19.491,19.638,19.3887,19.4526,547600.0
2010-08-04,19.3056,19.4335,19.1139,19.1203,487399.0
2010-08-05,19.1139,19.3248,19.0884,19.1523,635722.0
2010-08-06,19.1012,19.5549,19.1012,19.5165,764357.0
2010-08-07,19.1012,19.5549,19.1012,19.5165,764357.0
2010-08-08,19.1012,19.5549,19.1012,19.5165,764357.0
2010-08-09,19.3823,19.7913,19.3632,19.7338,553118.0
2010-08-10,19.7146,19.7466,19.4718,19.5868,672207.0
2010-08-11,19.4271,19.459,18.5835,18.5835,1416382.0
2010-08-12,18.4174,18.8455,18.4046,18.4749,760956.0
2010-08-13,18.4046,18.6986,18.3726,18.4685,767494.0
2010-08-14,18.4046,18.6986,18.3726,18.4685,767494.0
2010-08-15,18.4046,18.6986,18.3726,18.4685,767494.0
2010-08-16,18.9797,19.7977,18.8519,19.5549,1539655.0
2010-08-17,19.8105,20.4559,19.6571,20.2578,1753959.0
2010-08-18,20.2898,20.3792,19.9383,20.1684,1040954.0
2010-08-19,20.3345,20.7307,20.2706,20.4368,1048903.0
2010-08-20,20.3026,20.3217,19.8488,20.2642,837007.0
2010-08-21,20.3026,20.3217,19.8488,20.2642,837007.0
2010-08-22,20.3026,20.3217,19.8488,20.2642,837007.0
2010-08-23,20.3409,20.3601,19.9894,20.1045,552817.0
2010-08-24,20.0853,20.13,19.8169,19.8361,521100.0
2010-08-25,19.6827,19.6955,19.2481,19.2737,836616.0
2010-08-26,19.3696,19.4271,19.0117,19.1714,1036428.0
2010-08-27,19.0564,19.7338,19.0564,19.5293,820574.0
2010-08-28,19.0564,19.7338,19.0564,19.5293,820574.0
2010-08-29,19.0564,19.7338,19.0564,19.5293,820574.0
2010-08-30,19.9191,20.1875,19.6891,19.8041,895905.0
2010-08-31,19.5293,19.7977,19.5293,19.6188,873810.0
2010-09-01,19.8744,20.1556,19.8233,20.1556,952806.0
2010-09-02,20.6924,20.8905,20.5262,20.6221,1704847.0
2010-09-03,20.7179,20.8713,20.6476,20.8202,961917.0
2010-09-04,20.7179,20.8713,20.6476,20.8202,961917.0
2010-09-05,20.7179,20.8713,20.6476,20.8202,961917.0
2010-09-06,21.2598,21.3058,20.7021,21.1089,1070702.0
2010-09-07,21.1286,21.5682,21.0302,21.273,1144975.0
2010-09-08,21.063,21.3123,20.9186,21.0958,680017.0
2010-09-09,21.4895,21.9947,21.4567,21.9947,1174423.0
2010-09-10,22.2047,22.2047,21.7191,21.8963,736494.0
2010-09-11,22.2047,22.2047,21.7191,21.8963,736494.0
2010-09-12,22.2047,22.2047,21.7191,21.8963,736494.0
2010-09-13,22.1785,22.5459,22.0472,22.5328,653066.0
2010-09-14,22.5656,22.9462,22.4278,22.4409,859385.0
2010-09-15,22.5919,22.6837,22.2638,22.3556,1046768.0
2010-09-16,22.4475,22.4606,21.9488,22.0275,1299350.0
2010-09-17,22.5853,22.769,22.0866,22.3228,1435864.0
2010-09-18,22.5853,22.769,22.0866,22.3228,1435864.0
2010-09-19,22.5853,22.769,22.0866,22.3228,1435864.0
2010-09-20,22.0144,22.1128,21.7388,21.8438,1223332.0
2010-09-21,22.1916,22.29,21.7979,21.8045,1083506.0
2010-09-22,21.9226,21.9488,21.5879,21.6207,687144.0
2010-09-23,21.5551,21.7848,21.2992,21.7848,576937.0
2010-09-24,21.6404,21.9685,21.5092,21.5354,908732.0
2010-09-25,21.6404,21.9685,21.5092,21.5354,908732.0
2010-09-26,21.6404,21.9685,21.5092,21.5354,908732.0
2010-09-27,21.6732,22.4869,21.6667,22.4212,1216720.0
2010-09-28,22.4672,22.6378,22.3884,22.4409,826552.0
2010-09-29,22.605,22.605,22.2113,22.2835,791695.0
2010-09-30,22.3622,22.3688,21.6601,21.6929,939554.0
2010-10-01,21.8373,21.9094,21.273,21.542,825612.0
2010-10-02,21.8373,21.9094,21.273,21.542,825612.0
2010-10-03,21.8373,21.9094,21.273,21.542,825612.0
2010-10-04,21.8504,22.2835,21.706,22.185,517450.0
2010-10-05,22.0472,22.5656,21.8569,22.4672,1085864.0
2010-10-06,22.6903,22.8806,22.6378,22.8806,1266931.0
2010-10-07,22.8806,23.0184,22.6115,22.9987,755867.0
2010-10-08,23.0184,23.4842,22.9593,23.4449,654614.0
2010-10-09,23.0184,23.4842,22.9593,23.4449,654614.0
2010-10-10,23.0184,23.4842,22.9593,23.4449,654614.0
2010-10-11,23.6089,23.9304,23.5695,23.8451,982060.0
2010-10-12,23.622,23.622,23.4514,23.5236,567839.0
2010-10-13,23.6417,23.8189,23.6089,23.6417,1441636.0
2010-10-14,23.9501,24.1404,23.6877,24.1338,1091099.0
2010-10-15,24.0485,24.6457,24.0157,24.5669,1230143.0
2010-10-16,24.0485,24.6457,24.0157,24.5669,1230143.0
2010-10-17,24.0485,24.6457,24.0157,24.5669,1230143.0
2010-10-18,24.5735,24.9934,24.2979,24.4882,1061599.0
2010-10-19,24.5407,24.9147,24.5407,24.7835,970916.0
2010-10-20,24.416,24.4422,23.7533,24.416,2766754.0
2010-10-21,24.6719,24.731,24.1207,24.4422,935639.0
2010-10-22,24.4422,24.4619,24.0485,24.3044,644370.0
2010-10-23,24.4422,24.4619,24.0485,24.3044,644370.0
2010-10-24,24.4422,24.4619,24.0485,24.3044,644370.0
2010-10-25,24.6063,25.0065,24.311,25.0065,742079.0
2010-10-26,24.8163,25.0065,24.7966,24.8359,772842.0
2010-10-27,24.8097,24.8622,24.1667,24.2323,830408.0
2010-10-28,24.0945,24.1142,23.8583,24.0092,1206442.0
2010-10-29,24.147,24.4422,24.0157,24.0814,1625659.0
2010-10-30,24.147,24.4422,24.0157,24.0814,1625659.0
2010-10-31,24.147,24.4422,24.0157,24.0814,1625659.0
2010-11-01,23.9501,23.9895,23.7008,23.8189,1315816.0
2010-11-02,23.5761,23.9173,21.4895,22.1457,3808008.0
2010-11-03,21.6535,22.3294,21.5354,21.7191,3941355.0
2010-11-04,21.6535,21.6798,21.4436,21.5551,1343172.0
2010-11-05,21.8832,21.9816,21.6535,21.7716,1205450.0
2010-11-06,21.8832,21.9816,21.6535,21.7716,1205450.0
2010-11-07,21.8832,21.9816,21.6535,21.7716,1205450.0
2010-11-08,21.8832,22.0866,21.7191,21.9882,691254.0
2010-11-09,21.9882,21.9882,21.6535,21.7126,900742.0
2010-11-10,21.6863,21.6863,21.1352,21.2205,916290.0
2010-11-11,21.4042,21.4829,21.0499,21.063,629704.0
2010-11-12,21.0302,21.0958,20.853,20.8596,1013580.0
2010-11-13,21.0302,21.0958,20.853,20.8596,1013580.0
2010-11-14,21.0302,21.0958,20.853,20.8596,1013580.0
2010-11-15,20.8661,21.3254,20.8661,21.3254,1076290.0
2010-11-16,21.3254,21.3911,21.0302,21.1614,846061.0
2010-11-17,20.8661,21.0958,20.8333,21.0499,811314.0
2010-11-18,20.9383,21.1614,20.8793,21.1614,924371.0
2010-11-19,21.1352,21.3189,21.1352,21.2533,639012.0
2010-11-20,21.1352,21.3189,21.1352,21.2533,639012.0
2010-11-21,21.1352,21.3189,21.1352,21.2533,639012.0
2010-11-22,21.3123,21.3254,21.1942,21.2926,560427.0
2010-11-23,21.3189,21.6142,21.1811,21.3583,646936.0
2010-11-24,21.0302,21.0958,20.8333,21.063,870210.0
2010-11-25,21.0958,21.1942,20.7611,20.794,961557.0
2010-11-26,20.9646,21.3189,20.9514,20.9514,1154291.0
2010-11-27,20.9646,21.3189,20.9514,20.9514,1154291.0
2010-11-28,20.9646,21.3189,20.9514,20.9514,1154291.0
2010-11-29,20.9646,21.0302,20.4724,20.9383,687111.0
2010-11-30,20.7611,20.9317,20.6496,20.6693,643539.0
2010-12-01,20.5709,20.7218,20.4593,20.5118,567038.0
2010-12-02,20.6693,21.4042,20.5774,21.2008,1186009.0
2010-12-03,21.3911,21.4698,21.2467,21.3386,510335.0
2010-12-04,21.3911,21.4698,21.2467,21.3386,510335.0
2010-12-05,21.3911,21.4698,21.2467,21.3386,510335.0
2010-12-06,21.5551,21.5551,21.3386,21.3648,287275.0
2010-12-07,21.3976,21.8898,21.1286,21.7848,1224081.0
2010-12-08,21.7848,22.4081,21.7848,22.1719,1559565.0
2010-12-09,22.2506,22.2506,21.8963,21.9816,810103.0
2010-12-10,21.916,22.3031,21.8569,22.1457,879653.0
2010-12-11,21.916,22.3031,21.8569,22.1457,879653.0
2010-12-12,21.916,22.3031,21.8569,22.1457,879653.0
2010-12-13,22.29,22.5,22.1325,22.1982,532476.0
2010-12-14,22.1457,22.3031,21.916,22.0604,448098.0
2010-12-15,22.0472,22.1194,21.7585,21.7979,1148720.0
2010-12-16,21.7257,21.9488,21.5223,21.8504,1094329.0
2010-12-17,21.6667,21.8832,21.4042,21.4567,848155.0
2010-12-18,21.6667,21.8832,21.4042,21.4567,848155.0
2010-12-19,21.6667,21.8832,21.4042,21.4567,848155.0
2010-12-20,21.4107,21.4239,21.0499,21.0695,869356.0
2010-12-21,21.0827,21.2795,21.017,21.1024,643368.0
2010-12-22,21.0892,21.1155,20.6233,20.6824,1285386.0
2010-12-23,20.6824,20.7349,20.4003,20.4396,1024054.0
2010-12-24,20.5709,20.7218,20.4396,20.4593,858213.0
2010-12-25,20.5709,20.7218,20.4396,20.4593,858213.0
2010-12-26,20.5709,20.7218,20.4396,20.4593,858213.0
2010-12-27,20.5709,20.7218,20.4396,20.4593,858213.0
2010-12-28,20.5709,20.7218,20.4396,20.4593,858213.0
2010-12-29,20.7874,20.794,20.479,20.5709,414580.0
2010-12-30,20.6037,20.6168,20.3609,20.4068,437901.0
2010-12-31,20.3609,20.4134,20.1968,20.1968,235558.0
2011-01-01,20.3609,20.4134,20.1968,20.1968,235558.0
2011-01-02,20.3609,20.4134,20.1968,20.1968,235558.0
2011-01-03,20.3609,20.4134,20.1968,20.1968,235558.0
2011-01-04,20.2165,20.2296,19.9081,19.9541,778616.0
2011-01-05,19.9475,19.9934,19.8097,19.9147,586412.0
2011-01-06,19.9475,19.9606,19.7572,19.9081,785907.0
2011-01-07,20.0066,20.3412,19.9934,20.2034,615338.0
2011-01-08,20.0066,20.3412,19.9934,20.2034,615338.0
2011-01-09,20.0066,20.3412,19.9934,20.2034,615338.0
2011-01-10,20.21,20.6693,20.1181,20.6037,1010706.0
2011-01-11,20.5184,20.8071,20.5184,20.7874,977115.0
2011-01-12,20.6693,20.7349,20.1772,20.3806,1367268.0
2011-01-13,20.6037,20.748,20.5249,20.6758,658187.0
2011-01-14,20.6758,20.9121,20.6365,20.8333,562187.0
2011-01-15,20.6758,20.9121,20.6365,20.8333,562187.0
2011-01-16,20.6758,20.9121,20.6365,20.8333,562187.0
2011-01-17,20.9317,20.9317,20.5512,20.6693,458786.0
2011-01-18,20.6365,20.7087,20.5118,20.6365,561941.0
2011-01-19,20.7546,20.7611,20.4068,20.4724,1295849.0
2011-01-20,20.538,20.7611,20.4856,20.5709,688194.0
2011-01-21,20.6627,20.6693,20.269,20.538,790768.0
2011-01-22,20.6627,20.6693,20.269,20.538,790768.0
2011-01-23,20.6627,20.6693,20.269,20.538,790768.0
2011-01-24,20.6365,20.8333,20.5315,20.7677,952981.0
2011-01-25,20.7677,20.9646,20.6824,20.7021,504308.0
2011-01-26,20.7677,20.9646,20.6824,20.7021,504308.0
2011-01-27,20.7349,20.9317,20.7349,20.8202,692839.0
2011-01-28,20.8071,21.0564,20.8005,21.0564,1556662.0
2011-01-29,20.8071,21.0564,20.8005,21.0564,1556662.0
2011-01-30,20.8071,21.0564,20.8005,21.0564,1556662.0
2011-01-31,20.7546,20.853,20.6365,20.7021,667326.0
2011-02-01,20.6365,20.7611,20.5052,20.6693,722424.0
2011-02-02,20.9317,20.9646,20.8071,20.8464,583155.0
2011-02-03,20.7677,20.8596,20.5315,20.6365,781021.0
2011-02-04,20.5709,20.6037,20.3346,20.538,1232983.0
2011-02-05,20.5709,20.6037,20.3346,20.538,1232983.0
2011-02-06,20.5709,20.6037,20.3346,20.538,1232983.0
2011-02-07,20.5643,20.6365,20.2625,20.3412,969029.0
2011-02-08,20.4331,20.4527,20.059,20.0722,982683.0
2011-02-09,20.3215,20.3215,20.1509,20.1903,1102460.0
2011-02-10,20.2362,20.2953,20.1575,20.1772,545828.0
2011-02-11,20.2165,20.4527,20.1443,20.1509,947321.0
2011-02-12,20.2165,20.4527,20.1443,20.1509,947321.0
2011-02-13,20.2165,20.4527,20.1443,20.1509,947321.0
2011-02-14,20.0131,20.4527,19.6719,20.3215,2115675.0
2011-02-15,20.4724,20.8661,20.4527,20.6037,2271587.0
2011-02-16,20.6037,20.8399,20.5643,20.7218,1091573.0
2011-02-17,20.6758,20.9711,20.6627,20.8596,691424.0
2011-02-18,20.8399,20.9186,20.5052,20.584,1126346.0
2011-02-19,20.8399,20.9186,20.5052,20.584,1126346.0
2011-02-20,20.8399,20.9186,20.5052,20.584,1126346.0
2011-02-21,20.7677,20.8005,20.3609,20.3871,1082946.0
2011-02-22,20.4724,20.4724,20.2231,20.269,587880.0
2011-02-23,20.21,20.5709,20.1772,20.4396,606340.0
2011-02-24,20.4199,20.4199,20.0984,20.3084,688738.0
2011-02-25,20.3412,20.4068,20.2034,20.2034,1629617.0
2011-02-26,20.3412,20.4068,20.2034,20.2034,1629617.0
2011-02-27,20.3412,20.4068,20.2034,20.2034,1629617.0
2011-02-28,20.3871,20.3871,20.0984,20.3018,490940.0
2011-03-01,20.4331,20.5905,20.3346,20.538,830894.0
2011-03-02,20.2756,20.4003,20.164,20.2428,665703.0
2011-03-03,20.1772,20.3215,20.1378,20.2756,442118.0
2011-03-04,20.5184,20.6168,20.4199,20.6168,639851.0
2011-03-05,20.5184,20.6168,20.4199,20.6168,639851.0
2011-03-06,20.5184,20.6168,20.4199,20.6168,639851.0
2011-03-07,20.6037,20.7283,20.374,20.4331,414386.0
2011-03-08,20.3478,20.5052,20.3149,20.4593,558404.0
2011-03-09,20.4265,20.6365,20.2034,20.3018,664206.0
2011-03-10,20.4068,20.4396,19.6785,19.7375,1384168.0
