,MFG AU Equity,MFG AU Equity,MFG AU Equity,MFG AU Equity,MFG AU Equity
2013-02-01,3.7265,3.7809,3.7265,3.7809,256452.0
2013-02-02,3.7265,3.7809,3.7265,3.7809,256452.0
2013-02-03,3.7265,3.7809,3.7265,3.7809,256452.0
2013-02-04,3.7809,3.7809,3.6721,3.6884,189572.0
2013-02-05,3.6721,3.6721,3.3457,3.5415,637854.0
2013-02-06,3.5687,3.6938,3.5687,3.6177,501760.0
2013-02-07,3.7842,3.8187,3.5944,3.6404,296473.0
2013-02-08,3.6404,3.7727,3.6174,3.7094,254571.0
2013-02-09,3.6404,3.7727,3.6174,3.7094,254571.0
2013-02-10,3.6404,3.7727,3.6174,3.7094,254571.0
2013-02-11,3.7382,3.7382,3.6404,3.6749,206526.0
2013-02-12,3.6749,3.8819,3.6634,3.7784,353777.0
2013-02-13,3.8072,3.9682,3.8072,3.9624,369550.0
2013-02-14,3.9682,4.1407,3.9538,4.135,379381.0
2013-02-15,4.1522,4.1637,4.0602,4.1177,227065.0
2013-02-16,4.1522,4.1637,4.0602,4.1177,227065.0
2013-02-17,4.1522,4.1637,4.0602,4.1177,227065.0
2013-02-18,4.1062,4.2385,4.0545,4.2385,609976.0
2013-02-19,4.2845,4.457,4.2845,4.4283,654230.0
2013-02-20,4.4283,4.5951,4.3765,4.5375,534654.0
2013-02-21,4.5375,4.5375,4.0947,4.2212,525927.0
2013-02-22,4.1925,4.3478,4.135,4.2845,551101.0
2013-02-23,4.1925,4.3478,4.135,4.2845,551101.0
2013-02-24,4.1925,4.3478,4.135,4.2845,551101.0
2013-02-25,4.342,4.457,4.342,4.3995,381785.0
2013-02-26,4.3995,4.3995,4.2316,4.3416,214997.0
2013-02-27,4.3416,4.3706,4.139,4.2548,320862.0
2013-02-28,4.2548,4.3358,3.9943,4.1564,736475.0
2013-03-01,4.3301,4.359,4.1564,4.3416,610308.0
2013-03-02,4.3301,4.359,4.1564,4.3416,610308.0
2013-03-03,4.3301,4.359,4.1564,4.3416,610308.0
2013-03-04,4.3416,4.4169,4.168,4.2027,537219.0
2013-03-05,4.2895,4.3243,4.1101,4.1101,348521.0
2013-03-06,4.1159,4.1332,3.6875,3.919,1180461.0
2013-03-07,3.8264,3.9538,3.6528,3.9422,1428408.0
2013-03-08,3.9306,3.9943,3.8496,3.9248,493662.0
2013-03-09,3.9306,3.9943,3.8496,3.9248,493662.0
2013-03-10,3.9306,3.9943,3.8496,3.9248,493662.0
2013-03-11,3.9306,3.9654,3.838,3.9364,350436.0
2013-03-12,3.9364,4.0985,3.9364,4.0811,579226.0
2013-03-13,4.139,4.2316,4.1101,4.139,875481.0
2013-03-14,4.1448,4.1795,4.029,4.0696,511417.0
2013-03-15,4.0406,4.2259,3.893,4.0869,7849734.0
2013-03-16,4.0406,4.2259,3.893,4.0869,7849734.0
2013-03-17,4.0406,4.2259,3.893,4.0869,7849734.0
2013-03-18,4.0464,4.0811,3.9827,4.0232,349168.0
2013-03-19,4.0522,4.1101,4.0117,4.0811,517066.0
2013-03-20,4.0522,4.0522,3.8554,3.9364,816846.0
2013-03-21,3.9943,4.0464,3.9248,4.0175,761775.0
2013-03-22,3.9943,4.0117,3.9422,3.9769,357731.0
2013-03-23,3.9943,4.0117,3.9422,3.9769,357731.0
2013-03-24,3.9943,4.0117,3.9422,3.9769,357731.0
2013-03-25,4.0117,4.0232,3.9017,3.948,227434.0
2013-03-26,3.9248,4.0522,3.9248,4.0232,492692.0
2013-03-27,3.9943,4.0348,3.948,4.029,211580.0
2013-03-28,3.9943,4.0175,3.9538,3.9538,107355.0
2013-03-29,3.9943,4.0175,3.9538,3.9538,107355.0
2013-03-30,3.9943,4.0175,3.9538,3.9538,107355.0
2013-03-31,3.9943,4.0175,3.9538,3.9538,107355.0
2013-04-01,3.9943,4.0175,3.9538,3.9538,107355.0
2013-04-02,3.9248,3.948,3.8727,3.8785,435073.0
2013-04-03,3.8727,3.919,3.7743,3.8785,377107.0
2013-04-04,3.7917,3.8785,3.6528,3.7743,456285.0
2013-04-05,3.8091,3.838,3.6875,3.757,379797.0
2013-04-06,3.8091,3.838,3.6875,3.757,379797.0
2013-04-07,3.8091,3.838,3.6875,3.757,379797.0
2013-04-08,3.6933,3.7338,3.5601,3.7049,585057.0
2013-04-09,3.6412,3.7454,3.6007,3.7049,370682.0
2013-04-10,3.7049,3.8959,3.6991,3.8843,448216.0
2013-04-11,3.9075,4.0059,3.8843,3.9248,334944.0
2013-04-12,3.9306,3.9654,3.8149,3.8901,151820.0
2013-04-13,3.9306,3.9654,3.8149,3.8901,151820.0
2013-04-14,3.9306,3.9654,3.8149,3.8901,151820.0
2013-04-15,3.9075,3.9075,3.7801,3.8206,342007.0
2013-04-16,3.7338,3.8149,3.7222,3.7801,275153.0
2013-04-17,3.8206,3.8669,3.8033,3.8206,163729.0
2013-04-18,3.8438,3.8612,3.7859,3.7975,294322.0
2013-04-19,3.8033,3.838,3.7396,3.7801,289062.0
2013-04-20,3.8033,3.838,3.7396,3.7801,289062.0
2013-04-21,3.8033,3.838,3.7396,3.7801,289062.0
2013-04-22,3.8322,3.9306,3.8264,3.9248,515103.0
2013-04-23,3.9248,3.9364,3.7859,3.8496,229643.0
2013-04-24,3.8554,3.9885,3.8496,3.9654,291961.0
2013-04-25,3.8554,3.9885,3.8496,3.9654,291961.0
2013-04-26,3.9943,4.0753,3.9364,4.029,243786.0
2013-04-27,3.9943,4.0753,3.9364,4.029,243786.0
2013-04-28,3.9943,4.0753,3.9364,4.029,243786.0
2013-04-29,4.0175,4.1332,3.9827,4.1101,256049.0
2013-04-30,4.0985,4.1506,4.0638,4.1506,283187.0
2013-05-01,4.168,4.3706,4.139,4.3185,527618.0
2013-05-02,4.278,4.2953,4.1506,4.249,503235.0
2013-05-03,4.2837,4.4053,4.249,4.4053,307301.0
2013-05-04,4.2837,4.4053,4.249,4.4053,307301.0
2013-05-05,4.2837,4.4053,4.249,4.4053,307301.0
2013-05-06,4.4285,4.5095,4.4169,4.4458,252706.0
2013-05-07,4.4516,4.4574,4.3822,4.3879,204617.0
2013-05-08,4.3995,4.5442,4.3995,4.5095,124367.0
2013-05-09,4.4921,4.5558,4.4227,4.4632,207078.0
2013-05-10,4.469,4.5153,4.4343,4.4516,175118.0
2013-05-11,4.469,4.5153,4.4343,4.4516,175118.0
2013-05-12,4.469,4.5153,4.4343,4.4516,175118.0
2013-05-13,4.4864,4.6195,4.4864,4.5963,206344.0
2013-05-14,4.5963,4.7295,4.5037,4.6658,603963.0
2013-05-15,4.7005,4.8626,4.7005,4.7237,277319.0
2013-05-16,4.8047,4.8858,4.7642,4.7874,257622.0
2013-05-17,4.77,4.8858,4.6484,4.8626,258701.0
2013-05-18,4.77,4.8858,4.6484,4.8626,258701.0
2013-05-19,4.77,4.8858,4.6484,4.8626,258701.0
2013-05-20,4.8858,5.0074,4.8742,4.9784,280108.0
2013-05-21,4.9784,5.0826,4.9495,5.0595,158523.0
2013-05-22,5.0942,5.21,4.9958,5.0247,302560.0
2013-05-23,5.0074,5.0595,4.6079,4.7642,381173.0
2013-05-24,4.7469,4.7469,4.4169,4.5558,442082.0
2013-05-25,4.7469,4.7469,4.4169,4.5558,442082.0
2013-05-26,4.7469,4.7469,4.4169,4.5558,442082.0
2013-05-27,4.4632,4.6542,4.4169,4.6253,278631.0
2013-05-28,4.6021,4.8279,4.5906,4.8163,425489.0
2013-05-29,4.8279,5.0247,4.8163,4.8974,270767.0
2013-05-30,4.9726,4.9726,4.6658,4.8047,307654.0
2013-05-31,4.9379,5.0421,4.9205,4.9784,496078.0
2013-06-01,4.9379,5.0421,4.9205,4.9784,496078.0
2013-06-02,4.9379,5.0421,4.9205,4.9784,496078.0
2013-06-03,4.8568,4.99,4.77,4.9553,327307.0
2013-06-04,4.9495,5.0074,4.9495,5.0074,207501.0
2013-06-05,4.9495,4.9726,4.689,4.8337,382241.0
2013-06-06,4.9784,5.2042,4.8105,5.0652,592601.0
2013-06-07,5.1,5.2968,5.1,5.2215,874243.0
2013-06-08,5.1,5.2968,5.1,5.2215,874243.0
2013-06-09,5.1,5.2968,5.1,5.2215,874243.0
2013-06-10,5.1,5.2968,5.1,5.2215,874243.0
2013-06-11,5.3084,5.4994,5.2968,5.4241,522578.0
2013-06-12,5.372,5.4647,5.2389,5.4068,244508.0
2013-06-13,5.3373,5.4184,5.21,5.3142,310367.0
2013-06-14,5.3836,5.5573,5.372,5.5573,301677.0
2013-06-15,5.3836,5.5573,5.372,5.5573,301677.0
2013-06-16,5.3836,5.5573,5.372,5.5573,301677.0
2013-06-17,5.5573,5.7831,5.5052,5.7252,452410.0
2013-06-18,5.7252,5.731,5.4531,5.5631,282277.0
2013-06-19,5.7194,5.7715,5.702,5.7599,352376.0
2013-06-20,5.7599,5.7599,5.5573,5.6615,433563.0
2013-06-21,5.4994,5.6731,5.2736,5.6325,454151.0
2013-06-22,5.4994,5.6731,5.2736,5.6325,454151.0
2013-06-23,5.4994,5.6731,5.2736,5.6325,454151.0
2013-06-24,5.5457,5.6846,5.4762,5.5052,260589.0
2013-06-25,5.4415,5.5573,5.3836,5.482,247717.0
2013-06-26,5.5341,5.7599,5.4531,5.7599,348335.0
2013-06-27,5.7599,5.7657,5.6789,5.7599,251441.0
2013-06-28,5.7599,5.7657,5.5804,5.5804,157220.0
2013-06-29,5.7599,5.7657,5.5804,5.5804,157220.0
2013-06-30,5.7599,5.7657,5.5804,5.5804,157220.0
2013-07-01,5.5283,5.6268,5.4936,5.5226,224536.0
2013-07-02,5.4936,5.6615,5.4936,5.6325,255759.0
2013-07-03,5.6441,5.7252,5.5804,5.621,224289.0
2013-07-04,5.6731,6.2867,5.6731,6.1362,535535.0
2013-07-05,6.142,6.4835,6.142,6.3677,708320.0
2013-07-06,6.142,6.4835,6.142,6.3677,708320.0
2013-07-07,6.142,6.4835,6.142,6.3677,708320.0
2013-07-08,6.3677,6.5993,6.3156,6.5819,411206.0
2013-07-09,6.6109,6.8019,6.5877,6.7672,447530.0
2013-07-10,6.8019,6.9756,6.7961,6.9698,367541.0
2013-07-11,6.9756,7.1029,6.9235,7.1029,445021.0
2013-07-12,7.2071,7.2708,7.0913,7.2187,407362.0
2013-07-13,7.2071,7.2708,7.0913,7.2187,407362.0
2013-07-14,7.2071,7.2708,7.0913,7.2187,407362.0
2013-07-15,7.2187,7.4502,7.2013,7.4155,440151.0
2013-07-16,7.4387,7.4387,6.663,6.9177,682193.0
2013-07-17,6.9524,7.1087,6.9061,7.0624,575603.0
2013-07-18,7.0624,7.0682,6.9003,7.0045,246323.0
2013-07-19,6.9292,6.9466,6.7845,6.8251,215518.0
2013-07-20,6.9292,6.9466,6.7845,6.8251,215518.0
2013-07-21,6.9292,6.9466,6.7845,6.8251,215518.0
2013-07-22,6.8829,6.9003,6.6861,6.7672,322136.0
2013-07-23,6.7672,6.8424,6.6861,6.7151,265774.0
2013-07-24,6.6745,6.6745,6.4719,6.4719,529785.0
2013-07-25,6.3677,6.7324,6.3156,6.6456,543608.0
2013-07-26,6.7035,6.7093,6.5125,6.5703,167676.0
2013-07-27,6.7035,6.7093,6.5125,6.5703,167676.0
2013-07-28,6.7035,6.7093,6.5125,6.5703,167676.0
2013-07-29,6.5703,6.634,6.5472,6.6282,185531.0
2013-07-30,6.6282,6.6514,6.4835,6.5067,183242.0
2013-07-31,6.5877,6.7266,6.5819,6.7151,212191.0
2013-08-01,6.7266,6.7614,6.5819,6.6051,173754.0
2013-08-02,6.5993,7.0161,6.5356,6.9698,492088.0
2013-08-03,6.5993,7.0161,6.5356,6.9698,492088.0
2013-08-04,6.5993,7.0161,6.5356,6.9698,492088.0
2013-08-05,7.0045,7.0219,6.744,6.8366,318491.0
2013-08-06,6.8251,6.935,6.8019,6.8019,156767.0
2013-08-07,6.773,6.773,6.4488,6.5414,429130.0
2013-08-08,6.5819,6.7498,6.5472,6.6919,286811.0
2013-08-09,6.6919,6.7672,6.5356,6.5703,235437.0
2013-08-10,6.6919,6.7672,6.5356,6.5703,235437.0
2013-08-11,6.6919,6.7672,6.5356,6.5703,235437.0
2013-08-12,6.5703,6.7035,6.5414,6.6861,260981.0
2013-08-13,6.5877,6.7672,6.5356,6.7498,207414.0
2013-08-14,6.7498,6.8656,6.5935,6.7961,272902.0
2013-08-15,6.773,6.9292,6.6977,6.9292,339875.0
2013-08-16,6.8308,6.9408,6.5761,6.9119,331094.0
2013-08-17,6.8308,6.9408,6.5761,6.9119,331094.0
2013-08-18,6.8308,6.9408,6.5761,6.9119,331094.0
2013-08-19,6.9235,6.9466,6.7498,6.8193,375874.0
2013-08-20,6.7498,6.8829,6.5877,6.6398,426763.0
2013-08-21,6.6688,6.8251,6.6224,6.7614,509529.0
2013-08-22,6.4546,6.553,6.0899,6.1362,14584659.0
2013-08-23,6.2172,6.3677,6.2172,6.3214,1305347.0
2013-08-24,6.2172,6.3677,6.2172,6.3214,1305347.0
2013-08-25,6.2172,6.3677,6.2172,6.3214,1305347.0
2013-08-26,6.3272,6.4256,6.3243,6.3677,1027804.0
2013-08-27,6.3388,6.3562,6.2635,6.3272,646068.0
2013-08-28,6.2809,6.3735,6.1362,6.1825,497637.0
2013-08-29,6.1767,6.1941,5.8757,6.0204,1300872.0
2013-08-30,6.1362,6.1767,6.0609,6.1072,929911.0
2013-08-31,6.1362,6.1767,6.0609,6.1072,929911.0
2013-09-01,6.1362,6.1767,6.0609,6.1072,929911.0
2013-09-02,6.0899,6.3388,6.0899,6.3388,633046.0
2013-09-03,6.3677,6.3851,6.252,6.3504,471774.0
2013-09-04,6.443,6.5298,6.2288,6.5125,978712.0
2013-09-05,6.5414,6.5993,6.4083,6.5067,283518.0
2013-09-06,6.5703,6.5703,6.3272,6.3967,389792.0
2013-09-07,6.5703,6.5703,6.3272,6.3967,389792.0
2013-09-08,6.5703,6.5703,6.3272,6.3967,389792.0
2013-09-09,6.4488,6.4777,6.3735,6.4546,341978.0
2013-09-10,6.4256,6.5703,6.4083,6.5182,1430590.0
2013-09-11,6.5993,6.7672,6.5414,6.7556,444490.0
2013-09-12,6.7556,6.9003,6.6688,6.8308,563462.0
2013-09-13,6.9218,6.9218,6.7222,6.7692,346090.0
2013-09-14,6.9218,6.9218,6.7222,6.7692,346090.0
2013-09-15,6.9218,6.9218,6.7222,6.7692,346090.0
2013-09-16,6.8455,6.8984,6.6987,6.8396,302573.0
2013-09-17,6.7633,6.8514,6.7575,6.8162,526688.0
2013-09-18,6.8338,6.8338,6.6782,6.687,451185.0
2013-09-19,6.7927,6.822,6.6165,6.7809,1786083.0
2013-09-20,6.7575,6.8132,6.6635,6.7516,529775.0
2013-09-21,6.7575,6.8132,6.6635,6.7516,529775.0
2013-09-22,6.7575,6.8132,6.6635,6.7516,529775.0
2013-09-23,6.6342,6.64,6.4639,6.552,317181.0
2013-09-24,6.4874,6.5813,6.4111,6.5813,253409.0
2013-09-25,6.6048,6.6635,6.5402,6.6518,180771.0
2013-09-26,6.6576,6.6576,6.3758,6.5226,293156.0
2013-09-27,6.5285,6.6576,6.5285,6.5931,395368.0
2013-09-28,6.5285,6.6576,6.5285,6.5931,395368.0
2013-09-29,6.5285,6.6576,6.5285,6.5931,395368.0
2013-09-30,6.5344,6.5344,6.2526,6.2526,317098.0
2013-10-01,6.2115,6.2467,5.8944,6.1997,946596.0
2013-10-02,6.1586,6.2056,6.0295,6.1116,339825.0
2013-10-03,6.0647,6.3465,5.9942,6.2995,432457.0
2013-10-04,6.2526,6.276,6.1586,6.2232,397491.0
2013-10-05,6.2526,6.276,6.1586,6.2232,397491.0
2013-10-06,6.2526,6.276,6.1586,6.2232,397491.0
2013-10-07,6.1645,6.2232,5.9414,5.9942,366057.0
2013-10-08,5.912,5.9296,5.5833,5.6948,1245544.0
2013-10-09,5.5833,5.959,5.46,5.8886,604857.0
2013-10-10,5.8709,6.0529,5.8533,6.0353,506974.0
2013-10-11,6.2056,6.2467,6.1645,6.2349,509186.0
2013-10-12,6.2056,6.2467,6.1645,6.2349,509186.0
2013-10-13,6.2056,6.2467,6.1645,6.2349,509186.0
2013-10-14,6.2115,6.2408,6.0764,6.1762,257432.0
2013-10-15,6.2702,6.3406,6.0999,6.1234,332945.0
2013-10-16,6.0764,6.2467,6.0529,6.2173,411852.0
2013-10-17,6.1997,6.2702,6.1234,6.1469,273501.0
2013-10-18,6.1469,6.2173,6.1234,6.1293,345957.0
2013-10-19,6.1469,6.2173,6.1234,6.1293,345957.0
2013-10-20,6.1469,6.2173,6.1234,6.1293,345957.0
2013-10-21,6.1704,6.3289,6.1645,6.2936,319269.0
2013-10-22,6.3641,6.4522,6.3054,6.4228,300483.0
2013-10-23,6.458,6.7516,6.4522,6.7164,873490.0
2013-10-24,6.7105,6.7633,6.5989,6.6987,551197.0
2013-10-25,6.7516,6.8279,6.6518,6.6753,359535.0
2013-10-26,6.7516,6.8279,6.6518,6.6753,359535.0
2013-10-27,6.7516,6.8279,6.6518,6.6753,359535.0
2013-10-28,6.6518,6.7105,6.5813,6.6635,340038.0
2013-10-29,6.5578,6.5578,6.4463,6.4991,300241.0
2013-10-30,6.552,6.6224,6.4756,6.5931,234933.0
2013-10-31,6.5402,6.6048,6.4639,6.5461,220733.0
2013-11-01,6.5285,6.6048,6.4756,6.5344,395966.0
2013-11-02,6.5285,6.6048,6.4756,6.5344,395966.0
2013-11-03,6.5285,6.6048,6.4756,6.5344,395966.0
2013-11-04,6.5578,6.64,6.5167,6.6048,406014.0
2013-11-05,6.6048,6.6107,6.4111,6.458,333457.0
2013-11-06,6.4522,6.5344,6.4169,6.4639,421226.0
2013-11-07,6.458,6.6929,6.458,6.5872,646540.0
2013-11-08,6.5226,6.5755,6.4111,6.4463,532130.0
2013-11-09,6.5226,6.5755,6.4111,6.4463,532130.0
2013-11-10,6.5226,6.5755,6.4111,6.4463,532130.0
2013-11-11,6.5109,6.5344,6.3817,6.3876,260711.0
2013-11-12,6.3993,6.4463,6.37,6.37,514451.0
2013-11-13,6.3582,6.4287,6.276,6.3054,346722.0
2013-11-14,6.3347,6.3876,6.188,6.2584,256712.0
2013-11-15,6.1938,6.458,6.1645,6.4111,303326.0
2013-11-16,6.1938,6.458,6.1645,6.4111,303326.0
2013-11-17,6.1938,6.458,6.1645,6.4111,303326.0
2013-11-18,6.2936,6.37,6.1821,6.1938,372140.0
2013-11-19,6.1645,6.188,5.959,6.0471,694284.0
2013-11-20,6.006,6.006,5.7653,5.8357,827758.0
2013-11-21,5.8475,5.9531,5.7653,5.7711,506123.0
2013-11-22,5.8651,6.0588,5.7887,6.0001,385306.0
2013-11-23,5.8651,6.0588,5.7887,6.0001,385306.0
2013-11-24,5.8651,6.0588,5.7887,6.0001,385306.0
2013-11-25,6.0353,6.276,5.9942,6.1234,628416.0
2013-11-26,6.276,6.37,6.0999,6.2467,2574642.0
2013-11-27,6.2702,6.3113,6.1938,6.2291,306104.0
2013-11-28,6.3113,6.3289,6.1938,6.1997,333717.0
2013-11-29,6.2232,6.2232,6.0999,6.1351,255092.0
2013-11-30,6.2232,6.2232,6.0999,6.1351,255092.0
2013-12-01,6.2232,6.2232,6.0999,6.1351,255092.0
2013-12-02,6.1351,6.2232,5.9531,6.0353,383652.0
2013-12-03,6.0236,6.0823,5.8886,5.9296,435694.0
2013-12-04,5.8886,6.0236,5.8886,5.9003,577564.0
2013-12-05,5.9062,6.0471,5.8827,5.8827,577199.0
2013-12-06,5.8827,5.9003,5.7124,5.7359,479600.0
2013-12-07,5.8827,5.9003,5.7124,5.7359,479600.0
2013-12-08,5.8827,5.9003,5.7124,5.7359,479600.0
2013-12-09,5.824,5.9766,5.7711,5.8357,349666.0
2013-12-10,5.8298,6.097,5.8298,6.0471,493599.0
2013-12-11,5.9884,6.0118,5.912,5.959,451400.0
2013-12-12,5.9531,5.959,5.642,5.7829,982243.0
2013-12-13,5.7418,5.8709,5.7418,5.8475,677469.0
2013-12-14,5.7418,5.8709,5.7418,5.8475,677469.0
2013-12-15,5.7418,5.8709,5.7418,5.8475,677469.0
2013-12-16,5.8475,5.8475,5.7066,5.7829,566847.0
2013-12-17,5.8181,5.868,5.6655,5.6713,641418.0
2013-12-18,5.7007,5.8181,5.6067,5.7124,513101.0
2013-12-19,5.8064,5.9414,5.7711,5.9414,692370.0
2013-12-20,5.9414,6.1351,5.9003,6.0882,1212709.0
2013-12-21,5.9414,6.1351,5.9003,6.0882,1212709.0
2013-12-22,5.9414,6.1351,5.9003,6.0882,1212709.0
2013-12-23,6.0882,6.1469,5.8768,6.0236,467702.0
2013-12-24,6.0647,6.2232,6.0647,6.2173,125308.0
2013-12-25,6.0647,6.2232,6.0647,6.2173,125308.0
2013-12-26,6.0647,6.2232,6.0647,6.2173,125308.0
2013-12-27,6.3406,6.4111,6.2349,6.2467,234309.0
2013-12-28,6.3406,6.4111,6.2349,6.2467,234309.0
2013-12-29,6.3406,6.4111,6.2349,6.2467,234309.0
2013-12-30,6.2467,6.3054,6.2408,6.2819,168064.0
2013-12-31,6.2819,6.3758,6.2526,6.323,238975.0
2014-01-01,6.2819,6.3758,6.2526,6.323,238975.0
2014-01-02,6.323,6.3935,6.276,6.3289,172550.0
2014-01-03,6.2819,6.2878,6.0882,6.1586,184909.0
2014-01-04,6.2819,6.2878,6.0882,6.1586,184909.0
2014-01-05,6.2819,6.2878,6.0882,6.1586,184909.0
2014-01-06,6.2467,6.3465,6.0823,6.1527,229852.0
2014-01-07,6.2232,6.458,6.1645,6.3876,404877.0
2014-01-08,6.4522,6.7398,6.4287,6.7398,646123.0
2014-01-09,6.7516,6.7516,6.5285,6.6165,783814.0
2014-01-10,6.6342,6.7105,6.5637,6.6694,247992.0
2014-01-11,6.6342,6.7105,6.5637,6.6694,247992.0
2014-01-12,6.6342,6.7105,6.5637,6.6694,247992.0
2014-01-13,6.6753,6.6753,6.5285,6.5813,406867.0
2014-01-14,6.4287,6.5696,6.37,6.4639,441859.0
2014-01-15,6.5813,6.6635,6.4698,6.6518,319111.0
2014-01-16,6.6635,6.734,6.6048,6.734,458938.0
2014-01-17,6.6811,6.8103,6.6254,6.687,424585.0
2014-01-18,6.6811,6.8103,6.6254,6.687,424585.0
2014-01-19,6.6811,6.8103,6.6254,6.687,424585.0
2014-01-20,6.687,6.7575,6.687,6.7105,438930.0
2014-01-21,6.7164,7.098,6.7164,7.0862,853138.0
2014-01-22,7.0745,7.1332,6.9218,7.051,559733.0
2014-01-23,6.9923,7.0363,6.8573,6.8925,914425.0
2014-01-24,6.869,6.9629,6.7809,6.8103,457819.0
2014-01-25,6.869,6.9629,6.7809,6.8103,457819.0
2014-01-26,6.869,6.9629,6.7809,6.8103,457819.0
2014-01-27,6.869,6.9629,6.7809,6.8103,457819.0
2014-01-28,6.7164,6.8044,6.6224,6.6811,467880.0
2014-01-29,6.7222,6.8396,6.6459,6.6635,404573.0
2014-01-30,6.6283,6.6635,6.3993,6.4111,788378.0
2014-01-31,6.5109,6.6224,6.4639,6.6224,428833.0
2014-02-01,6.5109,6.6224,6.4639,6.6224,428833.0
2014-02-02,6.5109,6.6224,6.4639,6.6224,428833.0
2014-02-03,6.5344,6.5637,6.458,6.4874,604452.0
2014-02-04,6.3113,6.4111,6.1938,6.2526,1039233.0
2014-02-05,6.2936,6.3758,6.2349,6.3524,623290.0
2014-02-06,6.3289,6.6342,6.2995,6.5989,609013.0
2014-02-07,6.64,6.7809,6.6048,6.7809,580896.0
2014-02-08,6.64,6.7809,6.6048,6.7809,580896.0
2014-02-09,6.64,6.7809,6.6048,6.7809,580896.0
2014-02-10,6.9277,7.0363,6.8631,6.8984,923086.0
2014-02-11,6.9101,7.0216,6.869,6.9864,430116.0
2014-02-12,7.004,7.1273,6.9747,7.0451,669528.0
2014-02-13,7.0745,7.1038,6.9982,7.0216,417473.0
2014-02-14,7.0451,7.1332,7.0275,7.1332,540284.0
2014-02-15,7.0451,7.1332,7.0275,7.1332,540284.0
2014-02-16,7.0451,7.1332,7.0275,7.1332,540284.0
2014-02-17,7.1684,7.28,7.1684,7.2682,458691.0
2014-02-18,7.28,7.3915,7.2741,7.3739,508675.0
2014-02-19,7.4444,7.55,7.4091,7.4561,802289.0
2014-02-20,7.55,7.6146,7.3152,7.4502,683105.0
2014-02-21,7.4854,7.8377,7.4737,7.8377,988877.0
2014-02-22,7.4854,7.8377,7.4737,7.8377,988877.0
2014-02-23,7.4854,7.8377,7.4737,7.8377,988877.0
2014-02-24,7.9258,8.1136,7.914,7.9962,1045696.0
2014-02-25,8.0705,8.1062,7.8744,7.9814,932049.0
2014-02-26,7.9041,7.9814,7.705,7.7555,594135.0
2014-02-27,7.7139,7.8447,7.5832,7.7734,451501.0
2014-02-28,7.7852,7.8506,7.6664,7.7674,570938.0
2014-03-01,7.7852,7.8506,7.6664,7.7674,570938.0
2014-03-02,7.7852,7.8506,7.6664,7.7674,570938.0
2014-03-03,7.7734,7.7912,7.4703,7.6604,399439.0
2014-03-04,7.6783,7.7852,7.5951,7.7793,410195.0
2014-03-05,7.9041,8.0943,7.9041,8.0943,419814.0
2014-03-06,8.1537,8.231,8.0646,8.0705,373187.0
2014-03-07,8.1656,8.2785,8.0824,8.2607,331518.0
2014-03-08,8.1656,8.2785,8.0824,8.2607,331518.0
2014-03-09,8.1656,8.2785,8.0824,8.2607,331518.0
2014-03-10,8.2785,8.2785,7.9398,8.017,346758.0
2014-03-11,8.0705,8.0705,7.7496,7.8863,469997.0
2014-03-12,7.815,8.118,7.6723,8.118,560623.0
2014-03-13,8.1418,8.2963,8.0586,8.0586,421032.0
2014-03-14,7.9398,7.9576,7.6723,7.6723,391053.0
2014-03-15,7.9398,7.9576,7.6723,7.6723,391053.0
2014-03-16,7.9398,7.9576,7.6723,7.6723,391053.0
2014-03-17,7.6723,7.9576,7.6723,7.9219,397396.0
2014-03-18,7.9457,7.9932,7.8209,7.8447,420700.0
2014-03-19,7.8922,8.1656,7.8922,8.1359,718470.0
2014-03-20,8.0705,8.0824,7.9041,7.9279,466400.0
2014-03-21,7.9695,8.1715,7.916,8.1418,895075.0
2014-03-22,7.9695,8.1715,7.916,8.1418,895075.0
2014-03-23,7.9695,8.1715,7.916,8.1418,895075.0
2014-03-24,8.0646,8.1359,7.91,8.1359,555408.0
2014-03-25,8.0289,8.1121,7.91,8.0824,400954.0
2014-03-26,8.0883,8.1478,8.0467,8.1299,390163.0
2014-03-27,8.023,8.0705,7.8268,8.0111,355197.0
2014-03-28,7.9814,8.0824,7.8952,8.0348,235389.0
2014-03-29,7.9814,8.0824,7.8952,8.0348,235389.0
2014-03-30,7.9814,8.0824,7.8952,8.0348,235389.0
2014-03-31,8.0764,8.2012,8.0467,8.1418,207498.0
2014-04-01,8.1418,8.1537,7.9635,8.118,449574.0
2014-04-02,8.1834,8.2785,8.0883,8.2607,458121.0
2014-04-03,8.2904,8.5459,8.2666,8.4033,437616.0
2014-04-04,8.4746,8.4984,8.0348,8.2191,536651.0
2014-04-05,8.4746,8.4984,8.0348,8.2191,536651.0
2014-04-06,8.4746,8.4984,8.0348,8.2191,536651.0
2014-04-07,7.9635,7.9754,7.7852,7.7971,373937.0
2014-04-08,7.7734,7.7734,7.399,7.6723,860865.0
2014-04-09,7.7436,7.8268,7.5951,7.6248,537304.0
2014-04-10,7.7555,7.809,7.607,7.708,351132.0
2014-04-11,7.4524,7.4762,7.2028,7.2028,618917.0
2014-04-12,7.4524,7.4762,7.2028,7.2028,618917.0
2014-04-13,7.4524,7.4762,7.2028,7.2028,618917.0
2014-04-14,7.1018,7.1018,6.7393,6.7631,1093335.0
2014-04-15,6.8938,7.292,6.8344,7.1791,677222.0
2014-04-16,7.2563,7.3514,7.2088,7.2444,845887.0
