,UAL US Equity
2023-06-23,4.925
2023-06-24,4.925
2023-06-25,4.925
2023-06-26,4.929
2023-06-27,5.179
2023-06-28,5.204
2023-06-29,4.937
2023-06-30,5.043
2023-07-01,5.043
2023-07-02,5.043
2023-07-03,5.061
2023-07-04,5.061
2023-07-05,5.113
2023-07-06,4.987
2023-07-07,5.076
2023-07-08,5.076
2023-07-09,5.076
2023-07-10,5.176
2023-07-11,5.138
2023-07-12,5.064
2023-07-13,5.115
2023-07-14,4.94
2023-07-15,4.94
2023-07-16,4.94
2023-07-17,4.988
2023-07-18,5.009
2023-07-19,4.939
2023-07-20,4.951
2023-07-21,4.857
2023-07-22,4.857
2023-07-23,4.857
2023-07-24,4.69
2023-07-25,4.536
2023-07-26,4.565
2023-07-27,4.478
2023-07-28,4.554
2023-07-29,4.554
2023-07-30,4.554
2023-07-31,4.566
2023-08-01,4.478
2023-08-02,4.475
2023-08-03,4.431
2023-08-04,4.449
2023-08-05,4.449
2023-08-06,4.449
2023-08-07,4.536
2023-08-08,4.636
2023-08-09,4.49
2023-08-10,4.475
2023-08-11,4.416
2023-08-12,4.416
2023-08-13,4.416
2023-08-14,4.421
2023-08-15,4.339
2023-08-16,4.364
2023-08-17,4.261
2023-08-18,4.224
2023-08-19,4.224
2023-08-20,4.224
2023-08-21,4.27
2023-08-22,4.253
2023-08-23,4.335
2023-08-24,4.25
2023-08-25,4.211
2023-08-26,4.211
2023-08-27,4.211
2023-08-28,4.276
2023-08-29,4.371
2023-08-30,4.355
2023-08-31,4.369
2023-09-01,4.361
2023-09-02,4.361
2023-09-03,4.361
2023-09-04,4.361
2023-09-05,4.353
2023-09-06,4.349
2023-09-07,4.29
2023-09-08,4.268
2023-09-09,4.268
2023-09-10,4.268
2023-09-11,4.292
2023-09-12,4.284
2023-09-13,4.121
2023-09-14,4.107
2023-09-15,4.132
2023-09-16,4.132
2023-09-17,4.132
2023-09-18,4.107
2023-09-19,4.163
2023-09-20,4.082
2023-09-21,4.048
2023-09-22,4.024
2023-09-23,4.024
2023-09-24,4.024
2023-09-25,4.011
2023-09-26,3.985
2023-09-27,3.927
2023-09-28,3.955
2023-09-29,3.954
2023-09-30,3.954
2023-10-01,3.954
2023-10-02,3.896
2023-10-03,3.808
2023-10-04,4.075
2023-10-05,4.066
2023-10-06,4.13
2023-10-07,4.13
2023-10-08,4.13
2023-10-09,3.929
2023-10-10,4.071
2023-10-11,4.138
2023-10-12,4.019
2023-10-13,3.908
2023-10-14,3.908
2023-10-15,3.908
2023-10-16,3.983
2023-10-17,4.042
2023-10-18,3.707
2023-10-19,3.673
2023-10-20,3.577
2023-10-21,3.577
2023-10-22,3.577
2023-10-23,3.679
2023-10-24,3.673
2023-10-25,3.664
2023-10-26,3.672
2023-10-27,3.583
2023-10-28,3.583
2023-10-29,3.583
2023-10-30,3.678
2023-10-31,3.7
2023-11-01,3.679
2023-11-02,3.786
2023-11-03,3.965
2023-11-04,3.965
2023-11-05,3.965
2023-11-06,3.856
2023-11-07,3.884
2023-11-08,4.014
2023-11-09,3.938
2023-11-10,4.009
2023-11-11,4.009
2023-11-12,4.009
2023-11-13,4.022
2023-11-14,4.156
2023-11-15,4.272
2023-11-16,4.201
2023-11-17,4.252
2023-11-18,4.252
2023-11-19,4.252
2023-11-20,4.28
2023-11-21,4.218
2023-11-22,4.257
2023-11-23,4.257
2023-11-24,4.247
2023-11-25,4.247
2023-11-26,4.247
2023-11-27,4.194
2023-11-28,4.167
2023-11-29,4.198
2023-11-30,4.196
2023-12-01,4.286
2023-12-02,4.286
2023-12-03,4.286
2023-12-04,4.316
2023-12-05,4.217
2023-12-06,4.359
2023-12-07,4.395
2023-12-08,4.364
2023-12-09,4.364
2023-12-10,4.364
2023-12-11,4.32
2023-12-12,4.377
2023-12-13,4.429
2023-12-14,4.643
2023-12-15,4.642
2023-12-16,4.642
2023-12-17,4.642
2023-12-18,4.511
2023-12-19,4.521
2023-12-20,4.4
2023-12-21,4.549
2023-12-22,4.545
2023-12-23,4.545
2023-12-24,4.545
2023-12-25,4.545
2023-12-26,4.495
2023-12-27,4.458
2023-12-28,4.483
2023-12-29,4.408
2023-12-30,4.408
2023-12-31,4.408
2024-01-01,4.408
2024-01-02,4.325
2024-01-03,4.216
2024-01-04,4.272
2024-01-05,4.409
2024-01-06,4.409
2024-01-07,4.409
2024-01-08,4.49
2024-01-09,4.557
2024-01-10,4.618
2024-01-11,4.746
2024-01-12,4.242
2024-01-13,4.242
2024-01-14,4.242
2024-01-15,4.242
2024-01-16,4.151
2024-01-17,4.039
2024-01-18,4.198
2024-01-19,4.098
2024-01-20,4.098
2024-01-21,4.098
2024-01-22,4.04
2024-01-23,4.242
2024-01-24,4.367
2024-01-25,4.501
2024-01-26,4.458
2024-01-27,4.458
2024-01-28,4.458
2024-01-29,4.412
2024-01-30,4.367
2024-01-31,4.324
2024-02-01,4.337
2024-02-02,4.323
2024-02-03,4.323
2024-02-04,4.323
2024-02-05,4.181
2024-02-06,4.309
2024-02-07,4.314
2024-02-08,4.307
2024-02-09,4.402
2024-02-10,4.402
2024-02-11,4.402
2024-02-12,4.472
2024-02-13,4.293
2024-02-14,4.418
2024-02-15,4.418
2024-02-16,4.332
2024-02-17,4.332
2024-02-18,4.332
2024-02-19,4.332
2024-02-20,4.483
2024-02-21,4.479
2024-02-22,4.602
2024-02-23,4.627
2024-02-24,4.627
2024-02-25,4.627
2024-02-26,4.573
2024-02-27,4.566
2024-02-28,4.552
2024-02-29,4.626
2024-03-01,4.56
2024-03-02,4.56
2024-03-03,4.56
2024-03-04,4.551
2024-03-05,4.513
2024-03-06,4.562
2024-03-07,4.567
2024-03-08,4.482
2024-03-09,4.482
2024-03-10,4.482
2024-03-11,4.439
2024-03-12,4.361
2024-03-13,4.451
2024-03-14,4.431
2024-03-15,4.523
2024-03-16,4.523
2024-03-17,4.523
2024-03-18,4.515
2024-03-19,4.553
2024-03-20,4.767
2024-03-21,4.835
2024-03-22,4.818
2024-03-23,4.818
2024-03-24,4.818
2024-03-25,4.654
2024-03-26,4.709
2024-03-27,4.898
2024-03-28,4.964
2024-03-29,4.964
2024-03-30,4.964
2024-03-31,4.964
2024-04-01,4.909
2024-04-02,4.733
2024-04-03,4.626
2024-04-04,4.514
2024-04-05,4.502
2024-04-06,4.502
2024-04-07,4.502
2024-04-08,4.554
