,PFE US Equity
2020-04-10,7.334
2020-04-11,7.334
2020-04-12,7.334
2020-04-13,7.781
2020-04-14,8.068
2020-04-15,7.964
2020-04-16,7.944
2020-04-17,8.173
2020-04-18,8.173
2020-04-19,8.173
2020-04-20,7.095
2020-04-21,7.004
2020-04-22,7.128
2020-04-23,7.215
2020-04-24,7.35
2020-04-25,7.35
2020-04-26,7.35
2020-04-27,7.537
2020-04-28,7.537
2020-04-29,6.199
2020-04-30,6.238
2020-05-01,6.121
2020-05-02,6.121
2020-05-03,6.121
2020-05-04,6.117
2020-05-05,6.262
2020-05-06,6.262
2020-05-07,6.07
2020-05-08,6.113
2020-05-09,6.113
2020-05-10,6.113
2020-05-11,6.257
2020-05-12,6.136
2020-05-13,6.085
2020-05-14,6.228
2020-05-15,6.201
2020-05-16,6.201
2020-05-17,6.201
2020-05-18,6.252
2020-05-19,6.188
2020-05-20,6.18
2020-05-21,6.119
2020-05-22,6.159
2020-05-23,6.159
2020-05-24,6.159
2020-05-25,6.159
2020-05-26,6.157
2020-05-27,6.144
2020-05-28,6.27
2020-05-29,7.783
2020-05-30,7.783
2020-05-31,7.783
2020-06-01,7.739
2020-06-02,7.892
2020-06-03,7.892
2020-06-04,7.859
2020-06-05,7.855
2020-06-06,7.855
2020-06-07,7.855
2020-06-08,7.985
2020-06-09,7.903
2020-06-10,7.839
2020-06-11,7.267
2020-06-12,7.366
2020-06-13,7.366
2020-06-14,7.366
2020-06-15,7.281
2020-06-16,7.289
2020-06-17,7.324
2020-06-18,7.254
2020-06-19,7.294
2020-06-20,7.294
2020-06-21,7.294
2020-06-22,7.226
2020-06-23,7.152
2020-06-24,7.025
2020-06-25,7.054
2020-06-26,6.992
2020-06-27,6.992
2020-06-28,6.992
2020-06-29,7.099
2020-06-30,7.112
2020-07-01,7.338
2020-07-02,7.505
2020-07-03,7.505
2020-07-04,7.505
2020-07-05,7.505
2020-07-06,7.505
2020-07-07,7.401
2020-07-08,7.34
2020-07-09,7.277
2020-07-10,7.358
2020-07-11,7.358
2020-07-12,7.358
2020-07-13,7.658
2020-07-14,7.662
2020-07-15,7.769
2020-07-16,7.743
2020-07-17,7.347
2020-07-18,7.347
2020-07-19,7.347
2020-07-20,7.398
2020-07-21,7.437
2020-07-22,7.816
2020-07-23,7.545
2020-07-24,7.398
2020-07-25,7.398
2020-07-26,7.398
2020-07-27,7.375
2020-07-28,8.459
2020-07-29,8.389
2020-07-30,8.257
2020-07-31,8.202
2020-08-01,8.202
2020-08-02,8.202
2020-08-03,8.174
2020-08-04,8.182
2020-08-05,8.195
2020-08-06,8.157
2020-08-07,8.195
2020-08-08,8.195
2020-08-09,8.195
2020-08-10,8.182
2020-08-11,8.054
2020-08-12,8.17
2020-08-13,8.135
2020-08-14,8.112
2020-08-15,8.112
2020-08-16,8.112
2020-08-17,8.174
2020-08-18,8.176
2020-08-19,8.155
2020-08-20,8.253
2020-08-21,8.287
2020-08-22,8.287
2020-08-23,8.287
2020-08-24,8.278
2020-08-25,8.187
2020-08-26,8.11
2020-08-27,8.069
2020-08-28,8.08
2020-08-29,8.08
2020-08-30,8.08
2020-08-31,8.054
2020-09-01,7.861
2020-09-02,7.929
2020-09-03,7.758
2020-09-04,7.75
2020-09-05,7.75
2020-09-06,7.75
2020-09-07,7.75
2020-09-08,7.658
2020-09-09,7.711
2020-09-10,7.598
2020-09-11,7.688
2020-09-12,7.688
2020-09-13,7.688
2020-09-14,7.896
2020-09-15,7.035
2020-09-16,7.001
2020-09-17,7.009
2020-09-18,6.972
2020-09-19,6.972
2020-09-20,6.972
2020-09-21,6.856
2020-09-22,6.9
2020-09-23,6.853
2020-09-24,6.807
2020-09-25,6.862
2020-09-26,6.862
2020-09-27,6.862
2020-09-28,7.107
2020-09-29,6.885
2020-09-30,6.986
2020-10-01,6.923
2020-10-02,6.925
2020-10-03,6.925
2020-10-04,6.925
2020-10-05,6.995
2020-10-06,6.885
2020-10-07,7.291
2020-10-08,7.374
2020-10-09,7.354
2020-10-10,7.354
2020-10-11,7.354
2020-10-12,7.304
2020-10-13,7.32
2020-10-14,7.312
2020-10-15,7.25
2020-10-16,7.528
2020-10-17,7.528
2020-10-18,7.528
2020-10-19,7.498
2020-10-20,7.437
2020-10-21,7.355
2020-10-22,7.732
2020-10-23,7.887
2020-10-24,7.887
2020-10-25,7.887
2020-10-26,7.833
2020-10-27,8.227
2020-10-28,7.812
2020-10-29,7.775
2020-10-30,7.819
2020-10-31,7.819
2020-11-01,7.819
2020-11-02,7.984
2020-11-03,7.975
2020-11-04,8.227
2020-11-05,8.102
2020-11-06,8.104
2020-11-07,8.104
2020-11-08,8.104
2020-11-09,9.017
2020-11-10,8.939
2020-11-11,8.898
2020-11-12,8.678
2020-11-13,8.998
2020-11-14,8.998
2020-11-15,8.998
2020-11-16,8.697
2020-11-17,8.968
2020-11-18,9.038
2020-11-19,9.005
2020-11-20,9.132
2020-11-21,9.132
2020-11-22,9.132
2020-11-23,9.088
2020-11-24,9.108
2020-11-25,9.09
2020-11-26,9.09
2020-11-27,9.264
2020-11-28,9.264
2020-11-29,9.264
2020-11-30,9.533
2020-12-01,10.008
2020-12-02,10.361
2020-12-03,10.181
2020-12-04,10.379
2020-12-05,10.379
2020-12-06,10.379
2020-12-07,10.613
2020-12-08,10.928
2020-12-09,10.746
2020-12-10,10.715
2020-12-11,10.558
2020-12-12,10.558
2020-12-13,10.558
2020-12-14,10.068
2020-12-15,9.939
2020-12-16,9.716
2020-12-17,9.765
2020-12-18,9.675
2020-12-19,9.675
2020-12-20,9.675
2020-12-21,9.598
2020-12-22,9.434
2020-12-23,9.613
2020-12-24,9.57
2020-12-25,9.57
2020-12-26,9.57
2020-12-27,9.57
2020-12-28,9.454
2020-12-29,9.513
2020-12-30,9.434
2020-12-31,9.452
2021-01-01,9.452
2021-01-02,9.452
2021-01-03,9.452
2021-01-04,9.324
2021-01-05,9.42
2021-01-06,9.339
2021-01-07,9.39
2021-01-08,9.407
2021-01-09,9.407
2021-01-10,9.407
2021-01-11,9.569
2021-01-12,9.42
2021-01-13,9.339
2021-01-14,9.311
2021-01-15,9.328
2021-01-16,9.328
2021-01-17,9.328
2021-01-18,9.328
2021-01-19,9.336
2021-01-20,9.277
2021-01-21,9.272
2021-01-22,9.29
2021-01-23,9.29
2021-01-24,9.29
2021-01-25,9.578
2021-01-26,9.602
2021-01-27,9.327
2021-01-28,9.354
2021-01-29,9.365
2021-01-30,9.365
2021-01-31,9.365
2021-02-01,9.339
2021-02-02,9.341
2021-02-03,9.548
2021-02-04,9.474
2021-02-05,9.482
2021-02-06,9.482
2021-02-07,9.482
2021-02-08,9.513
2021-02-09,9.554
2021-02-10,9.431
2021-02-11,9.347
2021-02-12,9.425
2021-02-13,9.425
2021-02-14,9.425
2021-02-15,9.425
2021-02-16,9.417
2021-02-17,9.471
2021-02-18,9.382
2021-02-19,9.349
2021-02-20,9.349
2021-02-21,9.349
2021-02-22,9.3
2021-02-23,9.205
2021-02-24,9.162
2021-02-25,9.075
2021-02-26,8.987
2021-02-27,8.987
2021-02-28,8.987
2021-03-01,9.041
2021-03-02,8.992
2021-03-03,9.228
2021-03-04,9.177
2021-03-05,9.262
2021-03-06,9.262
2021-03-07,9.262
2021-03-08,9.251
2021-03-09,9.278
2021-03-10,9.407
2021-03-11,9.348
2021-03-12,9.41
2021-03-13,9.41
2021-03-14,9.41
2021-03-15,9.499
2021-03-16,9.612
2021-03-17,9.509
2021-03-18,9.504
2021-03-19,9.44
2021-03-20,9.44
2021-03-21,9.44
2021-03-22,9.608
2021-03-23,9.437
2021-03-24,9.504
2021-03-25,9.52
2021-03-26,9.678
2021-03-27,9.678
2021-03-28,9.678
2021-03-29,9.777
2021-03-30,9.64
2021-03-31,9.673
2021-04-01,9.691
2021-04-02,9.691
2021-04-03,9.691
2021-04-04,9.691
2021-04-05,9.686
2021-04-06,9.624
2021-04-07,9.59
2021-04-08,9.667
2021-04-09,9.839
2021-04-10,9.839
2021-04-11,9.839
2021-04-12,10.058
2021-04-13,10.109
2021-04-14,10.112
2021-04-15,10.229
2021-04-16,10.522
2021-04-17,10.522
2021-04-18,10.522
2021-04-19,10.584
2021-04-20,10.611
2021-04-21,10.757
2021-04-22,10.541
2021-04-23,10.546
2021-04-24,10.546
2021-04-25,10.546
2021-04-26,10.552
2021-04-27,10.489
2021-04-28,10.587
2021-04-29,10.53
2021-04-30,10.544
2021-05-01,10.544
2021-05-02,10.544
2021-05-03,10.816
2021-05-04,10.685
2021-05-05,10.317
2021-05-06,10.21
2021-05-07,10.326
2021-05-08,10.326
2021-05-09,10.326
2021-05-10,10.372
2021-05-11,10.24
2021-05-12,10.328
2021-05-13,10.432
2021-05-14,10.411
2021-05-15,10.411
2021-05-16,10.411
2021-05-17,10.434
2021-05-18,10.419
2021-05-19,10.361
2021-05-20,10.437
2021-05-21,10.393
2021-05-22,10.393
2021-05-23,10.393
2021-05-24,10.335
2021-05-25,10.211
2021-05-26,10.104
2021-05-27,10.034
2021-05-28,10.055
2021-05-29,10.055
2021-05-30,10.055
2021-05-31,10.055
2021-06-01,9.995
2021-06-02,10.07
2021-06-03,10.117
2021-06-04,10.164
2021-06-05,10.164
2021-06-06,10.164
2021-06-07,10.122
2021-06-08,10.086
2021-06-09,10.335
2021-06-10,10.561
2021-06-11,10.424
2021-06-12,10.424
2021-06-13,10.424
2021-06-14,10.185
2021-06-15,10.175
2021-06-16,10.1
2021-06-17,10.147
2021-06-18,9.975
2021-06-19,9.975
2021-06-20,9.975
2021-06-21,10.134
2021-06-22,10.183
2021-06-23,10.039
2021-06-24,10.075
2021-06-25,10.021
2021-06-26,10.021
2021-06-27,10.021
2021-06-28,10.057
2021-06-29,10.052
2021-06-30,10.108
2021-07-01,10.211
2021-07-02,10.255
2021-07-03,10.255
2021-07-04,10.255
2021-07-05,10.255
2021-07-06,10.142
2021-07-07,10.284
2021-07-08,10.258
2021-07-09,10.346
2021-07-10,10.346
2021-07-11,10.346
2021-07-12,10.385
2021-07-13,10.363
2021-07-14,10.441
2021-07-15,10.478
2021-07-16,10.546
2021-07-17,10.546
2021-07-18,10.546
2021-07-19,10.493
2021-07-20,10.645
2021-07-21,10.637
2021-07-22,10.754
2021-07-23,10.808
2021-07-24,10.808
2021-07-25,10.808
2021-07-26,10.842
2021-07-27,10.917
2021-07-28,11.287
2021-07-29,11.132
2021-07-30,11.109
2021-07-31,11.109
2021-08-01,11.109
2021-08-02,11.4
2021-08-03,11.847
2021-08-04,11.719
2021-08-05,11.686
2021-08-06,11.688
2021-08-07,11.688
2021-08-08,11.688
2021-08-09,11.924
2021-08-10,12.497
2021-08-11,12.01
2021-08-12,12.251
2021-08-13,12.573
2021-08-14,12.573
2021-08-15,12.573
2021-08-16,12.684
2021-08-17,13.038
2021-08-18,12.751
2021-08-19,12.484
2021-08-20,12.463
2021-08-21,12.463
2021-08-22,12.463
2021-08-23,12.773
2021-08-24,12.383
2021-08-25,12.161
2021-08-26,12.128
2021-08-27,11.928
2021-08-28,11.928
2021-08-29,11.928
2021-08-30,11.969
2021-08-31,11.792
2021-09-01,11.785
2021-09-02,11.999
2021-09-03,11.999
2021-09-04,11.999
2021-09-05,11.999
2021-09-06,11.999
2021-09-07,11.956
2021-09-08,11.895
2021-09-09,11.785
2021-09-10,11.673
2021-09-11,11.673
2021-09-12,11.673
2021-09-13,11.408
2021-09-14,11.441
2021-09-15,11.456
2021-09-16,11.379
2021-09-17,11.231
2021-09-18,11.231
2021-09-19,11.231
2021-09-20,11.291
2021-09-21,11.22
2021-09-22,11.227
2021-09-23,11.289
2021-09-24,11.225
2021-09-25,11.225
2021-09-26,11.225
2021-09-27,11.13
2021-09-28,10.995
2021-09-29,11.12
2021-09-30,10.987
2021-10-01,10.967
2021-10-02,10.967
2021-10-03,10.967
2021-10-04,10.821
2021-10-05,10.845
2021-10-06,10.768
2021-10-07,10.94
2021-10-08,10.866
2021-10-09,10.866
2021-10-10,10.866
2021-10-11,10.766
2021-10-12,10.727
2021-10-13,10.617
2021-10-14,10.69
2021-10-15,10.644
2021-10-16,10.644
2021-10-17,10.644
2021-10-18,10.496
2021-10-19,10.704
2021-10-20,10.884
2021-10-21,10.884
2021-10-22,10.961
2021-10-23,10.961
2021-10-24,10.961
2021-10-25,10.958
2021-10-26,11.062
2021-10-27,10.912
2021-10-28,10.966
2021-10-29,11.108
2021-10-30,11.108
2021-10-31,11.108
2021-11-01,11.082
2021-11-02,11.389
2021-11-03,11.197
2021-11-04,11.051
2021-11-05,12.2
2021-11-06,12.2
2021-11-07,12.2
2021-11-08,12.129
2021-11-09,11.871
2021-11-10,12.302
2021-11-11,12.594
2021-11-12,12.481
2021-11-13,12.481
2021-11-14,12.481
2021-11-15,12.461
2021-11-16,12.448
2021-11-17,12.767
2021-11-18,12.424
2021-11-19,12.241
2021-11-20,12.241
2021-11-21,12.241
2021-11-22,12.337
2021-11-23,11.843
2021-11-24,11.799
2021-11-25,11.799
2021-11-26,12.52
2021-11-27,12.52
2021-11-28,12.52
2021-11-29,11.839
2021-11-30,12.139
2021-12-01,12.354
2021-12-02,11.984
2021-12-03,12.261
2021-12-04,12.261
2021-12-05,12.261
2021-12-06,11.631
2021-12-07,11.511
2021-12-08,11.468
2021-12-09,11.62
2021-12-10,11.575
2021-12-11,11.575
2021-12-12,11.575
2021-12-13,12.025
2021-12-14,12.099
2021-12-15,12.718
2021-12-16,12.729
2021-12-17,12.311
2021-12-18,12.311
2021-12-19,12.311
2021-12-20,12.71
2021-12-21,12.279
2021-12-22,12.404
2021-12-23,12.229
2021-12-24,12.229
2021-12-25,12.229
2021-12-26,12.229
2021-12-27,12.331
2021-12-28,12.083
2021-12-29,11.994
2021-12-30,12.165
2021-12-31,12.3
2022-01-01,12.3
2022-01-02,12.3
2022-01-03,11.625
2022-01-04,11.19
2022-01-05,11.416
2022-01-06,11.153
2022-01-07,11.29
2022-01-08,11.29
2022-01-09,11.29
2022-01-10,11.395
2022-01-11,11.486
2022-01-12,11.478
2022-01-13,10.86
2022-01-14,10.745
2022-01-15,10.745
2022-01-16,10.745
2022-01-17,10.745
2022-01-18,10.581
2022-01-19,10.469
2022-01-20,10.576
2022-01-21,10.329
2022-01-22,10.329
2022-01-23,10.329
2022-01-24,10.085
2022-01-25,10.245
2022-01-26,10.337
2022-01-27,10.457
2022-01-28,10.663
2022-01-29,10.663
2022-01-30,10.663
2022-01-31,10.341
2022-02-01,10.416
2022-02-02,10.566
2022-02-03,10.472
2022-02-04,10.398
2022-02-05,10.398
2022-02-06,10.398
2022-02-07,10.439
2022-02-08,10.317
2022-02-09,10.6
2022-02-10,10.42
2022-02-11,10.472
2022-02-12,10.472
2022-02-13,10.472
2022-02-14,10.44
2022-02-15,10.438
2022-02-16,10.497
2022-02-17,10.332
2022-02-18,10.254
2022-02-19,10.254
2022-02-20,10.254
2022-02-21,10.254
2022-02-22,10.042
2022-02-23,9.903
2022-02-24,9.711
2022-02-25,10.082
2022-02-26,10.082
2022-02-27,10.082
2022-02-28,9.918
2022-03-01,9.666
2022-03-02,10.078
2022-03-03,10.106
2022-03-04,10.331
2022-03-05,10.331
2022-03-06,10.331
2022-03-07,10.189
2022-03-08,10.074
2022-03-09,10.352
2022-03-10,10.448
2022-03-11,10.675
2022-03-12,10.675
2022-03-13,10.675
2022-03-14,11.096
2022-03-15,11.087
2022-03-16,11.238
2022-03-17,11.484
2022-03-18,11.541
2022-03-19,11.541
2022-03-20,11.541
2022-03-21,11.558
2022-03-22,11.31
2022-03-23,11.129
2022-03-24,11.214
2022-03-25,11.255
2022-03-26,11.255
2022-03-27,11.255
2022-03-28,11.362
2022-03-29,11.246
2022-03-30,11.182
2022-03-31,11.037
2022-04-01,11.064
2022-04-02,11.064
2022-04-03,11.064
2022-04-04,10.946
2022-04-05,10.764
2022-04-06,10.974
2022-04-07,11.449
2022-04-08,11.482
2022-04-09,11.482
2022-04-10,11.482
2022-04-11,11.224
2022-04-12,11.096
2022-04-13,11.099
2022-04-14,11.103
2022-04-15,11.103
2022-04-16,11.103
2022-04-17,11.103
2022-04-18,10.841
2022-04-19,10.475
2022-04-20,10.385
2022-04-21,10.247
2022-04-22,10.042
2022-04-23,10.042
2022-04-24,10.042
2022-04-25,10.213
2022-04-26,10.23
2022-04-27,10.378
2022-04-28,10.539
2022-04-29,10.238
2022-04-30,10.238
2022-05-01,10.238
2022-05-02,10.086
2022-05-03,10.378
2022-05-04,10.514
2022-05-05,10.258
2022-05-06,10.467
2022-05-07,10.467
2022-05-08,10.467
2022-05-09,10.384
2022-05-10,10.588
2022-05-11,10.564
2022-05-12,10.853
2022-05-13,10.757
2022-05-14,10.757
2022-05-15,10.757
2022-05-16,10.972
2022-05-17,11.117
2022-05-18,10.906
2022-05-19,10.986
2022-05-20,11.38
2022-05-21,11.38
2022-05-22,11.38
2022-05-23,11.363
2022-05-24,11.477
2022-05-25,11.541
2022-05-26,11.593
2022-05-27,11.576
2022-05-28,11.576
2022-05-29,11.576
2022-05-30,11.576
2022-05-31,11.389
2022-06-01,11.246
2022-06-02,11.312
2022-06-03,11.275
2022-06-04,11.275
2022-06-05,11.275
2022-06-06,11.303
2022-06-07,11.452
2022-06-08,11.348
2022-06-09,10.989
2022-06-10,10.605
2022-06-11,10.605
2022-06-12,10.605
2022-06-13,10.168
2022-06-14,10.17
2022-06-15,10.295
2022-06-16,10.076
2022-06-17,9.875
2022-06-18,9.875
2022-06-19,9.875
2022-06-20,9.875
2022-06-21,10.21
2022-06-22,10.44
2022-06-23,10.657
2022-06-24,10.976
2022-06-25,10.976
2022-06-26,10.976
2022-06-27,11.038
2022-06-28,10.808
2022-06-29,10.868
2022-06-30,11.186
2022-07-01,11.16
2022-07-02,11.16
2022-07-03,11.16
2022-07-04,11.16
2022-07-05,11.017
2022-07-06,11.254
2022-07-07,11.353
2022-07-08,11.352
2022-07-09,11.352
2022-07-10,11.352
2022-07-11,11.292
2022-07-12,11.11
2022-07-13,11.039
2022-07-14,10.961
2022-07-15,11.038
2022-07-16,11.038
2022-07-17,11.038
2022-07-18,10.736
2022-07-19,10.867
2022-07-20,10.751
2022-07-21,10.814
2022-07-22,10.779
2022-07-23,10.779
2022-07-24,10.779
2022-07-25,10.848
2022-07-26,10.959
2022-07-27,10.982
2022-07-28,10.983
2022-07-29,11.069
2022-07-30,11.069
2022-07-31,11.069
2022-08-01,11.104
2022-08-02,10.899
2022-08-03,10.955
2022-08-04,10.962
2022-08-05,10.833
2022-08-06,10.833
2022-08-07,10.833
2022-08-08,10.898
2022-08-09,10.942
2022-08-10,10.941
2022-08-11,10.577
2022-08-12,10.976
2022-08-13,10.976
2022-08-14,10.976
2022-08-15,10.897
2022-08-16,10.921
2022-08-17,10.792
2022-08-18,10.641
2022-08-19,10.766
2022-08-20,10.766
2022-08-21,10.766
2022-08-22,10.711
2022-08-23,10.516
2022-08-24,10.389
2022-08-25,10.492
2022-08-26,10.255
2022-08-27,10.255
2022-08-28,10.255
2022-08-29,10.307
2022-08-30,10.223
2022-08-31,10.084
2022-09-01,10.409
2022-09-02,10.201
2022-09-03,10.201
2022-09-04,10.201
2022-09-05,10.201
2022-09-06,10.215
2022-09-07,10.297
2022-09-08,10.509
2022-09-09,10.679
2022-09-10,10.679
2022-09-11,10.679
2022-09-12,10.661
2022-09-13,10.318
2022-09-14,10.309
2022-09-15,10.262
2022-09-16,10.282
2022-09-17,10.282
2022-09-18,10.282
2022-09-19,10.155
2022-09-20,10.006
2022-09-21,9.816
2022-09-22,9.751
2022-09-23,9.644
2022-09-24,9.644
2022-09-25,9.644
2022-09-26,9.589
2022-09-27,9.646
2022-09-28,9.72
2022-09-29,9.661
2022-09-30,9.574
2022-10-01,9.574
2022-10-02,9.574
2022-10-03,9.657
2022-10-04,9.697
2022-10-05,9.623
2022-10-06,9.399
2022-10-07,9.231
2022-10-08,9.231
2022-10-09,9.231
2022-10-10,9.117
2022-10-11,9.197
2022-10-12,9.221
2022-10-13,9.436
2022-10-14,9.408
2022-10-15,9.408
2022-10-16,9.408
2022-10-17,9.581
2022-10-18,9.678
2022-10-19,9.463
2022-10-20,9.333
2022-10-21,9.777
2022-10-22,9.777
2022-10-23,9.777
2022-10-24,9.898
2022-10-25,9.907
2022-10-26,9.958
2022-10-27,9.889
2022-10-28,10.254
2022-10-29,10.254
2022-10-30,10.254
2022-10-31,10.064
2022-11-01,10.499
2022-11-02,10.395
2022-11-03,10.378
2022-11-04,10.53
2022-11-05,10.53
2022-11-06,10.53
2022-11-07,10.501
2022-11-08,10.594
2022-11-09,10.453
2022-11-10,10.639
2022-11-11,10.688
2022-11-12,10.688
2022-11-13,10.688
2022-11-14,11.057
2022-11-15,10.987
2022-11-16,10.87
2022-11-17,10.829
2022-11-18,10.807
2022-11-19,10.807
2022-11-20,10.807
2022-11-21,10.795
2022-11-22,10.997
2022-11-23,10.946
2022-11-24,10.946
2022-11-25,11.026
2022-11-26,11.026
2022-11-27,11.026
2022-11-28,11.241
2022-11-29,11.222
2022-11-30,11.367
2022-12-01,11.583
2022-12-02,11.544
2022-12-03,11.544
2022-12-04,11.544
2022-12-05,11.526
2022-12-06,11.28
2022-12-07,11.401
2022-12-08,11.75
2022-12-09,11.739
2022-12-10,11.739
2022-12-11,11.739
2022-12-12,11.836
2022-12-13,12.084
2022-12-14,12.405
2022-12-15,12.207
2022-12-16,11.703
2022-12-17,11.703
2022-12-18,11.703
2022-12-19,11.714
2022-12-20,11.705
2022-12-21,11.782
2022-12-22,11.778
2022-12-23,11.821
2022-12-24,11.821
2022-12-25,11.821
2022-12-26,11.821
2022-12-27,11.662
2022-12-28,11.586
2022-12-29,11.707
2022-12-30,11.687
2022-12-31,11.687
2023-01-01,11.687
2023-01-02,11.687
2023-01-03,11.691
2023-01-04,11.434
2023-01-05,11.315
2023-01-06,11.602
2023-01-07,11.602
2023-01-08,11.602
2023-01-09,11.026
2023-01-10,10.84
2023-01-11,10.801
2023-01-12,10.861
2023-01-13,10.892
2023-01-14,10.892
2023-01-15,10.892
2023-01-16,10.892
2023-01-17,10.673
2023-01-18,10.508
2023-01-19,10.498
2023-01-20,10.533
2023-01-21,10.533
2023-01-22,10.533
2023-01-23,10.558
2023-01-24,10.494
2023-01-25,10.59
2023-01-26,10.363
2023-01-27,10.278
2023-01-28,10.278
2023-01-29,10.278
2023-01-30,10.222
2023-01-31,10.63
2023-02-01,10.823
2023-02-02,10.914
2023-02-03,10.761
2023-02-04,10.761
2023-02-05,10.761
2023-02-06,10.483
2023-02-07,10.495
2023-02-08,10.589
2023-02-09,10.435
2023-02-10,10.565
2023-02-11,10.565
2023-02-12,10.565
2023-02-13,10.592
2023-02-14,10.567
2023-02-15,10.47
2023-02-16,10.381
2023-02-17,10.444
2023-02-18,10.444
2023-02-19,10.444
2023-02-20,10.444
2023-02-21,10.284
2023-02-22,10.207
2023-02-23,10.187
2023-02-24,10.055
2023-02-25,10.055
2023-02-26,10.055
2023-02-27,9.821
2023-02-28,9.771
2023-03-01,9.677
2023-03-02,10.1
2023-03-03,10.221
2023-03-04,10.221
2023-03-05,10.221
2023-03-06,10.265
2023-03-07,10.072
2023-03-08,10.018
2023-03-09,9.853
2023-03-10,9.83
2023-03-11,9.83
2023-03-12,9.83
2023-03-13,9.953
2023-03-14,9.963
2023-03-15,10.057
2023-03-16,10.096
2023-03-17,9.997
2023-03-18,9.997
2023-03-19,9.997
2023-03-20,10.174
2023-03-21,10.136
2023-03-22,9.974
2023-03-23,10.017
2023-03-24,10.069
2023-03-25,10.069
2023-03-26,10.069
2023-03-27,10.027
2023-03-28,9.969
2023-03-29,10.024
2023-03-30,10.056
2023-03-31,10.161
2023-04-01,10.161
2023-04-02,10.161
2023-04-03,10.292
2023-04-04,10.196
2023-04-05,10.358
2023-04-06,10.346
2023-04-07,10.346
2023-04-08,10.346
2023-04-09,10.346
2023-04-10,10.409
2023-04-11,10.424
2023-04-12,10.346
2023-04-13,10.404
2023-04-14,10.334
2023-04-15,10.334
2023-04-16,10.334
2023-04-17,10.427
2023-04-18,10.273
2023-04-19,10.195
2023-04-20,10.085
2023-04-21,10.171
2023-04-22,10.171
2023-04-23,10.171
2023-04-24,10.1
2023-04-25,10.012
2023-04-26,9.834
2023-04-27,9.862
2023-04-28,9.9
2023-04-29,9.9
2023-04-30,9.9
2023-05-01,9.982
2023-05-02,10.048
2023-05-03,10.127
2023-05-04,10.069
2023-05-05,10.166
2023-05-06,10.166
2023-05-07,10.166
2023-05-08,10.213
2023-05-09,10.16
2023-05-10,10.149
2023-05-11,10.066
2023-05-12,10.005
2023-05-13,10.005
2023-05-14,10.005
2023-05-15,10.012
2023-05-16,10.017
2023-05-17,9.946
2023-05-18,9.972
2023-05-19,10.051
2023-05-20,10.051
2023-05-21,10.051
2023-05-22,10.592
2023-05-23,10.835
2023-05-24,10.529
2023-05-25,10.32
2023-05-26,10.269
2023-05-27,10.269
2023-05-28,10.269
2023-05-29,10.269
2023-05-30,10.108
2023-05-31,10.384
2023-06-01,10.384
2023-06-02,10.477
2023-06-03,10.477
2023-06-04,10.477
2023-06-05,10.556
2023-06-06,10.479
2023-06-07,10.621
2023-06-08,10.676
2023-06-09,10.643
2023-06-10,10.643
2023-06-11,10.643
2023-06-12,10.897
2023-06-13,11.001
2023-06-14,10.744
2023-06-15,10.85
2023-06-16,10.935
2023-06-17,10.935
2023-06-18,10.935
2023-06-19,10.935
2023-06-20,10.738
2023-06-21,10.618
2023-06-22,10.563
