,OGS US Equity
2021-04-25,15.234
2021-04-26,15.234
2021-04-27,15.234
2021-04-28,15.234
2021-04-29,15.234
2021-04-30,15.234
2021-05-01,15.234
2021-05-02,15.234
2021-05-03,15.234
2021-05-04,15.234
2021-05-05,15.234
2021-05-06,15.234
2021-05-07,15.234
2021-05-08,15.234
2021-05-09,15.234
2021-05-10,15.234
2021-05-11,15.234
2021-05-12,15.234
2021-05-13,15.234
2021-05-14,15.234
2021-05-15,15.234
2021-05-16,15.234
2021-05-17,15.234
2021-05-18,15.234
2021-05-19,15.234
2021-05-20,15.234
2021-05-21,15.234
2021-05-22,15.234
2021-05-23,15.234
2021-05-24,15.234
2021-05-25,15.234
2021-05-26,15.234
2021-05-27,15.234
2021-05-28,15.234
2021-05-29,15.234
2021-05-30,15.234
2021-05-31,15.234
2021-06-01,15.234
2021-06-02,15.234
2021-06-03,15.234
2021-06-04,15.234
2021-06-05,15.234
2021-06-06,15.234
2021-06-07,15.234
2021-06-08,15.234
2021-06-09,15.234
2021-06-10,15.234
2021-06-11,15.234
2021-06-12,15.234
2021-06-13,15.234
2021-06-14,15.234
2021-06-15,15.234
2021-06-16,15.234
2021-06-17,15.234
2021-06-18,15.234
2021-06-19,15.234
2021-06-20,15.234
2021-06-21,15.234
2021-06-22,15.234
2021-06-23,15.234
2021-06-24,15.234
2021-06-25,15.234
2021-06-26,15.234
2021-06-27,15.234
2021-06-28,15.234
2021-06-29,15.234
2021-06-30,15.234
2021-07-01,15.234
2021-07-02,15.234
2021-07-03,15.234
2021-07-04,15.234
2021-07-05,15.234
2021-07-06,15.234
2021-07-07,15.234
2021-07-08,15.234
2021-07-09,15.234
2021-07-10,15.234
2021-07-11,15.234
2021-07-12,15.234
2021-07-13,15.234
2021-07-14,15.234
2021-07-15,15.234
2021-07-16,15.234
2021-07-17,15.234
2021-07-18,15.234
2021-07-19,15.234
2021-07-20,15.234
2021-07-21,15.234
2021-07-22,15.234
2021-07-23,15.234
2021-07-24,15.234
2021-07-25,15.234
2021-07-26,15.234
2021-07-27,15.234
2021-07-28,15.234
2021-07-29,15.234
2021-07-30,15.234
2021-07-31,15.234
2021-08-01,15.234
2021-08-02,15.234
2021-08-03,14.979
2021-08-04,14.767
2021-08-05,14.907
2021-08-06,14.853
2021-08-07,14.853
2021-08-08,14.853
2021-08-09,14.827
2021-08-10,14.783
2021-08-11,14.841
2021-08-12,14.694
2021-08-13,14.76
2021-08-14,14.76
2021-08-15,14.76
2021-08-16,14.706
2021-08-17,14.746
2021-08-18,14.546
2021-08-19,14.53
2021-08-20,14.631
2021-08-21,14.631
2021-08-22,14.631
2021-08-23,14.573
2021-08-24,14.645
2021-08-25,14.556
2021-08-26,14.278
2021-08-27,14.466
2021-08-28,14.466
2021-08-29,14.466
2021-08-30,14.458
2021-08-31,14.48
2021-09-01,14.677
2021-09-02,14.804
2021-09-03,14.522
2021-09-04,14.522
2021-09-05,14.522
2021-09-06,14.522
2021-09-07,14.167
2021-09-08,14.462
2021-09-09,14.254
2021-09-10,13.811
2021-09-11,13.811
2021-09-12,13.811
2021-09-13,13.73
2021-09-14,13.472
2021-09-15,13.179
2021-09-16,13.056
2021-09-17,12.954
2021-09-18,12.954
2021-09-19,12.954
2021-09-20,12.899
2021-09-21,12.938
2021-09-22,13.012
2021-09-23,13.036
2021-09-24,12.871
2021-09-25,12.871
2021-09-26,12.871
2021-09-27,12.865
2021-09-28,12.762
2021-09-29,13.0
2021-09-30,12.776
2021-10-01,13.107
2021-10-02,13.107
2021-10-03,13.107
2021-10-04,13.583
2021-10-05,13.565
2021-10-06,13.579
2021-10-07,13.605
2021-10-08,13.651
2021-10-09,13.651
2021-10-10,13.651
2021-10-11,13.766
2021-10-12,13.821
2021-10-13,13.843
2021-10-14,13.903
2021-10-15,13.686
2021-10-16,13.686
2021-10-17,13.686
2021-10-18,13.379
2021-10-19,13.514
2021-10-20,13.736
2021-10-21,13.613
2021-10-22,13.7
2021-10-23,13.7
2021-10-24,13.7
2021-10-25,13.917
2021-10-26,13.806
2021-10-27,13.556
2021-10-28,13.583
2021-10-29,13.569
2021-10-30,13.569
2021-10-31,13.569
2021-11-01,13.992
2021-11-02,13.78
2021-11-03,13.85
2021-11-04,13.911
2021-11-05,13.905
2021-11-06,13.905
2021-11-07,13.905
2021-11-08,13.838
2021-11-09,13.748
2021-11-10,13.802
2021-11-11,13.583
2021-11-12,13.543
2021-11-13,13.543
2021-11-14,13.543
2021-11-15,13.964
2021-11-16,13.784
2021-11-17,13.806
2021-11-18,13.608
2021-11-19,13.758
2021-11-20,13.758
2021-11-21,13.758
2021-11-22,13.754
2021-11-23,13.762
2021-11-24,13.883
2021-11-25,13.883
2021-11-26,13.369
2021-11-27,13.369
2021-11-28,13.369
2021-11-29,13.505
2021-11-30,13.128
2021-12-01,13.059
2021-12-02,13.411
2021-12-03,13.482
2021-12-04,13.482
2021-12-05,13.482
2021-12-06,14.092
2021-12-07,14.106
2021-12-08,14.282
2021-12-09,14.314
2021-12-10,14.681
2021-12-11,14.681
2021-12-12,14.681
2021-12-13,14.816
2021-12-14,14.689
2021-12-15,15.057
2021-12-16,15.228
2021-12-17,15.278
2021-12-18,15.278
2021-12-19,15.278
2021-12-20,15.27
2021-12-21,15.07
2021-12-22,15.169
2021-12-23,15.329
2021-12-24,15.329
2021-12-25,15.329
2021-12-26,15.329
2021-12-27,15.44
2021-12-28,15.335
2021-12-29,15.553
2021-12-30,15.683
2021-12-31,15.709
2022-01-01,15.709
2022-01-02,15.709
2022-01-03,15.616
2022-01-04,15.715
2022-01-05,15.851
2022-01-06,15.971
2022-01-07,15.989
2022-01-08,15.989
2022-01-09,15.989
2022-01-10,16.058
2022-01-11,16.041
2022-01-12,15.843
2022-01-13,16.06
2022-01-14,16.284
2022-01-15,16.284
2022-01-16,16.284
2022-01-17,16.284
2022-01-18,16.24
2022-01-19,16.124
2022-01-20,15.645
2022-01-21,15.519
2022-01-22,15.519
2022-01-23,15.519
2022-01-24,14.926
2022-01-25,15.087
2022-01-26,15.14
2022-01-27,15.241
2022-01-28,15.388
2022-01-29,15.388
2022-01-30,15.388
2022-01-31,15.466
2022-02-01,15.426
2022-02-02,15.462
2022-02-03,15.545
2022-02-04,15.301
2022-02-05,15.301
2022-02-06,15.301
2022-02-07,15.209
2022-02-08,15.231
2022-02-09,15.138
2022-02-10,14.775
2022-02-11,14.951
2022-02-12,14.951
2022-02-13,14.951
2022-02-14,14.888
2022-02-15,14.755
2022-02-16,14.927
2022-02-17,15.285
2022-02-18,15.281
2022-02-19,15.281
2022-02-20,15.281
2022-02-21,15.281
2022-02-22,15.36
2022-02-23,15.104
2022-02-24,15.537
2022-02-25,16.257
2022-02-26,16.257
2022-02-27,16.257
2022-02-28,16.634
2022-03-01,16.485
2022-03-02,16.844
2022-03-03,17.172
2022-03-04,17.488
2022-03-05,17.488
2022-03-06,17.488
2022-03-07,17.791
2022-03-08,17.711
2022-03-09,16.784
2022-03-10,17.23
2022-03-11,17.246
2022-03-12,17.246
2022-03-13,17.246
2022-03-14,17.182
2022-03-15,17.036
2022-03-16,16.706
2022-03-17,16.79
2022-03-18,16.515
2022-03-19,16.515
2022-03-20,16.515
2022-03-21,16.912
2022-03-22,16.728
2022-03-23,16.67
2022-03-24,16.856
2022-03-25,17.384
2022-03-26,17.384
2022-03-27,17.384
2022-03-28,17.456
2022-03-29,17.558
2022-03-30,17.717
2022-03-31,17.665
2022-04-01,17.923
2022-04-02,17.923
2022-04-03,17.923
2022-04-04,17.693
2022-04-05,17.839
2022-04-06,18.291
2022-04-07,18.109
2022-04-08,18.393
2022-04-09,18.393
2022-04-10,18.393
2022-04-11,18.131
2022-04-12,18.197
2022-04-13,17.917
2022-04-14,17.821
2022-04-15,17.821
2022-04-16,17.821
2022-04-17,17.821
2022-04-18,17.703
2022-04-19,17.767
2022-04-20,17.857
2022-04-21,17.803
2022-04-22,17.695
2022-04-23,17.695
2022-04-24,17.695
2022-04-25,17.562
2022-04-26,17.57
2022-04-27,17.494
2022-04-28,17.538
2022-04-29,16.912
2022-04-30,16.912
2022-05-01,16.912
2022-05-02,16.563
2022-05-03,16.635
2022-05-04,17.202
2022-05-05,16.996
2022-05-06,17.064
2022-05-07,17.064
2022-05-08,17.064
2022-05-09,17.122
2022-05-10,16.974
2022-05-11,16.956
2022-05-12,17.106
2022-05-13,17.142
2022-05-14,17.142
2022-05-15,17.142
2022-05-16,17.356
2022-05-17,17.677
2022-05-18,17.641
2022-05-19,17.393
2022-05-20,17.302
2022-05-21,17.302
2022-05-22,17.302
2022-05-23,17.496
2022-05-24,17.896
2022-05-25,17.799
2022-05-26,17.811
2022-05-27,17.768
2022-05-28,17.768
2022-05-29,17.768
2022-05-30,17.768
2022-05-31,17.57
2022-06-01,17.518
2022-06-02,17.514
2022-06-03,17.597
2022-06-04,17.597
2022-06-05,17.597
2022-06-06,17.655
2022-06-07,17.801
2022-06-08,17.472
2022-06-09,17.163
2022-06-10,17.185
2022-06-11,17.185
2022-06-12,17.185
2022-06-13,16.185
2022-06-14,15.915
2022-06-15,15.951
2022-06-16,15.765
2022-06-17,15.636
2022-06-18,15.636
2022-06-19,15.636
2022-06-20,15.636
2022-06-21,15.834
2022-06-22,15.826
2022-06-23,15.808
2022-06-24,15.863
2022-06-25,15.863
2022-06-26,15.863
2022-06-27,16.396
2022-06-28,16.362
2022-06-29,16.338
2022-06-30,16.414
2022-07-01,17.013
2022-07-02,17.013
2022-07-03,17.013
2022-07-04,17.013
2022-07-05,16.032
2022-07-06,16.346
2022-07-07,16.237
2022-07-08,16.107
2022-07-09,16.107
2022-07-10,16.107
2022-07-11,16.137
2022-07-12,16.131
2022-07-13,16.178
2022-07-14,16.255
2022-07-15,16.55
2022-07-16,16.55
2022-07-17,16.55
2022-07-18,16.427
2022-07-19,16.631
2022-07-20,16.394
2022-07-21,16.113
2022-07-22,16.235
2022-07-23,16.235
2022-07-24,16.235
2022-07-25,16.511
2022-07-26,16.657
2022-07-27,16.645
2022-07-28,17.148
2022-07-29,17.173
2022-07-30,17.173
2022-07-31,17.173
2022-08-01,17.003
2022-08-02,16.829
2022-08-03,16.66
2022-08-04,16.413
2022-08-05,16.342
2022-08-06,16.342
2022-08-07,16.342
2022-08-08,16.433
2022-08-09,16.683
2022-08-10,16.654
2022-08-11,16.614
2022-08-12,16.883
2022-08-13,16.883
2022-08-14,16.883
2022-08-15,16.992
2022-08-16,16.998
2022-08-17,16.941
2022-08-18,17.049
2022-08-19,17.108
2022-08-20,17.108
2022-08-21,17.108
2022-08-22,16.771
2022-08-23,16.656
2022-08-24,16.522
2022-08-25,16.646
2022-08-26,16.493
2022-08-27,16.493
2022-08-28,16.493
2022-08-29,16.507
2022-08-30,16.132
2022-08-31,15.983
2022-09-01,16.203
2022-09-02,16.156
2022-09-03,16.156
2022-09-04,16.156
2022-09-05,16.156
2022-09-06,16.168
2022-09-07,16.505
2022-09-08,16.352
2022-09-09,16.485
2022-09-10,16.485
2022-09-11,16.485
2022-09-12,16.728
2022-09-13,16.252
2022-09-14,16.45
2022-09-15,16.132
2022-09-16,16.222
2022-09-17,16.222
2022-09-18,16.222
2022-09-19,16.432
2022-09-20,16.309
2022-09-21,16.119
2022-09-22,16.303
2022-09-23,16.05
2022-09-24,16.05
2022-09-25,16.05
2022-09-26,15.705
2022-09-27,15.121
2022-09-28,15.48
2022-09-29,14.753
2022-09-30,14.374
2022-10-01,14.374
2022-10-02,14.374
2022-10-03,14.857
2022-10-04,15.235
2022-10-05,14.892
2022-10-06,14.531
2022-10-07,14.353
2022-10-08,14.353
2022-10-09,14.353
2022-10-10,14.402
2022-10-11,14.702
2022-10-12,14.3
2022-10-13,14.694
2022-10-14,14.404
2022-10-15,14.404
2022-10-16,14.404
2022-10-17,14.78
2022-10-18,15.06
2022-10-19,15.07
2022-10-20,14.782
2022-10-21,14.923
2022-10-22,14.923
2022-10-23,14.923
2022-10-24,14.902
2022-10-25,15.051
2022-10-26,15.203
2022-10-27,15.435
2022-10-28,15.754
2022-10-29,15.754
2022-10-30,15.754
2022-10-31,15.811
2022-11-01,16.331
2022-11-02,16.197
2022-11-03,16.311
2022-11-04,16.516
2022-11-05,16.516
2022-11-06,16.516
2022-11-07,15.877
2022-11-08,15.969
2022-11-09,16.001
2022-11-10,16.822
2022-11-11,16.628
2022-11-12,16.628
2022-11-13,16.628
2022-11-14,16.778
2022-11-15,16.869
2022-11-16,16.791
2022-11-17,16.902
2022-11-18,17.478
2022-11-19,17.478
2022-11-20,17.478
2022-11-21,17.676
2022-11-22,17.948
2022-11-23,18.028
2022-11-24,18.028
2022-11-25,18.191
2022-11-26,18.191
2022-11-27,18.191
2022-11-28,17.824
2022-11-29,17.536
2022-11-30,17.907
2022-12-01,15.056
2022-12-02,15.462
2022-12-03,15.462
2022-12-04,15.462
2022-12-05,15.8
2022-12-06,16.623
2022-12-07,16.599
2022-12-08,16.789
2022-12-09,16.813
2022-12-10,16.813
2022-12-11,16.813
2022-12-12,17.491
2022-12-13,17.389
2022-12-14,17.511
2022-12-15,16.925
2022-12-16,16.499
2022-12-17,16.499
2022-12-18,16.499
2022-12-19,16.581
2022-12-20,16.659
2022-12-21,16.756
2022-12-22,16.632
2022-12-23,16.77
2022-12-24,16.77
2022-12-25,16.77
2022-12-26,16.77
2022-12-27,16.854
2022-12-28,16.767
2022-12-29,17.036
2022-12-30,16.81
2022-12-31,16.81
2023-01-01,16.81
2023-01-02,16.81
2023-01-03,16.938
2023-01-04,17.131
2023-01-05,16.972
2023-01-06,17.527
2023-01-07,17.527
2023-01-08,17.527
2023-01-09,17.509
2023-01-10,17.671
2023-01-11,17.944
2023-01-12,17.78
2023-01-13,17.875
2023-01-14,17.875
2023-01-15,17.875
2023-01-16,17.875
2023-01-17,17.522
2023-01-18,17.154
2023-01-19,17.045
2023-01-20,17.029
2023-01-21,17.029
2023-01-22,17.029
2023-01-23,17.379
2023-01-24,17.541
2023-01-25,18.162
2023-01-26,17.751
2023-01-27,17.873
2023-01-28,17.873
2023-01-29,17.873
2023-01-30,17.831
2023-01-31,18.275
2023-02-01,18.297
2023-02-02,18.617
2023-02-03,18.382
2023-02-04,18.382
2023-02-05,18.382
2023-02-06,18.588
2023-02-07,18.304
2023-02-08,17.871
2023-02-09,17.685
2023-02-10,18.082
2023-02-11,18.082
2023-02-12,18.082
2023-02-13,18.226
2023-02-14,17.922
2023-02-15,17.956
2023-02-16,18.042
2023-02-17,18.149
2023-02-18,18.149
2023-02-19,18.149
2023-02-20,18.149
2023-02-21,17.729
2023-02-22,17.745
2023-02-23,17.922
2023-02-24,17.875
2023-02-25,17.875
2023-02-26,17.875
2023-02-27,18.075
2023-02-28,17.916
2023-03-01,17.746
2023-03-02,17.639
2023-03-03,18.102
2023-03-04,18.102
2023-03-05,18.102
2023-03-06,17.849
2023-03-07,17.395
2023-03-08,17.355
2023-03-09,16.98
2023-03-10,16.615
2023-03-11,16.615
2023-03-12,16.615
2023-03-13,16.738
2023-03-14,17.042
2023-03-15,17.241
2023-03-16,17.563
2023-03-17,17.525
2023-03-18,17.525
2023-03-19,17.525
2023-03-20,17.775
2023-03-21,17.339
2023-03-22,16.901
2023-03-23,16.718
2023-03-24,17.214
2023-03-25,17.214
2023-03-26,17.214
2023-03-27,17.409
2023-03-28,17.505
2023-03-29,17.637
2023-03-30,17.655
2023-03-31,17.708
2023-04-01,17.708
2023-04-02,17.708
2023-04-03,17.538
2023-04-04,17.646
2023-04-05,18.222
2023-04-06,18.344
2023-04-07,18.344
2023-04-08,18.344
2023-04-09,18.344
2023-04-10,18.454
2023-04-11,18.393
2023-04-12,18.291
2023-04-13,18.143
2023-04-14,17.771
2023-04-15,17.771
2023-04-16,17.771
2023-04-17,17.998
2023-04-18,17.721
2023-04-19,18.055
2023-04-20,18.037
2023-04-21,18.064
2023-04-22,18.064
2023-04-23,18.064
2023-04-24,18.046
2023-04-25,17.919
2023-04-26,17.256
2023-04-27,17.502
2023-04-28,17.223
2023-04-29,17.223
2023-04-30,17.223
2023-05-01,17.311
2023-05-02,17.547
2023-05-03,17.87
2023-05-04,17.848
2023-05-05,18.092
2023-05-06,18.092
2023-05-07,18.092
2023-05-08,18.029
2023-05-09,18.13
2023-05-10,18.285
2023-05-11,18.178
2023-05-12,18.299
2023-05-13,18.299
2023-05-14,18.299
2023-05-15,18.054
2023-05-16,17.846
2023-05-17,18.049
2023-05-18,18.009
2023-05-19,18.14
2023-05-20,18.14
2023-05-21,18.14
2023-05-22,18.237
2023-05-23,18.442
2023-05-24,18.212
2023-05-25,17.993
2023-05-26,18.323
2023-05-27,18.323
2023-05-28,18.323
2023-05-29,18.323
2023-05-30,18.393
2023-05-31,18.284
2023-06-01,17.988
2023-06-02,18.384
2023-06-03,18.384
2023-06-04,18.384
2023-06-05,18.065
2023-06-06,18.356
2023-06-07,18.859
2023-06-08,18.622
2023-06-09,18.543
2023-06-10,18.543
2023-06-11,18.543
2023-06-12,18.162
2023-06-13,18.074
2023-06-14,17.79
2023-06-15,17.542
2023-06-16,17.648
2023-06-17,17.648
2023-06-18,17.648
2023-06-19,17.648
2023-06-20,17.677
2023-06-21,17.855
2023-06-22,17.53
