,ADP US Equity
,BEST_PE_RATIO
2020-01-01,16.404
2020-01-02,16.386
2020-01-03,16.352
2020-01-04,16.352
2020-01-05,16.352
2020-01-06,16.374
2020-01-07,16.524
2020-01-08,16.679
2020-01-09,16.826
2020-01-10,16.814
2020-01-11,16.814
2020-01-12,16.814
2020-01-13,16.939
2020-01-14,16.828
2020-01-15,16.983
2020-01-16,17.187
2020-01-17,17.383
2020-01-18,17.383
2020-01-19,17.383
2020-01-20,17.383
2020-01-21,17.317
2020-01-22,17.526
2020-01-23,17.477
2020-01-24,17.416
2020-01-25,17.416
2020-01-26,17.416
2020-01-27,17.271
2020-01-28,17.523
2020-01-29,16.81
2020-01-30,17.539
2020-01-31,17.176
2020-02-01,17.176
2020-02-02,17.176
2020-02-03,17.432
2020-02-04,17.63
2020-02-05,17.901
2020-02-06,18.065
2020-02-07,17.949
2020-02-08,17.949
2020-02-09,17.949
2020-02-10,17.975
2020-02-11,17.836
2020-02-12,17.842
2020-02-13,18.05
2020-02-14,18.165
2020-02-15,18.165
2020-02-16,18.165
2020-02-17,18.165
2020-02-18,18.032
2020-02-19,18.165
2020-02-20,18.116
2020-02-21,17.897
2020-02-22,17.897
2020-02-23,17.897
2020-02-24,17.492
2020-02-25,16.754
2020-02-26,16.669
2020-02-27,15.787
2020-02-28,15.508
2020-02-29,15.508
2020-03-01,15.508
2020-03-02,16.336
2020-03-03,15.558
2020-03-04,16.475
2020-03-05,16.102
2020-03-06,15.95
2020-03-07,15.95
2020-03-08,15.95
2020-03-09,15.125
2020-03-10,15.476
2020-03-11,14.833
2020-03-12,13.137
2020-03-13,14.571
2020-03-14,14.571
2020-03-15,14.571
2020-03-16,12.349
2020-03-17,13.047
2020-03-18,11.859
2020-03-19,11.835
2020-03-20,11.3
2020-03-21,11.3
2020-03-22,11.3
2020-03-23,10.998
2020-03-24,12.197
2020-03-25,12.362
2020-03-26,13.821
2020-03-27,13.248
2020-03-28,13.248
2020-03-29,13.248
2020-03-30,13.898
2020-03-31,13.783
2020-04-01,13.081
2020-04-02,13.265
2020-04-03,12.965
2020-04-04,12.965
2020-04-05,12.965
2020-04-06,14.082
2020-04-07,13.811
2020-04-08,13.969
2020-04-09,14.371
2020-04-10,14.371
2020-04-11,14.371
2020-04-12,14.371
2020-04-13,14.07
2020-04-14,14.508
2020-04-15,13.879
2020-04-16,13.807
2020-04-17,14.226
2020-04-18,14.226
2020-04-19,14.226
2020-04-20,14.099
2020-04-21,13.473
2020-04-22,13.986
2020-04-23,13.706
2020-04-24,14.04
2020-04-25,14.04
2020-04-26,14.04
2020-04-27,16.288
2020-04-28,16.378
2020-04-29,16.702
2020-04-30,17.646
2020-05-01,17.63
2020-05-02,17.63
2020-05-03,17.63
2020-05-04,18.139
2020-05-05,18.307
2020-05-06,18.149
2020-05-07,18.552
2020-05-08,18.33
2020-05-09,18.33
2020-05-10,18.33
2020-05-11,18.156
2020-05-12,17.794
2020-05-13,16.896
2020-05-14,16.943
2020-05-15,16.93
2020-05-16,16.93
2020-05-17,16.93
2020-05-18,17.125
2020-05-19,16.711
2020-05-20,16.921
2020-05-21,16.738
2020-05-22,16.933
2020-05-23,16.933
2020-05-24,16.933
2020-05-25,16.933
2020-05-26,17.441
2020-05-27,18.163
2020-05-28,18.179
2020-05-29,18.392
2020-05-30,18.392
2020-05-31,18.392
2020-06-01,18.274
2020-06-02,18.613
2020-06-03,19.043
2020-06-04,18.829
2020-06-05,20.104
2020-06-06,20.104
2020-06-07,20.104
2020-06-08,20.232
2020-06-09,19.798
2020-06-10,19.591
2020-06-11,18.058
2020-06-12,18.565
2020-06-13,18.565
2020-06-14,18.565
2020-06-15,18.601
2020-06-16,19.168
2020-06-17,19.029
2020-06-18,19.161
2020-06-19,18.816
2020-06-20,18.816
2020-06-21,18.816
2020-06-22,19.003
2020-06-23,19.008
2020-06-24,18.291
2020-06-25,18.621
2020-06-26,18.276
2020-06-27,18.276
2020-06-28,18.276
2020-06-29,18.486
2020-06-30,18.803
2020-07-01,18.83
2020-07-02,19.011
2020-07-03,19.011
2020-07-04,19.011
2020-07-05,19.011
2020-07-06,19.035
2020-07-07,18.564
2020-07-08,18.703
2020-07-09,18.404
2020-07-10,18.585
2020-07-11,18.585
2020-07-12,18.585
2020-07-13,18.372
2020-07-14,18.372
2020-07-15,18.766
2020-07-16,18.46
2020-07-17,18.64
2020-07-18,18.64
2020-07-19,18.64
2020-07-20,18.621
2020-07-21,18.577
2020-07-22,18.65
2020-07-23,18.56
2020-07-24,18.366
2020-07-25,18.366
2020-07-26,18.366
2020-07-27,18.402
2020-07-28,18.52
2020-07-29,17.52
2020-07-30,17.351
2020-07-31,17.353
2020-08-01,17.353
2020-08-02,17.353
2020-08-03,17.555
2020-08-04,17.853
2020-08-05,17.596
2020-08-06,17.824
2020-08-07,18.016
2020-08-08,18.016
2020-08-09,18.016
2020-08-10,18.04
2020-08-11,18.031
2020-08-12,18.224
2020-08-13,18.182
2020-08-14,18.143
2020-08-15,18.143
2020-08-16,18.143
2020-08-17,18.234
2020-08-18,18.272
2020-08-19,18.135
2020-08-20,18.168
2020-08-21,18.028
2020-08-22,18.028
2020-08-23,18.028
2020-08-24,18.365
2020-08-25,18.417
2020-08-26,18.228
2020-08-27,18.411
2020-08-28,18.454
2020-08-29,18.454
2020-08-30,18.454
2020-08-31,18.16
2020-09-01,18.087
2020-09-02,18.603
2020-09-03,18.167
2020-09-04,18.087
2020-09-05,18.087
2020-09-06,18.087
2020-09-07,18.087
2020-09-08,17.742
2020-09-09,17.921
2020-09-10,17.336
2020-09-11,17.539
2020-09-12,17.539
2020-09-13,17.539
2020-09-14,17.95
2020-09-15,18.003
2020-09-16,18.1
2020-09-17,18.121
2020-09-18,17.755
2020-09-19,17.755
2020-09-20,17.755
2020-09-21,17.222
2020-09-22,17.469
2020-09-23,16.918
2020-09-24,17.192
2020-09-25,17.683
2020-09-26,17.683
2020-09-27,17.683
2020-09-28,18.047
2020-09-29,18.077
2020-09-30,18.334
2020-10-01,18.099
2020-10-02,18.226
2020-10-03,18.226
2020-10-04,18.226
2020-10-05,18.527
2020-10-06,18.698
2020-10-07,18.891
2020-10-08,19.322
2020-10-09,19.695
2020-10-10,19.695
2020-10-11,19.695
2020-10-12,19.791
2020-10-13,19.674
2020-10-14,19.519
2020-10-15,19.372
2020-10-16,19.507
2020-10-17,19.507
2020-10-18,19.507
2020-10-19,19.065
2020-10-20,19.271
2020-10-21,19.301
2020-10-22,19.564
2020-10-23,19.61
2020-10-24,19.61
2020-10-25,19.61
2020-10-26,19.159
2020-10-27,19.193
2020-10-28,20.383
2020-10-29,19.55
2020-10-30,19.521
2020-10-31,19.521
2020-11-01,19.521
2020-11-02,19.954
2020-11-03,20.574
2020-11-04,20.34
2020-11-05,20.108
2020-11-06,20.544
2020-11-07,20.544
2020-11-08,20.544
2020-11-09,20.996
2020-11-10,21.142
2020-11-11,21.241
2020-11-12,20.939
2020-11-13,21.211
2020-11-14,21.211
2020-11-15,21.211
2020-11-16,21.881
2020-11-17,21.769
2020-11-18,21.4
2020-11-19,21.458
2020-11-20,21.166
2020-11-21,21.166
2020-11-22,21.166
2020-11-23,21.264
2020-11-24,21.661
2020-11-25,21.514
2020-11-26,21.514
2020-11-27,21.658
2020-11-28,21.658
2020-11-29,21.658
2020-11-30,21.489
2020-12-01,21.587
2020-12-02,21.205
2020-12-03,21.268
2020-12-04,21.601
2020-12-05,21.601
2020-12-06,21.601
2020-12-07,21.574
2020-12-08,21.569
2020-12-09,21.484
2020-12-10,21.371
2020-12-11,21.561
2020-12-12,21.561
2020-12-13,21.561
2020-12-14,21.514
2020-12-15,21.837
2020-12-16,21.817
2020-12-17,22.034
2020-12-18,22.271
2020-12-19,22.271
2020-12-20,22.271
2020-12-21,22.053
2020-12-22,21.91
2020-12-23,21.767
2020-12-24,21.938
2020-12-25,21.938
2020-12-26,21.938
2020-12-27,21.938
2020-12-28,21.944
2020-12-29,21.728
2020-12-30,21.596
2020-12-31,21.893
2021-01-01,21.893
2021-01-02,21.893
2021-01-03,21.893
2021-01-04,20.993
2021-01-05,20.935
2021-01-06,20.862
2021-01-07,20.98
2021-01-08,21.253
2021-01-09,21.253
2021-01-10,21.253
2021-01-11,20.937
2021-01-12,21.006
2021-01-13,20.459
2021-01-14,20.117
2021-01-15,20.019
2021-01-16,20.019
2021-01-17,20.019
2021-01-18,20.019
2021-01-19,20.126
2021-01-20,20.172
2021-01-21,20.008
2021-01-22,20.126
2021-01-23,20.126
2021-01-24,20.126
2021-01-25,20.337
2021-01-26,20.443
2021-01-27,20.584
2021-01-28,20.314
2021-01-29,20.116
2021-01-30,20.116
2021-01-31,20.116
2021-02-01,20.266
2021-02-02,20.513
2021-02-03,20.324
2021-02-04,20.778
2021-02-05,20.379
2021-02-06,20.379
2021-02-07,20.379
2021-02-08,20.457
2021-02-09,20.391
2021-02-10,20.337
2021-02-11,20.32
2021-02-12,20.348
2021-02-13,20.348
2021-02-14,20.348
2021-02-15,20.348
2021-02-16,20.242
2021-02-17,20.361
2021-02-18,21.027
2021-02-19,20.624
2021-02-20,20.624
2021-02-21,20.624
2021-02-22,20.81
2021-02-23,20.962
2021-02-24,21.517
2021-02-25,21.384
2021-02-26,21.2
2021-02-27,21.2
2021-02-28,21.2
2021-03-01,21.624
2021-03-02,21.312
2021-03-03,21.257
2021-03-04,20.833
2021-03-05,21.716
2021-03-06,21.716
2021-03-07,21.716
2021-03-08,21.98
2021-03-09,22.301
2021-03-10,22.181
2021-03-11,22.232
2021-03-12,22.38
2021-03-13,22.38
2021-03-14,22.38
2021-03-15,23.153
2021-03-16,23.055
2021-03-17,23.006
2021-03-18,22.783
2021-03-19,22.522
2021-03-20,22.522
2021-03-21,22.522
2021-03-22,22.579
2021-03-23,22.536
2021-03-24,22.686
2021-03-25,22.898
2021-03-26,23.595
2021-03-27,23.595
2021-03-28,23.595
2021-03-29,23.572
2021-03-30,23.007
2021-03-31,23.078
2021-04-01,23.192
2021-04-02,23.192
2021-04-03,23.192
2021-04-04,23.192
2021-04-05,23.641
2021-04-06,23.193
2021-04-07,22.752
2021-04-08,23.045
2021-04-09,23.197
2021-04-10,23.197
2021-04-11,23.197
2021-04-12,23.236
2021-04-13,23.501
2021-04-14,23.406
2021-04-15,23.497
2021-04-16,23.625
2021-04-17,23.625
2021-04-18,23.625
2021-04-19,23.602
2021-04-20,23.61
2021-04-21,23.793
2021-04-22,23.857
2021-04-23,23.983
2021-04-24,23.983
2021-04-25,23.983
2021-04-26,23.895
2021-04-27,23.987
2021-04-28,23.047
2021-04-29,23.004
2021-04-30,22.832
2021-05-01,22.832
2021-05-02,22.832
2021-05-03,23.377
2021-05-04,23.684
2021-05-05,23.646
2021-05-06,23.849
2021-05-07,23.796
2021-05-08,23.796
2021-05-09,23.796
2021-05-10,23.736
2021-05-11,23.745
2021-05-12,23.131
2021-05-13,23.507
2021-05-14,23.766
2021-05-15,23.766
2021-05-16,23.766
2021-05-17,23.757
2021-05-18,23.509
2021-05-19,23.302
2021-05-20,23.705
2021-05-21,23.844
2021-05-22,23.844
2021-05-23,23.844
2021-05-24,24.059
2021-05-25,23.834
2021-05-26,23.734
2021-05-27,24.083
2021-05-28,23.934
2021-05-29,23.934
2021-05-30,23.934
2021-05-31,23.934
2021-06-01,24.018
2021-06-02,24.23
2021-06-03,24.053
2021-06-04,24.142
2021-06-05,24.142
2021-06-06,24.142
2021-06-07,24.02
2021-06-08,24.283
2021-06-09,24.199
2021-06-10,24.543
2021-06-11,24.492
2021-06-12,24.492
2021-06-13,24.492
2021-06-14,24.433
2021-06-15,24.416
2021-06-16,24.195
2021-06-17,24.229
2021-06-18,23.664
2021-06-19,23.664
2021-06-20,23.664
2021-06-21,24.102
2021-06-22,24.141
2021-06-23,23.95
2021-06-24,24.054
2021-06-25,24.211
2021-06-26,24.211
2021-06-27,24.211
2021-06-28,24.122
2021-06-29,24.243
2021-06-30,24.366
2021-07-01,24.512
2021-07-02,24.717
2021-07-03,24.717
2021-07-04,24.717
2021-07-05,24.717
2021-07-06,24.671
2021-07-07,24.945
2021-07-08,24.763
2021-07-09,24.992
2021-07-10,24.992
2021-07-11,24.992
2021-07-12,24.995
2021-07-13,25.015
2021-07-14,25.087
2021-07-15,25.398
2021-07-16,25.222
2021-07-17,25.222
2021-07-18,25.222
2021-07-19,24.741
2021-07-20,24.92
2021-07-21,25.084
2021-07-22,24.939
2021-07-23,25.281
2021-07-24,25.281
2021-07-25,25.281
2021-07-26,25.304
2021-07-27,25.503
2021-07-28,24.974
2021-07-29,24.898
2021-07-30,24.993
2021-07-31,24.993
2021-08-01,24.993
2021-08-02,24.972
2021-08-03,25.448
2021-08-04,25.276
2021-08-05,25.43
2021-08-06,25.395
2021-08-07,25.395
2021-08-08,25.395
2021-08-09,25.479
2021-08-10,25.839
2021-08-11,25.783
2021-08-12,25.622
2021-08-13,25.654
2021-08-14,25.654
2021-08-15,25.654
2021-08-16,25.82
2021-08-17,25.61
2021-08-18,24.855
2021-08-19,25.171
2021-08-20,25.226
2021-08-21,25.226
2021-08-22,25.226
2021-08-23,25.244
2021-08-24,24.822
2021-08-25,24.822
2021-08-26,24.689
2021-08-27,24.914
2021-08-28,24.914
2021-08-29,24.914
2021-08-30,24.927
