,PSX US Equity
,BEST_PE_RATIO
2020-05-11,7.19
2020-05-12,6.895
2020-05-13,6.661
2020-05-14,6.728
2020-05-15,6.736
2020-05-16,6.736
2020-05-17,6.736
2020-05-18,7.244
2020-05-19,7.143
2020-05-20,7.431
2020-05-21,7.321
2020-05-22,7.261
2020-05-23,7.261
2020-05-24,7.261
2020-05-25,7.261
2020-05-26,7.499
2020-05-27,7.761
2020-05-28,7.46
2020-05-29,7.432
2020-05-30,7.432
2020-05-31,7.432
2020-06-01,7.486
2020-06-02,7.746
2020-06-03,7.951
2020-06-04,7.894
2020-06-05,8.3
2020-06-06,8.3
2020-06-07,8.3
2020-06-08,8.521
2020-06-09,8.136
2020-06-10,8.008
2020-06-11,7.122
2020-06-12,7.337
2020-06-13,7.337
2020-06-14,7.337
2020-06-15,7.179
2020-06-16,7.316
2020-06-17,6.921
2020-06-18,7.24
2020-06-19,7.094
2020-06-20,7.094
2020-06-21,7.094
2020-06-22,7.065
2020-06-23,7.094
2020-06-24,6.647
2020-06-25,6.654
2020-06-26,6.464
2020-06-27,6.464
2020-06-28,6.464
2020-06-29,6.52
2020-06-30,6.828
2020-07-01,6.563
2020-07-02,6.498
2020-07-03,6.498
2020-07-04,6.498
2020-07-05,6.498
2020-07-06,6.466
2020-07-07,6.136
2020-07-08,6.076
2020-07-09,5.601
2020-07-10,5.799
2020-07-11,5.799
2020-07-12,5.799
2020-07-13,7.349
2020-07-14,7.555
2020-07-15,7.981
2020-07-16,7.909
2020-07-17,7.784
2020-07-18,7.784
2020-07-19,7.784
2020-07-20,7.6
2020-07-21,8.098
2020-07-22,7.956
2020-07-23,7.947
2020-07-24,7.933
2020-07-25,7.933
2020-07-26,7.933
2020-07-27,7.875
2020-07-28,7.752
2020-07-29,7.996
2020-07-30,7.692
2020-07-31,7.562
2020-08-01,7.562
2020-08-02,7.562
2020-08-03,6.972
2020-08-04,7.055
2020-08-05,7.068
2020-08-06,6.955
2020-08-07,7.171
2020-08-08,7.171
2020-08-09,7.171
2020-08-10,7.4
2020-08-11,7.313
2020-08-12,7.347
2020-08-13,6.78
2020-08-14,6.891
2020-08-15,6.891
2020-08-16,6.891
2020-08-17,6.847
