,HES US Equity
2023-06-24,15.149
2023-06-25,15.149
2023-06-26,15.56
2023-06-27,15.316
2023-06-28,15.356
2023-06-29,15.392
2023-06-30,15.632
2023-07-01,15.632
2023-07-02,15.632
2023-07-03,15.843
2023-07-04,15.843
2023-07-05,15.66
2023-07-06,15.389
2023-07-07,15.963
2023-07-08,15.963
2023-07-09,15.963
2023-07-10,16.09
2023-07-11,16.491
2023-07-12,17.036
2023-07-13,16.902
2023-07-14,16.336
2023-07-15,16.336
2023-07-16,16.336
2023-07-17,16.321
2023-07-18,16.842
2023-07-19,17.254
2023-07-20,17.65
2023-07-21,17.987
2023-07-22,17.987
2023-07-23,17.987
2023-07-24,18.199
2023-07-25,18.409
2023-07-26,18.493
2023-07-27,18.324
2023-07-28,18.385
2023-07-29,18.385
2023-07-30,18.385
2023-07-31,18.615
2023-08-01,18.965
2023-08-02,18.697
2023-08-03,19.008
2023-08-04,19.133
2023-08-05,19.133
2023-08-06,19.133
2023-08-07,19.116
2023-08-08,19.069
2023-08-09,19.314
2023-08-10,19.335
2023-08-11,19.473
2023-08-12,19.473
2023-08-13,19.473
2023-08-14,19.333
2023-08-15,18.964
2023-08-16,18.62
2023-08-17,18.806
2023-08-18,19.021
2023-08-19,19.021
2023-08-20,19.021
2023-08-21,18.795
2023-08-22,18.495
2023-08-23,18.462
2023-08-24,18.38
2023-08-25,18.61
2023-08-26,18.61
2023-08-27,18.61
2023-08-28,18.735
2023-08-29,18.893
2023-08-30,18.895
2023-08-31,18.871
2023-09-01,19.102
2023-09-02,19.102
2023-09-03,19.102
2023-09-04,19.102
2023-09-05,19.183
2023-09-06,19.18
2023-09-07,19.244
2023-09-08,19.51
2023-09-09,19.51
2023-09-10,19.51
2023-09-11,19.023
2023-09-12,19.097
2023-09-13,19.003
2023-09-14,19.527
2023-09-15,18.949
2023-09-16,18.949
2023-09-17,18.949
2023-09-18,19.036
2023-09-19,18.619
2023-09-20,18.296
2023-09-21,17.669
2023-09-22,17.575
2023-09-23,17.575
2023-09-24,17.575
2023-09-25,17.788
2023-09-26,17.799
2023-09-27,17.954
2023-09-28,17.795
2023-09-29,17.374
2023-09-30,17.374
2023-10-01,17.374
2023-10-02,16.916
2023-10-03,16.959
2023-10-04,16.091
2023-10-05,15.916
2023-10-06,16.251
2023-10-07,16.251
2023-10-08,16.251
2023-10-09,17.334
2023-10-10,17.327
2023-10-11,17.477
2023-10-12,17.51
2023-10-13,18.029
2023-10-14,18.029
2023-10-15,18.029
2023-10-16,18.067
2023-10-17,18.201
2023-10-18,18.282
2023-10-19,18.17
2023-10-20,17.835
2023-10-21,17.835
2023-10-22,17.835
2023-10-23,17.67
2023-10-24,16.876
2023-10-25,16.616
2023-10-26,16.485
2023-10-27,15.42
2023-10-28,15.42
2023-10-29,15.42
2023-10-30,15.691
2023-10-31,15.607
2023-11-01,15.375
2023-11-02,16.049
2023-11-03,15.886
2023-11-04,15.886
2023-11-05,15.886
2023-11-06,15.83
2023-11-07,15.434
2023-11-08,15.245
2023-11-09,15.172
2023-11-10,15.458
2023-11-11,15.458
2023-11-12,15.458
2023-11-13,15.426
2023-11-14,15.543
2023-11-15,15.588
2023-11-16,15.295
2023-11-17,15.618
2023-11-18,15.618
2023-11-19,15.618
2023-11-20,15.586
2023-11-21,15.567
2023-11-22,15.686
2023-11-23,15.686
2023-11-24,15.795
2023-11-25,15.795
2023-11-26,15.795
2023-11-27,16.475
2023-11-28,16.6
2023-11-29,15.911
2023-11-30,16.025
2023-12-01,16.083
2023-12-02,16.083
2023-12-03,16.083
2023-12-04,16.154
2023-12-05,15.882
2023-12-06,15.639
2023-12-07,15.654
2023-12-08,15.691
2023-12-09,15.691
2023-12-10,15.691
2023-12-11,15.966
2023-12-12,15.815
2023-12-13,16.041
2023-12-14,16.661
2023-12-15,16.916
2023-12-16,16.916
2023-12-17,16.916
2023-12-18,16.953
2023-12-19,16.745
2023-12-20,16.848
2023-12-21,17.217
2023-12-22,17.265
2023-12-23,17.265
2023-12-24,17.265
2023-12-25,17.265
2023-12-26,17.509
2023-12-27,17.503
2023-12-28,17.051
2023-12-29,16.983
2023-12-30,16.983
2023-12-31,16.983
2024-01-01,16.983
2024-01-02,17.056
2024-01-03,17.415
2024-01-04,17.172
2024-01-05,17.42
2024-01-06,17.42
2024-01-07,17.42
2024-01-08,17.982
2024-01-09,17.462
2024-01-10,17.36
2024-01-11,17.469
2024-01-12,17.866
2024-01-13,17.866
2024-01-14,17.866
2024-01-15,17.866
2024-01-16,17.683
2024-01-17,17.661
2024-01-18,17.523
2024-01-19,17.55
2024-01-20,17.55
2024-01-21,17.55
2024-01-22,17.765
2024-01-23,17.753
2024-01-24,18.129
2024-01-25,18.615
2024-01-26,18.83
2024-01-27,18.83
2024-01-28,18.83
2024-01-29,18.659
2024-01-30,18.643
2024-01-31,18.283
2024-02-01,18.347
2024-02-02,18.925
2024-02-03,18.925
2024-02-04,18.925
2024-02-05,18.885
2024-02-06,19.004
2024-02-07,18.893
2024-02-08,19.032
2024-02-09,18.486
2024-02-10,18.486
2024-02-11,18.486
2024-02-12,18.744
2024-02-13,18.767
2024-02-14,18.733
2024-02-15,19.421
2024-02-16,19.479
2024-02-17,19.479
2024-02-18,19.479
2024-02-19,19.479
2024-02-20,19.249
2024-02-21,19.488
2024-02-22,19.637
2024-02-23,19.568
2024-02-24,19.568
2024-02-25,19.568
2024-02-26,19.679
2024-02-27,19.071
2024-02-28,19.081
2024-02-29,19.127
2024-03-01,21.742
2024-03-02,21.742
2024-03-03,21.742
2024-03-04,21.364
2024-03-05,21.474
2024-03-06,20.984
2024-03-07,21.176
2024-03-08,20.061
2024-03-09,20.061
2024-03-10,20.061
2024-03-11,20.563
2024-03-12,20.517
2024-03-13,20.865
2024-03-14,21.102
2024-03-15,21.017
2024-03-16,21.017
2024-03-17,21.017
2024-03-18,20.618
2024-03-19,20.895
2024-03-20,20.529
2024-03-21,20.531
2024-03-22,20.571
2024-03-23,20.571
2024-03-24,20.571
2024-03-25,20.811
2024-03-26,20.566
2024-03-27,20.528
2024-03-28,20.368
2024-03-29,20.368
2024-03-30,20.368
2024-03-31,20.368
2024-04-01,20.654
2024-04-02,20.751
2024-04-03,20.344
2024-04-04,20.341
2024-04-05,20.515
2024-04-06,20.515
2024-04-07,20.515
2024-04-08,20.296
