,SYY US Equity
2023-06-23,15.745
2023-06-24,15.745
2023-06-25,15.745
2023-06-26,15.727
2023-06-27,15.95
2023-06-28,15.84
2023-06-29,15.896
2023-06-30,16.129
2023-07-01,16.129
2023-07-02,16.129
2023-07-03,16.368
2023-07-04,16.368
2023-07-05,16.146
2023-07-06,16.234
2023-07-07,16.266
2023-07-08,16.266
2023-07-09,16.266
2023-07-10,16.209
2023-07-11,16.192
2023-07-12,16.157
2023-07-13,16.039
2023-07-14,15.997
2023-07-15,15.997
2023-07-16,15.997
2023-07-17,16.061
2023-07-18,15.858
2023-07-19,16.223
2023-07-20,16.488
2023-07-21,16.453
2023-07-22,16.453
2023-07-23,16.453
2023-07-24,16.587
2023-07-25,16.523
2023-07-26,16.508
2023-07-27,16.519
2023-07-28,16.641
2023-07-29,16.641
2023-07-30,16.641
2023-07-31,16.696
2023-08-01,16.84
2023-08-02,17.022
2023-08-03,16.79
2023-08-04,16.693
2023-08-05,16.693
2023-08-06,16.693
2023-08-07,16.779
2023-08-08,16.539
2023-08-09,16.653
2023-08-10,16.322
2023-08-11,16.298
2023-08-12,16.298
2023-08-13,16.298
2023-08-14,16.069
2023-08-15,16.128
2023-08-16,16.325
2023-08-17,16.184
2023-08-18,16.235
2023-08-19,16.235
2023-08-20,16.235
2023-08-21,16.144
2023-08-22,15.947
2023-08-23,15.974
2023-08-24,15.879
2023-08-25,15.847
2023-08-26,15.847
2023-08-27,15.847
2023-08-28,15.965
2023-08-29,16.014
2023-08-30,15.926
2023-08-31,15.826
2023-09-01,15.971
2023-09-02,15.971
2023-09-03,15.971
2023-09-04,15.971
2023-09-05,15.601
2023-09-06,15.553
2023-09-07,15.714
2023-09-08,15.894
2023-09-09,15.894
2023-09-10,15.894
2023-09-11,15.944
2023-09-12,15.894
2023-09-13,15.885
2023-09-14,16.148
2023-09-15,16.137
2023-09-16,16.137
2023-09-17,16.137
2023-09-18,16.091
2023-09-19,16.021
2023-09-20,16.039
2023-09-21,15.8
2023-09-22,15.597
2023-09-23,15.597
2023-09-24,15.597
2023-09-25,15.634
2023-09-26,15.052
2023-09-27,14.82
2023-09-28,15.118
2023-09-29,15.011
2023-09-30,15.011
2023-10-01,15.011
2023-10-02,14.813
2023-10-03,14.609
2023-10-04,14.772
2023-10-05,14.578
2023-10-06,14.417
2023-10-07,14.417
2023-10-08,14.417
2023-10-09,14.527
2023-10-10,14.72
2023-10-11,14.673
2023-10-12,14.355
2023-10-13,14.485
2023-10-14,14.485
2023-10-15,14.485
2023-10-16,14.753
2023-10-17,14.858
2023-10-18,14.928
2023-10-19,15.038
2023-10-20,14.985
2023-10-21,14.985
2023-10-22,14.985
2023-10-23,14.887
2023-10-24,14.96
2023-10-25,15.056
2023-10-26,14.995
2023-10-27,14.774
2023-10-28,14.774
2023-10-29,14.774
2023-10-30,15.014
2023-10-31,15.196
2023-11-01,14.994
2023-11-02,15.008
2023-11-03,15.321
2023-11-04,15.321
2023-11-05,15.321
2023-11-06,15.261
2023-11-07,15.43
2023-11-08,15.309
2023-11-09,15.232
2023-11-10,15.38
2023-11-11,15.38
2023-11-12,15.38
2023-11-13,15.355
2023-11-14,15.752
2023-11-15,16.102
2023-11-16,16.141
2023-11-17,16.225
2023-11-18,16.225
2023-11-19,16.225
2023-11-20,16.308
2023-11-21,16.315
2023-11-22,16.482
2023-11-23,16.482
2023-11-24,16.509
2023-11-25,16.509
2023-11-26,16.509
2023-11-27,16.452
2023-11-28,16.436
2023-11-29,16.409
2023-11-30,16.514
2023-12-01,16.658
2023-12-02,16.658
2023-12-03,16.658
2023-12-04,16.704
2023-12-05,16.752
2023-12-06,16.715
2023-12-07,16.974
2023-12-08,16.894
2023-12-09,16.894
2023-12-10,16.894
2023-12-11,16.916
2023-12-12,16.843
2023-12-13,17.239
2023-12-14,16.978
2023-12-15,16.827
2023-12-16,16.827
2023-12-17,16.827
2023-12-18,16.672
2023-12-19,16.768
2023-12-20,16.757
2023-12-21,16.821
2023-12-22,16.821
2023-12-23,16.821
2023-12-24,16.821
2023-12-25,16.821
2023-12-26,16.775
2023-12-27,16.707
2023-12-28,16.709
2023-12-29,16.73
2023-12-30,16.73
2023-12-31,16.73
2024-01-01,16.73
2024-01-02,17.025
2024-01-03,17.153
2024-01-04,17.3
2024-01-05,17.422
2024-01-06,17.422
2024-01-07,17.422
2024-01-08,17.413
2024-01-09,17.406
2024-01-10,17.279
2024-01-11,17.376
2024-01-12,17.445
2024-01-13,17.445
2024-01-14,17.445
2024-01-15,17.445
2024-01-16,17.249
2024-01-17,17.197
2024-01-18,17.319
2024-01-19,17.321
2024-01-20,17.321
2024-01-21,17.321
2024-01-22,17.413
2024-01-23,17.388
2024-01-24,17.266
2024-01-25,17.331
2024-01-26,17.311
2024-01-27,17.311
2024-01-28,17.311
2024-01-29,17.312
2024-01-30,18.583
2024-01-31,18.625
2024-02-01,18.998
2024-02-02,18.765
2024-02-03,18.765
2024-02-04,18.765
2024-02-05,18.617
2024-02-06,18.518
2024-02-07,18.348
2024-02-08,18.267
2024-02-09,18.32
2024-02-10,18.32
2024-02-11,18.32
2024-02-12,18.433
2024-02-13,18.226
2024-02-14,18.194
2024-02-15,18.281
2024-02-16,18.309
2024-02-17,18.309
2024-02-18,18.309
2024-02-19,18.309
2024-02-20,18.21
2024-02-21,18.338
2024-02-22,18.512
2024-02-23,18.6
2024-02-24,18.6
2024-02-25,18.6
2024-02-26,18.605
2024-02-27,18.674
2024-02-28,18.565
2024-02-29,18.634
2024-03-01,18.402
2024-03-02,18.402
2024-03-03,18.402
2024-03-04,18.298
2024-03-05,18.315
2024-03-06,18.22
2024-03-07,18.381
2024-03-08,18.54
2024-03-09,18.54
2024-03-10,18.54
2024-03-11,18.416
2024-03-12,18.441
2024-03-13,18.531
2024-03-14,18.418
2024-03-15,18.623
2024-03-16,18.623
2024-03-17,18.623
2024-03-18,18.563
2024-03-19,18.717
2024-03-20,18.68
2024-03-21,18.789
2024-03-22,18.777
2024-03-23,18.777
2024-03-24,18.777
2024-03-25,18.614
2024-03-26,18.618
2024-03-27,18.858
2024-03-28,18.683
2024-03-29,18.683
2024-03-30,18.683
2024-03-31,18.683
2024-04-01,18.542
2024-04-02,18.51
2024-04-03,18.4
2024-04-04,17.728
2024-04-05,17.756
2024-04-06,17.756
2024-04-07,17.756
2024-04-08,17.772
