,CIR US Equity
2023-06-23,23.159
2023-06-24,23.159
2023-06-25,23.159
2023-06-26,23.15
2023-06-27,24.874
2023-06-28,25.932
2023-06-29,25.99
2023-06-30,27.271
2023-07-01,27.271
2023-07-02,27.271
2023-07-03,27.101
2023-07-04,27.101
2023-07-05,27.135
2023-07-06,27.116
2023-07-07,27.116
2023-07-08,27.116
2023-07-09,27.116
2023-07-10,27.053
2023-07-11,27.082
2023-07-12,27.101
2023-07-13,27.101
2023-07-14,26.938
2023-07-15,26.938
2023-07-16,26.938
2023-07-17,26.928
2023-07-18,26.923
2023-07-19,26.909
2023-07-20,26.885
2023-07-21,26.885
2023-07-22,26.885
2023-07-23,26.885
2023-07-24,26.851
2023-07-25,26.793
2023-07-26,26.827
2023-07-27,26.731
2023-07-28,26.731
2023-07-29,26.731
2023-07-30,26.731
2023-07-31,26.779
2023-08-01,26.923
2023-08-02,26.894
2023-08-03,26.827
2023-08-04,26.731
2023-08-05,26.731
2023-08-06,26.731
2023-08-07,26.808
2023-08-08,26.851
2023-08-09,26.832
2023-08-10,25.315
2023-08-11,25.274
2023-08-12,25.274
2023-08-13,25.274
2023-08-14,25.288
2023-08-15,25.252
2023-08-16,25.22
2023-08-17,25.247
2023-08-18,25.229
2023-08-19,25.229
2023-08-20,25.229
2023-08-21,25.27
2023-08-22,25.22
2023-08-23,25.224
2023-08-24,25.22
2023-08-25,25.206
2023-08-26,25.206
2023-08-27,25.206
2023-08-28,25.202
2023-08-29,25.17
2023-08-30,25.215
2023-08-31,25.256
2023-09-01,25.206
2023-09-02,25.206
2023-09-03,25.206
2023-09-04,25.206
2023-09-05,25.22
2023-09-06,25.206
2023-09-07,25.206
2023-09-08,25.229
2023-09-09,25.229
2023-09-10,25.229
2023-09-11,25.206
2023-09-12,25.206
2023-09-13,25.265
2023-09-14,25.283
2023-09-15,25.297
2023-09-16,25.297
2023-09-17,25.297
2023-09-18,23.116
2023-09-19,23.116
2023-09-20,23.129
2023-09-21,23.112
2023-09-22,23.129
2023-09-23,23.129
2023-09-24,23.129
2023-09-25,23.124
2023-09-26,23.112
2023-09-27,23.137
2023-09-28,23.141
2023-09-29,23.133
2023-09-30,23.133
2023-10-01,23.133
2023-10-02,23.133
2023-10-03,23.12
2023-10-04,23.066
2023-10-05,22.979
2023-10-06,22.643
2023-10-07,22.643
2023-10-08,22.643
2023-10-09,22.685
2023-10-10,22.722
2023-10-11,22.776
2023-10-12,22.826
2023-10-13,21.934
2023-10-14,21.934
2023-10-15,21.934
2023-10-16,22.095
2023-10-17,23.237
2023-10-18,23.237
2023-10-19,23.237
2023-10-20,23.237
2023-10-21,23.237
2023-10-22,23.237
2023-10-23,23.237
2023-10-24,23.237
2023-10-25,23.237
2023-10-26,23.237
2023-10-27,23.237
2023-10-28,23.237
2023-10-29,23.237
2023-10-30,23.237
2023-10-31,23.237
2023-11-01,23.237
2023-11-02,23.237
2023-11-03,23.237
2023-11-04,23.237
2023-11-05,23.237
2023-11-06,23.237
2023-11-07,23.237
2023-11-08,23.237
2023-11-09,23.237
2023-11-10,23.237
2023-11-11,23.237
2023-11-12,23.237
2023-11-13,23.237
2023-11-14,23.237
2023-11-15,23.237
2023-11-16,23.237
2023-11-17,23.237
2023-11-18,23.237
2023-11-19,23.237
2023-11-20,23.237
2023-11-21,23.237
2023-11-22,23.237
2023-11-23,23.237
2023-11-24,23.237
2023-11-25,23.237
2023-11-26,23.237
2023-11-27,23.237
2023-11-28,23.237
2023-11-29,23.237
2023-11-30,23.237
2023-12-01,23.237
2023-12-02,23.237
2023-12-03,23.237
2023-12-04,23.237
2023-12-05,23.237
2023-12-06,23.237
2023-12-07,23.237
2023-12-08,23.237
2023-12-09,23.237
2023-12-10,23.237
2023-12-11,23.237
2023-12-12,23.237
2023-12-13,23.237
2023-12-14,23.237
2023-12-15,23.237
2023-12-16,23.237
2023-12-17,23.237
2023-12-18,23.237
2023-12-19,23.237
2023-12-20,23.237
2023-12-21,23.237
2023-12-22,23.237
2023-12-23,23.237
2023-12-24,23.237
2023-12-25,23.237
2023-12-26,23.237
2023-12-27,23.237
2023-12-28,23.237
2023-12-29,23.237
2023-12-30,23.237
2023-12-31,23.237
2024-01-01,23.237
2024-01-02,23.237
2024-01-03,23.237
2024-01-04,23.237
2024-01-05,23.237
2024-01-06,23.237
2024-01-07,23.237
2024-01-08,23.237
2024-01-09,23.237
2024-01-10,23.237
2024-01-11,23.237
2024-01-12,23.237
2024-01-13,23.237
2024-01-14,23.237
2024-01-15,23.237
2024-01-16,23.237
2024-01-17,23.237
2024-01-18,23.237
2024-01-19,23.237
2024-01-20,23.237
2024-01-21,23.237
2024-01-22,23.237
2024-01-23,23.237
2024-01-24,23.237
2024-01-25,23.237
2024-01-26,23.237
2024-01-27,23.237
2024-01-28,23.237
2024-01-29,23.237
2024-01-30,23.237
2024-01-31,23.237
2024-02-01,23.237
2024-02-02,23.237
2024-02-03,23.237
2024-02-04,23.237
2024-02-05,23.237
2024-02-06,23.237
2024-02-07,23.237
2024-02-08,23.237
2024-02-09,23.237
2024-02-10,23.237
2024-02-11,23.237
2024-02-12,23.237
2024-02-13,23.237
2024-02-14,23.237
2024-02-15,23.237
2024-02-16,23.237
2024-02-17,23.237
2024-02-18,23.237
2024-02-19,23.237
2024-02-20,23.237
2024-02-21,23.237
2024-02-22,23.237
2024-02-23,23.237
2024-02-24,23.237
2024-02-25,23.237
2024-02-26,23.237
2024-02-27,23.237
2024-02-28,23.237
2024-02-29,23.237
2024-03-01,23.237
2024-03-02,23.237
2024-03-03,23.237
2024-03-04,23.237
2024-03-05,23.237
2024-03-06,23.237
2024-03-07,23.237
2024-03-08,23.237
2024-03-09,23.237
2024-03-10,23.237
2024-03-11,23.237
2024-03-12,23.237
2024-03-13,23.237
2024-03-14,23.237
2024-03-15,23.237
2024-03-16,23.237
2024-03-17,23.237
2024-03-18,23.237
2024-03-19,23.237
2024-03-20,23.237
2024-03-21,23.237
2024-03-22,23.237
2024-03-23,23.237
2024-03-24,23.237
2024-03-25,23.237
2024-03-26,23.237
2024-03-27,23.237
2024-03-28,23.237
2024-03-29,23.237
2024-03-30,23.237
2024-03-31,23.237
2024-04-01,23.237
2024-04-02,23.237
2024-04-03,23.237
2024-04-04,23.237
2024-04-05,23.237
2024-04-06,23.237
2024-04-07,23.237
2024-04-08,23.237
