,ECOL US Equity
2020-09-18,18.437
2020-09-19,18.437
2020-09-20,18.437
2020-09-21,17.213
2020-09-22,17.251
2020-09-23,17.038
2020-09-24,16.929
2020-09-25,17.23
2020-09-26,17.23
2020-09-27,17.23
2020-09-28,17.623
2020-09-29,17.628
2020-09-30,17.852
2020-10-01,17.798
2020-10-02,18.268
2020-10-03,18.268
2020-10-04,18.268
2020-10-05,18.475
2020-10-06,18.333
2020-10-07,18.59
2020-10-08,18.842
2020-10-09,18.574
2020-10-10,18.574
2020-10-11,18.574
2020-10-12,19.164
2020-10-13,18.847
2020-10-14,18.82
2020-10-15,18.858
2020-10-16,18.404
2020-10-17,18.404
2020-10-18,18.404
2020-10-19,18.213
2020-10-20,18.459
2020-10-21,18.59
2020-10-22,18.639
2020-10-23,18.913
2020-10-24,18.913
2020-10-25,18.913
2020-10-26,17.792
2020-10-27,16.891
2020-10-28,16.59
2020-10-29,16.497
2020-10-30,16.678
2020-10-31,16.678
2020-11-01,16.678
2020-11-02,17.552
2020-11-03,18.257
2020-11-04,18.033
2020-11-05,18.754
2020-11-06,23.594
2020-11-07,23.594
2020-11-08,23.594
2020-11-09,25.431
2020-11-10,26.642
2020-11-11,26.796
2020-11-12,25.314
2020-11-13,26.19
2020-11-14,26.19
2020-11-15,26.19
2020-11-16,26.285
2020-11-17,25.73
2020-11-18,25.423
2020-11-19,25.547
2020-11-20,28.122
2020-11-21,28.122
2020-11-22,28.122
2020-11-23,28.764
2020-11-24,29.553
2020-11-25,29.715
2020-11-26,29.715
2020-11-27,29.341
2020-11-28,29.341
2020-11-29,29.341
2020-11-30,27.553
2020-12-01,27.846
2020-12-02,27.569
2020-12-03,28.016
2020-12-04,28.593
2020-12-05,28.593
2020-12-06,28.593
2020-12-07,28.276
2020-12-08,28.374
2020-12-09,28.902
2020-12-10,29.415
2020-12-11,29.431
2020-12-12,29.431
2020-12-13,29.431
2020-12-14,29.78
2020-12-15,29.675
2020-12-16,28.976
2020-12-17,28.813
2020-12-18,29.61
2020-12-19,29.61
2020-12-20,29.61
2020-12-21,29.211
2020-12-22,30.424
2020-12-23,30.636
2020-12-24,30.61
2020-12-25,30.61
2020-12-26,30.61
2020-12-27,30.61
2020-12-28,31.178
2020-12-29,30.771
2020-12-30,30.797
2020-12-31,30.788
2021-01-01,30.788
2021-01-02,30.788
2021-01-03,30.788
2021-01-04,29.915
2021-01-05,29.602
2021-01-06,31.712
2021-01-07,31.932
2021-01-08,32.669
2021-01-09,32.669
2021-01-10,32.669
2021-01-11,32.525
2021-01-12,32.898
2021-01-13,31.822
2021-01-14,32.186
2021-01-15,30.89
2021-01-16,30.89
2021-01-17,30.89
2021-01-18,30.89
2021-01-19,30.703
2021-01-20,30.449
2021-01-21,30.636
2021-01-22,31.059
2021-01-23,31.059
2021-01-24,31.059
2021-01-25,31.042
2021-01-26,30.169
2021-01-27,30.356
2021-01-28,29.331
2021-01-29,27.966
2021-01-30,27.966
2021-01-31,27.966
2021-02-01,28.771
2021-02-02,29.39
2021-02-03,29.983
2021-02-04,30.093
2021-02-05,30.703
2021-02-06,30.703
2021-02-07,30.703
2021-02-08,31.966
2021-02-09,32.169
2021-02-10,31.907
2021-02-11,31.839
2021-02-12,31.78
2021-02-13,31.78
2021-02-14,31.78
2021-02-15,31.78
2021-02-16,31.831
2021-02-17,32.483
2021-02-18,31.992
2021-02-19,31.822
2021-02-20,31.822
2021-02-21,31.822
2021-02-22,33.169
2021-02-23,33.542
2021-02-24,34.712
2021-02-25,33.305
2021-02-26,32.381
2021-02-27,32.381
2021-02-28,32.381
2021-03-01,35.409
2021-03-02,35.145
2021-03-03,35.764
2021-03-04,35.409
2021-03-05,37.218
2021-03-06,37.218
2021-03-07,37.218
2021-03-08,38.564
2021-03-09,38.209
2021-03-10,39.109
2021-03-11,39.627
2021-03-12,40.864
2021-03-13,40.864
2021-03-14,40.864
2021-03-15,41.036
2021-03-16,40.4
2021-03-17,40.218
2021-03-18,39.773
2021-03-19,39.855
2021-03-20,39.855
2021-03-21,39.855
2021-03-22,34.213
2021-03-23,31.86
2021-03-24,32.13
2021-03-25,32.822
2021-03-26,33.752
2021-03-27,33.752
2021-03-28,33.752
2021-03-29,33.203
2021-03-30,33.49
2021-03-31,33.1
2021-04-01,33.863
2021-04-02,33.863
2021-04-03,33.863
2021-04-04,33.863
2021-04-05,34.11
2021-04-06,33.625
2021-04-07,32.703
2021-04-08,33.132
2021-04-09,33.557
2021-04-10,33.557
2021-04-11,33.557
2021-04-12,33.134
2021-04-13,32.899
2021-04-14,33.354
2021-04-15,33.174
2021-04-16,33.284
2021-04-17,33.284
2021-04-18,33.284
2021-04-19,33.496
2021-04-20,32.6
2021-04-21,33.016
2021-04-22,32.891
2021-04-23,33.511
2021-04-24,33.511
2021-04-25,33.511
2021-04-26,33.496
2021-04-27,33.378
2021-04-28,33.786
2021-04-29,34.148
2021-04-30,33.354
2021-05-01,33.354
2021-05-02,33.354
2021-05-03,37.462
2021-05-04,34.194
2021-05-05,34.813
2021-05-06,35.033
2021-05-07,35.22
2021-05-08,35.22
2021-05-09,35.22
2021-05-10,34.275
2021-05-11,33.168
2021-05-12,32.907
2021-05-13,34.202
2021-05-14,34.324
2021-05-15,34.324
2021-05-16,34.324
2021-05-17,34.357
2021-05-18,33.624
2021-05-19,32.72
2021-05-20,32.712
2021-05-21,33.078
2021-05-22,33.078
2021-05-23,33.078
2021-05-24,32.769
2021-05-25,31.735
2021-05-26,31.832
2021-05-27,32.117
2021-05-28,32.272
2021-05-29,32.272
2021-05-30,32.272
2021-05-31,32.272
2021-06-01,32.744
2021-06-02,31.531
2021-06-03,31.425
2021-06-04,31.311
2021-06-05,31.311
2021-06-06,31.311
2021-06-07,32.167
2021-06-08,31.937
2021-06-09,32.116
2021-06-10,31.504
2021-06-11,31.631
2021-06-12,31.631
2021-06-13,31.631
2021-06-14,31.92
2021-06-15,30.684
2021-06-16,30.66
2021-06-17,30.48
2021-06-18,29.845
2021-06-19,29.845
2021-06-20,29.845
2021-06-21,30.497
2021-06-22,30.513
2021-06-23,30.651
2021-06-24,30.782
2021-06-25,30.839
2021-06-26,30.839
2021-06-27,30.839
2021-06-28,30.318
2021-06-29,30.204
2021-06-30,30.554
2021-07-01,30.879
2021-07-02,30.725
2021-07-03,30.725
2021-07-04,30.725
2021-07-05,30.725
2021-07-06,30.537
2021-07-07,30.57
2021-07-08,29.418
2021-07-09,30.089
2021-07-10,30.089
2021-07-11,30.089
2021-07-12,29.943
2021-07-13,28.837
2021-07-14,28.683
2021-07-15,28.748
2021-07-16,29.2
2021-07-17,29.2
2021-07-18,29.2
2021-07-19,29.281
2021-07-20,29.83
2021-07-21,29.222
2021-07-22,28.861
2021-07-23,29.002
2021-07-24,29.002
2021-07-25,29.002
2021-07-26,29.136
2021-07-27,28.806
2021-07-28,28.853
2021-07-29,29.992
2021-07-30,27.494
2021-07-31,27.494
2021-08-01,27.494
2021-08-02,35.815
2021-08-03,36.283
2021-08-04,35.844
2021-08-05,36.341
2021-08-06,36.127
2021-08-07,36.127
2021-08-08,36.127
2021-08-09,35.385
2021-08-10,36.556
2021-08-11,36.82
2021-08-12,36.137
2021-08-13,36.01
2021-08-14,36.01
2021-08-15,36.01
2021-08-16,36.205
2021-08-17,35.395
2021-08-18,34.41
2021-08-19,34.449
2021-08-20,35.122
2021-08-21,35.122
2021-08-22,35.122
2021-08-23,35.132
2021-08-24,35.659
2021-08-25,35.415
2021-08-26,34.683
2021-08-27,34.917
2021-08-28,34.917
2021-08-29,34.917
2021-08-30,34.829
2021-08-31,34.976
2021-09-01,34.907
2021-09-02,35.054
2021-09-03,34.322
2021-09-04,34.322
2021-09-05,34.322
2021-09-06,34.322
2021-09-07,34.605
2021-09-08,34.849
2021-09-09,34.898
2021-09-10,34.624
2021-09-11,34.624
2021-09-12,34.624
2021-09-13,34.966
2021-09-14,34.371
2021-09-15,34.146
2021-09-16,33.522
2021-09-17,33.522
2021-09-18,33.522
2021-09-19,33.522
2021-09-20,32.751
2021-09-21,32.585
2021-09-22,33.112
2021-09-23,33.132
2021-09-24,32.888
2021-09-25,32.888
2021-09-26,32.888
2021-09-27,33.376
2021-09-28,32.585
2021-09-29,32.683
2021-09-30,31.561
2021-10-01,32.195
2021-10-02,32.195
2021-10-03,32.195
2021-10-04,32.341
2021-10-05,32.153
2021-10-06,30.377
2021-10-07,30.704
2021-10-08,30.813
2021-10-09,30.813
2021-10-10,30.813
2021-10-11,30.456
2021-10-12,30.496
2021-10-13,30.149
2021-10-14,30.913
2021-10-15,31.151
2021-10-16,31.151
2021-10-17,31.151
2021-10-18,35.218
2021-10-19,34.235
2021-10-20,35.263
2021-10-21,35.598
2021-10-22,35.754
2021-10-23,35.754
2021-10-24,35.754
2021-10-25,35.609
2021-10-26,35.765
2021-10-27,34.95
2021-10-28,35.989
2021-10-29,35.966
2021-10-30,35.966
2021-10-31,35.966
2021-11-01,37.173
2021-11-02,37.451
2021-11-03,37.509
2021-11-04,37.223
2021-11-05,40.0
2021-11-06,40.0
2021-11-07,40.0
2021-11-08,43.804
2021-11-09,42.92
2021-11-10,43.252
2021-11-11,43.853
2021-11-12,43.865
2021-11-13,43.865
2021-11-14,43.865
2021-11-15,43.558
2021-11-16,43.902
2021-11-17,43.374
2021-11-18,42.957
2021-11-19,43.031
2021-11-20,43.031
2021-11-21,43.031
2021-11-22,43.865
2021-11-23,44.196
2021-11-24,44.184
2021-11-25,44.184
2021-11-26,42.503
2021-11-27,42.503
2021-11-28,42.503
2021-11-29,42.54
2021-11-30,41.804
2021-12-01,41.521
2021-12-02,42.896
2021-12-03,41.681
2021-12-04,41.681
2021-12-05,41.681
2021-12-06,43.816
2021-12-07,44.356
2021-12-08,44.405
2021-12-09,43.129
2021-12-10,42.074
2021-12-11,42.074
2021-12-12,42.074
2021-12-13,41.681
2021-12-14,40.638
2021-12-15,39.902
2021-12-16,39.46
2021-12-17,37.644
2021-12-18,37.644
2021-12-19,37.644
2021-12-20,36.626
2021-12-21,36.957
2021-12-22,36.871
2021-12-23,37.497
2021-12-24,37.497
2021-12-25,37.497
2021-12-26,37.497
2021-12-27,38.466
2021-12-28,38.282
2021-12-29,38.687
2021-12-30,38.871
2021-12-31,39.19
2022-01-01,39.19
2022-01-02,39.19
2022-01-03,39.092
2022-01-04,39.374
2022-01-05,38.503
2022-01-06,38.798
2022-01-07,39.35
2022-01-08,39.35
2022-01-09,39.35
2022-01-10,39.702
2022-01-11,39.354
2022-01-12,39.528
2022-01-13,39.155
2022-01-14,39.118
2022-01-15,39.118
2022-01-16,39.118
2022-01-17,39.118
2022-01-18,37.876
2022-01-19,37.242
2022-01-20,36.137
2022-01-21,36.087
2022-01-22,36.087
2022-01-23,36.087
2022-01-24,36.994
2022-01-25,36.149
2022-01-26,34.522
2022-01-27,33.317
2022-01-28,34.0
2022-01-29,34.0
2022-01-30,34.0
2022-01-31,35.503
2022-02-01,35.59
2022-02-02,35.379
2022-02-03,34.174
2022-02-04,33.727
2022-02-05,33.727
2022-02-06,33.727
2022-02-07,33.267
2022-02-08,34.994
2022-02-09,58.696
2022-02-10,58.46
2022-02-11,58.385
2022-02-12,58.385
2022-02-13,58.385
2022-02-14,58.236
2022-02-15,58.286
2022-02-16,58.385
2022-02-17,58.385
2022-02-18,58.447
2022-02-19,58.447
2022-02-20,58.447
2022-02-21,58.447
2022-02-22,58.547
2022-02-23,58.783
2022-02-24,59.217
2022-02-25,61.836
2022-02-26,61.836
2022-02-27,61.836
2022-02-28,72.207
2022-03-01,72.298
2022-03-02,72.116
2022-03-03,72.405
2022-03-04,72.511
2022-03-05,72.511
2022-03-06,72.511
2022-03-07,72.161
2022-03-08,72.314
2022-03-09,72.283
2022-03-10,72.374
2022-03-11,72.131
2022-03-12,72.131
2022-03-13,72.131
2022-03-14,72.557
2022-03-15,72.298
2022-03-16,72.374
2022-03-17,72.374
2022-03-18,72.253
2022-03-19,72.253
2022-03-20,72.253
2022-03-21,72.298
2022-03-22,72.222
2022-03-23,72.344
2022-03-24,72.435
2022-03-25,72.39
2022-03-26,72.39
2022-03-27,72.39
2022-03-28,72.116
2022-03-29,71.918
2022-03-30,72.1
2022-03-31,72.877
2022-04-01,72.922
2022-04-02,72.922
2022-04-03,72.922
2022-04-04,80.538
2022-04-05,80.504
2022-04-06,80.538
2022-04-07,80.588
2022-04-08,80.588
2022-04-09,80.588
2022-04-10,80.588
2022-04-11,80.555
2022-04-12,74.279
2022-04-13,74.326
2022-04-14,74.326
2022-04-15,74.326
2022-04-16,74.326
2022-04-17,74.326
2022-04-18,74.341
2022-04-19,74.341
2022-04-20,74.357
2022-04-21,74.372
2022-04-22,74.372
2022-04-23,74.372
2022-04-24,74.372
2022-04-25,74.403
2022-04-26,74.357
2022-04-27,74.357
2022-04-28,74.434
2022-04-29,74.403
2022-04-30,74.403
2022-05-01,74.403
2022-05-02,74.403
2022-05-03,74.403
2022-05-04,74.403
2022-05-05,74.403
2022-05-06,74.403
2022-05-07,74.403
2022-05-08,74.403
2022-05-09,74.403
2022-05-10,74.403
2022-05-11,74.403
2022-05-12,74.403
2022-05-13,74.403
2022-05-14,74.403
2022-05-15,74.403
2022-05-16,74.403
2022-05-17,74.403
2022-05-18,74.403
2022-05-19,74.403
2022-05-20,74.403
2022-05-21,74.403
2022-05-22,74.403
2022-05-23,74.403
2022-05-24,74.403
2022-05-25,74.403
2022-05-26,74.403
2022-05-27,74.403
2022-05-28,74.403
2022-05-29,74.403
2022-05-30,74.403
2022-05-31,74.403
2022-06-01,74.403
2022-06-02,74.403
2022-06-03,74.403
2022-06-04,74.403
2022-06-05,74.403
2022-06-06,74.403
2022-06-07,74.403
2022-06-08,74.403
2022-06-09,74.403
2022-06-10,74.403
2022-06-11,74.403
2022-06-12,74.403
2022-06-13,74.403
2022-06-14,74.403
2022-06-15,74.403
2022-06-16,74.403
2022-06-17,74.403
2022-06-18,74.403
2022-06-19,74.403
2022-06-20,74.403
2022-06-21,74.403
2022-06-22,74.403
2022-06-23,74.403
2022-06-24,74.403
2022-06-25,74.403
2022-06-26,74.403
2022-06-27,74.403
2022-06-28,74.403
2022-06-29,74.403
2022-06-30,74.403
2022-07-01,74.403
2022-07-02,74.403
2022-07-03,74.403
2022-07-04,74.403
2022-07-05,74.403
2022-07-06,74.403
2022-07-07,74.403
2022-07-08,74.403
2022-07-09,74.403
2022-07-10,74.403
2022-07-11,74.403
2022-07-12,74.403
2022-07-13,74.403
2022-07-14,74.403
2022-07-15,74.403
2022-07-16,74.403
2022-07-17,74.403
2022-07-18,74.403
2022-07-19,74.403
2022-07-20,74.403
2022-07-21,74.403
2022-07-22,74.403
2022-07-23,74.403
2022-07-24,74.403
2022-07-25,74.403
2022-07-26,74.403
2022-07-27,74.403
2022-07-28,74.403
2022-07-29,74.403
2022-07-30,74.403
2022-07-31,74.403
2022-08-01,74.403
2022-08-02,74.403
2022-08-03,74.403
2022-08-04,74.403
2022-08-05,74.403
2022-08-06,74.403
2022-08-07,74.403
2022-08-08,74.403
2022-08-09,74.403
2022-08-10,74.403
2022-08-11,74.403
2022-08-12,74.403
2022-08-13,74.403
2022-08-14,74.403
2022-08-15,74.403
2022-08-16,74.403
2022-08-17,74.403
2022-08-18,74.403
2022-08-19,74.403
2022-08-20,74.403
2022-08-21,74.403
2022-08-22,74.403
2022-08-23,74.403
2022-08-24,74.403
2022-08-25,74.403
2022-08-26,74.403
2022-08-27,74.403
2022-08-28,74.403
2022-08-29,74.403
2022-08-30,74.403
2022-08-31,74.403
2022-09-01,74.403
2022-09-02,74.403
2022-09-03,74.403
2022-09-04,74.403
2022-09-05,74.403
2022-09-06,74.403
2022-09-07,74.403
2022-09-08,74.403
2022-09-09,74.403
2022-09-10,74.403
2022-09-11,74.403
2022-09-12,74.403
2022-09-13,74.403
2022-09-14,74.403
2022-09-15,74.403
2022-09-16,74.403
2022-09-17,74.403
2022-09-18,74.403
2022-09-19,74.403
2022-09-20,74.403
2022-09-21,74.403
2022-09-22,74.403
2022-09-23,74.403
2022-09-24,74.403
2022-09-25,74.403
2022-09-26,74.403
2022-09-27,74.403
2022-09-28,74.403
2022-09-29,74.403
2022-09-30,74.403
2022-10-01,74.403
2022-10-02,74.403
2022-10-03,74.403
2022-10-04,74.403
2022-10-05,74.403
2022-10-06,74.403
2022-10-07,74.403
2022-10-08,74.403
2022-10-09,74.403
2022-10-10,74.403
2022-10-11,74.403
2022-10-12,74.403
2022-10-13,74.403
2022-10-14,74.403
2022-10-15,74.403
2022-10-16,74.403
2022-10-17,74.403
2022-10-18,74.403
2022-10-19,74.403
2022-10-20,74.403
2022-10-21,74.403
2022-10-22,74.403
2022-10-23,74.403
2022-10-24,74.403
2022-10-25,74.403
2022-10-26,74.403
2022-10-27,74.403
2022-10-28,74.403
2022-10-29,74.403
2022-10-30,74.403
2022-10-31,74.403
2022-11-01,74.403
2022-11-02,74.403
2022-11-03,74.403
2022-11-04,74.403
2022-11-05,74.403
2022-11-06,74.403
2022-11-07,74.403
2022-11-08,74.403
2022-11-09,74.403
2022-11-10,74.403
2022-11-11,74.403
2022-11-12,74.403
2022-11-13,74.403
2022-11-14,74.403
2022-11-15,74.403
2022-11-16,74.403
2022-11-17,74.403
2022-11-18,74.403
2022-11-19,74.403
2022-11-20,74.403
2022-11-21,74.403
2022-11-22,74.403
2022-11-23,74.403
2022-11-24,74.403
2022-11-25,74.403
2022-11-26,74.403
2022-11-27,74.403
2022-11-28,74.403
2022-11-29,74.403
2022-11-30,74.403
2022-12-01,74.403
2022-12-02,74.403
2022-12-03,74.403
2022-12-04,74.403
2022-12-05,74.403
2022-12-06,74.403
2022-12-07,74.403
2022-12-08,74.403
2022-12-09,74.403
2022-12-10,74.403
2022-12-11,74.403
2022-12-12,74.403
2022-12-13,74.403
2022-12-14,74.403
2022-12-15,74.403
2022-12-16,74.403
2022-12-17,74.403
2022-12-18,74.403
2022-12-19,74.403
2022-12-20,74.403
2022-12-21,74.403
2022-12-22,74.403
2022-12-23,74.403
2022-12-24,74.403
2022-12-25,74.403
2022-12-26,74.403
2022-12-27,74.403
2022-12-28,74.403
2022-12-29,74.403
2022-12-30,74.403
2022-12-31,74.403
2023-01-01,74.403
2023-01-02,74.403
2023-01-03,74.403
2023-01-04,74.403
2023-01-05,74.403
2023-01-06,74.403
2023-01-07,74.403
2023-01-08,74.403
2023-01-09,74.403
2023-01-10,74.403
2023-01-11,74.403
2023-01-12,74.403
2023-01-13,74.403
2023-01-14,74.403
2023-01-15,74.403
2023-01-16,74.403
2023-01-17,74.403
2023-01-18,74.403
2023-01-19,74.403
2023-01-20,74.403
2023-01-21,74.403
2023-01-22,74.403
2023-01-23,74.403
2023-01-24,74.403
2023-01-25,74.403
2023-01-26,74.403
2023-01-27,74.403
2023-01-28,74.403
2023-01-29,74.403
2023-01-30,74.403
2023-01-31,74.403
2023-02-01,74.403
2023-02-02,74.403
2023-02-03,74.403
2023-02-04,74.403
2023-02-05,74.403
2023-02-06,74.403
2023-02-07,74.403
2023-02-08,74.403
2023-02-09,74.403
2023-02-10,74.403
2023-02-11,74.403
2023-02-12,74.403
2023-02-13,74.403
2023-02-14,74.403
2023-02-15,74.403
2023-02-16,74.403
2023-02-17,74.403
2023-02-18,74.403
2023-02-19,74.403
2023-02-20,74.403
2023-02-21,74.403
2023-02-22,74.403
2023-02-23,74.403
2023-02-24,74.403
2023-02-25,74.403
2023-02-26,74.403
2023-02-27,74.403
2023-02-28,74.403
2023-03-01,74.403
2023-03-02,74.403
2023-03-03,74.403
2023-03-04,74.403
2023-03-05,74.403
2023-03-06,74.403
2023-03-07,74.403
2023-03-08,74.403
2023-03-09,74.403
2023-03-10,74.403
2023-03-11,74.403
2023-03-12,74.403
2023-03-13,74.403
2023-03-14,74.403
2023-03-15,74.403
2023-03-16,74.403
2023-03-17,74.403
2023-03-18,74.403
2023-03-19,74.403
2023-03-20,74.403
2023-03-21,74.403
2023-03-22,74.403
2023-03-23,74.403
2023-03-24,74.403
2023-03-25,74.403
2023-03-26,74.403
2023-03-27,74.403
2023-03-28,74.403
2023-03-29,74.403
2023-03-30,74.403
2023-03-31,74.403
2023-04-01,74.403
2023-04-02,74.403
2023-04-03,74.403
2023-04-04,74.403
2023-04-05,74.403
2023-04-06,74.403
2023-04-07,74.403
2023-04-08,74.403
2023-04-09,74.403
2023-04-10,74.403
2023-04-11,74.403
2023-04-12,74.403
2023-04-13,74.403
2023-04-14,74.403
2023-04-15,74.403
2023-04-16,74.403
2023-04-17,74.403
2023-04-18,74.403
2023-04-19,74.403
2023-04-20,74.403
2023-04-21,74.403
2023-04-22,74.403
2023-04-23,74.403
2023-04-24,74.403
2023-04-25,74.403
2023-04-26,74.403
2023-04-27,74.403
2023-04-28,74.403
2023-04-29,74.403
2023-04-30,74.403
2023-05-01,74.403
2023-05-02,74.403
2023-05-03,74.403
2023-05-04,74.403
2023-05-05,74.403
2023-05-06,74.403
2023-05-07,74.403
2023-05-08,74.403
2023-05-09,74.403
2023-05-10,74.403
2023-05-11,74.403
2023-05-12,74.403
2023-05-13,74.403
2023-05-14,74.403
2023-05-15,74.403
2023-05-16,74.403
2023-05-17,74.403
2023-05-18,74.403
2023-05-19,74.403
2023-05-20,74.403
2023-05-21,74.403
2023-05-22,74.403
2023-05-23,74.403
2023-05-24,74.403
2023-05-25,74.403
2023-05-26,74.403
2023-05-27,74.403
2023-05-28,74.403
2023-05-29,74.403
2023-05-30,74.403
2023-05-31,74.403
2023-06-01,74.403
2023-06-02,74.403
2023-06-03,74.403
2023-06-04,74.403
2023-06-05,74.403
2023-06-06,74.403
2023-06-07,74.403
2023-06-08,74.403
2023-06-09,74.403
2023-06-10,74.403
2023-06-11,74.403
2023-06-12,74.403
2023-06-13,74.403
2023-06-14,74.403
2023-06-15,74.403
2023-06-16,74.403
2023-06-17,74.403
2023-06-18,74.403
2023-06-19,74.403
2023-06-20,74.403
2023-06-21,74.403
2023-06-22,74.403
2023-06-23,74.403
2023-06-24,74.403
2023-06-25,74.403
2023-06-26,74.403
2023-06-27,74.403
2023-06-28,74.403
2023-06-29,74.403
2023-06-30,74.403
2023-07-01,74.403
2023-07-02,74.403
2023-07-03,74.403
2023-07-04,74.403
2023-07-05,74.403
2023-07-06,74.403
2023-07-07,74.403
2023-07-08,74.403
