,AGCO US Equity
2023-06-23,8.825
2023-06-24,8.825
2023-06-25,8.825
2023-06-26,8.96
2023-06-27,9.015
2023-06-28,8.905
2023-06-29,8.843
2023-06-30,9.02
2023-07-01,9.02
2023-07-02,9.02
2023-07-03,9.079
2023-07-04,9.079
2023-07-05,8.891
2023-07-06,8.847
2023-07-07,8.952
2023-07-08,8.952
2023-07-09,8.952
2023-07-10,9.03
2023-07-11,9.216
2023-07-12,9.149
2023-07-13,9.24
2023-07-14,9.229
2023-07-15,9.229
2023-07-16,9.229
2023-07-17,9.326
2023-07-18,9.495
2023-07-19,9.574
2023-07-20,9.512
2023-07-21,9.347
2023-07-22,9.347
2023-07-23,9.347
2023-07-24,9.466
2023-07-25,9.557
2023-07-26,9.383
2023-07-27,8.908
2023-07-28,8.862
2023-07-29,8.862
2023-07-30,8.862
2023-07-31,8.788
2023-08-01,8.803
2023-08-02,8.688
2023-08-03,8.475
2023-08-04,8.534
2023-08-05,8.534
2023-08-06,8.534
2023-08-07,8.62
2023-08-08,8.508
2023-08-09,8.537
2023-08-10,8.513
2023-08-11,8.428
2023-08-12,8.428
2023-08-13,8.428
2023-08-14,8.272
2023-08-15,8.024
2023-08-16,7.971
2023-08-17,8.052
2023-08-18,7.905
2023-08-19,7.905
2023-08-20,7.905
2023-08-21,7.825
2023-08-22,7.787
2023-08-23,7.967
2023-08-24,7.779
2023-08-25,7.882
2023-08-26,7.882
2023-08-27,7.882
2023-08-28,8.072
2023-08-29,8.293
2023-08-30,8.53
2023-08-31,8.571
2023-09-01,8.776
2023-09-02,8.776
2023-09-03,8.776
2023-09-04,8.776
2023-09-05,8.472
2023-09-06,8.532
2023-09-07,8.345
2023-09-08,8.191
2023-09-09,8.191
2023-09-10,8.191
2023-09-11,8.146
2023-09-12,8.049
2023-09-13,7.932
2023-09-14,8.126
2023-09-15,8.131
2023-09-16,8.131
2023-09-17,8.131
2023-09-18,8.119
2023-09-19,7.912
2023-09-20,7.924
2023-09-21,7.716
2023-09-22,7.667
2023-09-23,7.667
2023-09-24,7.667
2023-09-25,7.692
2023-09-26,7.631
2023-09-27,7.802
2023-09-28,8.019
2023-09-29,7.826
2023-09-30,7.826
2023-10-01,7.826
2023-10-02,7.775
2023-10-03,7.626
2023-10-04,7.621
2023-10-05,7.646
2023-10-06,7.781
2023-10-07,7.781
2023-10-08,7.781
2023-10-09,7.977
2023-10-10,8.09
2023-10-11,8.252
2023-10-12,8.037
2023-10-13,7.882
2023-10-14,7.882
2023-10-15,7.882
2023-10-16,8.012
2023-10-17,8.104
2023-10-18,7.75
2023-10-19,7.768
2023-10-20,7.59
2023-10-21,7.59
2023-10-22,7.59
2023-10-23,7.487
2023-10-24,7.528
2023-10-25,7.587
2023-10-26,7.579
2023-10-27,7.429
2023-10-28,7.429
2023-10-29,7.429
2023-10-30,7.531
2023-10-31,7.76
2023-11-01,7.997
2023-11-02,8.028
2023-11-03,8.148
2023-11-04,8.148
2023-11-05,8.148
2023-11-06,8.003
2023-11-07,7.76
2023-11-08,7.787
2023-11-09,7.758
2023-11-10,7.885
2023-11-11,7.885
2023-11-12,7.885
2023-11-13,7.768
2023-11-14,8.0
2023-11-15,8.087
2023-11-16,7.915
2023-11-17,8.038
2023-11-18,8.038
2023-11-19,8.038
2023-11-20,7.911
2023-11-21,7.868
2023-11-22,7.773
2023-11-23,7.773
2023-11-24,7.956
2023-11-25,7.956
2023-11-26,7.956
2023-11-27,7.852
2023-11-28,7.741
2023-11-29,7.799
2023-11-30,7.787
2023-12-01,8.05
2023-12-02,8.05
2023-12-03,8.05
2023-12-04,8.213
2023-12-05,8.037
2023-12-06,8.214
2023-12-07,8.148
2023-12-08,8.256
2023-12-09,8.256
2023-12-10,8.256
2023-12-11,8.177
2023-12-12,8.106
2023-12-13,8.414
2023-12-14,8.978
2023-12-15,8.736
2023-12-16,8.736
2023-12-17,8.736
2023-12-18,8.626
2023-12-19,8.875
2023-12-20,8.884
2023-12-21,9.029
2023-12-22,9.044
2023-12-23,9.044
2023-12-24,9.044
2023-12-25,9.044
2023-12-26,9.066
2023-12-27,9.046
2023-12-28,9.031
2023-12-29,9.04
2023-12-30,9.04
2023-12-31,9.04
2024-01-01,9.04
2024-01-02,9.092
2024-01-03,8.927
2024-01-04,8.955
2024-01-05,9.125
2024-01-06,9.125
2024-01-07,9.125
2024-01-08,9.266
2024-01-09,9.114
2024-01-10,9.051
2024-01-11,8.98
2024-01-12,8.848
2024-01-13,8.848
2024-01-14,8.848
2024-01-15,8.848
2024-01-16,8.901
2024-01-17,8.661
2024-01-18,8.716
2024-01-19,8.853
2024-01-20,8.853
2024-01-21,8.853
2024-01-22,8.899
2024-01-23,9.011
2024-01-24,9.106
2024-01-25,9.356
2024-01-26,9.302
2024-01-27,9.302
2024-01-28,9.302
2024-01-29,9.434
2024-01-30,9.484
2024-01-31,9.337
2024-02-01,9.409
2024-02-02,9.46
2024-02-03,9.46
2024-02-04,9.46
2024-02-05,9.344
2024-02-06,9.27
2024-02-07,8.932
2024-02-08,8.902
2024-02-09,8.722
2024-02-10,8.722
2024-02-11,8.722
2024-02-12,8.852
2024-02-13,8.561
2024-02-14,8.619
2024-02-15,8.412
2024-02-16,8.316
2024-02-17,8.316
2024-02-18,8.316
2024-02-19,8.316
2024-02-20,8.103
2024-02-21,8.199
2024-02-22,8.151
2024-02-23,8.237
2024-02-24,8.237
2024-02-25,8.237
2024-02-26,8.184
2024-02-27,8.154
2024-02-28,8.332
2024-02-29,8.347
2024-03-01,8.405
2024-03-02,8.405
2024-03-03,8.405
2024-03-04,8.306
2024-03-05,8.344
2024-03-06,8.444
2024-03-07,8.603
2024-03-08,8.58
2024-03-09,8.58
2024-03-10,8.58
2024-03-11,8.73
2024-03-12,8.635
2024-03-13,8.913
2024-03-14,8.829
2024-03-15,8.862
2024-03-16,8.862
2024-03-17,8.862
2024-03-18,8.783
2024-03-19,8.82
2024-03-20,8.982
2024-03-21,8.983
2024-03-22,9.008
2024-03-23,9.008
2024-03-24,9.008
2024-03-25,8.989
2024-03-26,8.952
2024-03-27,9.264
2024-03-28,9.363
2024-03-29,9.363
2024-03-30,9.363
2024-03-31,9.363
2024-04-01,9.175
2024-04-02,9.325
2024-04-03,9.256
2024-04-04,9.422
2024-04-05,9.446
2024-04-06,9.446
2024-04-07,9.446
2024-04-08,9.371
