,COP US Equity
2020-12-24,13.686
2020-12-25,13.686
2020-12-26,13.686
2020-12-27,13.686
2020-12-28,13.621
2020-12-29,13.541
2020-12-30,13.867
2020-12-31,13.86
2021-01-01,13.86
2021-01-02,13.86
2021-01-03,13.86
2021-01-04,13.714
2021-01-05,14.501
2021-01-06,15.08
2021-01-07,15.492
2021-01-08,15.492
2021-01-09,15.492
2021-01-10,15.492
2021-01-11,14.84
2021-01-12,16.106
2021-01-13,15.973
2021-01-14,16.006
2021-01-15,15.086
2021-01-16,15.086
2021-01-17,15.086
2021-01-18,15.086
2021-01-19,14.754
2021-01-20,14.549
2021-01-21,13.343
2021-01-22,13.189
2021-01-23,13.189
2021-01-24,13.189
2021-01-25,13.229
2021-01-26,12.954
2021-01-27,12.634
2021-01-28,12.777
2021-01-29,12.441
2021-01-30,12.441
2021-01-31,12.441
2021-02-01,12.653
2021-02-02,12.68
2021-02-03,12.658
2021-02-04,12.892
2021-02-05,13.121
2021-02-06,13.121
2021-02-07,13.121
2021-02-08,13.818
2021-02-09,13.974
2021-02-10,14.085
2021-02-11,13.97
2021-02-12,14.187
2021-02-13,14.187
2021-02-14,14.187
2021-02-15,14.187
2021-02-16,14.695
2021-02-17,14.849
2021-02-18,14.346
2021-02-19,14.566
2021-02-20,14.566
2021-02-21,14.566
2021-02-22,15.28
2021-02-23,15.26
2021-02-24,16.013
2021-02-25,15.533
2021-02-26,15.214
2021-02-27,15.214
2021-02-28,15.214
2021-03-01,15.39
2021-03-02,15.293
2021-03-03,15.79
2021-03-04,16.34
2021-03-05,17.139
2021-03-06,17.139
2021-03-07,17.139
2021-03-08,17.268
2021-03-09,17.01
2021-03-10,17.456
2021-03-11,17.577
2021-03-12,17.417
2021-03-13,17.417
2021-03-14,17.417
2021-03-15,16.42
2021-03-16,15.973
2021-03-17,16.044
2021-03-18,15.07
2021-03-19,14.85
2021-03-20,14.85
2021-03-21,14.85
2021-03-22,14.748
2021-03-23,14.599
2021-03-24,15.022
2021-03-25,15.124
2021-03-26,15.539
2021-03-27,15.539
2021-03-28,15.539
2021-03-29,15.2
2021-03-30,15.084
2021-03-31,14.851
2021-04-01,15.188
2021-04-02,15.188
2021-04-03,15.188
2021-04-04,15.188
2021-04-05,14.679
2021-04-06,14.783
2021-04-07,14.896
2021-04-08,13.927
2021-04-09,13.924
2021-04-10,13.924
2021-04-11,13.924
2021-04-12,13.79
2021-04-13,13.679
2021-04-14,14.191
2021-04-15,13.957
2021-04-16,13.739
2021-04-17,13.739
2021-04-18,13.739
2021-04-19,13.579
2021-04-20,12.782
2021-04-21,13.147
2021-04-22,12.817
2021-04-23,12.884
2021-04-24,12.884
2021-04-25,12.884
2021-04-26,12.879
2021-04-27,13.148
2021-04-28,13.594
2021-04-29,13.617
2021-04-30,13.107
2021-05-01,13.107
2021-05-02,13.107
2021-05-03,13.517
2021-05-04,13.607
2021-05-05,14.157
2021-05-06,14.223
2021-05-07,14.58
2021-05-08,14.58
2021-05-09,14.58
2021-05-10,14.555
2021-05-11,14.183
2021-05-12,14.123
2021-05-13,13.862
2021-05-14,14.445
2021-05-15,14.445
2021-05-16,14.445
2021-05-17,14.336
2021-05-18,13.532
2021-05-19,13.128
2021-05-20,13.083
2021-05-21,13.162
2021-05-22,13.162
2021-05-23,13.162
2021-05-24,13.282
2021-05-25,12.993
2021-05-26,13.121
2021-05-27,13.147
2021-05-28,13.197
2021-05-29,13.197
2021-05-30,13.197
2021-05-31,13.197
2021-06-01,13.796
2021-06-02,13.966
2021-06-03,14.08
2021-06-04,14.17
2021-06-05,14.17
2021-06-06,14.17
2021-06-07,14.093
2021-06-08,14.249
2021-06-09,14.063
2021-06-10,14.178
2021-06-11,14.131
2021-06-12,14.131
2021-06-13,14.131
2021-06-14,14.211
2021-06-15,14.795
2021-06-16,14.785
2021-06-17,14.272
2021-06-18,13.784
2021-06-19,13.784
2021-06-20,13.784
2021-06-21,13.357
2021-06-22,13.795
2021-06-23,13.789
2021-06-24,13.931
2021-06-25,13.913
2021-06-26,13.913
2021-06-27,13.913
2021-06-28,13.554
2021-06-29,13.455
2021-06-30,12.502
2021-07-01,12.633
2021-07-02,12.607
2021-07-03,12.607
2021-07-04,12.607
2021-07-05,12.607
2021-07-06,12.185
2021-07-07,11.928
2021-07-08,11.968
2021-07-09,12.154
2021-07-10,12.154
2021-07-11,12.154
2021-07-12,11.718
2021-07-13,11.234
2021-07-14,10.896
2021-07-15,10.712
2021-07-16,10.416
2021-07-17,10.416
2021-07-18,10.416
2021-07-19,9.053
2021-07-20,9.183
2021-07-21,9.613
2021-07-22,9.376
2021-07-23,9.226
2021-07-24,9.226
2021-07-25,9.226
2021-07-26,9.481
2021-07-27,9.109
2021-07-28,9.172
2021-07-29,9.23
2021-07-30,9.065
2021-07-31,9.065
2021-08-01,9.065
2021-08-02,8.589
2021-08-03,8.747
2021-08-04,8.483
2021-08-05,9.771
2021-08-06,9.6
2021-08-07,9.6
2021-08-08,9.6
2021-08-09,9.422
2021-08-10,9.164
2021-08-11,9.279
2021-08-12,9.255
2021-08-13,9.081
2021-08-14,9.081
2021-08-15,9.081
2021-08-16,8.893
2021-08-17,8.846
2021-08-18,8.686
2021-08-19,8.509
2021-08-20,8.562
2021-08-21,8.562
2021-08-22,8.562
2021-08-23,8.89
2021-08-24,9.133
2021-08-25,9.234
2021-08-26,9.087
2021-08-27,9.352
2021-08-28,9.352
2021-08-29,9.352
2021-08-30,9.255
2021-08-31,9.145
2021-09-01,9.039
2021-09-02,9.362
2021-09-03,9.302
2021-09-04,9.302
2021-09-05,9.302
2021-09-06,9.302
2021-09-07,9.259
2021-09-08,9.143
2021-09-09,9.422
2021-09-10,9.448
2021-09-11,9.448
2021-09-12,9.448
2021-09-13,9.763
2021-09-14,9.622
2021-09-15,10.025
2021-09-16,10.009
2021-09-17,9.957
2021-09-18,9.957
2021-09-19,9.957
2021-09-20,9.448
2021-09-21,9.799
2021-09-22,9.989
2021-09-23,10.222
2021-09-24,10.445
2021-09-25,10.445
2021-09-26,10.445
2021-09-27,10.716
2021-09-28,10.891
2021-09-29,10.93
2021-09-30,10.887
2021-10-01,11.261
2021-10-02,11.261
2021-10-03,11.261
2021-10-04,11.373
2021-10-05,11.411
2021-10-06,11.424
2021-10-07,11.356
2021-10-08,11.898
2021-10-09,11.898
2021-10-10,11.898
2021-10-11,11.757
2021-10-12,11.668
2021-10-13,11.256
2021-10-14,11.351
2021-10-15,11.813
2021-10-16,11.813
2021-10-17,11.813
2021-10-18,11.871
2021-10-19,12.001
2021-10-20,12.113
2021-10-21,11.545
2021-10-22,11.72
2021-10-23,11.72
2021-10-24,11.72
2021-10-25,11.729
2021-10-26,11.808
2021-10-27,11.478
2021-10-28,11.589
2021-10-29,11.487
2021-10-30,11.487
2021-10-31,11.487
2021-11-01,11.502
2021-11-02,10.47
2021-11-03,10.428
2021-11-04,9.89
2021-11-05,10.112
2021-11-06,10.112
2021-11-07,10.112
2021-11-08,10.135
2021-11-09,10.111
2021-11-10,9.791
2021-11-11,9.676
2021-11-12,9.705
2021-11-13,9.705
2021-11-14,9.705
2021-11-15,9.753
2021-11-16,9.743
2021-11-17,9.615
2021-11-18,9.715
2021-11-19,9.299
2021-11-20,9.299
2021-11-21,9.299
2021-11-22,9.604
2021-11-23,9.897
2021-11-24,10.038
2021-11-25,10.038
2021-11-26,9.589
2021-11-27,9.589
2021-11-28,9.589
2021-11-29,9.521
2021-11-30,9.255
2021-12-01,9.113
2021-12-02,9.298
2021-12-03,9.214
2021-12-04,9.214
2021-12-05,9.214
2021-12-06,9.697
2021-12-07,10.083
2021-12-08,9.905
2021-12-09,9.696
2021-12-10,9.822
2021-12-11,9.822
2021-12-12,9.822
2021-12-13,9.825
2021-12-14,9.786
2021-12-15,9.632
2021-12-16,9.766
2021-12-17,9.346
2021-12-18,9.346
2021-12-19,9.346
2021-12-20,9.344
2021-12-21,9.628
2021-12-22,9.682
2021-12-23,9.697
2021-12-24,9.697
2021-12-25,9.697
2021-12-26,9.697
2021-12-27,9.972
2021-12-28,9.96
2021-12-29,9.933
2021-12-30,9.845
2021-12-31,9.859
2022-01-01,9.859
2022-01-02,9.859
2022-01-03,10.076
2022-01-04,10.513
2022-01-05,10.124
2022-01-06,10.484
2022-01-07,10.771
2022-01-08,10.771
2022-01-09,10.771
2022-01-10,10.735
2022-01-11,10.914
2022-01-12,11.02
2022-01-13,10.744
2022-01-14,11.145
2022-01-15,11.145
2022-01-16,11.145
2022-01-17,11.145
2022-01-18,10.708
2022-01-19,10.68
2022-01-20,10.478
2022-01-21,10.134
2022-01-22,10.134
2022-01-23,10.134
2022-01-24,9.978
2022-01-25,10.47
2022-01-26,10.464
2022-01-27,10.776
2022-01-28,10.723
2022-01-29,10.723
2022-01-30,10.723
2022-01-31,10.651
2022-02-01,11.002
2022-02-02,11.083
2022-02-03,10.886
2022-02-04,11.778
2022-02-05,11.778
2022-02-06,11.778
2022-02-07,11.691
2022-02-08,11.446
2022-02-09,11.731
2022-02-10,11.595
2022-02-11,11.858
2022-02-12,11.858
2022-02-13,11.858
2022-02-14,11.608
2022-02-15,11.371
2022-02-16,11.438
2022-02-17,11.559
2022-02-18,11.365
2022-02-19,11.365
2022-02-20,11.365
2022-02-21,11.365
2022-02-22,11.16
2022-02-23,11.21
2022-02-24,11.147
2022-02-25,11.597
2022-02-26,11.597
2022-02-27,11.597
2022-02-28,12.053
2022-03-01,12.32
2022-03-02,13.02
2022-03-03,12.933
2022-03-04,13.312
2022-03-05,13.312
2022-03-06,13.312
2022-03-07,12.528
2022-03-08,12.223
2022-03-09,11.382
2022-03-10,11.226
2022-03-11,11.166
2022-03-12,11.166
2022-03-13,11.166
2022-03-14,10.61
2022-03-15,10.445
2022-03-16,10.42
2022-03-17,10.86
2022-03-18,10.556
2022-03-19,10.556
2022-03-20,10.556
2022-03-21,11.1
2022-03-22,10.786
2022-03-23,11.062
2022-03-24,11.08
2022-03-25,11.394
2022-03-26,11.394
2022-03-27,11.394
2022-03-28,10.675
2022-03-29,10.385
2022-03-30,10.458
2022-03-31,10.313
2022-04-01,10.373
2022-04-02,10.373
2022-04-03,10.373
2022-04-04,10.359
2022-04-05,10.102
2022-04-06,10.123
2022-04-07,10.374
2022-04-08,10.695
2022-04-09,10.695
2022-04-10,10.695
2022-04-11,10.121
2022-04-12,10.324
2022-04-13,10.339
2022-04-14,10.449
2022-04-15,10.449
2022-04-16,10.449
2022-04-17,10.449
2022-04-18,9.906
2022-04-19,9.723
2022-04-20,9.83
2022-04-21,9.447
2022-04-22,9.095
2022-04-23,9.095
2022-04-24,9.095
2022-04-25,8.664
2022-04-26,8.632
2022-04-27,8.796
2022-04-28,9.22
2022-04-29,9.029
2022-04-30,9.029
2022-05-01,9.029
2022-05-02,9.066
2022-05-03,9.351
2022-05-04,9.817
2022-05-05,9.633
2022-05-06,10.019
2022-05-07,10.019
2022-05-08,10.019
2022-05-09,9.201
2022-05-10,9.324
2022-05-11,9.436
2022-05-12,9.489
2022-05-13,9.573
2022-05-14,9.573
2022-05-15,9.573
2022-05-16,9.884
2022-05-17,10.026
2022-05-18,9.788
2022-05-19,9.686
2022-05-20,9.724
2022-05-21,9.724
2022-05-22,9.724
2022-05-23,10.154
2022-05-24,10.121
2022-05-25,10.305
2022-05-26,10.485
2022-05-27,10.62
2022-05-28,10.62
2022-05-29,10.62
2022-05-30,10.62
2022-05-31,10.412
2022-06-01,10.726
2022-06-02,10.653
2022-06-03,10.946
2022-06-04,10.946
2022-06-05,10.946
2022-06-06,10.569
2022-06-07,11.074
2022-06-08,10.998
2022-06-09,10.627
2022-06-10,10.472
2022-06-11,10.472
2022-06-12,10.472
2022-06-13,9.801
2022-06-14,9.777
2022-06-15,9.588
2022-06-16,8.982
2022-06-17,8.22
2022-06-18,8.22
2022-06-19,8.22
2022-06-20,8.22
2022-06-21,8.578
2022-06-22,8.04
2022-06-23,7.594
2022-06-24,7.854
2022-06-25,7.854
2022-06-26,7.854
2022-06-27,8.03
2022-06-28,8.291
2022-06-29,7.963
2022-06-30,7.82
2022-07-01,7.921
2022-07-02,7.921
2022-07-03,7.921
2022-07-04,7.921
2022-07-05,7.369
2022-07-06,7.15
2022-07-07,7.408
2022-07-08,7.409
2022-07-09,7.409
2022-07-10,7.409
2022-07-11,7.284
2022-07-12,7.106
2022-07-13,7.104
2022-07-14,6.952
2022-07-15,7.083
2022-07-16,7.083
2022-07-17,7.083
2022-07-18,7.282
2022-07-19,7.573
2022-07-20,7.764
2022-07-21,7.618
2022-07-22,7.557
2022-07-23,7.557
2022-07-24,7.557
2022-07-25,7.893
2022-07-26,7.81
2022-07-27,7.997
2022-07-28,8.065
2022-07-29,8.354
2022-07-30,8.354
2022-07-31,8.354
2022-08-01,8.139
2022-08-02,8.106
2022-08-03,7.816
2022-08-04,7.645
2022-08-05,7.897
2022-08-06,7.897
2022-08-07,7.897
2022-08-08,7.991
2022-08-09,8.15
2022-08-10,8.191
2022-08-11,8.564
2022-08-12,8.771
2022-08-13,8.771
2022-08-14,8.771
2022-08-15,8.635
2022-08-16,8.577
2022-08-17,8.677
2022-08-18,8.978
2022-08-19,9.0
2022-08-20,9.0
2022-08-21,9.0
2022-08-22,9.009
2022-08-23,9.249
2022-08-24,9.506
2022-08-25,9.64
2022-08-26,9.644
2022-08-27,9.644
2022-08-28,9.644
2022-08-29,9.771
2022-08-30,9.461
2022-08-31,9.283
2022-09-01,9.12
2022-09-02,9.352
2022-09-03,9.352
2022-09-04,9.352
2022-09-05,9.352
2022-09-06,9.214
2022-09-07,9.055
2022-09-08,9.187
2022-09-09,9.708
2022-09-10,9.708
2022-09-11,9.708
2022-09-12,9.918
2022-09-13,9.74
2022-09-14,10.206
2022-09-15,9.906
2022-09-16,9.697
2022-09-17,9.697
2022-09-18,9.697
2022-09-19,9.675
2022-09-20,9.607
2022-09-21,9.523
2022-09-22,9.434
2022-09-23,8.623
2022-09-24,8.623
2022-09-25,8.623
2022-09-26,8.503
2022-09-27,8.461
2022-09-28,8.951
2022-09-29,8.994
2022-09-30,8.879
2022-10-01,8.879
2022-10-02,8.879
2022-10-03,9.541
2022-10-04,10.183
2022-10-05,10.211
2022-10-06,10.333
2022-10-07,10.409
2022-10-08,10.409
2022-10-09,10.409
2022-10-10,10.259
2022-10-11,9.863
2022-10-12,9.883
2022-10-13,10.368
2022-10-14,10.012
2022-10-15,10.012
2022-10-16,10.012
2022-10-17,10.13
2022-10-18,10.17
2022-10-19,10.511
2022-10-20,10.572
2022-10-21,10.805
2022-10-22,10.805
2022-10-23,10.805
2022-10-24,10.92
2022-10-25,10.816
2022-10-26,11.045
2022-10-27,11.051
2022-10-28,11.097
2022-10-29,11.097
2022-10-30,11.097
2022-10-31,11.04
2022-11-01,11.188
2022-11-02,11.076
2022-11-03,11.649
2022-11-04,11.565
2022-11-05,11.565
2022-11-06,11.565
2022-11-07,11.834
2022-11-08,11.79
2022-11-09,10.985
2022-11-10,11.354
2022-11-11,11.755
2022-11-12,11.755
2022-11-13,11.755
2022-11-14,11.718
2022-11-15,11.811
2022-11-16,11.384
2022-11-17,11.765
2022-11-18,11.536
2022-11-19,11.536
2022-11-20,11.536
2022-11-21,11.067
2022-11-22,11.377
2022-11-23,11.093
2022-11-24,11.093
2022-11-25,11.099
2022-11-26,11.099
2022-11-27,11.099
2022-11-28,10.927
2022-11-29,10.963
2022-11-30,10.897
2022-12-01,10.858
2022-12-02,10.78
2022-12-03,10.78
2022-12-04,10.78
2022-12-05,10.588
2022-12-06,10.255
2022-12-07,10.19
2022-12-08,10.005
2022-12-09,9.741
2022-12-10,9.741
2022-12-11,9.741
2022-12-12,9.896
2022-12-13,10.041
2022-12-14,9.958
2022-12-15,9.929
2022-12-16,9.743
2022-12-17,9.743
2022-12-18,9.743
2022-12-19,9.743
2022-12-20,9.938
2022-12-21,10.259
2022-12-22,9.96
2022-12-23,10.391
2022-12-24,10.391
2022-12-25,10.391
2022-12-26,10.391
2022-12-27,10.517
2022-12-28,10.236
2022-12-29,10.332
2022-12-30,10.475
2022-12-31,10.475
2023-01-01,10.475
2023-01-02,10.475
2023-01-03,10.042
2023-01-04,10.122
2023-01-05,10.427
2023-01-06,10.557
2023-01-07,10.557
2023-01-08,10.557
2023-01-09,10.671
2023-01-10,10.668
2023-01-11,10.686
2023-01-12,10.939
2023-01-13,11.058
2023-01-14,11.058
2023-01-15,11.058
2023-01-16,11.058
2023-01-17,11.044
2023-01-18,10.887
2023-01-19,10.987
2023-01-20,11.238
2023-01-21,11.238
2023-01-22,11.238
2023-01-23,11.018
2023-01-24,10.923
2023-01-25,11.066
2023-01-26,11.46
2023-01-27,11.364
2023-01-28,11.364
2023-01-29,11.364
2023-01-30,11.077
2023-01-31,11.2
2023-02-01,10.817
2023-02-02,9.869
2023-02-03,9.584
2023-02-04,9.584
2023-02-05,9.584
2023-02-06,9.525
2023-02-07,9.919
2023-02-08,9.811
2023-02-09,9.734
2023-02-10,10.189
2023-02-11,10.189
2023-02-12,10.189
2023-02-13,9.99
2023-02-14,10.1
2023-02-15,9.931
2023-02-16,9.636
2023-02-17,9.236
2023-02-18,9.236
2023-02-19,9.236
2023-02-20,9.236
2023-02-21,9.342
2023-02-22,9.233
2023-02-23,9.352
2023-02-24,9.337
2023-02-25,9.337
2023-02-26,9.337
2023-02-27,9.405
2023-02-28,9.182
2023-03-01,9.439
2023-03-02,9.624
2023-03-03,9.651
2023-03-04,9.651
2023-03-05,9.651
2023-03-06,9.953
2023-03-07,9.871
2023-03-08,9.832
2023-03-09,9.707
2023-03-10,9.561
2023-03-11,9.561
2023-03-12,9.561
2023-03-13,9.236
2023-03-14,9.298
2023-03-15,8.737
2023-03-16,8.843
2023-03-17,8.617
2023-03-18,8.617
2023-03-19,8.617
2023-03-20,8.793
2023-03-21,9.117
2023-03-22,8.872
2023-03-23,8.867
2023-03-24,8.776
2023-03-25,8.776
2023-03-26,8.776
2023-03-27,9.018
2023-03-28,9.187
2023-03-29,9.357
2023-03-30,9.31
2023-03-31,9.307
2023-04-01,9.307
2023-04-02,9.307
2023-04-03,10.311
2023-04-04,10.348
2023-04-05,10.544
2023-04-06,10.398
2023-04-07,10.398
2023-04-08,10.398
2023-04-09,10.398
2023-04-10,10.103
2023-04-11,10.107
2023-04-12,10.544
2023-04-13,10.586
2023-04-14,10.332
2023-04-15,10.332
2023-04-16,10.332
2023-04-17,10.062
2023-04-18,9.988
2023-04-19,10.015
2023-04-20,9.818
2023-04-21,9.809
2023-04-22,9.809
2023-04-23,9.809
2023-04-24,9.942
2023-04-25,9.792
2023-04-26,9.637
2023-04-27,9.71
2023-04-28,9.869
2023-04-29,9.869
2023-04-30,9.869
2023-05-01,9.834
2023-05-02,9.461
2023-05-03,9.217
2023-05-04,9.348
2023-05-05,9.637
2023-05-06,9.637
2023-05-07,9.637
2023-05-08,9.613
2023-05-09,9.669
2023-05-10,9.568
2023-05-11,9.434
2023-05-12,9.396
2023-05-13,9.396
2023-05-14,9.396
2023-05-15,9.542
2023-05-16,9.361
2023-05-17,9.532
2023-05-18,9.481
2023-05-19,9.699
2023-05-20,9.699
2023-05-21,9.699
2023-05-22,9.944
2023-05-23,10.007
2023-05-24,9.968
2023-05-25,9.753
2023-05-26,9.648
2023-05-27,9.648
2023-05-28,9.648
2023-05-29,9.648
2023-05-30,9.599
2023-05-31,9.379
2023-06-01,9.388
2023-06-02,9.654
2023-06-03,9.654
2023-06-04,9.654
2023-06-05,9.628
2023-06-06,9.578
2023-06-07,9.847
2023-06-08,9.808
2023-06-09,9.885
2023-06-10,9.885
2023-06-11,9.885
2023-06-12,9.807
2023-06-13,9.863
2023-06-14,9.793
2023-06-15,9.934
2023-06-16,10.077
2023-06-17,10.077
2023-06-18,10.077
2023-06-19,10.077
2023-06-20,9.799
2023-06-21,9.959
2023-06-22,9.741
2023-06-23,9.648
