,EFX US Equity
2020-05-28,14.942
2020-05-29,14.899
2020-05-30,14.899
2020-05-31,14.899
2020-06-01,15.044
2020-06-02,16.215
2020-06-03,16.883
2020-06-04,17.132
2020-06-05,17.175
2020-06-06,17.175
2020-06-07,17.175
2020-06-08,17.411
2020-06-09,16.982
2020-06-10,16.983
2020-06-11,16.363
2020-06-12,16.298
2020-06-13,16.298
2020-06-14,16.298
2020-06-15,16.393
2020-06-16,16.469
2020-06-17,16.54
2020-06-18,16.576
2020-06-19,16.291
2020-06-20,16.291
2020-06-21,16.291
2020-06-22,16.627
2020-06-23,16.653
2020-06-24,16.123
2020-06-25,16.294
2020-06-26,16.255
2020-06-27,16.255
2020-06-28,16.255
2020-06-29,16.273
2020-06-30,16.677
2020-07-01,16.841
2020-07-02,16.679
2020-07-03,16.679
2020-07-04,16.679
2020-07-05,16.679
2020-07-06,16.645
2020-07-07,16.368
2020-07-08,16.407
2020-07-09,15.698
2020-07-10,15.826
2020-07-11,15.826
2020-07-12,15.826
2020-07-13,15.877
2020-07-14,15.858
2020-07-15,16.003
2020-07-16,16.03
2020-07-17,16.184
2020-07-18,16.184
2020-07-19,16.184
2020-07-20,16.281
2020-07-21,16.138
2020-07-22,16.301
2020-07-23,16.441
2020-07-24,14.68
2020-07-25,14.68
2020-07-26,14.68
2020-07-27,14.522
2020-07-28,14.261
2020-07-29,14.546
2020-07-30,14.353
2020-07-31,14.276
2020-08-01,14.276
2020-08-02,14.276
2020-08-03,14.303
2020-08-04,14.117
2020-08-05,14.282
2020-08-06,14.296
2020-08-07,14.635
2020-08-08,14.635
2020-08-09,14.635
2020-08-10,14.462
2020-08-11,14.447
2020-08-12,14.654
2020-08-13,14.644
2020-08-14,14.468
2020-08-15,14.468
2020-08-16,14.468
2020-08-17,14.435
2020-08-18,14.473
2020-08-19,14.211
2020-08-20,14.18
2020-08-21,13.993
2020-08-22,13.993
2020-08-23,13.993
2020-08-24,14.032
2020-08-25,14.102
2020-08-26,14.198
2020-08-27,14.631
2020-08-28,14.823
2020-08-29,14.823
2020-08-30,14.823
2020-08-31,14.814
2020-09-01,14.851
2020-09-02,15.33
2020-09-03,14.865
2020-09-04,14.649
2020-09-05,14.649
2020-09-06,14.649
2020-09-07,14.649
2020-09-08,14.422
2020-09-09,14.764
2020-09-10,14.235
2020-09-11,14.311
2020-09-12,14.311
2020-09-13,14.311
2020-09-14,14.378
2020-09-15,14.106
2020-09-16,14.009
2020-09-17,14.012
2020-09-18,13.727
2020-09-19,13.727
2020-09-20,13.727
2020-09-21,13.655
2020-09-22,13.742
2020-09-23,13.396
2020-09-24,13.377
2020-09-25,13.77
2020-09-26,13.77
2020-09-27,13.77
2020-09-28,13.92
2020-09-29,13.896
2020-09-30,13.813
2020-10-01,13.911
2020-10-02,13.995
2020-10-03,13.995
2020-10-04,13.995
2020-10-05,14.075
2020-10-06,13.846
2020-10-07,14.18
2020-10-08,14.244
2020-10-09,14.463
2020-10-10,14.463
2020-10-11,14.463
2020-10-12,14.488
2020-10-13,14.517
2020-10-14,14.453
2020-10-15,14.296
2020-10-16,14.38
2020-10-17,14.38
2020-10-18,14.38
2020-10-19,13.961
2020-10-20,14.061
2020-10-21,14.293
2020-10-22,14.609
2020-10-23,14.333
2020-10-24,14.333
2020-10-25,14.333
2020-10-26,14.142
2020-10-27,13.851
2020-10-28,13.203
2020-10-29,13.078
2020-10-30,12.801
2020-10-31,12.801
2020-11-01,12.801
2020-11-02,13.293
2020-11-03,14.056
2020-11-04,14.239
2020-11-05,14.211
2020-11-06,14.063
2020-11-07,14.063
2020-11-08,14.063
2020-11-09,14.235
2020-11-10,14.488
2020-11-11,14.918
2020-11-12,15.23
2020-11-13,15.471
2020-11-14,15.471
2020-11-15,15.471
2020-11-16,16.072
2020-11-17,16.113
2020-11-18,16.113
2020-11-19,16.269
2020-11-20,16.084
2020-11-21,16.084
2020-11-22,16.084
2020-11-23,16.21
2020-11-24,15.572
2020-11-25,15.591
2020-11-26,15.591
2020-11-27,15.473
2020-11-28,15.473
2020-11-29,15.473
2020-11-30,15.676
2020-12-01,15.68
2020-12-02,15.461
2020-12-03,15.521
2020-12-04,15.638
2020-12-05,15.638
2020-12-06,15.638
2020-12-07,16.045
2020-12-08,17.303
2020-12-09,16.904
2020-12-10,17.225
2020-12-11,17.008
2020-12-12,17.008
2020-12-13,17.008
2020-12-14,17.097
2020-12-15,17.5
2020-12-16,17.47
2020-12-17,17.516
2020-12-18,17.644
2020-12-19,17.644
2020-12-20,17.644
2020-12-21,17.588
2020-12-22,17.541
2020-12-23,17.436
2020-12-24,17.535
2020-12-25,17.535
2020-12-26,17.535
2020-12-27,17.535
2020-12-28,17.507
2020-12-29,17.244
2020-12-30,17.282
2020-12-31,17.433
2021-01-01,17.433
2021-01-02,17.433
2021-01-03,17.433
2021-01-04,16.992
2021-01-05,17.166
2021-01-06,16.45
2021-01-07,16.389
2021-01-08,16.82
2021-01-09,16.82
2021-01-10,16.82
2021-01-11,16.696
2021-01-12,16.626
2021-01-13,16.379
2021-01-14,15.973
2021-01-15,15.916
2021-01-16,15.916
2021-01-17,15.916
2021-01-18,15.916
2021-01-19,15.828
2021-01-20,16.018
2021-01-21,16.05
2021-01-22,16.072
2021-01-23,16.072
2021-01-24,16.072
2021-01-25,16.073
2021-01-26,16.23
2021-01-27,16.07
2021-01-28,16.288
2021-01-29,15.926
2021-01-30,15.926
2021-01-31,15.926
2021-02-01,16.213
2021-02-02,16.227
2021-02-03,16.077
2021-02-04,16.266
2021-02-05,16.063
2021-02-06,16.063
2021-02-07,16.063
2021-02-08,16.133
2021-02-09,16.474
2021-02-10,16.455
2021-02-11,15.862
2021-02-12,16.026
2021-02-13,16.026
2021-02-14,16.026
2021-02-15,16.026
2021-02-16,15.812
2021-02-17,15.972
2021-02-18,16.059
2021-02-19,16.002
2021-02-20,16.002
2021-02-21,16.002
2021-02-22,15.403
2021-02-23,15.579
2021-02-24,15.473
2021-02-25,14.82
2021-02-26,14.673
2021-02-27,14.673
2021-02-28,14.673
2021-03-01,15.102
2021-03-02,15.055
2021-03-03,15.141
2021-03-04,14.85
2021-03-05,15.387
2021-03-06,15.387
2021-03-07,15.387
2021-03-08,15.694
2021-03-09,15.854
2021-03-10,15.641
2021-03-11,15.522
2021-03-12,15.501
2021-03-13,15.501
2021-03-14,15.501
2021-03-15,15.784
2021-03-16,15.686
2021-03-17,15.633
2021-03-18,15.698
2021-03-19,15.832
2021-03-20,15.832
2021-03-21,15.832
2021-03-22,15.919
2021-03-23,15.95
2021-03-24,15.853
2021-03-25,16.089
2021-03-26,16.589
2021-03-27,16.589
2021-03-28,16.589
2021-03-29,16.697
2021-03-30,16.659
2021-03-31,16.464
2021-04-01,16.599
2021-04-02,16.599
2021-04-03,16.599
2021-04-04,16.599
2021-04-05,16.974
2021-04-06,16.959
2021-04-07,16.645
2021-04-08,16.842
2021-04-09,17.032
2021-04-10,17.032
2021-04-11,17.032
2021-04-12,17.161
2021-04-13,17.232
2021-04-14,17.006
2021-04-15,17.265
2021-04-16,17.506
2021-04-17,17.506
2021-04-18,17.506
2021-04-19,17.378
2021-04-20,17.617
2021-04-21,17.657
2021-04-22,20.295
2021-04-23,20.594
2021-04-24,20.594
2021-04-25,20.594
2021-04-26,19.154
2021-04-27,19.902
2021-04-28,19.304
2021-04-29,19.363
2021-04-30,19.468
2021-05-01,19.468
2021-05-02,19.468
2021-05-03,19.864
2021-05-04,20.129
2021-05-05,20.37
2021-05-06,20.141
2021-05-07,20.345
2021-05-08,20.345
2021-05-09,20.345
2021-05-10,20.312
2021-05-11,20.264
2021-05-12,19.807
2021-05-13,20.129
2021-05-14,20.332
2021-05-15,20.332
2021-05-16,20.332
2021-05-17,20.186
2021-05-18,19.844
2021-05-19,19.824
2021-05-20,19.814
2021-05-21,20.139
2021-05-22,20.139
2021-05-23,20.139
2021-05-24,20.203
2021-05-25,19.985
2021-05-26,19.839
2021-05-27,20.034
2021-05-28,19.994
2021-05-29,19.994
2021-05-30,19.994
2021-05-31,19.994
2021-06-01,19.829
2021-06-02,19.697
2021-06-03,19.479
2021-06-04,19.855
2021-06-05,19.855
2021-06-06,19.855
2021-06-07,19.456
2021-06-08,19.542
2021-06-09,19.45
2021-06-10,19.481
2021-06-11,19.647
2021-06-12,19.647
2021-06-13,19.647
2021-06-14,19.468
2021-06-15,19.687
2021-06-16,19.642
2021-06-17,19.927
2021-06-18,19.804
2021-06-19,19.804
2021-06-20,19.804
2021-06-21,20.307
2021-06-22,20.255
2021-06-23,19.968
2021-06-24,20.346
2021-06-25,20.33
2021-06-26,20.33
2021-06-27,20.33
2021-06-28,20.199
2021-06-29,20.357
2021-06-30,20.374
2021-07-01,20.516
2021-07-02,20.615
2021-07-03,20.615
2021-07-04,20.615
2021-07-05,20.615
2021-07-06,20.917
2021-07-07,20.932
2021-07-08,20.655
2021-07-09,20.959
2021-07-10,20.959
2021-07-11,20.959
2021-07-12,20.814
2021-07-13,20.63
2021-07-14,20.818
2021-07-15,21.105
2021-07-16,21.313
2021-07-17,21.313
2021-07-18,21.313
2021-07-19,20.819
2021-07-20,21.476
2021-07-21,21.347
2021-07-22,20.534
2021-07-23,20.614
2021-07-24,20.614
2021-07-25,20.614
2021-07-26,20.78
2021-07-27,21.039
2021-07-28,21.09
2021-07-29,21.228
2021-07-30,21.227
2021-07-31,21.227
2021-08-01,21.227
2021-08-02,20.577
2021-08-03,20.672
2021-08-04,20.386
2021-08-05,20.364
2021-08-06,20.206
2021-08-07,20.206
2021-08-08,20.206
2021-08-09,20.159
2021-08-10,20.631
2021-08-11,20.706
2021-08-12,20.559
2021-08-13,20.61
2021-08-14,20.61
2021-08-15,20.61
2021-08-16,20.658
2021-08-17,20.754
2021-08-18,20.164
2021-08-19,20.505
2021-08-20,20.484
2021-08-21,20.484
2021-08-22,20.484
2021-08-23,20.591
2021-08-24,20.531
2021-08-25,20.991
2021-08-26,20.839
2021-08-27,21.145
2021-08-28,21.145
2021-08-29,21.145
2021-08-30,21.172
2021-08-31,21.573
2021-09-01,21.688
2021-09-02,22.022
2021-09-03,22.081
2021-09-04,22.081
2021-09-05,22.081
2021-09-06,22.081
2021-09-07,21.757
2021-09-08,21.866
2021-09-09,21.892
2021-09-10,21.652
2021-09-11,21.652
2021-09-12,21.652
2021-09-13,21.73
2021-09-14,21.73
2021-09-15,21.671
2021-09-16,21.564
2021-09-17,21.13
2021-09-18,21.13
2021-09-19,21.13
2021-09-20,20.715
2021-09-21,20.413
2021-09-22,20.673
2021-09-23,20.865
2021-09-24,20.895
2021-09-25,20.895
2021-09-26,20.895
2021-09-27,20.657
2021-09-28,20.187
2021-09-29,20.191
2021-09-30,19.944
2021-10-01,20.172
2021-10-02,20.172
2021-10-03,20.172
2021-10-04,19.943
2021-10-05,20.344
2021-10-06,20.228
2021-10-07,20.412
2021-10-08,20.358
2021-10-09,20.358
2021-10-10,20.358
2021-10-11,20.274
2021-10-12,20.118
2021-10-13,20.064
2021-10-14,20.545
2021-10-15,20.773
2021-10-16,20.773
2021-10-17,20.773
2021-10-18,21.164
2021-10-19,21.499
2021-10-20,21.229
2021-10-21,20.106
2021-10-22,21.131
2021-10-23,21.131
2021-10-24,21.131
2021-10-25,22.162
2021-10-26,21.854
2021-10-27,21.562
2021-10-28,22.223
2021-10-29,22.375
2021-10-30,22.375
2021-10-31,22.375
2021-11-01,22.45
2021-11-02,22.204
2021-11-03,22.467
2021-11-04,23.018
2021-11-05,23.017
2021-11-06,23.017
2021-11-07,23.017
2021-11-08,23.206
2021-11-09,23.322
2021-11-10,22.429
2021-11-11,22.294
2021-11-12,22.655
2021-11-13,22.655
2021-11-14,22.655
2021-11-15,22.839
2021-11-16,23.474
2021-11-17,23.38
2021-11-18,23.265
2021-11-19,23.238
2021-11-20,23.238
2021-11-21,23.238
2021-11-22,22.619
2021-11-23,22.794
2021-11-24,22.835
2021-11-25,22.835
2021-11-26,22.375
2021-11-27,22.375
2021-11-28,22.375
2021-11-29,23.073
2021-11-30,22.633
2021-12-01,22.545
2021-12-02,23.636
2021-12-03,22.946
2021-12-04,22.946
2021-12-05,22.946
2021-12-06,22.918
2021-12-07,23.706
2021-12-08,23.956
2021-12-09,23.704
2021-12-10,23.971
2021-12-11,23.971
2021-12-12,23.971
2021-12-13,24.128
2021-12-14,23.411
2021-12-15,23.678
2021-12-16,23.575
2021-12-17,22.47
2021-12-18,22.47
2021-12-19,22.47
2021-12-20,22.416
2021-12-21,22.749
2021-12-22,23.019
2021-12-23,23.314
2021-12-24,23.314
2021-12-25,23.314
2021-12-26,23.314
2021-12-27,23.447
2021-12-28,23.681
2021-12-29,23.707
2021-12-30,23.482
2021-12-31,23.583
2022-01-01,23.583
2022-01-02,23.583
2022-01-03,22.875
2022-01-04,23.005
2022-01-05,22.494
2022-01-06,22.541
2022-01-07,21.542
2022-01-08,21.542
2022-01-09,21.542
2022-01-10,21.005
2022-01-11,21.199
2022-01-12,21.088
2022-01-13,20.533
2022-01-14,20.096
2022-01-15,20.096
2022-01-16,20.096
2022-01-17,20.096
2022-01-18,19.384
2022-01-19,18.841
2022-01-20,18.435
2022-01-21,18.194
2022-01-22,18.194
2022-01-23,18.194
2022-01-24,18.882
2022-01-25,18.226
2022-01-26,18.27
2022-01-27,18.134
2022-01-28,18.87
2022-01-29,18.87
2022-01-30,18.87
2022-01-31,19.331
2022-02-01,19.529
2022-02-02,19.767
2022-02-03,18.822
2022-02-04,18.872
2022-02-05,18.872
2022-02-06,18.872
2022-02-07,18.901
2022-02-08,19.033
2022-02-09,19.382
2022-02-10,18.905
2022-02-11,18.4
2022-02-12,18.4
2022-02-13,18.4
2022-02-14,18.071
2022-02-15,18.215
2022-02-16,18.195
2022-02-17,17.396
2022-02-18,17.514
2022-02-19,17.514
2022-02-20,17.514
2022-02-21,17.514
2022-02-22,17.448
2022-02-23,17.113
2022-02-24,17.751
2022-02-25,17.968
2022-02-26,17.968
2022-02-27,17.968
2022-02-28,17.85
2022-03-01,17.907
2022-03-02,18.359
2022-03-03,18.33
2022-03-04,18.446
2022-03-05,18.446
2022-03-06,18.446
2022-03-07,17.649
2022-03-08,17.602
2022-03-09,18.233
2022-03-10,18.327
2022-03-11,18.14
2022-03-12,18.14
2022-03-13,18.14
2022-03-14,18.507
2022-03-15,18.699
2022-03-16,18.945
2022-03-17,19.853
2022-03-18,19.993
2022-03-19,19.993
2022-03-20,19.993
2022-03-21,19.722
2022-03-22,19.868
2022-03-23,19.621
2022-03-24,19.614
2022-03-25,19.525
2022-03-26,19.525
2022-03-27,19.525
2022-03-28,19.789
2022-03-29,20.31
2022-03-30,20.009
2022-03-31,19.582
2022-04-01,19.337
2022-04-02,19.337
2022-04-03,19.337
2022-04-04,19.367
2022-04-05,19.148
2022-04-06,18.421
2022-04-07,18.535
2022-04-08,18.512
2022-04-09,18.512
2022-04-10,18.512
2022-04-11,18.12
2022-04-12,18.031
2022-04-13,17.849
2022-04-14,17.967
2022-04-15,17.967
2022-04-16,17.967
2022-04-17,17.967
2022-04-18,17.718
2022-04-19,18.231
2022-04-20,18.58
2022-04-21,17.444
2022-04-22,17.535
2022-04-23,17.535
2022-04-24,17.535
2022-04-25,18.752
2022-04-26,18.238
2022-04-27,17.61
2022-04-28,18.13
2022-04-29,17.883
2022-04-30,17.883
2022-05-01,17.883
2022-05-02,18.057
2022-05-03,18.017
2022-05-04,18.708
2022-05-05,18.237
2022-05-06,17.963
2022-05-07,17.963
2022-05-08,17.963
2022-05-09,17.484
2022-05-10,17.551
2022-05-11,16.777
2022-05-12,16.873
2022-05-13,17.358
2022-05-14,17.358
2022-05-15,17.358
2022-05-16,17.165
2022-05-17,17.282
2022-05-18,16.472
2022-05-19,16.742
2022-05-20,17.044
2022-05-21,17.044
2022-05-22,17.044
2022-05-23,17.252
2022-05-24,16.807
2022-05-25,17.167
2022-05-26,17.747
2022-05-27,18.103
2022-05-28,18.103
2022-05-29,18.103
2022-05-30,18.103
2022-05-31,17.777
2022-06-01,17.426
2022-06-02,17.871
2022-06-03,17.6
2022-06-04,17.6
2022-06-05,17.6
2022-06-06,17.505
2022-06-07,17.598
2022-06-08,17.25
2022-06-09,16.879
2022-06-10,16.121
2022-06-11,16.121
2022-06-12,16.121
2022-06-13,15.791
2022-06-14,15.125
2022-06-15,15.681
2022-06-16,15.016
2022-06-17,15.469
2022-06-18,15.469
2022-06-19,15.469
2022-06-20,15.469
2022-06-21,15.665
2022-06-22,16.152
2022-06-23,16.292
2022-06-24,16.515
2022-06-25,16.515
2022-06-26,16.515
2022-06-27,16.525
2022-06-28,16.036
2022-06-29,16.099
2022-06-30,16.419
2022-07-01,16.758
2022-07-02,16.758
2022-07-03,16.758
2022-07-04,16.758
2022-07-05,16.71
2022-07-06,16.97
2022-07-07,17.157
2022-07-08,17.108
2022-07-09,17.108
2022-07-10,17.108
2022-07-11,17.04
2022-07-12,16.815
2022-07-13,16.586
2022-07-14,17.036
2022-07-15,17.306
2022-07-16,17.306
2022-07-17,17.306
2022-07-18,17.238
2022-07-19,18.195
2022-07-20,18.575
2022-07-21,18.509
2022-07-22,18.551
2022-07-23,18.551
2022-07-24,18.551
2022-07-25,18.449
2022-07-26,17.987
2022-07-27,18.62
2022-07-28,19.475
2022-07-29,19.607
2022-07-30,19.607
2022-07-31,19.607
2022-08-01,19.783
2022-08-02,19.363
2022-08-03,19.933
2022-08-04,20.006
2022-08-05,19.881
2022-08-06,19.881
2022-08-07,19.881
2022-08-08,19.942
2022-08-09,19.868
2022-08-10,20.546
2022-08-11,20.428
2022-08-12,20.805
2022-08-13,20.805
2022-08-14,20.805
2022-08-15,20.544
2022-08-16,20.147
2022-08-17,19.963
2022-08-18,19.848
2022-08-19,19.466
2022-08-20,19.466
2022-08-21,19.466
2022-08-22,19.376
2022-08-23,19.077
2022-08-24,19.203
2022-08-25,19.376
2022-08-26,18.388
2022-08-27,18.388
2022-08-28,18.388
2022-08-29,17.917
2022-08-30,17.703
2022-08-31,17.606
2022-09-01,17.728
2022-09-02,17.526
2022-09-03,17.526
2022-09-04,17.526
2022-09-05,17.526
2022-09-06,17.514
2022-09-07,18.085
2022-09-08,18.355
2022-09-09,18.429
2022-09-10,18.429
2022-09-11,18.429
2022-09-12,18.566
2022-09-13,17.884
2022-09-14,17.568
2022-09-15,17.481
2022-09-16,17.19
2022-09-17,17.19
2022-09-18,17.19
2022-09-19,17.13
2022-09-20,16.683
2022-09-21,16.575
2022-09-22,16.233
2022-09-23,16.48
2022-09-24,16.48
2022-09-25,16.48
2022-09-26,16.333
2022-09-27,16.021
2022-09-28,16.381
2022-09-29,15.81
2022-09-30,16.232
2022-10-01,16.232
2022-10-02,16.232
2022-10-03,16.413
2022-10-04,17.329
2022-10-05,17.109
2022-10-06,16.712
2022-10-07,16.185
2022-10-08,16.185
2022-10-09,16.185
2022-10-10,16.198
2022-10-11,15.744
2022-10-12,15.828
2022-10-13,15.85
2022-10-14,15.289
2022-10-15,15.289
2022-10-16,15.289
2022-10-17,15.905
2022-10-18,16.134
2022-10-19,15.796
2022-10-20,15.024
2022-10-21,15.318
2022-10-22,15.318
2022-10-23,15.318
2022-10-24,15.799
2022-10-25,16.25
2022-10-26,16.603
2022-10-27,16.772
2022-10-28,17.209
2022-10-29,17.209
2022-10-30,17.209
2022-10-31,17.073
2022-11-01,17.018
2022-11-02,16.703
2022-11-03,16.485
2022-11-04,16.83
2022-11-05,16.83
2022-11-06,16.83
2022-11-07,17.104
2022-11-08,17.321
2022-11-09,17.039
2022-11-10,19.381
2022-11-11,20.018
2022-11-12,20.018
2022-11-13,20.018
2022-11-14,20.489
2022-11-15,21.351
2022-11-16,20.945
2022-11-17,20.517
2022-11-18,20.761
2022-11-19,20.761
2022-11-20,20.761
2022-11-21,20.389
2022-11-22,20.155
2022-11-23,20.686
2022-11-24,20.686
2022-11-25,20.976
2022-11-26,20.976
2022-11-27,20.976
2022-11-28,19.967
2022-11-29,19.798
2022-11-30,20.684
2022-12-01,21.195
2022-12-02,21.104
2022-12-03,21.104
2022-12-04,21.104
2022-12-05,20.301
2022-12-06,20.341
2022-12-07,20.318
2022-12-08,20.758
2022-12-09,20.721
2022-12-10,20.721
2022-12-11,20.721
2022-12-12,20.848
2022-12-13,21.719
2022-12-14,21.298
2022-12-15,20.759
2022-12-16,20.138
2022-12-17,20.138
2022-12-18,20.138
2022-12-19,20.062
2022-12-20,19.994
2022-12-21,20.711
2022-12-22,20.416
2022-12-23,20.575
2022-12-24,20.575
2022-12-25,20.575
2022-12-26,20.575
2022-12-27,20.429
2022-12-28,19.994
2022-12-29,20.687
2022-12-30,20.431
2022-12-31,20.431
2023-01-01,20.431
2023-01-02,20.431
2023-01-03,20.846
2023-01-04,21.479
2023-01-05,20.796
2023-01-06,21.708
2023-01-07,21.708
2023-01-08,21.708
2023-01-09,21.696
2023-01-10,21.734
2023-01-11,22.637
2023-01-12,22.921
2023-01-13,23.006
2023-01-14,23.006
2023-01-15,23.006
2023-01-16,23.006
2023-01-17,22.958
2023-01-18,23.121
2023-01-19,23.056
2023-01-20,23.612
2023-01-21,23.612
2023-01-22,23.612
2023-01-23,23.554
2023-01-24,23.537
2023-01-25,22.828
2023-01-26,23.028
2023-01-27,23.14
2023-01-28,23.14
2023-01-29,23.14
2023-01-30,23.046
2023-01-31,23.56
2023-02-01,23.817
2023-02-02,24.456
2023-02-03,24.011
2023-02-04,24.011
2023-02-05,24.011
2023-02-06,23.609
2023-02-07,23.686
2023-02-08,23.396
2023-02-09,22.502
2023-02-10,22.401
2023-02-11,22.401
2023-02-12,22.401
2023-02-13,23.273
2023-02-14,23.29
2023-02-15,23.776
2023-02-16,23.344
2023-02-17,23.203
2023-02-18,23.203
2023-02-19,23.203
2023-02-20,23.203
2023-02-21,22.38
2023-02-22,22.744
2023-02-23,22.666
2023-02-24,22.09
2023-02-25,22.09
2023-02-26,22.09
2023-02-27,22.04
2023-02-28,22.353
2023-03-01,22.156
2023-03-02,22.289
2023-03-03,22.904
2023-03-04,22.904
2023-03-05,22.904
2023-03-06,22.671
2023-03-07,22.071
2023-03-08,22.069
2023-03-09,21.764
2023-03-10,21.317
2023-03-11,21.317
2023-03-12,21.317
2023-03-13,21.522
2023-03-14,21.892
2023-03-15,21.993
2023-03-16,22.149
2023-03-17,22.172
2023-03-18,22.172
2023-03-19,22.172
2023-03-20,22.171
2023-03-21,22.396
2023-03-22,21.757
2023-03-23,21.621
2023-03-24,21.814
2023-03-25,21.814
2023-03-26,21.814
2023-03-27,21.815
2023-03-28,21.576
2023-03-29,21.94
2023-03-30,22.047
2023-03-31,22.408
2023-04-01,22.408
2023-04-02,22.408
2023-04-03,22.341
2023-04-04,22.327
2023-04-05,22.028
2023-04-06,21.697
2023-04-07,21.697
2023-04-08,21.697
2023-04-09,21.697
2023-04-10,21.859
2023-04-11,22.17
2023-04-12,21.619
2023-04-13,21.899
2023-04-14,21.43
2023-04-15,21.43
2023-04-16,21.43
2023-04-17,21.56
2023-04-18,21.358
2023-04-19,21.51
2023-04-20,22.355
2023-04-21,22.402
2023-04-22,22.402
2023-04-23,22.402
2023-04-24,22.199
2023-04-25,21.82
2023-04-26,21.875
2023-04-27,22.655
2023-04-28,22.948
2023-04-29,22.948
2023-04-30,22.948
2023-05-01,22.619
2023-05-02,21.951
2023-05-03,22.26
2023-05-04,21.953
2023-05-05,22.272
2023-05-06,22.272
2023-05-07,22.272
2023-05-08,22.33
2023-05-09,22.181
2023-05-10,22.638
2023-05-11,22.668
2023-05-12,22.593
2023-05-13,22.593
2023-05-14,22.593
2023-05-15,22.773
2023-05-16,22.5
2023-05-17,22.733
2023-05-18,23.262
2023-05-19,23.282
2023-05-20,23.282
2023-05-21,23.282
2023-05-22,23.857
2023-05-23,23.275
2023-05-24,23.061
2023-05-25,22.993
2023-05-26,23.383
2023-05-27,23.383
2023-05-28,23.383
2023-05-29,23.383
2023-05-30,23.396
2023-05-31,23.159
2023-06-01,23.156
2023-06-02,23.722
2023-06-03,23.722
2023-06-04,23.722
2023-06-05,23.746
2023-06-06,24.377
2023-06-07,24.635
2023-06-08,24.871
2023-06-09,24.873
2023-06-10,24.873
2023-06-11,24.873
2023-06-12,25.423
2023-06-13,25.866
2023-06-14,25.525
2023-06-15,25.824
2023-06-16,25.532
2023-06-17,25.532
2023-06-18,25.532
2023-06-19,25.532
2023-06-20,25.309
2023-06-21,25.42
2023-06-22,25.163
