,NWE US Equity
2020-09-06,15.41
2020-09-07,15.41
2020-09-08,15.41
2020-09-09,15.41
2020-09-10,15.41
2020-09-11,15.41
2020-09-12,15.41
2020-09-13,15.41
2020-09-14,15.41
2020-09-15,15.41
2020-09-16,15.41
2020-09-17,15.41
2020-09-18,15.41
2020-09-19,15.41
2020-09-20,15.41
2020-09-21,15.41
2020-09-22,15.41
2020-09-23,15.41
2020-09-24,15.41
2020-09-25,15.41
2020-09-26,15.41
2020-09-27,15.41
2020-09-28,15.41
2020-09-29,15.41
2020-09-30,15.41
2020-10-01,15.41
2020-10-02,15.41
2020-10-03,15.41
2020-10-04,15.41
2020-10-05,15.41
2020-10-06,15.41
2020-10-07,15.41
2020-10-08,15.41
2020-10-09,15.41
2020-10-10,15.41
2020-10-11,15.41
2020-10-12,15.41
2020-10-13,15.41
2020-10-14,15.41
2020-10-15,15.41
2020-10-16,15.41
2020-10-17,15.41
2020-10-18,15.41
2020-10-19,15.41
2020-10-20,15.41
2020-10-21,15.41
2020-10-22,15.41
2020-10-23,15.41
2020-10-24,15.41
2020-10-25,15.41
2020-10-26,15.41
2020-10-27,15.41
2020-10-28,15.41
2020-10-29,15.41
2020-10-30,15.41
2020-10-31,15.41
2020-11-01,15.41
2020-11-02,15.41
2020-11-03,15.41
2020-11-04,15.41
2020-11-05,15.41
2020-11-06,15.41
2020-11-07,15.41
2020-11-08,15.41
2020-11-09,15.41
2020-11-10,15.41
2020-11-11,15.41
2020-11-12,15.41
2020-11-13,15.41
2020-11-14,15.41
2020-11-15,15.41
2020-11-16,15.41
2020-11-17,15.41
2020-11-18,15.41
2020-11-19,15.41
2020-11-20,15.41
2020-11-21,15.41
2020-11-22,15.41
2020-11-23,15.41
2020-11-24,15.41
2020-11-25,15.41
2020-11-26,15.41
2020-11-27,15.41
2020-11-28,15.41
2020-11-29,15.41
2020-11-30,15.41
2020-12-01,15.41
2020-12-02,15.41
2020-12-03,15.41
2020-12-04,15.41
2020-12-05,15.41
2020-12-06,15.41
2020-12-07,15.41
2020-12-08,15.41
2020-12-09,15.41
2020-12-10,15.41
2020-12-11,15.41
2020-12-12,15.41
2020-12-13,15.41
2020-12-14,15.41
2020-12-15,15.41
2020-12-16,15.41
2020-12-17,15.41
2020-12-18,15.41
2020-12-19,15.41
2020-12-20,15.41
2020-12-21,15.41
2020-12-22,15.41
2020-12-23,15.41
2020-12-24,15.41
2020-12-25,15.41
2020-12-26,15.41
2020-12-27,15.41
2020-12-28,15.41
2020-12-29,15.41
2020-12-30,15.41
2020-12-31,15.41
2021-01-01,15.41
2021-01-02,15.41
2021-01-03,15.41
2021-01-04,15.41
2021-01-05,15.41
2021-01-06,15.41
2021-01-07,15.41
2021-01-08,15.41
2021-01-09,15.41
2021-01-10,15.41
2021-01-11,15.41
2021-01-12,15.41
2021-01-13,15.41
2021-01-14,15.41
2021-01-15,15.41
2021-01-16,15.41
2021-01-17,15.41
2021-01-18,15.41
2021-01-19,15.41
2021-01-20,15.41
2021-01-21,15.41
2021-01-22,15.41
2021-01-23,15.41
2021-01-24,15.41
2021-01-25,15.41
2021-01-26,15.41
2021-01-27,15.41
2021-01-28,15.41
2021-01-29,15.41
2021-01-30,15.41
2021-01-31,15.41
2021-02-01,15.41
2021-02-02,15.41
2021-02-03,15.41
2021-02-04,15.41
2021-02-05,15.41
2021-02-06,15.41
2021-02-07,15.41
2021-02-08,15.41
2021-02-09,15.41
2021-02-10,15.41
2021-02-11,15.41
2021-02-12,15.41
2021-02-13,15.41
2021-02-14,15.41
2021-02-15,15.41
2021-02-16,15.41
2021-02-17,15.41
2021-02-18,15.41
2021-02-19,15.41
2021-02-20,15.41
2021-02-21,15.41
2021-02-22,15.41
2021-02-23,15.41
2021-02-24,15.41
2021-02-25,15.41
2021-02-26,15.41
2021-02-27,15.41
2021-02-28,15.41
2021-03-01,15.41
2021-03-02,15.41
2021-03-03,15.41
2021-03-04,15.41
2021-03-05,15.41
2021-03-06,15.41
2021-03-07,15.41
2021-03-08,15.41
2021-03-09,15.41
2021-03-10,15.41
2021-03-11,15.41
2021-03-12,15.41
2021-03-13,15.41
2021-03-14,15.41
2021-03-15,15.41
2021-03-16,15.41
2021-03-17,15.41
2021-03-18,15.41
2021-03-19,15.41
2021-03-20,15.41
2021-03-21,15.41
2021-03-22,15.41
2021-03-23,15.41
2021-03-24,15.41
2021-03-25,15.41
2021-03-26,15.41
2021-03-27,15.41
2021-03-28,15.41
2021-03-29,15.41
2021-03-30,15.41
2021-03-31,15.41
2021-04-01,13.947
2021-04-02,13.947
2021-04-03,13.947
2021-04-04,13.947
2021-04-05,14.214
2021-04-06,14.186
2021-04-07,14.16
2021-04-08,14.253
2021-04-09,14.414
2021-04-10,14.414
2021-04-11,14.414
2021-04-12,14.569
2021-04-13,14.496
2021-04-14,14.58
2021-04-15,14.675
2021-04-16,14.856
2021-04-17,14.856
2021-04-18,14.856
2021-04-19,14.794
2021-04-20,15.027
2021-04-21,15.014
2021-04-22,14.787
2021-04-23,14.724
2021-04-24,14.724
2021-04-25,14.724
2021-04-26,14.508
2021-04-27,14.301
2021-04-28,14.217
2021-04-29,14.464
2021-04-30,14.679
2021-05-01,14.679
2021-05-02,14.679
2021-05-03,14.633
2021-05-04,14.599
2021-05-05,14.625
2021-05-06,14.776
2021-05-07,14.616
2021-05-08,14.616
2021-05-09,14.616
2021-05-10,14.739
2021-05-11,14.452
2021-05-12,14.063
2021-05-13,14.262
2021-05-14,14.24
2021-05-15,14.24
2021-05-16,14.24
2021-05-17,13.999
2021-05-18,13.901
2021-05-19,13.772
2021-05-20,13.848
2021-05-21,13.809
2021-05-22,13.809
2021-05-23,13.809
2021-05-24,13.953
2021-05-25,13.835
2021-05-26,13.813
2021-05-27,13.781
2021-05-28,13.857
2021-05-29,13.857
2021-05-30,13.857
2021-05-31,13.857
2021-06-01,13.866
2021-06-02,13.837
2021-06-03,13.916
2021-06-04,13.921
2021-06-05,13.921
2021-06-06,13.921
2021-06-07,13.962
2021-06-08,13.936
2021-06-09,14.144
2021-06-10,14.185
2021-06-11,14.242
2021-06-12,14.242
2021-06-13,14.242
2021-06-14,14.189
2021-06-15,14.293
2021-06-16,14.112
2021-06-17,14.099
2021-06-18,13.535
2021-06-19,13.535
2021-06-20,13.535
2021-06-21,13.756
2021-06-22,13.61
2021-06-23,13.467
2021-06-24,13.454
2021-06-25,13.493
2021-06-26,13.493
2021-06-27,13.493
2021-06-28,13.46
2021-06-29,13.184
2021-06-30,13.299
2021-07-01,13.463
2021-07-02,13.343
2021-07-03,13.343
2021-07-04,13.343
2021-07-05,13.343
2021-07-06,13.292
2021-07-07,13.491
2021-07-08,13.312
2021-07-09,13.434
2021-07-10,13.434
2021-07-11,13.434
2021-07-12,13.564
2021-07-13,13.5
2021-07-14,13.595
2021-07-15,13.871
2021-07-16,13.875
2021-07-17,13.875
2021-07-18,13.875
2021-07-19,13.509
2021-07-20,13.752
2021-07-21,13.679
2021-07-22,13.577
2021-07-23,13.911
2021-07-24,13.911
2021-07-25,13.911
2021-07-26,13.834
2021-07-27,13.851
2021-07-28,14.032
2021-07-29,13.674
2021-07-30,13.571
2021-07-31,13.571
2021-08-01,13.571
2021-08-02,13.556
2021-08-03,13.676
2021-08-04,13.56
2021-08-05,13.772
2021-08-06,13.702
2021-08-07,13.702
2021-08-08,13.702
2021-08-09,13.65
2021-08-10,13.704
2021-08-11,13.812
2021-08-12,13.763
2021-08-13,13.904
2021-08-14,13.904
2021-08-15,13.904
2021-08-16,14.045
2021-08-17,14.299
2021-08-18,14.012
2021-08-19,14.048
2021-08-20,14.217
2021-08-21,14.217
2021-08-22,14.217
2021-08-23,14.094
2021-08-24,13.962
2021-08-25,13.986
2021-08-26,13.86
2021-08-27,14.087
2021-08-28,14.087
2021-08-29,14.087
2021-08-30,14.012
2021-08-31,14.003
2021-09-01,14.173
2021-09-02,14.248
2021-09-03,14.268
2021-09-04,14.268
2021-09-05,14.268
2021-09-06,14.268
2021-09-07,14.171
2021-09-08,14.38
2021-09-09,14.217
2021-09-10,13.81
2021-09-11,13.81
2021-09-12,13.81
2021-09-13,13.812
2021-09-14,13.752
2021-09-15,13.814
2021-09-16,13.607
2021-09-17,13.374
2021-09-18,13.374
2021-09-19,13.374
2021-09-20,13.336
2021-09-21,13.245
2021-09-22,13.147
2021-09-23,12.989
2021-09-24,13.085
2021-09-25,13.085
2021-09-26,13.085
2021-09-27,13.116
2021-09-28,12.893
2021-09-29,13.067
2021-09-30,12.742
2021-10-01,12.885
2021-10-02,12.885
2021-10-03,12.885
2021-10-04,13.103
2021-10-05,13.054
2021-10-06,13.26
2021-10-07,13.234
2021-10-08,13.091
2021-10-09,13.091
2021-10-10,13.091
2021-10-11,12.785
2021-10-12,12.865
2021-10-13,12.84
2021-10-14,12.871
2021-10-15,12.711
2021-10-16,12.711
2021-10-17,12.711
2021-10-18,12.355
2021-10-19,12.497
2021-10-20,12.581
2021-10-21,12.364
2021-10-22,12.403
2021-10-23,12.403
2021-10-24,12.403
2021-10-25,12.418
2021-10-26,12.66
2021-10-27,12.698
2021-10-28,12.785
2021-10-29,12.667
2021-10-30,12.667
2021-10-31,12.667
2021-11-01,12.927
2021-11-02,12.834
2021-11-03,12.9
2021-11-04,12.84
2021-11-05,13.085
2021-11-06,13.085
2021-11-07,13.085
2021-11-08,12.611
2021-11-09,12.669
2021-11-10,12.985
2021-11-11,12.921
2021-11-12,12.849
2021-11-13,12.849
2021-11-14,12.849
2021-11-15,13.023
2021-11-16,12.341
2021-11-17,13.74
2021-11-18,13.743
2021-11-19,13.753
2021-11-20,13.753
2021-11-21,13.753
2021-11-22,14.142
2021-11-23,14.137
2021-11-24,14.235
2021-11-25,14.235
2021-11-26,13.948
2021-11-27,13.948
2021-11-28,13.948
2021-11-29,14.101
2021-11-30,13.881
2021-12-01,13.916
2021-12-02,13.986
2021-12-03,13.981
2021-12-04,13.981
2021-12-05,13.981
2021-12-06,14.287
2021-12-07,14.112
2021-12-08,14.219
2021-12-09,14.117
2021-12-10,14.177
2021-12-11,14.177
2021-12-12,14.177
2021-12-13,14.031
2021-12-14,14.036
2021-12-15,14.285
2021-12-16,14.209
2021-12-17,14.024
2021-12-18,14.024
2021-12-19,14.024
2021-12-20,13.942
2021-12-21,13.836
2021-12-22,14.082
2021-12-23,14.085
2021-12-24,14.085
2021-12-25,14.085
2021-12-26,14.085
2021-12-27,14.158
2021-12-28,14.402
2021-12-29,14.493
2021-12-30,14.577
2021-12-31,14.508
2022-01-01,14.508
2022-01-02,14.508
2022-01-03,14.425
2022-01-04,14.496
2022-01-05,14.468
2022-01-06,14.463
2022-01-07,14.552
2022-01-08,14.552
2022-01-09,14.552
2022-01-10,14.491
2022-01-11,14.262
2022-01-12,13.572
2022-01-13,14.447
2022-01-14,14.722
2022-01-15,14.722
2022-01-16,14.722
2022-01-17,14.722
2022-01-18,14.734
2022-01-19,14.607
2022-01-20,14.007
2022-01-21,13.925
2022-01-22,13.925
2022-01-23,13.925
2022-01-24,13.91
2022-01-25,13.988
2022-01-26,14.107
2022-01-27,14.102
2022-01-28,14.225
2022-01-29,14.225
2022-01-30,14.225
2022-01-31,14.029
2022-02-01,14.14
2022-02-02,14.142
2022-02-03,14.101
2022-02-04,14.022
2022-02-05,14.022
2022-02-06,14.022
2022-02-07,14.029
2022-02-08,14.13
2022-02-09,14.183
2022-02-10,13.709
2022-02-11,13.839
2022-02-12,13.839
2022-02-13,13.839
2022-02-14,13.836
2022-02-15,13.88
2022-02-16,13.911
2022-02-17,14.197
2022-02-18,14.252
2022-02-19,14.252
2022-02-20,14.252
2022-02-21,14.252
2022-02-22,14.75
2022-02-23,14.383
2022-02-24,14.398
2022-02-25,14.951
2022-02-26,14.951
2022-02-27,14.951
2022-02-28,15.0
2022-03-01,14.673
2022-03-02,14.854
2022-03-03,15.043
2022-03-04,15.328
2022-03-05,15.328
2022-03-06,15.328
2022-03-07,15.323
2022-03-08,15.219
2022-03-09,14.978
2022-03-10,14.833
2022-03-11,14.793
2022-03-12,14.793
2022-03-13,14.793
2022-03-14,14.659
2022-03-15,14.756
2022-03-16,14.634
2022-03-17,14.411
2022-03-18,14.235
2022-03-19,14.235
2022-03-20,14.235
2022-03-21,14.404
2022-03-22,14.258
2022-03-23,14.292
2022-03-24,14.292
2022-03-25,14.646
2022-03-26,14.646
2022-03-27,14.646
2022-03-28,14.674
2022-03-29,14.89
2022-03-30,14.862
2022-03-31,15.009
2022-04-01,15.162
2022-04-02,15.162
2022-04-03,15.162
2022-04-04,14.922
2022-04-05,15.13
2022-04-06,15.445
2022-04-07,15.061
2022-04-08,15.12
2022-04-09,15.12
2022-04-10,15.12
2022-04-11,14.912
2022-04-12,15.033
2022-04-13,14.76
2022-04-14,14.847
2022-04-15,14.847
2022-04-16,14.847
2022-04-17,14.847
2022-04-18,14.857
2022-04-19,15.269
2022-04-20,15.473
2022-04-21,15.552
2022-04-22,15.333
2022-04-23,15.333
2022-04-24,15.333
2022-04-25,14.74
2022-04-26,14.725
2022-04-27,14.611
2022-04-28,14.631
2022-04-29,14.108
2022-04-30,14.108
2022-05-01,14.108
2022-05-02,13.72
2022-05-03,14.125
2022-05-04,14.559
2022-05-05,14.389
2022-05-06,14.47
2022-05-07,14.47
2022-05-08,14.47
2022-05-09,14.524
2022-05-10,14.44
2022-05-11,14.529
2022-05-12,14.44
2022-05-13,14.613
2022-05-14,14.613
2022-05-15,14.613
2022-05-16,14.886
2022-05-17,15.093
2022-05-18,15.238
2022-05-19,15.043
2022-05-20,14.95
2022-05-21,14.95
2022-05-22,14.95
2022-05-23,15.024
2022-05-24,15.295
2022-05-25,15.339
2022-05-26,15.359
2022-05-27,15.465
2022-05-28,15.465
2022-05-29,15.465
2022-05-30,15.465
2022-05-31,15.107
2022-06-01,15.051
2022-06-02,14.94
2022-06-03,14.903
2022-06-04,14.903
2022-06-05,14.903
2022-06-06,15.132
2022-06-07,15.209
2022-06-08,14.945
2022-06-09,14.743
2022-06-10,14.758
2022-06-11,14.758
2022-06-12,14.758
2022-06-13,14.149
2022-06-14,13.784
2022-06-15,14.011
2022-06-16,13.722
2022-06-17,13.615
2022-06-18,13.615
2022-06-19,13.615
2022-06-20,13.615
2022-06-21,13.702
2022-06-22,13.961
2022-06-23,14.196
2022-06-24,14.483
2022-06-25,14.483
2022-06-26,14.483
2022-06-27,14.7
2022-06-28,14.68
2022-06-29,14.677
2022-06-30,14.7
2022-07-01,15.089
2022-07-02,15.089
2022-07-03,15.089
2022-07-04,15.089
2022-07-05,14.353
2022-07-06,14.5
2022-07-07,14.256
2022-07-08,14.178
2022-07-09,14.178
2022-07-10,14.178
2022-07-11,14.373
2022-07-12,14.311
2022-07-13,14.186
2022-07-14,14.233
2022-07-15,14.291
2022-07-16,14.291
2022-07-17,14.291
2022-07-18,13.999
2022-07-19,14.129
2022-07-20,13.747
2022-07-21,13.5
2022-07-22,13.595
2022-07-23,13.595
2022-07-24,13.595
2022-07-25,13.812
2022-07-26,13.782
2022-07-27,13.739
2022-07-28,13.932
2022-07-29,13.832
2022-07-30,13.832
2022-07-31,13.832
2022-08-01,13.528
2022-08-02,13.553
2022-08-03,13.473
2022-08-04,13.575
2022-08-05,13.558
2022-08-06,13.558
2022-08-07,13.558
2022-08-08,13.655
2022-08-09,13.74
2022-08-10,13.794
2022-08-11,13.695
2022-08-12,13.909
2022-08-13,13.909
2022-08-14,13.909
2022-08-15,14.013
2022-08-16,13.998
2022-08-17,13.993
2022-08-18,14.008
2022-08-19,14.003
2022-08-20,14.003
2022-08-21,14.003
2022-08-22,13.844
2022-08-23,13.817
2022-08-24,13.73
2022-08-25,13.799
2022-08-26,13.794
2022-08-27,13.794
2022-08-28,13.794
2022-08-29,13.643
2022-08-30,13.501
2022-08-31,13.18
2022-09-01,13.364
2022-09-02,13.267
2022-09-03,13.267
2022-09-04,13.267
2022-09-05,13.267
2022-09-06,13.225
2022-09-07,13.491
2022-09-08,13.583
2022-09-09,14.074
2022-09-10,14.074
2022-09-11,14.074
2022-09-12,14.202
2022-09-13,13.825
2022-09-14,14.041
2022-09-15,13.814
2022-09-16,13.843
2022-09-17,13.843
2022-09-18,13.843
2022-09-19,13.969
2022-09-20,13.837
2022-09-21,13.67
2022-09-22,13.732
2022-09-23,13.595
2022-09-24,13.595
2022-09-25,13.595
2022-09-26,13.262
2022-09-27,12.883
2022-09-28,13.076
2022-09-29,12.973
2022-09-30,12.713
2022-10-01,12.713
2022-10-02,12.713
2022-10-03,13.105
2022-10-04,13.342
2022-10-05,13.022
2022-10-06,12.924
2022-10-07,12.849
2022-10-08,12.849
2022-10-09,12.849
2022-10-10,12.832
2022-10-11,13.086
2022-10-12,12.871
2022-10-13,13.216
2022-10-14,13.094
2022-10-15,13.094
2022-10-16,13.094
2022-10-17,13.293
2022-10-18,13.491
2022-10-19,13.397
2022-10-20,13.268
2022-10-21,13.532
2022-10-22,13.532
2022-10-23,13.532
2022-10-24,13.465
2022-10-25,13.286
2022-10-26,13.617
2022-10-27,13.982
2022-10-28,14.04
2022-10-29,14.04
2022-10-30,14.04
2022-10-31,13.882
2022-11-01,13.856
2022-11-02,13.867
2022-11-03,13.633
2022-11-04,13.775
2022-11-05,13.775
2022-11-06,13.775
2022-11-07,13.471
2022-11-08,13.513
2022-11-09,13.502
2022-11-10,14.139
2022-11-11,13.935
2022-11-12,13.935
2022-11-13,13.935
2022-11-14,13.917
2022-11-15,14.061
2022-11-16,14.071
2022-11-17,13.922
2022-11-18,14.559
2022-11-19,14.559
2022-11-20,14.559
2022-11-21,14.679
2022-11-22,14.915
2022-11-23,14.921
2022-11-24,14.921
2022-11-25,15.214
2022-11-26,15.214
2022-11-27,15.214
2022-11-28,15.081
2022-11-29,14.981
2022-11-30,15.314
2022-12-01,15.044
2022-12-02,15.248
2022-12-03,15.248
2022-12-04,15.248
2022-12-05,15.262
2022-12-06,15.146
2022-12-07,15.07
2022-12-08,15.303
2022-12-09,15.13
2022-12-10,15.13
2022-12-11,15.13
2022-12-12,15.275
2022-12-13,15.34
2022-12-14,15.359
2022-12-15,15.07
2022-12-16,15.03
2022-12-17,15.03
2022-12-18,15.03
2022-12-19,14.685
2022-12-20,14.664
2022-12-21,14.884
2022-12-22,14.951
2022-12-23,15.119
2022-12-24,15.119
2022-12-25,15.119
2022-12-26,15.119
2022-12-27,15.305
2022-12-28,15.277
2022-12-29,15.465
2022-12-30,15.339
2022-12-31,15.339
2023-01-01,15.339
2023-01-02,15.339
2023-01-03,15.455
2023-01-04,15.349
2023-01-05,15.101
2023-01-06,15.315
2023-01-07,15.315
2023-01-08,15.315
2023-01-09,15.142
2023-01-10,15.046
2023-01-11,15.163
2023-01-12,15.269
2023-01-13,15.147
2023-01-14,15.147
2023-01-15,15.147
2023-01-16,15.147
2023-01-17,15.037
2023-01-18,14.627
2023-01-19,14.441
2023-01-20,14.415
2023-01-21,14.415
2023-01-22,14.415
2023-01-23,14.493
2023-01-24,14.779
2023-01-25,14.615
2023-01-26,14.74
2023-01-27,14.761
2023-01-28,14.761
2023-01-29,14.761
2023-01-30,14.55
2023-01-31,14.779
2023-02-01,14.972
2023-02-02,15.305
2023-02-03,14.995
2023-02-04,14.995
2023-02-05,14.995
2023-02-06,14.899
2023-02-07,14.915
2023-02-08,14.704
2023-02-09,14.345
2023-02-10,14.704
2023-02-11,14.704
2023-02-12,14.704
2023-02-13,14.798
2023-02-14,14.678
2023-02-15,14.792
2023-02-16,14.811
2023-02-17,15.217
2023-02-18,15.217
2023-02-19,15.217
2023-02-20,15.217
2023-02-21,15.178
2023-02-22,15.105
2023-02-23,15.06
2023-02-24,15.084
2023-02-25,15.084
2023-02-26,15.084
2023-02-27,15.099
2023-02-28,15.068
2023-03-01,14.865
2023-03-02,15.036
2023-03-03,15.11
2023-03-04,15.11
2023-03-05,15.11
2023-03-06,15.094
2023-03-07,14.829
2023-03-08,14.994
2023-03-09,14.793
2023-03-10,14.623
2023-03-11,14.623
2023-03-12,14.623
2023-03-13,14.706
2023-03-14,14.971
2023-03-15,15.019
2023-03-16,15.151
2023-03-17,14.953
2023-03-18,14.953
2023-03-19,14.953
2023-03-20,15.162
2023-03-21,14.836
2023-03-22,14.542
2023-03-23,14.171
2023-03-24,14.614
2023-03-25,14.614
2023-03-26,14.614
2023-03-27,14.788
2023-03-28,14.945
2023-03-29,15.141
2023-03-30,15.239
2023-03-31,15.356
2023-04-01,15.356
2023-04-02,15.356
2023-04-03,15.231
2023-04-04,15.526
2023-04-05,15.873
2023-04-06,16.158
2023-04-07,16.158
2023-04-08,16.158
2023-04-09,16.158
2023-04-10,16.095
2023-04-11,16.013
2023-04-12,15.918
2023-04-13,15.733
2023-04-14,15.464
2023-04-15,15.464
2023-04-16,15.464
2023-04-17,15.601
2023-04-18,15.486
2023-04-19,15.565
2023-04-20,15.61
2023-04-21,15.626
2023-04-22,15.626
2023-04-23,15.626
2023-04-24,15.694
2023-04-25,15.615
2023-04-26,15.31
2023-04-27,15.534
2023-04-28,15.442
2023-04-29,15.442
2023-04-30,15.442
2023-05-01,15.517
2023-05-02,15.328
2023-05-03,15.499
2023-05-04,15.62
2023-05-05,15.72
2023-05-06,15.72
2023-05-07,15.72
2023-05-08,15.686
2023-05-09,15.673
2023-05-10,15.717
2023-05-11,15.562
2023-05-12,15.628
2023-05-13,15.628
2023-05-14,15.628
2023-05-15,15.507
2023-05-16,15.391
2023-05-17,15.459
2023-05-18,15.461
2023-05-19,15.379
2023-05-20,15.379
2023-05-21,15.379
2023-05-22,15.366
2023-05-23,15.276
2023-05-24,15.263
2023-05-25,14.966
2023-05-26,14.865
2023-05-27,14.865
2023-05-28,14.865
2023-05-29,14.865
2023-05-30,14.995
2023-05-31,14.99
2023-06-01,14.836
2023-06-02,15.265
2023-06-03,15.265
2023-06-04,15.265
2023-06-05,15.053
2023-06-06,15.241
2023-06-07,15.615
2023-06-08,15.663
2023-06-09,15.66
2023-06-10,15.66
2023-06-11,15.66
2023-06-12,15.636
2023-06-13,15.7
2023-06-14,15.542
2023-06-15,15.638
2023-06-16,15.726
2023-06-17,15.726
2023-06-18,15.726
2023-06-19,15.726
2023-06-20,15.651
2023-06-21,15.721
2023-06-22,15.49
2023-06-23,15.055
2023-06-24,15.055
2023-06-25,15.055
2023-06-26,15.291
