,1812209D US Equity
,BEST_PE_RATIO
2020-01-01,24.401
2020-01-02,25.019
2020-01-03,24.993
2020-01-04,24.993
2020-01-05,24.993
2020-01-06,25.058
2020-01-07,24.909
2020-01-08,25.275
2020-01-09,25.483
2020-01-10,25.893
2020-01-11,25.893
2020-01-12,25.893
2020-01-13,26.621
2020-01-14,26.663
2020-01-15,27.073
2020-01-16,27.474
2020-01-17,27.076
2020-01-18,27.076
2020-01-19,27.076
2020-01-20,27.076
2020-01-21,26.672
2020-01-22,26.615
2020-01-23,26.291
2020-01-24,25.429
2020-01-25,25.429
2020-01-26,25.429
2020-01-27,25.067
2020-01-28,24.951
2020-01-29,24.08
2020-01-30,24.086
2020-01-31,23.245
2020-02-01,23.245
2020-02-02,23.245
2020-02-03,22.802
2020-02-04,23.427
2020-02-05,22.061
2020-02-06,23.08
2020-02-07,22.569
2020-02-08,22.569
2020-02-09,22.569
2020-02-10,22.006
2020-02-11,21.649
2020-02-12,21.916
2020-02-13,21.832
2020-02-14,22.206
2020-02-15,22.206
2020-02-16,22.206
2020-02-17,22.206
2020-02-18,22.264
2020-02-19,22.038
2020-02-20,21.814
2020-02-21,21.335
2020-02-22,21.335
2020-02-23,21.335
2020-02-24,20.363
2020-02-25,19.666
2020-02-26,19.17
2020-02-27,18.81
2020-02-28,18.868
2020-02-29,18.868
2020-03-01,18.868
2020-03-02,19.779
2020-03-03,19.1
2020-03-04,19.756
2020-03-05,19.335
2020-03-06,19.03
2020-03-07,19.03
2020-03-08,19.03
2020-03-09,18.589
2020-03-10,19.106
2020-03-11,18.293
2020-03-12,16.711
2020-03-13,17.553
2020-03-14,17.553
2020-03-15,17.553
2020-03-16,15.788
2020-03-17,16.552
2020-03-18,15.094
2020-03-19,14.734
2020-03-20,13.745
2020-03-21,13.745
2020-03-22,13.745
2020-03-23,14.139
2020-03-24,16.795
2020-03-25,19.042
2020-03-26,18.456
2020-03-27,18.136
2020-03-28,18.136
2020-03-29,18.136
2020-03-30,19.353
2020-03-31,19.17
2020-04-01,17.884
2020-04-02,19.404
2020-04-03,19.875
2020-04-04,19.875
2020-04-05,19.875
2020-04-06,21.345
2020-04-07,21.897
2020-04-08,21.594
2020-04-09,21.251
2020-04-10,21.251
2020-04-11,21.251
2020-04-12,21.251
2020-04-13,21.367
2020-04-14,22.858
2020-04-15,23.242
2020-04-16,24.608
2020-04-17,24.961
2020-04-18,24.961
2020-04-19,24.961
2020-04-20,24.97
2020-04-21,23.994
2020-04-22,24.97
2020-04-23,25.08
2020-04-24,25.345
2020-04-25,25.345
2020-04-26,25.345
2020-04-27,24.456
2020-04-28,23.476
2020-04-29,24.833
2020-04-30,24.012
2020-05-01,23.289
2020-05-02,23.289
2020-05-03,23.289
2020-05-04,24.081
2020-05-05,24.992
2020-05-06,25.429
2020-05-07,24.055
2020-05-08,23.287
2020-05-09,23.287
2020-05-10,23.287
2020-05-11,23.272
2020-05-12,22.655
2020-05-13,21.761
2020-05-14,22.524
2020-05-15,22.757
2020-05-16,22.757
2020-05-17,22.757
2020-05-18,24.338
2020-05-19,24.955
2020-05-20,24.64
2020-05-21,24.454
2020-05-22,24.725
2020-05-23,24.725
2020-05-24,24.725
2020-05-25,24.725
2020-05-26,24.888
2020-05-27,25.028
2020-05-28,25.889
2020-05-29,25.921
2020-05-30,25.921
2020-05-31,25.921
2020-06-01,26.705
2020-06-02,27.47
2020-06-03,27.368
2020-06-04,26.603
2020-06-05,26.227
2020-06-06,26.227
2020-06-07,26.227
2020-06-08,26.058
2020-06-09,26.111
2020-06-10,25.75
2020-06-11,24.943
2020-06-12,25.4
2020-06-13,25.4
2020-06-14,25.4
2020-06-15,25.718
2020-06-16,26.847
2020-06-17,27.502
2020-06-18,28.588
2020-06-19,27.869
2020-06-20,27.869
2020-06-21,27.869
2020-06-22,27.718
2020-06-23,43.061
2020-06-24,42.803
2020-06-25,43.21
2020-06-26,44.183
2020-06-27,44.183
2020-06-28,44.183
2020-06-29,46.288
2020-06-30,46.747
2020-07-01,46.747
2020-07-02,46.747
2020-07-03,46.747
2020-07-04,46.747
2020-07-05,46.747
2020-07-06,46.747
2020-07-07,46.747
2020-07-08,46.747
2020-07-09,46.747
2020-07-10,46.747
2020-07-11,46.747
2020-07-12,46.747
2020-07-13,46.747
2020-07-14,46.747
2020-07-15,46.747
2020-07-16,46.747
2020-07-17,46.747
2020-07-18,46.747
2020-07-19,46.747
2020-07-20,46.747
2020-07-21,46.747
2020-07-22,46.747
2020-07-23,46.747
2020-07-24,46.747
2020-07-25,46.747
2020-07-26,46.747
2020-07-27,46.747
2020-07-28,46.747
2020-07-29,46.747
2020-07-30,46.747
2020-07-31,46.747
2020-08-01,46.747
2020-08-02,46.747
2020-08-03,46.747
2020-08-04,46.747
2020-08-05,46.747
2020-08-06,46.747
2020-08-07,46.747
2020-08-08,46.747
2020-08-09,46.747
2020-08-10,46.747
2020-08-11,46.747
2020-08-12,46.747
2020-08-13,46.747
2020-08-14,46.747
2020-08-15,46.747
2020-08-16,46.747
2020-08-17,46.747
2020-08-18,46.747
2020-08-19,46.747
2020-08-20,46.747
2020-08-21,46.747
2020-08-22,46.747
2020-08-23,46.747
2020-08-24,46.747
2020-08-25,46.747
2020-08-26,46.747
2020-08-27,46.747
2020-08-28,46.747
2020-08-29,46.747
2020-08-30,46.747
2020-08-31,46.747
2020-09-01,46.747
2020-09-02,46.747
2020-09-03,46.747
2020-09-04,46.747
2020-09-05,46.747
2020-09-06,46.747
2020-09-07,46.747
2020-09-08,46.747
2020-09-09,46.747
2020-09-10,46.747
2020-09-11,46.747
2020-09-12,46.747
2020-09-13,46.747
2020-09-14,46.747
2020-09-15,46.747
2020-09-16,46.747
2020-09-17,46.747
2020-09-18,46.747
2020-09-19,46.747
2020-09-20,46.747
2020-09-21,46.747
2020-09-22,46.747
2020-09-23,46.747
2020-09-24,46.747
2020-09-25,46.747
