,REGN US Equity
2021-06-25,13.358
2021-06-26,13.358
2021-06-27,13.358
2021-06-28,13.168
2021-06-29,13.247
2021-06-30,13.578
2021-07-01,13.969
2021-07-02,14.118
2021-07-03,14.118
2021-07-04,14.118
2021-07-05,14.118
2021-07-06,14.085
2021-07-07,14.108
2021-07-08,13.843
2021-07-09,13.947
2021-07-10,13.947
2021-07-11,13.947
2021-07-12,13.794
2021-07-13,13.865
2021-07-14,13.963
2021-07-15,14.152
2021-07-16,14.006
2021-07-17,14.006
2021-07-18,14.006
2021-07-19,14.024
2021-07-20,14.072
2021-07-21,14.061
2021-07-22,14.137
2021-07-23,14.124
2021-07-24,14.124
2021-07-25,14.124
2021-07-26,13.918
2021-07-27,13.996
2021-07-28,14.126
2021-07-29,14.047
2021-07-30,13.842
2021-07-31,13.842
2021-08-01,13.842
2021-08-02,13.902
2021-08-03,14.128
2021-08-04,13.994
2021-08-05,14.141
2021-08-06,13.922
2021-08-07,13.922
2021-08-08,13.922
2021-08-09,13.883
2021-08-10,13.907
2021-08-11,13.759
2021-08-12,13.749
2021-08-13,14.129
2021-08-14,14.129
2021-08-15,14.129
2021-08-16,14.215
2021-08-17,14.641
2021-08-18,14.373
2021-08-19,14.826
2021-08-20,14.999
2021-08-21,14.999
2021-08-22,14.999
2021-08-23,15.09
2021-08-24,15.15
2021-08-25,15.133
2021-08-26,15.056
2021-08-27,14.999
2021-08-28,14.999
2021-08-29,14.999
2021-08-30,15.311
2021-08-31,15.228
2021-09-01,15.399
2021-09-02,15.281
2021-09-03,15.368
2021-09-04,15.368
2021-09-05,15.368
2021-09-06,15.368
2021-09-07,15.124
2021-09-08,15.133
2021-09-09,14.611
2021-09-10,14.71
2021-09-11,14.71
2021-09-12,14.71
2021-09-13,14.462
2021-09-14,14.589
2021-09-15,14.282
2021-09-16,14.308
2021-09-17,14.28
2021-09-18,14.28
2021-09-19,14.28
2021-09-20,13.865
2021-09-21,13.997
2021-09-22,13.999
2021-09-23,13.987
2021-09-24,13.908
2021-09-25,13.908
2021-09-26,13.908
2021-09-27,13.476
2021-09-28,13.17
2021-09-29,13.207
2021-09-30,13.201
2021-10-01,12.451
2021-10-02,12.451
2021-10-03,12.451
2021-10-04,12.116
2021-10-05,11.889
2021-10-06,11.796
2021-10-07,11.914
2021-10-08,11.871
2021-10-09,11.871
2021-10-10,11.871
2021-10-11,11.789
2021-10-12,11.738
2021-10-13,11.796
2021-10-14,11.979
2021-10-15,11.786
2021-10-16,11.786
2021-10-17,11.786
2021-10-18,11.58
2021-10-19,11.764
2021-10-20,11.99
2021-10-21,12.132
2021-10-22,12.556
2021-10-23,12.556
2021-10-24,12.556
2021-10-25,12.64
2021-10-26,12.989
2021-10-27,12.933
2021-10-28,13.714
2021-10-29,14.026
2021-10-30,14.026
2021-10-31,14.026
2021-11-01,14.008
2021-11-02,14.0
2021-11-03,14.292
2021-11-04,13.874
2021-11-05,12.951
2021-11-06,12.951
2021-11-07,12.951
2021-11-08,13.182
2021-11-09,12.966
2021-11-10,13.03
2021-11-11,13.123
2021-11-12,13.218
2021-11-13,13.218
2021-11-14,13.218
2021-11-15,13.564
2021-11-16,13.46
2021-11-17,13.42
2021-11-18,13.559
2021-11-19,13.647
2021-11-20,13.647
2021-11-21,13.647
2021-11-22,13.458
2021-11-23,13.576
2021-11-24,13.553
2021-11-25,13.553
2021-11-26,13.452
2021-11-27,13.452
2021-11-28,13.452
2021-11-29,13.683
2021-11-30,13.309
2021-12-01,13.185
2021-12-02,13.256
2021-12-03,13.28
2021-12-04,13.28
2021-12-05,13.28
2021-12-06,13.137
2021-12-07,13.35
2021-12-08,13.775
2021-12-09,14.021
2021-12-10,14.101
2021-12-11,14.101
2021-12-12,14.101
2021-12-13,13.904
2021-12-14,14.132
2021-12-15,13.864
2021-12-16,13.312
2021-12-17,13.05
2021-12-18,13.05
2021-12-19,13.05
2021-12-20,12.709
2021-12-21,12.787
2021-12-22,13.012
2021-12-23,13.178
2021-12-24,13.178
2021-12-25,13.178
2021-12-26,13.178
2021-12-27,13.376
2021-12-28,13.454
2021-12-29,13.64
2021-12-30,13.539
2021-12-31,13.307
2022-01-01,13.307
2022-01-02,13.307
2022-01-03,13.182
2022-01-04,12.966
2022-01-05,12.51
2022-01-06,12.529
2022-01-07,12.948
2022-01-08,12.948
2022-01-09,12.948
2022-01-10,13.315
2022-01-11,13.419
2022-01-12,13.533
2022-01-13,13.205
2022-01-14,13.186
2022-01-15,13.186
2022-01-16,13.186
2022-01-17,13.186
2022-01-18,13.1
2022-01-19,13.248
2022-01-20,13.167
2022-01-21,13.317
2022-01-22,13.317
2022-01-23,13.317
2022-01-24,13.179
2022-01-25,12.791
2022-01-26,12.829
2022-01-27,12.886
2022-01-28,13.233
2022-01-29,13.233
2022-01-30,13.233
2022-01-31,12.888
2022-02-01,12.983
2022-02-02,13.184
2022-02-03,13.147
2022-02-04,13.279
2022-02-05,13.279
2022-02-06,13.279
2022-02-07,12.911
2022-02-08,12.82
2022-02-09,12.857
2022-02-10,12.825
2022-02-11,13.244
2022-02-12,13.244
2022-02-13,13.244
2022-02-14,13.043
2022-02-15,13.167
2022-02-16,13.183
2022-02-17,13.096
2022-02-18,12.892
2022-02-19,12.892
2022-02-20,12.892
2022-02-21,12.892
2022-02-22,12.59
2022-02-23,12.717
2022-02-24,12.734
2022-02-25,12.919
2022-02-26,12.919
2022-02-27,12.919
2022-02-28,12.913
2022-03-01,12.676
2022-03-02,12.929
2022-03-03,12.809
2022-03-04,13.003
2022-03-05,13.003
2022-03-06,13.003
2022-03-07,12.841
2022-03-08,12.761
2022-03-09,12.941
2022-03-10,13.085
2022-03-11,13.339
2022-03-12,13.339
2022-03-13,13.339
2022-03-14,13.626
2022-03-15,13.823
2022-03-16,14.074
2022-03-17,14.241
2022-03-18,14.255
2022-03-19,14.255
2022-03-20,14.255
2022-03-21,14.415
2022-03-22,14.403
2022-03-23,13.916
2022-03-24,14.135
2022-03-25,14.141
2022-03-26,14.141
2022-03-27,14.141
2022-03-28,14.419
2022-03-29,14.524
2022-03-30,14.398
2022-03-31,14.523
2022-04-01,14.432
2022-04-02,14.432
2022-04-03,14.432
2022-04-04,14.564
2022-04-05,14.419
2022-04-06,14.771
2022-04-07,15.051
2022-04-08,15.407
2022-04-09,15.407
2022-04-10,15.407
2022-04-11,15.063
2022-04-12,15.078
2022-04-13,15.417
2022-04-14,15.459
2022-04-15,15.459
2022-04-16,15.459
2022-04-17,15.459
2022-04-18,15.335
2022-04-19,15.187
2022-04-20,15.225
2022-04-21,14.939
2022-04-22,14.558
2022-04-23,14.558
2022-04-24,14.558
2022-04-25,14.605
2022-04-26,14.283
2022-04-27,14.255
2022-04-28,14.299
2022-04-29,13.95
2022-04-30,13.95
2022-05-01,13.95
2022-05-02,13.882
2022-05-03,14.063
2022-05-04,14.384
2022-05-05,13.934
2022-05-06,13.571
2022-05-07,13.571
2022-05-08,13.571
2022-05-09,13.136
2022-05-10,13.502
2022-05-11,13.458
2022-05-12,13.917
2022-05-13,14.17
2022-05-14,14.17
2022-05-15,14.17
2022-05-16,14.379
2022-05-17,14.654
2022-05-18,14.471
2022-05-19,14.426
2022-05-20,14.513
2022-05-21,14.513
2022-05-22,14.513
2022-05-23,14.948
2022-05-24,15.038
2022-05-25,15.145
2022-05-26,14.981
2022-05-27,15.187
2022-05-28,15.187
2022-05-29,15.187
2022-05-30,15.187
2022-05-31,14.572
2022-06-01,14.444
2022-06-02,13.871
2022-06-03,14.048
2022-06-04,14.048
2022-06-05,14.048
2022-06-06,13.725
2022-06-07,13.837
2022-06-08,13.697
2022-06-09,12.969
2022-06-10,12.886
2022-06-11,12.886
2022-06-12,12.886
2022-06-13,12.446
2022-06-14,12.427
2022-06-15,12.718
2022-06-16,12.618
2022-06-17,13.166
2022-06-18,13.166
2022-06-19,13.166
2022-06-20,13.166
2022-06-21,13.318
2022-06-22,13.349
2022-06-23,13.857
2022-06-24,13.974
2022-06-25,13.974
2022-06-26,13.974
2022-06-27,13.743
2022-06-28,13.561
2022-06-29,13.634
2022-06-30,13.486
2022-07-01,13.584
2022-07-02,13.584
2022-07-03,13.584
2022-07-04,13.584
2022-07-05,13.61
2022-07-06,13.572
2022-07-07,13.911
2022-07-08,14.234
2022-07-09,14.234
2022-07-10,14.234
2022-07-11,14.071
2022-07-12,13.962
2022-07-13,13.777
2022-07-14,13.745
2022-07-15,13.944
2022-07-16,13.944
2022-07-17,13.944
2022-07-18,13.524
2022-07-19,13.732
2022-07-20,13.688
2022-07-21,13.638
2022-07-22,13.492
2022-07-23,13.492
2022-07-24,13.492
2022-07-25,13.587
2022-07-26,13.478
2022-07-27,13.601
2022-07-28,13.473
2022-07-29,13.458
2022-07-30,13.458
2022-07-31,13.458
2022-08-01,13.342
2022-08-02,13.302
2022-08-03,13.892
2022-08-04,13.994
2022-08-05,14.03
2022-08-06,14.03
2022-08-07,14.03
2022-08-08,14.419
2022-08-09,14.225
2022-08-10,14.668
2022-08-11,14.289
2022-08-12,14.399
2022-08-13,14.399
2022-08-14,14.399
2022-08-15,14.733
2022-08-16,14.857
2022-08-17,14.574
2022-08-18,14.31
2022-08-19,14.162
2022-08-20,14.162
2022-08-21,14.162
2022-08-22,14.019
2022-08-23,13.8
2022-08-24,13.806
2022-08-25,13.829
2022-08-26,13.654
2022-08-27,13.654
2022-08-28,13.654
2022-08-29,13.576
2022-08-30,13.476
2022-08-31,13.308
2022-09-01,13.756
2022-09-02,13.312
2022-09-03,13.312
2022-09-04,13.312
2022-09-05,13.312
2022-09-06,13.159
2022-09-07,13.674
2022-09-08,16.195
2022-09-09,16.401
2022-09-10,16.401
2022-09-11,16.401
2022-09-12,15.821
2022-09-13,15.613
2022-09-14,15.431
2022-09-15,15.613
2022-09-16,15.711
2022-09-17,15.711
2022-09-18,15.711
2022-09-19,15.776
2022-09-20,15.531
2022-09-21,15.099
2022-09-22,15.179
2022-09-23,15.379
2022-09-24,15.379
2022-09-25,15.379
2022-09-26,15.131
2022-09-27,15.328
2022-09-28,15.557
2022-09-29,15.226
2022-09-30,15.161
2022-10-01,15.161
2022-10-02,15.161
2022-10-03,16.041
2022-10-04,16.137
2022-10-05,16.271
2022-10-06,15.97
2022-10-07,15.763
2022-10-08,15.763
2022-10-09,15.763
2022-10-10,15.949
2022-10-11,16.091
2022-10-12,15.887
2022-10-13,16.427
2022-10-14,16.136
2022-10-15,16.136
2022-10-16,16.136
2022-10-17,16.143
2022-10-18,15.853
2022-10-19,15.56
2022-10-20,15.532
2022-10-21,15.642
2022-10-22,15.642
2022-10-23,15.642
2022-10-24,15.931
2022-10-25,16.15
2022-10-26,15.862
2022-10-27,15.665
2022-10-28,16.225
2022-10-29,16.225
2022-10-30,16.225
2022-10-31,16.181
2022-11-01,16.422
2022-11-02,16.002
2022-11-03,15.887
2022-11-04,15.998
2022-11-05,15.998
2022-11-06,15.998
2022-11-07,16.359
2022-11-08,16.433
2022-11-09,16.237
2022-11-10,16.164
2022-11-11,16.099
2022-11-12,16.099
2022-11-13,16.099
2022-11-14,16.265
2022-11-15,15.973
2022-11-16,16.125
2022-11-17,16.2
2022-11-18,16.152
2022-11-19,16.152
2022-11-20,16.152
2022-11-21,16.201
2022-11-22,16.361
2022-11-23,16.058
2022-11-24,16.058
2022-11-25,16.077
2022-11-26,16.077
2022-11-27,16.077
2022-11-28,16.192
2022-11-29,16.074
2022-11-30,16.415
2022-12-01,16.624
2022-12-02,16.736
2022-12-03,16.736
2022-12-04,16.736
2022-12-05,16.497
2022-12-06,16.323
2022-12-07,16.69
2022-12-08,16.715
2022-12-09,16.379
2022-12-10,16.379
2022-12-11,16.379
2022-12-12,16.214
2022-12-13,16.325
2022-12-14,16.378
2022-12-15,15.969
2022-12-16,15.792
2022-12-17,15.792
2022-12-18,15.792
2022-12-19,15.747
2022-12-20,16.018
2022-12-21,16.076
2022-12-22,16.02
2022-12-23,15.87
2022-12-24,15.87
2022-12-25,15.87
2022-12-26,15.87
2022-12-27,15.534
2022-12-28,15.571
2022-12-29,15.751
2022-12-30,15.755
2022-12-31,15.755
2023-01-01,15.755
2023-01-02,15.755
2023-01-03,15.6
2023-01-04,15.73
2023-01-05,15.686
2023-01-06,15.976
2023-01-07,15.976
2023-01-08,15.976
2023-01-09,14.747
2023-01-10,15.147
2023-01-11,15.385
2023-01-12,15.486
2023-01-13,15.644
2023-01-14,15.644
2023-01-15,15.644
2023-01-16,15.644
2023-01-17,15.774
2023-01-18,15.709
2023-01-19,15.514
2023-01-20,15.682
2023-01-21,15.682
2023-01-22,15.682
2023-01-23,15.823
2023-01-24,15.854
2023-01-25,16.118
2023-01-26,16.142
2023-01-27,16.226
2023-01-28,16.226
2023-01-29,16.226
2023-01-30,15.991
2023-01-31,16.469
2023-02-01,16.459
2023-02-02,16.311
2023-02-03,16.934
2023-02-04,16.934
2023-02-05,16.934
2023-02-06,17.106
2023-02-07,16.94
2023-02-08,16.521
2023-02-09,16.414
2023-02-10,16.697
2023-02-11,16.697
2023-02-12,16.697
2023-02-13,16.837
2023-02-14,16.622
2023-02-15,16.582
2023-02-16,16.227
2023-02-17,16.5
2023-02-18,16.5
2023-02-19,16.5
2023-02-20,16.5
2023-02-21,16.36
2023-02-22,16.394
2023-02-23,16.777
2023-02-24,16.718
2023-02-25,16.718
2023-02-26,16.718
2023-02-27,16.735
2023-02-28,16.793
2023-03-01,17.015
2023-03-02,16.981
2023-03-03,17.379
2023-03-04,17.379
2023-03-05,17.379
2023-03-06,17.403
2023-03-07,17.258
2023-03-08,16.619
2023-03-09,16.663
2023-03-10,16.735
2023-03-11,16.735
2023-03-12,16.735
2023-03-13,16.581
2023-03-14,16.9
2023-03-15,16.757
2023-03-16,16.525
2023-03-17,16.478
2023-03-18,16.478
2023-03-19,16.478
2023-03-20,16.741
2023-03-21,16.752
2023-03-22,16.566
2023-03-23,17.869
2023-03-24,18.254
2023-03-25,18.254
2023-03-26,18.254
2023-03-27,18.216
2023-03-28,18.363
2023-03-29,18.194
2023-03-30,18.021
2023-03-31,18.247
2023-04-01,18.247
2023-04-02,18.247
2023-04-03,18.347
2023-04-04,18.256
2023-04-05,18.337
2023-04-06,18.417
2023-04-07,18.417
2023-04-08,18.417
2023-04-09,18.417
2023-04-10,18.307
2023-04-11,18.215
2023-04-12,18.212
2023-04-13,18.444
2023-04-14,18.419
2023-04-15,18.419
2023-04-16,18.419
2023-04-17,18.217
2023-04-18,17.956
2023-04-19,17.973
2023-04-20,17.734
2023-04-21,17.781
2023-04-22,17.781
2023-04-23,17.781
2023-04-24,17.699
2023-04-25,17.533
2023-04-26,17.276
2023-04-27,17.594
2023-04-28,17.804
2023-04-29,17.804
2023-04-30,17.804
2023-05-01,17.933
2023-05-02,17.786
2023-05-03,17.991
2023-05-04,17.05
2023-05-05,17.515
2023-05-06,17.515
2023-05-07,17.515
2023-05-08,17.303
2023-05-09,17.354
2023-05-10,17.232
2023-05-11,17.14
2023-05-12,17.222
2023-05-13,17.222
2023-05-14,17.222
2023-05-15,17.375
2023-05-16,17.174
2023-05-17,17.345
2023-05-18,17.295
2023-05-19,17.562
2023-05-20,17.562
2023-05-21,17.562
2023-05-22,17.388
2023-05-23,17.32
2023-05-24,17.011
2023-05-25,16.725
2023-05-26,16.726
2023-05-27,16.726
2023-05-28,16.726
2023-05-29,16.726
2023-05-30,16.753
2023-05-31,16.913
2023-06-01,16.812
2023-06-02,17.014
2023-06-03,17.014
2023-06-04,17.014
2023-06-05,17.252
2023-06-06,17.203
2023-06-07,16.984
2023-06-08,17.248
2023-06-09,17.165
2023-06-10,17.165
2023-06-11,17.165
2023-06-12,17.338
2023-06-13,17.644
2023-06-14,17.731
2023-06-15,18.013
2023-06-16,18.013
2023-06-17,18.013
2023-06-18,18.013
2023-06-19,18.013
2023-06-20,17.97
2023-06-21,17.914
2023-06-22,17.938
