,ROP US Equity
2020-10-02,19.521
2020-10-03,19.521
2020-10-04,19.521
2020-10-05,19.031
2020-10-06,18.969
2020-10-07,19.211
2020-10-08,19.148
2020-10-09,19.656
2020-10-10,19.656
2020-10-11,19.656
2020-10-12,20.01
2020-10-13,20.101
2020-10-14,20.264
2020-10-15,20.418
2020-10-16,20.581
2020-10-17,20.581
2020-10-18,20.581
2020-10-19,20.155
2020-10-20,20.058
2020-10-21,19.992
2020-10-22,20.279
2020-10-23,20.33
2020-10-24,20.33
2020-10-25,20.33
2020-10-26,19.822
2020-10-27,18.717
2020-10-28,16.861
2020-10-29,17.013
2020-10-30,17.04
2020-10-31,17.04
2020-11-01,17.04
2020-11-02,17.48
2020-11-03,17.591
2020-11-04,17.838
2020-11-05,17.712
2020-11-06,17.823
2020-11-07,17.823
2020-11-08,17.823
2020-11-09,17.905
2020-11-10,18.4
2020-11-11,18.417
2020-11-12,17.926
2020-11-13,17.634
2020-11-14,17.634
2020-11-15,17.634
2020-11-16,18.144
2020-11-17,18.046
2020-11-18,18.167
2020-11-19,18.216
2020-11-20,18.028
2020-11-21,18.028
2020-11-22,18.028
2020-11-23,18.049
2020-11-24,18.619
2020-11-25,18.616
2020-11-26,18.616
2020-11-27,18.631
2020-11-28,18.631
2020-11-29,18.631
2020-11-30,18.995
2020-12-01,18.862
2020-12-02,18.595
2020-12-03,18.204
2020-12-04,18.593
2020-12-05,18.593
2020-12-06,18.593
2020-12-07,18.639
2020-12-08,18.646
2020-12-09,18.663
2020-12-10,18.461
2020-12-11,18.704
2020-12-12,18.704
2020-12-13,18.704
2020-12-14,18.812
2020-12-15,18.949
2020-12-16,18.722
2020-12-17,18.908
2020-12-18,18.959
2020-12-19,18.959
2020-12-20,18.959
2020-12-21,18.79
2020-12-22,18.369
2020-12-23,18.66
2020-12-24,18.689
2020-12-25,18.689
2020-12-26,18.689
2020-12-27,18.689
2020-12-28,18.824
2020-12-29,18.666
2020-12-30,18.765
2020-12-31,19.177
2021-01-01,19.177
2021-01-02,19.177
2021-01-03,19.177
2021-01-04,18.664
2021-01-05,20.094
2021-01-06,20.26
2021-01-07,20.631
2021-01-08,20.656
2021-01-09,20.656
2021-01-10,20.656
2021-01-11,21.012
2021-01-12,20.603
2021-01-13,19.796
2021-01-14,19.521
2021-01-15,19.722
2021-01-16,19.722
2021-01-17,19.722
2021-01-18,19.722
2021-01-19,19.857
2021-01-20,20.149
2021-01-21,20.192
2021-01-22,20.087
2021-01-23,20.087
2021-01-24,20.087
2021-01-25,20.081
2021-01-26,19.995
2021-01-27,20.124
2021-01-28,20.26
2021-01-29,18.826
2021-01-30,18.826
2021-01-31,18.826
2021-02-01,19.553
2021-02-02,19.885
2021-02-03,20.069
2021-02-04,20.172
2021-02-05,20.232
2021-02-06,20.232
2021-02-07,20.232
2021-02-08,20.343
2021-02-09,20.171
2021-02-10,20.077
2021-02-11,19.986
2021-02-12,19.786
2021-02-13,19.786
2021-02-14,19.786
2021-02-15,19.786
2021-02-16,19.176
2021-02-17,19.342
2021-02-18,19.763
2021-02-19,19.431
2021-02-20,19.431
2021-02-21,19.431
2021-02-22,19.182
2021-02-23,19.377
2021-02-24,18.927
2021-02-25,18.941
2021-02-26,18.867
2021-02-27,18.867
2021-02-28,18.867
2021-03-01,19.628
2021-03-02,19.233
2021-03-03,19.208
2021-03-04,18.769
2021-03-05,19.024
2021-03-06,19.024
2021-03-07,19.024
2021-03-08,19.45
2021-03-09,19.666
2021-03-10,19.484
2021-03-11,19.554
2021-03-12,19.5
2021-03-13,19.5
2021-03-14,19.5
2021-03-15,19.726
2021-03-16,19.581
2021-03-17,19.862
2021-03-18,19.939
2021-03-19,19.627
2021-03-20,19.627
2021-03-21,19.627
2021-03-22,19.94
2021-03-23,20.107
2021-03-24,20.188
2021-03-25,20.042
2021-03-26,20.391
2021-03-27,20.391
2021-03-28,20.391
2021-03-29,20.291
2021-03-30,20.025
2021-03-31,20.042
2021-04-01,20.419
2021-04-02,20.419
2021-04-03,20.419
2021-04-04,20.419
2021-04-05,20.642
2021-04-06,20.661
2021-04-07,20.616
2021-04-08,20.788
2021-04-09,20.956
2021-04-10,20.956
2021-04-11,20.956
2021-04-12,21.158
2021-04-13,20.958
2021-04-14,20.828
2021-04-15,21.124
2021-04-16,21.041
2021-04-17,21.041
2021-04-18,21.041
2021-04-19,21.149
2021-04-20,21.203
2021-04-21,21.357
2021-04-22,21.431
2021-04-23,21.584
2021-04-24,21.584
2021-04-25,21.584
2021-04-26,21.492
2021-04-27,21.754
2021-04-28,21.47
2021-04-29,21.641
2021-04-30,21.669
2021-05-01,21.669
2021-05-02,21.669
2021-05-03,21.603
2021-05-04,21.763
2021-05-05,21.849
2021-05-06,21.658
2021-05-07,21.573
2021-05-08,21.573
2021-05-09,21.573
2021-05-10,21.57
2021-05-11,21.376
2021-05-12,20.841
2021-05-13,21.232
2021-05-14,21.172
2021-05-15,21.172
2021-05-16,21.172
2021-05-17,20.916
2021-05-18,20.904
2021-05-19,20.831
2021-05-20,21.131
2021-05-21,21.243
2021-05-22,21.243
2021-05-23,21.243
2021-05-24,21.466
2021-05-25,21.535
2021-05-26,21.466
2021-05-27,21.614
2021-05-28,21.735
2021-05-29,21.735
2021-05-30,21.735
2021-05-31,21.735
2021-06-01,21.658
2021-06-02,21.699
2021-06-03,21.595
2021-06-04,21.785
2021-06-05,21.785
2021-06-06,21.785
2021-06-07,21.579
2021-06-08,21.72
2021-06-09,21.781
2021-06-10,21.912
2021-06-11,22.181
2021-06-12,22.181
2021-06-13,22.181
2021-06-14,22.424
2021-06-15,22.351
2021-06-16,21.92
2021-06-17,21.971
2021-06-18,21.706
2021-06-19,21.706
2021-06-20,21.706
2021-06-21,22.136
2021-06-22,22.217
2021-06-23,22.094
2021-06-24,22.295
2021-06-25,22.511
2021-06-26,22.511
2021-06-27,22.511
2021-06-28,22.606
2021-06-29,22.586
2021-06-30,22.71
2021-07-01,22.722
2021-07-02,22.826
2021-07-03,22.826
2021-07-04,22.826
2021-07-05,22.826
2021-07-06,22.902
2021-07-07,23.299
2021-07-08,22.897
2021-07-09,23.183
2021-07-10,23.183
2021-07-11,23.183
2021-07-12,23.239
2021-07-13,23.209
2021-07-14,23.438
2021-07-15,23.444
2021-07-16,23.414
2021-07-17,23.414
2021-07-18,23.414
2021-07-19,23.209
2021-07-20,23.683
2021-07-21,23.79
2021-07-22,23.685
2021-07-23,24.053
2021-07-24,24.053
2021-07-25,24.053
2021-07-26,24.192
2021-07-27,24.367
2021-07-28,24.122
2021-07-29,24.294
2021-07-30,24.269
2021-07-31,24.269
2021-08-01,24.269
2021-08-02,24.076
2021-08-03,24.271
2021-08-04,24.163
2021-08-05,24.149
2021-08-06,24.057
2021-08-07,24.057
2021-08-08,24.057
2021-08-09,23.929
2021-08-10,23.635
2021-08-11,23.688
2021-08-12,23.64
2021-08-13,23.702
2021-08-14,23.702
2021-08-15,23.702
2021-08-16,23.921
2021-08-17,23.957
2021-08-18,23.579
2021-08-19,23.521
2021-08-20,23.662
2021-08-21,23.662
2021-08-22,23.662
2021-08-23,23.775
2021-08-24,23.637
2021-08-25,23.64
2021-08-26,23.571
2021-08-27,23.593
2021-08-28,23.593
2021-08-29,23.593
2021-08-30,23.795
2021-08-31,23.826
2021-09-01,23.824
2021-09-02,23.972
2021-09-03,23.971
2021-09-04,23.971
2021-09-05,23.971
2021-09-06,23.971
2021-09-07,23.504
2021-09-08,23.786
2021-09-09,23.611
2021-09-10,23.367
2021-09-11,23.367
2021-09-12,23.367
2021-09-13,23.264
2021-09-14,23.109
2021-09-15,23.408
2021-09-16,23.355
2021-09-17,23.007
2021-09-18,23.007
2021-09-19,23.007
2021-09-20,22.753
2021-09-21,22.602
2021-09-22,22.726
2021-09-23,22.813
2021-09-24,22.974
2021-09-25,22.974
2021-09-26,22.974
2021-09-27,22.764
2021-09-28,22.329
2021-09-29,22.459
2021-09-30,21.995
2021-10-01,22.066
2021-10-02,22.066
2021-10-03,22.066
2021-10-04,21.715
2021-10-05,22.044
2021-10-06,22.385
2021-10-07,22.362
2021-10-08,22.275
2021-10-09,22.275
2021-10-10,22.275
2021-10-11,22.308
2021-10-12,22.304
2021-10-13,22.515
2021-10-14,22.828
2021-10-15,23.04
2021-10-16,23.04
2021-10-17,23.04
2021-10-18,22.261
2021-10-19,22.527
2021-10-20,22.565
2021-10-21,22.865
2021-10-22,23.148
2021-10-23,23.148
2021-10-24,23.148
2021-10-25,23.607
2021-10-26,23.626
2021-10-27,23.281
2021-10-28,23.541
2021-10-29,23.604
2021-10-30,23.604
2021-10-31,23.604
2021-11-01,23.184
2021-11-02,23.175
2021-11-03,23.15
2021-11-04,23.594
2021-11-05,23.432
2021-11-06,23.432
2021-11-07,23.432
2021-11-08,23.635
2021-11-09,23.677
2021-11-10,23.509
2021-11-11,23.192
2021-11-12,23.598
2021-11-13,23.598
2021-11-14,23.598
2021-11-15,23.496
2021-11-16,23.818
2021-11-17,23.725
2021-11-18,23.526
2021-11-19,24.095
2021-11-20,24.095
2021-11-21,24.095
2021-11-22,23.826
2021-11-23,23.477
2021-11-24,23.44
2021-11-25,23.44
2021-11-26,22.98
2021-11-27,22.98
2021-11-28,22.98
2021-11-29,24.466
2021-11-30,23.586
2021-12-01,23.353
2021-12-02,23.744
2021-12-03,23.683
2021-12-04,23.683
2021-12-05,23.683
2021-12-06,23.993
2021-12-07,23.981
2021-12-08,23.977
2021-12-09,23.772
2021-12-10,24.057
2021-12-11,24.057
2021-12-12,24.057
2021-12-13,24.186
2021-12-14,23.694
2021-12-15,24.865
2021-12-16,25.264
2021-12-17,25.129
2021-12-18,25.129
2021-12-19,25.129
2021-12-20,24.678
2021-12-21,24.954
2021-12-22,24.993
2021-12-23,25.277
2021-12-24,25.277
2021-12-25,25.277
2021-12-26,25.277
2021-12-27,25.789
2021-12-28,26.004
2021-12-29,25.947
2021-12-30,25.849
2021-12-31,25.992
2022-01-01,25.992
2022-01-02,25.992
2022-01-03,25.099
2022-01-04,24.845
2022-01-05,24.653
2022-01-06,24.916
2022-01-07,24.416
2022-01-08,24.416
2022-01-09,24.416
2022-01-10,24.335
2022-01-11,24.692
2022-01-12,24.919
2022-01-13,24.448
2022-01-14,24.022
2022-01-15,24.022
2022-01-16,24.022
2022-01-17,24.022
2022-01-18,23.904
2022-01-19,23.746
2022-01-20,23.599
2022-01-21,23.502
2022-01-22,23.502
2022-01-23,23.502
2022-01-24,23.315
2022-01-25,22.96
2022-01-26,22.905
2022-01-27,22.726
2022-01-28,23.369
2022-01-29,23.369
2022-01-30,23.369
2022-01-31,23.46
2022-02-01,23.719
2022-02-02,24.258
2022-02-03,24.681
2022-02-04,24.008
2022-02-05,24.008
2022-02-06,24.008
2022-02-07,23.754
2022-02-08,23.892
2022-02-09,24.34
2022-02-10,23.709
2022-02-11,23.469
2022-02-12,23.469
2022-02-13,23.469
2022-02-14,23.653
2022-02-15,23.64
2022-02-16,23.803
2022-02-17,23.439
2022-02-18,23.553
2022-02-19,23.553
2022-02-20,23.553
2022-02-21,23.553
2022-02-22,23.494
2022-02-23,22.957
2022-02-24,23.753
2022-02-25,23.986
2022-02-26,23.986
2022-02-27,23.986
2022-02-28,23.975
2022-03-01,23.871
2022-03-02,24.08
2022-03-03,24.125
2022-03-04,24.375
2022-03-05,24.375
2022-03-06,24.375
2022-03-07,23.871
2022-03-08,23.515
2022-03-09,23.32
2022-03-10,22.957
2022-03-11,22.742
2022-03-12,22.742
2022-03-13,22.742
2022-03-14,22.889
2022-03-15,23.452
2022-03-16,23.855
2022-03-17,24.303
2022-03-18,24.84
2022-03-19,24.84
2022-03-20,24.84
2022-03-21,24.529
2022-03-22,24.592
2022-03-23,24.495
2022-03-24,24.464
2022-03-25,24.698
2022-03-26,24.698
2022-03-27,24.698
2022-03-28,25.037
2022-03-29,25.269
2022-03-30,25.359
2022-03-31,25.036
2022-04-01,25.286
2022-04-02,25.286
2022-04-03,25.286
2022-04-04,25.548
2022-04-05,25.339
2022-04-06,25.48
2022-04-07,25.793
2022-04-08,25.627
2022-04-09,25.627
2022-04-10,25.627
2022-04-11,25.554
2022-04-12,25.008
2022-04-13,24.928
2022-04-14,25.386
2022-04-15,25.386
2022-04-16,25.386
2022-04-17,25.386
2022-04-18,25.136
2022-04-19,25.474
2022-04-20,25.805
2022-04-21,25.833
2022-04-22,24.997
2022-04-23,24.997
2022-04-24,24.997
2022-04-25,25.062
2022-04-26,26.04
2022-04-27,26.137
2022-04-28,26.589
2022-04-29,25.848
2022-04-30,25.848
2022-05-01,25.848
2022-05-02,25.263
2022-05-03,24.815
2022-05-04,25.539
2022-05-05,24.364
2022-05-06,24.1
2022-05-07,24.1
2022-05-08,24.1
2022-05-09,23.75
2022-05-10,23.608
2022-05-11,23.541
2022-05-12,23.512
2022-05-13,23.528
2022-05-14,23.528
2022-05-15,23.528
2022-05-16,23.502
2022-05-17,23.661
2022-05-18,22.497
2022-05-19,22.59
2022-05-20,22.824
2022-05-21,22.824
2022-05-22,22.824
2022-05-23,23.177
2022-05-24,23.344
2022-05-25,23.277
2022-05-26,23.648
2022-05-27,24.269
2022-05-28,24.269
2022-05-29,24.269
2022-05-30,24.269
2022-05-31,24.19
2022-06-01,23.489
2022-06-02,24.293
2022-06-03,23.777
2022-06-04,23.777
2022-06-05,23.777
2022-06-06,23.42
2022-06-07,23.949
2022-06-08,23.378
2022-06-09,22.717
2022-06-10,21.737
2022-06-11,21.737
2022-06-12,21.737
2022-06-13,21.433
2022-06-14,21.111
2022-06-15,21.314
2022-06-16,20.795
2022-06-17,20.931
2022-06-18,20.931
2022-06-19,20.931
2022-06-20,20.931
2022-06-21,21.373
2022-06-22,21.413
2022-06-23,22.024
2022-06-24,22.774
2022-06-25,22.774
2022-06-26,22.774
2022-06-27,22.275
2022-06-28,21.879
2022-06-29,21.983
2022-06-30,22.044
2022-07-01,22.381
2022-07-02,22.381
2022-07-03,22.381
2022-07-04,22.381
2022-07-05,22.432
2022-07-06,22.63
2022-07-07,22.533
2022-07-08,22.512
2022-07-09,22.512
2022-07-10,22.512
2022-07-11,22.25
2022-07-12,21.892
2022-07-13,21.561
2022-07-14,21.735
2022-07-15,22.127
2022-07-16,22.127
2022-07-17,22.127
2022-07-18,21.942
2022-07-19,26.469
2022-07-20,23.697
2022-07-21,23.949
2022-07-22,21.403
2022-07-23,21.403
2022-07-24,21.403
2022-07-25,23.959
2022-07-26,24.473
2022-07-27,24.892
2022-07-28,25.928
2022-07-29,25.986
2022-07-30,25.986
2022-07-31,25.986
2022-08-01,25.731
2022-08-02,25.369
2022-08-03,25.367
2022-08-04,25.429
2022-08-05,25.492
2022-08-06,25.492
2022-08-07,25.492
2022-08-08,25.438
2022-08-09,25.31
2022-08-10,25.891
2022-08-11,25.597
2022-08-12,26.449
2022-08-13,26.449
2022-08-14,26.449
2022-08-15,26.467
2022-08-16,26.282
2022-08-17,26.142
2022-08-18,26.127
2022-08-19,26.78
2022-08-20,26.78
2022-08-21,26.78
2022-08-22,26.089
2022-08-23,25.755
2022-08-24,25.872
2022-08-25,26.243
2022-08-26,26.142
2022-08-27,26.142
2022-08-28,26.142
2022-08-29,26.099
2022-08-30,26.009
2022-08-31,25.422
2022-09-01,25.149
2022-09-02,24.887
2022-09-03,24.887
2022-09-04,24.887
2022-09-05,24.887
2022-09-06,24.638
2022-09-07,25.254
2022-09-08,25.331
2022-09-09,25.46
2022-09-10,25.46
2022-09-11,25.46
2022-09-12,25.404
2022-09-13,24.53
2022-09-14,24.593
2022-09-15,23.836
2022-09-16,23.718
2022-09-17,23.718
2022-09-18,23.718
2022-09-19,23.734
2022-09-20,23.498
2022-09-21,23.116
2022-09-22,23.313
2022-09-23,23.464
2022-09-24,23.464
2022-09-25,23.464
2022-09-26,23.65
2022-09-27,23.012
2022-09-28,23.239
2022-09-29,23.002
2022-09-30,22.556
2022-10-01,22.556
2022-10-02,22.556
2022-10-03,23.347
2022-10-04,23.83
2022-10-05,23.901
2022-10-06,23.923
2022-10-07,23.234
2022-10-08,23.234
2022-10-09,23.234
2022-10-10,22.72
2022-10-11,22.658
2022-10-12,22.772
2022-10-13,23.055
2022-10-14,22.599
2022-10-15,22.599
2022-10-16,22.599
2022-10-17,23.103
2022-10-18,23.234
2022-10-19,22.989
2022-10-20,22.74
2022-10-21,22.945
2022-10-22,22.945
2022-10-23,22.945
2022-10-24,23.07
2022-10-25,23.557
2022-10-26,22.423
2022-10-27,24.388
2022-10-28,25.201
2022-10-29,25.201
2022-10-30,25.201
2022-10-31,25.252
2022-11-01,25.201
2022-11-02,24.556
2022-11-03,24.227
2022-11-04,24.055
2022-11-05,24.055
2022-11-06,24.055
2022-11-07,25.062
2022-11-08,25.294
2022-11-09,25.28
2022-11-10,26.56
2022-11-11,26.556
2022-11-12,26.556
2022-11-13,26.556
2022-11-14,25.979
2022-11-15,26.181
2022-11-16,25.908
2022-11-17,25.801
2022-11-18,26.004
2022-11-19,26.004
2022-11-20,26.004
2022-11-21,26.094
2022-11-22,25.988
2022-11-23,26.041
2022-11-24,26.041
2022-11-25,26.207
2022-11-26,26.207
2022-11-27,26.207
2022-11-28,25.465
2022-11-29,25.446
2022-11-30,26.262
2022-12-01,26.611
2022-12-02,26.56
2022-12-03,26.56
2022-12-04,26.56
2022-12-05,26.138
2022-12-06,25.973
2022-12-07,25.983
2022-12-08,25.947
2022-12-09,25.81
2022-12-10,25.81
2022-12-11,25.81
2022-12-12,26.321
2022-12-13,26.559
2022-12-14,26.388
2022-12-15,25.836
2022-12-16,25.52
2022-12-17,25.52
2022-12-18,25.52
2022-12-19,25.46
2022-12-20,25.529
2022-12-21,25.91
2022-12-22,25.77
2022-12-23,25.866
2022-12-24,25.866
2022-12-25,25.866
2022-12-26,25.866
2022-12-27,26.049
2022-12-28,25.63
2022-12-29,26.273
2022-12-30,25.985
2022-12-31,25.985
2023-01-01,25.985
2023-01-02,25.985
2023-01-03,26.128
2023-01-04,26.626
2023-01-05,26.216
2023-01-06,26.724
2023-01-07,26.724
2023-01-08,26.724
2023-01-09,26.708
2023-01-10,26.711
2023-01-11,27.232
2023-01-12,27.174
2023-01-13,27.159
2023-01-14,27.159
2023-01-15,27.159
2023-01-16,27.159
2023-01-17,26.741
2023-01-18,26.305
2023-01-19,25.967
2023-01-20,26.532
2023-01-21,26.532
2023-01-22,26.532
2023-01-23,26.619
2023-01-24,26.808
2023-01-25,26.691
2023-01-26,26.704
2023-01-27,24.858
2023-01-28,24.858
2023-01-29,24.858
2023-01-30,24.212
2023-01-31,24.371
2023-02-01,24.78
2023-02-02,24.702
2023-02-03,24.576
2023-02-04,24.576
2023-02-05,24.576
2023-02-06,24.521
2023-02-07,24.776
2023-02-08,24.398
2023-02-09,24.44
2023-02-10,24.378
2023-02-11,24.378
2023-02-12,24.378
2023-02-13,24.508
2023-02-14,24.342
2023-02-15,24.047
2023-02-16,24.126
2023-02-17,24.394
2023-02-18,24.394
2023-02-19,24.394
2023-02-20,24.394
2023-02-21,24.139
2023-02-22,24.048
2023-02-23,24.586
2023-02-24,24.438
2023-02-25,24.438
2023-02-26,24.438
2023-02-27,24.469
2023-02-28,24.538
2023-03-01,24.025
2023-03-02,24.336
2023-03-03,24.533
2023-03-04,24.533
2023-03-05,24.533
2023-03-06,24.466
2023-03-07,24.081
2023-03-08,24.213
2023-03-09,24.116
2023-03-10,23.975
2023-03-11,23.975
2023-03-12,23.975
2023-03-13,24.041
2023-03-14,24.91
2023-03-15,24.495
2023-03-16,24.931
2023-03-17,24.77
2023-03-18,24.77
2023-03-19,24.77
2023-03-20,25.122
2023-03-21,25.02
2023-03-22,24.92
2023-03-23,24.714
2023-03-24,25.112
2023-03-25,25.112
2023-03-26,25.112
2023-03-27,25.047
2023-03-28,25.148
2023-03-29,25.284
2023-03-30,25.439
2023-03-31,25.654
2023-04-01,25.654
2023-04-02,25.654
2023-04-03,25.66
2023-04-04,25.44
2023-04-05,25.499
2023-04-06,25.396
2023-04-07,25.396
2023-04-08,25.396
2023-04-09,25.396
2023-04-10,25.427
2023-04-11,25.125
2023-04-12,25.341
2023-04-13,25.334
2023-04-14,25.185
2023-04-15,25.185
2023-04-16,25.185
2023-04-17,25.357
2023-04-18,25.203
2023-04-19,25.793
2023-04-20,25.788
2023-04-21,25.917
2023-04-22,25.917
2023-04-23,25.917
2023-04-24,26.054
2023-04-25,25.449
2023-04-26,25.082
2023-04-27,26.352
2023-04-28,25.756
2023-04-29,25.756
2023-04-30,25.756
2023-05-01,26.43
2023-05-02,26.55
2023-05-03,26.303
2023-05-04,26.133
2023-05-05,26.324
2023-05-06,26.324
2023-05-07,26.324
2023-05-08,26.332
2023-05-09,26.292
2023-05-10,26.375
2023-05-11,26.39
2023-05-12,26.46
2023-05-13,26.46
2023-05-14,26.46
2023-05-15,26.47
2023-05-16,26.352
2023-05-17,26.043
2023-05-18,26.277
2023-05-19,26.232
2023-05-20,26.232
2023-05-21,26.232
2023-05-22,26.206
2023-05-23,25.788
2023-05-24,25.324
2023-05-25,25.757
2023-05-26,25.787
2023-05-27,25.787
2023-05-28,25.787
2023-05-29,25.787
2023-05-30,25.422
2023-05-31,25.562
2023-06-01,25.483
2023-06-02,25.824
2023-06-03,25.824
2023-06-04,25.824
2023-06-05,25.6
2023-06-06,25.548
2023-06-07,25.357
2023-06-08,25.418
2023-06-09,25.395
2023-06-10,25.395
2023-06-11,25.395
2023-06-12,25.519
2023-06-13,25.626
2023-06-14,25.655
2023-06-15,25.92
2023-06-16,25.787
2023-06-17,25.787
2023-06-18,25.787
2023-06-19,25.787
2023-06-20,25.617
2023-06-21,25.649
2023-06-22,25.969
