,TTC US Equity
2020-09-20,14.697
2020-09-21,14.453
2020-09-22,14.741
2020-09-23,14.469
2020-09-24,14.632
2020-09-25,14.729
2020-09-26,14.729
2020-09-27,14.729
2020-09-28,14.951
2020-09-29,14.868
2020-09-30,14.905
2020-10-01,14.894
2020-10-02,15.006
2020-10-03,15.006
2020-10-04,15.006
2020-10-05,15.145
2020-10-06,15.138
2020-10-07,15.335
2020-10-08,15.445
2020-10-09,15.564
2020-10-10,15.564
2020-10-11,15.564
2020-10-12,15.606
2020-10-13,15.548
2020-10-14,15.635
2020-10-15,15.505
2020-10-16,15.354
2020-10-17,15.354
2020-10-18,15.354
2020-10-19,15.184
2020-10-20,15.203
2020-10-21,14.956
2020-10-22,14.988
2020-10-23,15.059
2020-10-24,15.059
2020-10-25,15.059
2020-10-26,14.758
2020-10-27,14.672
2020-10-28,14.537
2020-10-29,14.466
2020-10-30,14.577
2020-10-31,14.577
2020-11-01,14.577
2020-11-02,14.758
2020-11-03,15.043
2020-11-04,14.956
2020-11-05,15.2
2020-11-06,15.411
2020-11-07,15.411
2020-11-08,15.411
2020-11-09,14.972
2020-11-10,15.283
2020-11-11,15.329
2020-11-12,15.253
2020-11-13,15.464
2020-11-14,15.464
2020-11-15,15.464
2020-11-16,15.745
2020-11-17,15.832
2020-11-18,15.626
2020-11-19,15.699
2020-11-20,15.901
2020-11-21,15.901
2020-11-22,15.901
2020-11-23,16.134
2020-11-24,16.327
2020-11-25,16.025
2020-11-26,16.025
2020-11-27,16.183
2020-11-28,16.183
2020-11-29,16.183
2020-11-30,16.105
2020-12-01,16.084
2020-12-02,15.798
2020-12-03,15.862
2020-12-04,16.103
2020-12-05,16.103
2020-12-06,16.103
2020-12-07,16.02
2020-12-08,16.098
2020-12-09,16.158
2020-12-10,16.098
2020-12-11,16.249
2020-12-12,16.249
2020-12-13,16.249
2020-12-14,16.254
2020-12-15,16.434
2020-12-16,17.416
2020-12-17,17.618
2020-12-18,17.896
2020-12-19,17.896
2020-12-20,17.896
2020-12-21,17.822
2020-12-22,17.838
2020-12-23,17.752
2020-12-24,17.775
2020-12-25,17.775
2020-12-26,17.775
2020-12-27,17.775
2020-12-28,17.809
2020-12-29,17.821
2020-12-30,17.858
2020-12-31,17.953
2021-01-01,17.953
2021-01-02,17.953
2021-01-03,17.953
2021-01-04,17.68
2021-01-05,17.783
2021-01-06,18.661
2021-01-07,19.293
2021-01-08,18.92
2021-01-09,18.92
2021-01-10,18.92
2021-01-11,18.814
2021-01-12,18.841
2021-01-13,18.951
2021-01-14,18.962
2021-01-15,18.432
2021-01-16,18.432
2021-01-17,18.432
2021-01-18,18.432
2021-01-19,18.606
2021-01-20,19.009
2021-01-21,19.026
2021-01-22,19.149
2021-01-23,19.149
2021-01-24,19.149
2021-01-25,18.9
2021-01-26,18.682
2021-01-27,18.12
2021-01-28,18.165
2021-01-29,17.841
2021-01-30,17.841
2021-01-31,17.841
2021-02-01,18.002
2021-02-02,18.137
2021-02-03,18.218
2021-02-04,18.218
2021-02-05,18.585
2021-02-06,18.585
2021-02-07,18.585
2021-02-08,18.928
2021-02-09,18.934
2021-02-10,18.941
2021-02-11,19.03
2021-02-12,19.282
2021-02-13,19.282
2021-02-14,19.282
2021-02-15,19.282
2021-02-16,19.202
2021-02-17,18.82
2021-02-18,18.689
2021-02-19,18.822
2021-02-20,18.822
2021-02-21,18.822
2021-02-22,18.93
2021-02-23,19.184
2021-02-24,19.254
2021-02-25,19.136
2021-02-26,19.076
2021-02-27,19.076
2021-02-28,19.076
2021-03-01,19.447
2021-03-02,19.206
2021-03-03,18.968
2021-03-04,18.814
2021-03-05,19.169
2021-03-06,19.169
2021-03-07,19.169
2021-03-08,19.073
2021-03-09,18.986
2021-03-10,19.755
2021-03-11,19.502
2021-03-12,19.798
2021-03-13,19.798
2021-03-14,19.798
2021-03-15,20.269
2021-03-16,20.121
2021-03-17,20.101
2021-03-18,20.391
2021-03-19,20.045
2021-03-20,20.045
2021-03-21,20.045
2021-03-22,19.953
2021-03-23,19.603
2021-03-24,19.813
2021-03-25,20.132
2021-03-26,20.313
2021-03-27,20.313
2021-03-28,20.313
2021-03-29,20.156
2021-03-30,20.255
2021-03-31,20.08
2021-04-01,20.564
2021-04-02,20.564
2021-04-03,20.564
2021-04-04,20.564
2021-04-05,20.56
2021-04-06,20.709
2021-04-07,20.455
2021-04-08,20.494
2021-04-09,20.738
2021-04-10,20.738
2021-04-11,20.738
2021-04-12,20.765
2021-04-13,20.523
2021-04-14,20.508
2021-04-15,21.123
2021-04-16,22.017
2021-04-17,22.017
2021-04-18,22.017
2021-04-19,22.048
2021-04-20,22.13
2021-04-21,22.59
2021-04-22,22.43
2021-04-23,22.709
2021-04-24,22.709
2021-04-25,22.709
2021-04-26,22.612
2021-04-27,22.559
2021-04-28,22.389
2021-04-29,22.731
2021-04-30,22.368
2021-05-01,22.368
2021-05-02,22.368
2021-05-03,22.446
2021-05-04,22.612
2021-05-05,22.657
2021-05-06,22.584
2021-05-07,22.741
2021-05-08,22.741
2021-05-09,22.741
2021-05-10,22.639
2021-05-11,22.171
2021-05-12,21.542
2021-05-13,21.989
2021-05-14,22.069
2021-05-15,22.069
2021-05-16,22.069
2021-05-17,21.907
2021-05-18,21.566
2021-05-19,21.454
2021-05-20,21.45
2021-05-21,21.564
2021-05-22,21.564
2021-05-23,21.564
2021-05-24,21.47
2021-05-25,20.467
2021-05-26,20.417
2021-05-27,20.47
2021-05-28,20.476
2021-05-29,20.476
2021-05-30,20.476
2021-05-31,20.476
2021-06-01,20.647
2021-06-02,20.257
2021-06-03,20.273
2021-06-04,22.07
2021-06-05,22.07
2021-06-06,22.07
2021-06-07,21.995
2021-06-08,22.387
2021-06-09,22.267
2021-06-10,22.252
2021-06-11,22.139
2021-06-12,22.139
2021-06-13,22.139
2021-06-14,22.07
2021-06-15,22.164
2021-06-16,21.831
2021-06-17,21.898
2021-06-18,21.888
2021-06-19,21.888
2021-06-20,21.888
2021-06-21,22.395
2021-06-22,22.523
2021-06-23,22.561
2021-06-24,22.636
2021-06-25,22.927
2021-06-26,22.927
2021-06-27,22.927
2021-06-28,22.887
2021-06-29,22.962
2021-06-30,23.097
2021-07-01,21.18
2021-07-02,21.293
2021-07-03,21.293
2021-07-04,21.293
2021-07-05,21.293
2021-07-06,21.103
2021-07-07,21.423
2021-07-08,21.224
2021-07-09,21.614
2021-07-10,21.614
2021-07-11,21.614
2021-07-12,21.584
2021-07-13,21.166
2021-07-14,21.346
2021-07-15,21.331
2021-07-16,21.247
2021-07-17,21.247
2021-07-18,21.247
2021-07-19,21.053
2021-07-20,21.43
2021-07-21,21.325
2021-07-22,21.053
2021-07-23,21.509
2021-07-24,21.509
2021-07-25,21.509
2021-07-26,21.43
2021-07-27,21.314
2021-07-28,21.254
2021-07-29,21.457
2021-07-30,21.769
2021-07-31,21.769
2021-08-01,21.769
2021-08-02,21.656
2021-08-03,21.949
2021-08-04,21.775
2021-08-05,21.808
2021-08-06,21.947
2021-08-07,21.947
2021-08-08,21.947
2021-08-09,21.928
2021-08-10,21.953
2021-08-11,21.915
2021-08-12,21.825
2021-08-13,21.8
2021-08-14,21.8
2021-08-15,21.8
2021-08-16,21.964
2021-08-17,21.415
2021-08-18,21.31
2021-08-19,20.818
2021-08-20,20.921
2021-08-21,20.921
2021-08-22,20.921
2021-08-23,21.011
2021-08-24,21.115
2021-08-25,21.205
2021-08-26,21.21
2021-08-27,21.226
2021-08-28,21.226
2021-08-29,21.226
2021-08-30,21.371
2021-08-31,21.042
2021-09-01,20.763
2021-09-02,21.712
2021-09-03,21.887
2021-09-04,21.887
2021-09-05,21.887
2021-09-06,21.887
2021-09-07,21.313
2021-09-08,21.523
2021-09-09,21.319
2021-09-10,21.371
2021-09-11,21.371
2021-09-12,21.371
2021-09-13,21.18
2021-09-14,20.861
2021-09-15,20.962
2021-09-16,20.753
2021-09-17,20.498
2021-09-18,20.498
2021-09-19,20.498
2021-09-20,20.221
2021-09-21,19.705
2021-09-22,19.621
2021-09-23,19.888
2021-09-24,19.613
2021-09-25,19.613
2021-09-26,19.613
2021-09-27,19.527
2021-09-28,19.777
2021-09-29,19.838
2021-09-30,19.416
2021-10-01,19.575
2021-10-02,19.575
2021-10-03,19.575
2021-10-04,19.723
2021-10-05,19.743
2021-10-06,19.737
2021-10-07,19.721
2021-10-08,19.599
2021-10-09,19.599
2021-10-10,19.599
2021-10-11,19.12
2021-10-12,18.71
2021-10-13,18.902
2021-10-14,19.33
2021-10-15,19.465
2021-10-16,19.465
2021-10-17,19.465
2021-10-18,19.621
2021-10-19,19.797
2021-10-20,19.685
2021-10-21,20.017
2021-10-22,19.841
2021-10-23,19.841
2021-10-24,19.841
2021-10-25,20.171
2021-10-26,19.911
2021-10-27,18.822
2021-10-28,19.016
2021-10-29,19.08
2021-10-30,19.08
2021-10-31,19.08
2021-11-01,19.489
2021-11-02,19.403
2021-11-03,19.581
2021-11-04,19.561
2021-11-05,19.757
2021-11-06,19.757
2021-11-07,19.757
2021-11-08,20.005
2021-11-09,20.131
2021-11-10,20.075
2021-11-11,20.233
2021-11-12,20.501
2021-11-13,20.501
2021-11-14,20.501
2021-11-15,20.365
2021-11-16,20.77
2021-11-17,21.046
2021-11-18,20.954
2021-11-19,20.9
2021-11-20,20.9
2021-11-21,20.9
2021-11-22,20.926
2021-11-23,20.683
2021-11-24,20.988
2021-11-25,20.988
2021-11-26,20.704
2021-11-27,20.704
2021-11-28,20.704
2021-11-29,20.641
2021-11-30,20.097
2021-12-01,20.061
2021-12-02,20.421
2021-12-03,20.051
2021-12-04,20.051
2021-12-05,20.051
2021-12-06,18.017
2021-12-07,18.002
2021-12-08,17.952
2021-12-09,17.682
2021-12-10,17.531
2021-12-11,17.531
2021-12-12,17.531
2021-12-13,17.28
2021-12-14,17.271
2021-12-15,17.205
2021-12-16,17.435
2021-12-17,16.778
2021-12-18,16.778
2021-12-19,16.778
2021-12-20,16.42
2021-12-21,17.049
2021-12-22,17.207
2021-12-23,17.431
2021-12-24,17.431
2021-12-25,17.431
2021-12-26,17.431
2021-12-27,17.583
2021-12-28,17.489
2021-12-29,17.648
2021-12-30,17.507
2021-12-31,17.588
2022-01-01,17.588
2022-01-02,17.588
2022-01-03,17.531
2022-01-04,17.873
2022-01-05,17.408
2022-01-06,17.327
2022-01-07,17.164
2022-01-08,17.164
2022-01-09,17.164
2022-01-10,17.056
2022-01-11,17.635
2022-01-12,17.459
2022-01-13,17.436
2022-01-14,17.361
2022-01-15,17.361
2022-01-16,17.361
2022-01-17,17.361
2022-01-18,17.458
2022-01-19,17.41
2022-01-20,16.588
2022-01-21,16.437
2022-01-22,16.437
2022-01-23,16.437
2022-01-24,16.47
2022-01-25,16.533
2022-01-26,16.442
2022-01-27,16.569
2022-01-28,16.986
2022-01-29,16.986
2022-01-30,16.986
2022-01-31,17.002
2022-02-01,17.09
2022-02-02,17.114
2022-02-03,17.024
2022-02-04,16.91
2022-02-05,16.91
2022-02-06,16.91
2022-02-07,16.936
2022-02-08,17.252
2022-02-09,17.649
2022-02-10,17.282
2022-02-11,17.014
2022-02-12,17.014
2022-02-13,17.014
2022-02-14,17.276
2022-02-15,17.461
2022-02-16,17.554
2022-02-17,17.313
2022-02-18,17.287
2022-02-19,17.287
2022-02-20,17.287
2022-02-21,17.287
2022-02-22,16.847
2022-02-23,16.371
2022-02-24,16.359
2022-02-25,16.539
2022-02-26,16.539
2022-02-27,16.539
2022-02-28,16.514
2022-03-01,16.618
2022-03-02,17.037
2022-03-03,16.393
2022-03-04,15.621
2022-03-05,15.621
2022-03-06,15.621
2022-03-07,14.287
2022-03-08,14.295
2022-03-09,14.609
2022-03-10,14.349
2022-03-11,14.076
2022-03-12,14.076
2022-03-13,14.076
2022-03-14,14.212
2022-03-15,14.533
2022-03-16,14.619
2022-03-17,14.811
2022-03-18,15.135
2022-03-19,15.135
2022-03-20,15.135
2022-03-21,15.043
2022-03-22,14.941
2022-03-23,14.809
2022-03-24,14.97
2022-03-25,14.956
2022-03-26,14.956
2022-03-27,14.956
2022-03-28,14.925
2022-03-29,15.197
2022-03-30,14.946
2022-03-31,14.794
2022-04-01,14.969
2022-04-02,14.969
2022-04-03,14.969
2022-04-04,15.192
2022-04-05,15.103
2022-04-06,14.468
2022-04-07,14.753
2022-04-08,14.907
2022-04-09,14.907
2022-04-10,14.907
2022-04-11,14.876
2022-04-12,15.027
2022-04-13,14.81
2022-04-14,14.478
2022-04-15,14.478
2022-04-16,14.478
2022-04-17,14.478
2022-04-18,14.405
2022-04-19,14.831
2022-04-20,14.954
2022-04-21,14.756
2022-04-22,14.506
2022-04-23,14.506
2022-04-24,14.506
2022-04-25,14.598
2022-04-26,14.327
2022-04-27,14.171
2022-04-28,14.216
2022-04-29,13.914
2022-04-30,13.914
2022-05-01,13.914
2022-05-02,14.037
2022-05-03,14.211
2022-05-04,14.563
2022-05-05,14.159
2022-05-06,13.848
2022-05-07,13.848
2022-05-08,13.848
2022-05-09,13.884
2022-05-10,13.695
2022-05-11,13.353
2022-05-12,13.705
2022-05-13,13.886
2022-05-14,13.886
2022-05-15,13.886
2022-05-16,13.648
2022-05-17,13.95
2022-05-18,13.303
2022-05-19,13.495
2022-05-20,13.132
2022-05-21,13.132
2022-05-22,13.132
2022-05-23,13.231
2022-05-24,13.365
2022-05-25,13.726
2022-05-26,14.049
2022-05-27,14.353
2022-05-28,14.353
2022-05-29,14.353
2022-05-30,14.353
2022-05-31,14.324
2022-06-01,14.063
2022-06-02,14.836
2022-06-03,14.992
2022-06-04,14.992
2022-06-05,14.992
2022-06-06,15.114
2022-06-07,15.15
2022-06-08,14.398
2022-06-09,14.355
2022-06-10,14.067
2022-06-11,14.067
2022-06-12,14.067
2022-06-13,13.716
2022-06-14,13.627
2022-06-15,13.825
2022-06-16,13.04
2022-06-17,13.066
2022-06-18,13.066
2022-06-19,13.066
2022-06-20,13.066
2022-06-21,12.871
2022-06-22,13.122
2022-06-23,13.173
2022-06-24,13.776
2022-06-25,13.776
2022-06-26,13.776
2022-06-27,13.698
2022-06-28,13.401
2022-06-29,13.272
2022-06-30,13.213
2022-07-01,13.415
2022-07-02,13.415
2022-07-03,13.415
2022-07-04,13.415
2022-07-05,13.748
2022-07-06,13.738
2022-07-07,13.973
2022-07-08,13.626
2022-07-09,13.626
2022-07-10,13.626
2022-07-11,13.513
2022-07-12,13.515
2022-07-13,13.881
2022-07-14,13.861
2022-07-15,13.865
2022-07-16,13.865
2022-07-17,13.865
2022-07-18,13.671
2022-07-19,14.367
2022-07-20,14.627
2022-07-21,14.782
2022-07-22,14.702
2022-07-23,14.702
2022-07-24,14.702
2022-07-25,14.561
2022-07-26,14.547
2022-07-27,14.667
2022-07-28,14.822
2022-07-29,14.991
2022-07-30,14.991
2022-07-31,14.991
2022-08-01,15.101
2022-08-02,14.939
2022-08-03,15.042
2022-08-04,15.122
2022-08-05,15.223
2022-08-06,15.223
2022-08-07,15.223
2022-08-08,15.312
2022-08-09,14.979
2022-08-10,15.317
2022-08-11,15.532
2022-08-12,15.845
2022-08-13,15.845
2022-08-14,15.845
2022-08-15,15.978
2022-08-16,15.912
2022-08-17,15.748
2022-08-18,15.781
2022-08-19,15.559
2022-08-20,15.559
2022-08-21,15.559
2022-08-22,15.207
2022-08-23,15.164
2022-08-24,15.192
2022-08-25,15.277
2022-08-26,14.724
2022-08-27,14.724
2022-08-28,14.724
2022-08-29,14.649
2022-08-30,14.616
2022-08-31,14.458
2022-09-01,14.947
2022-09-02,14.85
2022-09-03,14.85
2022-09-04,14.85
2022-09-05,14.85
2022-09-06,15.285
2022-09-07,15.704
2022-09-08,15.804
2022-09-09,16.129
2022-09-10,16.129
2022-09-11,16.129
2022-09-12,16.429
2022-09-13,16.057
2022-09-14,16.133
2022-09-15,16.214
2022-09-16,15.96
2022-09-17,15.96
2022-09-18,15.96
2022-09-19,16.302
2022-09-20,16.171
2022-09-21,16.074
2022-09-22,15.763
2022-09-23,15.45
2022-09-24,15.45
2022-09-25,15.45
2022-09-26,15.531
2022-09-27,15.423
2022-09-28,15.792
2022-09-29,15.599
2022-09-30,15.535
2022-10-01,15.535
2022-10-02,15.535
2022-10-03,15.914
2022-10-04,16.577
2022-10-05,16.81
2022-10-06,17.024
2022-10-07,16.95
2022-10-08,16.95
2022-10-09,16.95
2022-10-10,17.033
2022-10-11,17.228
2022-10-12,16.965
2022-10-13,17.211
2022-10-14,16.842
2022-10-15,16.842
2022-10-16,16.842
2022-10-17,17.022
2022-10-18,17.257
2022-10-19,17.112
2022-10-20,16.709
2022-10-21,17.332
2022-10-22,17.332
2022-10-23,17.332
2022-10-24,17.727
2022-10-25,18.075
2022-10-26,18.221
2022-10-27,18.754
2022-10-28,19.257
2022-10-29,19.257
2022-10-30,19.257
2022-10-31,19.003
2022-11-01,18.947
2022-11-02,18.457
2022-11-03,18.785
2022-11-04,18.888
2022-11-05,18.888
2022-11-06,18.888
2022-11-07,18.703
2022-11-08,18.918
2022-11-09,18.889
2022-11-10,19.512
2022-11-11,19.285
2022-11-12,19.285
2022-11-13,19.285
2022-11-14,19.074
2022-11-15,19.332
2022-11-16,19.287
2022-11-17,19.242
2022-11-18,19.32
2022-11-19,19.32
2022-11-20,19.32
2022-11-21,19.401
2022-11-22,19.327
2022-11-23,19.332
2022-11-24,19.332
2022-11-25,19.299
2022-11-26,19.299
2022-11-27,19.299
2022-11-28,18.962
2022-11-29,19.027
2022-11-30,19.243
2022-12-01,19.271
2022-12-02,19.429
2022-12-03,19.429
2022-12-04,19.429
2022-12-05,19.065
2022-12-06,19.034
2022-12-07,19.105
2022-12-08,19.224
2022-12-09,18.987
2022-12-10,18.987
2022-12-11,18.987
2022-12-12,19.207
2022-12-13,19.323
2022-12-14,19.612
2022-12-15,19.254
2022-12-16,19.3
2022-12-17,19.3
2022-12-18,19.3
2022-12-19,19.118
2022-12-20,19.302
2022-12-21,19.449
2022-12-22,18.992
2022-12-23,19.305
2022-12-24,19.305
2022-12-25,19.305
2022-12-26,19.305
2022-12-27,19.948
2022-12-28,19.677
2022-12-29,19.696
2022-12-30,19.686
2022-12-31,19.686
2023-01-01,19.686
2023-01-02,19.686
2023-01-03,19.684
2023-01-04,19.694
2023-01-05,19.805
2023-01-06,19.887
2023-01-07,19.887
2023-01-08,19.887
2023-01-09,20.187
2023-01-10,20.321
2023-01-11,20.31
2023-01-12,20.377
2023-01-13,20.478
2023-01-14,20.478
2023-01-15,20.478
2023-01-16,20.478
2023-01-17,20.078
2023-01-18,19.912
2023-01-19,19.316
2023-01-20,19.295
2023-01-21,19.295
2023-01-22,19.295
2023-01-23,19.158
2023-01-24,19.526
2023-01-25,19.329
2023-01-26,19.403
2023-01-27,19.348
2023-01-28,19.348
2023-01-29,19.348
2023-01-30,19.152
2023-01-31,19.655
2023-02-01,19.789
2023-02-02,20.118
2023-02-03,20.037
2023-02-04,20.037
2023-02-05,20.037
2023-02-06,19.642
2023-02-07,19.556
2023-02-08,19.378
2023-02-09,19.226
2023-02-10,19.575
2023-02-11,19.575
2023-02-12,19.575
2023-02-13,19.792
2023-02-14,19.73
2023-02-15,19.924
2023-02-16,20.076
2023-02-17,20.192
2023-02-18,20.192
2023-02-19,20.192
2023-02-20,20.192
2023-02-21,19.602
2023-02-22,19.674
2023-02-23,20.149
2023-02-24,20.06
2023-02-25,20.06
2023-02-26,20.06
2023-02-27,20.006
2023-02-28,19.929
2023-03-01,19.984
2023-03-02,20.173
2023-03-03,20.541
2023-03-04,20.541
2023-03-05,20.541
2023-03-06,20.341
2023-03-07,20.141
2023-03-08,20.149
2023-03-09,20.565
2023-03-10,19.436
2023-03-11,19.436
2023-03-12,19.436
2023-03-13,19.361
2023-03-14,19.65
2023-03-15,19.009
2023-03-16,19.18
2023-03-17,18.855
2023-03-18,18.855
2023-03-19,18.855
2023-03-20,19.301
2023-03-21,19.657
2023-03-22,19.349
2023-03-23,19.28
2023-03-24,19.159
2023-03-25,19.159
2023-03-26,19.159
2023-03-27,19.477
2023-03-28,19.513
2023-03-29,19.422
2023-03-30,19.385
2023-03-31,19.769
2023-04-01,19.769
2023-04-02,19.769
2023-04-03,19.516
2023-04-04,18.748
2023-04-05,18.154
2023-04-06,18.016
2023-04-07,18.016
2023-04-08,18.016
2023-04-09,18.016
2023-04-10,18.379
2023-04-11,18.496
2023-04-12,18.584
2023-04-13,18.662
2023-04-14,18.691
2023-04-15,18.691
2023-04-16,18.691
2023-04-17,19.55
2023-04-18,19.643
2023-04-19,19.391
2023-04-20,19.365
2023-04-21,19.51
2023-04-22,19.51
2023-04-23,19.51
2023-04-24,19.391
2023-04-25,19.111
2023-04-26,18.771
2023-04-27,19.28
2023-04-28,19.345
2023-04-29,19.345
2023-04-30,19.345
2023-05-01,19.541
2023-05-02,19.343
2023-05-03,19.448
2023-05-04,19.157
2023-05-05,19.651
2023-05-06,19.651
2023-05-07,19.651
2023-05-08,19.61
2023-05-09,19.599
2023-05-10,19.756
2023-05-11,19.486
2023-05-12,19.538
2023-05-13,19.538
2023-05-14,19.538
2023-05-15,19.493
2023-05-16,19.048
2023-05-17,19.372
2023-05-18,19.784
2023-05-19,19.222
2023-05-20,19.222
2023-05-21,19.222
2023-05-22,19.255
2023-05-23,19.116
2023-05-24,18.8
2023-05-25,18.923
2023-05-26,19.061
2023-05-27,19.061
2023-05-28,19.061
2023-05-29,19.061
2023-05-30,18.368
2023-05-31,17.809
2023-06-01,17.773
2023-06-02,18.576
2023-06-03,18.576
2023-06-04,18.576
2023-06-05,18.388
2023-06-06,19.17
2023-06-07,19.281
2023-06-08,17.862
2023-06-09,18.01
2023-06-10,18.01
2023-06-11,18.01
2023-06-12,18.369
2023-06-13,18.363
2023-06-14,18.12
2023-06-15,18.298
2023-06-16,18.249
2023-06-17,18.249
2023-06-18,18.249
2023-06-19,18.249
2023-06-20,18.283
2023-06-21,18.346
2023-06-22,18.659
2023-06-23,18.275
2023-06-24,18.275
2023-06-25,18.275
2023-06-26,18.312
2023-06-27,18.826
2023-06-28,18.766
2023-06-29,18.609
2023-06-30,19.07
2023-07-01,19.07
2023-07-02,19.07
2023-07-03,18.851
2023-07-04,18.851
2023-07-05,18.937
2023-07-06,18.886
2023-07-07,18.978
2023-07-08,18.978
2023-07-09,18.978
2023-07-10,19.154
