,AMAT US Equity
2023-06-23,19.191
2023-06-24,19.191
2023-06-25,19.191
2023-06-26,19.717
2023-06-27,20.669
2023-06-28,20.319
2023-06-29,20.347
2023-06-30,20.391
2023-07-01,20.391
2023-07-02,20.391
2023-07-03,20.522
2023-07-04,20.522
2023-07-05,20.069
2023-07-06,19.804
2023-07-07,19.69
2023-07-08,19.69
2023-07-09,19.69
2023-07-10,19.829
2023-07-11,19.406
2023-07-12,19.594
2023-07-13,20.116
2023-07-14,20.004
2023-07-15,20.004
2023-07-16,20.004
2023-07-17,20.344
2023-07-18,20.206
2023-07-19,19.824
2023-07-20,18.742
2023-07-21,19.072
2023-07-22,19.072
2023-07-23,19.072
2023-07-24,19.334
2023-07-25,19.573
2023-07-26,19.427
2023-07-27,20.422
2023-07-28,21.232
2023-07-29,21.232
2023-07-30,21.232
2023-07-31,21.184
2023-08-01,21.329
2023-08-02,20.589
2023-08-03,20.656
2023-08-04,20.295
2023-08-05,20.295
2023-08-06,20.295
2023-08-07,20.953
2023-08-08,20.623
2023-08-09,20.226
2023-08-10,20.149
2023-08-11,19.344
2023-08-12,19.344
2023-08-13,19.344
2023-08-14,19.77
2023-08-15,19.518
2023-08-16,19.188
2023-08-17,18.61
2023-08-18,18.61
2023-08-19,18.61
2023-08-20,18.61
2023-08-21,18.843
2023-08-22,18.726
2023-08-23,18.786
2023-08-24,18.09
2023-08-25,18.324
2023-08-26,18.324
2023-08-27,18.324
2023-08-28,18.459
2023-08-29,19.037
2023-08-30,19.16
2023-08-31,19.39
2023-09-01,19.546
2023-09-02,19.546
2023-09-03,19.546
2023-09-04,19.546
2023-09-05,19.498
2023-09-06,19.444
2023-09-07,18.815
2023-09-08,18.726
2023-09-09,18.726
2023-09-10,18.726
2023-09-11,18.622
2023-09-12,18.279
2023-09-13,18.385
2023-09-14,18.374
2023-09-15,17.533
2023-09-16,17.533
2023-09-17,17.533
2023-09-18,17.789
2023-09-19,17.536
2023-09-20,17.442
2023-09-21,17.215
2023-09-22,17.34
2023-09-23,17.34
2023-09-24,17.34
2023-09-25,17.393
2023-09-26,17.074
2023-09-27,17.198
2023-09-28,17.601
2023-09-29,17.63
2023-09-30,17.63
2023-10-01,17.63
2023-10-02,17.765
2023-10-03,17.41
2023-10-04,17.738
2023-10-05,17.736
2023-10-06,17.864
2023-10-07,17.864
2023-10-08,17.864
2023-10-09,17.846
2023-10-10,18.006
2023-10-11,18.144
2023-10-12,18.504
2023-10-13,18.005
2023-10-14,18.005
2023-10-15,18.005
2023-10-16,17.973
2023-10-17,18.192
2023-10-18,18.03
2023-10-19,17.136
2023-10-20,17.096
2023-10-21,17.096
2023-10-22,17.096
2023-10-23,17.11
2023-10-24,17.196
2023-10-25,16.585
2023-10-26,16.646
2023-10-27,16.705
2023-10-28,16.705
2023-10-29,16.705
2023-10-30,16.67
2023-10-31,16.838
2023-11-01,17.212
2023-11-02,17.622
2023-11-03,17.78
2023-11-04,17.78
2023-11-05,17.78
2023-11-06,17.857
2023-11-07,18.033
2023-11-08,18.368
2023-11-09,18.233
2023-11-10,19.19
2023-11-11,19.19
2023-11-12,19.19
2023-11-13,19.07
2023-11-14,19.623
2023-11-15,19.787
2023-11-16,19.504
2023-11-17,18.924
2023-11-18,18.924
2023-11-19,18.924
2023-11-20,19.518
2023-11-21,19.093
2023-11-22,19.186
2023-11-23,19.186
2023-11-24,19.296
2023-11-25,19.296
2023-11-26,19.296
2023-11-27,19.356
2023-11-28,19.004
2023-11-29,19.17
2023-11-30,19.224
2023-12-01,19.457
2023-12-02,19.457
2023-12-03,19.457
2023-12-04,19.03
2023-12-05,18.758
2023-12-06,18.52
2023-12-07,18.992
2023-12-08,18.906
2023-12-09,18.906
2023-12-10,18.906
2023-12-11,19.848
2023-12-12,20.115
2023-12-13,20.085
2023-12-14,20.693
2023-12-15,20.72
2023-12-16,20.72
2023-12-17,20.72
2023-12-18,20.495
2023-12-19,20.71
2023-12-20,20.02
2023-12-21,20.59
2023-12-22,20.674
2023-12-23,20.674
2023-12-24,20.674
2023-12-25,20.674
2023-12-26,20.959
2023-12-27,20.95
2023-12-28,20.811
2023-12-29,20.677
2023-12-30,20.677
2023-12-31,20.677
2024-01-01,20.677
2024-01-02,19.715
2024-01-03,19.379
2024-01-04,19.105
2024-01-05,19.065
2024-01-06,19.065
2024-01-07,19.065
2024-01-08,19.393
2024-01-09,19.325
2024-01-10,19.169
2024-01-11,19.443
2024-01-12,19.353
2024-01-13,19.353
2024-01-14,19.353
2024-01-15,19.353
2024-01-16,19.733
2024-01-17,19.736
2024-01-18,20.638
2024-01-19,21.616
2024-01-20,21.616
2024-01-21,21.616
2024-01-22,21.663
2024-01-23,21.496
2024-01-24,22.409
2024-01-25,22.214
2024-01-26,21.477
2024-01-27,21.477
2024-01-28,21.477
2024-01-29,21.68
2024-01-30,21.392
2024-01-31,21.142
2024-02-01,21.486
2024-02-02,21.642
2024-02-03,21.642
2024-02-04,21.642
2024-02-05,22.016
2024-02-06,21.709
2024-02-07,21.992
2024-02-08,22.376
2024-02-09,23.914
2024-02-10,23.914
2024-02-11,23.914
2024-02-12,23.875
2024-02-13,23.202
2024-02-14,23.959
2024-02-15,23.474
2024-02-16,24.179
2024-02-17,24.179
2024-02-18,24.179
2024-02-19,24.179
2024-02-20,22.898
2024-02-21,23.081
2024-02-22,24.163
2024-02-23,23.771
2024-02-24,23.771
2024-02-25,23.771
2024-02-26,24.542
2024-02-27,24.459
2024-02-28,23.817
2024-02-29,24.309
2024-03-01,25.35
2024-03-02,25.35
2024-03-03,25.35
2024-03-04,25.258
2024-03-05,24.987
2024-03-06,25.563
2024-03-07,25.616
2024-03-08,24.766
2024-03-09,24.766
2024-03-10,24.766
2024-03-11,24.261
2024-03-12,24.692
2024-03-13,24.164
2024-03-14,24.187
2024-03-15,23.934
2024-03-16,23.934
2024-03-17,23.934
2024-03-18,24.184
2024-03-19,24.258
2024-03-20,24.742
2024-03-21,25.434
2024-03-22,25.368
2024-03-23,25.368
2024-03-24,25.368
2024-03-25,25.152
2024-03-26,24.936
2024-03-27,25.097
2024-03-28,24.883
2024-03-29,24.883
2024-03-30,24.883
2024-03-31,24.883
2024-04-01,25.18
2024-04-02,24.868
2024-04-03,25.022
2024-04-04,24.54
2024-04-05,25.136
2024-04-06,25.136
2024-04-07,25.136
2024-04-08,25.28
