,DRI US Equity
2020-09-04,11.807
2020-09-05,11.807
2020-09-06,11.807
2020-09-07,11.807
2020-09-08,11.786
2020-09-09,11.715
2020-09-10,11.896
2020-09-11,11.479
2020-09-12,11.479
2020-09-13,11.479
2020-09-14,12.115
2020-09-15,12.349
2020-09-16,12.295
2020-09-17,12.117
2020-09-18,11.886
2020-09-19,11.886
2020-09-20,11.886
2020-09-21,11.597
2020-09-22,11.887
2020-09-23,11.89
2020-09-24,12.15
2020-09-25,12.153
2020-09-26,12.153
2020-09-27,12.153
2020-09-28,12.579
2020-09-29,12.493
2020-09-30,12.486
2020-10-01,12.999
2020-10-02,12.916
2020-10-03,12.916
2020-10-04,12.916
2020-10-05,12.854
2020-10-06,12.549
2020-10-07,12.575
2020-10-08,12.851
2020-10-09,12.678
2020-10-10,12.678
2020-10-11,12.678
2020-10-12,12.452
2020-10-13,12.277
2020-10-14,12.335
2020-10-15,12.447
2020-10-16,12.299
2020-10-17,12.299
2020-10-18,12.299
2020-10-19,12.01
2020-10-20,12.225
2020-10-21,12.144
2020-10-22,12.409
2020-10-23,12.373
2020-10-24,12.373
2020-10-25,12.373
2020-10-26,11.859
2020-10-27,11.914
2020-10-28,11.212
2020-10-29,11.5
2020-10-30,11.427
2020-10-31,11.427
2020-11-01,11.427
2020-11-02,11.417
2020-11-03,11.573
2020-11-04,12.007
2020-11-05,12.62
2020-11-06,12.695
2020-11-07,12.695
2020-11-08,12.695
2020-11-09,14.986
2020-11-10,14.091
2020-11-11,13.311
2020-11-12,13.215
2020-11-13,13.374
2020-11-14,13.374
2020-11-15,13.374
2020-11-16,13.684
2020-11-17,13.09
2020-11-18,13.287
2020-11-19,13.243
2020-11-20,13.081
2020-11-21,13.081
2020-11-22,13.081
2020-11-23,13.217
2020-11-24,13.685
2020-11-25,13.338
2020-11-26,13.338
2020-11-27,13.262
2020-11-28,13.262
2020-11-29,13.262
2020-11-30,13.024
2020-12-01,13.329
2020-12-02,13.223
2020-12-03,13.604
2020-12-04,13.849
2020-12-05,13.849
2020-12-06,13.849
2020-12-07,13.523
2020-12-08,13.086
2020-12-09,13.408
2020-12-10,13.531
2020-12-11,13.246
2020-12-12,13.246
2020-12-13,13.246
2020-12-14,13.222
2020-12-15,13.447
2020-12-16,13.689
2020-12-17,13.94
2020-12-18,13.808
2020-12-19,13.808
2020-12-20,13.808
2020-12-21,13.346
2020-12-22,13.657
2020-12-23,13.65
2020-12-24,13.457
2020-12-25,13.457
2020-12-26,13.457
2020-12-27,13.457
2020-12-28,13.44
2020-12-29,13.534
2020-12-30,13.418
2020-12-31,13.598
2021-01-01,13.598
2021-01-02,13.598
2021-01-03,13.598
2021-01-04,13.269
2021-01-05,13.481
2021-01-06,13.801
2021-01-07,14.192
2021-01-08,14.238
2021-01-09,14.238
2021-01-10,14.238
2021-01-11,14.342
2021-01-12,14.579
2021-01-13,14.296
2021-01-14,14.095
2021-01-15,13.864
2021-01-16,13.864
2021-01-17,13.864
2021-01-18,13.864
2021-01-19,13.597
2021-01-20,13.645
2021-01-21,13.689
2021-01-22,13.363
2021-01-23,13.363
2021-01-24,13.363
2021-01-25,13.146
2021-01-26,12.99
2021-01-27,12.185
2021-01-28,12.912
2021-01-29,12.706
2021-01-30,12.706
2021-01-31,12.706
2021-02-01,12.975
2021-02-02,13.351
2021-02-03,13.646
2021-02-04,13.989
2021-02-05,14.346
2021-02-06,14.346
2021-02-07,14.346
2021-02-08,14.161
2021-02-09,14.062
2021-02-10,14.02
2021-02-11,14.014
2021-02-12,13.963
2021-02-13,13.963
2021-02-14,13.963
2021-02-15,13.963
2021-02-16,14.015
2021-02-17,13.943
2021-02-18,14.129
2021-02-19,14.567
2021-02-20,14.567
2021-02-21,14.567
2021-02-22,14.675
2021-02-23,14.6
2021-02-24,15.086
2021-02-25,14.783
2021-02-26,14.928
2021-02-27,14.928
2021-02-28,14.928
2021-03-01,15.112
2021-03-02,15.105
2021-03-03,15.004
2021-03-04,14.853
2021-03-05,15.29
2021-03-06,15.29
2021-03-07,15.29
2021-03-08,15.548
2021-03-09,15.144
2021-03-10,15.445
2021-03-11,15.331
2021-03-12,15.806
2021-03-13,15.806
2021-03-14,15.806
2021-03-15,16.03
2021-03-16,15.405
2021-03-17,15.483
2021-03-18,14.914
2021-03-19,14.895
2021-03-20,14.895
2021-03-21,14.895
2021-03-22,14.57
2021-03-23,14.571
2021-03-24,14.27
2021-03-25,15.17
2021-03-26,15.597
2021-03-27,15.597
2021-03-28,15.597
2021-03-29,15.046
2021-03-30,15.188
2021-03-31,14.866
2021-04-01,15.105
2021-04-02,15.105
2021-04-03,15.105
2021-04-04,15.105
2021-04-05,15.087
2021-04-06,15.124
2021-04-07,15.259
2021-04-08,15.35
2021-04-09,15.072
2021-04-10,15.072
2021-04-11,15.072
2021-04-12,15.143
2021-04-13,15.076
2021-04-14,15.192
2021-04-15,15.088
2021-04-16,15.421
2021-04-17,15.421
2021-04-18,15.421
2021-04-19,15.382
2021-04-20,15.064
2021-04-21,15.06
2021-04-22,15.291
2021-04-23,15.173
2021-04-24,15.173
2021-04-25,15.173
2021-04-26,14.98
2021-04-27,15.035
2021-04-28,15.162
2021-04-29,15.41
2021-04-30,15.463
2021-05-01,15.463
2021-05-02,15.463
2021-05-03,15.24
2021-05-04,15.15
2021-05-05,14.989
2021-05-06,14.686
2021-05-07,14.751
2021-05-08,14.751
2021-05-09,14.751
2021-05-10,14.576
2021-05-11,14.237
2021-05-12,13.663
2021-05-13,13.881
2021-05-14,14.455
2021-05-15,14.455
2021-05-16,14.455
2021-05-17,14.403
2021-05-18,14.467
2021-05-19,14.5
2021-05-20,14.62
2021-05-21,14.583
2021-05-22,14.583
2021-05-23,14.583
2021-05-24,14.645
2021-05-25,14.549
2021-05-26,14.67
2021-05-27,14.697
2021-05-28,14.839
2021-05-29,14.839
2021-05-30,14.839
2021-05-31,14.839
2021-06-01,14.228
2021-06-02,14.149
2021-06-03,13.929
2021-06-04,13.898
2021-06-05,13.898
2021-06-06,13.898
2021-06-07,14.224
2021-06-08,14.583
2021-06-09,14.367
2021-06-10,14.183
2021-06-11,14.412
2021-06-12,14.412
2021-06-13,14.412
2021-06-14,14.245
2021-06-15,14.092
2021-06-16,14.067
2021-06-17,13.591
2021-06-18,13.405
2021-06-19,13.405
2021-06-20,13.405
2021-06-21,13.748
2021-06-22,13.972
2021-06-23,13.956
2021-06-24,13.958
2021-06-25,14.309
2021-06-26,14.309
2021-06-27,14.309
2021-06-28,14.082
2021-06-29,14.277
2021-06-30,14.496
2021-07-01,14.712
2021-07-02,14.708
2021-07-03,14.708
2021-07-04,14.708
2021-07-05,14.708
2021-07-06,14.783
2021-07-07,14.774
2021-07-08,14.4
2021-07-09,14.863
2021-07-10,14.863
2021-07-11,14.863
2021-07-12,15.0
2021-07-13,14.745
2021-07-14,14.741
2021-07-15,14.486
2021-07-16,14.179
2021-07-17,14.179
2021-07-18,14.179
2021-07-19,13.486
2021-07-20,14.192
2021-07-21,14.505
2021-07-22,14.425
2021-07-23,14.457
2021-07-24,14.457
2021-07-25,14.457
2021-07-26,14.74
2021-07-27,14.956
2021-07-28,14.825
2021-07-29,15.028
2021-07-30,14.593
2021-07-31,14.593
2021-08-01,14.593
2021-08-02,14.776
2021-08-03,14.688
2021-08-04,14.645
2021-08-05,14.452
2021-08-06,14.475
2021-08-07,14.475
2021-08-08,14.475
2021-08-09,13.828
2021-08-10,14.027
2021-08-11,14.114
2021-08-12,14.201
2021-08-13,14.204
2021-08-14,14.204
2021-08-15,14.204
2021-08-16,14.027
2021-08-17,13.722
2021-08-18,13.706
2021-08-19,13.681
2021-08-20,13.936
2021-08-21,13.936
2021-08-22,13.936
2021-08-23,14.232
2021-08-24,14.592
2021-08-25,15.021
2021-08-26,14.852
2021-08-27,15.313
2021-08-28,15.313
2021-08-29,15.313
2021-08-30,15.036
2021-08-31,15.116
2021-09-01,15.169
2021-09-02,15.107
2021-09-03,14.856
2021-09-04,14.856
2021-09-05,14.856
2021-09-06,14.856
2021-09-07,14.805
2021-09-08,14.777
2021-09-09,14.869
2021-09-10,14.917
2021-09-11,14.917
2021-09-12,14.917
2021-09-13,15.012
2021-09-14,14.88
2021-09-15,14.934
2021-09-16,15.063
2021-09-17,15.007
2021-09-18,15.007
2021-09-19,15.007
2021-09-20,14.933
2021-09-21,14.711
2021-09-22,15.093
2021-09-23,15.78
2021-09-24,15.593
2021-09-25,15.593
2021-09-26,15.593
2021-09-27,15.702
2021-09-28,15.315
2021-09-29,15.1
2021-09-30,14.883
2021-10-01,15.324
2021-10-02,15.324
2021-10-03,15.324
2021-10-04,15.282
2021-10-05,15.405
2021-10-06,15.461
2021-10-07,15.417
2021-10-08,15.297
2021-10-09,15.297
2021-10-10,15.297
2021-10-11,15.14
2021-10-12,15.06
2021-10-13,14.799
2021-10-14,14.899
2021-10-15,14.758
2021-10-16,14.758
2021-10-17,14.758
2021-10-18,14.723
2021-10-19,14.496
2021-10-20,14.168
2021-10-21,14.409
2021-10-22,14.387
2021-10-23,14.387
2021-10-24,14.387
2021-10-25,14.197
2021-10-26,14.42
2021-10-27,14.202
2021-10-28,14.342
2021-10-29,14.262
2021-10-30,14.262
2021-10-31,14.262
2021-11-01,14.646
2021-11-02,14.214
2021-11-03,14.364
2021-11-04,14.454
2021-11-05,15.285
2021-11-06,15.285
2021-11-07,15.285
2021-11-08,15.176
2021-11-09,15.397
2021-11-10,15.009
2021-11-11,14.951
2021-11-12,15.004
2021-11-13,15.004
2021-11-14,15.004
2021-11-15,14.744
2021-11-16,14.638
2021-11-17,14.676
2021-11-18,14.569
2021-11-19,14.293
2021-11-20,14.293
2021-11-21,14.293
2021-11-22,14.665
2021-11-23,14.816
2021-11-24,14.814
2021-11-25,14.814
2021-11-26,14.032
2021-11-27,14.032
2021-11-28,14.032
2021-11-29,14.152
2021-11-30,13.773
2021-12-01,13.644
2021-12-02,14.282
2021-12-03,14.212
2021-12-04,14.212
2021-12-05,14.212
2021-12-06,14.599
2021-12-07,14.746
2021-12-08,14.997
2021-12-09,14.853
2021-12-10,15.091
2021-12-11,15.091
2021-12-12,15.091
2021-12-13,14.679
2021-12-14,14.812
2021-12-15,14.802
2021-12-16,14.613
2021-12-17,13.831
2021-12-18,13.831
2021-12-19,13.831
2021-12-20,13.64
2021-12-21,14.118
2021-12-22,14.337
2021-12-23,14.708
2021-12-24,14.708
2021-12-25,14.708
2021-12-26,14.708
2021-12-27,14.845
2021-12-28,14.76
2021-12-29,14.726
2021-12-30,14.757
2021-12-31,14.886
2022-01-01,14.886
2022-01-02,14.886
2022-01-03,14.702
2022-01-04,14.981
2022-01-05,14.795
2022-01-06,14.547
2022-01-07,14.446
2022-01-08,14.446
2022-01-09,14.446
2022-01-10,14.577
2022-01-11,14.389
2022-01-12,14.235
2022-01-13,14.347
2022-01-14,14.181
2022-01-15,14.181
2022-01-16,14.181
2022-01-17,14.181
2022-01-18,13.821
2022-01-19,13.74
2022-01-20,13.49
2022-01-21,13.366
2022-01-22,13.366
2022-01-23,13.366
2022-01-24,13.545
2022-01-25,13.635
2022-01-26,13.581
2022-01-27,13.423
2022-01-28,13.736
2022-01-29,13.736
2022-01-30,13.736
2022-01-31,13.87
2022-02-01,13.871
2022-02-02,13.968
2022-02-03,13.743
2022-02-04,13.671
2022-02-05,13.671
2022-02-06,13.671
2022-02-07,13.892
2022-02-08,13.982
2022-02-09,14.547
2022-02-10,14.563
2022-02-11,14.34
2022-02-12,14.34
2022-02-13,14.34
2022-02-14,14.242
2022-02-15,14.666
2022-02-16,14.782
2022-02-17,14.186
2022-02-18,14.373
2022-02-19,14.373
2022-02-20,14.373
2022-02-21,14.373
2022-02-22,14.29
2022-02-23,13.808
2022-02-24,14.059
2022-02-25,14.407
2022-02-26,14.407
2022-02-27,14.407
2022-02-28,14.421
2022-03-01,13.892
2022-03-02,13.949
2022-03-03,13.221
2022-03-04,13.112
2022-03-05,13.112
2022-03-06,13.112
2022-03-07,11.697
2022-03-08,12.186
2022-03-09,12.767
2022-03-10,12.946
2022-03-11,12.81
2022-03-12,12.81
2022-03-13,12.81
2022-03-14,12.333
2022-03-15,12.385
2022-03-16,12.912
2022-03-17,12.995
2022-03-18,13.303
2022-03-19,13.303
2022-03-20,13.303
2022-03-21,13.059
2022-03-22,13.189
2022-03-23,13.083
2022-03-24,13.521
2022-03-25,13.322
2022-03-26,13.322
2022-03-27,13.322
2022-03-28,13.375
2022-03-29,13.8
2022-03-30,13.507
2022-03-31,13.639
2022-04-01,13.343
2022-04-02,13.343
2022-04-03,13.343
2022-04-04,13.469
2022-04-05,13.287
2022-04-06,13.181
2022-04-07,13.038
2022-04-08,13.082
2022-04-09,13.082
2022-04-10,13.082
2022-04-11,13.093
2022-04-12,13.488
2022-04-13,13.595
2022-04-14,13.582
2022-04-15,13.582
2022-04-16,13.582
2022-04-17,13.582
2022-04-18,13.705
2022-04-19,13.99
2022-04-20,14.112
2022-04-21,14.262
2022-04-22,13.851
2022-04-23,13.851
2022-04-24,13.851
2022-04-25,14.272
2022-04-26,13.587
2022-04-27,13.505
2022-04-28,13.835
2022-04-29,13.611
2022-04-30,13.611
2022-05-01,13.611
2022-05-02,13.711
2022-05-03,13.489
2022-05-04,13.574
2022-05-05,13.165
2022-05-06,13.432
2022-05-07,13.432
2022-05-08,13.432
2022-05-09,12.917
2022-05-10,13.102
2022-05-11,12.545
2022-05-12,12.821
2022-05-13,13.222
2022-05-14,13.222
2022-05-15,13.222
2022-05-16,13.048
2022-05-17,13.319
2022-05-18,12.336
2022-05-19,12.023
2022-05-20,11.98
2022-05-21,11.98
2022-05-22,11.98
2022-05-23,11.996
2022-05-24,11.827
2022-05-25,12.378
2022-05-26,12.92
2022-05-27,13.019
2022-05-28,13.019
2022-05-29,13.019
2022-05-30,13.019
2022-05-31,12.911
2022-06-01,12.801
2022-06-02,13.105
2022-06-03,12.992
2022-06-04,12.992
2022-06-05,12.992
2022-06-06,13.006
2022-06-07,12.902
2022-06-08,12.847
2022-06-09,12.752
2022-06-10,12.389
2022-06-11,12.389
2022-06-12,12.389
2022-06-13,11.804
2022-06-14,11.841
2022-06-15,12.126
2022-06-16,11.651
2022-06-17,11.933
2022-06-18,11.933
2022-06-19,11.933
2022-06-20,11.933
2022-06-21,11.875
2022-06-22,12.024
2022-06-23,12.356
2022-06-24,12.92
2022-06-25,12.92
2022-06-26,12.92
2022-06-27,13.193
2022-06-28,12.454
2022-06-29,12.321
2022-06-30,12.24
2022-07-01,12.393
2022-07-02,12.393
2022-07-03,12.393
2022-07-04,12.393
2022-07-05,12.844
2022-07-06,12.649
2022-07-07,12.844
2022-07-08,12.789
2022-07-09,12.789
2022-07-10,12.789
2022-07-11,12.642
2022-07-12,12.685
2022-07-13,12.736
2022-07-14,12.751
2022-07-15,12.853
2022-07-16,12.853
2022-07-17,12.853
2022-07-18,12.78
2022-07-19,13.193
2022-07-20,13.38
2022-07-21,13.358
2022-07-22,13.32
2022-07-23,13.32
2022-07-24,13.32
2022-07-25,13.082
2022-07-26,12.678
2022-07-27,13.379
2022-07-28,13.941
2022-07-29,13.711
2022-07-30,13.711
2022-07-31,13.711
2022-08-01,13.74
2022-08-02,13.673
2022-08-03,13.973
2022-08-04,13.853
2022-08-05,13.611
2022-08-06,13.611
2022-08-07,13.611
2022-08-08,13.805
2022-08-09,13.854
2022-08-10,14.305
2022-08-11,14.343
2022-08-12,14.528
2022-08-13,14.528
2022-08-14,14.528
2022-08-15,14.562
2022-08-16,14.797
2022-08-17,14.615
2022-08-18,14.579
2022-08-19,14.216
2022-08-20,14.216
2022-08-21,14.216
2022-08-22,14.003
2022-08-23,13.984
2022-08-24,14.063
2022-08-25,14.39
2022-08-26,13.764
2022-08-27,13.764
2022-08-28,13.764
2022-08-29,13.734
2022-08-30,13.589
2022-08-31,13.625
2022-09-01,13.87
2022-09-02,13.786
2022-09-03,13.786
2022-09-04,13.786
2022-09-05,13.786
2022-09-06,13.57
2022-09-07,14.066
2022-09-08,14.33
2022-09-09,14.394
2022-09-10,14.394
2022-09-11,14.394
2022-09-12,14.689
2022-09-13,14.13
2022-09-14,14.304
2022-09-15,14.32
2022-09-16,14.226
2022-09-17,14.226
2022-09-18,14.226
2022-09-19,14.539
2022-09-20,14.563
2022-09-21,14.402
2022-09-22,13.809
2022-09-23,13.449
2022-09-24,13.449
2022-09-25,13.449
2022-09-26,13.313
2022-09-27,13.579
2022-09-28,14.023
2022-09-29,14.198
2022-09-30,13.872
2022-10-01,13.872
2022-10-02,13.872
2022-10-03,13.739
2022-10-04,14.485
2022-10-05,14.566
2022-10-06,14.303
2022-10-07,13.881
2022-10-08,13.881
2022-10-09,13.881
2022-10-10,13.989
2022-10-11,14.195
2022-10-12,14.389
2022-10-13,14.689
2022-10-14,14.363
2022-10-15,14.363
2022-10-16,14.363
2022-10-17,14.575
2022-10-18,14.741
2022-10-19,14.692
2022-10-20,14.607
2022-10-21,14.727
2022-10-22,14.727
2022-10-23,14.727
2022-10-24,14.802
2022-10-25,15.02
2022-10-26,15.302
2022-10-27,15.546
2022-10-28,15.74
2022-10-29,15.74
2022-10-30,15.74
2022-10-31,15.812
2022-11-01,15.801
2022-11-02,15.433
2022-11-03,15.407
2022-11-04,15.613
2022-11-05,15.613
2022-11-06,15.613
2022-11-07,15.448
2022-11-08,15.481
2022-11-09,15.427
2022-11-10,16.054
2022-11-11,15.593
2022-11-12,15.593
2022-11-13,15.593
2022-11-14,15.745
2022-11-15,15.808
2022-11-16,16.065
2022-11-17,16.134
2022-11-18,16.254
2022-11-19,16.254
2022-11-20,16.254
2022-11-21,16.205
2022-11-22,16.352
2022-11-23,16.389
2022-11-24,16.389
2022-11-25,16.396
2022-11-26,16.396
2022-11-27,16.396
2022-11-28,16.222
2022-11-29,16.017
2022-11-30,16.241
2022-12-01,16.078
2022-12-02,16.059
2022-12-03,16.059
2022-12-04,16.059
2022-12-05,15.845
2022-12-06,15.77
2022-12-07,15.698
2022-12-08,15.871
2022-12-09,15.731
2022-12-10,15.731
2022-12-11,15.731
2022-12-12,15.908
2022-12-13,15.963
2022-12-14,15.845
2022-12-15,15.725
2022-12-16,15.402
2022-12-17,15.402
2022-12-18,15.402
2022-12-19,15.158
2022-12-20,15.283
2022-12-21,15.204
2022-12-22,15.068
2022-12-23,15.236
2022-12-24,15.236
2022-12-25,15.236
2022-12-26,15.236
2022-12-27,15.14
2022-12-28,15.259
2022-12-29,15.397
2022-12-30,15.205
2022-12-31,15.205
2023-01-01,15.205
2023-01-02,15.205
2023-01-03,15.32
2023-01-04,15.656
2023-01-05,15.786
2023-01-06,16.079
2023-01-07,16.079
2023-01-08,16.079
2023-01-09,16.336
2023-01-10,16.58
2023-01-11,16.507
2023-01-12,16.403
2023-01-13,16.524
2023-01-14,16.524
2023-01-15,16.524
2023-01-16,16.524
2023-01-17,16.465
2023-01-18,16.186
2023-01-19,16.065
2023-01-20,16.289
2023-01-21,16.289
2023-01-22,16.289
2023-01-23,16.368
2023-01-24,16.134
2023-01-25,16.333
2023-01-26,16.501
2023-01-27,16.394
2023-01-28,16.394
2023-01-29,16.394
2023-01-30,16.251
2023-01-31,16.367
2023-02-01,16.267
2023-02-02,16.35
2023-02-03,16.295
2023-02-04,16.295
2023-02-05,16.295
2023-02-06,16.557
2023-02-07,16.535
2023-02-08,16.409
2023-02-09,16.333
2023-02-10,16.251
2023-02-11,16.251
2023-02-12,16.251
2023-02-13,16.342
2023-02-14,16.172
2023-02-15,16.211
2023-02-16,16.112
2023-02-17,16.148
2023-02-18,16.148
2023-02-19,16.148
2023-02-20,16.148
2023-02-21,16.342
2023-02-22,16.46
2023-02-23,16.39
2023-02-24,15.976
2023-02-25,15.976
2023-02-26,15.976
2023-02-27,15.77
2023-02-28,15.805
2023-03-01,15.878
2023-03-02,16.264
2023-03-03,16.286
2023-03-04,16.286
2023-03-05,16.286
2023-03-06,16.389
2023-03-07,16.197
2023-03-08,16.108
2023-03-09,15.966
2023-03-10,15.89
2023-03-11,15.89
2023-03-12,15.89
2023-03-13,16.116
2023-03-14,16.277
2023-03-15,16.301
2023-03-16,16.586
2023-03-17,16.375
2023-03-18,16.375
2023-03-19,16.375
2023-03-20,16.583
2023-03-21,16.772
2023-03-22,16.62
2023-03-23,16.435
2023-03-24,16.634
2023-03-25,16.634
2023-03-26,16.634
2023-03-27,16.761
2023-03-28,16.834
2023-03-29,16.856
2023-03-30,16.77
2023-03-31,16.909
2023-04-01,16.909
2023-04-02,16.909
2023-04-03,16.771
2023-04-04,16.683
2023-04-05,16.669
2023-04-06,16.433
2023-04-07,16.433
2023-04-08,16.433
2023-04-09,16.433
2023-04-10,16.63
2023-04-11,16.848
2023-04-12,16.657
2023-04-13,16.847
2023-04-14,16.724
2023-04-15,16.724
2023-04-16,16.724
2023-04-17,16.637
2023-04-18,16.644
2023-04-19,16.615
2023-04-20,16.438
2023-04-21,16.648
2023-04-22,16.648
2023-04-23,16.648
2023-04-24,16.365
2023-04-25,16.057
2023-04-26,16.283
2023-04-27,16.577
2023-04-28,16.676
2023-04-29,16.676
2023-04-30,16.676
2023-05-01,16.602
2023-05-02,16.665
2023-05-03,16.616
2023-05-04,16.79
2023-05-05,16.809
2023-05-06,16.809
2023-05-07,16.809
2023-05-08,16.496
2023-05-09,16.506
2023-05-10,16.366
2023-05-11,16.141
2023-05-12,16.31
2023-05-13,16.31
2023-05-14,16.31
2023-05-15,16.677
2023-05-16,16.822
2023-05-17,17.43
2023-05-18,17.809
2023-05-19,17.728
2023-05-20,17.728
2023-05-21,17.728
2023-05-22,17.725
2023-05-23,17.652
2023-05-24,17.64
2023-05-25,17.703
2023-05-26,17.73
2023-05-27,17.73
2023-05-28,17.73
2023-05-29,17.73
2023-05-30,17.631
2023-05-31,17.425
2023-06-01,17.768
2023-06-02,18.007
2023-06-03,18.007
2023-06-04,18.007
2023-06-05,17.678
2023-06-06,17.9
2023-06-07,18.046
2023-06-08,17.932
2023-06-09,17.773
2023-06-10,17.773
2023-06-11,17.773
2023-06-12,18.11
2023-06-13,18.227
2023-06-14,18.402
2023-06-15,18.325
2023-06-16,18.219
2023-06-17,18.219
2023-06-18,18.219
2023-06-19,18.219
2023-06-20,18.196
2023-06-21,18.261
2023-06-22,17.818
2023-06-23,17.803
2023-06-24,17.803
2023-06-25,17.803
