,DE US Equity
,BEST_PE_RATIO
2020-01-01,5.83
2020-01-02,5.951
2020-01-03,5.907
2020-01-04,5.907
2020-01-05,5.907
2020-01-06,5.949
2020-01-07,5.846
2020-01-08,5.919
2020-01-09,5.976
2020-01-10,5.836
2020-01-11,5.836
2020-01-12,5.836
2020-01-13,5.88
2020-01-14,5.844
2020-01-15,5.818
2020-01-16,5.904
2020-01-17,5.929
2020-01-18,5.929
2020-01-19,5.929
2020-01-20,5.929
2020-01-21,5.806
2020-01-22,5.759
2020-01-23,5.789
2020-01-24,5.724
2020-01-25,5.724
2020-01-26,5.724
2020-01-27,5.494
2020-01-28,5.484
2020-01-29,5.389
2020-01-30,5.421
2020-01-31,5.336
2020-02-01,5.336
2020-02-02,5.336
2020-02-03,5.326
2020-02-04,5.533
2020-02-05,5.665
2020-02-06,5.682
2020-02-07,5.634
2020-02-08,5.634
2020-02-09,5.634
2020-02-10,5.661
2020-02-11,5.729
2020-02-12,5.782
2020-02-13,5.746
2020-02-14,5.655
2020-02-15,5.655
2020-02-16,5.655
2020-02-17,5.655
2020-02-18,5.596
2020-02-19,5.55
2020-02-20,5.58
2020-02-21,5.97
2020-02-22,5.97
2020-02-23,5.97
2020-02-24,5.783
2020-02-25,5.607
2020-02-26,5.617
2020-02-27,5.383
2020-02-28,5.265
2020-02-29,5.265
2020-03-01,5.265
2020-03-02,5.516
2020-03-03,5.309
2020-03-04,5.487
2020-03-05,5.352
2020-03-06,5.52
2020-03-07,5.52
2020-03-08,5.52
2020-03-09,5.047
2020-03-10,5.215
2020-03-11,4.909
2020-03-12,4.387
2020-03-13,4.676
2020-03-14,4.676
2020-03-15,4.676
2020-03-16,4.039
2020-03-17,4.264
2020-03-18,3.843
2020-03-19,4.026
2020-03-20,3.756
2020-03-21,3.756
2020-03-22,3.756
2020-03-23,3.74
2020-03-24,4.24
2020-03-25,4.323
2020-03-26,4.68
2020-03-27,4.546
2020-03-28,4.546
2020-03-29,4.546
2020-03-30,4.779
2020-03-31,4.675
2020-04-01,4.523
2020-04-02,4.716
2020-04-03,4.586
2020-04-04,4.586
2020-04-05,4.586
2020-04-06,4.855
2020-04-07,4.833
2020-04-08,4.966
2020-04-09,4.932
2020-04-10,4.932
2020-04-11,4.932
2020-04-12,4.932
2020-04-13,4.731
2020-04-14,4.674
2020-04-15,4.579
2020-04-16,4.397
2020-04-17,4.685
2020-04-18,4.685
2020-04-19,4.685
2020-04-20,4.646
2020-04-21,4.536
2020-04-22,4.609
2020-04-23,4.64
2020-04-24,4.691
2020-04-25,4.691
2020-04-26,4.691
2020-04-27,4.727
2020-04-28,4.79
2020-04-29,4.978
2020-04-30,4.909
2020-05-01,4.676
2020-05-02,4.676
2020-05-03,4.676
2020-05-04,4.498
2020-05-05,4.573
2020-05-06,4.471
2020-05-07,4.602
2020-05-08,4.636
2020-05-09,4.636
2020-05-10,4.636
2020-05-11,4.564
2020-05-12,4.401
2020-05-13,4.258
2020-05-14,4.291
2020-05-15,4.264
2020-05-16,4.264
2020-05-17,4.264
2020-05-18,4.666
2020-05-19,4.607
2020-05-20,4.816
2020-05-21,4.832
2020-05-22,4.761
2020-05-23,4.761
2020-05-24,4.761
2020-05-25,4.761
2020-05-26,10.018
2020-05-27,10.379
2020-05-28,9.542
2020-05-29,9.478
2020-05-30,9.478
2020-05-31,9.478
2020-06-01,9.292
2020-06-02,9.529
2020-06-03,9.866
2020-06-04,10.04
2020-06-05,10.387
2020-06-06,10.387
2020-06-07,10.387
2020-06-08,10.517
2020-06-09,10.268
2020-06-10,10.031
2020-06-11,9.413
2020-06-12,9.655
2020-06-13,9.655
2020-06-14,9.655
2020-06-15,9.686
2020-06-16,9.863
2020-06-17,9.689
2020-06-18,9.649
2020-06-19,9.649
2020-06-20,9.649
2020-06-21,9.649
2020-06-22,9.63
2020-06-23,9.592
2020-06-24,9.376
2020-06-25,9.623
2020-06-26,9.286
2020-06-27,9.286
2020-06-28,9.286
2020-06-29,9.626
2020-06-30,9.591
2020-07-01,9.573
2020-07-02,9.637
2020-07-03,9.637
2020-07-04,9.637
2020-07-05,9.637
2020-07-06,9.779
2020-07-07,9.686
2020-07-08,9.666
2020-07-09,9.622
2020-07-10,9.71
2020-07-11,9.71
2020-07-12,9.71
2020-07-13,9.999
2020-07-14,10.63
2020-07-15,10.808
2020-07-16,10.872
2020-07-17,11.066
2020-07-18,11.066
2020-07-19,11.066
2020-07-20,10.897
2020-07-21,11.012
2020-07-22,11.002
2020-07-23,11.08
2020-07-24,10.993
2020-07-25,10.993
2020-07-26,10.993
2020-07-27,11.034
2020-07-28,11.021
2020-07-29,11.3
2020-07-30,11.162
2020-07-31,11.053
2020-08-01,11.053
2020-08-02,11.053
2020-08-03,11.135
2020-08-04,11.166
2020-08-05,11.461
2020-08-06,11.364
2020-08-07,11.504
2020-08-08,11.504
2020-08-09,11.504
2020-08-10,11.906
2020-08-11,11.977
2020-08-12,11.92
2020-08-13,11.746
2020-08-14,11.847
2020-08-15,11.847
2020-08-16,11.847
2020-08-17,11.962
2020-08-18,11.909
2020-08-19,11.9
2020-08-20,11.845
2020-08-21,11.833
2020-08-22,11.833
2020-08-23,11.833
2020-08-24,12.183
2020-08-25,12.266
2020-08-26,12.589
2020-08-27,12.518
2020-08-28,12.522
2020-08-29,12.522
2020-08-30,12.522
2020-08-31,12.532
2020-09-01,12.987
2020-09-02,12.953
2020-09-03,12.577
2020-09-04,12.608
2020-09-05,12.608
2020-09-06,12.608
2020-09-07,12.608
2020-09-08,12.543
2020-09-09,12.858
2020-09-10,12.833
2020-09-11,12.884
2020-09-12,12.884
2020-09-13,12.884
2020-09-14,13.025
2020-09-15,12.873
2020-09-16,12.851
2020-09-17,13.121
2020-09-18,13.243
2020-09-19,13.243
2020-09-20,13.243
2020-09-21,12.78
2020-09-22,12.887
2020-09-23,12.708
2020-09-24,12.824
2020-09-25,12.986
2020-09-26,12.986
2020-09-27,12.986
2020-09-28,13.143
2020-09-29,13.086
2020-09-30,13.172
2020-10-01,13.018
2020-10-02,13.36
2020-10-03,13.36
2020-10-04,13.36
2020-10-05,13.489
2020-10-06,13.439
2020-10-07,13.704
2020-10-08,13.922
2020-10-09,13.956
2020-10-10,13.956
2020-10-11,13.956
2020-10-12,14.057
2020-10-13,14.453
2020-10-14,14.529
2020-10-15,14.515
2020-10-16,14.626
2020-10-17,14.626
2020-10-18,14.626
2020-10-19,14.511
2020-10-20,14.554
2020-10-21,14.414
2020-10-22,14.443
2020-10-23,14.605
2020-10-24,14.605
2020-10-25,14.605
2020-10-26,14.283
2020-10-27,13.933
2020-10-28,13.62
2020-10-29,13.903
2020-10-30,13.775
2020-10-31,13.775
2020-11-01,13.775
2020-11-02,14.128
2020-11-03,14.631
2020-11-04,14.225
2020-11-05,15.001
2020-11-06,15.099
2020-11-07,15.099
2020-11-08,15.099
2020-11-09,15.174
2020-11-10,15.485
2020-11-11,15.204
2020-11-12,14.754
2020-11-13,14.979
2020-11-14,14.979
2020-11-15,14.979
2020-11-16,15.414
2020-11-17,15.426
2020-11-18,15.373
2020-11-19,15.269
2020-11-20,15.08
2020-11-21,15.08
2020-11-22,15.08
2020-11-23,15.228
2020-11-24,15.252
2020-11-25,13.344
2020-11-26,13.344
2020-11-27,13.768
2020-11-28,13.768
2020-11-29,13.768
2020-11-30,13.751
2020-12-01,13.41
2020-12-02,13.613
2020-12-03,13.281
2020-12-04,13.318
2020-12-05,13.318
2020-12-06,13.318
2020-12-07,13.246
2020-12-08,13.277
2020-12-09,13.394
2020-12-10,13.321
2020-12-11,13.443
2020-12-12,13.443
2020-12-13,13.443
2020-12-14,13.283
2020-12-15,13.77
2020-12-16,13.725
2020-12-17,13.904
2020-12-18,14.92
2020-12-19,14.92
2020-12-20,14.92
2020-12-21,14.757
2020-12-22,14.841
2020-12-23,14.755
2020-12-24,14.825
2020-12-25,14.825
2020-12-26,14.825
2020-12-27,14.825
2020-12-28,14.731
2020-12-29,14.612
2020-12-30,14.699
2020-12-31,14.859
2021-01-01,14.859
2021-01-02,14.859
2021-01-03,14.859
2021-01-04,14.781
2021-01-05,15.148
2021-01-06,16.036
2021-01-07,16.553
2021-01-08,16.232
2021-01-09,16.232
2021-01-10,16.232
2021-01-11,16.288
2021-01-12,16.684
2021-01-13,16.636
2021-01-14,16.726
2021-01-15,16.314
2021-01-16,16.314
2021-01-17,16.314
2021-01-18,16.314
2021-01-19,16.291
2021-01-20,16.81
2021-01-21,17.064
2021-01-22,17.046
2021-01-23,17.046
2021-01-24,17.046
2021-01-25,16.656
2021-01-26,16.534
2021-01-27,15.681
2021-01-28,16.364
2021-01-29,16.131
2021-01-30,16.131
2021-01-31,16.131
2021-02-01,16.322
2021-02-02,16.899
2021-02-03,16.821
2021-02-04,17.275
2021-02-05,17.273
2021-02-06,17.273
2021-02-07,17.273
2021-02-08,17.709
2021-02-09,17.613
2021-02-10,17.446
2021-02-11,17.491
2021-02-12,17.41
2021-02-13,17.41
2021-02-14,17.41
2021-02-15,17.41
2021-02-16,17.638
2021-02-17,17.359
2021-02-18,16.622
2021-02-19,16.517
2021-02-20,16.517
2021-02-21,16.517
2021-02-22,16.222
2021-02-23,16.217
2021-02-24,16.614
2021-02-25,16.727
2021-02-26,16.78
2021-02-27,16.78
2021-02-28,16.78
2021-03-01,17.279
2021-03-02,16.891
2021-03-03,16.489
2021-03-04,16.243
2021-03-05,16.814
2021-03-06,16.814
2021-03-07,16.814
2021-03-08,17.0
2021-03-09,16.951
2021-03-10,17.361
2021-03-11,17.517
2021-03-12,16.866
2021-03-13,16.866
2021-03-14,16.866
2021-03-15,17.156
2021-03-16,17.117
2021-03-17,17.38
2021-03-18,17.433
2021-03-19,17.07
2021-03-20,17.07
2021-03-21,17.07
2021-03-22,17.029
2021-03-23,16.383
2021-03-24,16.539
2021-03-25,16.809
2021-03-26,17.061
2021-03-27,17.061
2021-03-28,17.061
2021-03-29,16.863
2021-03-30,17.178
2021-03-31,17.188
2021-04-01,17.095
2021-04-02,17.095
2021-04-03,17.095
2021-04-04,17.095
2021-04-05,17.219
2021-04-06,17.255
2021-04-07,17.218
2021-04-08,17.185
2021-04-09,17.319
2021-04-10,17.319
2021-04-11,17.319
2021-04-12,17.266
2021-04-13,17.285
2021-04-14,17.414
2021-04-15,17.443
2021-04-16,17.485
2021-04-17,17.485
2021-04-18,17.485
2021-04-19,17.372
2021-04-20,16.895
2021-04-21,17.138
2021-04-22,16.543
2021-04-23,16.898
2021-04-24,16.898
2021-04-25,16.898
2021-04-26,17.086
2021-04-27,17.171
2021-04-28,17.056
2021-04-29,16.903
2021-04-30,16.654
2021-05-01,16.654
2021-05-02,16.654
2021-05-03,16.786
2021-05-04,17.046
2021-05-05,17.014
2021-05-06,17.51
2021-05-07,17.704
2021-05-08,17.704
2021-05-09,17.704
2021-05-10,17.577
2021-05-11,17.209
2021-05-12,16.779
2021-05-13,16.877
2021-05-14,17.139
2021-05-15,17.139
2021-05-16,17.139
2021-05-17,17.119
2021-05-18,16.501
2021-05-19,15.998
2021-05-20,15.855
2021-05-21,15.677
2021-05-22,15.677
2021-05-23,15.677
2021-05-24,15.625
2021-05-25,15.682
2021-05-26,15.554
2021-05-27,15.749
2021-05-28,15.7
2021-05-29,15.7
2021-05-30,15.7
2021-05-31,15.7
2021-06-01,15.853
2021-06-02,15.509
2021-06-03,15.605
2021-06-04,15.506
2021-06-05,15.506
2021-06-06,15.506
2021-06-07,15.454
2021-06-08,15.379
2021-06-09,15.075
2021-06-10,14.726
2021-06-11,14.732
2021-06-12,14.732
2021-06-13,14.732
2021-06-14,14.472
2021-06-15,14.582
2021-06-16,14.516
2021-06-17,14.163
2021-06-18,14.189
2021-06-19,14.189
2021-06-20,14.189
2021-06-21,14.573
2021-06-22,14.755
2021-06-23,14.999
2021-06-24,15.122
2021-06-25,15.095
2021-06-26,15.095
2021-06-27,15.095
2021-06-28,15.091
2021-06-29,15.088
2021-06-30,15.252
2021-07-01,15.32
2021-07-02,15.243
2021-07-03,15.243
2021-07-04,15.243
2021-07-05,15.243
2021-07-06,15.111
2021-07-07,15.216
2021-07-08,14.857
2021-07-09,15.112
2021-07-10,15.112
2021-07-11,15.112
2021-07-12,15.32
2021-07-13,15.168
2021-07-14,14.943
2021-07-15,14.966
2021-07-16,14.81
2021-07-17,14.81
2021-07-18,14.81
2021-07-19,13.966
2021-07-20,14.261
2021-07-21,14.465
2021-07-22,14.396
2021-07-23,14.534
2021-07-24,14.534
2021-07-25,14.534
2021-07-26,14.565
2021-07-27,14.486
2021-07-28,14.488
2021-07-29,14.743
2021-07-30,14.817
2021-07-31,14.817
2021-08-01,14.817
2021-08-02,14.586
2021-08-03,14.992
2021-08-04,14.779
2021-08-05,14.928
2021-08-06,15.033
2021-08-07,15.033
2021-08-08,15.033
2021-08-09,15.038
2021-08-10,15.335
2021-08-11,15.72
2021-08-12,15.701
2021-08-13,15.635
2021-08-14,15.635
2021-08-15,15.635
2021-08-16,15.596
2021-08-17,15.323
2021-08-18,15.131
2021-08-19,14.617
2021-08-20,13.98
