,DE US Equity
2021-08-21,13.98
2021-08-22,13.98
2021-08-23,14.384
2021-08-24,14.589
2021-08-25,14.922
2021-08-26,15.058
2021-08-27,15.046
2021-08-28,15.046
2021-08-29,15.046
2021-08-30,15.105
2021-08-31,14.988
2021-09-01,14.935
2021-09-02,15.262
2021-09-03,15.436
2021-09-04,15.436
2021-09-05,15.436
2021-09-06,15.436
2021-09-07,14.738
2021-09-08,14.678
2021-09-09,14.465
2021-09-10,14.395
2021-09-11,14.395
2021-09-12,14.395
2021-09-13,14.332
2021-09-14,14.112
2021-09-15,14.262
2021-09-16,14.086
2021-09-17,13.839
2021-09-18,13.839
2021-09-19,13.839
2021-09-20,13.468
2021-09-21,13.358
2021-09-22,13.512
2021-09-23,13.935
2021-09-24,13.845
2021-09-25,13.845
2021-09-26,13.845
2021-09-27,13.971
2021-09-28,14.031
2021-09-29,13.951
2021-09-30,13.323
2021-10-01,13.606
2021-10-02,13.606
2021-10-03,13.606
2021-10-04,13.457
2021-10-05,13.427
2021-10-06,13.431
2021-10-07,13.657
2021-10-08,13.62
2021-10-09,13.62
2021-10-10,13.62
2021-10-11,13.2
2021-10-12,13.121
2021-10-13,13.058
2021-10-14,13.088
2021-10-15,13.224
2021-10-16,13.224
2021-10-17,13.224
2021-10-18,13.188
2021-10-19,13.635
2021-10-20,13.673
2021-10-21,13.629
2021-10-22,13.54
2021-10-23,13.54
2021-10-24,13.54
2021-10-25,14.018
2021-10-26,13.558
2021-10-27,13.442
2021-10-28,13.898
2021-10-29,13.604
2021-10-30,13.604
2021-10-31,13.604
2021-11-01,14.257
2021-11-02,14.12
2021-11-03,13.633
2021-11-04,13.943
2021-11-05,14.116
2021-11-06,14.116
2021-11-07,14.116
2021-11-08,14.341
2021-11-09,14.141
2021-11-10,14.013
2021-11-11,14.148
2021-11-12,14.262
2021-11-13,14.262
2021-11-14,14.262
2021-11-15,14.184
2021-11-16,14.291
2021-11-17,13.956
2021-11-18,14.098
2021-11-19,13.665
2021-11-20,13.665
2021-11-21,13.665
2021-11-22,13.784
2021-11-23,13.789
2021-11-24,13.127
2021-11-25,13.127
2021-11-26,12.923
2021-11-27,12.923
2021-11-28,12.923
2021-11-29,12.404
2021-11-30,12.313
2021-12-01,12.171
2021-12-02,12.465
2021-12-03,12.416
2021-12-04,12.416
2021-12-05,12.416
2021-12-06,12.642
2021-12-07,12.886
2021-12-08,12.876
2021-12-09,12.907
2021-12-10,12.78
2021-12-11,12.78
2021-12-12,12.78
2021-12-13,12.532
2021-12-14,12.43
2021-12-15,12.744
2021-12-16,12.906
2021-12-17,13.009
2021-12-18,13.009
2021-12-19,13.009
2021-12-20,12.695
2021-12-21,13.111
2021-12-22,13.006
2021-12-23,13.089
2021-12-24,13.089
2021-12-25,13.089
2021-12-26,13.089
2021-12-27,13.147
2021-12-28,13.11
2021-12-29,12.958
2021-12-30,12.859
2021-12-31,12.891
2022-01-01,12.891
2022-01-02,12.891
2022-01-03,13.163
2022-01-04,13.959
2022-01-05,13.987
2022-01-06,14.15
2022-01-07,14.236
2022-01-08,14.236
2022-01-09,14.236
2022-01-10,14.281
2022-01-11,14.307
2022-01-12,14.145
2022-01-13,14.268
2022-01-14,14.237
2022-01-15,14.237
2022-01-16,14.237
2022-01-17,14.237
2022-01-18,14.371
2022-01-19,13.994
2022-01-20,13.661
2022-01-21,13.561
2022-01-22,13.561
2022-01-23,13.561
2022-01-24,13.552
2022-01-25,13.708
2022-01-26,13.857
2022-01-27,13.996
2022-01-28,13.915
2022-01-29,13.915
2022-01-30,13.915
2022-01-31,14.012
2022-02-01,14.067
2022-02-02,13.941
2022-02-03,13.807
2022-02-04,13.755
2022-02-05,13.755
2022-02-06,13.755
2022-02-07,13.856
2022-02-08,14.514
2022-02-09,14.715
2022-02-10,14.631
2022-02-11,14.613
2022-02-12,14.613
2022-02-13,14.613
2022-02-14,14.382
2022-02-15,14.61
2022-02-16,14.504
2022-02-17,14.132
2022-02-18,13.572
2022-02-19,13.572
2022-02-20,13.572
2022-02-21,13.572
2022-02-22,12.866
2022-02-23,12.275
2022-02-24,12.465
2022-02-25,12.619
2022-02-26,12.619
2022-02-27,12.619
2022-02-28,13.093
2022-03-01,13.043
2022-03-02,13.674
2022-03-03,13.89
2022-03-04,14.186
2022-03-05,14.186
2022-03-06,14.186
2022-03-07,13.42
2022-03-08,13.272
2022-03-09,13.415
2022-03-10,13.649
2022-03-11,14.058
2022-03-12,14.058
2022-03-13,14.058
2022-03-14,14.216
2022-03-15,14.022
2022-03-16,14.012
2022-03-17,14.66
2022-03-18,14.913
2022-03-19,14.913
2022-03-20,14.913
2022-03-21,15.242
2022-03-22,15.432
2022-03-23,15.576
2022-03-24,15.601
2022-03-25,15.716
2022-03-26,15.716
2022-03-27,15.716
2022-03-28,15.6
2022-03-29,14.749
2022-03-30,14.935
2022-03-31,14.932
2022-04-01,14.98
2022-04-02,14.98
2022-04-03,14.98
2022-04-04,15.003
2022-04-05,14.934
2022-04-06,14.845
2022-04-07,14.771
2022-04-08,15.09
2022-04-09,15.09
2022-04-10,15.09
2022-04-11,15.098
2022-04-12,15.142
2022-04-13,15.415
2022-04-14,15.756
2022-04-15,15.756
2022-04-16,15.756
2022-04-17,15.756
2022-04-18,15.826
2022-04-19,15.803
2022-04-20,15.788
2022-04-21,15.318
2022-04-22,14.527
2022-04-23,14.527
2022-04-24,14.527
2022-04-25,13.877
2022-04-26,13.742
2022-04-27,13.877
2022-04-28,13.852
2022-04-29,13.59
2022-04-30,13.59
2022-05-01,13.59
2022-05-02,13.723
2022-05-03,14.018
2022-05-04,14.267
2022-05-05,13.788
2022-05-06,13.587
2022-05-07,13.587
2022-05-08,13.587
2022-05-09,13.121
2022-05-10,13.129
2022-05-11,13.103
2022-05-12,13.066
2022-05-13,13.199
2022-05-14,13.199
2022-05-15,13.199
2022-05-16,13.479
2022-05-17,13.832
2022-05-18,13.27
2022-05-19,13.125
2022-05-20,11.259
2022-05-21,11.259
2022-05-22,11.259
2022-05-23,12.035
2022-05-24,12.001
2022-05-25,12.212
2022-05-26,12.365
2022-05-27,12.815
2022-05-28,12.815
2022-05-29,12.815
2022-05-30,12.815
2022-05-31,12.711
2022-06-01,12.511
2022-06-02,12.828
2022-06-03,12.825
2022-06-04,12.825
2022-06-05,12.825
2022-06-06,12.893
2022-06-07,13.068
2022-06-08,12.613
2022-06-09,12.332
2022-06-10,11.972
2022-06-11,11.972
2022-06-12,11.972
2022-06-13,11.603
2022-06-14,11.663
2022-06-15,11.806
2022-06-16,11.357
2022-06-17,11.541
2022-06-18,11.541
2022-06-19,11.541
2022-06-20,11.541
2022-06-21,11.776
2022-06-22,11.37
2022-06-23,10.64
2022-06-24,11.118
2022-06-25,11.118
2022-06-26,11.118
2022-06-27,11.277
2022-06-28,11.056
2022-06-29,10.792
2022-06-30,10.749
2022-07-01,10.827
2022-07-02,10.827
2022-07-03,10.827
2022-07-04,10.827
2022-07-05,10.486
2022-07-06,10.378
2022-07-07,10.911
2022-07-08,11.012
2022-07-09,11.012
2022-07-10,11.012
2022-07-11,10.786
2022-07-12,10.733
2022-07-13,10.763
2022-07-14,10.674
2022-07-15,10.829
2022-07-16,10.829
2022-07-17,10.829
2022-07-18,10.973
2022-07-19,11.475
2022-07-20,11.614
2022-07-21,11.657
2022-07-22,11.497
2022-07-23,11.497
2022-07-24,11.497
2022-07-25,11.891
2022-07-26,11.762
2022-07-27,11.992
2022-07-28,12.21
2022-07-29,12.636
2022-07-30,12.636
2022-07-31,12.636
2022-08-01,12.452
2022-08-02,12.268
2022-08-03,12.39
2022-08-04,12.606
2022-08-05,12.64
2022-08-06,12.64
2022-08-07,12.64
2022-08-08,12.655
2022-08-09,12.654
2022-08-10,13.005
2022-08-11,13.358
2022-08-12,13.588
2022-08-13,13.588
2022-08-14,13.588
2022-08-15,13.51
2022-08-16,13.655
2022-08-17,13.46
2022-08-18,13.582
2022-08-19,13.559
2022-08-20,13.559
2022-08-21,13.559
2022-08-22,13.4
2022-08-23,13.59
2022-08-24,13.891
2022-08-25,14.137
2022-08-26,13.818
2022-08-27,13.818
2022-08-28,13.818
2022-08-29,13.863
2022-08-30,13.41
2022-08-31,13.257
2022-09-01,13.203
2022-09-02,13.147
2022-09-03,13.147
2022-09-04,13.147
2022-09-05,13.147
2022-09-06,13.105
2022-09-07,13.282
2022-09-08,13.374
2022-09-09,13.511
2022-09-10,13.511
2022-09-11,13.511
2022-09-12,13.576
2022-09-13,13.186
2022-09-14,13.099
2022-09-15,13.022
2022-09-16,12.867
2022-09-17,12.867
2022-09-18,12.867
2022-09-19,13.164
2022-09-20,12.858
2022-09-21,12.649
2022-09-22,12.515
2022-09-23,12.085
2022-09-24,12.085
2022-09-25,12.085
2022-09-26,12.009
2022-09-27,12.134
2022-09-28,12.503
2022-09-29,12.366
2022-09-30,12.108
2022-10-01,12.108
2022-10-02,12.108
2022-10-03,12.477
2022-10-04,13.066
2022-10-05,12.902
2022-10-06,12.891
2022-10-07,12.916
2022-10-08,12.916
2022-10-09,12.916
2022-10-10,13.044
2022-10-11,13.139
2022-10-12,13.107
2022-10-13,13.323
2022-10-14,12.959
2022-10-15,12.959
2022-10-16,12.959
2022-10-17,13.157
2022-10-18,13.499
2022-10-19,13.501
2022-10-20,13.258
2022-10-21,13.895
2022-10-22,13.895
2022-10-23,13.895
2022-10-24,13.997
2022-10-25,14.206
2022-10-26,14.189
2022-10-27,14.313
2022-10-28,14.395
2022-10-29,14.395
2022-10-30,14.395
2022-10-31,14.357
2022-11-01,14.1
2022-11-02,13.999
2022-11-03,14.278
2022-11-04,14.331
2022-11-05,14.331
2022-11-06,14.331
2022-11-07,14.464
2022-11-08,14.675
2022-11-09,14.404
2022-11-10,14.852
2022-11-11,14.808
2022-11-12,14.808
2022-11-13,14.808
2022-11-14,14.452
2022-11-15,14.453
2022-11-16,14.44
2022-11-17,14.675
2022-11-18,14.72
2022-11-19,14.72
2022-11-20,14.72
2022-11-21,14.544
2022-11-22,14.716
2022-11-23,15.034
2022-11-24,15.034
2022-11-25,14.935
2022-11-26,14.935
2022-11-27,14.935
2022-11-28,14.903
2022-11-29,14.895
2022-11-30,14.896
2022-12-01,14.827
2022-12-02,14.726
2022-12-03,14.726
2022-12-04,14.726
2022-12-05,14.437
2022-12-06,14.557
2022-12-07,14.637
2022-12-08,14.713
2022-12-09,14.451
2022-12-10,14.451
2022-12-11,14.451
2022-12-12,14.525
2022-12-13,14.53
2022-12-14,14.571
2022-12-15,14.284
2022-12-16,14.369
2022-12-17,14.369
2022-12-18,14.369
2022-12-19,14.421
2022-12-20,14.511
2022-12-21,14.72
2022-12-22,14.528
2022-12-23,14.563
2022-12-24,14.563
2022-12-25,14.563
2022-12-26,14.563
2022-12-27,14.537
2022-12-28,14.338
2022-12-29,14.327
2022-12-30,14.331
2022-12-31,14.331
2023-01-01,14.331
2023-01-02,14.331
2023-01-03,14.182
2023-01-04,14.152
2023-01-05,13.859
2023-01-06,14.252
2023-01-07,14.252
2023-01-08,14.252
2023-01-09,14.309
2023-01-10,14.618
2023-01-11,14.486
2023-01-12,14.574
2023-01-13,14.692
2023-01-14,14.692
2023-01-15,14.692
2023-01-16,14.692
2023-01-17,14.642
2023-01-18,14.234
2023-01-19,13.653
2023-01-20,13.719
2023-01-21,13.719
2023-01-22,13.719
2023-01-23,13.677
2023-01-24,13.922
2023-01-25,13.821
2023-01-26,14.074
2023-01-27,13.973
2023-01-28,13.973
2023-01-29,13.973
2023-01-30,14.054
2023-01-31,14.128
2023-02-01,14.267
2023-02-02,13.584
2023-02-03,13.568
2023-02-04,13.568
2023-02-05,13.568
2023-02-06,13.707
2023-02-07,13.683
2023-02-08,13.622
2023-02-09,13.618
2023-02-10,13.944
2023-02-11,13.944
2023-02-12,13.944
2023-02-13,13.862
2023-02-14,13.66
2023-02-15,13.684
2023-02-16,13.448
2023-02-17,13.971
2023-02-18,13.971
2023-02-19,13.971
2023-02-20,13.971
2023-02-21,13.442
2023-02-22,13.384
2023-02-23,13.341
2023-02-24,13.077
2023-02-25,13.077
2023-02-26,13.077
2023-02-27,13.158
2023-02-28,13.083
2023-03-01,13.099
2023-03-02,13.051
2023-03-03,13.358
2023-03-04,13.358
2023-03-05,13.358
2023-03-06,13.216
2023-03-07,12.981
2023-03-08,13.172
2023-03-09,13.083
2023-03-10,12.291
2023-03-11,12.291
2023-03-12,12.291
2023-03-13,12.363
2023-03-14,12.424
2023-03-15,12.055
2023-03-16,12.074
2023-03-17,11.901
2023-03-18,11.901
2023-03-19,11.901
2023-03-20,12.179
2023-03-21,12.429
2023-03-22,12.193
2023-03-23,12.094
2023-03-24,11.929
2023-03-25,11.929
2023-03-26,11.929
2023-03-27,12.13
2023-03-28,12.214
2023-03-29,12.382
2023-03-30,12.511
2023-03-31,12.795
2023-04-01,12.795
2023-04-02,12.795
2023-04-03,12.86
2023-04-04,12.323
2023-04-05,11.585
2023-04-06,11.455
2023-04-07,11.455
2023-04-08,11.455
2023-04-09,11.455
2023-04-10,11.693
2023-04-11,11.802
2023-04-12,11.912
2023-04-13,11.923
2023-04-14,12.017
2023-04-15,12.017
2023-04-16,12.017
2023-04-17,12.13
2023-04-18,12.296
2023-04-19,12.175
2023-04-20,12.098
2023-04-21,11.984
2023-04-22,11.984
2023-04-23,11.984
2023-04-24,12.024
2023-04-25,11.759
2023-04-26,11.608
2023-04-27,11.522
2023-04-28,11.714
2023-04-29,11.714
2023-04-30,11.714
2023-05-01,11.841
2023-05-02,11.893
2023-05-03,11.844
2023-05-04,11.575
2023-05-05,11.807
2023-05-06,11.807
2023-05-07,11.807
2023-05-08,11.781
2023-05-09,11.834
2023-05-10,11.801
2023-05-11,11.556
2023-05-12,11.647
2023-05-13,11.647
2023-05-14,11.647
2023-05-15,11.529
2023-05-16,11.295
2023-05-17,11.463
2023-05-18,11.539
2023-05-19,11.287
2023-05-20,11.287
2023-05-21,11.287
2023-05-22,11.112
2023-05-23,11.139
2023-05-24,10.934
2023-05-25,10.958
2023-05-26,11.03
2023-05-27,11.03
2023-05-28,11.03
2023-05-29,11.03
2023-05-30,10.827
2023-05-31,10.69
2023-06-01,10.893
2023-06-02,11.465
2023-06-03,11.465
2023-06-04,11.465
2023-06-05,11.216
2023-06-06,11.525
2023-06-07,11.776
2023-06-08,11.744
2023-06-09,11.685
2023-06-10,11.685
2023-06-11,11.685
2023-06-12,11.94
2023-06-13,12.282
2023-06-14,12.307
2023-06-15,12.538
2023-06-16,12.577
2023-06-17,12.577
2023-06-18,12.577
2023-06-19,12.577
2023-06-20,12.531
2023-06-21,12.795
2023-06-22,12.768
2023-06-23,12.423
