,GD US Equity
2023-07-02,14.233
2023-07-03,14.274
2023-07-04,14.274
2023-07-05,14.235
2023-07-06,14.263
2023-07-07,14.254
2023-07-08,14.254
2023-07-09,14.254
2023-07-10,14.29
2023-07-11,14.457
2023-07-12,14.488
2023-07-13,14.445
2023-07-14,14.336
2023-07-15,14.336
2023-07-16,14.336
2023-07-17,14.406
2023-07-18,14.216
2023-07-19,14.218
2023-07-20,14.386
2023-07-21,14.346
2023-07-22,14.346
2023-07-23,14.346
2023-07-24,14.49
2023-07-25,14.514
2023-07-26,14.797
2023-07-27,14.561
2023-07-28,14.748
2023-07-29,14.748
2023-07-30,14.748
2023-07-31,14.772
2023-08-01,14.883
2023-08-02,14.943
2023-08-03,14.902
2023-08-04,14.795
2023-08-05,14.795
2023-08-06,14.795
2023-08-07,15.005
2023-08-08,14.825
2023-08-09,14.923
2023-08-10,14.891
2023-08-11,14.968
2023-08-12,14.968
2023-08-13,14.968
2023-08-14,14.927
2023-08-15,14.713
2023-08-16,14.744
2023-08-17,14.641
2023-08-18,14.78
2023-08-19,14.78
2023-08-20,14.78
2023-08-21,14.771
2023-08-22,14.771
2023-08-23,14.809
2023-08-24,14.745
2023-08-25,14.726
2023-08-26,14.726
2023-08-27,14.726
2023-08-28,14.852
2023-08-29,14.904
2023-08-30,14.976
2023-08-31,14.937
2023-09-01,14.915
2023-09-02,14.915
2023-09-03,14.915
2023-09-04,14.915
2023-09-05,14.715
2023-09-06,14.367
2023-09-07,14.409
2023-09-08,14.355
2023-09-09,14.355
2023-09-10,14.355
2023-09-11,14.249
2023-09-12,14.323
2023-09-13,14.475
2023-09-14,14.591
2023-09-15,14.762
2023-09-16,14.762
2023-09-17,14.762
2023-09-18,14.78
2023-09-19,14.683
2023-09-20,14.861
2023-09-21,14.619
2023-09-22,14.386
2023-09-23,14.386
2023-09-24,14.386
2023-09-25,14.445
2023-09-26,14.369
2023-09-27,14.553
2023-09-28,14.645
2023-09-29,14.551
2023-09-30,14.551
2023-10-01,14.551
2023-10-02,14.681
2023-10-03,14.537
2023-10-04,14.487
2023-10-05,14.403
2023-10-06,14.615
2023-10-07,14.615
2023-10-08,14.615
2023-10-09,15.845
2023-10-10,15.725
2023-10-11,15.794
2023-10-12,15.769
2023-10-13,16.144
2023-10-14,16.144
2023-10-15,16.144
2023-10-16,16.132
2023-10-17,16.053
2023-10-18,15.944
2023-10-19,15.93
2023-10-20,15.728
2023-10-21,15.728
2023-10-22,15.728
2023-10-23,15.612
2023-10-24,15.598
2023-10-25,16.118
2023-10-26,16.005
2023-10-27,15.863
2023-10-28,15.863
2023-10-29,15.863
2023-10-30,15.931
2023-10-31,16.094
2023-11-01,16.186
2023-11-02,16.273
2023-11-03,16.219
2023-11-04,16.219
2023-11-05,16.219
2023-11-06,16.268
2023-11-07,16.149
2023-11-08,16.102
2023-11-09,15.966
2023-11-10,16.195
2023-11-11,16.195
2023-11-12,16.195
2023-11-13,16.401
2023-11-14,16.482
2023-11-15,16.342
2023-11-16,16.309
2023-11-17,16.271
2023-11-18,16.271
2023-11-19,16.271
2023-11-20,16.343
2023-11-21,16.385
2023-11-22,16.446
2023-11-23,16.446
2023-11-24,16.48
2023-11-25,16.48
2023-11-26,16.48
2023-11-27,16.382
2023-11-28,16.306
2023-11-29,16.28
2023-11-30,16.422
2023-12-01,16.603
2023-12-02,16.603
2023-12-03,16.603
2023-12-04,16.771
2023-12-05,16.683
2023-12-06,16.753
2023-12-07,16.723
2023-12-08,16.776
2023-12-09,16.776
2023-12-10,16.776
2023-12-11,16.785
2023-12-12,16.837
2023-12-13,17.013
2023-12-14,16.7
2023-12-15,16.793
2023-12-16,16.793
2023-12-17,16.793
2023-12-18,16.815
2023-12-19,16.882
2023-12-20,16.595
2023-12-21,16.785
2023-12-22,16.896
2023-12-23,16.896
2023-12-24,16.896
2023-12-25,16.896
2023-12-26,17.037
2023-12-27,17.118
2023-12-28,17.165
2023-12-29,17.267
2023-12-30,17.267
2023-12-31,17.267
2024-01-01,17.267
2024-01-02,17.196
2024-01-03,17.061
2024-01-04,17.023
2024-01-05,16.867
2024-01-06,16.867
2024-01-07,16.867
2024-01-08,16.841
2024-01-09,16.669
2024-01-10,16.613
2024-01-11,16.543
2024-01-12,16.873
2024-01-13,16.873
2024-01-14,16.873
2024-01-15,16.873
2024-01-16,16.626
2024-01-17,16.564
2024-01-18,16.71
2024-01-19,16.543
2024-01-20,16.543
2024-01-21,16.543
2024-01-22,16.581
2024-01-23,16.555
2024-01-24,17.572
2024-01-25,17.984
2024-01-26,17.93
2024-01-27,17.93
2024-01-28,17.93
2024-01-29,17.936
2024-01-30,18.215
2024-01-31,17.965
2024-02-01,18.093
2024-02-02,17.984
2024-02-03,17.984
2024-02-04,17.984
2024-02-05,18.013
2024-02-06,18.161
2024-02-07,18.256
2024-02-08,18.282
2024-02-09,18.359
2024-02-10,18.359
2024-02-11,18.359
2024-02-12,18.312
2024-02-13,18.161
2024-02-14,18.289
2024-02-15,18.35
2024-02-16,18.312
2024-02-17,18.312
2024-02-18,18.312
2024-02-19,18.312
2024-02-20,18.277
2024-02-21,18.479
2024-02-22,18.508
2024-02-23,18.605
2024-02-24,18.605
2024-02-25,18.605
2024-02-26,18.555
2024-02-27,18.601
2024-02-28,18.643
2024-02-29,18.571
2024-03-01,18.482
2024-03-02,18.482
2024-03-03,18.482
2024-03-04,18.684
2024-03-05,18.608
2024-03-06,18.615
2024-03-07,18.57
2024-03-08,18.521
2024-03-09,18.521
2024-03-10,18.521
2024-03-11,18.586
2024-03-12,18.68
2024-03-13,18.731
2024-03-14,18.733
2024-03-15,18.721
2024-03-16,18.721
2024-03-17,18.721
2024-03-18,18.883
2024-03-19,19.026
2024-03-20,19.22
2024-03-21,19.138
2024-03-22,19.125
2024-03-23,19.125
2024-03-24,19.125
2024-03-25,18.989
2024-03-26,18.946
2024-03-27,19.187
2024-03-28,19.228
2024-03-29,19.228
2024-03-30,19.228
2024-03-31,19.228
2024-04-01,19.837
2024-04-02,19.774
2024-04-03,19.851
2024-04-04,19.955
2024-04-05,20.089
2024-04-06,20.089
2024-04-07,20.089
2024-04-08,19.949
