,TALO US Equity
2023-06-23,6.51
2023-06-24,6.51
2023-06-25,6.51
2023-06-26,6.686
2023-06-27,6.637
2023-06-28,6.657
2023-06-29,6.789
2023-06-30,6.487
2023-07-01,6.487
2023-07-02,6.487
2023-07-03,6.534
2023-07-04,6.534
2023-07-05,6.506
2023-07-06,6.197
2023-07-07,6.445
2023-07-08,6.445
2023-07-09,6.445
2023-07-10,6.548
2023-07-11,6.707
2023-07-12,6.997
2023-07-13,7.608
2023-07-14,7.03
2023-07-15,7.03
2023-07-16,7.03
2023-07-17,7.044
2023-07-18,7.431
2023-07-19,8.141
2023-07-20,8.192
2023-07-21,8.272
2023-07-22,8.272
2023-07-23,8.272
2023-07-24,8.274
2023-07-25,8.38
2023-07-26,8.808
2023-07-27,8.43
2023-07-28,8.747
2023-07-29,8.747
2023-07-30,8.747
2023-07-31,8.874
2023-08-01,8.857
2023-08-02,8.663
2023-08-03,8.918
2023-08-04,9.04
2023-08-05,9.04
2023-08-06,9.04
2023-08-07,9.096
2023-08-08,9.151
2023-08-09,10.059
2023-08-10,10.114
2023-08-11,10.535
2023-08-12,10.535
2023-08-13,10.535
2023-08-14,10.179
2023-08-15,10.024
2023-08-16,10.03
2023-08-17,10.113
2023-08-18,10.155
2023-08-19,10.155
2023-08-20,10.155
2023-08-21,10.173
2023-08-22,9.601
2023-08-23,9.779
2023-08-24,9.558
2023-08-25,9.75
2023-08-26,9.75
2023-08-27,9.75
2023-08-28,9.802
2023-08-29,9.825
2023-08-30,10.058
2023-08-31,10.023
2023-09-01,10.081
2023-09-02,10.081
2023-09-03,10.081
2023-09-04,10.081
2023-09-05,9.983
2023-09-06,9.895
2023-09-07,10.804
2023-09-08,10.804
2023-09-09,10.804
2023-09-10,10.804
2023-09-11,10.638
2023-09-12,10.535
2023-09-13,10.386
2023-09-14,10.579
2023-09-15,10.305
2023-09-16,10.305
2023-09-17,10.305
2023-09-18,10.181
2023-09-19,10.174
2023-09-20,10.056
2023-09-21,9.844
2023-09-22,9.988
2023-09-23,9.988
2023-09-24,9.988
2023-09-25,10.38
2023-09-26,10.174
2023-09-27,10.505
2023-09-28,10.517
2023-09-29,10.243
2023-09-30,10.243
2023-10-01,10.243
2023-10-02,9.676
2023-10-03,9.832
2023-10-04,9.308
2023-10-05,9.265
2023-10-06,9.464
2023-10-07,9.464
2023-10-08,9.464
2023-10-09,9.969
2023-10-10,9.981
2023-10-11,9.925
2023-10-12,9.76
2023-10-13,9.723
2023-10-14,9.723
2023-10-15,9.723
2023-10-16,9.263
2023-10-17,9.334
2023-10-18,9.13
2023-10-19,9.525
2023-10-20,9.188
2023-10-21,9.188
2023-10-22,9.188
2023-10-23,8.97
2023-10-24,8.884
2023-10-25,8.998
2023-10-26,8.924
2023-10-27,8.918
2023-10-28,8.918
2023-10-29,8.918
2023-10-30,8.877
2023-10-31,8.975
2023-11-01,8.709
2023-11-02,9.039
2023-11-03,8.952
2023-11-04,8.952
2023-11-05,8.952
2023-11-06,8.466
2023-11-07,8.43
2023-11-08,8.241
2023-11-09,9.234
2023-11-10,9.267
2023-11-11,9.267
2023-11-12,9.267
2023-11-13,10.356
2023-11-14,10.816
2023-11-15,10.677
2023-11-16,10.401
2023-11-17,10.634
2023-11-18,10.634
2023-11-19,10.634
2023-11-20,11.231
2023-11-21,11.48
2023-11-22,12.148
2023-11-23,12.148
2023-11-24,12.174
2023-11-25,12.174
2023-11-26,12.174
2023-11-27,11.922
2023-11-28,11.991
2023-11-29,12.13
2023-11-30,12.104
2023-12-01,12.104
2023-12-02,12.104
2023-12-03,12.104
2023-12-04,11.557
2023-12-05,11.325
2023-12-06,10.763
2023-12-07,13.129
2023-12-08,13.69
2023-12-09,13.69
2023-12-10,13.69
2023-12-11,13.542
2023-12-12,13.167
2023-12-13,13.865
2023-12-14,14.698
2023-12-15,14.635
2023-12-16,14.635
2023-12-17,14.635
2023-12-18,14.813
2023-12-19,13.756
2023-12-20,13.396
2023-12-21,14.517
2023-12-22,14.557
2023-12-23,14.557
2023-12-24,14.557
2023-12-25,14.557
2023-12-26,14.741
2023-12-27,14.751
2023-12-28,14.578
2023-12-29,14.476
2023-12-30,14.476
2023-12-31,14.476
2024-01-01,14.476
2024-01-02,14.649
2024-01-03,15.367
2024-01-04,14.392
2024-01-05,14.371
2024-01-06,14.371
2024-01-07,14.371
2024-01-08,14.654
2024-01-09,14.276
2024-01-10,15.151
2024-01-11,15.244
2024-01-12,15.673
2024-01-13,15.673
2024-01-14,15.673
2024-01-15,15.673
2024-01-16,14.935
2024-01-17,14.604
2024-01-18,14.958
2024-01-19,15.101
2024-01-20,15.101
2024-01-21,15.101
2024-01-22,15.017
2024-01-23,15.464
2024-01-24,16.465
2024-01-25,16.637
2024-01-26,16.919
2024-01-27,16.919
2024-01-28,16.919
2024-01-29,17.246
2024-01-30,17.503
2024-01-31,16.692
2024-02-01,16.152
2024-02-02,17.471
2024-02-03,17.471
2024-02-04,17.471
2024-02-05,17.129
2024-02-06,17.157
2024-02-07,17.197
2024-02-08,17.366
2024-02-09,17.324
2024-02-10,17.324
2024-02-11,17.324
2024-02-12,17.789
2024-02-13,17.324
2024-02-14,17.31
2024-02-15,18.296
2024-02-16,18.535
2024-02-17,18.535
2024-02-18,18.535
2024-02-19,18.535
2024-02-20,18.352
2024-02-21,18.662
2024-02-22,18.592
2024-02-23,18.239
2024-02-24,18.239
2024-02-25,18.239
2024-02-26,18.254
2024-02-27,18.606
2024-02-28,18.31
2024-02-29,22.741
2024-03-01,26.086
2024-03-02,26.086
2024-03-03,26.086
2024-03-04,34.326
2024-03-05,33.782
2024-03-06,33.238
2024-03-07,32.435
2024-03-08,26.892
2024-03-09,26.892
2024-03-10,26.892
2024-03-11,28.929
2024-03-12,30.817
2024-03-13,30.445
2024-03-14,30.023
2024-03-15,30.094
2024-03-16,30.094
2024-03-17,30.094
2024-03-18,30.326
2024-03-19,38.3
2024-03-20,40.893
2024-03-21,45.733
2024-03-22,47.73
2024-03-23,47.73
2024-03-24,47.73
2024-03-25,48.191
2024-03-26,46.702
2024-03-27,46.747
2024-03-28,47.705
2024-03-29,47.705
2024-03-30,47.705
2024-03-31,47.705
2024-04-01,46.555
2024-04-02,46.689
2024-04-03,46.99
2024-04-04,47.224
2024-04-05,47.926
2024-04-06,47.926
2024-04-07,47.926
2024-04-08,48.161
