,WBT US Equity
2020-07-28,17.521
2020-07-29,18.182
2020-07-30,17.383
2020-07-31,16.749
2020-08-01,16.749
2020-08-02,16.749
2020-08-03,17.273
2020-08-04,17.263
2020-08-05,19.158
2020-08-06,18.921
2020-08-07,19.579
2020-08-08,19.579
2020-08-09,19.579
2020-08-10,17.921
2020-08-11,17.667
2020-08-12,17.621
2020-08-13,17.575
2020-08-14,17.783
2020-08-15,17.783
2020-08-16,17.783
2020-08-17,17.436
2020-08-18,17.044
2020-08-19,17.182
2020-08-20,16.998
2020-08-21,17.09
2020-08-22,17.09
2020-08-23,17.09
2020-08-24,18.337
2020-08-25,17.598
2020-08-26,17.021
2020-08-27,17.46
2020-08-28,17.852
2020-08-29,17.852
2020-08-30,17.852
2020-08-31,17.044
2020-09-01,16.79
2020-09-02,17.067
2020-09-03,16.559
2020-09-04,16.513
2020-09-05,16.513
2020-09-06,16.513
2020-09-07,16.513
2020-09-08,15.958
2020-09-09,16.443
2020-09-10,16.166
2020-09-11,16.143
2020-09-12,16.143
2020-09-13,16.143
2020-09-14,16.721
2020-09-15,15.566
2020-09-16,15.219
2020-09-17,15.358
2020-09-18,15.058
2020-09-19,15.058
2020-09-20,15.058
2020-09-21,13.926
2020-09-22,14.596
2020-09-23,14.342
2020-09-24,14.111
2020-09-25,14.157
2020-09-26,14.157
2020-09-27,14.157
2020-09-28,14.527
2020-09-29,13.741
2020-09-30,14.226
2020-10-01,14.134
2020-10-02,14.988
2020-10-03,14.988
2020-10-04,14.988
2020-10-05,15.635
2020-10-06,15.473
2020-10-07,16.189
2020-10-08,16.351
2020-10-09,16.259
2020-10-10,16.259
2020-10-11,16.259
2020-10-12,16.443
2020-10-13,16.051
2020-10-14,16.494
2020-10-15,15.929
2020-10-16,16.165
2020-10-17,16.165
2020-10-18,16.165
2020-10-19,14.39
2020-10-20,14.368
2020-10-21,14.347
2020-10-22,14.968
2020-10-23,15.739
2020-10-24,15.739
2020-10-25,15.739
2020-10-26,14.711
2020-10-27,13.298
2020-10-28,12.869
2020-10-29,13.084
2020-10-30,13.019
2020-10-31,13.019
2020-11-01,13.019
2020-11-02,14.026
2020-11-03,12.536
2020-11-04,11.362
2020-11-05,12.276
2020-11-06,12.33
2020-11-07,12.33
2020-11-08,12.33
2020-11-09,15.538
2020-11-10,15.753
2020-11-11,15.269
2020-11-12,14.283
2020-11-13,14.982
2020-11-14,14.982
2020-11-15,14.982
2020-11-16,16.577
2020-11-17,16.649
2020-11-18,16.667
2020-11-19,16.254
2020-11-20,16.434
2020-11-21,16.434
2020-11-22,16.434
2020-11-23,17.097
2020-11-24,18.136
2020-11-25,17.616
2020-11-26,17.616
2020-11-27,17.581
2020-11-28,17.581
2020-11-29,17.581
2020-11-30,16.935
2020-12-01,17.366
2020-12-02,18.011
2020-12-03,18.226
2020-12-04,20.394
2020-12-05,20.394
2020-12-06,20.394
2020-12-07,19.91
2020-12-08,20.323
2020-12-09,20.036
2020-12-10,20.43
2020-12-11,19.864
2020-12-12,19.864
2020-12-13,19.864
2020-12-14,18.576
2020-12-15,19.644
2020-12-16,19.983
2020-12-17,20.339
2020-12-18,19.661
2020-12-19,19.661
2020-12-20,19.661
2020-12-21,19.005
2020-12-22,19.95
2020-12-23,20.63
2020-12-24,20.214
2020-12-25,20.214
2020-12-26,20.214
2020-12-27,20.214
2020-12-28,21.217
2020-12-29,21.683
2020-12-30,21.511
2020-12-31,21.675
2021-01-01,21.675
2021-01-02,21.675
2021-01-03,21.675
2021-01-04,20.64
2021-01-05,22.069
2021-01-06,22.791
2021-01-07,23.103
2021-01-08,22.989
2021-01-09,22.989
2021-01-10,22.989
2021-01-11,23.153
2021-01-12,23.465
2021-01-13,22.791
2021-01-14,23.35
2021-01-15,22.834
2021-01-16,22.834
2021-01-17,22.834
2021-01-18,22.834
2021-01-19,23.221
2021-01-20,22.625
2021-01-21,22.419
2021-01-22,22.727
2021-01-23,22.727
2021-01-24,22.727
2021-01-25,22.029
2021-01-26,22.062
2021-01-27,20.698
2021-01-28,22.403
2021-01-29,20.958
2021-01-30,20.958
2021-01-31,20.958
2021-02-01,22.435
2021-02-02,22.89
2021-02-03,23.182
2021-02-04,24.026
2021-02-05,24.205
2021-02-06,24.205
2021-02-07,24.205
2021-02-08,24.334
2021-02-09,24.091
2021-02-10,24.026
2021-02-11,23.831
2021-02-12,23.977
2021-02-13,23.977
2021-02-14,23.977
2021-02-15,23.977
2021-02-16,24.594
2021-02-17,24.058
2021-02-18,23.588
2021-02-19,24.87
2021-02-20,24.87
2021-02-21,24.87
2021-02-22,25.271
2021-02-23,27.726
2021-02-24,29.025
2021-02-25,28.232
2021-02-26,23.744
2021-02-27,23.744
2021-02-28,23.744
2021-03-01,24.985
2021-03-02,24.137
2021-03-03,23.661
2021-03-04,22.798
2021-03-05,23.557
2021-03-06,23.557
2021-03-07,23.557
2021-03-08,23.985
2021-03-09,23.632
2021-03-10,24.529
2021-03-11,24.412
2021-03-12,24.163
2021-03-13,24.163
2021-03-14,24.163
2021-03-15,24.192
2021-03-16,23.505
2021-03-17,24.259
2021-03-18,23.338
2021-03-19,23.755
2021-03-20,23.755
2021-03-21,23.755
2021-03-22,23.151
2021-03-23,21.597
2021-03-24,21.597
2021-03-25,22.59
2021-03-26,23.237
2021-03-27,23.237
2021-03-28,23.237
2021-03-29,22.647
2021-03-30,23.094
2021-03-31,23.247
2021-04-01,23.233
2021-04-02,23.233
2021-04-03,23.233
2021-04-04,23.233
2021-04-05,23.019
2021-04-06,22.675
2021-04-07,22.318
2021-04-08,22.146
2021-04-09,22.675
2021-04-10,22.675
2021-04-11,22.675
2021-04-12,23.104
2021-04-13,22.661
2021-04-14,22.532
2021-04-15,22.121
2021-04-16,22.225
2021-04-17,22.225
2021-04-18,22.225
2021-04-19,21.511
2021-04-20,21.739
2021-04-21,31.405
2021-04-22,30.236
2021-04-23,30.918
2021-04-24,30.918
2021-04-25,30.918
2021-04-26,30.64
2021-04-27,31.224
2021-04-28,31.252
2021-04-29,30.876
2021-04-30,31.071
2021-05-01,31.071
2021-05-02,31.071
2021-05-03,30.459
2021-05-04,30.334
2021-05-05,30.501
2021-05-06,29.438
2021-05-07,29.564
2021-05-08,29.564
2021-05-09,29.564
2021-05-10,28.232
2021-05-11,27.443
2021-05-12,25.608
2021-05-13,25.44
2021-05-14,26.159
2021-05-15,26.159
2021-05-16,26.159
2021-05-17,25.812
2021-05-18,25.304
2021-05-19,24.845
2021-05-20,24.201
2021-05-21,24.523
2021-05-22,24.523
2021-05-23,24.523
2021-05-24,24.275
2021-05-25,24.449
2021-05-26,24.349
2021-05-27,24.684
2021-05-28,30.62
2021-05-29,30.62
2021-05-30,30.62
2021-05-31,30.62
2021-06-01,30.706
2021-06-02,30.731
2021-06-03,30.382
2021-06-04,30.456
2021-06-05,30.456
2021-06-06,30.456
2021-06-07,30.247
2021-06-08,30.025
2021-06-09,30.0
2021-06-10,29.975
2021-06-11,29.803
2021-06-12,29.803
2021-06-13,29.803
2021-06-14,29.766
2021-06-15,30.111
2021-06-16,30.296
2021-06-17,30.234
2021-06-18,29.494
2021-06-19,29.494
2021-06-20,29.494
2021-06-21,29.79
2021-06-22,29.42
2021-06-23,30.0
2021-06-24,29.901
2021-06-25,29.1
2021-06-26,29.1
2021-06-27,29.1
2021-06-28,29.063
2021-06-29,29.26
2021-06-30,28.545
2021-07-01,28.853
2021-07-02,28.582
2021-07-03,28.582
2021-07-04,28.582
2021-07-05,28.582
2021-07-06,30.851
2021-07-07,30.703
2021-07-08,30.456
2021-07-09,30.703
2021-07-10,30.703
2021-07-11,30.703
2021-07-12,30.727
2021-07-13,28.54
2021-07-14,27.657
2021-07-15,27.102
2021-07-16,26.998
2021-07-17,26.998
2021-07-18,26.998
2021-07-19,27.021
2021-07-20,26.998
2021-07-21,26.907
2021-07-22,26.998
2021-07-23,27.021
2021-07-24,27.021
2021-07-25,27.021
2021-07-26,26.998
2021-07-27,26.871
2021-07-28,26.986
2021-07-29,26.998
2021-07-30,27.125
2021-07-31,27.125
2021-08-01,27.125
2021-08-02,26.94
2021-08-03,25.886
2021-08-04,25.764
2021-08-05,25.488
2021-08-06,25.609
2021-08-07,25.609
2021-08-08,25.609
2021-08-09,25.565
2021-08-10,24.772
2021-08-11,24.548
2021-08-12,24.506
2021-08-13,24.412
2021-08-14,24.412
2021-08-15,24.412
2021-08-16,24.349
2021-08-17,24.328
2021-08-18,24.296
2021-08-19,24.391
2021-08-20,24.37
2021-08-21,24.37
2021-08-22,24.37
2021-08-23,24.37
2021-08-24,24.58
2021-08-25,24.527
2021-08-26,24.58
2021-08-27,24.59
2021-08-28,24.59
2021-08-29,24.59
2021-08-30,24.601
2021-08-31,24.58
2021-09-01,24.706
2021-09-02,24.758
2021-09-03,24.737
2021-09-04,24.737
2021-09-05,24.737
2021-09-06,24.737
2021-09-07,24.748
2021-09-08,24.685
2021-09-09,24.695
2021-09-10,24.685
2021-09-11,24.685
2021-09-12,24.685
2021-09-13,24.695
2021-09-14,24.727
2021-09-15,24.716
2021-09-16,24.674
2021-09-17,24.643
2021-09-18,24.643
2021-09-19,24.643
2021-09-20,24.58
2021-09-21,24.632
2021-09-22,24.685
2021-09-23,24.716
2021-09-24,24.685
2021-09-25,24.685
2021-09-26,24.685
2021-09-27,24.779
2021-09-28,24.758
2021-09-29,24.748
2021-09-30,24.412
2021-10-01,24.737
2021-10-02,24.737
2021-10-03,24.737
2021-10-04,24.79
2021-10-05,24.769
2021-10-06,24.737
2021-10-07,24.832
2021-10-08,24.821
2021-10-09,24.821
2021-10-10,24.821
2021-10-11,24.821
2021-10-12,24.832
2021-10-13,24.863
2021-10-14,24.916
2021-10-15,24.895
2021-10-16,24.895
2021-10-17,24.895
2021-10-18,24.895
2021-10-19,24.895
2021-10-20,24.905
2021-10-21,24.905
2021-10-22,24.895
2021-10-23,24.895
2021-10-24,24.895
2021-10-25,24.895
2021-10-26,24.895
2021-10-27,24.884
2021-10-28,24.895
2021-10-29,24.905
2021-10-30,24.905
2021-10-31,24.905
2021-11-01,24.989
2021-11-02,24.979
2021-11-03,24.519
2021-11-04,24.509
2021-11-05,24.488
2021-11-06,24.488
2021-11-07,24.488
2021-11-08,24.54
2021-11-09,24.592
2021-11-10,24.55
2021-11-11,24.611
2021-11-12,24.56
2021-11-13,24.56
2021-11-14,24.56
2021-11-15,24.591
2021-11-16,24.58
2021-11-17,24.56
2021-11-18,24.56
2021-11-19,24.477
2021-11-20,24.477
2021-11-21,24.477
2021-11-22,24.508
2021-11-23,23.747
2021-11-24,23.697
2021-11-25,23.697
2021-11-26,23.657
2021-11-27,23.657
2021-11-28,23.657
2021-11-29,23.667
2021-11-30,23.607
2021-12-01,23.607
2021-12-02,23.577
2021-12-03,23.717
2021-12-04,23.717
2021-12-05,23.717
2021-12-06,23.768
2021-12-07,23.788
2021-12-08,23.737
2021-12-09,23.707
2021-12-10,23.768
2021-12-11,23.768
2021-12-12,23.768
2021-12-13,23.778
2021-12-14,23.717
2021-12-15,23.697
2021-12-16,23.737
2021-12-17,23.727
2021-12-18,23.727
2021-12-19,23.727
2021-12-20,23.707
2021-12-21,23.717
2021-12-22,23.778
2021-12-23,23.808
2021-12-24,23.808
2021-12-25,23.808
2021-12-26,23.808
2021-12-27,23.858
2021-12-28,23.858
2021-12-29,23.828
2021-12-30,23.818
2021-12-31,23.818
2022-01-01,23.818
2022-01-02,23.818
2022-01-03,23.828
2022-01-04,23.878
2022-01-05,23.878
2022-01-06,23.828
2022-01-07,23.888
2022-01-08,23.888
2022-01-09,23.888
2022-01-10,23.868
2022-01-11,23.888
2022-01-12,23.858
2022-01-13,23.705
2022-01-14,23.705
2022-01-15,23.705
2022-01-16,23.705
2022-01-17,23.705
2022-01-18,23.655
2022-01-19,23.645
2022-01-20,23.606
2022-01-21,23.606
2022-01-22,23.606
2022-01-23,23.606
2022-01-24,23.506
2022-01-25,23.506
2022-01-26,23.516
2022-01-27,23.516
2022-01-28,23.625
2022-01-29,23.625
2022-01-30,23.625
2022-01-31,23.655
2022-02-01,23.685
2022-02-02,23.685
2022-02-03,23.665
2022-02-04,23.665
2022-02-05,23.665
2022-02-06,23.665
2022-02-07,23.705
2022-02-08,23.685
2022-02-09,23.755
2022-02-10,23.695
2022-02-11,23.616
2022-02-12,23.616
2022-02-13,23.616
2022-02-14,23.635
2022-02-15,23.705
2022-02-16,23.785
2022-02-17,23.725
2022-02-18,23.645
2022-02-19,23.645
2022-02-20,23.645
2022-02-21,23.645
2022-02-22,23.506
2022-02-23,23.516
2022-02-24,23.506
2022-02-25,23.586
2022-02-26,23.586
2022-02-27,23.586
2022-02-28,23.546
2022-03-01,23.635
2022-03-02,23.625
2022-03-03,23.705
2022-03-04,23.655
2022-03-05,23.655
2022-03-06,23.655
2022-03-07,23.606
2022-03-08,23.616
2022-03-09,23.715
2022-03-10,23.645
2022-03-11,23.616
2022-03-12,23.616
2022-03-13,23.616
2022-03-14,23.625
2022-03-15,23.665
2022-03-16,23.616
2022-03-17,23.645
2022-03-18,23.606
2022-03-19,23.606
2022-03-20,23.606
2022-03-21,23.645
2022-03-22,23.675
2022-03-23,23.655
2022-03-24,23.645
2022-03-25,23.635
2022-03-26,23.635
2022-03-27,23.635
2022-03-28,23.655
2022-03-29,23.675
2022-03-30,23.645
2022-03-31,23.655
2022-04-01,23.635
2022-04-02,23.635
2022-04-03,23.635
2022-04-04,23.645
2022-04-05,23.616
2022-04-06,23.566
2022-04-07,23.586
2022-04-08,23.635
2022-04-09,23.635
2022-04-10,23.635
2022-04-11,23.655
2022-04-12,23.655
2022-04-13,23.625
2022-04-14,23.655
2022-04-15,23.655
2022-04-16,23.655
2022-04-17,23.655
2022-04-18,23.645
2022-04-19,22.972
2022-04-20,23.001
2022-04-21,22.962
2022-04-22,22.943
2022-04-23,22.943
2022-04-24,22.943
2022-04-25,22.953
2022-04-26,22.894
2022-04-27,22.933
2022-04-28,22.894
2022-04-29,22.865
2022-04-30,22.865
2022-05-01,22.865
2022-05-02,22.943
2022-05-03,22.933
2022-05-04,22.943
2022-05-05,22.836
2022-05-06,22.836
2022-05-07,22.836
2022-05-08,22.836
2022-05-09,22.652
2022-05-10,22.827
2022-05-11,28.067
2022-05-12,27.851
2022-05-13,28.019
2022-05-14,28.019
2022-05-15,28.019
2022-05-16,27.995
2022-05-17,28.079
2022-05-18,27.899
2022-05-19,27.899
2022-05-20,27.623
2022-05-21,27.623
2022-05-22,27.623
2022-05-23,26.843
2022-05-24,27.016
2022-05-25,27.074
2022-05-26,27.131
2022-05-27,27.235
2022-05-28,27.235
2022-05-29,27.235
2022-05-30,27.235
2022-05-31,27.27
2022-06-01,27.316
2022-06-02,27.281
2022-06-03,27.235
2022-06-04,27.235
2022-06-05,27.235
2022-06-06,27.143
2022-06-07,27.189
2022-06-08,27.143
2022-06-09,27.339
2022-06-10,27.281
2022-06-11,27.281
2022-06-12,27.281
2022-06-13,27.304
2022-06-14,27.27
2022-06-15,27.258
2022-06-16,27.166
2022-06-17,27.408
2022-06-18,27.408
2022-06-19,27.408
2022-06-20,27.408
2022-06-21,27.373
2022-06-22,27.408
2022-06-23,27.454
2022-06-24,27.488
2022-06-25,27.488
2022-06-26,27.488
2022-06-27,27.5
2022-06-28,27.465
2022-06-29,27.454
2022-06-30,27.431
2022-07-01,27.512
2022-07-02,27.512
2022-07-03,27.512
2022-07-04,27.512
2022-07-05,27.535
2022-07-06,27.512
2022-07-07,27.512
2022-07-08,27.512
2022-07-09,27.512
2022-07-10,27.512
2022-07-11,27.558
2022-07-12,27.569
2022-07-13,27.523
2022-07-14,27.569
2022-07-15,27.638
2022-07-16,27.638
2022-07-17,27.638
2022-07-18,27.638
2022-07-19,27.638
2022-07-20,27.638
2022-07-21,27.638
2022-07-22,27.627
2022-07-23,27.627
2022-07-24,27.627
2022-07-25,29.125
2022-07-26,29.149
2022-07-27,29.149
2022-07-28,29.174
2022-07-29,29.174
2022-07-30,29.174
2022-07-31,29.174
2022-08-01,29.174
2022-08-02,29.174
2022-08-03,29.174
2022-08-04,29.174
2022-08-05,29.174
2022-08-06,29.174
2022-08-07,29.174
2022-08-08,29.174
2022-08-09,29.174
2022-08-10,29.174
2022-08-11,29.174
2022-08-12,29.174
2022-08-13,29.174
2022-08-14,29.174
2022-08-15,29.174
2022-08-16,29.174
2022-08-17,29.174
2022-08-18,29.174
2022-08-19,29.174
2022-08-20,29.174
2022-08-21,29.174
2022-08-22,29.174
2022-08-23,29.174
2022-08-24,29.174
2022-08-25,29.174
2022-08-26,29.174
2022-08-27,29.174
2022-08-28,29.174
2022-08-29,29.174
2022-08-30,29.174
2022-08-31,29.174
2022-09-01,29.174
2022-09-02,29.174
2022-09-03,29.174
2022-09-04,29.174
2022-09-05,29.174
2022-09-06,29.174
2022-09-07,29.174
2022-09-08,29.174
2022-09-09,29.174
2022-09-10,29.174
2022-09-11,29.174
2022-09-12,29.174
2022-09-13,29.174
2022-09-14,29.174
2022-09-15,29.174
2022-09-16,29.174
2022-09-17,29.174
2022-09-18,29.174
2022-09-19,29.174
2022-09-20,29.174
2022-09-21,29.174
2022-09-22,29.174
2022-09-23,29.174
2022-09-24,29.174
2022-09-25,29.174
2022-09-26,29.174
2022-09-27,29.174
2022-09-28,29.174
2022-09-29,29.174
2022-09-30,29.174
2022-10-01,29.174
2022-10-02,29.174
2022-10-03,29.174
2022-10-04,29.174
2022-10-05,29.174
2022-10-06,29.174
2022-10-07,29.174
2022-10-08,29.174
2022-10-09,29.174
2022-10-10,29.174
2022-10-11,29.174
2022-10-12,29.174
2022-10-13,29.174
2022-10-14,29.174
2022-10-15,29.174
2022-10-16,29.174
2022-10-17,29.174
2022-10-18,29.174
2022-10-19,29.174
2022-10-20,29.174
2022-10-21,29.174
2022-10-22,29.174
2022-10-23,29.174
2022-10-24,29.174
2022-10-25,29.174
2022-10-26,29.174
2022-10-27,29.174
2022-10-28,29.174
2022-10-29,29.174
2022-10-30,29.174
2022-10-31,29.174
2022-11-01,29.174
2022-11-02,29.174
2022-11-03,29.174
2022-11-04,29.174
2022-11-05,29.174
2022-11-06,29.174
2022-11-07,29.174
2022-11-08,29.174
2022-11-09,29.174
2022-11-10,29.174
2022-11-11,29.174
2022-11-12,29.174
2022-11-13,29.174
2022-11-14,29.174
2022-11-15,29.174
2022-11-16,29.174
2022-11-17,29.174
2022-11-18,29.174
2022-11-19,29.174
2022-11-20,29.174
2022-11-21,29.174
2022-11-22,29.174
2022-11-23,29.174
2022-11-24,29.174
2022-11-25,29.174
2022-11-26,29.174
2022-11-27,29.174
2022-11-28,29.174
2022-11-29,29.174
2022-11-30,29.174
2022-12-01,29.174
2022-12-02,29.174
2022-12-03,29.174
2022-12-04,29.174
2022-12-05,29.174
2022-12-06,29.174
2022-12-07,29.174
2022-12-08,29.174
2022-12-09,29.174
2022-12-10,29.174
2022-12-11,29.174
2022-12-12,29.174
2022-12-13,29.174
2022-12-14,29.174
2022-12-15,29.174
2022-12-16,29.174
2022-12-17,29.174
2022-12-18,29.174
2022-12-19,29.174
2022-12-20,29.174
2022-12-21,29.174
2022-12-22,29.174
2022-12-23,29.174
2022-12-24,29.174
2022-12-25,29.174
2022-12-26,29.174
2022-12-27,29.174
2022-12-28,29.174
2022-12-29,29.174
2022-12-30,29.174
2022-12-31,29.174
2023-01-01,29.174
2023-01-02,29.174
2023-01-03,29.174
2023-01-04,29.174
2023-01-05,29.174
2023-01-06,29.174
2023-01-07,29.174
2023-01-08,29.174
2023-01-09,29.174
2023-01-10,29.174
2023-01-11,29.174
2023-01-12,29.174
2023-01-13,29.174
2023-01-14,29.174
2023-01-15,29.174
2023-01-16,29.174
2023-01-17,29.174
2023-01-18,29.174
2023-01-19,29.174
2023-01-20,29.174
2023-01-21,29.174
2023-01-22,29.174
2023-01-23,29.174
2023-01-24,29.174
2023-01-25,29.174
2023-01-26,29.174
2023-01-27,29.174
2023-01-28,29.174
2023-01-29,29.174
2023-01-30,29.174
2023-01-31,29.174
2023-02-01,29.174
2023-02-02,29.174
2023-02-03,29.174
2023-02-04,29.174
2023-02-05,29.174
2023-02-06,29.174
2023-02-07,29.174
2023-02-08,29.174
2023-02-09,29.174
2023-02-10,29.174
2023-02-11,29.174
2023-02-12,29.174
2023-02-13,29.174
2023-02-14,29.174
2023-02-15,29.174
2023-02-16,29.174
2023-02-17,29.174
2023-02-18,29.174
2023-02-19,29.174
2023-02-20,29.174
2023-02-21,29.174
2023-02-22,29.174
2023-02-23,29.174
2023-02-24,29.174
2023-02-25,29.174
2023-02-26,29.174
2023-02-27,29.174
2023-02-28,29.174
2023-03-01,29.174
2023-03-02,29.174
2023-03-03,29.174
2023-03-04,29.174
2023-03-05,29.174
2023-03-06,29.174
2023-03-07,29.174
2023-03-08,29.174
2023-03-09,29.174
2023-03-10,29.174
2023-03-11,29.174
2023-03-12,29.174
2023-03-13,29.174
2023-03-14,29.174
2023-03-15,29.174
2023-03-16,29.174
2023-03-17,29.174
2023-03-18,29.174
2023-03-19,29.174
2023-03-20,29.174
2023-03-21,29.174
2023-03-22,29.174
2023-03-23,29.174
2023-03-24,29.174
2023-03-25,29.174
2023-03-26,29.174
2023-03-27,29.174
2023-03-28,29.174
2023-03-29,29.174
2023-03-30,29.174
2023-03-31,29.174
2023-04-01,29.174
2023-04-02,29.174
2023-04-03,29.174
2023-04-04,29.174
2023-04-05,29.174
2023-04-06,29.174
2023-04-07,29.174
2023-04-08,29.174
2023-04-09,29.174
2023-04-10,29.174
2023-04-11,29.174
2023-04-12,29.174
2023-04-13,29.174
2023-04-14,29.174
2023-04-15,29.174
2023-04-16,29.174
2023-04-17,29.174
2023-04-18,29.174
2023-04-19,29.174
2023-04-20,29.174
2023-04-21,29.174
2023-04-22,29.174
2023-04-23,29.174
2023-04-24,29.174
2023-04-25,29.174
2023-04-26,29.174
2023-04-27,29.174
2023-04-28,29.174
2023-04-29,29.174
2023-04-30,29.174
2023-05-01,29.174
2023-05-02,29.174
2023-05-03,29.174
2023-05-04,29.174
2023-05-05,29.174
2023-05-06,29.174
2023-05-07,29.174
2023-05-08,29.174
2023-05-09,29.174
2023-05-10,29.174
2023-05-11,29.174
2023-05-12,29.174
2023-05-13,29.174
2023-05-14,29.174
2023-05-15,29.174
2023-05-16,29.174
2023-05-17,29.174
2023-05-18,29.174
2023-05-19,29.174
2023-05-20,29.174
2023-05-21,29.174
2023-05-22,29.174
2023-05-23,29.174
2023-05-24,29.174
2023-05-25,29.174
2023-05-26,29.174
2023-05-27,29.174
2023-05-28,29.174
2023-05-29,29.174
2023-05-30,29.174
2023-05-31,29.174
2023-06-01,29.174
2023-06-02,29.174
2023-06-03,29.174
2023-06-04,29.174
2023-06-05,29.174
2023-06-06,29.174
2023-06-07,29.174
2023-06-08,29.174
2023-06-09,29.174
2023-06-10,29.174
2023-06-11,29.174
2023-06-12,29.174
2023-06-13,29.174
2023-06-14,29.174
2023-06-15,29.174
2023-06-16,29.174
2023-06-17,29.174
2023-06-18,29.174
2023-06-19,29.174
2023-06-20,29.174
2023-06-21,29.174
2023-06-22,29.174
