,PCAR US Equity
2020-12-01,11.103
2020-12-02,11.087
2020-12-03,10.972
2020-12-04,11.029
2020-12-05,11.029
2020-12-06,11.029
2020-12-07,10.98
2020-12-08,10.993
2020-12-09,11.116
2020-12-10,10.909
2020-12-11,10.872
2020-12-12,10.872
2020-12-13,10.872
2020-12-14,10.745
2020-12-15,11.105
2020-12-16,11.054
2020-12-17,11.0
2020-12-18,10.178
2020-12-19,10.178
2020-12-20,10.178
2020-12-21,10.159
2020-12-22,10.043
2020-12-23,10.069
2020-12-24,10.19
2020-12-25,10.19
2020-12-26,10.19
2020-12-27,10.19
2020-12-28,10.127
2020-12-29,10.096
2020-12-30,10.161
2020-12-31,10.21
2021-01-01,10.21
2021-01-02,10.21
2021-01-03,10.21
2021-01-04,10.025
2021-01-05,10.112
2021-01-06,10.509
2021-01-07,10.461
2021-01-08,10.39
2021-01-09,10.39
2021-01-10,10.39
2021-01-11,10.439
2021-01-12,10.586
2021-01-13,10.526
2021-01-14,10.562
2021-01-15,10.432
2021-01-16,10.432
2021-01-17,10.432
2021-01-18,10.432
2021-01-19,10.556
2021-01-20,10.578
2021-01-21,11.684
2021-01-22,11.697
2021-01-23,11.697
2021-01-24,11.697
2021-01-25,11.589
2021-01-26,11.574
2021-01-27,11.465
2021-01-28,11.687
2021-01-29,11.396
2021-01-30,11.396
2021-01-31,11.396
2021-02-01,11.391
2021-02-02,11.48
2021-02-03,11.952
2021-02-04,12.131
2021-02-05,12.066
2021-02-06,12.066
2021-02-07,12.066
2021-02-08,12.13
2021-02-09,12.461
2021-02-10,12.484
2021-02-11,12.359
2021-02-12,12.284
2021-02-13,12.284
2021-02-14,12.284
2021-02-15,12.284
2021-02-16,12.175
2021-02-17,12.039
2021-02-18,11.889
2021-02-19,11.932
2021-02-20,11.932
2021-02-21,11.932
2021-02-22,11.868
2021-02-23,11.699
2021-02-24,11.818
2021-02-25,11.622
2021-02-26,11.405
2021-02-27,11.405
2021-02-28,11.405
2021-03-01,11.561
2021-03-02,11.618
2021-03-03,11.749
2021-03-04,11.398
2021-03-05,11.614
2021-03-06,11.614
2021-03-07,11.614
2021-03-08,11.527
2021-03-09,11.747
2021-03-10,11.915
2021-03-11,12.058
2021-03-12,11.96
2021-03-13,11.96
2021-03-14,11.96
2021-03-15,12.267
2021-03-16,11.804
2021-03-17,11.863
2021-03-18,11.734
2021-03-19,11.726
2021-03-20,11.726
2021-03-21,11.726
2021-03-22,11.544
2021-03-23,11.247
2021-03-24,11.187
2021-03-25,11.382
2021-03-26,11.556
2021-03-27,11.556
2021-03-28,11.556
2021-03-29,11.496
2021-03-30,11.512
2021-03-31,11.453
2021-04-01,11.343
2021-04-02,11.343
2021-04-03,11.343
2021-04-04,11.343
2021-04-05,11.581
2021-04-06,11.444
2021-04-07,11.397
2021-04-08,11.443
2021-04-09,11.507
2021-04-10,11.507
2021-04-11,11.507
2021-04-12,11.745
2021-04-13,11.675
2021-04-14,11.539
2021-04-15,11.713
2021-04-16,11.699
2021-04-17,11.699
2021-04-18,11.699
2021-04-19,11.506
2021-04-20,11.352
2021-04-21,11.54
2021-04-22,11.365
2021-04-23,11.195
2021-04-24,11.195
2021-04-25,11.195
2021-04-26,11.194
2021-04-27,10.896
2021-04-28,10.76
2021-04-29,10.904
2021-04-30,10.665
2021-05-01,10.665
2021-05-02,10.665
2021-05-03,10.773
2021-05-04,10.686
2021-05-05,10.825
2021-05-06,11.113
2021-05-07,11.204
2021-05-08,11.204
2021-05-09,11.204
2021-05-10,11.35
2021-05-11,11.275
2021-05-12,10.928
2021-05-13,11.212
2021-05-14,11.263
2021-05-15,11.263
2021-05-16,11.263
2021-05-17,11.161
2021-05-18,10.832
2021-05-19,10.859
2021-05-20,10.805
2021-05-21,10.95
2021-05-22,10.95
2021-05-23,10.95
2021-05-24,10.927
2021-05-25,10.774
2021-05-26,10.802
2021-05-27,10.871
2021-05-28,10.894
2021-05-29,10.894
2021-05-30,10.894
2021-05-31,10.894
2021-06-01,11.001
2021-06-02,10.981
2021-06-03,11.068
2021-06-04,11.295
2021-06-05,11.295
2021-06-06,11.295
2021-06-07,11.109
2021-06-08,11.122
2021-06-09,11.017
2021-06-10,10.912
2021-06-11,10.99
2021-06-12,10.99
2021-06-13,10.99
2021-06-14,10.836
2021-06-15,10.986
2021-06-16,10.87
2021-06-17,10.658
2021-06-18,10.356
2021-06-19,10.356
2021-06-20,10.356
2021-06-21,10.399
2021-06-22,10.395
2021-06-23,10.439
2021-06-24,10.528
2021-06-25,10.587
2021-06-26,10.587
2021-06-27,10.587
2021-06-28,10.547
2021-06-29,10.491
2021-06-30,10.619
2021-07-01,10.564
2021-07-02,10.506
2021-07-03,10.506
2021-07-04,10.506
2021-07-05,10.506
2021-07-06,10.322
2021-07-07,10.335
2021-07-08,10.192
2021-07-09,10.411
2021-07-10,10.411
2021-07-11,10.411
2021-07-12,10.507
2021-07-13,10.423
2021-07-14,10.441
2021-07-15,10.511
2021-07-16,10.424
2021-07-17,10.424
2021-07-18,10.424
2021-07-19,10.317
2021-07-20,10.481
2021-07-21,10.488
2021-07-22,10.368
2021-07-23,10.42
2021-07-24,10.42
2021-07-25,10.42
2021-07-26,10.341
2021-07-27,10.303
2021-07-28,10.118
2021-07-29,10.184
2021-07-30,10.147
2021-07-31,10.147
2021-08-01,10.147
2021-08-02,10.038
2021-08-03,10.008
2021-08-04,9.916
2021-08-05,9.792
2021-08-06,9.786
2021-08-07,9.786
2021-08-08,9.786
2021-08-09,9.769
2021-08-10,9.751
2021-08-11,10.121
2021-08-12,10.028
2021-08-13,9.921
2021-08-14,9.921
2021-08-15,9.921
2021-08-16,9.923
2021-08-17,9.84
2021-08-18,9.81
2021-08-19,9.868
2021-08-20,9.856
2021-08-21,9.856
2021-08-22,9.856
2021-08-23,9.872
2021-08-24,10.037
2021-08-25,10.064
2021-08-26,10.003
2021-08-27,10.099
2021-08-28,10.099
2021-08-29,10.099
2021-08-30,9.957
2021-08-31,9.935
2021-09-01,10.031
2021-09-02,11.025
2021-09-03,11.093
2021-09-04,11.093
2021-09-05,11.093
2021-09-06,11.093
2021-09-07,10.842
2021-09-08,10.813
2021-09-09,10.933
2021-09-10,10.986
2021-09-11,10.986
2021-09-12,10.986
2021-09-13,11.087
2021-09-14,11.028
2021-09-15,11.113
2021-09-16,10.832
2021-09-17,10.715
2021-09-18,10.715
2021-09-19,10.715
2021-09-20,10.494
2021-09-21,10.376
2021-09-22,10.435
2021-09-23,10.622
2021-09-24,10.581
2021-09-25,10.581
2021-09-26,10.581
2021-09-27,10.716
2021-09-28,10.619
2021-09-29,10.651
2021-09-30,10.369
2021-10-01,10.439
2021-10-02,10.439
2021-10-03,10.439
2021-10-04,9.579
2021-10-05,9.948
2021-10-06,9.952
2021-10-07,10.094
2021-10-08,10.392
2021-10-09,10.392
2021-10-10,10.392
2021-10-11,10.274
2021-10-12,10.247
2021-10-13,10.316
2021-10-14,10.609
2021-10-15,10.653
2021-10-16,10.653
2021-10-17,10.653
2021-10-18,10.517
2021-10-19,10.605
2021-10-20,10.658
2021-10-21,10.635
2021-10-22,10.667
2021-10-23,10.667
2021-10-24,10.667
2021-10-25,10.695
2021-10-26,11.031
2021-10-27,11.031
2021-10-28,11.498
2021-10-29,11.526
2021-10-30,11.526
2021-10-31,11.526
2021-11-01,11.715
2021-11-02,11.789
2021-11-03,11.641
2021-11-04,11.521
2021-11-05,11.575
2021-11-06,11.575
2021-11-07,11.575
2021-11-08,11.437
2021-11-09,11.32
2021-11-10,11.506
2021-11-11,11.567
2021-11-12,11.555
2021-11-13,11.555
2021-11-14,11.555
2021-11-15,11.522
2021-11-16,11.547
2021-11-17,11.489
2021-11-18,11.229
2021-11-19,11.15
2021-11-20,11.15
2021-11-21,11.15
2021-11-22,11.465
2021-11-23,11.611
2021-11-24,11.454
2021-11-25,11.454
2021-11-26,11.172
2021-11-27,11.172
2021-11-28,11.172
2021-11-29,11.118
2021-11-30,10.77
2021-12-01,10.644
2021-12-02,10.839
2021-12-03,11.06
2021-12-04,11.06
2021-12-05,11.06
2021-12-06,11.31
2021-12-07,11.31
2021-12-08,11.478
2021-12-09,11.43
2021-12-10,11.498
2021-12-11,11.498
2021-12-12,11.498
2021-12-13,11.396
2021-12-14,11.373
2021-12-15,11.363
2021-12-16,11.273
2021-12-17,10.957
2021-12-18,10.957
2021-12-19,10.957
2021-12-20,10.776
2021-12-21,9.89
2021-12-22,9.994
2021-12-23,10.076
2021-12-24,10.076
2021-12-25,10.076
2021-12-26,10.076
2021-12-27,10.177
2021-12-28,10.307
2021-12-29,10.394
2021-12-30,10.369
2021-12-31,10.469
2022-01-01,10.469
2022-01-02,10.469
2022-01-03,10.495
2022-01-04,11.0
2022-01-05,11.04
2022-01-06,11.151
2022-01-07,11.081
2022-01-08,11.081
2022-01-09,11.081
2022-01-10,10.452
2022-01-11,10.454
2022-01-12,10.472
2022-01-13,10.787
2022-01-14,10.92
2022-01-15,10.92
2022-01-16,10.92
2022-01-17,10.92
2022-01-18,10.86
2022-01-19,10.478
2022-01-20,10.271
2022-01-21,10.189
2022-01-22,10.189
2022-01-23,10.189
2022-01-24,10.143
2022-01-25,10.64
2022-01-26,11.599
2022-01-27,11.243
2022-01-28,11.294
2022-01-29,11.294
2022-01-30,11.294
2022-01-31,11.213
2022-02-01,11.496
2022-02-02,11.587
2022-02-03,11.437
2022-02-04,11.399
2022-02-05,11.399
2022-02-06,11.399
2022-02-07,11.412
2022-02-08,11.335
2022-02-09,11.458
2022-02-10,11.254
2022-02-11,11.232
2022-02-12,11.232
2022-02-13,11.232
2022-02-14,11.253
2022-02-15,11.415
2022-02-16,11.495
2022-02-17,11.333
2022-02-18,11.353
2022-02-19,11.353
2022-02-20,11.353
2022-02-21,11.353
2022-02-22,11.329
2022-02-23,11.047
2022-02-24,11.128
2022-02-25,11.099
2022-02-26,11.099
2022-02-27,11.099
2022-02-28,11.111
2022-03-01,10.806
2022-03-02,11.091
2022-03-03,11.283
2022-03-04,10.826
2022-03-05,10.826
2022-03-06,10.826
2022-03-07,10.24
2022-03-08,10.28
2022-03-09,10.749
2022-03-10,10.646
2022-03-11,10.573
2022-03-12,10.573
2022-03-13,10.573
2022-03-14,10.77
2022-03-15,10.833
2022-03-16,11.16
2022-03-17,11.439
2022-03-18,11.232
2022-03-19,11.232
2022-03-20,11.232
2022-03-21,11.028
2022-03-22,11.132
2022-03-23,10.979
2022-03-24,11.106
2022-03-25,11.109
2022-03-26,11.109
2022-03-27,11.109
2022-03-28,11.15
2022-03-29,11.356
2022-03-30,11.162
2022-03-31,11.014
2022-04-01,10.658
2022-04-02,10.658
2022-04-03,10.658
2022-04-04,10.569
2022-04-05,10.36
2022-04-06,10.44
2022-04-07,10.431
2022-04-08,10.403
2022-04-09,10.403
2022-04-10,10.403
2022-04-11,10.357
2022-04-12,10.336
2022-04-13,10.315
2022-04-14,10.373
2022-04-15,10.373
2022-04-16,10.373
2022-04-17,10.373
2022-04-18,10.447
2022-04-19,10.703
2022-04-20,10.947
2022-04-21,11.009
2022-04-22,10.708
2022-04-23,10.708
2022-04-24,10.708
2022-04-25,10.79
2022-04-26,10.539
2022-04-27,10.602
2022-04-28,10.697
2022-04-29,10.444
2022-04-30,10.444
2022-05-01,10.444
2022-05-02,10.565
2022-05-03,10.699
2022-05-04,11.068
2022-05-05,10.766
2022-05-06,10.677
2022-05-07,10.677
2022-05-08,10.677
2022-05-09,10.785
2022-05-10,10.625
2022-05-11,10.482
2022-05-12,10.594
2022-05-13,10.627
2022-05-14,10.627
2022-05-15,10.627
2022-05-16,10.567
2022-05-17,10.798
2022-05-18,10.3
2022-05-19,10.331
2022-05-20,10.127
2022-05-21,10.127
2022-05-22,10.127
2022-05-23,10.387
2022-05-24,10.435
2022-05-25,10.598
2022-05-26,10.481
2022-05-27,10.672
2022-05-28,10.672
2022-05-29,10.672
2022-05-30,10.672
2022-05-31,10.817
2022-06-01,10.936
2022-06-02,10.978
2022-06-03,10.896
2022-06-04,10.896
2022-06-05,10.896
2022-06-06,10.939
2022-06-07,10.981
2022-06-08,11.031
2022-06-09,10.864
2022-06-10,10.503
2022-06-11,10.503
2022-06-12,10.503
2022-06-13,10.241
2022-06-14,10.387
2022-06-15,10.595
2022-06-16,10.067
2022-06-17,10.11
2022-06-18,10.11
2022-06-19,10.11
2022-06-20,10.11
2022-06-21,10.43
2022-06-22,10.314
2022-06-23,10.064
2022-06-24,10.389
2022-06-25,10.389
2022-06-26,10.389
2022-06-27,10.355
2022-06-28,10.28
2022-06-29,10.27
2022-06-30,10.172
2022-07-01,10.24
2022-07-02,10.24
2022-07-03,10.24
2022-07-04,10.24
2022-07-05,10.113
2022-07-06,10.046
2022-07-07,10.16
2022-07-08,10.066
2022-07-09,10.066
2022-07-10,10.066
2022-07-11,9.845
2022-07-12,9.973
2022-07-13,9.849
2022-07-14,9.889
2022-07-15,10.021
2022-07-16,10.021
2022-07-17,10.021
2022-07-18,10.033
2022-07-19,10.65
2022-07-20,10.688
2022-07-21,10.709
2022-07-22,10.83
2022-07-23,10.83
2022-07-24,10.83
2022-07-25,11.088
2022-07-26,10.768
2022-07-27,11.035
2022-07-28,11.271
2022-07-29,11.338
2022-07-30,11.338
2022-07-31,11.338
2022-08-01,11.271
2022-08-02,11.197
2022-08-03,11.272
2022-08-04,11.277
2022-08-05,11.308
2022-08-06,11.308
2022-08-07,11.308
2022-08-08,11.365
2022-08-09,11.313
2022-08-10,11.546
2022-08-11,11.498
2022-08-12,11.589
2022-08-13,11.589
2022-08-14,11.589
2022-08-15,11.652
2022-08-16,11.761
2022-08-17,11.605
2022-08-18,11.691
2022-08-19,11.544
2022-08-20,11.544
2022-08-21,11.544
2022-08-22,11.227
2022-08-23,11.246
2022-08-24,11.353
2022-08-25,11.472
2022-08-26,11.164
2022-08-27,11.164
2022-08-28,11.164
2022-08-29,11.029
2022-08-30,10.926
2022-08-31,10.859
2022-09-01,10.854
2022-09-02,10.73
2022-09-03,10.73
2022-09-04,10.73
2022-09-05,10.73
2022-09-06,10.774
2022-09-07,10.99
2022-09-08,10.712
2022-09-09,10.979
2022-09-10,10.979
2022-09-11,10.979
2022-09-12,11.097
2022-09-13,10.679
2022-09-14,10.72
2022-09-15,10.627
2022-09-16,10.565
2022-09-17,10.565
2022-09-18,10.565
2022-09-19,10.831
2022-09-20,10.738
2022-09-21,10.604
2022-09-22,10.535
2022-09-23,10.4
2022-09-24,10.4
2022-09-25,10.4
2022-09-26,10.299
2022-09-27,10.294
2022-09-28,10.588
2022-09-29,10.531
2022-09-30,10.385
2022-10-01,10.385
2022-10-02,10.385
2022-10-03,10.731
2022-10-04,11.157
2022-10-05,11.281
2022-10-06,11.131
2022-10-07,10.88
2022-10-08,10.88
2022-10-09,10.88
2022-10-10,10.905
2022-10-11,11.05
2022-10-12,11.03
2022-10-13,11.227
2022-10-14,10.982
2022-10-15,10.982
2022-10-16,10.982
2022-10-17,11.054
2022-10-18,11.284
2022-10-19,11.289
2022-10-20,10.895
2022-10-21,11.216
2022-10-22,11.216
2022-10-23,11.216
2022-10-24,11.446
2022-10-25,11.172
2022-10-26,11.243
2022-10-27,11.404
2022-10-28,11.667
2022-10-29,11.667
2022-10-30,11.667
2022-10-31,11.731
2022-11-01,11.746
2022-11-02,11.594
2022-11-03,11.75
2022-11-04,12.009
2022-11-05,12.009
2022-11-06,12.009
2022-11-07,12.011
2022-11-08,12.182
2022-11-09,12.086
2022-11-10,12.347
2022-11-11,12.404
2022-11-12,12.404
2022-11-13,12.404
2022-11-14,12.478
2022-11-15,12.532
2022-11-16,12.607
2022-11-17,12.485
2022-11-18,12.529
2022-11-19,12.529
2022-11-20,12.529
2022-11-21,12.652
2022-11-22,12.853
2022-11-23,12.838
2022-11-24,12.838
2022-11-25,12.733
2022-11-26,12.733
2022-11-27,12.733
2022-11-28,12.561
2022-11-29,12.64
2022-11-30,12.848
2022-12-01,12.852
2022-12-02,12.833
2022-12-03,12.833
2022-12-04,12.833
2022-12-05,12.538
2022-12-06,12.576
2022-12-07,12.675
2022-12-08,12.569
2022-12-09,12.283
2022-12-10,12.283
2022-12-11,12.283
2022-12-12,12.49
2022-12-13,12.4
2022-12-14,12.48
2022-12-15,12.179
2022-12-16,12.216
2022-12-17,12.216
2022-12-18,12.216
2022-12-19,12.326
2022-12-20,12.271
2022-12-21,12.473
2022-12-22,12.322
2022-12-23,12.412
2022-12-24,12.412
2022-12-25,12.412
2022-12-26,12.412
2022-12-27,12.384
2022-12-28,12.252
2022-12-29,12.17
2022-12-30,12.217
2022-12-31,12.217
2023-01-01,12.217
2023-01-02,12.217
2023-01-03,12.151
2023-01-04,12.123
2023-01-05,12.07
2023-01-06,12.384
2023-01-07,12.384
2023-01-08,12.384
2023-01-09,12.413
2023-01-10,12.5
2023-01-11,12.57
2023-01-12,12.664
2023-01-13,12.824
2023-01-14,12.824
2023-01-15,12.824
2023-01-16,12.824
2023-01-17,12.664
2023-01-18,12.426
2023-01-19,12.21
2023-01-20,12.362
2023-01-21,12.362
2023-01-22,12.362
2023-01-23,12.743
2023-01-24,13.009
2023-01-25,13.149
2023-01-26,13.296
2023-01-27,13.028
2023-01-28,13.028
2023-01-29,13.028
2023-01-30,12.865
2023-01-31,12.928
2023-02-01,13.025
2023-02-02,13.054
2023-02-03,12.887
2023-02-04,12.887
2023-02-05,12.887
2023-02-06,12.917
2023-02-07,12.9
2023-02-08,12.355
2023-02-09,12.564
2023-02-10,12.56
2023-02-11,12.56
2023-02-12,12.56
2023-02-13,12.61
2023-02-14,12.644
2023-02-15,12.94
2023-02-16,12.933
2023-02-17,13.06
2023-02-18,13.06
2023-02-19,13.06
2023-02-20,13.06
2023-02-21,12.747
2023-02-22,12.616
2023-02-23,12.638
2023-02-24,12.442
2023-02-25,12.442
2023-02-26,12.442
2023-02-27,12.329
2023-02-28,12.344
2023-03-01,12.49
2023-03-02,12.787
2023-03-03,13.027
2023-03-04,13.027
2023-03-05,13.027
2023-03-06,13.028
2023-03-07,12.944
2023-03-08,12.973
2023-03-09,12.691
2023-03-10,12.352
2023-03-11,12.352
2023-03-12,12.352
2023-03-13,11.879
2023-03-14,12.067
2023-03-15,11.758
2023-03-16,11.785
2023-03-17,11.425
2023-03-18,11.425
2023-03-19,11.425
2023-03-20,11.701
2023-03-21,11.883
2023-03-22,11.696
2023-03-23,11.608
2023-03-24,11.623
2023-03-25,11.623
2023-03-26,11.623
2023-03-27,11.795
2023-03-28,11.771
2023-03-29,11.855
2023-03-30,11.832
2023-03-31,11.994
2023-04-01,11.994
2023-04-02,11.994
2023-04-03,11.968
2023-04-04,11.601
2023-04-05,11.22
2023-04-06,11.311
2023-04-07,11.311
2023-04-08,11.311
2023-04-09,11.311
2023-04-10,11.779
2023-04-11,11.984
2023-04-12,12.166
2023-04-13,12.078
2023-04-14,12.269
2023-04-15,12.269
2023-04-16,12.269
2023-04-17,12.334
2023-04-18,12.303
2023-04-19,12.275
2023-04-20,11.811
2023-04-21,11.902
2023-04-22,11.902
2023-04-23,11.902
2023-04-24,11.999
2023-04-25,11.772
2023-04-26,11.084
2023-04-27,11.074
2023-04-28,11.227
2023-04-29,11.227
2023-04-30,11.227
2023-05-01,11.242
2023-05-02,10.847
2023-05-03,10.727
2023-05-04,10.635
2023-05-05,10.896
2023-05-06,10.896
2023-05-07,10.896
2023-05-08,10.686
2023-05-09,10.759
2023-05-10,10.612
2023-05-11,10.669
2023-05-12,10.712
2023-05-13,10.712
2023-05-14,10.712
2023-05-15,10.722
2023-05-16,10.451
2023-05-17,10.601
2023-05-18,10.613
2023-05-19,10.634
2023-05-20,10.634
2023-05-21,10.634
2023-05-22,10.58
2023-05-23,10.58
2023-05-24,10.439
2023-05-25,10.525
2023-05-26,10.574
2023-05-27,10.574
2023-05-28,10.574
2023-05-29,10.574
2023-05-30,10.567
2023-05-31,10.214
2023-06-01,10.397
2023-06-02,10.885
2023-06-03,10.885
2023-06-04,10.885
2023-06-05,10.89
2023-06-06,11.077
2023-06-07,11.314
2023-06-08,11.391
2023-06-09,11.409
2023-06-10,11.409
2023-06-11,11.409
2023-06-12,11.547
2023-06-13,11.803
2023-06-14,11.592
2023-06-15,11.743
2023-06-16,11.677
2023-06-17,11.677
2023-06-18,11.677
2023-06-19,11.677
2023-06-20,11.549
2023-06-21,11.66
2023-06-22,11.599
