,ITW US Equity
2020-11-04,19.33
2020-11-05,19.92
2020-11-06,19.971
2020-11-07,19.971
2020-11-08,19.971
2020-11-09,20.398
2020-11-10,20.746
2020-11-11,20.378
2020-11-12,19.992
2020-11-13,19.961
2020-11-14,19.961
2020-11-15,19.961
2020-11-16,19.998
2020-11-17,19.81
2020-11-18,19.454
2020-11-19,19.528
2020-11-20,19.241
2020-11-21,19.241
2020-11-22,19.241
2020-11-23,19.706
2020-11-24,20.04
2020-11-25,19.926
2020-11-26,19.926
2020-11-27,20.032
2020-11-28,20.032
2020-11-29,20.032
2020-11-30,19.925
2020-12-01,19.828
2020-12-02,19.352
2020-12-03,19.204
2020-12-04,19.362
2020-12-05,19.362
2020-12-06,19.362
2020-12-07,19.136
2020-12-08,19.472
2020-12-09,19.498
2020-12-10,19.119
2020-12-11,19.214
2020-12-12,19.214
2020-12-13,19.214
2020-12-14,18.789
2020-12-15,19.322
2020-12-16,19.336
2020-12-17,19.551
2020-12-18,19.339
2020-12-19,19.339
2020-12-20,19.339
2020-12-21,19.337
2020-12-22,19.198
2020-12-23,19.159
2020-12-24,19.203
2020-12-25,19.203
2020-12-26,19.203
2020-12-27,19.203
2020-12-28,19.197
2020-12-29,19.01
2020-12-30,19.287
2020-12-31,19.45
2021-01-01,19.45
2021-01-02,19.45
2021-01-03,19.45
2021-01-04,19.378
2021-01-05,19.353
2021-01-06,19.848
2021-01-07,19.869
2021-01-08,19.841
2021-01-09,19.841
2021-01-10,19.841
2021-01-11,19.756
2021-01-12,19.822
2021-01-13,19.622
2021-01-14,19.45
2021-01-15,19.24
2021-01-16,19.24
2021-01-17,19.24
2021-01-18,19.24
2021-01-19,19.143
2021-01-20,19.07
2021-01-21,18.962
2021-01-22,18.928
2021-01-23,18.928
2021-01-24,18.928
2021-01-25,18.822
2021-01-26,18.579
2021-01-27,18.172
2021-01-28,18.354
2021-01-29,18.067
2021-01-30,18.067
2021-01-31,18.067
2021-02-01,18.13
2021-02-02,18.442
2021-02-03,18.364
2021-02-04,18.332
2021-02-05,18.566
2021-02-06,18.566
2021-02-07,18.566
2021-02-08,18.636
2021-02-09,18.551
2021-02-10,18.697
2021-02-11,18.335
2021-02-12,18.339
2021-02-13,18.339
2021-02-14,18.339
2021-02-15,18.339
2021-02-16,18.161
2021-02-17,18.089
2021-02-18,18.18
2021-02-19,18.377
2021-02-20,18.377
2021-02-21,18.377
2021-02-22,18.343
2021-02-23,18.389
2021-02-24,18.564
2021-02-25,18.495
2021-02-26,18.449
2021-02-27,18.449
2021-02-28,18.449
2021-03-01,18.837
2021-03-02,18.659
2021-03-03,18.755
2021-03-04,18.431
2021-03-05,18.977
2021-03-06,18.977
2021-03-07,18.977
2021-03-08,19.283
2021-03-09,19.053
2021-03-10,19.335
2021-03-11,19.251
2021-03-12,19.518
2021-03-13,19.518
2021-03-14,19.518
2021-03-15,19.853
2021-03-16,19.746
2021-03-17,19.87
2021-03-18,20.173
2021-03-19,19.894
2021-03-20,19.894
2021-03-21,19.894
2021-03-22,19.933
2021-03-23,19.716
2021-03-24,20.046
2021-03-25,20.42
2021-03-26,20.863
2021-03-27,20.863
2021-03-28,20.863
2021-03-29,20.787
2021-03-30,20.706
2021-03-31,20.408
2021-04-01,20.395
2021-04-02,20.395
2021-04-03,20.395
2021-04-04,20.395
2021-04-05,20.5
2021-04-06,20.486
2021-04-07,20.189
2021-04-08,20.038
2021-04-09,20.435
2021-04-10,20.435
2021-04-11,20.435
2021-04-12,20.49
2021-04-13,20.291
2021-04-14,20.309
2021-04-15,20.251
2021-04-16,20.505
2021-04-17,20.505
2021-04-18,20.505
2021-04-19,20.487
2021-04-20,20.398
2021-04-21,20.761
2021-04-22,20.685
2021-04-23,20.916
2021-04-24,20.916
2021-04-25,20.916
2021-04-26,20.841
2021-04-27,20.993
2021-04-28,21.052
2021-04-29,21.122
2021-04-30,20.631
2021-05-01,20.631
2021-05-02,20.631
2021-05-03,20.475
2021-05-04,20.687
2021-05-05,20.659
2021-05-06,20.781
2021-05-07,20.888
2021-05-08,20.888
2021-05-09,20.888
2021-05-10,20.957
2021-05-11,20.721
2021-05-12,20.319
2021-05-13,20.857
2021-05-14,20.763
2021-05-15,20.763
2021-05-16,20.763
2021-05-17,20.681
2021-05-18,20.258
2021-05-19,20.217
2021-05-20,20.201
2021-05-21,20.197
2021-05-22,20.197
2021-05-23,20.197
2021-05-24,20.204
2021-05-25,20.247
2021-05-26,20.025
2021-05-27,20.093
2021-05-28,20.177
2021-05-29,20.177
2021-05-30,20.177
2021-05-31,20.177
2021-06-01,20.305
2021-06-02,20.344
2021-06-03,20.408
2021-06-04,20.529
2021-06-05,20.529
2021-06-06,20.529
2021-06-07,20.327
2021-06-08,20.257
2021-06-09,20.225
2021-06-10,20.257
2021-06-11,20.263
2021-06-12,20.263
2021-06-13,20.263
2021-06-14,20.235
2021-06-15,20.198
2021-06-16,19.841
2021-06-17,19.417
2021-06-18,19.114
2021-06-19,19.114
2021-06-20,19.114
2021-06-21,19.424
2021-06-22,19.468
2021-06-23,19.329
2021-06-24,19.376
2021-06-25,19.408
2021-06-26,19.408
2021-06-27,19.408
2021-06-28,19.556
2021-06-29,19.513
2021-06-30,19.562
2021-07-01,19.654
2021-07-02,19.74
2021-07-03,19.74
2021-07-04,19.74
2021-07-05,19.74
2021-07-06,19.486
2021-07-07,19.706
2021-07-08,19.611
2021-07-09,19.902
2021-07-10,19.902
2021-07-11,19.902
2021-07-12,19.847
2021-07-13,19.768
2021-07-14,19.899
2021-07-15,19.943
2021-07-16,19.848
2021-07-17,19.848
2021-07-18,19.848
2021-07-19,19.484
2021-07-20,19.837
2021-07-21,19.859
2021-07-22,19.705
2021-07-23,19.603
2021-07-24,19.603
2021-07-25,19.603
2021-07-26,19.618
2021-07-27,19.681
2021-07-28,19.517
2021-07-29,19.739
2021-07-30,19.781
2021-07-31,19.781
2021-08-01,19.781
2021-08-02,19.818
2021-08-03,20.269
2021-08-04,20.003
2021-08-05,19.949
2021-08-06,20.015
2021-08-07,20.015
2021-08-08,20.015
2021-08-09,19.974
2021-08-10,20.276
2021-08-11,20.551
2021-08-12,20.441
2021-08-13,20.479
2021-08-14,20.479
2021-08-15,20.479
2021-08-16,20.671
2021-08-17,20.497
2021-08-18,20.204
2021-08-19,20.232
2021-08-20,20.264
2021-08-21,20.264
2021-08-22,20.264
2021-08-23,20.282
2021-08-24,20.263
2021-08-25,20.267
2021-08-26,20.215
2021-08-27,20.27
2021-08-28,20.27
2021-08-29,20.27
2021-08-30,20.461
2021-08-31,20.465
2021-09-01,20.327
2021-09-02,20.313
2021-09-03,20.085
2021-09-04,20.085
2021-09-05,20.085
2021-09-06,20.085
2021-09-07,19.474
2021-09-08,19.494
2021-09-09,19.334
2021-09-10,19.228
2021-09-11,19.228
2021-09-12,19.228
2021-09-13,19.278
2021-09-14,19.078
2021-09-15,19.353
2021-09-16,19.145
2021-09-17,18.868
2021-09-18,18.868
2021-09-19,18.868
2021-09-20,18.831
2021-09-21,18.682
2021-09-22,18.849
2021-09-23,19.042
2021-09-24,18.872
2021-09-25,18.872
2021-09-26,18.872
2021-09-27,18.923
2021-09-28,18.689
2021-09-29,18.742
2021-09-30,18.159
2021-10-01,18.18
2021-10-02,18.18
2021-10-03,18.18
2021-10-04,18.301
2021-10-05,18.697
2021-10-06,18.71
2021-10-07,18.985
2021-10-08,19.087
2021-10-09,19.087
2021-10-10,19.087
2021-10-11,18.864
2021-10-12,18.794
2021-10-13,18.898
2021-10-14,19.483
2021-10-15,19.663
2021-10-16,19.663
2021-10-17,19.663
2021-10-18,19.515
2021-10-19,19.642
2021-10-20,19.68
2021-10-21,19.756
2021-10-22,19.759
2021-10-23,19.759
2021-10-24,19.759
2021-10-25,19.84
2021-10-26,19.688
2021-10-27,19.549
2021-10-28,19.942
2021-10-29,20.17
2021-10-30,20.17
2021-10-31,20.17
2021-11-01,20.146
2021-11-02,20.263
2021-11-03,20.185
2021-11-04,20.479
2021-11-05,20.607
2021-11-06,20.607
2021-11-07,20.607
2021-11-08,20.552
2021-11-09,20.673
2021-11-10,20.663
2021-11-11,20.578
2021-11-12,21.005
2021-11-13,21.005
2021-11-14,21.005
2021-11-15,21.064
2021-11-16,21.333
2021-11-17,21.443
2021-11-18,21.296
2021-11-19,21.381
2021-11-20,21.381
2021-11-21,21.381
2021-11-22,21.396
2021-11-23,21.568
2021-11-24,21.366
2021-11-25,21.366
2021-11-26,20.746
2021-11-27,20.746
2021-11-28,20.746
2021-11-29,21.043
2021-11-30,20.516
2021-12-01,20.398
2021-12-02,20.779
2021-12-03,20.849
2021-12-04,20.849
2021-12-05,20.849
2021-12-06,21.145
2021-12-07,21.208
2021-12-08,21.26
2021-12-09,21.368
2021-12-10,21.471
2021-12-11,21.471
2021-12-12,21.471
2021-12-13,21.485
2021-12-14,21.332
2021-12-15,21.588
2021-12-16,21.618
2021-12-17,21.008
2021-12-18,21.008
2021-12-19,21.008
2021-12-20,20.777
2021-12-21,20.876
2021-12-22,20.969
2021-12-23,21.212
2021-12-24,21.212
2021-12-25,21.212
2021-12-26,21.212
2021-12-27,21.497
2021-12-28,21.672
2021-12-29,21.792
2021-12-30,21.753
2021-12-31,21.876
2022-01-01,21.876
2022-01-02,21.876
2022-01-03,21.582
2022-01-04,21.855
2022-01-05,21.772
2022-01-06,21.769
2022-01-07,21.727
2022-01-08,21.727
2022-01-09,21.727
2022-01-10,21.404
2022-01-11,21.433
2022-01-12,21.618
2022-01-13,21.628
2022-01-14,21.35
2022-01-15,21.35
2022-01-16,21.35
2022-01-17,21.35
2022-01-18,21.371
2022-01-19,21.211
2022-01-20,20.812
2022-01-21,20.793
2022-01-22,20.793
2022-01-23,20.793
2022-01-24,20.841
2022-01-25,20.492
2022-01-26,20.412
2022-01-27,20.198
2022-01-28,20.301
2022-01-29,20.301
2022-01-30,20.301
2022-01-31,20.491
2022-02-01,20.414
2022-02-02,20.671
2022-02-03,21.22
2022-02-04,19.965
2022-02-05,19.965
2022-02-06,19.965
2022-02-07,19.76
2022-02-08,19.817
2022-02-09,19.929
2022-02-10,19.321
2022-02-11,19.136
2022-02-12,19.136
2022-02-13,19.136
2022-02-14,19.294
2022-02-15,19.344
2022-02-16,19.374
2022-02-17,19.117
2022-02-18,18.998
2022-02-19,18.998
2022-02-20,18.998
2022-02-21,18.998
2022-02-22,18.919
2022-02-23,18.794
2022-02-24,18.851
2022-02-25,19.229
2022-02-26,19.229
2022-02-27,19.229
2022-02-28,19.045
2022-03-01,18.562
2022-03-02,18.834
2022-03-03,18.935
2022-03-04,18.655
2022-03-05,18.655
2022-03-06,18.655
2022-03-07,18.162
2022-03-08,17.898
2022-03-09,18.271
2022-03-10,18.133
2022-03-11,17.928
2022-03-12,17.928
2022-03-13,17.928
2022-03-14,18.129
2022-03-15,18.331
2022-03-16,18.467
2022-03-17,18.613
2022-03-18,18.731
2022-03-19,18.731
2022-03-20,18.731
2022-03-21,18.702
2022-03-22,18.752
2022-03-23,18.474
2022-03-24,18.592
2022-03-25,18.686
2022-03-26,18.686
2022-03-27,18.686
2022-03-28,18.911
2022-03-29,19.287
2022-03-30,19.049
2022-03-31,18.582
2022-04-01,18.669
2022-04-02,18.669
2022-04-03,18.669
2022-04-04,18.547
2022-04-05,18.334
2022-04-06,18.229
2022-04-07,18.262
2022-04-08,18.148
2022-04-09,18.148
2022-04-10,18.148
2022-04-11,17.895
2022-04-12,17.805
2022-04-13,17.773
2022-04-14,17.5
2022-04-15,17.5
2022-04-16,17.5
2022-04-17,17.5
2022-04-18,17.532
2022-04-19,18.135
2022-04-20,18.415
2022-04-21,18.571
2022-04-22,18.131
2022-04-23,18.131
2022-04-24,18.131
2022-04-25,18.225
2022-04-26,17.732
2022-04-27,17.706
2022-04-28,18.1
2022-04-29,17.599
2022-04-30,17.599
2022-05-01,17.599
2022-05-02,17.858
2022-05-03,18.166
2022-05-04,19.096
2022-05-05,18.662
2022-05-06,18.761
2022-05-07,18.761
2022-05-08,18.761
2022-05-09,18.776
2022-05-10,18.249
2022-05-11,18.257
2022-05-12,18.594
2022-05-13,18.599
2022-05-14,18.599
2022-05-15,18.599
2022-05-16,18.509
2022-05-17,18.972
2022-05-18,18.116
2022-05-19,17.885
2022-05-20,17.972
2022-05-21,17.972
2022-05-22,17.972
2022-05-23,18.036
2022-05-24,18.101
2022-05-25,17.986
2022-05-26,18.2
2022-05-27,18.414
2022-05-28,18.414
2022-05-29,18.414
2022-05-30,18.414
2022-05-31,18.587
2022-06-01,18.4
2022-06-02,18.693
2022-06-03,18.565
2022-06-04,18.565
2022-06-05,18.565
2022-06-06,18.601
2022-06-07,18.777
2022-06-08,18.437
2022-06-09,18.171
2022-06-10,17.582
2022-06-11,17.582
2022-06-12,17.582
2022-06-13,16.854
2022-06-14,16.614
2022-06-15,16.656
2022-06-16,16.01
2022-06-17,15.927
2022-06-18,15.927
2022-06-19,15.927
2022-06-20,15.927
2022-06-21,16.198
2022-06-22,16.207
2022-06-23,16.093
2022-06-24,16.791
2022-06-25,16.791
2022-06-26,16.791
2022-06-27,16.78
2022-06-28,16.394
2022-06-29,16.305
2022-06-30,16.437
2022-07-01,16.495
2022-07-02,16.495
2022-07-03,16.495
2022-07-04,16.495
2022-07-05,16.474
2022-07-06,16.448
2022-07-07,16.755
2022-07-08,16.568
2022-07-09,16.568
2022-07-10,16.568
2022-07-11,16.629
2022-07-12,16.664
2022-07-13,16.249
2022-07-14,16.158
2022-07-15,16.725
2022-07-16,16.725
2022-07-17,16.725
2022-07-18,16.857
2022-07-19,17.528
2022-07-20,17.778
2022-07-21,18.001
2022-07-22,18.124
2022-07-23,18.124
2022-07-24,18.124
2022-07-25,18.119
2022-07-26,18.333
2022-07-27,18.717
2022-07-28,19.254
2022-07-29,19.657
2022-07-30,19.657
2022-07-31,19.657
2022-08-01,19.618
2022-08-02,19.546
2022-08-03,19.868
2022-08-04,19.723
2022-08-05,19.849
2022-08-06,19.849
2022-08-07,19.849
2022-08-08,19.713
2022-08-09,19.685
2022-08-10,20.077
2022-08-11,20.096
2022-08-12,20.5
2022-08-13,20.5
2022-08-14,20.5
2022-08-15,20.173
2022-08-16,20.462
2022-08-17,20.36
2022-08-18,20.419
2022-08-19,20.146
2022-08-20,20.146
2022-08-21,20.146
2022-08-22,19.46
2022-08-23,19.363
2022-08-24,19.338
2022-08-25,19.545
2022-08-26,18.76
2022-08-27,18.76
2022-08-28,18.76
2022-08-29,18.484
2022-08-30,18.449
2022-08-31,18.324
2022-09-01,18.437
2022-09-02,18.265
2022-09-03,18.265
2022-09-04,18.265
2022-09-05,18.265
2022-09-06,18.466
2022-09-07,18.955
2022-09-08,19.065
2022-09-09,19.354
2022-09-10,19.354
2022-09-11,19.354
2022-09-12,19.454
2022-09-13,18.784
2022-09-14,18.615
2022-09-15,18.256
2022-09-16,18.187
2022-09-17,18.187
2022-09-18,18.187
2022-09-19,18.505
2022-09-20,18.26
2022-09-21,18.062
2022-09-22,17.703
2022-09-23,17.594
2022-09-24,17.594
2022-09-25,17.594
2022-09-26,17.548
2022-09-27,17.198
2022-09-28,17.663
2022-09-29,17.364
2022-09-30,17.059
2022-10-01,17.059
2022-10-02,17.059
2022-10-03,17.668
2022-10-04,18.261
2022-10-05,18.221
2022-10-06,18.144
2022-10-07,17.737
2022-10-08,17.737
2022-10-09,17.737
2022-10-10,17.616
2022-10-11,17.618
2022-10-12,17.628
2022-10-13,18.201
2022-10-14,17.799
2022-10-15,17.799
2022-10-16,17.799
2022-10-17,18.294
2022-10-18,18.524
2022-10-19,18.388
2022-10-20,18.104
2022-10-21,18.74
2022-10-22,18.74
2022-10-23,18.74
2022-10-24,19.234
2022-10-25,19.843
2022-10-26,20.214
2022-10-27,20.221
2022-10-28,20.924
2022-10-29,20.924
2022-10-30,20.924
2022-10-31,20.873
2022-11-01,20.849
2022-11-02,20.486
2022-11-03,20.646
2022-11-04,21.053
2022-11-05,21.053
2022-11-06,21.053
2022-11-07,21.108
2022-11-08,21.007
2022-11-09,20.707
2022-11-10,21.936
2022-11-11,22.21
2022-11-12,22.21
2022-11-13,22.21
2022-11-14,22.14
2022-11-15,22.353
2022-11-16,22.332
2022-11-17,22.214
2022-11-18,22.257
2022-11-19,22.257
2022-11-20,22.257
2022-11-21,22.171
2022-11-22,22.44
2022-11-23,22.433
2022-11-24,22.433
2022-11-25,22.462
2022-11-26,22.462
2022-11-27,22.462
2022-11-28,21.99
2022-11-29,22.01
2022-11-30,22.315
2022-12-01,22.304
2022-12-02,22.388
2022-12-03,22.388
2022-12-04,22.388
2022-12-05,21.986
2022-12-06,21.731
2022-12-07,21.585
2022-12-08,21.705
2022-12-09,21.552
2022-12-10,21.552
2022-12-11,21.552
2022-12-12,21.992
2022-12-13,22.131
2022-12-14,21.989
2022-12-15,21.379
2022-12-16,21.26
2022-12-17,21.26
2022-12-18,21.26
2022-12-19,21.288
2022-12-20,21.366
2022-12-21,21.78
2022-12-22,21.572
2022-12-23,21.746
2022-12-24,21.746
2022-12-25,21.746
2022-12-26,21.746
2022-12-27,21.92
2022-12-28,21.595
2022-12-29,21.876
2022-12-30,21.712
2022-12-31,21.712
2023-01-01,21.712
2023-01-02,21.712
2023-01-03,21.775
2023-01-04,21.825
2023-01-05,21.627
2023-01-06,22.413
2023-01-07,22.413
2023-01-08,22.413
2023-01-09,22.425
2023-01-10,22.476
2023-01-11,22.793
2023-01-12,22.871
2023-01-13,22.961
2023-01-14,22.961
2023-01-15,22.961
2023-01-16,22.961
2023-01-17,22.881
2023-01-18,22.426
2023-01-19,21.756
2023-01-20,22.276
2023-01-21,22.276
2023-01-22,22.276
2023-01-23,22.502
2023-01-24,22.535
2023-01-25,22.44
2023-01-26,22.468
2023-01-27,22.665
2023-01-28,22.665
2023-01-29,22.665
2023-01-30,22.594
2023-01-31,23.181
2023-02-01,23.526
2023-02-02,24.223
2023-02-03,23.567
2023-02-04,23.567
2023-02-05,23.567
2023-02-06,23.131
2023-02-07,22.789
2023-02-08,22.549
2023-02-09,22.353
2023-02-10,22.402
2023-02-11,22.402
2023-02-12,22.402
2023-02-13,22.777
2023-02-14,22.642
2023-02-15,22.824
2023-02-16,22.579
2023-02-17,22.856
2023-02-18,22.856
2023-02-19,22.856
2023-02-20,22.856
2023-02-21,22.196
2023-02-22,22.21
2023-02-23,22.242
2023-02-24,22.129
2023-02-25,22.129
2023-02-26,22.129
2023-02-27,22.085
2023-02-28,22.119
2023-03-01,22.038
2023-03-02,22.383
2023-03-03,22.666
2023-03-04,22.666
2023-03-05,22.666
2023-03-06,22.599
2023-03-07,22.389
2023-03-08,22.449
2023-03-09,22.228
2023-03-10,21.8
2023-03-11,21.8
2023-03-12,21.8
2023-03-13,21.799
2023-03-14,22.166
2023-03-15,21.637
2023-03-16,21.807
2023-03-17,21.756
2023-03-18,21.756
2023-03-19,21.756
2023-03-20,22.143
2023-03-21,22.263
2023-03-22,21.88
2023-03-23,21.896
2023-03-24,21.928
2023-03-25,21.928
2023-03-26,21.928
2023-03-27,22.025
2023-03-28,22.189
2023-03-29,22.695
2023-03-30,22.861
2023-03-31,23.202
2023-04-01,23.202
2023-04-02,23.202
2023-04-03,23.29
2023-04-04,22.348
2023-04-05,21.864
2023-04-06,21.724
2023-04-07,21.724
2023-04-08,21.724
2023-04-09,21.724
2023-04-10,21.822
2023-04-11,22.003
2023-04-12,22.178
2023-04-13,22.091
2023-04-14,22.095
2023-04-15,22.095
2023-04-16,22.095
2023-04-17,22.236
2023-04-18,22.482
2023-04-19,22.276
2023-04-20,22.501
2023-04-21,22.551
2023-04-22,22.551
2023-04-23,22.551
2023-04-24,22.695
2023-04-25,22.443
2023-04-26,22.1
2023-04-27,22.978
2023-04-28,23.11
2023-04-29,23.11
2023-04-30,23.11
2023-05-01,23.479
2023-05-02,22.34
2023-05-03,22.059
2023-05-04,21.583
2023-05-05,21.879
2023-05-06,21.879
2023-05-07,21.879
2023-05-08,21.719
2023-05-09,21.692
2023-05-10,21.741
2023-05-11,21.661
2023-05-12,21.72
2023-05-13,21.72
2023-05-14,21.72
2023-05-15,21.791
2023-05-16,21.463
2023-05-17,21.781
2023-05-18,21.619
2023-05-19,21.655
2023-05-20,21.655
2023-05-21,21.655
2023-05-22,21.588
2023-05-23,21.178
2023-05-24,21.075
2023-05-25,21.067
2023-05-26,21.369
2023-05-27,21.369
2023-05-28,21.369
2023-05-29,21.369
2023-05-30,21.206
2023-05-31,20.763
2023-06-01,21.071
2023-06-02,21.755
2023-06-03,21.755
2023-06-04,21.755
2023-06-05,21.415
2023-06-06,21.736
2023-06-07,22.396
2023-06-08,22.45
2023-06-09,22.497
2023-06-10,22.497
2023-06-11,22.497
2023-06-12,22.683
2023-06-13,23.135
2023-06-14,23.122
2023-06-15,23.344
2023-06-16,23.456
2023-06-17,23.456
2023-06-18,23.456
2023-06-19,23.456
2023-06-20,23.084
2023-06-21,23.167
2023-06-22,22.888
