,MMM US Equity
2020-06-01,9.059
2020-06-02,9.179
2020-06-03,9.387
2020-06-04,9.465
2020-06-05,9.748
2020-06-06,9.748
2020-06-07,9.748
2020-06-08,9.717
2020-06-09,9.707
2020-06-10,9.544
2020-06-11,8.873
2020-06-12,9.018
2020-06-13,9.018
2020-06-14,9.018
2020-06-15,9.408
2020-06-16,9.524
2020-06-17,9.497
2020-06-18,9.496
2020-06-19,9.433
2020-06-20,9.433
2020-06-21,9.433
2020-06-22,9.346
2020-06-23,9.414
2020-06-24,9.079
2020-06-25,9.225
2020-06-26,9.097
2020-06-27,9.097
2020-06-28,9.097
2020-06-29,9.279
2020-06-30,9.304
2020-07-01,9.271
2020-07-02,9.367
2020-07-03,9.367
2020-07-04,9.367
2020-07-05,9.367
2020-07-06,9.43
2020-07-07,9.315
2020-07-08,9.301
2020-07-09,9.112
2020-07-10,9.196
2020-07-11,9.196
2020-07-12,9.196
2020-07-13,9.314
2020-07-14,9.539
2020-07-15,9.586
2020-07-16,9.657
2020-07-17,9.616
2020-07-18,9.616
2020-07-19,9.616
2020-07-20,9.408
2020-07-21,9.494
2020-07-22,9.549
2020-07-23,9.584
2020-07-24,9.617
2020-07-25,9.617
2020-07-26,9.617
2020-07-27,9.822
2020-07-28,9.3
2020-07-29,9.204
2020-07-30,8.961
2020-07-31,8.864
2020-08-01,8.864
2020-08-02,8.864
2020-08-03,8.86
2020-08-04,8.907
2020-08-05,9.151
2020-08-06,9.189
2020-08-07,9.327
2020-08-08,9.327
2020-08-09,9.327
2020-08-10,9.51
2020-08-11,9.624
2020-08-12,9.676
2020-08-13,9.77
2020-08-14,9.784
2020-08-15,9.784
2020-08-16,9.784
2020-08-17,9.702
2020-08-18,9.683
2020-08-19,9.659
2020-08-20,9.6
2020-08-21,9.68
2020-08-22,9.68
2020-08-23,9.68
2020-08-24,9.789
2020-08-25,9.763
2020-08-26,9.811
2020-08-27,9.822
2020-08-28,9.916
2020-08-29,9.916
2020-08-30,9.916
2020-08-31,9.758
2020-09-01,9.865
2020-09-02,10.147
2020-09-03,9.955
2020-09-04,9.923
2020-09-05,9.923
2020-09-06,9.923
2020-09-07,9.923
2020-09-08,9.767
2020-09-09,9.919
2020-09-10,9.766
2020-09-11,9.947
2020-09-12,9.947
2020-09-13,9.947
2020-09-14,10.084
2020-09-15,9.971
2020-09-16,10.147
2020-09-17,10.319
2020-09-18,10.149
2020-09-19,10.149
2020-09-20,10.149
2020-09-21,9.659
2020-09-22,9.718
2020-09-23,9.548
2020-09-24,9.603
2020-09-25,9.594
2020-09-26,9.594
2020-09-27,9.594
2020-09-28,9.677
2020-09-29,9.566
2020-09-30,9.588
2020-10-01,9.505
2020-10-02,9.599
2020-10-03,9.599
2020-10-04,9.599
2020-10-05,9.71
2020-10-06,9.679
2020-10-07,9.933
2020-10-08,10.006
2020-10-09,10.101
2020-10-10,10.101
2020-10-11,10.101
2020-10-12,10.342
2020-10-13,10.218
2020-10-14,10.327
2020-10-15,10.369
2020-10-16,10.485
2020-10-17,10.485
2020-10-18,10.485
2020-10-19,10.733
2020-10-20,10.822
2020-10-21,10.709
2020-10-22,10.807
2020-10-23,10.749
2020-10-24,10.749
2020-10-25,10.749
2020-10-26,10.519
2020-10-27,10.09
2020-10-28,9.868
2020-10-29,9.865
2020-10-30,9.957
2020-10-31,9.957
2020-11-01,9.957
2020-11-02,10.143
2020-11-03,10.303
2020-11-04,9.97
2020-11-05,10.159
2020-11-06,10.148
2020-11-07,10.148
2020-11-08,10.148
2020-11-09,10.173
2020-11-10,10.529
2020-11-11,10.533
2020-11-12,10.398
2020-11-13,10.569
2020-11-14,10.569
2020-11-15,10.569
2020-11-16,10.822
2020-11-17,10.809
2020-11-18,10.669
2020-11-19,10.775
2020-11-20,10.855
2020-11-21,10.855
2020-11-22,10.855
2020-11-23,10.934
2020-11-24,11.118
2020-11-25,11.121
2020-11-26,11.121
2020-11-27,11.106
2020-11-28,11.106
2020-11-29,11.106
2020-11-30,10.845
2020-12-01,10.706
2020-12-02,10.79
2020-12-03,10.714
2020-12-04,10.753
2020-12-05,10.753
2020-12-06,10.753
2020-12-07,10.609
2020-12-08,10.635
2020-12-09,10.81
2020-12-10,10.699
2020-12-11,10.732
2020-12-12,10.732
2020-12-13,10.732
2020-12-14,10.597
2020-12-15,10.695
2020-12-16,10.739
2020-12-17,10.815
2020-12-18,10.801
2020-12-19,10.801
2020-12-20,10.801
2020-12-21,10.755
2020-12-22,10.701
2020-12-23,10.652
2020-12-24,10.685
2020-12-25,10.685
2020-12-26,10.685
2020-12-27,10.685
2020-12-28,10.696
2020-12-29,10.644
2020-12-30,10.66
2020-12-31,10.701
2021-01-01,10.701
2021-01-02,10.701
2021-01-03,10.701
2021-01-04,10.523
2021-01-05,10.518
2021-01-06,10.678
2021-01-07,10.404
2021-01-08,10.214
2021-01-09,10.214
2021-01-10,10.214
2021-01-11,10.127
2021-01-12,10.164
2021-01-13,10.15
2021-01-14,10.158
2021-01-15,10.106
2021-01-16,10.106
2021-01-17,10.106
2021-01-18,10.106
2021-01-19,10.324
2021-01-20,10.391
2021-01-21,10.418
2021-01-22,10.319
2021-01-23,10.319
2021-01-24,10.319
2021-01-25,10.401
2021-01-26,10.74
2021-01-27,11.339
2021-01-28,11.14
2021-01-29,10.669
2021-01-30,10.669
2021-01-31,10.669
2021-02-01,10.61
2021-02-02,10.63
2021-02-03,10.658
2021-02-04,10.756
2021-02-05,10.872
2021-02-06,10.872
2021-02-07,10.872
2021-02-08,10.978
2021-02-09,10.989
2021-02-10,10.998
2021-02-11,10.851
2021-02-12,10.943
2021-02-13,10.943
2021-02-14,10.943
2021-02-15,10.943
2021-02-16,10.816
2021-02-17,10.817
2021-02-18,10.984
2021-02-19,10.81
2021-02-20,10.81
2021-02-21,10.81
2021-02-22,10.785
2021-02-23,10.907
2021-02-24,10.998
2021-02-25,11.067
2021-02-26,10.838
2021-02-27,10.838
2021-02-28,10.838
2021-03-01,10.922
2021-03-02,10.836
2021-03-03,10.894
2021-03-04,10.875
2021-03-05,11.069
2021-03-06,11.069
2021-03-07,11.069
2021-03-08,11.251
2021-03-09,11.093
2021-03-10,11.296
2021-03-11,11.3
2021-03-12,11.322
2021-03-13,11.322
2021-03-14,11.322
2021-03-15,11.601
2021-03-16,11.44
2021-03-17,11.529
2021-03-18,11.694
2021-03-19,11.554
2021-03-20,11.554
2021-03-21,11.554
2021-03-22,11.6
2021-03-23,11.53
2021-03-24,11.705
2021-03-25,11.853
2021-03-26,11.963
2021-03-27,11.963
2021-03-28,11.963
2021-03-29,12.015
2021-03-30,11.948
2021-03-31,11.86
2021-04-01,11.68
2021-04-02,11.68
2021-04-03,11.68
2021-04-04,11.68
2021-04-05,11.817
2021-04-06,11.741
2021-04-07,11.748
2021-04-08,11.794
2021-04-09,11.931
2021-04-10,11.931
2021-04-11,11.931
2021-04-12,11.931
2021-04-13,11.831
2021-04-14,11.848
2021-04-15,11.892
2021-04-16,11.959
2021-04-17,11.959
2021-04-18,11.959
2021-04-19,11.959
2021-04-20,11.942
2021-04-21,12.097
2021-04-22,12.098
2021-04-23,12.177
2021-04-24,12.177
2021-04-25,12.177
2021-04-26,12.022
2021-04-27,11.729
2021-04-28,11.807
2021-04-29,11.992
2021-04-30,11.877
2021-05-01,11.877
2021-05-02,11.877
2021-05-03,11.965
2021-05-04,12.012
2021-05-05,12.136
2021-05-06,12.194
2021-05-07,12.234
2021-05-08,12.234
2021-05-09,12.234
2021-05-10,12.491
2021-05-11,12.273
2021-05-12,11.981
2021-05-13,12.254
2021-05-14,12.252
2021-05-15,12.252
2021-05-16,12.252
2021-05-17,12.296
2021-05-18,12.171
2021-05-19,12.145
2021-05-20,12.177
2021-05-21,12.19
2021-05-22,12.19
2021-05-23,12.19
2021-05-24,12.235
2021-05-25,12.181
2021-05-26,12.173
2021-05-27,12.273
2021-05-28,12.261
2021-05-29,12.261
2021-05-30,12.261
2021-05-31,12.261
2021-06-01,12.271
2021-06-02,12.276
2021-06-03,12.31
2021-06-04,12.454
2021-06-05,12.454
2021-06-06,12.454
2021-06-07,12.314
2021-06-08,12.306
2021-06-09,12.254
2021-06-10,12.278
2021-06-11,12.258
2021-06-12,12.258
2021-06-13,12.258
2021-06-14,12.171
2021-06-15,12.125
2021-06-16,11.902
2021-06-17,11.795
2021-06-18,11.581
2021-06-19,11.581
2021-06-20,11.581
2021-06-21,11.799
2021-06-22,11.795
2021-06-23,11.627
2021-06-24,11.681
2021-06-25,11.771
2021-06-26,11.771
2021-06-27,11.771
2021-06-28,11.877
2021-06-29,11.849
2021-06-30,12.006
2021-07-01,12.034
2021-07-02,12.082
2021-07-03,12.082
2021-07-04,12.082
2021-07-05,12.082
2021-07-06,11.901
2021-07-07,12.08
2021-07-08,11.951
2021-07-09,12.116
2021-07-10,12.116
2021-07-11,12.116
2021-07-12,12.062
2021-07-13,12.039
2021-07-14,12.233
2021-07-15,12.219
2021-07-16,12.025
2021-07-17,12.025
2021-07-18,12.025
2021-07-19,11.917
2021-07-20,12.113
2021-07-21,12.11
2021-07-22,12.008
2021-07-23,12.093
2021-07-24,12.093
2021-07-25,12.093
2021-07-26,12.163
2021-07-27,12.013
2021-07-28,11.859
2021-07-29,11.926
2021-07-30,11.912
2021-07-31,11.912
2021-08-01,11.912
2021-08-02,11.87
2021-08-03,12.081
2021-08-04,11.871
2021-08-05,11.887
2021-08-06,11.907
2021-08-07,11.907
2021-08-08,11.907
2021-08-09,11.865
2021-08-10,11.974
2021-08-11,12.114
2021-08-12,12.105
2021-08-13,12.054
2021-08-14,12.054
2021-08-15,12.054
2021-08-16,12.159
2021-08-17,11.967
2021-08-18,11.784
2021-08-19,11.715
2021-08-20,11.732
2021-08-21,11.732
2021-08-22,11.732
2021-08-23,11.764
2021-08-24,11.768
2021-08-25,11.743
2021-08-26,11.802
2021-08-27,11.786
2021-08-28,11.786
2021-08-29,11.786
2021-08-30,11.854
2021-08-31,11.767
2021-09-01,11.689
2021-09-02,11.776
2021-09-03,11.746
2021-09-04,11.746
2021-09-05,11.746
2021-09-06,11.746
2021-09-07,11.214
2021-09-08,11.353
2021-09-09,11.224
2021-09-10,11.152
2021-09-11,11.152
2021-09-12,11.152
2021-09-13,11.193
2021-09-14,11.023
2021-09-15,11.13
2021-09-16,11.037
2021-09-17,10.969
2021-09-18,10.969
2021-09-19,10.969
2021-09-20,10.911
2021-09-21,10.784
2021-09-22,10.87
2021-09-23,10.972
2021-09-24,10.942
2021-09-25,10.942
2021-09-26,10.942
2021-09-27,10.987
2021-09-28,10.882
2021-09-29,10.932
2021-09-30,10.67
2021-10-01,10.746
2021-10-02,10.746
2021-10-03,10.746
2021-10-04,10.713
2021-10-05,10.825
2021-10-06,10.861
2021-10-07,10.824
2021-10-08,10.773
2021-10-09,10.773
2021-10-10,10.773
2021-10-11,10.732
2021-10-12,10.73
2021-10-13,10.831
2021-10-14,11.023
2021-10-15,11.122
2021-10-16,11.122
2021-10-17,11.122
2021-10-18,11.109
2021-10-19,11.145
2021-10-20,11.152
2021-10-21,11.133
2021-10-22,11.053
2021-10-23,11.053
2021-10-24,11.053
2021-10-25,11.15
2021-10-26,11.144
2021-10-27,10.891
2021-10-28,11.052
2021-10-29,10.979
2021-10-30,10.979
2021-10-31,10.979
2021-11-01,11.035
2021-11-02,11.182
2021-11-03,11.197
2021-11-04,11.098
2021-11-05,11.171
2021-11-06,11.171
2021-11-07,11.171
2021-11-08,11.155
2021-11-09,11.142
2021-11-10,11.209
2021-11-11,11.073
2021-11-12,11.285
2021-11-13,11.285
2021-11-14,11.285
2021-11-15,11.264
2021-11-16,11.268
2021-11-17,11.273
2021-11-18,11.082
2021-11-19,11.11
2021-11-20,11.11
2021-11-21,11.11
2021-11-22,11.137
2021-11-23,11.124
2021-11-24,11.011
2021-11-25,11.011
2021-11-26,10.88
2021-11-27,10.88
2021-11-28,10.88
2021-11-29,10.924
2021-11-30,10.541
2021-12-01,10.583
2021-12-02,10.554
2021-12-03,10.699
2021-12-04,10.699
2021-12-05,10.699
2021-12-06,10.984
2021-12-07,10.944
2021-12-08,10.912
2021-12-09,10.906
2021-12-10,11.029
2021-12-11,11.029
2021-12-12,11.029
2021-12-13,10.896
2021-12-14,10.905
2021-12-15,10.973
2021-12-16,11.131
2021-12-17,10.903
2021-12-18,10.903
2021-12-19,10.903
2021-12-20,10.772
2021-12-21,10.789
2021-12-22,10.772
2021-12-23,10.917
2021-12-24,10.917
2021-12-25,10.917
2021-12-26,10.917
2021-12-27,11.025
2021-12-28,11.084
2021-12-29,11.132
2021-12-30,11.084
2021-12-31,11.083
2022-01-01,11.083
2022-01-02,11.083
2022-01-03,11.09
2022-01-04,11.281
2022-01-05,11.235
2022-01-06,11.142
2022-01-07,11.264
2022-01-08,11.264
2022-01-09,11.264
2022-01-10,11.169
2022-01-11,11.295
2022-01-12,11.323
2022-01-13,11.424
2022-01-14,11.28
2022-01-15,11.28
2022-01-16,11.28
2022-01-17,11.28
2022-01-18,11.259
2022-01-19,11.271
2022-01-20,10.961
2022-01-21,10.903
2022-01-22,10.903
2022-01-23,10.903
2022-01-24,10.913
2022-01-25,10.842
2022-01-26,10.601
2022-01-27,10.625
2022-01-28,10.184
2022-01-29,10.184
2022-01-30,10.184
2022-01-31,10.366
2022-02-01,10.454
2022-02-02,10.406
2022-02-03,10.265
2022-02-04,10.036
2022-02-05,10.036
2022-02-06,10.036
2022-02-07,10.064
2022-02-08,10.141
2022-02-09,10.218
2022-02-10,9.974
2022-02-11,9.962
2022-02-12,9.962
2022-02-13,9.962
2022-02-14,9.868
2022-02-15,9.928
2022-02-16,9.863
2022-02-17,9.515
2022-02-18,9.449
2022-02-19,9.449
2022-02-20,9.449
2022-02-21,9.449
2022-02-22,9.383
2022-02-23,9.232
2022-02-24,9.188
2022-02-25,9.624
2022-02-26,9.624
2022-02-27,9.624
2022-02-28,9.505
2022-03-01,9.252
2022-03-02,9.41
2022-03-03,9.476
2022-03-04,9.376
2022-03-05,9.376
2022-03-06,9.376
2022-03-07,9.155
2022-03-08,9.291
2022-03-09,9.367
2022-03-10,9.197
2022-03-11,9.007
2022-03-12,9.007
2022-03-13,9.007
2022-03-14,9.168
2022-03-15,9.221
2022-03-16,9.298
2022-03-17,9.437
2022-03-18,9.478
2022-03-19,9.478
2022-03-20,9.478
2022-03-21,9.495
2022-03-22,9.582
2022-03-23,9.437
2022-03-24,9.52
2022-03-25,9.615
2022-03-26,9.615
2022-03-27,9.615
2022-03-28,9.552
2022-03-29,9.718
2022-03-30,9.677
2022-03-31,9.513
2022-04-01,9.565
2022-04-02,9.565
2022-04-03,9.565
2022-04-04,9.55
2022-04-05,9.512
2022-04-06,9.61
2022-04-07,9.599
2022-04-08,9.59
2022-04-09,9.59
2022-04-10,9.59
2022-04-11,9.61
2022-04-12,9.512
2022-04-13,9.531
2022-04-14,9.453
2022-04-15,9.453
2022-04-16,9.453
2022-04-17,9.453
2022-04-18,9.376
2022-04-19,9.627
2022-04-20,9.658
2022-04-21,9.734
2022-04-22,9.567
2022-04-23,9.567
2022-04-24,9.567
2022-04-25,9.531
2022-04-26,9.218
2022-04-27,9.129
2022-04-28,9.253
2022-04-29,9.069
2022-04-30,9.069
2022-05-01,9.069
2022-05-02,9.176
2022-05-03,9.312
2022-05-04,9.699
2022-05-05,9.383
2022-05-06,9.388
2022-05-07,9.388
2022-05-08,9.388
2022-05-09,9.567
2022-05-10,9.362
2022-05-11,9.192
2022-05-12,9.391
2022-05-13,9.343
2022-05-14,9.343
2022-05-15,9.343
2022-05-16,9.418
2022-05-17,9.533
2022-05-18,9.32
2022-05-19,9.289
2022-05-20,9.091
2022-05-21,9.091
2022-05-22,9.091
2022-05-23,9.126
2022-05-24,9.213
2022-05-25,9.215
2022-05-26,9.294
2022-05-27,9.45
2022-05-28,9.45
2022-05-29,9.45
2022-05-30,9.45
2022-05-31,9.452
2022-06-01,9.271
2022-06-02,9.383
2022-06-03,9.243
2022-06-04,9.243
2022-06-05,9.243
2022-06-06,9.274
2022-06-07,9.316
2022-06-08,9.224
2022-06-09,9.146
2022-06-10,8.705
2022-06-11,8.705
2022-06-12,8.705
2022-06-13,8.624
2022-06-14,8.553
2022-06-15,8.495
2022-06-16,8.328
2022-06-17,8.258
2022-06-18,8.258
2022-06-19,8.258
2022-06-20,8.258
2022-06-21,8.269
2022-06-22,8.294
2022-06-23,8.278
2022-06-24,8.544
2022-06-25,8.544
2022-06-26,8.544
2022-06-27,8.495
2022-06-28,8.337
2022-06-29,8.301
2022-06-30,8.278
2022-07-01,8.219
2022-07-02,8.219
2022-07-03,8.219
2022-07-04,8.219
2022-07-05,8.265
2022-07-06,8.31
2022-07-07,8.324
2022-07-08,8.239
2022-07-09,8.239
2022-07-10,8.239
2022-07-11,8.257
2022-07-12,8.389
2022-07-13,8.261
2022-07-14,8.257
2022-07-15,8.377
2022-07-16,8.377
2022-07-17,8.377
2022-07-18,8.298
2022-07-19,8.506
2022-07-20,8.619
2022-07-21,8.679
2022-07-22,8.691
2022-07-23,8.691
2022-07-24,8.691
2022-07-25,8.707
2022-07-26,9.165
2022-07-27,9.12
2022-07-28,9.246
2022-07-29,9.435
2022-07-30,9.435
2022-07-31,9.435
2022-08-01,9.443
2022-08-02,9.337
2022-08-03,9.452
2022-08-04,9.757
2022-08-05,9.648
2022-08-06,9.648
2022-08-07,9.648
2022-08-08,9.729
2022-08-09,9.687
2022-08-10,9.788
2022-08-11,9.806
2022-08-12,9.975
2022-08-13,9.975
2022-08-14,9.975
2022-08-15,9.922
2022-08-16,9.872
2022-08-17,9.686
2022-08-18,9.637
2022-08-19,9.638
2022-08-20,9.638
2022-08-21,9.638
2022-08-22,9.398
2022-08-23,9.409
2022-08-24,9.361
2022-08-25,9.497
2022-08-26,8.591
2022-08-27,8.591
2022-08-28,8.591
2022-08-29,8.411
2022-08-30,8.306
2022-08-31,8.272
2022-09-01,8.327
2022-09-02,8.063
2022-09-03,8.063
2022-09-04,8.063
2022-09-05,8.063
2022-09-06,7.729
2022-09-07,7.974
2022-09-08,7.869
2022-09-09,8.145
2022-09-10,8.145
2022-09-11,8.145
2022-09-12,8.221
2022-09-13,7.971
2022-09-14,7.776
2022-09-15,7.703
2022-09-16,7.715
2022-09-17,7.715
2022-09-18,7.715
2022-09-19,7.717
2022-09-20,7.709
2022-09-21,7.596
2022-09-22,7.554
2022-09-23,7.541
2022-09-24,7.541
2022-09-25,7.541
2022-09-26,7.541
2022-09-27,7.502
2022-09-28,7.627
2022-09-29,7.507
2022-09-30,7.387
2022-10-01,7.387
2022-10-02,7.387
2022-10-03,7.576
2022-10-04,7.736
2022-10-05,7.706
2022-10-06,7.454
2022-10-07,7.213
2022-10-08,7.213
2022-10-09,7.213
2022-10-10,7.278
2022-10-11,7.329
2022-10-12,7.35
2022-10-13,7.709
2022-10-14,7.666
2022-10-15,7.666
2022-10-16,7.666
2022-10-17,7.745
2022-10-18,7.892
2022-10-19,7.773
2022-10-20,7.699
2022-10-21,7.951
2022-10-22,7.951
2022-10-23,7.951
2022-10-24,8.058
2022-10-25,8.22
2022-10-26,8.516
2022-10-27,8.544
2022-10-28,8.808
2022-10-29,8.808
2022-10-30,8.808
2022-10-31,8.752
2022-11-01,8.717
2022-11-02,8.548
2022-11-03,8.547
2022-11-04,8.685
2022-11-05,8.685
2022-11-06,8.685
2022-11-07,8.674
2022-11-08,8.721
2022-11-09,8.615
2022-11-10,8.996
2022-11-11,9.299
2022-11-12,9.299
2022-11-13,9.299
2022-11-14,9.163
2022-11-15,9.176
2022-11-16,9.003
2022-11-17,8.996
2022-11-18,8.968
2022-11-19,8.968
2022-11-20,8.968
2022-11-21,9.029
2022-11-22,9.098
2022-11-23,9.056
2022-11-24,9.056
2022-11-25,9.129
2022-11-26,9.129
2022-11-27,9.129
2022-11-28,8.818
2022-11-29,8.923
2022-11-30,8.912
2022-12-01,8.913
2022-12-02,9.012
2022-12-03,9.012
2022-12-04,9.012
2022-12-05,8.845
2022-12-06,8.841
2022-12-07,8.967
2022-12-08,8.942
2022-12-09,8.925
2022-12-10,8.925
2022-12-11,8.925
2022-12-12,9.002
2022-12-13,9.033
2022-12-14,8.984
2022-12-15,8.719
2022-12-16,8.67
2022-12-17,8.67
2022-12-18,8.67
2022-12-19,8.701
2022-12-20,8.629
2022-12-21,8.818
2022-12-22,8.685
2022-12-23,8.581
2022-12-24,8.581
2022-12-25,8.581
2022-12-26,8.581
2022-12-27,8.587
2022-12-28,8.449
2022-12-29,8.613
2022-12-30,8.567
2022-12-31,8.567
2023-01-01,8.567
2023-01-02,8.567
2023-01-03,8.726
2023-01-04,8.917
2023-01-05,8.762
2023-01-06,9.03
2023-01-07,9.03
2023-01-08,9.03
2023-01-09,9.116
2023-01-10,9.213
2023-01-11,9.284
2023-01-12,9.324
2023-01-13,9.335
2023-01-14,9.335
2023-01-15,9.335
2023-01-16,9.335
2023-01-17,9.122
2023-01-18,8.845
2023-01-19,8.556
2023-01-20,8.72
2023-01-21,8.72
2023-01-22,8.72
2023-01-23,8.878
2023-01-24,8.649
2023-01-25,8.98
2023-01-26,9.029
2023-01-27,9.164
2023-01-28,9.164
2023-01-29,9.164
2023-01-30,8.988
2023-01-31,9.188
2023-02-01,9.25
2023-02-02,9.604
2023-02-03,9.38
2023-02-04,9.38
2023-02-05,9.38
2023-02-06,9.341
2023-02-07,9.373
2023-02-08,9.241
2023-02-09,9.055
2023-02-10,9.131
2023-02-11,9.131
2023-02-12,9.131
2023-02-13,9.241
2023-02-14,9.155
2023-02-15,9.201
2023-02-16,9.097
2023-02-17,9.177
2023-02-18,9.177
2023-02-19,9.177
2023-02-20,9.177
2023-02-21,8.873
2023-02-22,8.848
2023-02-23,8.846
2023-02-24,8.755
2023-02-25,8.755
2023-02-26,8.755
2023-02-27,8.916
2023-02-28,8.872
2023-03-01,9.075
2023-03-02,9.04
2023-03-03,9.169
2023-03-04,9.169
2023-03-05,9.169
2023-03-06,9.06
2023-03-07,8.82
2023-03-08,8.826
2023-03-09,8.691
2023-03-10,8.57
2023-03-11,8.57
2023-03-12,8.57
2023-03-13,8.527
2023-03-14,8.469
2023-03-15,8.469
2023-03-16,8.586
2023-03-17,8.488
2023-03-18,8.488
2023-03-19,8.488
2023-03-20,8.595
2023-03-21,8.588
2023-03-22,8.362
2023-03-23,8.318
2023-03-24,8.329
2023-03-25,8.329
2023-03-26,8.329
2023-03-27,8.358
2023-03-28,8.393
2023-03-29,8.512
2023-03-30,8.479
2023-03-31,8.671
2023-04-01,8.671
2023-04-02,8.671
2023-04-03,8.627
2023-04-04,8.435
2023-04-05,8.439
2023-04-06,8.389
2023-04-07,8.389
2023-04-08,8.389
2023-04-09,8.389
2023-04-10,8.488
2023-04-11,8.66
2023-04-12,8.644
2023-04-13,8.791
2023-04-14,8.76
2023-04-15,8.76
2023-04-16,8.76
2023-04-17,8.844
2023-04-18,8.822
2023-04-19,8.812
2023-04-20,8.699
2023-04-21,8.679
2023-04-22,8.679
2023-04-23,8.679
2023-04-24,8.727
2023-04-25,8.635
2023-04-26,8.509
2023-04-27,8.699
2023-04-28,8.77
2023-04-29,8.77
2023-04-30,8.77
2023-05-01,8.74
2023-05-02,8.503
2023-05-03,8.49
2023-05-04,8.403
2023-05-05,8.535
2023-05-06,8.535
2023-05-07,8.535
2023-05-08,8.452
2023-05-09,8.325
2023-05-10,8.333
2023-05-11,8.323
2023-05-12,8.245
2023-05-13,8.245
2023-05-14,8.245
2023-05-15,8.289
2023-05-16,8.084
2023-05-17,8.263
2023-05-18,8.343
2023-05-19,8.292
2023-05-20,8.292
2023-05-21,8.292
2023-05-22,8.517
2023-05-23,8.432
2023-05-24,8.121
2023-05-25,8.126
2023-05-26,8.117
2023-05-27,8.117
2023-05-28,8.117
2023-05-29,8.117
2023-05-30,8.044
2023-05-31,7.813
2023-06-01,7.9
2023-06-02,8.591
2023-06-03,8.591
2023-06-04,8.591
2023-06-05,8.21
2023-06-06,8.235
2023-06-07,8.463
2023-06-08,8.446
2023-06-09,8.374
2023-06-10,8.374
2023-06-11,8.374
2023-06-12,8.488
2023-06-13,8.612
2023-06-14,8.546
2023-06-15,8.702
2023-06-16,8.763
2023-06-17,8.763
2023-06-18,8.763
2023-06-19,8.763
2023-06-20,8.575
2023-06-21,8.506
2023-06-22,8.418
