,VCTR US Equity
2023-06-23,5.946
2023-06-24,5.946
2023-06-25,5.946
2023-06-26,5.987
2023-06-27,6.051
2023-06-28,6.1
2023-06-29,6.158
2023-06-30,6.117
2023-07-01,6.117
2023-07-02,6.117
2023-07-03,6.268
2023-07-04,6.268
2023-07-05,6.131
2023-07-06,6.122
2023-07-07,6.163
2023-07-08,6.163
2023-07-09,6.163
2023-07-10,6.392
2023-07-11,6.392
2023-07-12,6.456
2023-07-13,6.486
2023-07-14,6.479
2023-07-15,6.479
2023-07-16,6.479
2023-07-17,6.412
2023-07-18,6.612
2023-07-19,6.658
2023-07-20,6.602
2023-07-21,6.528
2023-07-22,6.528
2023-07-23,6.528
2023-07-24,6.557
2023-07-25,6.528
2023-07-26,6.486
2023-07-27,6.371
2023-07-28,6.374
2023-07-29,6.374
2023-07-30,6.374
2023-07-31,6.359
2023-08-01,6.357
2023-08-02,6.271
2023-08-03,6.244
2023-08-04,6.403
2023-08-05,6.403
2023-08-06,6.403
2023-08-07,6.456
2023-08-08,6.355
2023-08-09,6.475
2023-08-10,6.45
2023-08-11,6.483
2023-08-12,6.483
2023-08-13,6.483
2023-08-14,6.475
2023-08-15,6.508
2023-08-16,6.378
2023-08-17,6.384
2023-08-18,6.397
2023-08-19,6.397
2023-08-20,6.397
2023-08-21,6.376
2023-08-22,6.24
2023-08-23,6.379
2023-08-24,6.393
2023-08-25,6.412
2023-08-26,6.412
2023-08-27,6.412
2023-08-28,6.479
2023-08-29,6.527
2023-08-30,6.593
2023-08-31,6.625
2023-09-01,6.6
2023-09-02,6.6
2023-09-03,6.6
2023-09-04,6.6
2023-09-05,6.387
2023-09-06,6.437
2023-09-07,6.41
2023-09-08,6.523
2023-09-09,6.523
2023-09-10,6.523
2023-09-11,6.575
2023-09-12,6.651
2023-09-13,6.577
2023-09-14,6.528
2023-09-15,6.441
2023-09-16,6.441
2023-09-17,6.441
2023-09-18,6.488
2023-09-19,6.503
2023-09-20,6.457
2023-09-21,6.496
2023-09-22,6.554
2023-09-23,6.554
2023-09-24,6.554
2023-09-25,6.576
2023-09-26,6.477
2023-09-27,6.508
2023-09-28,6.58
2023-09-29,6.509
2023-09-30,6.509
2023-10-01,6.509
2023-10-02,6.449
2023-10-03,6.294
2023-10-04,6.329
2023-10-05,6.408
2023-10-06,6.3
2023-10-07,6.3
2023-10-08,6.3
2023-10-09,6.369
2023-10-10,6.316
2023-10-11,6.311
2023-10-12,6.184
2023-10-13,6.176
2023-10-14,6.176
2023-10-15,6.176
2023-10-16,6.184
2023-10-17,6.168
2023-10-18,5.992
2023-10-19,5.934
2023-10-20,5.903
2023-10-21,5.903
2023-10-22,5.903
2023-10-23,5.843
2023-10-24,5.936
2023-10-25,5.887
2023-10-26,6.061
2023-10-27,5.977
2023-10-28,5.977
2023-10-29,5.977
2023-10-30,6.006
2023-10-31,6.008
2023-11-01,6.144
2023-11-02,6.313
2023-11-03,6.678
2023-11-04,6.678
2023-11-05,6.678
2023-11-06,6.692
2023-11-07,6.666
2023-11-08,6.443
2023-11-09,6.43
2023-11-10,6.553
2023-11-11,6.553
2023-11-12,6.553
2023-11-13,6.532
2023-11-14,6.751
2023-11-15,6.874
2023-11-16,6.759
2023-11-17,6.884
2023-11-18,6.884
2023-11-19,6.884
2023-11-20,6.94
2023-11-21,6.933
2023-11-22,7.027
2023-11-23,7.027
2023-11-24,6.853
2023-11-25,6.853
2023-11-26,6.853
2023-11-27,6.653
2023-11-28,6.734
2023-11-29,6.717
2023-11-30,6.831
2023-12-01,6.912
2023-12-02,6.912
2023-12-03,6.912
2023-12-04,6.963
2023-12-05,7.044
2023-12-06,6.948
2023-12-07,6.974
2023-12-08,7.049
2023-12-09,7.049
2023-12-10,7.049
2023-12-11,7.135
2023-12-12,7.168
2023-12-13,7.073
2023-12-14,7.401
2023-12-15,7.327
2023-12-16,7.327
2023-12-17,7.327
2023-12-18,7.278
2023-12-19,7.463
2023-12-20,7.263
2023-12-21,7.293
2023-12-22,7.318
2023-12-23,7.318
2023-12-24,7.318
2023-12-25,7.318
2023-12-26,7.393
2023-12-27,7.453
2023-12-28,7.472
2023-12-29,7.344
2023-12-30,7.344
2023-12-31,7.344
2024-01-01,7.344
2024-01-02,7.195
2024-01-03,7.082
2024-01-04,7.154
2024-01-05,7.086
2024-01-06,7.086
2024-01-07,7.086
2024-01-08,7.197
2024-01-09,6.99
2024-01-10,6.927
2024-01-11,6.965
2024-01-12,6.996
2024-01-13,6.996
2024-01-14,6.996
2024-01-15,6.996
2024-01-16,6.979
2024-01-17,7.01
2024-01-18,7.085
2024-01-19,7.147
2024-01-20,7.147
2024-01-21,7.147
2024-01-22,7.196
2024-01-23,7.145
2024-01-24,7.13
2024-01-25,7.153
2024-01-26,7.211
2024-01-27,7.211
2024-01-28,7.211
2024-01-29,7.216
2024-01-30,7.26
2024-01-31,7.057
2024-02-01,7.183
2024-02-02,7.09
2024-02-03,7.09
2024-02-04,7.09
2024-02-05,7.03
2024-02-06,6.991
2024-02-07,7.152
2024-02-08,7.112
2024-02-09,7.432
2024-02-10,7.432
2024-02-11,7.432
2024-02-12,7.392
2024-02-13,6.964
2024-02-14,7.172
2024-02-15,7.289
2024-02-16,7.243
2024-02-17,7.243
2024-02-18,7.243
2024-02-19,7.243
2024-02-20,7.243
2024-02-21,7.295
2024-02-22,7.406
2024-02-23,7.51
2024-02-24,7.51
2024-02-25,7.51
2024-02-26,7.51
2024-02-27,7.53
2024-02-28,7.491
2024-02-29,7.595
2024-03-01,7.619
2024-03-02,7.619
2024-03-03,7.619
2024-03-04,7.694
2024-03-05,7.71
2024-03-06,7.724
2024-03-07,7.84
2024-03-08,7.911
2024-03-09,7.911
2024-03-10,7.911
2024-03-11,7.887
2024-03-12,7.955
2024-03-13,7.993
2024-03-14,7.907
2024-03-15,8.005
2024-03-16,8.005
2024-03-17,8.005
2024-03-18,8.043
2024-03-19,8.146
2024-03-20,8.242
2024-03-21,8.201
2024-03-22,8.172
2024-03-23,8.172
2024-03-24,8.172
2024-03-25,8.209
2024-03-26,8.233
2024-03-27,8.347
2024-03-28,8.351
2024-03-29,8.351
2024-03-30,8.351
2024-03-31,8.351
2024-04-01,8.195
2024-04-02,8.22
2024-04-03,8.373
2024-04-04,8.322
2024-04-05,8.44
2024-04-06,8.44
2024-04-07,8.44
2024-04-08,8.592
