,MSM US Equity
,BEST_PE_RATIO
2023-06-10,14.533
2023-06-11,14.533
2023-06-12,14.556
2023-06-13,14.693
2023-06-14,14.716
2023-06-15,14.87
2023-06-16,14.893
2023-06-17,14.893
2023-06-18,14.893
2023-06-19,14.893
2023-06-20,14.661
2023-06-21,14.833
2023-06-22,14.67
2023-06-23,14.676
2023-06-24,14.676
2023-06-25,14.676
2023-06-26,14.679
2023-06-27,14.811
2023-06-28,14.651
2023-06-29,14.242
2023-06-30,14.407
2023-07-01,14.407
2023-07-02,14.407
2023-07-03,14.548
2023-07-04,14.548
2023-07-05,14.408
2023-07-06,14.579
2023-07-07,14.74
2023-07-08,14.74
2023-07-09,14.74
2023-07-10,15.076
2023-07-11,15.283
2023-07-12,15.378
2023-07-13,15.251
2023-07-14,15.184
2023-07-15,15.184
2023-07-16,15.184
2023-07-17,15.181
2023-07-18,15.21
2023-07-19,15.389
2023-07-20,15.45
2023-07-21,15.475
2023-07-22,15.475
2023-07-23,15.475
2023-07-24,15.518
2023-07-25,15.573
2023-07-26,15.564
2023-07-27,15.458
2023-07-28,15.554
2023-07-29,15.554
2023-07-30,15.554
2023-07-31,15.715
2023-08-01,15.76
2023-08-02,15.685
2023-08-03,15.433
2023-08-04,15.413
2023-08-05,15.413
2023-08-06,15.413
2023-08-07,15.751
2023-08-08,15.849
2023-08-09,15.983
2023-08-10,15.917
2023-08-11,16.02
2023-08-12,16.02
2023-08-13,16.02
2023-08-14,15.897
2023-08-15,15.738
2023-08-16,15.59
2023-08-17,15.603
2023-08-18,15.693
2023-08-19,15.693
2023-08-20,15.693
2023-08-21,15.618
2023-08-22,15.533
2023-08-23,15.671
2023-08-24,15.691
2023-08-25,15.782
2023-08-26,15.782
2023-08-27,15.782
2023-08-28,15.833
2023-08-29,15.964
2023-08-30,15.912
2023-08-31,15.892
2023-09-01,15.833
2023-09-02,15.833
2023-09-03,15.833
2023-09-04,15.833
2023-09-05,14.957
2023-09-06,14.611
2023-09-07,14.64
2023-09-08,14.652
2023-09-09,14.652
2023-09-10,14.652
2023-09-11,14.719
2023-09-12,14.768
2023-09-13,14.49
2023-09-14,14.649
2023-09-15,14.712
2023-09-16,14.712
2023-09-17,14.712
2023-09-18,14.715
2023-09-19,14.626
2023-09-20,14.547
2023-09-21,14.461
2023-09-22,14.524
2023-09-23,14.524
2023-09-24,14.524
2023-09-25,14.586
2023-09-26,14.573
2023-09-27,14.826
2023-09-28,15.006
2023-09-29,14.991
2023-09-30,14.991
2023-10-01,14.991
2023-10-02,14.903
2023-10-03,14.779
2023-10-04,15.19
2023-10-05,15.06
2023-10-06,15.164
2023-10-07,15.164
2023-10-08,15.164
2023-10-09,15.468
2023-10-10,15.311
2023-10-11,15.664
2023-10-12,15.939
2023-10-13,15.792
2023-10-14,15.792
2023-10-15,15.792
2023-10-16,15.811
2023-10-17,15.936
2023-10-18,15.268
2023-10-19,14.853
2023-10-20,14.864
2023-10-21,14.864
2023-10-22,14.864
2023-10-23,14.487
2023-10-24,14.499
2023-10-25,14.368
2023-10-26,14.778
2023-10-27,14.833
2023-10-28,14.833
2023-10-29,14.833
2023-10-30,14.811
2023-10-31,15.028
2023-11-01,15.134
2023-11-02,15.38
2023-11-03,15.508
2023-11-04,15.508
2023-11-05,15.508
2023-11-06,15.437
2023-11-07,15.274
2023-11-08,15.4
2023-11-09,15.489
2023-11-10,15.635
2023-11-11,15.635
2023-11-12,15.635
2023-11-13,15.614
2023-11-14,16.107
2023-11-15,15.893
2023-11-16,15.678
2023-11-17,15.707
2023-11-18,15.707
2023-11-19,15.707
2023-11-20,15.802
2023-11-21,15.667
2023-11-22,15.802
2023-11-23,15.802
2023-11-24,15.85
2023-11-25,15.85
2023-11-26,15.85
2023-11-27,15.808
2023-11-28,15.581
2023-11-29,15.475
2023-11-30,15.595
2023-12-01,15.821
2023-12-02,15.821
2023-12-03,15.821
2023-12-04,15.723
2023-12-05,15.517
2023-12-06,15.595
2023-12-07,15.723
2023-12-08,15.757
2023-12-09,15.757
2023-12-10,15.757
2023-12-11,15.896
2023-12-12,15.947
2023-12-13,15.922
2023-12-14,16.371
2023-12-15,16.181
2023-12-16,16.181
2023-12-17,16.181
2023-12-18,16.167
2023-12-19,16.176
2023-12-20,16.253
2023-12-21,16.456
2023-12-22,16.565
2023-12-23,16.565
2023-12-24,16.565
2023-12-25,16.565
2023-12-26,16.453
2023-12-27,16.349
2023-12-28,16.261
2023-12-29,16.21
2023-12-30,16.21
2023-12-31,16.21
2024-01-01,16.21
2024-01-02,15.928
2024-01-03,15.549
2024-01-04,15.513
2024-01-05,15.372
2024-01-06,15.372
2024-01-07,15.372
2024-01-08,15.461
2024-01-09,15.32
2024-01-10,15.658
2024-01-11,15.899
2024-01-12,16.017
2024-01-13,16.017
2024-01-14,16.017
2024-01-15,16.017
2024-01-16,16.004
2024-01-17,15.784
2024-01-18,16.096
2024-01-19,16.191
2024-01-20,16.191
2024-01-21,16.191
2024-01-22,16.308
2024-01-23,16.147
2024-01-24,15.904
2024-01-25,16.159
2024-01-26,16.196
2024-01-27,16.196
2024-01-28,16.196
2024-01-29,16.323
2024-01-30,16.625
2024-01-31,16.471
2024-02-01,16.72
2024-02-02,16.839
2024-02-03,16.839
2024-02-04,16.839
2024-02-05,16.506
2024-02-06,16.451
2024-02-07,16.351
2024-02-08,16.421
2024-02-09,16.45
2024-02-10,16.45
2024-02-11,16.45
2024-02-12,16.575
2024-02-13,16.157
2024-02-14,16.438
2024-02-15,16.621
2024-02-16,16.604
2024-02-17,16.604
2024-02-18,16.604
2024-02-19,16.604
2024-02-20,16.507
2024-02-21,16.733
2024-02-22,16.884
2024-02-23,16.854
2024-02-24,16.854
2024-02-25,16.854
2024-02-26,16.778
2024-02-27,16.743
2024-02-28,16.845
2024-02-29,16.877
2024-03-01,16.753
2024-03-02,16.753
2024-03-03,16.753
2024-03-04,17.235
2024-03-05,16.564
2024-03-06,16.506
2024-03-07,16.748
2024-03-08,16.553
2024-03-09,16.553
2024-03-10,16.553
2024-03-11,16.191
2024-03-12,16.203
2024-03-13,16.278
2024-03-14,16.146
2024-03-15,16.108
2024-03-16,16.108
2024-03-17,16.108
2024-03-18,15.981
2024-03-19,16.186
2024-03-20,16.364
2024-03-21,16.619
2024-03-22,16.488
2024-03-23,16.488
2024-03-24,16.488
2024-03-25,16.582
2024-03-26,16.348
2024-03-27,16.668
2024-03-28,16.427
2024-03-29,16.427
2024-03-30,16.427
2024-03-31,16.427
2024-04-01,16.411
2024-04-02,16.272
2024-04-03,16.346
2024-04-04,16.413
2024-04-05,16.425
2024-04-06,16.425
2024-04-07,16.425
2024-04-08,16.37
