,TVTY US Equity
2020-09-16,8.231
2020-09-17,8.155
2020-09-18,8.085
2020-09-19,8.085
2020-09-20,8.085
2020-09-21,8.307
2020-09-22,8.348
2020-09-23,8.015
2020-09-24,7.942
2020-09-25,8.039
2020-09-26,8.039
2020-09-27,8.039
2020-09-28,8.19
2020-09-29,8.173
2020-09-30,8.184
2020-10-01,8.594
2020-10-02,8.612
2020-10-03,8.612
2020-10-04,8.612
2020-10-05,9.0
2020-10-06,8.747
2020-10-07,9.165
2020-10-08,9.106
2020-10-09,9.0
2020-10-10,9.0
2020-10-11,9.0
2020-10-12,9.118
2020-10-13,9.129
2020-10-14,9.1
2020-10-15,9.271
2020-10-16,9.076
2020-10-17,9.076
2020-10-18,9.076
2020-10-19,9.224
2020-10-20,8.747
2020-10-21,8.182
2020-10-22,8.088
2020-10-23,8.6
2020-10-24,8.6
2020-10-25,8.6
2020-10-26,8.582
2020-10-27,8.5
2020-10-28,8.265
2020-10-29,8.129
2020-10-30,8.224
2020-10-31,8.224
2020-11-01,8.224
2020-11-02,8.708
2020-11-03,9.049
2020-11-04,8.923
2020-11-05,9.081
2020-11-06,8.473
2020-11-07,8.473
2020-11-08,8.473
2020-11-09,9.556
2020-11-10,10.099
2020-11-11,9.914
2020-11-12,9.847
2020-11-13,10.306
2020-11-14,10.306
2020-11-15,10.306
2020-11-16,10.319
2020-11-17,10.523
2020-11-18,10.358
2020-11-19,10.583
2020-11-20,10.868
2020-11-21,10.868
2020-11-22,10.868
2020-11-23,11.669
2020-11-24,11.55
2020-11-25,11.609
2020-11-26,11.609
2020-11-27,11.748
2020-11-28,11.748
2020-11-29,11.748
2020-11-30,12.205
2020-12-01,12.255
2020-12-02,12.338
2020-12-03,12.497
2020-12-04,12.47
2020-12-05,12.47
2020-12-06,12.47
2020-12-07,12.596
2020-12-08,12.927
2020-12-09,13.066
2020-12-10,12.623
2020-12-11,12.086
2020-12-12,12.086
2020-12-13,12.086
2020-12-14,11.894
2020-12-15,12.185
2020-12-16,12.384
2020-12-17,12.523
2020-12-18,12.49
2020-12-19,12.49
2020-12-20,12.49
2020-12-21,12.342
2020-12-22,12.232
2020-12-23,12.523
2020-12-24,12.645
2020-12-25,12.645
2020-12-26,12.645
2020-12-27,12.645
2020-12-28,12.523
2020-12-29,12.29
2020-12-30,12.652
2020-12-31,12.639
2021-01-01,12.639
2021-01-02,12.639
2021-01-03,12.639
2021-01-04,12.806
2021-01-05,12.742
2021-01-06,13.142
2021-01-07,13.161
2021-01-08,13.071
2021-01-09,13.071
2021-01-10,13.071
2021-01-11,13.174
2021-01-12,13.677
2021-01-13,13.374
2021-01-14,13.652
2021-01-15,13.323
2021-01-16,13.323
2021-01-17,13.323
2021-01-18,13.323
2021-01-19,14.148
2021-01-20,14.416
2021-01-21,14.142
2021-01-22,14.014
2021-01-23,14.014
2021-01-24,14.014
2021-01-25,14.052
2021-01-26,14.212
2021-01-27,14.371
2021-01-28,14.608
2021-01-29,14.391
2021-01-30,14.391
2021-01-31,14.391
2021-02-01,14.946
2021-02-02,14.231
2021-02-03,14.525
2021-02-04,14.844
2021-02-05,14.952
2021-02-06,14.952
2021-02-07,14.952
2021-02-08,15.552
2021-02-09,15.826
2021-02-10,15.782
2021-02-11,15.565
2021-02-12,15.405
2021-02-13,15.405
2021-02-14,15.405
2021-02-15,15.405
2021-02-16,15.214
2021-02-17,15.431
2021-02-18,15.086
2021-02-19,15.361
2021-02-20,15.361
2021-02-21,15.361
2021-02-22,15.571
2021-02-23,15.635
2021-02-24,16.111
2021-02-25,14.801
2021-02-26,15.035
2021-02-27,15.035
2021-02-28,15.035
2021-03-01,14.908
2021-03-02,14.692
2021-03-03,14.604
2021-03-04,14.8
2021-03-05,15.301
2021-03-06,15.301
2021-03-07,15.301
2021-03-08,15.243
2021-03-09,15.237
2021-03-10,15.117
2021-03-11,15.363
2021-03-12,15.382
2021-03-13,15.382
2021-03-14,15.382
2021-03-15,15.319
2021-03-16,15.23
2021-03-17,15.11
2021-03-18,14.972
2021-03-19,14.391
2021-03-20,14.391
2021-03-21,14.391
2021-03-22,15.079
2021-03-23,14.782
2021-03-24,13.956
2021-03-25,14.391
2021-03-26,14.442
2021-03-27,14.442
2021-03-28,14.442
2021-03-29,14.076
2021-03-30,14.107
2021-03-31,14.082
2021-04-01,14.656
2021-04-02,14.656
2021-04-03,14.656
2021-04-04,14.656
2021-04-05,14.473
2021-04-06,14.7
2021-04-07,14.7
2021-04-08,14.94
2021-04-09,14.864
2021-04-10,14.864
2021-04-11,14.864
2021-04-12,14.625
2021-04-13,14.562
2021-04-14,14.744
2021-04-15,14.883
2021-04-16,14.89
2021-04-17,14.89
2021-04-18,14.89
2021-04-19,14.713
2021-04-20,15.022
2021-04-21,15.009
2021-04-22,15.142
2021-04-23,15.274
2021-04-24,15.274
2021-04-25,15.274
2021-04-26,15.325
2021-04-27,15.407
2021-04-28,15.104
2021-04-29,15.375
2021-04-30,15.256
2021-05-01,15.256
2021-05-02,15.256
2021-05-03,15.394
2021-05-04,15.495
2021-05-05,15.551
2021-05-06,15.277
2021-05-07,15.084
2021-05-08,15.084
2021-05-09,15.084
2021-05-10,14.812
2021-05-11,14.708
2021-05-12,14.388
2021-05-13,14.64
2021-05-14,14.954
2021-05-15,14.954
2021-05-16,14.954
2021-05-17,15.031
2021-05-18,15.108
2021-05-19,15.188
2021-05-20,15.237
2021-05-21,15.526
2021-05-22,15.526
2021-05-23,15.526
2021-05-24,15.889
2021-05-25,15.828
2021-05-26,15.834
2021-05-27,15.963
2021-05-28,16.123
2021-05-29,16.123
2021-05-30,16.123
2021-05-31,16.123
2021-06-01,16.154
2021-06-02,16.0
2021-06-03,16.031
2021-06-04,15.846
2021-06-05,15.846
2021-06-06,15.846
2021-06-07,15.988
2021-06-08,15.994
2021-06-09,16.199
2021-06-10,16.265
2021-06-11,16.542
2021-06-12,16.542
2021-06-13,16.542
2021-06-14,16.482
2021-06-15,16.47
2021-06-16,16.657
2021-06-17,16.349
2021-06-18,15.934
2021-06-19,15.934
2021-06-20,15.934
2021-06-21,16.102
2021-06-22,16.259
2021-06-23,16.313
2021-06-24,16.5
2021-06-25,16.608
2021-06-26,16.608
2021-06-27,16.608
2021-06-28,16.518
2021-06-29,16.018
2021-06-30,15.849
2021-07-01,16.398
2021-07-02,16.163
2021-07-03,16.163
2021-07-04,16.163
2021-07-05,16.163
2021-07-06,15.735
2021-07-07,15.807
2021-07-08,15.584
2021-07-09,15.873
2021-07-10,15.873
2021-07-11,15.873
2021-07-12,15.976
2021-07-13,15.597
2021-07-14,15.006
2021-07-15,14.732
2021-07-16,14.475
2021-07-17,14.475
2021-07-18,14.475
2021-07-19,14.212
2021-07-20,14.35
2021-07-21,14.57
2021-07-22,14.612
2021-07-23,14.648
2021-07-24,14.648
2021-07-25,14.648
2021-07-26,14.767
2021-07-27,14.749
2021-07-28,14.869
2021-07-29,15.089
2021-07-30,14.964
2021-07-31,14.964
2021-08-01,14.964
2021-08-02,15.107
2021-08-03,15.424
2021-08-04,15.358
2021-08-05,13.82
2021-08-06,13.712
2021-08-07,13.712
2021-08-08,13.712
2021-08-09,13.393
2021-08-10,13.398
2021-08-11,13.271
2021-08-12,13.271
2021-08-13,14.061
2021-08-14,14.061
2021-08-15,14.061
2021-08-16,13.83
2021-08-17,13.818
2021-08-18,13.672
2021-08-19,13.653
2021-08-20,13.909
2021-08-21,13.909
2021-08-22,13.909
2021-08-23,14.109
2021-08-24,14.128
2021-08-25,13.976
2021-08-26,13.951
2021-08-27,13.964
2021-08-28,13.964
2021-08-29,13.964
2021-08-30,14.012
2021-08-31,14.134
2021-09-01,14.036
2021-09-02,13.964
2021-09-03,13.982
2021-09-04,13.982
2021-09-05,13.982
2021-09-06,13.982
2021-09-07,13.538
2021-09-08,13.502
2021-09-09,13.678
2021-09-10,13.921
2021-09-11,13.921
2021-09-12,13.921
2021-09-13,14.091
2021-09-14,13.812
2021-09-15,13.793
2021-09-16,13.781
2021-09-17,13.872
2021-09-18,13.872
2021-09-19,13.872
2021-09-20,13.514
2021-09-21,13.404
2021-09-22,13.526
2021-09-23,13.769
2021-09-24,13.72
2021-09-25,13.72
2021-09-26,13.72
2021-09-27,14.693
2021-09-28,14.261
2021-09-29,14.249
2021-09-30,14.018
2021-10-01,14.377
2021-10-02,14.377
2021-10-03,14.377
2021-10-04,14.28
2021-10-05,14.614
2021-10-06,14.505
2021-10-07,14.729
2021-10-08,14.76
2021-10-09,14.76
2021-10-10,14.76
2021-10-11,14.632
2021-10-12,14.565
2021-10-13,14.699
2021-10-14,14.881
2021-10-15,14.79
2021-10-16,14.79
2021-10-17,14.79
2021-10-18,14.736
2021-10-19,14.924
2021-10-20,15.07
2021-10-21,15.161
2021-10-22,15.277
2021-10-23,15.277
2021-10-24,15.277
2021-10-25,15.234
2021-10-26,15.173
2021-10-27,14.796
2021-10-28,15.179
2021-10-29,15.21
2021-10-30,15.21
2021-10-31,15.21
2021-11-01,15.562
2021-11-02,14.411
2021-11-03,15.436
2021-11-04,15.408
2021-11-05,15.469
2021-11-06,15.469
2021-11-07,15.469
2021-11-08,15.365
2021-11-09,15.256
2021-11-10,15.104
2021-11-11,15.033
2021-11-12,15.044
2021-11-13,15.044
2021-11-14,15.044
2021-11-15,15.053
2021-11-16,15.008
2021-11-17,15.08
2021-11-18,14.864
2021-11-19,14.604
2021-11-20,14.604
2021-11-21,14.604
2021-11-22,14.51
2021-11-23,14.56
2021-11-24,14.51
2021-11-25,14.51
2021-11-26,13.895
2021-11-27,13.895
2021-11-28,13.895
2021-11-29,13.932
2021-11-30,13.458
2021-12-01,13.514
2021-12-02,14.011
2021-12-03,13.808
2021-12-04,13.808
2021-12-05,13.808
2021-12-06,14.322
2021-12-07,14.328
2021-12-08,14.508
2021-12-09,14.147
2021-12-10,14.215
2021-12-11,14.215
2021-12-12,14.215
2021-12-13,14.0
2021-12-14,13.729
2021-12-15,13.747
2021-12-16,13.315
2021-12-17,13.921
2021-12-18,13.921
2021-12-19,13.921
2021-12-20,13.635
2021-12-21,13.938
2021-12-22,14.517
2021-12-23,14.573
2021-12-24,14.573
2021-12-25,14.573
2021-12-26,14.573
2021-12-27,14.91
2021-12-28,14.871
2021-12-29,14.848
2021-12-30,14.708
2021-12-31,14.854
2022-01-01,14.854
2022-01-02,14.854
2022-01-03,15.096
2022-01-04,15.073
2022-01-05,14.551
2022-01-06,13.978
2022-01-07,13.915
2022-01-08,13.915
2022-01-09,13.915
2022-01-10,13.993
2022-01-11,14.055
2022-01-12,14.195
2022-01-13,13.875
2022-01-14,14.072
2022-01-15,14.072
2022-01-16,14.072
2022-01-17,14.072
2022-01-18,13.892
2022-01-19,13.589
2022-01-20,13.589
2022-01-21,13.511
2022-01-22,13.511
2022-01-23,13.511
2022-01-24,14.004
2022-01-25,13.791
2022-01-26,13.775
2022-01-27,13.718
2022-01-28,13.993
2022-01-29,13.993
2022-01-30,13.993
2022-01-31,14.268
2022-02-01,14.105
2022-02-02,14.021
2022-02-03,14.206
2022-02-04,13.971
2022-02-05,13.971
2022-02-06,13.971
2022-02-07,13.847
2022-02-08,14.492
2022-02-09,14.397
2022-02-10,14.262
2022-02-11,14.257
2022-02-12,14.257
2022-02-13,14.257
2022-02-14,14.19
2022-02-15,14.571
2022-02-16,14.666
2022-02-17,14.431
2022-02-18,14.38
2022-02-19,14.38
2022-02-20,14.38
2022-02-21,14.38
2022-02-22,14.47
2022-02-23,14.291
2022-02-24,14.633
2022-02-25,14.914
2022-02-26,14.914
2022-02-27,14.914
2022-02-28,15.266
2022-03-01,15.909
2022-03-02,16.318
2022-03-03,16.525
2022-03-04,16.676
2022-03-05,16.676
2022-03-06,16.676
2022-03-07,16.782
2022-03-08,16.771
2022-03-09,16.816
2022-03-10,17.012
2022-03-11,16.933
2022-03-12,16.933
2022-03-13,16.933
2022-03-14,16.732
2022-03-15,16.838
2022-03-16,16.9
2022-03-17,16.441
2022-03-18,16.346
2022-03-19,16.346
2022-03-20,16.346
2022-03-21,16.34
2022-03-22,16.396
2022-03-23,16.363
2022-03-24,16.687
2022-03-25,16.614
2022-03-26,16.614
2022-03-27,16.614
2022-03-28,16.676
2022-03-29,17.068
2022-03-30,17.957
2022-03-31,18.002
2022-04-01,18.248
2022-04-02,18.248
2022-04-03,18.248
2022-04-04,18.047
2022-04-05,17.972
2022-04-06,17.994
2022-04-07,18.017
2022-04-08,18.034
2022-04-09,18.034
2022-04-10,18.034
2022-04-11,18.028
2022-04-12,18.017
2022-04-13,18.022
2022-04-14,18.022
2022-04-15,18.022
2022-04-16,18.022
2022-04-17,18.022
2022-04-18,18.028
2022-04-19,18.011
2022-04-20,17.983
2022-04-21,17.972
2022-04-22,17.966
2022-04-23,17.966
2022-04-24,17.966
2022-04-25,18.006
2022-04-26,17.961
2022-04-27,17.905
2022-04-28,17.972
2022-04-29,17.95
2022-04-30,17.95
2022-05-01,17.95
2022-05-02,17.939
2022-05-03,17.894
2022-05-04,17.916
2022-05-05,17.914
2022-05-06,17.998
2022-05-07,17.998
2022-05-08,17.998
2022-05-09,17.857
2022-05-10,17.756
2022-05-11,17.649
2022-05-12,17.773
2022-05-13,17.925
2022-05-14,17.925
2022-05-15,17.925
2022-05-16,17.958
2022-05-17,18.048
2022-05-18,18.048
2022-05-19,18.093
2022-05-20,18.121
2022-05-21,18.121
2022-05-22,18.121
2022-05-23,18.099
2022-05-24,18.116
2022-05-25,18.161
2022-05-26,18.172
2022-05-27,18.172
2022-05-28,18.172
2022-05-29,18.172
2022-05-30,18.172
2022-05-31,18.223
2022-06-01,18.183
2022-06-02,18.217
2022-06-03,18.189
2022-06-04,18.189
2022-06-05,18.189
2022-06-06,18.195
2022-06-07,18.099
2022-06-08,18.093
2022-06-09,18.11
2022-06-10,18.237
2022-06-11,18.237
2022-06-12,18.237
2022-06-13,18.09
2022-06-14,17.853
2022-06-15,18.175
2022-06-16,18.136
2022-06-17,18.153
2022-06-18,18.153
2022-06-19,18.153
2022-06-20,18.153
2022-06-21,18.294
2022-06-22,18.305
2022-06-23,18.328
2022-06-24,18.35
2022-06-25,18.35
2022-06-26,18.35
2022-06-27,18.362
2022-06-28,18.362
2022-06-29,18.362
2022-06-30,18.362
2022-07-01,18.362
2022-07-02,18.362
2022-07-03,18.362
2022-07-04,18.362
2022-07-05,18.362
2022-07-06,18.362
2022-07-07,18.362
2022-07-08,18.362
2022-07-09,18.362
2022-07-10,18.362
2022-07-11,18.362
2022-07-12,18.362
2022-07-13,18.362
2022-07-14,18.362
2022-07-15,18.362
2022-07-16,18.362
2022-07-17,18.362
2022-07-18,18.362
2022-07-19,18.362
2022-07-20,18.362
2022-07-21,18.362
2022-07-22,18.362
2022-07-23,18.362
2022-07-24,18.362
2022-07-25,18.362
2022-07-26,18.362
2022-07-27,18.362
2022-07-28,18.362
2022-07-29,18.362
2022-07-30,18.362
2022-07-31,18.362
2022-08-01,18.362
2022-08-02,18.362
2022-08-03,18.362
2022-08-04,18.362
2022-08-05,18.362
2022-08-06,18.362
2022-08-07,18.362
2022-08-08,18.362
2022-08-09,18.362
2022-08-10,18.362
2022-08-11,18.362
2022-08-12,18.362
2022-08-13,18.362
2022-08-14,18.362
2022-08-15,18.362
2022-08-16,18.362
2022-08-17,18.362
2022-08-18,18.362
2022-08-19,18.362
2022-08-20,18.362
2022-08-21,18.362
2022-08-22,18.362
2022-08-23,18.362
2022-08-24,18.362
2022-08-25,18.362
2022-08-26,18.362
2022-08-27,18.362
2022-08-28,18.362
2022-08-29,18.362
2022-08-30,18.362
2022-08-31,18.362
2022-09-01,18.362
2022-09-02,18.362
2022-09-03,18.362
2022-09-04,18.362
2022-09-05,18.362
2022-09-06,18.362
2022-09-07,18.362
2022-09-08,18.362
2022-09-09,18.362
2022-09-10,18.362
2022-09-11,18.362
2022-09-12,18.362
2022-09-13,18.362
2022-09-14,18.362
2022-09-15,18.362
2022-09-16,18.362
2022-09-17,18.362
2022-09-18,18.362
2022-09-19,18.362
2022-09-20,18.362
2022-09-21,18.362
2022-09-22,18.362
2022-09-23,18.362
2022-09-24,18.362
2022-09-25,18.362
2022-09-26,18.362
2022-09-27,18.362
2022-09-28,18.362
2022-09-29,18.362
2022-09-30,18.362
2022-10-01,18.362
2022-10-02,18.362
2022-10-03,18.362
2022-10-04,18.362
2022-10-05,18.362
2022-10-06,18.362
2022-10-07,18.362
2022-10-08,18.362
2022-10-09,18.362
2022-10-10,18.362
2022-10-11,18.362
2022-10-12,18.362
2022-10-13,18.362
2022-10-14,18.362
2022-10-15,18.362
2022-10-16,18.362
2022-10-17,18.362
2022-10-18,18.362
2022-10-19,18.362
2022-10-20,18.362
2022-10-21,18.362
2022-10-22,18.362
2022-10-23,18.362
2022-10-24,18.362
2022-10-25,18.362
2022-10-26,18.362
2022-10-27,18.362
2022-10-28,18.362
2022-10-29,18.362
2022-10-30,18.362
2022-10-31,18.362
2022-11-01,18.362
2022-11-02,18.362
2022-11-03,18.362
2022-11-04,18.362
2022-11-05,18.362
2022-11-06,18.362
2022-11-07,18.362
2022-11-08,18.362
2022-11-09,18.362
2022-11-10,18.362
2022-11-11,18.362
2022-11-12,18.362
2022-11-13,18.362
2022-11-14,18.362
2022-11-15,18.362
2022-11-16,18.362
2022-11-17,18.362
2022-11-18,18.362
2022-11-19,18.362
2022-11-20,18.362
2022-11-21,18.362
2022-11-22,18.362
2022-11-23,18.362
2022-11-24,18.362
2022-11-25,18.362
2022-11-26,18.362
2022-11-27,18.362
2022-11-28,18.362
2022-11-29,18.362
2022-11-30,18.362
2022-12-01,18.362
2022-12-02,18.362
2022-12-03,18.362
2022-12-04,18.362
2022-12-05,18.362
2022-12-06,18.362
2022-12-07,18.362
2022-12-08,18.362
2022-12-09,18.362
2022-12-10,18.362
2022-12-11,18.362
2022-12-12,18.362
2022-12-13,18.362
2022-12-14,18.362
2022-12-15,18.362
2022-12-16,18.362
2022-12-17,18.362
2022-12-18,18.362
2022-12-19,18.362
2022-12-20,18.362
2022-12-21,18.362
2022-12-22,18.362
2022-12-23,18.362
2022-12-24,18.362
2022-12-25,18.362
2022-12-26,18.362
2022-12-27,18.362
2022-12-28,18.362
2022-12-29,18.362
2022-12-30,18.362
2022-12-31,18.362
2023-01-01,18.362
2023-01-02,18.362
2023-01-03,18.362
2023-01-04,18.362
2023-01-05,18.362
2023-01-06,18.362
2023-01-07,18.362
2023-01-08,18.362
2023-01-09,18.362
2023-01-10,18.362
2023-01-11,18.362
2023-01-12,18.362
2023-01-13,18.362
2023-01-14,18.362
2023-01-15,18.362
2023-01-16,18.362
2023-01-17,18.362
2023-01-18,18.362
2023-01-19,18.362
2023-01-20,18.362
2023-01-21,18.362
2023-01-22,18.362
2023-01-23,18.362
2023-01-24,18.362
2023-01-25,18.362
2023-01-26,18.362
2023-01-27,18.362
2023-01-28,18.362
2023-01-29,18.362
2023-01-30,18.362
2023-01-31,18.362
2023-02-01,18.362
2023-02-02,18.362
2023-02-03,18.362
2023-02-04,18.362
2023-02-05,18.362
2023-02-06,18.362
2023-02-07,18.362
2023-02-08,18.362
2023-02-09,18.362
2023-02-10,18.362
2023-02-11,18.362
2023-02-12,18.362
2023-02-13,18.362
2023-02-14,18.362
2023-02-15,18.362
2023-02-16,18.362
2023-02-17,18.362
2023-02-18,18.362
2023-02-19,18.362
2023-02-20,18.362
2023-02-21,18.362
2023-02-22,18.362
2023-02-23,18.362
2023-02-24,18.362
2023-02-25,18.362
2023-02-26,18.362
2023-02-27,18.362
2023-02-28,18.362
2023-03-01,18.362
2023-03-02,18.362
2023-03-03,18.362
2023-03-04,18.362
2023-03-05,18.362
2023-03-06,18.362
2023-03-07,18.362
2023-03-08,18.362
2023-03-09,18.362
2023-03-10,18.362
2023-03-11,18.362
2023-03-12,18.362
2023-03-13,18.362
2023-03-14,18.362
2023-03-15,18.362
2023-03-16,18.362
2023-03-17,18.362
2023-03-18,18.362
2023-03-19,18.362
2023-03-20,18.362
2023-03-21,18.362
2023-03-22,18.362
2023-03-23,18.362
2023-03-24,18.362
2023-03-25,18.362
2023-03-26,18.362
2023-03-27,18.362
2023-03-28,18.362
2023-03-29,18.362
2023-03-30,18.362
2023-03-31,18.362
2023-04-01,18.362
2023-04-02,18.362
2023-04-03,18.362
2023-04-04,18.362
2023-04-05,18.362
2023-04-06,18.362
2023-04-07,18.362
2023-04-08,18.362
2023-04-09,18.362
2023-04-10,18.362
2023-04-11,18.362
2023-04-12,18.362
2023-04-13,18.362
2023-04-14,18.362
2023-04-15,18.362
2023-04-16,18.362
2023-04-17,18.362
2023-04-18,18.362
2023-04-19,18.362
2023-04-20,18.362
2023-04-21,18.362
2023-04-22,18.362
2023-04-23,18.362
2023-04-24,18.362
2023-04-25,18.362
2023-04-26,18.362
2023-04-27,18.362
2023-04-28,18.362
2023-04-29,18.362
2023-04-30,18.362
2023-05-01,18.362
2023-05-02,18.362
2023-05-03,18.362
2023-05-04,18.362
2023-05-05,18.362
2023-05-06,18.362
2023-05-07,18.362
2023-05-08,18.362
2023-05-09,18.362
2023-05-10,18.362
2023-05-11,18.362
2023-05-12,18.362
2023-05-13,18.362
2023-05-14,18.362
2023-05-15,18.362
2023-05-16,18.362
2023-05-17,18.362
2023-05-18,18.362
2023-05-19,18.362
2023-05-20,18.362
2023-05-21,18.362
2023-05-22,18.362
2023-05-23,18.362
2023-05-24,18.362
2023-05-25,18.362
2023-05-26,18.362
2023-05-27,18.362
2023-05-28,18.362
2023-05-29,18.362
2023-05-30,18.362
2023-05-31,18.362
2023-06-01,18.362
2023-06-02,18.362
2023-06-03,18.362
2023-06-04,18.362
2023-06-05,18.362
2023-06-06,18.362
2023-06-07,18.362
2023-06-08,18.362
2023-06-09,18.362
2023-06-10,18.362
2023-06-11,18.362
2023-06-12,18.362
2023-06-13,18.362
2023-06-14,18.362
2023-06-15,18.362
2023-06-16,18.362
2023-06-17,18.362
2023-06-18,18.362
2023-06-19,18.362
2023-06-20,18.362
2023-06-21,18.362
2023-06-22,18.362
2023-06-23,18.362
2023-06-24,18.362
2023-06-25,18.362
2023-06-26,18.362
2023-06-27,18.362
2023-06-28,18.362
2023-06-29,18.362
2023-06-30,18.362
2023-07-01,18.362
2023-07-02,18.362
2023-07-03,18.362
2023-07-04,18.362
2023-07-05,18.362
2023-07-06,18.362
