,CTXS US Equity
,BEST_PE_RATIO
2020-01-01,14.677
2020-01-02,14.778
2020-01-03,14.798
2020-01-04,14.798
2020-01-05,14.798
2020-01-06,14.956
2020-01-07,14.876
2020-01-08,15.055
2020-01-09,15.093
2020-01-10,15.052
2020-01-11,15.052
2020-01-12,15.052
2020-01-13,15.238
2020-01-14,15.214
2020-01-15,15.26
2020-01-16,15.468
2020-01-17,15.513
2020-01-18,15.513
2020-01-19,15.513
2020-01-20,15.513
2020-01-21,15.596
2020-01-22,15.641
2020-01-23,16.973
2020-01-24,16.944
2020-01-25,16.944
2020-01-26,16.944
2020-01-27,16.764
2020-01-28,16.586
2020-01-29,16.25
2020-01-30,16.188
2020-01-31,16.014
2020-02-01,16.014
2020-02-02,16.014
2020-02-03,16.206
2020-02-04,16.314
2020-02-05,16.216
2020-02-06,16.147
2020-02-07,15.996
2020-02-08,15.996
2020-02-09,15.996
2020-02-10,16.093
2020-02-11,16.067
2020-02-12,16.122
2020-02-13,16.249
2020-02-14,16.121
2020-02-15,16.121
2020-02-16,16.121
2020-02-17,16.121
2020-02-18,16.317
2020-02-19,16.026
2020-02-20,15.675
2020-02-21,15.217
2020-02-22,15.217
2020-02-23,15.217
2020-02-24,14.675
2020-02-25,14.243
2020-02-26,14.001
2020-02-27,13.499
2020-02-28,13.554
2020-02-29,13.554
2020-03-01,13.554
2020-03-02,14.261
2020-03-03,13.949
2020-03-04,14.437
2020-03-05,15.316
2020-03-06,15.507
2020-03-07,15.507
2020-03-08,15.507
2020-03-09,15.249
2020-03-10,15.095
2020-03-11,15.098
2020-03-12,13.49
2020-03-13,14.596
2020-03-14,14.596
2020-03-15,14.596
2020-03-16,14.22
2020-03-17,16.367
2020-03-18,16.757
2020-03-19,16.091
2020-03-20,15.323
2020-03-21,15.323
2020-03-22,15.323
2020-03-23,15.614
2020-03-24,15.618
2020-03-25,16.215
2020-03-26,17.661
2020-03-27,17.947
2020-03-28,17.947
2020-03-29,17.947
2020-03-30,18.699
2020-03-31,18.14
2020-04-01,17.831
2020-04-02,18.265
2020-04-03,18.112
2020-04-04,18.112
2020-04-05,18.112
2020-04-06,18.857
2020-04-07,18.685
2020-04-08,18.816
2020-04-09,17.865
2020-04-10,17.865
2020-04-11,17.865
2020-04-12,17.865
2020-04-13,17.94
2020-04-14,18.423
2020-04-15,18.594
2020-04-16,19.295
2020-04-17,19.493
2020-04-18,19.493
2020-04-19,19.493
2020-04-20,19.526
2020-04-21,19.004
2020-04-22,19.659
2020-04-23,18.36
2020-04-24,19.412
2020-04-25,19.412
2020-04-26,19.412
2020-04-27,19.604
2020-04-28,18.768
2020-04-29,18.607
2020-04-30,19.275
2020-05-01,18.952
2020-05-02,18.952
2020-05-03,18.952
2020-05-04,19.449
2020-05-05,19.484
2020-05-06,19.636
2020-05-07,20.029
2020-05-08,20.069
2020-05-09,20.069
2020-05-10,20.069
2020-05-11,20.473
2020-05-12,19.519
2020-05-13,19.475
2020-05-14,19.415
2020-05-15,19.503
2020-05-16,19.503
2020-05-17,19.503
2020-05-18,18.595
2020-05-19,18.233
2020-05-20,18.269
2020-05-21,18.175
2020-05-22,18.216
2020-05-23,18.216
2020-05-24,18.216
2020-05-25,18.216
2020-05-26,18.47
2020-05-27,18.504
2020-05-28,18.768
2020-05-29,19.689
2020-05-30,19.689
2020-05-31,19.689
2020-06-01,19.493
2020-06-02,19.124
2020-06-03,18.552
2020-06-04,18.647
2020-06-05,18.543
2020-06-06,18.543
2020-06-07,18.543
2020-06-08,18.642
2020-06-09,18.686
2020-06-10,18.839
2020-06-11,18.374
2020-06-12,18.755
2020-06-13,18.755
2020-06-14,18.755
2020-06-15,19.087
2020-06-16,19.384
2020-06-17,19.372
2020-06-18,19.553
2020-06-19,19.269
2020-06-20,19.269
2020-06-21,19.269
2020-06-22,19.301
2020-06-23,19.019
2020-06-24,18.945
2020-06-25,18.775
2020-06-26,19.025
2020-06-27,19.025
2020-06-28,19.025
2020-06-29,19.298
2020-06-30,19.71
2020-07-01,19.906
2020-07-02,19.997
2020-07-03,19.997
2020-07-04,19.997
2020-07-05,19.997
2020-07-06,20.039
2020-07-07,19.999
2020-07-08,19.947
2020-07-09,20.346
2020-07-10,20.293
2020-07-11,20.293
2020-07-12,20.293
2020-07-13,19.866
2020-07-14,20.478
2020-07-15,20.098
2020-07-16,20.238
2020-07-17,20.766
2020-07-18,20.766
2020-07-19,20.766
2020-07-20,22.174
2020-07-21,21.92
2020-07-22,22.097
2020-07-23,19.189
2020-07-24,18.728
2020-07-25,18.728
2020-07-26,18.728
2020-07-27,18.664
2020-07-28,18.142
2020-07-29,18.308
2020-07-30,18.623
2020-07-31,19.024
2020-08-01,19.024
2020-08-02,19.024
2020-08-03,18.636
2020-08-04,19.008
2020-08-05,19.008
2020-08-06,18.761
2020-08-07,18.808
2020-08-08,18.808
2020-08-09,18.808
2020-08-10,18.332
2020-08-11,18.087
2020-08-12,18.188
2020-08-13,18.31
2020-08-14,18.17
2020-08-15,18.17
2020-08-16,18.17
2020-08-17,18.4
2020-08-18,18.708
2020-08-19,18.721
2020-08-20,18.994
2020-08-21,19.225
2020-08-22,19.225
2020-08-23,19.225
2020-08-24,19.167
2020-08-25,19.182
2020-08-26,19.367
2020-08-27,19.092
2020-08-28,19.332
2020-08-29,19.332
2020-08-30,19.332
2020-08-31,19.489
2020-09-01,19.493
2020-09-02,19.838
2020-09-03,18.872
2020-09-04,18.408
2020-09-05,18.408
2020-09-06,18.408
2020-09-07,18.408
2020-09-08,18.61
2020-09-09,18.997
2020-09-10,18.149
2020-09-11,17.811
2020-09-12,17.811
2020-09-13,17.811
2020-09-14,18.219
2020-09-15,18.289
2020-09-16,18.183
2020-09-17,18.023
2020-09-18,18.029
2020-09-19,18.029
2020-09-20,18.029
2020-09-21,18.06
2020-09-22,18.461
2020-09-23,17.916
2020-09-24,18.011
2020-09-25,18.317
2020-09-26,18.317
2020-09-27,18.317
2020-09-28,18.612
2020-09-29,18.428
2020-09-30,18.53
2020-10-01,18.73
2020-10-02,18.15
2020-10-03,18.15
2020-10-04,18.15
2020-10-05,18.25
2020-10-06,17.942
2020-10-07,17.965
2020-10-08,18.234
2020-10-09,18.761
2020-10-10,18.761
2020-10-11,18.761
2020-10-12,19.545
2020-10-13,19.38
2020-10-14,18.909
2020-10-15,18.64
2020-10-16,18.553
2020-10-17,18.553
2020-10-18,18.553
2020-10-19,18.141
2020-10-20,18.394
2020-10-21,18.346
2020-10-22,17.333
2020-10-23,16.539
2020-10-24,16.539
2020-10-25,16.539
2020-10-26,16.688
2020-10-27,16.102
2020-10-28,15.475
2020-10-29,15.354
2020-10-30,15.266
2020-10-31,15.266
2020-11-01,15.266
2020-11-02,15.423
2020-11-03,15.63
2020-11-04,15.752
2020-11-05,16.095
2020-11-06,16.024
2020-11-07,16.024
2020-11-08,16.024
2020-11-09,15.452
2020-11-10,15.384
2020-11-11,15.486
2020-11-12,15.551
2020-11-13,15.939
2020-11-14,15.939
2020-11-15,15.939
2020-11-16,15.969
2020-11-17,16.13
2020-11-18,16.037
2020-11-19,16.277
2020-11-20,16.238
2020-11-21,16.238
2020-11-22,16.238
2020-11-23,16.195
2020-11-24,16.455
2020-11-25,16.364
2020-11-26,16.364
2020-11-27,16.502
2020-11-28,16.502
2020-11-29,16.502
2020-11-30,16.702
2020-12-01,16.927
2020-12-02,17.159
2020-12-03,17.234
2020-12-04,17.593
2020-12-05,17.593
