,ARCH US Equity
2020-10-07,4.611
2020-10-08,4.599
2020-10-09,4.421
2020-10-10,4.421
2020-10-11,4.421
2020-10-12,4.317
2020-10-13,4.17
2020-10-14,4.172
2020-10-15,4.111
2020-10-16,4.064
2020-10-17,4.064
2020-10-18,4.064
2020-10-19,4.007
2020-10-20,4.161
2020-10-21,4.086
2020-10-22,3.486
2020-10-23,3.497
2020-10-24,3.497
2020-10-25,3.497
2020-10-26,3.463
2020-10-27,3.442
2020-10-28,3.357
2020-10-29,2.796
2020-10-30,2.861
2020-10-31,2.861
2020-11-01,2.861
2020-11-02,3.031
2020-11-03,2.86
2020-11-04,2.778
2020-11-05,2.771
2020-11-06,2.849
2020-11-07,2.849
2020-11-08,2.849
2020-11-09,2.96
2020-11-10,2.783
2020-11-11,2.855
2020-11-12,2.697
2020-11-13,2.818
2020-11-14,2.818
2020-11-15,2.818
2020-11-16,2.948
2020-11-17,3.023
2020-11-18,2.876
2020-11-19,2.922
2020-11-20,2.867
2020-11-21,2.867
2020-11-22,2.867
2020-11-23,3.194
2020-11-24,3.316
2020-11-25,3.328
2020-11-26,3.328
2020-11-27,3.396
2020-11-28,3.396
2020-11-29,3.396
2020-11-30,3.215
2020-12-01,3.235
2020-12-02,3.507
2020-12-03,3.628
2020-12-04,3.618
2020-12-05,3.618
2020-12-06,3.618
2020-12-07,3.684
2020-12-08,3.854
2020-12-09,4.006
2020-12-10,4.479
2020-12-11,4.385
2020-12-12,4.385
2020-12-13,4.385
2020-12-14,4.548
2020-12-15,4.507
2020-12-16,4.362
2020-12-17,4.312
2020-12-18,4.08
2020-12-19,4.08
2020-12-20,4.08
2020-12-21,4.158
2020-12-22,4.038
2020-12-23,4.07
2020-12-24,3.906
2020-12-25,3.906
2020-12-26,3.906
2020-12-27,3.906
2020-12-28,3.988
2020-12-29,4.001
2020-12-30,4.23
2020-12-31,4.216
2021-01-01,4.216
2021-01-02,4.216
2021-01-03,4.216
2021-01-04,4.226
2021-01-05,4.478
2021-01-06,4.528
2021-01-07,4.501
2021-01-08,4.495
2021-01-09,4.495
2021-01-10,4.495
2021-01-11,4.612
2021-01-12,4.748
2021-01-13,4.689
2021-01-14,4.811
2021-01-15,4.768
2021-01-16,4.768
2021-01-17,4.768
2021-01-18,4.768
2021-01-19,4.922
2021-01-20,4.847
2021-01-21,4.78
2021-01-22,4.84
2021-01-23,4.84
2021-01-24,4.84
2021-01-25,4.555
2021-01-26,4.453
2021-01-27,4.546
2021-01-28,4.737
2021-01-29,4.537
2021-01-30,4.537
2021-01-31,4.537
2021-02-01,4.621
2021-02-02,4.734
2021-02-03,4.729
2021-02-04,4.625
2021-02-05,4.678
2021-02-06,4.678
2021-02-07,4.678
2021-02-08,4.943
2021-02-09,4.457
2021-02-10,4.424
2021-02-11,4.393
2021-02-12,4.558
2021-02-13,4.558
2021-02-14,4.558
2021-02-15,4.558
2021-02-16,4.602
2021-02-17,4.621
2021-02-18,4.653
2021-02-19,4.699
2021-02-20,4.699
2021-02-21,4.699
2021-02-22,4.82
2021-02-23,5.318
2021-02-24,5.346
2021-02-25,4.708
2021-02-26,4.51
2021-02-27,4.51
2021-02-28,4.51
2021-03-01,4.439
2021-03-02,4.477
2021-03-03,4.616
2021-03-04,4.47
2021-03-05,4.64
2021-03-06,4.64
2021-03-07,4.64
2021-03-08,4.629
2021-03-09,4.679
2021-03-10,4.766
2021-03-11,4.768
2021-03-12,4.681
2021-03-13,4.681
2021-03-14,4.681
2021-03-15,4.604
2021-03-16,4.457
2021-03-17,4.575
2021-03-18,4.467
2021-03-19,4.38
2021-03-20,4.38
2021-03-21,4.38
2021-03-22,4.172
2021-03-23,3.92
2021-03-24,3.773
2021-03-25,3.717
2021-03-26,4.011
2021-03-27,4.011
2021-03-28,4.011
2021-03-29,3.945
2021-03-30,3.779
2021-03-31,3.915
2021-04-01,3.984
2021-04-02,3.984
2021-04-03,3.984
2021-04-04,3.984
2021-04-05,4.117
2021-04-06,4.176
2021-04-07,4.256
2021-04-08,4.185
2021-04-09,3.967
2021-04-10,3.967
2021-04-11,3.967
2021-04-12,3.958
2021-04-13,4.029
2021-04-14,4.381
2021-04-15,4.494
2021-04-16,4.519
2021-04-17,4.519
2021-04-18,4.519
2021-04-19,4.48
2021-04-20,4.371
2021-04-21,4.442
2021-04-22,4.66
2021-04-23,4.537
2021-04-24,4.537
2021-04-25,4.537
2021-04-26,4.7
2021-04-27,4.633
2021-04-28,4.674
2021-04-29,4.447
2021-04-30,4.294
2021-05-01,4.294
2021-05-02,4.294
2021-05-03,4.624
2021-05-04,4.703
2021-05-05,4.852
2021-05-06,4.913
2021-05-07,4.929
2021-05-08,4.929
2021-05-09,4.929
2021-05-10,5.093
2021-05-11,5.187
2021-05-12,5.156
2021-05-13,4.96
2021-05-14,4.954
2021-05-15,4.954
2021-05-16,4.954
2021-05-17,5.256
2021-05-18,5.126
2021-05-19,5.269
2021-05-20,5.209
2021-05-21,5.112
2021-05-22,5.112
2021-05-23,5.112
2021-05-24,5.316
2021-05-25,5.24
2021-05-26,5.268
2021-05-27,5.607
2021-05-28,5.518
2021-05-29,5.518
2021-05-30,5.518
2021-05-31,5.518
2021-06-01,5.706
2021-06-02,5.713
2021-06-03,5.84
2021-06-04,5.799
2021-06-05,5.799
2021-06-06,5.799
2021-06-07,5.661
2021-06-08,5.825
2021-06-09,5.699
2021-06-10,5.585
2021-06-11,5.596
2021-06-12,5.596
2021-06-13,5.596
2021-06-14,5.53
2021-06-15,5.352
2021-06-16,5.277
2021-06-17,5.225
2021-06-18,5.341
2021-06-19,5.341
2021-06-20,5.341
2021-06-21,5.265
2021-06-22,5.436
2021-06-23,5.535
2021-06-24,5.795
2021-06-25,5.725
2021-06-26,5.725
2021-06-27,5.725
2021-06-28,5.493
2021-06-29,5.404
2021-06-30,5.398
2021-07-01,5.476
2021-07-02,5.566
2021-07-03,5.566
2021-07-04,5.566
2021-07-05,5.566
2021-07-06,5.349
2021-07-07,5.511
2021-07-08,5.714
2021-07-09,5.799
2021-07-10,5.799
2021-07-11,5.799
2021-07-12,5.73
2021-07-13,5.67
2021-07-14,5.673
2021-07-15,5.584
2021-07-16,5.377
2021-07-17,5.377
2021-07-18,5.377
2021-07-19,5.317
2021-07-20,5.421
2021-07-21,5.593
2021-07-22,5.748
2021-07-23,5.751
2021-07-24,5.751
2021-07-25,5.751
2021-07-26,5.912
2021-07-27,6.18
2021-07-28,6.226
2021-07-29,6.663
2021-07-30,6.398
2021-07-31,6.398
2021-08-01,6.398
2021-08-02,6.379
2021-08-03,6.463
2021-08-04,6.433
2021-08-05,6.409
2021-08-06,6.451
2021-08-07,6.451
2021-08-08,6.451
2021-08-09,6.122
2021-08-10,6.282
2021-08-11,6.568
2021-08-12,6.625
2021-08-13,6.6
2021-08-14,6.6
2021-08-15,6.6
2021-08-16,6.842
2021-08-17,6.623
2021-08-18,6.281
2021-08-19,5.914
2021-08-20,6.266
2021-08-21,6.266
2021-08-22,6.266
2021-08-23,6.706
2021-08-24,7.126
2021-08-25,7.216
2021-08-26,7.206
2021-08-27,7.554
2021-08-28,7.554
2021-08-29,7.554
2021-08-30,7.371
2021-08-31,7.368
2021-09-01,7.678
2021-09-02,6.59
2021-09-03,6.62
2021-09-04,6.62
2021-09-05,6.62
2021-09-06,6.62
2021-09-07,6.767
2021-09-08,6.597
2021-09-09,6.699
2021-09-10,6.866
2021-09-11,6.866
2021-09-12,6.866
2021-09-13,6.731
2021-09-14,6.632
2021-09-15,6.721
2021-09-16,6.466
2021-09-17,6.406
2021-09-18,6.406
2021-09-19,6.406
2021-09-20,6.17
2021-09-21,5.898
2021-09-22,6.007
2021-09-23,6.222
2021-09-24,6.037
2021-09-25,6.037
2021-09-26,6.037
2021-09-27,6.464
2021-09-28,6.625
2021-09-29,6.711
2021-09-30,7.174
2021-10-01,7.544
2021-10-02,7.544
2021-10-03,7.544
2021-10-04,7.758
2021-10-05,7.693
2021-10-06,7.618
2021-10-07,12.51
2021-10-08,12.229
2021-10-09,12.229
2021-10-10,12.229
2021-10-11,12.37
2021-10-12,12.75
2021-10-13,12.848
2021-10-14,12.366
2021-10-15,12.244
2021-10-16,12.244
2021-10-17,12.244
2021-10-18,13.007
2021-10-19,12.428
2021-10-20,11.932
2021-10-21,12.048
2021-10-22,12.392
2021-10-23,12.392
2021-10-24,12.392
2021-10-25,12.601
2021-10-26,26.047
2021-10-27,24.64
2021-10-28,24.858
2021-10-29,24.498
2021-10-30,24.498
2021-10-31,24.498
2021-11-01,25.087
2021-11-02,23.564
2021-11-03,24.635
2021-11-04,24.003
2021-11-05,24.446
2021-11-06,24.446
2021-11-07,24.446
2021-11-08,24.003
2021-11-09,23.559
2021-11-10,22.316
2021-11-11,23.104
2021-11-12,22.962
2021-11-13,22.962
2021-11-14,22.962
2021-11-15,21.921
2021-11-16,22.174
2021-11-17,21.098
2021-11-18,21.289
2021-11-19,20.934
2021-11-20,20.934
2021-11-21,20.934
2021-11-22,21.426
2021-11-23,21.835
2021-11-24,22.227
2021-11-25,22.227
2021-11-26,21.372
2021-11-27,21.372
2021-11-28,21.372
2021-11-29,21.477
2021-11-30,20.908
2021-12-01,19.111
2021-12-02,20.036
2021-12-03,20.59
2021-12-04,20.59
2021-12-05,20.59
2021-12-06,21.076
2021-12-07,20.996
2021-12-08,21.64
2021-12-09,21.38
2021-12-10,21.279
2021-12-11,21.279
2021-12-12,21.279
2021-12-13,21.004
2021-12-14,20.863
2021-12-15,21.47
2021-12-16,21.816
2021-12-17,21.851
2021-12-18,21.851
2021-12-19,21.851
2021-12-20,21.738
2021-12-21,22.653
2021-12-22,22.779
2021-12-23,22.33
2021-12-24,22.33
2021-12-25,22.33
2021-12-26,22.33
2021-12-27,23.077
2021-12-28,23.077
2021-12-29,23.458
2021-12-30,22.771
2021-12-31,22.897
2022-01-01,22.897
2022-01-02,22.897
2022-01-03,22.987
2022-01-04,22.874
2022-01-05,22.844
2022-01-06,23.197
2022-01-07,22.967
2022-01-08,22.967
2022-01-09,22.967
2022-01-10,23.466
2022-01-11,24.609
2022-01-12,24.902
2022-01-13,24.306
2022-01-14,24.215
2022-01-15,24.215
2022-01-16,24.215
2022-01-17,24.215
2022-01-18,24.373
2022-01-19,25.233
2022-01-20,23.481
2022-01-21,22.964
2022-01-22,22.964
2022-01-23,22.964
2022-01-24,23.408
2022-01-25,23.656
2022-01-26,24.022
2022-01-27,24.679
2022-01-28,24.549
2022-01-29,24.549
2022-01-30,24.549
2022-01-31,23.729
2022-02-01,25.89
2022-02-02,26.487
2022-02-03,26.48
2022-02-04,26.327
2022-02-05,26.327
2022-02-06,26.327
2022-02-07,25.895
2022-02-08,26.322
2022-02-09,27.169
2022-02-10,27.262
2022-02-11,28.641
2022-02-12,28.641
2022-02-13,28.641
2022-02-14,28.398
2022-02-15,17.174
2022-02-16,9.027
2022-02-17,8.918
2022-02-18,8.719
2022-02-19,8.719
2022-02-20,8.719
2022-02-21,8.719
2022-02-22,8.702
2022-02-23,9.082
2022-02-24,8.773
2022-02-25,8.991
2022-02-26,8.991
2022-02-27,8.991
2022-02-28,7.957
2022-03-01,8.244
2022-03-02,9.143
2022-03-03,9.898
2022-03-04,10.159
2022-03-05,10.159
2022-03-06,10.159
2022-03-07,9.907
2022-03-08,9.03
2022-03-09,8.619
2022-03-10,9.497
2022-03-11,9.216
2022-03-12,9.216
2022-03-13,9.216
2022-03-14,8.321
2022-03-15,8.521
2022-03-16,8.48
2022-03-17,8.899
2022-03-18,9.035
2022-03-19,9.035
2022-03-20,9.035
2022-03-21,9.071
2022-03-22,8.842
2022-03-23,9.087
2022-03-24,8.681
2022-03-25,8.674
2022-03-26,8.674
2022-03-27,8.674
2022-03-28,8.483
2022-03-29,8.239
2022-03-30,8.203
2022-03-31,8.274
2022-04-01,8.49
2022-04-02,8.49
2022-04-03,8.49
2022-04-04,8.215
2022-04-05,8.124
2022-04-06,8.039
2022-04-07,8.542
2022-04-08,8.79
2022-04-09,8.79
2022-04-10,8.79
2022-04-11,8.521
2022-04-12,9.228
2022-04-13,9.771
2022-04-14,10.028
2022-04-15,10.028
2022-04-16,10.028
2022-04-17,10.028
2022-04-18,9.96
2022-04-19,9.709
2022-04-20,9.894
2022-04-21,9.038
2022-04-22,7.852
2022-04-23,7.852
2022-04-24,7.852
2022-04-25,7.698
2022-04-26,9.658
2022-04-27,9.294
2022-04-28,9.182
2022-04-29,9.037
2022-04-30,9.037
2022-05-01,9.037
2022-05-02,8.947
2022-05-03,9.535
2022-05-04,9.669
2022-05-05,9.53
2022-05-06,9.465
2022-05-07,9.465
2022-05-08,9.465
2022-05-09,8.681
2022-05-10,8.699
2022-05-11,8.917
2022-05-12,8.441
2022-05-13,8.747
2022-05-14,8.747
2022-05-15,8.747
2022-05-16,8.828
2022-05-17,8.899
2022-05-18,8.699
2022-05-19,9.001
2022-05-20,8.875
2022-05-21,8.875
2022-05-22,8.875
2022-05-23,9.208
2022-05-24,9.225
2022-05-25,9.195
2022-05-26,9.748
2022-05-27,9.57
2022-05-28,9.57
2022-05-29,9.57
2022-05-30,9.57
2022-05-31,8.694
2022-06-01,8.879
2022-06-02,9.164
2022-06-03,9.0
2022-06-04,9.0
2022-06-05,9.0
2022-06-06,9.093
2022-06-07,7.374
2022-06-08,7.11
2022-06-09,6.987
2022-06-10,7.076
2022-06-11,7.076
2022-06-12,7.076
2022-06-13,6.51
2022-06-14,6.595
2022-06-15,6.732
2022-06-16,6.439
2022-06-17,6.461
2022-06-18,6.461
2022-06-19,6.461
2022-06-20,6.461
2022-06-21,6.831
2022-06-22,6.396
2022-06-23,5.952
2022-06-24,6.108
2022-06-25,6.108
2022-06-26,6.108
2022-06-27,6.378
2022-06-28,6.386
2022-06-29,6.192
2022-06-30,5.842
2022-07-01,5.871
2022-07-02,5.871
2022-07-03,5.871
2022-07-04,5.871
2022-07-05,5.338
2022-07-06,5.275
2022-07-07,5.715
2022-07-08,5.89
2022-07-09,5.89
2022-07-10,5.89
2022-07-11,5.861
2022-07-12,5.868
2022-07-13,6.246
2022-07-14,5.981
2022-07-15,6.166
2022-07-16,6.166
2022-07-17,6.166
2022-07-18,6.333
2022-07-19,6.384
2022-07-20,6.416
2022-07-21,6.114
2022-07-22,5.958
2022-07-23,5.958
2022-07-24,5.958
2022-07-25,6.207
2022-07-26,6.074
2022-07-27,6.333
2022-07-28,5.604
2022-07-29,5.657
2022-07-30,5.657
2022-07-31,5.657
2022-08-01,5.511
2022-08-02,5.455
2022-08-03,5.406
2022-08-04,5.429
2022-08-05,5.467
2022-08-06,5.467
2022-08-07,5.467
2022-08-08,5.543
2022-08-09,5.574
2022-08-10,6.066
2022-08-11,6.444
2022-08-12,6.644
2022-08-13,6.644
2022-08-14,6.644
2022-08-15,6.729
2022-08-16,6.778
2022-08-17,6.765
2022-08-18,6.946
2022-08-19,7.094
2022-08-20,7.094
2022-08-21,7.094
2022-08-22,7.26
2022-08-23,7.44
2022-08-24,7.328
2022-08-25,7.449
2022-08-26,7.305
2022-08-27,7.305
2022-08-28,7.305
2022-08-29,7.18
2022-08-30,6.695
2022-08-31,6.618
2022-09-01,6.314
2022-09-02,6.449
2022-09-03,6.449
2022-09-04,6.449
2022-09-05,6.449
2022-09-06,6.539
2022-09-07,6.388
2022-09-08,6.102
2022-09-09,6.296
2022-09-10,6.296
2022-09-11,6.296
2022-09-12,6.076
2022-09-13,5.998
2022-09-14,6.107
2022-09-15,5.803
2022-09-16,5.581
2022-09-17,5.581
2022-09-18,5.581
2022-09-19,5.825
2022-09-20,5.695
2022-09-21,5.621
2022-09-22,5.503
2022-09-23,5.222
2022-09-24,5.222
2022-09-25,5.222
2022-09-26,5.056
2022-09-27,5.295
2022-09-28,5.56
2022-09-29,5.589
2022-09-30,5.419
2022-10-01,5.419
2022-10-02,5.419
2022-10-03,5.864
2022-10-04,6.179
2022-10-05,6.443
2022-10-06,6.627
2022-10-07,6.478
2022-10-08,6.478
2022-10-09,6.478
2022-10-10,6.484
2022-10-11,6.274
2022-10-12,6.264
2022-10-13,6.31
2022-10-14,6.338
2022-10-15,6.338
2022-10-16,6.338
2022-10-17,6.548
2022-10-18,6.443
2022-10-19,6.276
2022-10-20,6.165
2022-10-21,6.311
2022-10-22,6.311
2022-10-23,6.311
2022-10-24,6.267
2022-10-25,6.185
2022-10-26,6.1
2022-10-27,6.846
2022-10-28,6.534
2022-10-29,6.534
2022-10-30,6.534
2022-10-31,6.629
2022-11-01,6.696
2022-11-02,6.524
2022-11-03,6.758
2022-11-04,7.049
2022-11-05,7.049
2022-11-06,7.049
2022-11-07,7.082
2022-11-08,7.091
2022-11-09,6.539
2022-11-10,6.623
2022-11-11,6.544
2022-11-12,6.544
2022-11-13,6.544
2022-11-14,6.456
2022-11-15,6.747
2022-11-16,6.565
2022-11-17,6.608
2022-11-18,6.546
2022-11-19,6.546
2022-11-20,6.546
2022-11-21,6.718
2022-11-22,6.753
2022-11-23,6.779
2022-11-24,6.779
2022-11-25,6.828
2022-11-26,6.828
2022-11-27,6.828
2022-11-28,6.66
2022-11-29,6.902
2022-11-30,7.825
2022-12-01,7.578
2022-12-02,7.773
2022-12-03,7.773
2022-12-04,7.773
2022-12-05,7.431
2022-12-06,7.541
2022-12-07,7.521
2022-12-08,7.388
2022-12-09,7.239
2022-12-10,7.239
2022-12-11,7.239
2022-12-12,6.991
2022-12-13,7.026
2022-12-14,6.841
2022-12-15,6.871
2022-12-16,6.825
2022-12-17,6.825
2022-12-18,6.825
2022-12-19,6.695
2022-12-20,6.705
2022-12-21,6.963
2022-12-22,6.925
2022-12-23,7.094
2022-12-24,7.094
2022-12-25,7.094
2022-12-26,7.094
2022-12-27,7.176
2022-12-28,6.765
2022-12-29,6.846
2022-12-30,6.879
2022-12-31,6.879
2023-01-01,6.879
2023-01-02,6.879
2023-01-03,6.455
2023-01-04,6.449
2023-01-05,6.498
2023-01-06,6.817
2023-01-07,6.817
2023-01-08,6.817
2023-01-09,6.804
2023-01-10,6.558
2023-01-11,6.526
2023-01-12,6.521
2023-01-13,6.695
2023-01-14,6.695
2023-01-15,6.695
2023-01-16,6.695
2023-01-17,6.671
2023-01-18,6.613
2023-01-19,6.788
2023-01-20,7.119
2023-01-21,7.119
2023-01-22,7.119
2023-01-23,7.338
2023-01-24,7.447
2023-01-25,6.51
2023-01-26,6.318
2023-01-27,6.2
2023-01-28,6.2
2023-01-29,6.2
2023-01-30,6.341
2023-01-31,6.234
2023-02-01,6.374
2023-02-02,6.37
2023-02-03,6.233
2023-02-04,6.233
2023-02-05,6.233
2023-02-06,6.2
2023-02-07,6.203
2023-02-08,5.846
2023-02-09,5.917
2023-02-10,6.012
2023-02-11,6.012
2023-02-12,6.012
2023-02-13,6.309
2023-02-14,6.588
2023-02-15,6.651
2023-02-16,7.605
2023-02-17,4.386
2023-02-18,4.386
2023-02-19,4.386
2023-02-20,4.386
2023-02-21,4.199
2023-02-22,4.265
2023-02-23,4.16
2023-02-24,4.14
2023-02-25,4.14
2023-02-26,4.14
2023-02-27,4.294
2023-02-28,4.427
2023-03-01,4.579
2023-03-02,4.581
2023-03-03,4.652
2023-03-04,4.652
2023-03-05,4.652
2023-03-06,4.529
2023-03-07,4.483
2023-03-08,4.404
2023-03-09,4.348
2023-03-10,4.265
2023-03-11,4.265
2023-03-12,4.265
2023-03-13,4.036
2023-03-14,4.014
2023-03-15,3.79
2023-03-16,3.79
2023-03-17,3.743
2023-03-18,3.743
2023-03-19,3.743
2023-03-20,3.683
2023-03-21,3.697
2023-03-22,3.658
2023-03-23,3.633
2023-03-24,3.647
2023-03-25,3.647
2023-03-26,3.647
2023-03-27,3.724
2023-03-28,3.728
2023-03-29,3.632
2023-03-30,3.617
2023-03-31,3.667
2023-04-01,3.667
2023-04-02,3.667
2023-04-03,3.848
2023-04-04,3.82
2023-04-05,3.844
2023-04-06,3.706
2023-04-07,3.706
2023-04-08,3.706
2023-04-09,3.706
2023-04-10,4.062
2023-04-11,4.081
2023-04-12,4.044
2023-04-13,4.161
2023-04-14,4.101
2023-04-15,4.101
2023-04-16,4.101
2023-04-17,4.217
2023-04-18,4.214
2023-04-19,4.25
2023-04-20,4.097
2023-04-21,3.898
2023-04-22,3.898
2023-04-23,3.898
2023-04-24,3.975
2023-04-25,3.836
2023-04-26,3.746
2023-04-27,3.692
2023-04-28,3.83
2023-04-29,3.83
2023-04-30,3.83
2023-05-01,3.75
2023-05-02,3.741
2023-05-03,3.658
2023-05-04,3.715
2023-05-05,3.88
2023-05-06,3.88
2023-05-07,3.88
2023-05-08,3.979
2023-05-09,4.019
2023-05-10,4.054
2023-05-11,3.944
2023-05-12,3.873
2023-05-13,3.873
2023-05-14,3.873
2023-05-15,3.916
2023-05-16,3.759
2023-05-17,3.754
2023-05-18,3.801
2023-05-19,3.733
2023-05-20,3.733
2023-05-21,3.733
2023-05-22,3.761
2023-05-23,3.733
2023-05-24,3.688
2023-05-25,3.567
2023-05-26,3.451
2023-05-27,3.451
2023-05-28,3.451
2023-05-29,3.451
2023-05-30,3.456
2023-05-31,3.311
2023-06-01,3.371
2023-06-02,3.74
2023-06-03,3.74
2023-06-04,3.74
2023-06-05,3.743
2023-06-06,3.766
2023-06-07,3.925
2023-06-08,3.794
2023-06-09,3.795
2023-06-10,3.795
2023-06-11,3.795
2023-06-12,3.662
2023-06-13,3.656
2023-06-14,3.711
2023-06-15,3.862
2023-06-16,3.94
2023-06-17,3.94
2023-06-18,3.94
2023-06-19,3.94
2023-06-20,4.022
2023-06-21,4.158
2023-06-22,4.057
