,EBSB US Equity
2020-04-28,13.819
2020-04-29,14.482
2020-04-30,13.465
2020-05-01,13.122
2020-05-02,13.122
2020-05-03,13.122
2020-05-04,12.825
2020-05-05,12.63
2020-05-06,12.208
2020-05-07,12.699
2020-05-08,13.088
2020-05-09,13.088
2020-05-10,13.088
2020-05-11,12.413
2020-05-12,11.922
2020-05-13,11.419
2020-05-14,11.453
2020-05-15,11.396
2020-05-16,11.396
2020-05-17,11.396
2020-05-18,12.928
2020-05-19,11.716
2020-05-20,12.379
2020-05-21,12.299
2020-05-22,12.128
2020-05-23,12.128
2020-05-24,12.128
2020-05-25,12.128
2020-05-26,12.79
2020-05-27,13.808
2020-05-28,13.339
2020-05-29,13.168
2020-05-30,13.168
2020-05-31,13.168
2020-06-01,13.053
2020-06-02,12.802
2020-06-03,13.442
2020-06-04,13.191
2020-06-05,15.031
2020-06-06,15.031
2020-06-07,15.031
2020-06-08,14.917
2020-06-09,14.676
2020-06-10,13.292
2020-06-11,12.335
2020-06-12,12.552
2020-06-13,12.552
2020-06-14,12.552
2020-06-15,12.7
2020-06-16,13.235
2020-06-17,12.773
2020-06-18,12.881
2020-06-19,12.632
2020-06-20,12.632
2020-06-21,12.632
2020-06-22,12.655
2020-06-23,12.564
2020-06-24,12.191
2020-06-25,12.508
2020-06-26,12.315
2020-06-27,12.315
2020-06-28,12.315
2020-06-29,12.847
2020-06-30,13.592
2020-07-01,12.971
2020-07-02,12.854
2020-07-03,12.854
2020-07-04,12.854
2020-07-05,12.854
2020-07-06,12.936
2020-07-07,12.585
2020-07-08,12.497
2020-07-09,12.268
2020-07-10,12.831
2020-07-11,12.831
2020-07-12,12.831
2020-07-13,12.854
2020-07-14,12.878
2020-07-15,13.885
2020-07-16,13.686
2020-07-17,13.299
2020-07-18,13.299
2020-07-19,13.299
2020-07-20,12.901
2020-07-21,13.733
2020-07-22,12.175
2020-07-23,12.124
2020-07-24,11.872
2020-07-25,11.872
2020-07-26,11.872
2020-07-27,11.499
2020-07-28,11.68
2020-07-29,11.68
2020-07-30,11.297
2020-07-31,11.204
2020-08-01,11.204
2020-08-02,11.204
2020-08-03,11.278
2020-08-04,11.229
2020-08-05,11.366
2020-08-06,11.405
2020-08-07,11.995
2020-08-08,11.995
2020-08-09,11.995
2020-08-10,12.27
2020-08-11,12.447
2020-08-12,12.339
2020-08-13,11.877
2020-08-14,12.044
2020-08-15,12.044
2020-08-16,12.044
2020-08-17,11.739
2020-08-18,11.396
2020-08-19,11.484
2020-08-20,11.278
2020-08-21,11.16
2020-08-22,11.16
2020-08-23,11.16
2020-08-24,11.543
2020-08-25,11.415
2020-08-26,11.219
2020-08-27,11.415
2020-08-28,11.455
2020-08-29,11.455
2020-08-30,11.455
2020-08-31,11.435
2020-09-01,11.425
2020-09-02,11.391
2020-09-03,11.405
2020-09-04,11.351
2020-09-05,11.351
2020-09-06,11.351
2020-09-07,11.351
2020-09-08,11.003
2020-09-09,10.944
2020-09-10,10.993
2020-09-11,10.914
2020-09-12,10.914
2020-09-13,10.914
2020-09-14,10.983
2020-09-15,10.855
2020-09-16,10.984
2020-09-17,10.835
2020-09-18,10.667
2020-09-19,10.667
2020-09-20,10.667
2020-09-21,10.133
2020-09-22,10.004
2020-09-23,9.727
2020-09-24,9.905
2020-09-25,9.866
2020-09-26,9.866
2020-09-27,9.866
2020-09-28,10.271
2020-09-29,10.133
2020-09-30,10.242
2020-10-01,10.39
2020-10-02,10.667
2020-10-03,10.667
2020-10-04,10.667
2020-10-05,11.083
2020-10-06,11.053
2020-10-07,11.409
2020-10-08,11.578
2020-10-09,11.558
2020-10-10,11.558
2020-10-11,11.558
2020-10-12,11.776
2020-10-13,11.429
2020-10-14,11.241
2020-10-15,11.498
2020-10-16,11.637
2020-10-17,11.637
2020-10-18,11.637
2020-10-19,11.538
2020-10-20,11.686
2020-10-21,11.746
2020-10-22,12.211
2020-10-23,12.419
2020-10-24,12.419
2020-10-25,12.419
2020-10-26,11.716
2020-10-27,11.469
2020-10-28,10.368
2020-10-29,10.662
2020-10-30,10.424
2020-10-31,10.424
2020-11-01,10.424
2020-11-02,10.206
2020-11-03,10.31
2020-11-04,9.58
2020-11-05,9.684
2020-11-06,9.459
2020-11-07,9.459
2020-11-08,9.459
2020-11-09,10.872
2020-11-10,11.218
2020-11-11,10.969
2020-11-12,10.728
2020-11-13,10.953
2020-11-14,10.953
2020-11-15,10.953
2020-11-16,11.675
2020-11-17,11.619
2020-11-18,11.34
2020-11-19,11.46
2020-11-20,11.322
2020-11-21,11.322
2020-11-22,11.322
2020-11-23,11.386
2020-11-24,11.942
2020-11-25,11.616
2020-11-26,11.616
2020-11-27,11.425
2020-11-28,11.425
2020-11-29,11.425
2020-11-30,10.841
2020-12-01,11.131
2020-12-02,11.282
2020-12-03,11.266
2020-12-04,11.576
2020-12-05,11.576
2020-12-06,11.576
2020-12-07,11.576
2020-12-08,11.513
2020-12-09,11.6
2020-12-10,11.544
2020-12-11,11.497
2020-12-12,11.497
2020-12-13,11.497
2020-12-14,11.449
2020-12-15,11.703
2020-12-16,11.735
2020-12-17,11.83
2020-12-18,11.576
2020-12-19,11.576
2020-12-20,11.576
2020-12-21,11.52
2020-12-22,11.456
2020-12-23,11.832
2020-12-24,11.768
2020-12-25,11.768
2020-12-26,11.768
2020-12-27,11.768
2020-12-28,12.032
2020-12-29,11.856
2020-12-30,11.896
2020-12-31,11.912
2021-01-01,11.912
2021-01-02,11.912
2021-01-03,11.912
2021-01-04,11.688
2021-01-05,11.792
2021-01-06,12.703
2021-01-07,12.815
2021-01-08,12.543
2021-01-09,12.543
2021-01-10,12.543
2021-01-11,12.667
2021-01-12,12.87
2021-01-13,12.743
2021-01-14,12.958
2021-01-15,12.783
2021-01-16,12.783
2021-01-17,12.783
2021-01-18,12.783
2021-01-19,12.838
2021-01-20,12.791
2021-01-21,12.439
2021-01-22,12.607
2021-01-23,12.607
2021-01-24,12.607
2021-01-25,12.543
2021-01-26,12.303
2021-01-27,11.592
2021-01-28,12.059
2021-01-29,11.659
2021-01-30,11.659
2021-01-31,11.659
2021-02-01,10.942
2021-02-02,11.216
2021-02-03,11.123
2021-02-04,10.559
2021-02-05,10.54
2021-02-06,10.54
2021-02-07,10.54
2021-02-08,11.486
2021-02-09,11.543
2021-02-10,11.599
2021-02-11,11.522
2021-02-12,11.606
2021-02-13,11.606
2021-02-14,11.606
2021-02-15,11.606
2021-02-16,11.613
2021-02-17,11.585
2021-02-18,11.451
2021-02-19,11.788
2021-02-20,11.788
2021-02-21,11.788
2021-02-22,11.859
2021-02-23,11.957
2021-02-24,12.013
2021-02-25,11.978
2021-02-26,11.76
2021-02-27,11.76
2021-02-28,11.76
2021-03-01,12.118
2021-03-02,12.153
2021-03-03,12.455
2021-03-04,12.483
2021-03-05,12.813
2021-03-06,12.813
2021-03-07,12.813
2021-03-08,13.143
2021-03-09,12.975
2021-03-10,13.221
2021-03-11,13.326
2021-03-12,13.551
2021-03-13,13.551
2021-03-14,13.551
2021-03-15,13.34
2021-03-16,13.284
2021-03-17,13.383
2021-03-18,13.312
2021-03-19,13.489
2021-03-20,13.489
2021-03-21,13.489
2021-03-22,13.143
2021-03-23,12.79
2021-03-24,12.747
2021-03-25,13.065
2021-03-26,13.453
2021-03-27,13.453
2021-03-28,13.453
2021-03-29,12.334
2021-03-30,12.447
2021-03-31,12.267
2021-04-01,12.414
2021-04-02,12.414
2021-04-03,12.414
2021-04-04,12.414
2021-04-05,12.513
2021-04-06,12.367
2021-04-07,12.274
2021-04-08,12.314
2021-04-09,12.287
2021-04-10,12.287
2021-04-11,12.287
2021-04-12,12.739
2021-04-13,12.463
2021-04-14,12.705
2021-04-15,12.718
2021-04-16,12.681
2021-04-17,12.681
2021-04-18,12.681
2021-04-19,12.608
2021-04-20,12.256
2021-04-21,12.367
2021-04-22,12.298
2021-04-23,15.127
2021-04-24,15.127
2021-04-25,15.127
2021-04-26,15.486
2021-04-27,15.582
2021-04-28,15.631
2021-04-29,15.465
2021-04-30,15.258
2021-05-01,15.258
2021-05-02,15.258
2021-05-03,15.465
2021-05-04,15.348
2021-05-05,15.127
2021-05-06,15.127
2021-05-07,14.865
2021-05-08,14.865
2021-05-09,14.865
2021-05-10,14.754
2021-05-11,14.492
2021-05-12,14.175
2021-05-13,14.589
2021-05-14,14.961
2021-05-15,14.961
2021-05-16,14.961
2021-05-17,14.989
2021-05-18,14.651
2021-05-19,14.547
2021-05-20,14.699
2021-05-21,14.885
2021-05-22,14.885
2021-05-23,14.885
2021-05-24,14.74
2021-05-25,14.347
2021-05-26,14.761
2021-05-27,15.134
2021-05-28,15.217
2021-05-29,15.217
2021-05-30,15.217
2021-05-31,15.217
2021-06-01,15.299
2021-06-02,15.051
2021-06-03,15.182
2021-06-04,15.155
2021-06-05,15.155
2021-06-06,15.155
2021-06-07,15.286
2021-06-08,15.237
2021-06-09,15.086
2021-06-10,14.954
2021-06-11,14.803
2021-06-12,14.803
2021-06-13,14.803
2021-06-14,14.692
2021-06-15,14.899
2021-06-16,15.183
2021-06-17,14.698
2021-06-18,14.095
2021-06-19,14.095
2021-06-20,14.095
2021-06-21,14.525
2021-06-22,14.539
2021-06-23,14.532
2021-06-24,14.677
2021-06-25,14.691
2021-06-26,14.691
2021-06-27,14.691
2021-06-28,14.15
2021-06-29,14.102
2021-06-30,14.185
2021-07-01,13.026
2021-07-02,12.867
2021-07-03,12.867
2021-07-04,12.867
2021-07-05,12.867
2021-07-06,12.416
2021-07-07,12.377
2021-07-08,12.117
2021-07-09,12.416
2021-07-10,12.416
2021-07-11,12.416
2021-07-12,12.435
2021-07-13,12.282
2021-07-14,12.346
2021-07-15,12.543
2021-07-16,12.295
2021-07-17,12.295
2021-07-18,12.295
2021-07-19,12.066
2021-07-20,12.174
2021-07-21,12.244
2021-07-22,11.971
2021-07-23,12.209
2021-07-24,12.209
2021-07-25,12.209
2021-07-26,12.299
2021-07-27,12.164
2021-07-28,12.325
2021-07-29,12.422
2021-07-30,12.306
2021-07-31,12.306
2021-08-01,12.306
2021-08-02,12.441
2021-08-03,12.551
2021-08-04,12.37
2021-08-05,12.499
2021-08-06,12.86
2021-08-07,12.86
2021-08-08,12.86
2021-08-09,12.827
2021-08-10,13.259
2021-08-11,13.33
2021-08-12,13.33
2021-08-13,13.24
2021-08-14,13.24
2021-08-15,13.24
2021-08-16,13.304
2021-08-17,13.143
2021-08-18,13.021
2021-08-19,13.104
2021-08-20,13.465
2021-08-21,13.465
2021-08-22,13.465
2021-08-23,13.6
2021-08-24,13.471
2021-08-25,13.458
2021-08-26,13.291
2021-08-27,13.581
2021-08-28,13.581
2021-08-29,13.581
2021-08-30,13.252
2021-08-31,13.381
2021-09-01,13.304
2021-09-02,13.259
2021-09-03,13.175
2021-09-04,13.175
2021-09-05,13.175
2021-09-06,13.175
2021-09-07,13.001
2021-09-08,12.924
2021-09-09,12.776
2021-09-10,12.447
2021-09-11,12.447
2021-09-12,12.447
2021-09-13,12.538
2021-09-14,12.203
2021-09-15,12.319
2021-09-16,12.383
2021-09-17,12.621
2021-09-18,12.621
2021-09-19,12.621
2021-09-20,12.304
2021-09-21,12.343
2021-09-22,12.57
2021-09-23,13.036
2021-09-24,13.094
2021-09-25,13.094
2021-09-26,13.094
2021-09-27,13.495
2021-09-28,13.359
2021-09-29,13.696
2021-09-30,13.437
2021-10-01,13.987
2021-10-02,13.987
2021-10-03,13.987
2021-10-04,14.026
2021-10-05,13.722
2021-10-06,13.864
2021-10-07,14.233
2021-10-08,14.375
2021-10-09,14.375
2021-10-10,14.375
2021-10-11,14.472
2021-10-12,14.369
2021-10-13,14.11
2021-10-14,14.168
2021-10-15,14.233
2021-10-16,14.233
2021-10-17,14.233
2021-10-18,14.382
2021-10-19,14.498
2021-10-20,14.951
2021-10-21,14.751
2021-10-22,15.127
2021-10-23,15.127
2021-10-24,15.127
2021-10-25,14.873
2021-10-26,14.684
2021-10-27,14.489
2021-10-28,15.062
2021-10-29,15.114
2021-10-30,15.114
2021-10-31,15.114
2021-11-01,15.648
2021-11-02,15.668
2021-11-03,16.189
2021-11-04,16.013
2021-11-05,16.143
2021-11-06,16.143
2021-11-07,16.143
2021-11-08,16.82
2021-11-09,16.773
2021-11-10,16.213
2021-11-11,16.433
2021-11-12,16.1
2021-11-13,16.1
2021-11-14,16.1
2021-11-15,16.1
2021-11-16,16.1
2021-11-17,16.1
2021-11-18,16.1
2021-11-19,16.1
2021-11-20,16.1
2021-11-21,16.1
2021-11-22,16.1
2021-11-23,16.1
2021-11-24,16.1
2021-11-25,16.1
2021-11-26,16.1
2021-11-27,16.1
2021-11-28,16.1
2021-11-29,16.1
2021-11-30,16.1
2021-12-01,16.1
2021-12-02,16.1
2021-12-03,16.1
2021-12-04,16.1
2021-12-05,16.1
2021-12-06,16.1
2021-12-07,16.1
2021-12-08,16.1
2021-12-09,16.1
2021-12-10,16.1
2021-12-11,16.1
2021-12-12,16.1
2021-12-13,16.1
2021-12-14,16.1
2021-12-15,16.1
2021-12-16,16.1
2021-12-17,16.1
2021-12-18,16.1
2021-12-19,16.1
2021-12-20,16.1
2021-12-21,16.1
2021-12-22,16.1
2021-12-23,16.1
2021-12-24,16.1
2021-12-25,16.1
2021-12-26,16.1
2021-12-27,16.1
2021-12-28,16.1
2021-12-29,16.1
2021-12-30,16.1
2021-12-31,16.1
2022-01-01,16.1
2022-01-02,16.1
2022-01-03,16.1
2022-01-04,16.1
2022-01-05,16.1
2022-01-06,16.1
2022-01-07,16.1
2022-01-08,16.1
2022-01-09,16.1
2022-01-10,16.1
2022-01-11,16.1
2022-01-12,16.1
2022-01-13,16.1
2022-01-14,16.1
2022-01-15,16.1
2022-01-16,16.1
2022-01-17,16.1
2022-01-18,16.1
2022-01-19,16.1
2022-01-20,16.1
2022-01-21,16.1
2022-01-22,16.1
2022-01-23,16.1
2022-01-24,16.1
2022-01-25,16.1
2022-01-26,16.1
2022-01-27,16.1
2022-01-28,16.1
2022-01-29,16.1
2022-01-30,16.1
2022-01-31,16.1
2022-02-01,16.1
2022-02-02,16.1
2022-02-03,16.1
2022-02-04,16.1
2022-02-05,16.1
2022-02-06,16.1
2022-02-07,16.1
2022-02-08,16.1
2022-02-09,16.1
2022-02-10,16.1
2022-02-11,16.1
2022-02-12,16.1
2022-02-13,16.1
2022-02-14,16.1
2022-02-15,16.1
2022-02-16,16.1
2022-02-17,16.1
2022-02-18,16.1
2022-02-19,16.1
2022-02-20,16.1
2022-02-21,16.1
2022-02-22,16.1
2022-02-23,16.1
2022-02-24,16.1
2022-02-25,16.1
2022-02-26,16.1
2022-02-27,16.1
2022-02-28,16.1
2022-03-01,16.1
2022-03-02,16.1
2022-03-03,16.1
2022-03-04,16.1
2022-03-05,16.1
2022-03-06,16.1
2022-03-07,16.1
2022-03-08,16.1
2022-03-09,16.1
2022-03-10,16.1
2022-03-11,16.1
2022-03-12,16.1
2022-03-13,16.1
2022-03-14,16.1
2022-03-15,16.1
2022-03-16,16.1
2022-03-17,16.1
2022-03-18,16.1
2022-03-19,16.1
2022-03-20,16.1
2022-03-21,16.1
2022-03-22,16.1
2022-03-23,16.1
2022-03-24,16.1
2022-03-25,16.1
2022-03-26,16.1
2022-03-27,16.1
2022-03-28,16.1
2022-03-29,16.1
2022-03-30,16.1
2022-03-31,16.1
2022-04-01,16.1
2022-04-02,16.1
2022-04-03,16.1
2022-04-04,16.1
2022-04-05,16.1
2022-04-06,16.1
2022-04-07,16.1
2022-04-08,16.1
2022-04-09,16.1
2022-04-10,16.1
2022-04-11,16.1
2022-04-12,16.1
2022-04-13,16.1
2022-04-14,16.1
2022-04-15,16.1
2022-04-16,16.1
2022-04-17,16.1
2022-04-18,16.1
2022-04-19,16.1
2022-04-20,16.1
2022-04-21,16.1
2022-04-22,16.1
2022-04-23,16.1
2022-04-24,16.1
2022-04-25,16.1
2022-04-26,16.1
2022-04-27,16.1
2022-04-28,16.1
2022-04-29,16.1
2022-04-30,16.1
2022-05-01,16.1
2022-05-02,16.1
2022-05-03,16.1
2022-05-04,16.1
2022-05-05,16.1
2022-05-06,16.1
2022-05-07,16.1
2022-05-08,16.1
2022-05-09,16.1
2022-05-10,16.1
2022-05-11,16.1
2022-05-12,16.1
2022-05-13,16.1
2022-05-14,16.1
2022-05-15,16.1
2022-05-16,16.1
2022-05-17,16.1
2022-05-18,16.1
2022-05-19,16.1
2022-05-20,16.1
2022-05-21,16.1
2022-05-22,16.1
2022-05-23,16.1
2022-05-24,16.1
2022-05-25,16.1
2022-05-26,16.1
2022-05-27,16.1
2022-05-28,16.1
2022-05-29,16.1
2022-05-30,16.1
2022-05-31,16.1
2022-06-01,16.1
2022-06-02,16.1
2022-06-03,16.1
2022-06-04,16.1
2022-06-05,16.1
2022-06-06,16.1
2022-06-07,16.1
2022-06-08,16.1
2022-06-09,16.1
2022-06-10,16.1
2022-06-11,16.1
2022-06-12,16.1
2022-06-13,16.1
2022-06-14,16.1
2022-06-15,16.1
2022-06-16,16.1
2022-06-17,16.1
2022-06-18,16.1
2022-06-19,16.1
2022-06-20,16.1
2022-06-21,16.1
2022-06-22,16.1
2022-06-23,16.1
2022-06-24,16.1
2022-06-25,16.1
2022-06-26,16.1
2022-06-27,16.1
2022-06-28,16.1
2022-06-29,16.1
2022-06-30,16.1
2022-07-01,16.1
2022-07-02,16.1
2022-07-03,16.1
2022-07-04,16.1
2022-07-05,16.1
2022-07-06,16.1
2022-07-07,16.1
2022-07-08,16.1
2022-07-09,16.1
2022-07-10,16.1
2022-07-11,16.1
2022-07-12,16.1
2022-07-13,16.1
2022-07-14,16.1
2022-07-15,16.1
2022-07-16,16.1
2022-07-17,16.1
2022-07-18,16.1
2022-07-19,16.1
2022-07-20,16.1
2022-07-21,16.1
2022-07-22,16.1
2022-07-23,16.1
2022-07-24,16.1
2022-07-25,16.1
2022-07-26,16.1
2022-07-27,16.1
2022-07-28,16.1
2022-07-29,16.1
2022-07-30,16.1
2022-07-31,16.1
2022-08-01,16.1
2022-08-02,16.1
2022-08-03,16.1
2022-08-04,16.1
2022-08-05,16.1
2022-08-06,16.1
2022-08-07,16.1
2022-08-08,16.1
2022-08-09,16.1
2022-08-10,16.1
2022-08-11,16.1
2022-08-12,16.1
2022-08-13,16.1
2022-08-14,16.1
2022-08-15,16.1
2022-08-16,16.1
2022-08-17,16.1
2022-08-18,16.1
2022-08-19,16.1
2022-08-20,16.1
2022-08-21,16.1
2022-08-22,16.1
2022-08-23,16.1
2022-08-24,16.1
2022-08-25,16.1
2022-08-26,16.1
2022-08-27,16.1
2022-08-28,16.1
2022-08-29,16.1
2022-08-30,16.1
2022-08-31,16.1
2022-09-01,16.1
2022-09-02,16.1
2022-09-03,16.1
2022-09-04,16.1
2022-09-05,16.1
2022-09-06,16.1
2022-09-07,16.1
2022-09-08,16.1
2022-09-09,16.1
2022-09-10,16.1
2022-09-11,16.1
2022-09-12,16.1
2022-09-13,16.1
2022-09-14,16.1
2022-09-15,16.1
2022-09-16,16.1
2022-09-17,16.1
2022-09-18,16.1
2022-09-19,16.1
2022-09-20,16.1
2022-09-21,16.1
2022-09-22,16.1
2022-09-23,16.1
2022-09-24,16.1
2022-09-25,16.1
2022-09-26,16.1
2022-09-27,16.1
2022-09-28,16.1
2022-09-29,16.1
2022-09-30,16.1
2022-10-01,16.1
2022-10-02,16.1
2022-10-03,16.1
2022-10-04,16.1
2022-10-05,16.1
2022-10-06,16.1
2022-10-07,16.1
2022-10-08,16.1
2022-10-09,16.1
2022-10-10,16.1
2022-10-11,16.1
2022-10-12,16.1
2022-10-13,16.1
2022-10-14,16.1
2022-10-15,16.1
2022-10-16,16.1
2022-10-17,16.1
2022-10-18,16.1
2022-10-19,16.1
2022-10-20,16.1
2022-10-21,16.1
2022-10-22,16.1
2022-10-23,16.1
2022-10-24,16.1
2022-10-25,16.1
2022-10-26,16.1
2022-10-27,16.1
2022-10-28,16.1
2022-10-29,16.1
2022-10-30,16.1
2022-10-31,16.1
2022-11-01,16.1
2022-11-02,16.1
2022-11-03,16.1
2022-11-04,16.1
2022-11-05,16.1
2022-11-06,16.1
2022-11-07,16.1
2022-11-08,16.1
2022-11-09,16.1
2022-11-10,16.1
2022-11-11,16.1
2022-11-12,16.1
2022-11-13,16.1
2022-11-14,16.1
2022-11-15,16.1
2022-11-16,16.1
2022-11-17,16.1
2022-11-18,16.1
2022-11-19,16.1
2022-11-20,16.1
2022-11-21,16.1
2022-11-22,16.1
2022-11-23,16.1
2022-11-24,16.1
2022-11-25,16.1
2022-11-26,16.1
2022-11-27,16.1
2022-11-28,16.1
2022-11-29,16.1
2022-11-30,16.1
2022-12-01,16.1
2022-12-02,16.1
2022-12-03,16.1
2022-12-04,16.1
2022-12-05,16.1
2022-12-06,16.1
2022-12-07,16.1
2022-12-08,16.1
2022-12-09,16.1
2022-12-10,16.1
2022-12-11,16.1
2022-12-12,16.1
2022-12-13,16.1
2022-12-14,16.1
2022-12-15,16.1
2022-12-16,16.1
2022-12-17,16.1
2022-12-18,16.1
2022-12-19,16.1
2022-12-20,16.1
2022-12-21,16.1
2022-12-22,16.1
2022-12-23,16.1
2022-12-24,16.1
2022-12-25,16.1
2022-12-26,16.1
2022-12-27,16.1
2022-12-28,16.1
2022-12-29,16.1
2022-12-30,16.1
2022-12-31,16.1
2023-01-01,16.1
2023-01-02,16.1
2023-01-03,16.1
2023-01-04,16.1
2023-01-05,16.1
2023-01-06,16.1
2023-01-07,16.1
2023-01-08,16.1
2023-01-09,16.1
2023-01-10,16.1
2023-01-11,16.1
2023-01-12,16.1
2023-01-13,16.1
2023-01-14,16.1
2023-01-15,16.1
2023-01-16,16.1
2023-01-17,16.1
2023-01-18,16.1
2023-01-19,16.1
2023-01-20,16.1
2023-01-21,16.1
2023-01-22,16.1
2023-01-23,16.1
2023-01-24,16.1
2023-01-25,16.1
2023-01-26,16.1
2023-01-27,16.1
2023-01-28,16.1
2023-01-29,16.1
2023-01-30,16.1
2023-01-31,16.1
2023-02-01,16.1
2023-02-02,16.1
2023-02-03,16.1
2023-02-04,16.1
2023-02-05,16.1
2023-02-06,16.1
2023-02-07,16.1
2023-02-08,16.1
2023-02-09,16.1
2023-02-10,16.1
2023-02-11,16.1
2023-02-12,16.1
2023-02-13,16.1
2023-02-14,16.1
2023-02-15,16.1
2023-02-16,16.1
2023-02-17,16.1
2023-02-18,16.1
2023-02-19,16.1
2023-02-20,16.1
2023-02-21,16.1
2023-02-22,16.1
2023-02-23,16.1
2023-02-24,16.1
2023-02-25,16.1
2023-02-26,16.1
2023-02-27,16.1
2023-02-28,16.1
2023-03-01,16.1
2023-03-02,16.1
2023-03-03,16.1
2023-03-04,16.1
2023-03-05,16.1
2023-03-06,16.1
2023-03-07,16.1
2023-03-08,16.1
2023-03-09,16.1
2023-03-10,16.1
2023-03-11,16.1
2023-03-12,16.1
2023-03-13,16.1
2023-03-14,16.1
2023-03-15,16.1
2023-03-16,16.1
2023-03-17,16.1
2023-03-18,16.1
2023-03-19,16.1
2023-03-20,16.1
2023-03-21,16.1
2023-03-22,16.1
2023-03-23,16.1
2023-03-24,16.1
2023-03-25,16.1
2023-03-26,16.1
2023-03-27,16.1
2023-03-28,16.1
2023-03-29,16.1
2023-03-30,16.1
2023-03-31,16.1
2023-04-01,16.1
2023-04-02,16.1
2023-04-03,16.1
2023-04-04,16.1
2023-04-05,16.1
2023-04-06,16.1
2023-04-07,16.1
2023-04-08,16.1
2023-04-09,16.1
2023-04-10,16.1
2023-04-11,16.1
2023-04-12,16.1
2023-04-13,16.1
2023-04-14,16.1
2023-04-15,16.1
2023-04-16,16.1
2023-04-17,16.1
2023-04-18,16.1
2023-04-19,16.1
2023-04-20,16.1
2023-04-21,16.1
2023-04-22,16.1
2023-04-23,16.1
2023-04-24,16.1
2023-04-25,16.1
2023-04-26,16.1
2023-04-27,16.1
2023-04-28,16.1
2023-04-29,16.1
2023-04-30,16.1
2023-05-01,16.1
2023-05-02,16.1
2023-05-03,16.1
2023-05-04,16.1
2023-05-05,16.1
2023-05-06,16.1
2023-05-07,16.1
2023-05-08,16.1
2023-05-09,16.1
2023-05-10,16.1
2023-05-11,16.1
2023-05-12,16.1
2023-05-13,16.1
2023-05-14,16.1
2023-05-15,16.1
2023-05-16,16.1
2023-05-17,16.1
2023-05-18,16.1
2023-05-19,16.1
2023-05-20,16.1
2023-05-21,16.1
2023-05-22,16.1
2023-05-23,16.1
2023-05-24,16.1
2023-05-25,16.1
2023-05-26,16.1
2023-05-27,16.1
2023-05-28,16.1
2023-05-29,16.1
2023-05-30,16.1
2023-05-31,16.1
2023-06-01,16.1
2023-06-02,16.1
2023-06-03,16.1
2023-06-04,16.1
2023-06-05,16.1
2023-06-06,16.1
2023-06-07,16.1
2023-06-08,16.1
2023-06-09,16.1
2023-06-10,16.1
2023-06-11,16.1
2023-06-12,16.1
2023-06-13,16.1
2023-06-14,16.1
2023-06-15,16.1
2023-06-16,16.1
2023-06-17,16.1
2023-06-18,16.1
2023-06-19,16.1
2023-06-20,16.1
2023-06-21,16.1
2023-06-22,16.1
