,CMI US Equity
2021-01-19,11.925
2021-01-20,11.833
2021-01-21,12.408
2021-01-22,12.357
2021-01-23,12.357
2021-01-24,12.357
2021-01-25,12.334
2021-01-26,12.348
2021-01-27,11.962
2021-01-28,12.117
2021-01-29,11.727
2021-01-30,11.727
2021-01-31,11.727
2021-02-01,11.655
2021-02-02,11.701
2021-02-03,11.784
2021-02-04,11.61
2021-02-05,11.197
2021-02-06,11.197
2021-02-07,11.197
2021-02-08,11.766
2021-02-09,12.08
2021-02-10,12.087
2021-02-11,11.993
2021-02-12,11.744
2021-02-13,11.744
2021-02-14,11.744
2021-02-15,11.744
2021-02-16,11.768
2021-02-17,11.649
2021-02-18,11.707
2021-02-19,11.954
2021-02-20,11.954
2021-02-21,11.954
2021-02-22,12.075
2021-02-23,12.154
2021-02-24,12.553
2021-02-25,12.379
2021-02-26,12.266
2021-02-27,12.266
2021-02-28,12.266
2021-03-01,12.74
2021-03-02,12.483
2021-03-03,12.676
2021-03-04,12.528
2021-03-05,12.879
2021-03-06,12.879
2021-03-07,12.879
2021-03-08,13.022
2021-03-09,12.918
2021-03-10,13.231
2021-03-11,13.07
2021-03-12,13.27
2021-03-13,13.27
2021-03-14,13.27
2021-03-15,13.37
2021-03-16,12.931
2021-03-17,13.062
2021-03-18,12.995
2021-03-19,12.881
2021-03-20,12.881
2021-03-21,12.881
2021-03-22,12.764
2021-03-23,12.377
2021-03-24,12.484
2021-03-25,12.652
2021-03-26,12.713
2021-03-27,12.713
2021-03-28,12.713
2021-03-29,12.636
2021-03-30,12.766
2021-03-31,12.552
2021-04-01,12.485
2021-04-02,12.485
2021-04-03,12.485
2021-04-04,12.485
2021-04-05,12.499
2021-04-06,12.434
2021-04-07,12.338
2021-04-08,12.189
2021-04-09,12.305
2021-04-10,12.305
2021-04-11,12.305
2021-04-12,12.628
2021-04-13,12.589
2021-04-14,12.638
2021-04-15,12.664
2021-04-16,12.779
2021-04-17,12.779
2021-04-18,12.779
2021-04-19,12.705
2021-04-20,12.568
2021-04-21,12.717
2021-04-22,12.623
2021-04-23,12.688
2021-04-24,12.688
2021-04-25,12.688
2021-04-26,12.523
2021-04-27,12.464
2021-04-28,12.346
2021-04-29,12.413
2021-04-30,12.184
2021-05-01,12.184
2021-05-02,12.184
2021-05-03,12.26
2021-05-04,11.887
2021-05-05,12.112
2021-05-06,12.342
2021-05-07,12.363
2021-05-08,12.363
2021-05-09,12.363
2021-05-10,12.518
2021-05-11,12.243
2021-05-12,11.914
2021-05-13,12.157
2021-05-14,12.284
2021-05-15,12.284
2021-05-16,12.284
2021-05-17,12.314
2021-05-18,11.98
2021-05-19,11.986
2021-05-20,11.86
2021-05-21,11.935
2021-05-22,11.935
2021-05-23,11.935
2021-05-24,11.877
2021-05-25,11.822
2021-05-26,11.857
2021-05-27,12.047
2021-05-28,11.958
2021-05-29,11.958
2021-05-30,11.958
2021-05-31,11.958
2021-06-01,12.166
2021-06-02,12.078
2021-06-03,12.13
2021-06-04,12.281
2021-06-05,12.281
2021-06-06,12.281
2021-06-07,12.048
2021-06-08,12.081
2021-06-09,11.464
2021-06-10,11.262
2021-06-11,11.162
2021-06-12,11.162
2021-06-13,11.162
2021-06-14,11.092
2021-06-15,11.166
2021-06-16,10.983
2021-06-17,10.596
2021-06-18,10.403
2021-06-19,10.403
2021-06-20,10.403
2021-06-21,10.532
2021-06-22,10.582
2021-06-23,10.626
2021-06-24,10.675
2021-06-25,10.753
2021-06-26,10.753
2021-06-27,10.753
2021-06-28,10.772
2021-06-29,10.698
2021-06-30,10.885
2021-07-01,10.81
2021-07-02,10.797
2021-07-03,10.797
2021-07-04,10.797
2021-07-05,10.797
2021-07-06,10.551
2021-07-07,10.667
2021-07-08,10.603
2021-07-09,10.836
2021-07-10,10.836
2021-07-11,10.836
2021-07-12,10.796
2021-07-13,10.633
2021-07-14,10.524
2021-07-15,10.573
2021-07-16,10.507
2021-07-17,10.507
2021-07-18,10.507
2021-07-19,10.265
2021-07-20,10.477
2021-07-21,10.541
2021-07-22,10.455
2021-07-23,10.455
2021-07-24,10.455
2021-07-25,10.455
2021-07-26,10.414
2021-07-27,10.295
2021-07-28,10.216
2021-07-29,10.266
2021-07-30,10.22
2021-07-31,10.22
2021-08-01,10.22
2021-08-02,10.086
2021-08-03,10.244
2021-08-04,10.179
2021-08-05,10.056
2021-08-06,10.092
2021-08-07,10.092
2021-08-08,10.092
2021-08-09,10.161
2021-08-10,10.298
2021-08-11,10.652
2021-08-12,10.535
2021-08-13,10.472
2021-08-14,10.472
2021-08-15,10.472
2021-08-16,10.542
2021-08-17,10.39
2021-08-18,10.29
2021-08-19,10.262
2021-08-20,10.27
2021-08-21,10.27
2021-08-22,10.27
2021-08-23,10.428
2021-08-24,10.73
2021-08-25,10.836
2021-08-26,10.768
2021-08-27,10.919
2021-08-28,10.919
2021-08-29,10.919
2021-08-30,10.846
2021-08-31,10.723
2021-09-01,10.672
2021-09-02,10.77
2021-09-03,10.843
2021-09-04,10.843
2021-09-05,10.843
2021-09-06,10.843
2021-09-07,10.628
2021-09-08,10.621
2021-09-09,10.589
2021-09-10,10.604
2021-09-11,10.604
2021-09-12,10.604
2021-09-13,10.708
2021-09-14,10.536
2021-09-15,10.655
2021-09-16,10.44
2021-09-17,10.349
2021-09-18,10.349
2021-09-19,10.349
2021-09-20,10.066
2021-09-21,9.978
2021-09-22,10.073
2021-09-23,10.378
2021-09-24,10.347
2021-09-25,10.347
2021-09-26,10.347
2021-09-27,10.465
2021-09-28,10.429
2021-09-29,10.484
2021-09-30,10.206
2021-10-01,10.361
2021-10-02,10.361
2021-10-03,10.361
2021-10-04,10.341
2021-10-05,10.666
2021-10-06,10.662
2021-10-07,10.674
2021-10-08,10.784
2021-10-09,10.784
2021-10-10,10.784
2021-10-11,10.621
2021-10-12,10.427
2021-10-13,10.49
2021-10-14,10.821
2021-10-15,11.0
2021-10-16,11.0
2021-10-17,11.0
2021-10-18,10.943
2021-10-19,11.085
2021-10-20,11.21
2021-10-21,11.112
2021-10-22,11.112
2021-10-23,11.112
2021-10-24,11.112
2021-10-25,11.142
2021-10-26,11.029
2021-10-27,10.842
2021-10-28,11.206
2021-10-29,11.072
2021-10-30,11.072
2021-10-31,11.072
2021-11-01,11.325
2021-11-02,11.193
2021-11-03,10.893
2021-11-04,10.878
2021-11-05,10.967
2021-11-06,10.967
2021-11-07,10.967
2021-11-08,11.013
2021-11-09,10.927
2021-11-10,10.996
2021-11-11,10.931
2021-11-12,10.933
2021-11-13,10.933
2021-11-14,10.933
2021-11-15,10.919
2021-11-16,10.891
2021-11-17,10.727
2021-11-18,10.618
2021-11-19,10.422
2021-11-20,10.422
2021-11-21,10.422
2021-11-22,10.613
2021-11-23,10.606
2021-11-24,10.514
2021-11-25,10.514
2021-11-26,10.226
2021-11-27,10.226
2021-11-28,10.226
2021-11-29,10.114
2021-11-30,9.764
2021-12-01,9.735
2021-12-02,10.05
2021-12-03,10.103
2021-12-04,10.103
2021-12-05,10.103
2021-12-06,10.207
2021-12-07,10.231
2021-12-08,10.279
2021-12-09,10.149
2021-12-10,10.08
2021-12-11,10.08
2021-12-12,10.08
2021-12-13,9.989
2021-12-14,10.01
2021-12-15,10.104
2021-12-16,10.089
2021-12-17,9.754
2021-12-18,9.754
2021-12-19,9.754
2021-12-20,9.567
2021-12-21,9.787
2021-12-22,9.749
2021-12-23,9.89
2021-12-24,9.89
2021-12-25,9.89
2021-12-26,9.89
2021-12-27,9.993
2021-12-28,10.054
2021-12-29,10.109
2021-12-30,10.068
2021-12-31,10.082
2022-01-01,10.082
2022-01-02,10.082
2022-01-03,10.147
2022-01-04,10.534
2022-01-05,10.489
2022-01-06,10.639
2022-01-07,10.831
2022-01-08,10.831
2022-01-09,10.831
2022-01-10,10.571
2022-01-11,10.617
2022-01-12,10.584
2022-01-13,10.987
2022-01-14,11.072
2022-01-15,11.072
2022-01-16,11.072
2022-01-17,11.072
2022-01-18,11.0
2022-01-19,10.839
2022-01-20,10.634
2022-01-21,10.476
2022-01-22,10.476
2022-01-23,10.476
2022-01-24,10.506
2022-01-25,10.631
2022-01-26,10.593
2022-01-27,10.51
2022-01-28,10.365
2022-01-29,10.365
2022-01-30,10.365
2022-01-31,10.36
2022-02-01,10.578
2022-02-02,10.622
2022-02-03,10.733
2022-02-04,10.924
2022-02-05,10.924
2022-02-06,10.924
2022-02-07,10.728
2022-02-08,10.584
2022-02-09,10.679
2022-02-10,10.572
2022-02-11,10.522
2022-02-12,10.522
2022-02-13,10.522
2022-02-14,10.249
2022-02-15,10.386
2022-02-16,10.43
2022-02-17,10.281
2022-02-18,10.251
2022-02-19,10.251
2022-02-20,10.251
2022-02-21,10.251
2022-02-22,10.065
2022-02-23,9.753
2022-02-24,9.487
2022-02-25,9.543
2022-02-26,9.543
2022-02-27,9.543
2022-02-28,9.556
2022-03-01,9.179
2022-03-02,9.695
2022-03-03,9.784
2022-03-04,9.459
2022-03-05,9.459
2022-03-06,9.459
2022-03-07,8.876
2022-03-08,9.036
2022-03-09,9.29
2022-03-10,9.232
2022-03-11,9.143
2022-03-12,9.143
2022-03-13,9.143
2022-03-14,9.259
2022-03-15,9.292
2022-03-16,9.609
2022-03-17,9.632
2022-03-18,9.651
2022-03-19,9.651
2022-03-20,9.651
2022-03-21,9.63
2022-03-22,9.794
2022-03-23,9.717
2022-03-24,9.774
2022-03-25,9.794
2022-03-26,9.794
2022-03-27,9.794
2022-03-28,9.703
2022-03-29,9.921
2022-03-30,9.789
2022-03-31,9.581
2022-04-01,9.39
2022-04-02,9.39
2022-04-03,9.39
2022-04-04,9.449
2022-04-05,9.347
2022-04-06,9.273
2022-04-07,9.163
2022-04-08,9.097
2022-04-09,9.097
2022-04-10,9.097
2022-04-11,9.016
2022-04-12,9.0
2022-04-13,9.1
2022-04-14,9.163
2022-04-15,9.163
2022-04-16,9.163
2022-04-17,9.163
2022-04-18,9.176
2022-04-19,9.422
2022-04-20,9.587
2022-04-21,9.683
2022-04-22,9.375
2022-04-23,9.375
2022-04-24,9.375
2022-04-25,9.231
2022-04-26,8.97
2022-04-27,9.171
2022-04-28,9.153
2022-04-29,8.904
2022-04-30,8.904
2022-05-01,8.904
2022-05-02,9.171
2022-05-03,9.462
2022-05-04,9.764
2022-05-05,9.543
2022-05-06,9.435
2022-05-07,9.435
2022-05-08,9.435
2022-05-09,9.481
2022-05-10,9.253
2022-05-11,9.232
2022-05-12,9.37
2022-05-13,9.449
2022-05-14,9.449
2022-05-15,9.449
2022-05-16,9.523
2022-05-17,9.781
2022-05-18,9.592
2022-05-19,9.552
2022-05-20,9.336
2022-05-21,9.336
2022-05-22,9.336
2022-05-23,9.404
2022-05-24,9.298
2022-05-25,9.587
2022-05-26,9.628
2022-05-27,9.837
2022-05-28,9.837
2022-05-29,9.837
2022-05-30,9.837
2022-05-31,9.891
2022-06-01,9.831
2022-06-02,10.01
2022-06-03,9.981
2022-06-04,9.981
2022-06-05,9.981
2022-06-06,10.058
2022-06-07,10.245
2022-06-08,10.175
2022-06-09,10.066
2022-06-10,9.781
2022-06-11,9.781
2022-06-12,9.781
2022-06-13,9.338
2022-06-14,9.358
2022-06-15,9.479
2022-06-16,9.003
2022-06-17,9.117
2022-06-18,9.117
2022-06-19,9.117
2022-06-20,9.117
2022-06-21,9.338
2022-06-22,9.227
2022-06-23,8.74
2022-06-24,9.169
2022-06-25,9.169
2022-06-26,9.169
2022-06-27,9.186
2022-06-28,9.218
2022-06-29,9.11
2022-06-30,9.099
2022-07-01,9.127
2022-07-02,9.127
2022-07-03,9.127
2022-07-04,9.127
2022-07-05,9.125
2022-07-06,9.15
2022-07-07,9.468
2022-07-08,9.556
2022-07-09,9.556
2022-07-10,9.556
2022-07-11,9.378
2022-07-12,9.647
2022-07-13,9.571
2022-07-14,9.343
2022-07-15,9.472
2022-07-16,9.472
2022-07-17,9.472
2022-07-18,9.529
2022-07-19,10.33
2022-07-20,10.327
2022-07-21,10.349
2022-07-22,10.34
2022-07-23,10.34
2022-07-24,10.34
2022-07-25,10.395
2022-07-26,10.302
2022-07-27,10.54
2022-07-28,10.844
2022-07-29,11.152
2022-07-30,11.152
2022-07-31,11.152
2022-08-01,10.977
2022-08-02,10.821
2022-08-03,10.779
2022-08-04,10.867
2022-08-05,10.891
2022-08-06,10.891
2022-08-07,10.891
2022-08-08,11.003
2022-08-09,10.921
2022-08-10,11.174
2022-08-11,11.274
2022-08-12,11.47
2022-08-13,11.47
2022-08-14,11.47
2022-08-15,11.522
2022-08-16,11.556
2022-08-17,11.45
2022-08-18,11.419
2022-08-19,11.339
2022-08-20,11.339
2022-08-21,11.339
2022-08-22,11.131
2022-08-23,11.156
2022-08-24,11.17
2022-08-25,11.352
2022-08-26,11.031
2022-08-27,11.031
2022-08-28,11.031
2022-08-29,10.971
2022-08-30,10.816
2022-08-31,10.678
2022-09-01,10.655
2022-09-02,10.554
2022-09-03,10.554
2022-09-04,10.554
2022-09-05,10.554
2022-09-06,10.532
2022-09-07,10.709
2022-09-08,10.649
2022-09-09,10.831
2022-09-10,10.831
2022-09-11,10.831
2022-09-12,10.888
2022-09-13,10.381
2022-09-14,10.41
2022-09-15,10.307
2022-09-16,10.292
2022-09-17,10.292
2022-09-18,10.292
2022-09-19,10.483
2022-09-20,10.365
2022-09-21,10.271
2022-09-22,10.09
2022-09-23,9.941
2022-09-24,9.941
2022-09-25,9.941
2022-09-26,9.877
2022-09-27,9.901
2022-09-28,10.115
2022-09-29,9.97
2022-09-30,9.918
2022-10-01,9.918
2022-10-02,9.918
2022-10-03,10.214
2022-10-04,10.796
2022-10-05,10.907
2022-10-06,10.733
2022-10-07,10.6
2022-10-08,10.6
2022-10-09,10.6
2022-10-10,10.661
2022-10-11,10.416
2022-10-12,10.311
2022-10-13,10.598
2022-10-14,10.358
2022-10-15,10.358
2022-10-16,10.358
2022-10-17,10.398
2022-10-18,10.579
2022-10-19,10.618
2022-10-20,10.431
2022-10-21,11.023
2022-10-22,11.023
2022-10-23,11.023
2022-10-24,11.06
2022-10-25,11.113
2022-10-26,11.221
2022-10-27,11.314
2022-10-28,11.591
2022-10-29,11.591
2022-10-30,11.591
2022-10-31,11.578
2022-11-01,11.682
2022-11-02,11.424
2022-11-03,11.46
2022-11-04,11.736
2022-11-05,11.736
2022-11-06,11.736
2022-11-07,11.529
2022-11-08,11.657
2022-11-09,11.585
2022-11-10,11.801
2022-11-11,12.191
2022-11-12,12.191
2022-11-13,12.191
2022-11-14,12.235
2022-11-15,12.315
2022-11-16,12.279
2022-11-17,12.318
2022-11-18,12.413
2022-11-19,12.413
2022-11-20,12.413
2022-11-21,12.234
2022-11-22,12.403
2022-11-23,12.432
2022-11-24,12.432
2022-11-25,12.411
2022-11-26,12.411
2022-11-27,12.411
2022-11-28,12.174
2022-11-29,12.212
2022-11-30,12.447
2022-12-01,12.353
2022-12-02,12.377
2022-12-03,12.377
2022-12-04,12.377
2022-12-05,12.159
2022-12-06,12.181
2022-12-07,12.089
2022-12-08,12.072
2022-12-09,11.802
2022-12-10,11.802
2022-12-11,11.802
2022-12-12,11.999
2022-12-13,12.03
2022-12-14,12.012
2022-12-15,11.718
2022-12-16,11.703
2022-12-17,11.703
2022-12-18,11.703
2022-12-19,11.776
2022-12-20,11.789
2022-12-21,11.831
2022-12-22,11.756
2022-12-23,11.784
2022-12-24,11.784
2022-12-25,11.784
2022-12-26,11.784
2022-12-27,11.923
2022-12-28,11.786
2022-12-29,11.807
2022-12-30,11.835
2022-12-31,11.835
2023-01-01,11.835
2023-01-02,11.835
2023-01-03,11.774
2023-01-04,11.745
2023-01-05,11.563
2023-01-06,11.913
2023-01-07,11.913
2023-01-08,11.913
2023-01-09,11.971
2023-01-10,12.139
2023-01-11,12.259
2023-01-12,12.351
2023-01-13,12.477
2023-01-14,12.477
2023-01-15,12.477
2023-01-16,12.477
2023-01-17,12.305
2023-01-18,11.877
2023-01-19,11.588
2023-01-20,11.61
2023-01-21,11.61
2023-01-22,11.61
2023-01-23,11.98
2023-01-24,12.229
2023-01-25,11.998
2023-01-26,12.072
2023-01-27,12.117
2023-01-28,12.117
2023-01-29,12.117
2023-01-30,12.025
2023-01-31,12.158
2023-02-01,12.225
2023-02-02,12.491
2023-02-03,12.471
2023-02-04,12.471
2023-02-05,12.471
2023-02-06,12.352
2023-02-07,12.478
2023-02-08,12.252
2023-02-09,12.188
2023-02-10,12.226
2023-02-11,12.226
2023-02-12,12.226
2023-02-13,12.286
2023-02-14,12.265
2023-02-15,12.555
2023-02-16,12.663
2023-02-17,12.838
2023-02-18,12.838
2023-02-19,12.838
2023-02-20,12.838
2023-02-21,12.53
2023-02-22,12.467
2023-02-23,12.415
2023-02-24,12.251
2023-02-25,12.251
2023-02-26,12.251
2023-02-27,12.226
2023-02-28,12.22
2023-03-01,12.528
2023-03-02,12.712
2023-03-03,12.973
2023-03-04,12.973
2023-03-05,12.973
2023-03-06,12.963
2023-03-07,12.884
2023-03-08,13.024
2023-03-09,12.724
2023-03-10,12.279
2023-03-11,12.279
2023-03-12,12.279
2023-03-13,11.997
2023-03-14,12.075
2023-03-15,11.704
2023-03-16,11.773
2023-03-17,11.436
2023-03-18,11.436
2023-03-19,11.436
2023-03-20,11.678
2023-03-21,11.901
2023-03-22,11.65
2023-03-23,11.47
2023-03-24,11.31
2023-03-25,11.31
2023-03-26,11.31
2023-03-27,11.463
2023-03-28,11.591
2023-03-29,11.755
2023-03-30,11.824
2023-03-31,12.066
2023-04-01,12.066
2023-04-02,12.066
2023-04-03,12.054
2023-04-04,11.714
2023-04-05,11.146
2023-04-06,11.145
2023-04-07,11.145
2023-04-08,11.145
2023-04-09,11.145
2023-04-10,11.417
2023-04-11,11.636
2023-04-12,11.786
2023-04-13,11.698
2023-04-14,11.826
2023-04-15,11.826
2023-04-16,11.826
2023-04-17,11.87
2023-04-18,11.978
2023-04-19,11.936
2023-04-20,11.938
2023-04-21,11.856
2023-04-22,11.856
2023-04-23,11.856
2023-04-24,11.943
2023-04-25,11.869
2023-04-26,11.583
2023-04-27,11.738
2023-04-28,11.943
2023-04-29,11.943
2023-04-30,11.943
2023-05-01,11.927
2023-05-02,11.447
2023-05-03,11.249
2023-05-04,11.088
2023-05-05,11.335
2023-05-06,11.335
2023-05-07,11.335
2023-05-08,11.203
2023-05-09,11.094
2023-05-10,10.793
2023-05-11,10.863
2023-05-12,10.878
2023-05-13,10.878
2023-05-14,10.878
2023-05-15,10.953
2023-05-16,10.635
2023-05-17,10.796
2023-05-18,10.822
2023-05-19,10.924
2023-05-20,10.924
2023-05-21,10.924
2023-05-22,10.992
2023-05-23,10.889
2023-05-24,10.614
2023-05-25,10.636
2023-05-26,10.721
2023-05-27,10.721
2023-05-28,10.721
2023-05-29,10.721
2023-05-30,10.54
2023-05-31,10.273
2023-06-01,10.417
2023-06-02,10.968
2023-06-03,10.968
2023-06-04,10.968
2023-06-05,10.991
2023-06-06,11.222
2023-06-07,11.417
2023-06-08,11.426
2023-06-09,11.412
2023-06-10,11.412
2023-06-11,11.412
2023-06-12,11.568
2023-06-13,12.017
2023-06-14,11.799
2023-06-15,11.944
2023-06-16,11.875
2023-06-17,11.875
2023-06-18,11.875
2023-06-19,11.875
2023-06-20,11.74
2023-06-21,11.746
2023-06-22,11.629
