,LPLA US Equity
2023-06-23,11.475
2023-06-24,11.475
2023-06-25,11.475
2023-06-26,11.648
2023-06-27,11.729
2023-06-28,11.667
2023-06-29,12.022
2023-06-30,11.996
2023-07-01,11.996
2023-07-02,11.996
2023-07-03,12.166
2023-07-04,12.166
2023-07-05,12.054
2023-07-06,12.182
2023-07-07,12.418
2023-07-08,12.418
2023-07-09,12.418
2023-07-10,12.215
2023-07-11,12.238
2023-07-12,12.093
2023-07-13,12.15
2023-07-14,12.087
2023-07-15,12.087
2023-07-16,12.087
2023-07-17,12.381
2023-07-18,12.825
2023-07-19,12.569
2023-07-20,12.771
2023-07-21,12.631
2023-07-22,12.631
2023-07-23,12.631
2023-07-24,12.717
2023-07-25,12.78
2023-07-26,12.938
2023-07-27,12.985
2023-07-28,12.51
2023-07-29,12.51
2023-07-30,12.51
2023-07-31,12.597
2023-08-01,12.804
2023-08-02,12.739
2023-08-03,13.006
2023-08-04,12.7
2023-08-05,12.7
2023-08-06,12.7
2023-08-07,12.903
2023-08-08,12.718
2023-08-09,12.395
2023-08-10,12.427
2023-08-11,12.45
2023-08-12,12.45
2023-08-13,12.45
2023-08-14,12.551
2023-08-15,12.261
2023-08-16,12.217
2023-08-17,12.169
2023-08-18,12.498
2023-08-19,12.498
2023-08-20,12.498
2023-08-21,12.879
2023-08-22,12.704
2023-08-23,12.723
2023-08-24,13.06
2023-08-25,13.037
2023-08-26,13.037
2023-08-27,13.037
2023-08-28,13.225
2023-08-29,13.024
2023-08-30,13.04
2023-08-31,12.884
2023-09-01,13.062
2023-09-02,13.062
2023-09-03,13.062
2023-09-04,13.062
2023-09-05,12.999
2023-09-06,13.067
2023-09-07,13.099
2023-09-08,13.485
2023-09-09,13.485
2023-09-10,13.485
2023-09-11,13.395
2023-09-12,13.498
2023-09-13,13.503
2023-09-14,13.651
2023-09-15,13.74
2023-09-16,13.74
2023-09-17,13.74
2023-09-18,13.708
2023-09-19,13.764
2023-09-20,13.718
2023-09-21,13.283
2023-09-22,13.41
2023-09-23,13.41
2023-09-24,13.41
2023-09-25,13.383
2023-09-26,13.212
2023-09-27,13.183
2023-09-28,13.283
2023-09-29,13.215
2023-09-30,13.215
2023-10-01,13.215
2023-10-02,13.314
2023-10-03,12.886
2023-10-04,12.989
2023-10-05,13.117
2023-10-06,13.441
2023-10-07,13.441
2023-10-08,13.441
2023-10-09,13.344
2023-10-10,13.524
2023-10-11,13.507
2023-10-12,13.347
2023-10-13,13.391
2023-10-14,13.391
2023-10-15,13.391
2023-10-16,13.641
2023-10-17,13.991
2023-10-18,13.677
2023-10-19,13.274
2023-10-20,13.02
2023-10-21,13.02
2023-10-22,13.02
2023-10-23,12.881
2023-10-24,12.931
2023-10-25,12.706
2023-10-26,13.162
2023-10-27,13.512
2023-10-28,13.512
2023-10-29,13.512
2023-10-30,13.747
2023-10-31,13.757
2023-11-01,13.387
2023-11-02,13.47
2023-11-03,13.376
2023-11-04,13.376
2023-11-05,13.376
2023-11-06,13.552
2023-11-07,13.582
2023-11-08,13.708
2023-11-09,13.942
2023-11-10,14.041
2023-11-11,14.041
2023-11-12,14.041
2023-11-13,13.918
2023-11-14,13.641
2023-11-15,13.606
2023-11-16,13.603
2023-11-17,13.815
2023-11-18,13.815
2023-11-19,13.815
2023-11-20,13.855
2023-11-21,14.015
2023-11-22,13.931
2023-11-23,13.931
2023-11-24,14.085
2023-11-25,14.085
2023-11-26,14.085
2023-11-27,14.194
2023-11-28,13.323
2023-11-29,13.345
2023-11-30,13.696
2023-12-01,13.677
2023-12-02,13.677
2023-12-03,13.677
2023-12-04,13.703
2023-12-05,13.681
2023-12-06,13.358
2023-12-07,13.338
2023-12-08,13.817
2023-12-09,13.817
2023-12-10,13.817
2023-12-11,13.892
2023-12-12,14.056
2023-12-13,13.236
2023-12-14,13.236
2023-12-15,12.932
2023-12-16,12.932
2023-12-17,12.932
2023-12-18,13.446
2023-12-19,13.715
2023-12-20,13.653
2023-12-21,13.74
2023-12-22,13.91
2023-12-23,13.91
2023-12-24,13.91
2023-12-25,13.91
2023-12-26,14.003
2023-12-27,14.027
2023-12-28,14.076
2023-12-29,14.002
2023-12-30,14.002
2023-12-31,14.002
2024-01-01,14.002
2024-01-02,14.194
2024-01-03,14.325
2024-01-04,14.322
2024-01-05,14.437
2024-01-06,14.437
2024-01-07,14.437
2024-01-08,14.641
2024-01-09,14.412
2024-01-10,14.484
2024-01-11,14.379
2024-01-12,14.213
2024-01-13,14.213
2024-01-14,14.213
2024-01-15,14.213
2024-01-16,14.344
2024-01-17,14.407
2024-01-18,14.565
2024-01-19,14.747
2024-01-20,14.747
2024-01-21,14.747
2024-01-22,14.905
2024-01-23,14.842
2024-01-24,14.89
2024-01-25,14.804
2024-01-26,14.948
2024-01-27,14.948
2024-01-28,14.948
2024-01-29,14.78
2024-01-30,15.028
2024-01-31,14.699
2024-02-01,14.674
2024-02-02,15.441
2024-02-03,15.441
2024-02-04,15.441
2024-02-05,15.257
2024-02-06,14.844
2024-02-07,14.985
2024-02-08,14.986
2024-02-09,15.251
2024-02-10,15.251
2024-02-11,15.251
2024-02-12,15.449
2024-02-13,15.85
2024-02-14,15.704
2024-02-15,15.925
2024-02-16,15.937
2024-02-17,15.937
2024-02-18,15.937
2024-02-19,15.937
2024-02-20,15.777
2024-02-21,15.816
2024-02-22,16.196
2024-02-23,16.24
2024-02-24,16.24
2024-02-25,16.24
2024-02-26,16.522
2024-02-27,16.523
2024-02-28,16.549
2024-02-29,16.52
2024-03-01,16.418
2024-03-02,16.418
2024-03-03,16.418
2024-03-04,16.508
2024-03-05,16.301
2024-03-06,16.446
2024-03-07,16.573
2024-03-08,16.279
2024-03-09,16.279
2024-03-10,16.279
2024-03-11,16.305
2024-03-12,16.376
2024-03-13,16.21
2024-03-14,16.313
2024-03-15,16.612
2024-03-16,16.612
2024-03-17,16.612
2024-03-18,16.693
2024-03-19,16.691
2024-03-20,16.638
2024-03-21,16.942
2024-03-22,16.144
2024-03-23,16.144
2024-03-24,16.144
2024-03-25,16.232
2024-03-26,16.089
2024-03-27,16.235
2024-03-28,16.335
2024-03-29,16.335
2024-03-30,16.335
2024-03-31,16.335
2024-04-01,16.536
2024-04-02,16.467
2024-04-03,16.444
2024-04-04,16.025
2024-04-05,16.246
2024-04-06,16.246
2024-04-07,16.246
2024-04-08,16.475
