,CSX US Equity
2020-06-25,14.433
2020-06-26,13.944
2020-06-27,13.944
2020-06-28,13.944
2020-06-29,14.492
2020-06-30,14.754
2020-07-01,14.437
2020-07-02,14.568
2020-07-03,14.568
2020-07-04,14.568
2020-07-05,14.568
2020-07-06,14.862
2020-07-07,14.496
2020-07-08,14.619
2020-07-09,14.356
2020-07-10,14.336
2020-07-11,14.336
2020-07-12,14.336
2020-07-13,14.57
2020-07-14,14.718
2020-07-15,14.999
2020-07-16,15.086
2020-07-17,15.317
2020-07-18,15.317
2020-07-19,15.317
2020-07-20,15.19
2020-07-21,15.374
2020-07-22,15.708
2020-07-23,15.265
2020-07-24,15.296
2020-07-25,15.296
2020-07-26,15.296
2020-07-27,15.35
2020-07-28,15.03
2020-07-29,15.42
2020-07-30,15.06
2020-07-31,15.296
2020-08-01,15.296
2020-08-02,15.296
2020-08-03,15.084
2020-08-04,15.172
2020-08-05,15.315
2020-08-06,15.496
2020-08-07,15.637
2020-08-08,15.637
2020-08-09,15.637
2020-08-10,15.884
2020-08-11,16.111
2020-08-12,16.087
2020-08-13,15.866
2020-08-14,15.92
2020-08-15,15.92
2020-08-16,15.92
2020-08-17,16.079
2020-08-18,15.954
2020-08-19,15.877
2020-08-20,15.847
2020-08-21,15.894
2020-08-22,15.894
2020-08-23,15.894
2020-08-24,16.104
2020-08-25,16.259
2020-08-26,16.169
2020-08-27,16.336
2020-08-28,16.581
2020-08-29,16.581
2020-08-30,16.581
2020-08-31,16.45
2020-09-01,16.79
2020-09-02,16.713
2020-09-03,16.276
2020-09-04,16.246
2020-09-05,16.246
2020-09-06,16.246
2020-09-07,16.246
2020-09-08,16.192
2020-09-09,16.493
2020-09-10,16.312
2020-09-11,16.603
2020-09-12,16.603
2020-09-13,16.603
2020-09-14,16.988
2020-09-15,17.27
2020-09-16,17.072
2020-09-17,17.104
2020-09-18,17.175
2020-09-19,17.175
2020-09-20,17.175
2020-09-21,16.691
2020-09-22,16.744
2020-09-23,16.436
2020-09-24,16.421
2020-09-25,16.742
2020-09-26,16.742
2020-09-27,16.742
2020-09-28,17.01
2020-09-29,16.639
2020-09-30,16.654
2020-10-01,16.481
2020-10-02,16.543
2020-10-03,16.543
2020-10-04,16.543
2020-10-05,16.669
2020-10-06,16.451
2020-10-07,16.873
2020-10-08,16.663
2020-10-09,16.828
2020-10-10,16.828
2020-10-11,16.828
2020-10-12,16.189
2020-10-13,16.114
2020-10-14,16.374
2020-10-15,16.488
2020-10-16,16.301
2020-10-17,16.301
2020-10-18,16.301
2020-10-19,16.085
2020-10-20,16.305
2020-10-21,15.947
2020-10-22,16.473
2020-10-23,16.384
2020-10-24,16.384
2020-10-25,16.384
2020-10-26,15.847
2020-10-27,15.69
2020-10-28,15.256
2020-10-29,15.65
2020-10-30,15.861
2020-10-31,15.861
2020-11-01,15.861
2020-11-02,16.427
2020-11-03,16.921
2020-11-04,17.044
2020-11-05,17.486
2020-11-06,17.315
2020-11-07,17.315
2020-11-08,17.315
2020-11-09,17.721
2020-11-10,18.364
2020-11-11,18.091
2020-11-12,18.029
2020-11-13,18.203
2020-11-14,18.203
2020-11-15,18.203
2020-11-16,18.686
2020-11-17,18.585
2020-11-18,18.35
2020-11-19,18.424
2020-11-20,18.392
2020-11-21,18.392
2020-11-22,18.392
2020-11-23,18.497
2020-11-24,18.668
2020-11-25,18.533
2020-11-26,18.533
2020-11-27,18.394
2020-11-28,18.394
2020-11-29,18.394
2020-11-30,18.144
2020-12-01,18.259
2020-12-02,18.271
2020-12-03,18.221
2020-12-04,18.507
2020-12-05,18.507
2020-12-06,18.507
2020-12-07,18.544
2020-12-08,18.436
2020-12-09,18.483
2020-12-10,18.134
2020-12-11,18.221
2020-12-12,18.221
2020-12-13,18.221
2020-12-14,17.782
2020-12-15,18.042
2020-12-16,17.818
2020-12-17,18.108
2020-12-18,18.13
2020-12-19,18.13
2020-12-20,18.13
2020-12-21,17.936
2020-12-22,17.908
2020-12-23,17.932
2020-12-24,18.008
2020-12-25,18.008
2020-12-26,18.008
2020-12-27,18.008
2020-12-28,18.126
2020-12-29,17.864
2020-12-30,18.064
2020-12-31,18.148
2021-01-01,18.148
2021-01-02,18.148
2021-01-03,18.148
2021-01-04,17.596
2021-01-05,17.894
2021-01-06,18.37
2021-01-07,18.804
2021-01-08,19.166
2021-01-09,19.166
2021-01-10,19.166
2021-01-11,18.808
2021-01-12,18.788
2021-01-13,18.543
2021-01-14,18.318
2021-01-15,18.304
2021-01-16,18.304
2021-01-17,18.304
2021-01-18,18.304
2021-01-19,18.155
2021-01-20,18.263
2021-01-21,18.005
2021-01-22,17.385
2021-01-23,17.385
2021-01-24,17.385
2021-01-25,17.432
2021-01-26,17.224
2021-01-27,16.589
2021-01-28,17.145
2021-01-29,16.958
2021-01-30,16.958
2021-01-31,16.958
2021-02-01,17.214
2021-02-02,17.727
2021-02-03,17.663
2021-02-04,17.485
2021-02-05,17.511
2021-02-06,17.511
2021-02-07,17.511
2021-02-08,17.256
2021-02-09,17.495
2021-02-10,17.438
2021-02-11,17.551
2021-02-12,17.825
2021-02-13,17.825
2021-02-14,17.825
2021-02-15,17.825
2021-02-16,17.891
2021-02-17,17.741
2021-02-18,17.747
2021-02-19,18.155
2021-02-20,18.155
2021-02-21,18.155
2021-02-22,18.252
2021-02-23,18.076
2021-02-24,18.407
2021-02-25,18.229
2021-02-26,18.103
2021-02-27,18.103
2021-02-28,18.103
2021-03-01,18.41
2021-03-02,18.257
2021-03-03,18.045
2021-03-04,17.485
2021-03-05,18.152
2021-03-06,18.152
2021-03-07,18.152
2021-03-08,18.33
2021-03-09,18.372
2021-03-10,18.54
2021-03-11,18.586
2021-03-12,18.592
2021-03-13,18.592
2021-03-14,18.592
2021-03-15,18.519
2021-03-16,18.214
2021-03-17,18.253
2021-03-18,18.326
2021-03-19,17.982
2021-03-20,17.982
2021-03-21,17.982
2021-03-22,18.578
2021-03-23,18.408
2021-03-24,18.621
2021-03-25,18.892
2021-03-26,19.311
2021-03-27,19.311
2021-03-28,19.311
2021-03-29,19.342
2021-03-30,19.294
2021-03-31,19.304
2021-04-01,19.472
2021-04-02,19.472
2021-04-03,19.472
2021-04-04,19.472
2021-04-05,19.734
2021-04-06,19.442
2021-04-07,19.41
2021-04-08,19.316
2021-04-09,19.678
2021-04-10,19.678
2021-04-11,19.678
2021-04-12,19.742
2021-04-13,19.58
2021-04-14,19.692
2021-04-15,19.794
2021-04-16,19.748
2021-04-17,19.748
2021-04-18,19.748
2021-04-19,19.762
2021-04-20,19.564
2021-04-21,19.937
2021-04-22,19.768
2021-04-23,20.019
2021-04-24,20.019
2021-04-25,20.019
2021-04-26,19.865
2021-04-27,19.788
2021-04-28,19.706
2021-04-29,19.646
2021-04-30,19.56
2021-05-01,19.56
2021-05-02,19.56
2021-05-03,19.683
2021-05-04,19.735
2021-05-05,19.648
2021-05-06,19.912
2021-05-07,20.022
2021-05-08,20.022
2021-05-09,20.022
2021-05-10,20.028
2021-05-11,19.714
2021-05-12,19.345
2021-05-13,19.556
2021-05-14,19.747
2021-05-15,19.747
2021-05-16,19.747
2021-05-17,17.94
2021-05-18,17.672
2021-05-19,17.576
2021-05-20,17.562
2021-05-21,17.563
2021-05-22,17.563
2021-05-23,17.563
2021-05-24,17.753
2021-05-25,17.701
2021-05-26,17.948
2021-05-27,17.896
2021-05-28,17.94
2021-05-29,17.94
2021-05-30,17.94
2021-05-31,17.94
2021-06-01,19.329
2021-06-02,19.19
2021-06-03,19.213
2021-06-04,19.198
2021-06-05,19.198
2021-06-06,19.198
2021-06-07,18.899
2021-06-08,18.914
2021-06-09,18.851
2021-06-10,18.629
2021-06-11,18.737
2021-06-12,18.737
2021-06-13,18.737
2021-06-14,18.749
2021-06-15,18.964
2021-06-16,18.737
2021-06-17,18.548
2021-06-18,18.259
2021-06-19,18.259
2021-06-20,18.259
2021-06-21,18.463
2021-06-22,18.361
2021-06-23,18.242
2021-06-24,18.336
2021-06-25,18.483
2021-06-26,18.483
2021-06-27,18.483
2021-06-28,18.369
2021-06-29,18.246
2021-06-30,18.546
2021-07-01,18.662
2021-07-02,19.997
2021-07-03,19.997
2021-07-04,19.997
2021-07-05,19.997
2021-07-06,19.514
2021-07-07,19.863
2021-07-08,18.641
2021-07-09,19.171
2021-07-10,19.171
2021-07-11,19.171
2021-07-12,19.117
2021-07-13,19.093
2021-07-14,19.056
2021-07-15,19.159
2021-07-16,18.978
2021-07-17,18.978
2021-07-18,18.978
2021-07-19,18.597
2021-07-20,18.815
2021-07-21,18.896
2021-07-22,19.47
2021-07-23,19.554
2021-07-24,19.554
2021-07-25,19.554
2021-07-26,19.601
2021-07-27,19.297
2021-07-28,19.017
2021-07-29,19.125
2021-07-30,19.345
2021-07-31,19.345
2021-08-01,19.345
2021-08-02,19.208
2021-08-03,19.411
2021-08-04,19.106
2021-08-05,19.244
2021-08-06,19.333
2021-08-07,19.333
2021-08-08,19.333
2021-08-09,19.387
2021-08-10,19.722
2021-08-11,20.339
2021-08-12,20.429
2021-08-13,20.273
2021-08-14,20.273
2021-08-15,20.273
2021-08-16,20.273
2021-08-17,20.195
2021-08-18,20.207
2021-08-19,20.105
2021-08-20,20.189
2021-08-21,20.189
2021-08-22,20.189
2021-08-23,20.273
2021-08-24,19.974
2021-08-25,20.028
2021-08-26,19.92
2021-08-27,20.022
2021-08-28,20.022
2021-08-29,20.022
2021-08-30,19.868
2021-08-31,19.525
2021-09-01,19.531
2021-09-02,19.555
2021-09-03,19.207
2021-09-04,19.207
2021-09-05,19.207
2021-09-06,19.207
2021-09-07,18.913
2021-09-08,19.021
2021-09-09,18.817
2021-09-10,18.531
2021-09-11,18.531
2021-09-12,18.531
2021-09-13,18.501
2021-09-14,18.262
2021-09-15,18.471
2021-09-16,18.507
2021-09-17,18.148
2021-09-18,18.148
2021-09-19,18.148
2021-09-20,17.825
2021-09-21,17.789
2021-09-22,17.879
2021-09-23,17.944
2021-09-24,21.576
2021-09-25,21.576
2021-09-26,21.576
2021-09-27,21.676
2021-09-28,21.633
2021-09-29,21.534
2021-09-30,21.094
2021-10-01,21.52
2021-10-02,21.52
2021-10-03,21.52
2021-10-04,21.64
2021-10-05,22.293
2021-10-06,23.08
2021-10-07,22.825
2021-10-08,23.201
2021-10-09,23.201
2021-10-10,23.201
2021-10-11,23.052
2021-10-12,22.46
2021-10-13,22.775
2021-10-14,23.369
2021-10-15,23.879
2021-10-16,23.879
2021-10-17,23.879
2021-10-18,23.928
2021-10-19,23.844
2021-10-20,24.089
2021-10-21,24.473
2021-10-22,24.76
2021-10-23,24.76
2021-10-24,24.76
2021-10-25,24.977
2021-10-26,24.949
2021-10-27,25.068
2021-10-28,25.333
2021-10-29,25.284
2021-10-30,25.284
2021-10-31,25.284
2021-11-01,24.949
2021-11-02,24.949
2021-11-03,24.942
2021-11-04,24.767
2021-11-05,24.753
2021-11-06,24.753
2021-11-07,24.753
2021-11-08,24.795
2021-11-09,24.844
2021-11-10,24.795
2021-11-11,24.55
2021-11-12,24.627
2021-11-13,24.627
2021-11-14,24.627
2021-11-15,24.599
2021-11-16,24.571
2021-11-17,24.844
2021-11-18,25.312
2021-11-19,25.221
2021-11-20,25.221
2021-11-21,25.221
2021-11-22,25.2
2021-11-23,25.501
2021-11-24,25.34
2021-11-25,25.34
2021-11-26,24.865
2021-11-27,24.865
2021-11-28,24.865
2021-11-29,24.965
2021-11-30,24.292
2021-12-01,24.138
2021-12-02,24.93
2021-12-03,25.119
2021-12-04,25.119
2021-12-05,25.119
2021-12-06,25.764
2021-12-07,25.996
2021-12-08,17.244
2021-12-09,17.086
2021-12-10,17.146
2021-12-11,17.146
2021-12-12,17.146
2021-12-13,16.411
2021-12-14,16.37
2021-12-15,16.621
2021-12-16,16.666
2021-12-17,16.279
2021-12-18,16.279
2021-12-19,16.279
2021-12-20,16.092
2021-12-21,16.384
2021-12-22,16.443
2021-12-23,16.767
2021-12-24,16.767
2021-12-25,16.767
2021-12-26,16.767
2021-12-27,16.949
2021-12-28,17.054
2021-12-29,17.127
2021-12-30,17.008
2021-12-31,17.136
2022-01-01,17.136
2022-01-02,17.136
2022-01-03,16.899
2022-01-04,17.149
2022-01-05,17.063
2022-01-06,17.186
2022-01-07,17.095
2022-01-08,17.095
2022-01-09,17.095
2022-01-10,16.653
2022-01-11,16.543
2022-01-12,16.698
2022-01-13,16.744
2022-01-14,16.607
2022-01-15,16.607
2022-01-16,16.607
2022-01-17,16.607
2022-01-18,15.696
2022-01-19,15.937
2022-01-20,15.642
2022-01-21,15.101
2022-01-22,15.101
2022-01-23,15.101
2022-01-24,15.216
2022-01-25,14.933
2022-01-26,14.929
2022-01-27,14.889
2022-01-28,15.275
2022-01-29,15.275
2022-01-30,15.275
2022-01-31,15.203
2022-02-01,15.425
2022-02-02,15.643
2022-02-03,15.376
2022-02-04,15.238
2022-02-05,15.238
2022-02-06,15.238
2022-02-07,14.949
2022-02-08,15.154
2022-02-09,15.434
2022-02-10,15.101
2022-02-11,14.825
2022-02-12,14.825
2022-02-13,14.825
2022-02-14,15.069
2022-02-15,15.349
2022-02-16,15.625
2022-02-17,15.594
2022-02-18,15.398
2022-02-19,15.398
2022-02-20,15.398
2022-02-21,15.398
2022-02-22,15.212
2022-02-23,14.838
2022-02-24,14.927
2022-02-25,15.288
2022-02-26,15.288
2022-02-27,15.288
2022-02-28,15.11
2022-03-01,14.856
2022-03-02,15.422
2022-03-03,15.725
2022-03-04,16.747
2022-03-05,16.747
2022-03-06,16.747
2022-03-07,16.56
2022-03-08,15.656
2022-03-09,15.486
2022-03-10,15.611
2022-03-11,15.521
2022-03-12,15.521
2022-03-13,15.521
2022-03-14,15.288
2022-03-15,15.346
2022-03-16,15.904
2022-03-17,16.279
2022-03-18,16.284
2022-03-19,16.284
2022-03-20,16.284
2022-03-21,16.53
2022-03-22,16.494
2022-03-23,16.32
2022-03-24,16.45
2022-03-25,16.557
2022-03-26,16.557
2022-03-27,16.557
2022-03-28,16.831
2022-03-29,16.898
2022-03-30,16.952
2022-03-31,16.795
2022-04-01,15.91
2022-04-02,15.91
2022-04-03,15.91
2022-04-04,16.308
2022-04-05,16.152
2022-04-06,15.877
2022-04-07,15.917
2022-04-08,15.707
2022-04-09,15.707
2022-04-10,15.707
2022-04-11,15.666
2022-04-12,15.743
2022-04-13,15.963
2022-04-14,15.996
2022-04-15,15.996
2022-04-16,15.996
2022-04-17,15.996
2022-04-18,15.839
2022-04-19,16.086
2022-04-20,16.045
2022-04-21,16.362
2022-04-22,15.56
2022-04-23,15.56
2022-04-24,15.56
2022-04-25,15.585
2022-04-26,15.347
2022-04-27,15.513
2022-04-28,15.841
2022-04-29,15.45
2022-04-30,15.45
2022-05-01,15.45
2022-05-02,15.428
2022-05-03,15.485
2022-05-04,15.92
2022-05-05,15.539
2022-05-06,15.598
2022-05-07,15.598
2022-05-08,15.598
2022-05-09,15.077
2022-05-10,14.687
2022-05-11,14.862
2022-05-12,14.786
2022-05-13,14.978
2022-05-14,14.978
2022-05-15,14.978
2022-05-16,14.902
2022-05-17,15.126
2022-05-18,14.481
2022-05-19,13.863
2022-05-20,13.914
2022-05-21,13.914
2022-05-22,13.914
2022-05-23,14.044
2022-05-24,13.9
2022-05-25,14.008
2022-05-26,14.202
2022-05-27,14.459
2022-05-28,14.459
2022-05-29,14.459
2022-05-30,14.459
2022-05-31,14.361
2022-06-01,14.456
2022-06-02,14.723
2022-06-03,14.506
2022-06-04,14.506
2022-06-05,14.506
2022-06-06,14.635
2022-06-07,14.826
2022-06-08,14.484
2022-06-09,14.193
2022-06-10,13.797
2022-06-11,13.797
2022-06-12,13.797
2022-06-13,13.414
2022-06-14,13.36
2022-06-15,13.396
2022-06-16,13.228
2022-06-17,13.173
2022-06-18,13.173
2022-06-19,13.173
2022-06-20,13.173
2022-06-21,13.2
2022-06-22,13.127
2022-06-23,13.073
2022-06-24,13.464
2022-06-25,13.464
2022-06-26,13.464
2022-06-27,13.326
2022-06-28,13.244
2022-06-29,13.241
2022-06-30,13.214
2022-07-01,13.341
2022-07-02,13.341
2022-07-03,13.341
2022-07-04,13.341
2022-07-05,12.964
2022-07-06,13.149
2022-07-07,13.308
2022-07-08,13.219
2022-07-09,13.219
2022-07-10,13.219
2022-07-11,13.155
2022-07-12,12.959
2022-07-13,12.878
2022-07-14,12.934
2022-07-15,13.246
2022-07-16,13.246
2022-07-17,13.246
2022-07-18,13.232
2022-07-19,13.641
2022-07-20,13.601
2022-07-21,14.17
2022-07-22,14.125
2022-07-23,14.125
2022-07-24,14.125
2022-07-25,14.335
2022-07-26,14.242
2022-07-27,14.548
2022-07-28,14.493
2022-07-29,14.776
2022-07-30,14.776
2022-07-31,14.776
2022-08-01,14.872
2022-08-02,14.667
2022-08-03,14.826
2022-08-04,14.977
2022-08-05,15.105
2022-08-06,15.105
2022-08-07,15.105
2022-08-08,14.972
2022-08-09,14.904
2022-08-10,15.538
2022-08-11,15.584
2022-08-12,15.67
2022-08-13,15.67
2022-08-14,15.67
2022-08-15,15.574
2022-08-16,15.711
2022-08-17,15.73
2022-08-18,15.67
2022-08-19,15.433
2022-08-20,15.433
2022-08-21,15.433
2022-08-22,15.31
2022-08-23,15.342
2022-08-24,15.337
2022-08-25,15.501
2022-08-26,14.886
2022-08-27,14.886
2022-08-28,14.886
2022-08-29,14.927
2022-08-30,14.492
2022-08-31,14.483
2022-09-01,14.464
2022-09-02,14.295
2022-09-03,14.295
2022-09-04,14.295
2022-09-05,14.295
2022-09-06,14.45
2022-09-07,14.634
2022-09-08,14.78
2022-09-09,14.973
2022-09-10,14.973
2022-09-11,14.973
2022-09-12,15.07
2022-09-13,14.537
2022-09-14,14.385
2022-09-15,13.896
2022-09-16,13.583
2022-09-17,13.583
2022-09-18,13.583
2022-09-19,13.763
2022-09-20,13.574
2022-09-21,13.422
2022-09-22,13.159
2022-09-23,12.761
2022-09-24,12.761
2022-09-25,12.761
2022-09-26,12.646
2022-09-27,12.549
2022-09-28,12.878
2022-09-29,12.673
2022-09-30,12.458
2022-10-01,12.458
2022-10-02,12.458
2022-10-03,12.847
2022-10-04,13.213
2022-10-05,13.072
2022-10-06,12.856
2022-10-07,12.597
2022-10-08,12.597
2022-10-09,12.597
2022-10-10,12.524
2022-10-11,12.541
2022-10-12,12.619
2022-10-13,13.022
2022-10-14,12.932
2022-10-15,12.932
2022-10-16,12.932
2022-10-17,13.329
2022-10-18,13.453
2022-10-19,13.259
2022-10-20,12.854
2022-10-21,13.041
2022-10-22,13.041
2022-10-23,13.041
2022-10-24,13.464
2022-10-25,13.805
2022-10-26,13.81
2022-10-27,13.829
2022-10-28,14.026
2022-10-29,14.026
2022-10-30,14.026
2022-10-31,13.895
2022-11-01,13.899
2022-11-02,13.641
2022-11-03,13.866
2022-11-04,14.167
2022-11-05,14.167
2022-11-06,14.167
2022-11-07,14.325
2022-11-08,14.335
2022-11-09,14.072
2022-11-10,14.927
2022-11-11,15.272
2022-11-12,15.272
2022-11-13,15.272
2022-11-14,15.205
2022-11-15,14.97
2022-11-16,14.937
2022-11-17,14.798
2022-11-18,14.765
2022-11-19,14.765
2022-11-20,14.765
2022-11-21,14.961
2022-11-22,15.262
2022-11-23,15.334
2022-11-24,15.334
2022-11-25,15.31
2022-11-26,15.31
2022-11-27,15.31
2022-11-28,15.091
2022-11-29,15.363
2022-11-30,15.611
2022-12-01,15.66
2022-12-02,15.358
2022-12-03,15.358
2022-12-04,15.358
2022-12-05,15.022
2022-12-06,14.931
2022-12-07,14.812
2022-12-08,15.104
2022-12-09,15.056
2022-12-10,15.056
2022-12-11,15.056
2022-12-12,15.439
2022-12-13,15.688
2022-12-14,15.655
2022-12-15,15.238
2022-12-16,15.181
2022-12-17,15.181
2022-12-18,15.181
2022-12-19,15.007
2022-12-20,14.747
2022-12-21,14.982
2022-12-22,14.862
2022-12-23,14.996
2022-12-24,14.996
2022-12-25,14.996
2022-12-26,14.996
2022-12-27,14.992
2022-12-28,14.8
2022-12-29,14.992
2022-12-30,14.867
2022-12-31,14.867
2023-01-01,14.867
2023-01-02,14.867
2023-01-03,14.819
2023-01-04,15.011
2023-01-05,14.812
2023-01-06,15.43
2023-01-07,15.43
2023-01-08,15.43
2023-01-09,15.401
2023-01-10,15.602
2023-01-11,15.641
2023-01-12,15.66
2023-01-13,15.627
2023-01-14,15.627
2023-01-15,15.627
2023-01-16,15.627
2023-01-17,15.69
2023-01-18,15.52
2023-01-19,15.192
2023-01-20,15.421
2023-01-21,15.421
2023-01-22,15.421
2023-01-23,15.494
2023-01-24,15.402
2023-01-25,14.966
2023-01-26,14.64
2023-01-27,14.606
2023-01-28,14.606
2023-01-29,14.606
2023-01-30,14.487
2023-01-31,14.992
2023-02-01,15.317
2023-02-02,15.826
2023-02-03,15.646
2023-02-04,15.646
2023-02-05,15.646
2023-02-06,15.54
2023-02-07,15.656
2023-02-08,15.491
2023-02-09,15.094
2023-02-10,15.307
2023-02-11,15.307
2023-02-12,15.307
2023-02-13,15.336
2023-02-14,15.244
2023-02-15,15.355
2023-02-16,15.084
2023-02-17,15.132
2023-02-18,15.132
2023-02-19,15.132
2023-02-20,15.132
2023-02-21,14.832
2023-02-22,14.541
2023-02-23,14.861
2023-02-24,14.909
2023-02-25,14.909
2023-02-26,14.909
2023-02-27,14.973
2023-02-28,14.836
2023-03-01,15.009
2023-03-02,15.206
2023-03-03,15.143
2023-03-04,15.143
2023-03-05,15.143
2023-03-06,14.846
2023-03-07,14.433
2023-03-08,14.715
2023-03-09,14.467
2023-03-10,14.336
2023-03-11,14.336
2023-03-12,14.336
2023-03-13,14.127
2023-03-14,14.224
2023-03-15,14.088
2023-03-16,14.258
2023-03-17,14.054
2023-03-18,14.054
2023-03-19,14.054
2023-03-20,14.143
2023-03-21,14.211
2023-03-22,13.712
2023-03-23,13.617
2023-03-24,13.699
2023-03-25,13.699
2023-03-26,13.699
2023-03-27,13.941
2023-03-28,14.123
2023-03-29,14.356
2023-03-30,14.326
2023-03-31,14.54
2023-04-01,14.54
2023-04-02,14.54
2023-04-03,14.496
2023-04-04,14.324
2023-04-05,14.217
2023-04-06,14.572
2023-04-07,14.572
2023-04-08,14.572
2023-04-09,14.572
2023-04-10,14.529
2023-04-11,14.741
2023-04-12,14.669
2023-04-13,14.81
2023-04-14,14.844
2023-04-15,14.844
2023-04-16,14.844
2023-04-17,14.839
2023-04-18,14.819
2023-04-19,14.892
2023-04-20,14.853
2023-04-21,15.213
2023-04-22,15.213
2023-04-23,15.213
2023-04-24,15.003
2023-04-25,14.745
2023-04-26,14.368
2023-04-27,14.487
2023-04-28,14.607
2023-04-29,14.607
2023-04-30,14.607
2023-05-01,14.921
2023-05-02,14.812
2023-05-03,14.745
2023-05-04,14.926
2023-05-05,15.188
2023-05-06,15.188
2023-05-07,15.188
2023-05-08,15.227
2023-05-09,15.294
2023-05-10,15.194
2023-05-11,15.184
2023-05-12,15.199
2023-05-13,15.199
2023-05-14,15.199
2023-05-15,15.289
2023-05-16,15.132
2023-05-17,15.261
2023-05-18,15.471
2023-05-19,15.433
2023-05-20,15.433
2023-05-21,15.433
2023-05-22,15.237
2023-05-23,15.098
2023-05-24,14.754
2023-05-25,14.769
2023-05-26,14.716
2023-05-27,14.716
2023-05-28,14.716
2023-05-29,14.716
2023-05-30,14.846
2023-05-31,14.702
2023-06-01,15.013
2023-06-02,15.271
2023-06-03,15.271
2023-06-04,15.271
2023-06-05,15.335
2023-06-06,15.244
2023-06-07,15.55
2023-06-08,15.54
2023-06-09,15.421
2023-06-10,15.421
2023-06-11,15.421
2023-06-12,15.464
2023-06-13,15.588
2023-06-14,15.793
2023-06-15,16.017
2023-06-16,15.85
2023-06-17,15.85
2023-06-18,15.85
2023-06-19,15.85
2023-06-20,15.707
2023-06-21,15.812
2023-06-22,15.803
