,PARA US Equity
2020-07-28,4.478
2020-07-29,4.751
2020-07-30,4.849
2020-07-31,4.898
2020-08-01,4.898
2020-08-02,4.898
2020-08-03,4.829
2020-08-04,4.988
2020-08-05,4.885
2020-08-06,5.052
2020-08-07,5.012
2020-08-08,5.012
2020-08-09,5.012
2020-08-10,5.308
2020-08-11,5.348
2020-08-12,5.294
2020-08-13,5.384
2020-08-14,5.54
2020-08-15,5.54
2020-08-16,5.54
2020-08-17,5.493
2020-08-18,5.441
2020-08-19,5.511
2020-08-20,5.384
2020-08-21,5.348
2020-08-22,5.348
2020-08-23,5.348
2020-08-24,5.576
2020-08-25,5.562
2020-08-26,5.626
2020-08-27,5.703
2020-08-28,5.647
2020-08-29,5.647
2020-08-30,5.647
2020-08-31,5.618
2020-09-01,5.588
2020-09-02,5.711
2020-09-03,5.699
2020-09-04,5.8
2020-09-05,5.8
2020-09-06,5.8
2020-09-07,5.8
2020-09-08,5.792
2020-09-09,5.792
2020-09-10,5.911
2020-09-11,5.907
2020-09-12,5.907
2020-09-13,5.907
2020-09-14,6.047
2020-09-15,5.806
2020-09-16,5.912
2020-09-17,5.831
2020-09-18,5.812
2020-09-19,5.812
2020-09-20,5.812
2020-09-21,5.587
2020-09-22,5.667
2020-09-23,5.554
2020-09-24,5.618
2020-09-25,5.691
2020-09-26,5.691
2020-09-27,5.691
2020-09-28,5.751
2020-09-29,5.581
2020-09-30,5.423
2020-10-01,5.359
2020-10-02,5.415
2020-10-03,5.415
2020-10-04,5.415
2020-10-05,5.586
2020-10-06,5.598
2020-10-07,5.676
2020-10-08,5.826
2020-10-09,5.689
2020-10-10,5.689
2020-10-11,5.689
2020-10-12,5.573
2020-10-13,5.401
2020-10-14,5.379
2020-10-15,5.446
2020-10-16,5.468
2020-10-17,5.468
2020-10-18,5.468
2020-10-19,5.368
2020-10-20,5.434
2020-10-21,5.633
2020-10-22,5.758
2020-10-23,5.794
2020-10-24,5.794
2020-10-25,5.794
2020-10-26,5.689
2020-10-27,5.615
2020-10-28,5.533
2020-10-29,5.599
2020-10-30,5.687
2020-10-31,5.687
2020-11-01,5.687
2020-11-02,5.892
2020-11-03,5.997
2020-11-04,5.925
2020-11-05,6.228
2020-11-06,6.063
2020-11-07,6.063
2020-11-08,6.063
2020-11-09,6.058
2020-11-10,6.271
2020-11-11,6.298
2020-11-12,6.1
2020-11-13,6.353
2020-11-14,6.353
2020-11-15,6.353
2020-11-16,6.689
2020-11-17,6.771
2020-11-18,6.857
2020-11-19,7.01
2020-11-20,7.127
2020-11-21,7.127
2020-11-22,7.127
2020-11-23,7.259
2020-11-24,7.365
2020-11-25,7.432
2020-11-26,7.432
2020-11-27,7.484
2020-11-28,7.484
2020-11-29,7.484
2020-11-30,7.53
2020-12-01,7.76
2020-12-02,7.762
2020-12-03,7.808
2020-12-04,7.886
2020-12-05,7.886
2020-12-06,7.886
2020-12-07,7.858
2020-12-08,7.822
2020-12-09,7.777
2020-12-10,7.656
2020-12-11,7.598
2020-12-12,7.598
2020-12-13,7.598
2020-12-14,7.45
2020-12-15,7.551
2020-12-16,7.712
2020-12-17,7.779
2020-12-18,7.577
2020-12-19,7.577
2020-12-20,7.577
2020-12-21,7.489
2020-12-22,7.497
2020-12-23,7.725
2020-12-24,7.733
2020-12-25,7.733
2020-12-26,7.733
2020-12-27,7.733
2020-12-28,7.892
2020-12-29,7.89
2020-12-30,7.929
2020-12-31,8.006
2021-01-01,8.006
2021-01-02,8.006
2021-01-03,8.006
2021-01-04,7.865
2021-01-05,7.948
2021-01-06,8.43
2021-01-07,8.414
2021-01-08,8.401
2021-01-09,8.401
2021-01-10,8.401
2021-01-11,8.611
2021-01-12,8.762
2021-01-13,9.043
2021-01-14,9.647
2021-01-15,9.711
2021-01-16,9.711
2021-01-17,9.711
2021-01-18,9.711
2021-01-19,9.488
2021-01-20,9.403
2021-01-21,9.783
2021-01-22,9.885
2021-01-23,9.885
2021-01-24,9.885
2021-01-25,10.626
2021-01-26,11.564
2021-01-27,12.472
2021-01-28,11.271
2021-01-29,10.802
2021-01-30,10.802
2021-01-31,10.802
2021-02-01,11.655
2021-02-02,11.194
2021-02-03,11.595
2021-02-04,12.04
2021-02-05,12.498
2021-02-06,12.498
2021-02-07,12.498
2021-02-08,12.604
2021-02-09,12.727
2021-02-10,13.083
2021-02-11,13.229
2021-02-12,13.486
2021-02-13,13.486
2021-02-14,13.486
2021-02-15,13.486
2021-02-16,13.678
2021-02-17,14.108
2021-02-18,14.374
2021-02-19,14.499
2021-02-20,14.499
2021-02-21,14.499
2021-02-22,15.296
2021-02-23,14.887
2021-02-24,15.172
2021-02-25,14.462
2021-02-26,14.938
2021-02-27,14.938
2021-02-28,14.938
2021-03-01,15.549
2021-03-02,15.917
2021-03-03,16.425
2021-03-04,16.649
2021-03-05,17.538
2021-03-06,17.538
2021-03-07,17.538
2021-03-08,19.763
2021-03-09,18.818
2021-03-10,19.581
2021-03-11,20.21
2021-03-12,22.3
2021-03-13,22.3
2021-03-14,22.3
2021-03-15,22.627
2021-03-16,22.605
2021-03-17,21.689
2021-03-18,22.728
2021-03-19,22.866
2021-03-20,22.866
2021-03-21,22.866
2021-03-22,23.569
2021-03-23,21.433
2021-03-24,16.466
2021-03-25,15.617
2021-03-26,11.352
2021-03-27,11.352
2021-03-28,11.352
2021-03-29,10.796
2021-03-30,11.18
2021-03-31,10.818
2021-04-01,10.707
2021-04-02,10.707
2021-04-03,10.707
2021-04-04,10.707
2021-04-05,10.29
2021-04-06,10.638
2021-04-07,10.448
2021-04-08,10.067
2021-04-09,9.97
2021-04-10,9.97
2021-04-11,9.97
2021-04-12,9.467
2021-04-13,9.639
2021-04-14,9.575
2021-04-15,9.397
2021-04-16,9.421
2021-04-17,9.421
2021-04-18,9.421
2021-04-19,9.194
2021-04-20,9.079
2021-04-21,9.78
2021-04-22,9.752
2021-04-23,9.986
2021-04-24,9.986
2021-04-25,9.986
2021-04-26,10.013
2021-04-27,10.25
2021-04-28,9.919
2021-04-29,9.936
2021-04-30,9.821
2021-05-01,9.821
2021-05-02,9.821
2021-05-03,10.51
2021-05-04,10.59
2021-05-05,10.361
2021-05-06,10.186
2021-05-07,10.396
2021-05-08,10.396
2021-05-09,10.396
2021-05-10,9.048
2021-05-11,8.959
2021-05-12,9.443
2021-05-13,9.31
2021-05-14,9.407
2021-05-15,9.407
2021-05-16,9.407
2021-05-17,9.286
2021-05-18,9.709
2021-05-19,9.595
2021-05-20,10.038
2021-05-21,10.19
2021-05-22,10.19
2021-05-23,10.19
2021-05-24,10.042
2021-05-25,9.888
2021-05-26,10.265
2021-05-27,10.432
2021-05-28,10.255
2021-05-29,10.255
2021-05-30,10.255
2021-05-31,10.255
2021-06-01,10.299
2021-06-02,10.294
2021-06-03,10.052
2021-06-04,10.081
2021-06-05,10.081
2021-06-06,10.081
2021-06-07,10.091
2021-06-08,10.076
2021-06-09,10.214
2021-06-10,10.035
2021-06-11,10.238
2021-06-12,10.238
2021-06-13,10.238
2021-06-14,10.365
2021-06-15,10.131
2021-06-16,10.165
2021-06-17,9.771
2021-06-18,9.733
2021-06-19,9.733
2021-06-20,9.733
2021-06-21,9.959
2021-06-22,9.908
2021-06-23,10.173
2021-06-24,10.423
2021-06-25,10.654
2021-06-26,10.654
2021-06-27,10.654
2021-06-28,11.184
2021-06-29,10.851
2021-06-30,10.99
2021-07-01,10.929
2021-07-02,10.737
2021-07-03,10.737
2021-07-04,10.737
2021-07-05,10.737
2021-07-06,10.423
2021-07-07,10.406
2021-07-08,10.08
2021-07-09,10.399
2021-07-10,10.399
2021-07-11,10.399
2021-07-12,10.446
2021-07-13,10.239
2021-07-14,10.073
2021-07-15,9.929
2021-07-16,9.689
2021-07-17,9.689
2021-07-18,9.689
2021-07-19,9.62
2021-07-20,9.746
2021-07-21,9.965
2021-07-22,9.861
2021-07-23,9.89
2021-07-24,9.89
2021-07-25,9.89
2021-07-26,10.173
2021-07-27,9.975
2021-07-28,10.05
2021-07-29,10.059
2021-07-30,9.876
2021-07-31,9.876
2021-08-01,9.876
2021-08-02,9.872
2021-08-03,9.299
2021-08-04,9.377
2021-08-05,9.948
2021-08-06,9.607
2021-08-07,9.607
2021-08-08,9.607
2021-08-09,9.327
2021-08-10,9.433
2021-08-11,9.449
2021-08-12,9.337
2021-08-13,9.15
2021-08-14,9.15
2021-08-15,9.15
2021-08-16,9.0
2021-08-17,9.12
2021-08-18,9.456
2021-08-19,9.262
2021-08-20,9.361
2021-08-21,9.361
2021-08-22,9.361
2021-08-23,9.508
2021-08-24,9.595
2021-08-25,9.658
2021-08-26,9.42
2021-08-27,9.64
2021-08-28,9.64
2021-08-29,9.64
2021-08-30,9.484
2021-08-31,9.772
2021-09-01,9.762
2021-09-02,9.793
2021-09-03,9.731
2021-09-04,9.731
2021-09-05,9.731
2021-09-06,9.731
2021-09-07,9.812
2021-09-08,9.644
2021-09-09,9.51
2021-09-10,9.347
2021-09-11,9.347
2021-09-12,9.347
2021-09-13,9.517
2021-09-14,9.23
2021-09-15,9.574
2021-09-16,9.588
2021-09-17,9.484
2021-09-18,9.484
2021-09-19,9.484
2021-09-20,9.216
2021-09-21,9.168
2021-09-22,9.296
2021-09-23,9.5
2021-09-24,9.484
2021-09-25,9.484
2021-09-26,9.484
2021-09-27,9.59
2021-09-28,9.541
2021-09-29,9.515
2021-09-30,9.37
2021-10-01,9.462
2021-10-02,9.462
2021-10-03,9.462
2021-10-04,9.275
2021-10-05,9.384
2021-10-06,9.289
2021-10-07,9.448
2021-10-08,9.441
2021-10-09,9.441
2021-10-10,9.441
2021-10-11,9.337
2021-10-12,9.285
2021-10-13,9.358
2021-10-14,9.382
2021-10-15,9.27
2021-10-16,9.27
2021-10-17,9.27
2021-10-18,9.105
2021-10-19,9.233
2021-10-20,9.185
2021-10-21,8.928
2021-10-22,8.864
2021-10-23,8.864
2021-10-24,8.864
2021-10-25,8.888
2021-10-26,8.762
2021-10-27,8.467
2021-10-28,8.748
2021-10-29,8.559
2021-10-30,8.559
2021-10-31,8.559
2021-11-01,8.802
2021-11-02,8.831
2021-11-03,8.873
2021-11-04,8.593
2021-11-05,9.729
2021-11-06,9.729
2021-11-07,9.729
2021-11-08,9.65
2021-11-09,9.138
2021-11-10,9.109
2021-11-11,9.214
2021-11-12,9.111
2021-11-13,9.111
2021-11-14,9.111
2021-11-15,9.261
2021-11-16,9.098
2021-11-17,9.08
2021-11-18,8.83
2021-11-19,8.683
2021-11-20,8.683
2021-11-21,8.683
2021-11-22,8.652
2021-11-23,8.5
2021-11-24,8.575
2021-11-25,8.575
2021-11-26,8.412
2021-11-27,8.412
2021-11-28,8.412
2021-11-29,8.327
2021-11-30,7.984
2021-12-01,7.662
2021-12-02,7.626
2021-12-03,8.015
2021-12-04,8.015
2021-12-05,8.015
2021-12-06,8.028
2021-12-07,8.095
2021-12-08,8.214
2021-12-09,8.015
2021-12-10,8.054
2021-12-11,8.054
2021-12-12,8.054
2021-12-13,7.824
2021-12-14,7.697
2021-12-15,7.686
2021-12-16,7.733
2021-12-17,7.676
2021-12-18,7.676
2021-12-19,7.676
2021-12-20,7.458
2021-12-21,7.632
2021-12-22,7.588
2021-12-23,7.952
2021-12-24,7.952
2021-12-25,7.952
2021-12-26,7.952
2021-12-27,7.832
2021-12-28,7.832
2021-12-29,7.798
2021-12-30,8.092
2021-12-31,7.848
2022-01-01,7.848
2022-01-02,7.848
2022-01-03,8.383
2022-01-04,8.594
2022-01-05,8.508
2022-01-06,8.168
2022-01-07,8.834
2022-01-08,8.834
2022-01-09,8.834
2022-01-10,8.778
2022-01-11,8.053
2022-01-12,8.055
2022-01-13,8.336
2022-01-14,8.481
2022-01-15,8.481
2022-01-16,8.481
2022-01-17,8.481
2022-01-18,8.248
2022-01-19,8.215
2022-01-20,7.902
2022-01-21,7.321
2022-01-22,7.321
2022-01-23,7.321
2022-01-24,7.625
2022-01-25,7.698
2022-01-26,7.419
2022-01-27,7.358
2022-01-28,7.724
2022-01-29,7.724
2022-01-30,7.724
2022-01-31,7.848
2022-02-01,7.906
2022-02-02,7.688
2022-02-03,7.766
2022-02-04,7.838
2022-02-05,7.838
2022-02-06,7.838
2022-02-07,7.977
2022-02-08,8.101
2022-02-09,8.394
2022-02-10,8.418
2022-02-11,8.446
2022-02-12,8.446
2022-02-13,8.446
2022-02-14,8.218
2022-02-15,8.733
2022-02-16,7.884
2022-02-17,8.886
2022-02-18,8.592
2022-02-19,8.592
2022-02-20,8.592
2022-02-21,8.592
2022-02-22,8.432
2022-02-23,8.568
2022-02-24,8.764
2022-02-25,8.918
2022-02-26,8.918
2022-02-27,8.918
2022-02-28,9.234
2022-03-01,9.732
2022-03-02,10.631
2022-03-03,10.691
2022-03-04,10.278
2022-03-05,10.278
2022-03-06,10.278
2022-03-07,10.112
2022-03-08,10.182
2022-03-09,10.179
2022-03-10,10.025
2022-03-11,9.841
2022-03-12,9.841
2022-03-13,9.841
2022-03-14,11.14
2022-03-15,10.802
2022-03-16,11.121
2022-03-17,11.311
2022-03-18,12.221
2022-03-19,12.221
2022-03-20,12.221
2022-03-21,11.994
2022-03-22,12.333
2022-03-23,12.396
2022-03-24,12.485
2022-03-25,12.679
2022-03-26,12.679
2022-03-27,12.679
2022-03-28,12.389
2022-03-29,12.58
2022-03-30,12.554
2022-03-31,12.458
2022-04-01,12.511
2022-04-02,12.511
2022-04-03,12.511
2022-04-04,12.618
2022-04-05,12.324
2022-04-06,12.066
2022-04-07,11.884
2022-04-08,12.096
2022-04-09,12.096
2022-04-10,12.096
2022-04-11,12.086
2022-04-12,12.149
2022-04-13,12.232
2022-04-14,12.355
2022-04-15,12.355
2022-04-16,12.355
2022-04-17,12.355
2022-04-18,12.206
2022-04-19,12.639
2022-04-20,11.552
2022-04-21,11.256
2022-04-22,10.813
2022-04-23,10.813
2022-04-24,10.813
2022-04-25,10.922
2022-04-26,10.262
2022-04-27,10.123
2022-04-28,10.165
2022-04-29,10.19
2022-04-30,10.19
2022-05-01,10.19
2022-05-02,10.624
2022-05-03,10.605
2022-05-04,10.801
2022-05-05,10.584
2022-05-06,9.94
2022-05-07,9.94
2022-05-08,9.94
2022-05-09,9.728
2022-05-10,9.721
2022-05-11,9.462
2022-05-12,9.615
2022-05-13,10.047
2022-05-14,10.047
2022-05-15,10.047
2022-05-16,9.93
2022-05-17,11.458
2022-05-18,11.185
2022-05-19,11.423
2022-05-20,11.572
2022-05-21,11.572
2022-05-22,11.572
2022-05-23,11.665
2022-05-24,11.211
2022-05-25,11.405
2022-05-26,11.422
2022-05-27,11.955
2022-05-28,11.955
2022-05-29,11.955
2022-05-30,11.955
2022-05-31,12.103
2022-06-01,11.447
2022-06-02,11.122
2022-06-03,10.899
2022-06-04,10.899
2022-06-05,10.899
2022-06-06,10.764
2022-06-07,10.814
2022-06-08,10.878
2022-06-09,10.315
2022-06-10,9.94
2022-06-11,9.94
2022-06-12,9.94
2022-06-13,9.133
2022-06-14,9.076
2022-06-15,9.162
2022-06-16,8.662
2022-06-17,8.829
2022-06-18,8.829
2022-06-19,8.829
2022-06-20,8.829
2022-06-21,8.843
2022-06-22,8.786
2022-06-23,8.875
2022-06-24,9.323
2022-06-25,9.323
2022-06-26,9.323
2022-06-27,9.403
2022-06-28,9.251
2022-06-29,9.077
2022-06-30,8.933
2022-07-01,9.124
2022-07-02,9.124
2022-07-03,9.124
2022-07-04,9.124
2022-07-05,9.117
2022-07-06,9.07
2022-07-07,9.374
2022-07-08,9.304
2022-07-09,9.304
2022-07-10,9.304
2022-07-11,8.798
2022-07-12,9.133
2022-07-13,9.142
2022-07-14,8.817
2022-07-15,9.139
2022-07-16,9.139
2022-07-17,9.139
2022-07-18,9.04
2022-07-19,9.235
2022-07-20,9.589
2022-07-21,9.593
2022-07-22,9.352
2022-07-23,9.352
2022-07-24,9.352
2022-07-25,9.375
2022-07-26,9.075
2022-07-27,9.266
2022-07-28,9.198
2022-07-29,8.933
2022-07-30,8.933
2022-07-31,8.933
2022-08-01,9.177
2022-08-02,9.407
2022-08-03,9.627
2022-08-04,9.906
2022-08-05,10.027
2022-08-06,10.027
2022-08-07,10.027
2022-08-08,10.411
2022-08-09,10.196
2022-08-10,10.361
2022-08-11,10.71
2022-08-12,10.844
2022-08-13,10.844
2022-08-14,10.844
2022-08-15,10.997
2022-08-16,11.262
2022-08-17,10.889
2022-08-18,10.823
2022-08-19,10.794
2022-08-20,10.794
2022-08-21,10.794
2022-08-22,10.267
2022-08-23,10.242
2022-08-24,10.455
2022-08-25,10.844
2022-08-26,10.409
2022-08-27,10.409
2022-08-28,10.409
2022-08-29,10.175
2022-08-30,10.058
2022-08-31,9.778
2022-09-01,9.807
2022-09-02,9.665
2022-09-03,9.665
2022-09-04,9.665
2022-09-05,9.665
2022-09-06,9.573
2022-09-07,9.598
2022-09-08,9.494
2022-09-09,10.159
2022-09-10,10.159
2022-09-11,10.159
2022-09-12,10.416
2022-09-13,9.687
2022-09-14,9.526
2022-09-15,10.017
2022-09-16,9.878
2022-09-17,9.878
2022-09-18,9.878
2022-09-19,10.039
2022-09-20,9.826
2022-09-21,9.3
2022-09-22,9.069
2022-09-23,8.765
2022-09-24,8.765
2022-09-25,8.765
2022-09-26,8.544
2022-09-27,8.431
2022-09-28,8.617
2022-09-29,8.235
2022-09-30,8.274
2022-10-01,8.274
2022-10-02,8.274
2022-10-03,8.526
2022-10-04,8.722
2022-10-05,8.505
2022-10-06,8.313
2022-10-07,8.105
2022-10-08,8.105
2022-10-09,8.105
2022-10-10,8.066
2022-10-11,8.046
2022-10-12,8.205
2022-10-13,8.475
2022-10-14,8.307
2022-10-15,8.307
2022-10-16,8.307
2022-10-17,8.537
2022-10-18,8.674
2022-10-19,8.429
2022-10-20,8.442
2022-10-21,8.49
2022-10-22,8.49
2022-10-23,8.49
2022-10-24,8.406
2022-10-25,8.794
2022-10-26,8.647
2022-10-27,8.226
2022-10-28,8.504
2022-10-29,8.504
2022-10-30,8.504
2022-10-31,8.191
2022-11-01,8.611
2022-11-02,7.692
2022-11-03,7.638
2022-11-04,7.39
2022-11-05,7.39
2022-11-06,7.39
2022-11-07,7.77
2022-11-08,7.87
2022-11-09,7.371
2022-11-10,7.865
2022-11-11,8.898
2022-11-12,8.898
2022-11-13,8.898
2022-11-14,8.746
2022-11-15,9.196
2022-11-16,8.7
2022-11-17,8.83
2022-11-18,8.95
2022-11-19,8.95
2022-11-20,8.95
2022-11-21,8.883
2022-11-22,9.18
2022-11-23,9.429
2022-11-24,9.429
2022-11-25,9.549
2022-11-26,9.549
2022-11-27,9.549
2022-11-28,9.228
2022-11-29,9.473
2022-11-30,9.631
2022-12-01,9.674
2022-12-02,9.775
2022-12-03,9.775
2022-12-04,9.775
2022-12-05,9.358
2022-12-06,8.705
2022-12-07,8.716
2022-12-08,8.76
2022-12-09,9.205
2022-12-10,9.205
2022-12-11,9.205
2022-12-12,9.52
2022-12-13,9.52
2022-12-14,9.485
2022-12-15,8.653
2022-12-16,8.447
2022-12-17,8.447
2022-12-18,8.447
2022-12-19,8.298
2022-12-20,8.279
2022-12-21,8.279
2022-12-22,8.514
2022-12-23,8.373
2022-12-24,8.373
2022-12-25,8.373
2022-12-26,8.373
2022-12-27,8.303
2022-12-28,8.097
2022-12-29,8.428
2022-12-30,8.484
2022-12-31,8.484
2023-01-01,8.484
2023-01-02,8.484
2023-01-03,8.579
2023-01-04,9.37
2023-01-05,9.451
2023-01-06,9.639
2023-01-07,9.639
2023-01-08,9.639
2023-01-09,9.902
2023-01-10,10.074
2023-01-11,10.157
2023-01-12,10.409
2023-01-13,10.322
2023-01-14,10.322
2023-01-15,10.322
2023-01-16,10.322
2023-01-17,10.665
2023-01-18,10.274
2023-01-19,10.043
2023-01-20,10.418
2023-01-21,10.418
2023-01-22,10.418
2023-01-23,10.729
2023-01-24,10.562
2023-01-25,11.016
2023-01-26,11.257
2023-01-27,11.589
2023-01-28,11.589
2023-01-29,11.589
2023-01-30,11.328
2023-01-31,11.492
2023-02-01,12.107
2023-02-02,12.529
2023-02-03,12.206
2023-02-04,12.206
2023-02-05,12.206
2023-02-06,11.95
2023-02-07,11.598
2023-02-08,11.193
2023-02-09,10.878
2023-02-10,10.779
2023-02-11,10.779
2023-02-12,10.779
2023-02-13,11.138
2023-02-14,11.208
2023-02-15,12.264
2023-02-16,12.306
2023-02-17,13.231
2023-02-18,13.231
2023-02-19,13.231
2023-02-20,13.231
2023-02-21,13.263
2023-02-22,13.477
2023-02-23,13.558
2023-02-24,13.038
2023-02-25,13.038
2023-02-26,13.038
2023-02-27,12.915
2023-02-28,12.523
2023-03-01,12.698
2023-03-02,13.067
2023-03-03,13.207
2023-03-04,13.207
2023-03-05,13.207
2023-03-06,12.886
2023-03-07,12.38
2023-03-08,12.605
2023-03-09,12.023
2023-03-10,11.463
2023-03-11,11.463
2023-03-12,11.463
2023-03-13,11.181
2023-03-14,11.325
2023-03-15,11.412
2023-03-16,11.51
2023-03-17,11.492
2023-03-18,11.492
2023-03-19,11.492
2023-03-20,11.667
2023-03-21,12.396
2023-03-22,12.17
2023-03-23,12.2
2023-03-24,11.9
2023-03-25,11.9
2023-03-26,11.9
2023-03-27,12.212
2023-03-28,12.594
2023-03-29,12.653
2023-03-30,12.77
2023-03-31,13.123
2023-04-01,13.123
2023-04-02,13.123
2023-04-03,12.817
2023-04-04,12.712
2023-04-05,12.353
2023-04-06,12.741
2023-04-07,12.741
2023-04-08,12.741
2023-04-09,12.741
2023-04-10,13.117
2023-04-11,13.459
2023-04-12,13.017
2023-04-13,13.016
2023-04-14,12.941
2023-04-15,12.941
2023-04-16,12.941
2023-04-17,13.241
2023-04-18,13.014
2023-04-19,13.455
2023-04-20,13.21
2023-04-21,13.429
2023-04-22,13.429
2023-04-23,13.429
2023-04-24,13.699
2023-04-25,13.329
2023-04-26,13.135
2023-04-27,14.002
2023-04-28,14.154
2023-04-29,14.154
2023-04-30,14.154
2023-05-01,14.221
2023-05-02,13.922
2023-05-03,13.87
2023-05-04,10.358
2023-05-05,10.607
2023-05-06,10.607
2023-05-07,10.607
2023-05-08,10.919
2023-05-09,10.75
2023-05-10,10.307
2023-05-11,10.002
2023-05-12,9.885
2023-05-13,9.885
2023-05-14,9.885
2023-05-15,10.405
2023-05-16,9.839
2023-05-17,10.247
2023-05-18,10.36
2023-05-19,10.004
2023-05-20,10.004
2023-05-21,10.004
2023-05-22,9.885
2023-05-23,9.839
2023-05-24,9.635
2023-05-25,9.266
2023-05-26,9.806
2023-05-27,9.806
2023-05-28,9.806
2023-05-29,9.806
2023-05-30,10.543
2023-05-31,10.341
2023-06-01,10.464
2023-06-02,10.58
2023-06-03,10.58
2023-06-04,10.58
2023-06-05,10.395
2023-06-06,10.871
2023-06-07,11.291
2023-06-08,11.415
2023-06-09,11.084
2023-06-10,11.084
2023-06-11,11.084
2023-06-12,11.366
2023-06-13,11.442
2023-06-14,11.463
2023-06-15,11.414
2023-06-16,11.242
2023-06-17,11.242
2023-06-18,11.242
2023-06-19,11.242
2023-06-20,10.851
2023-06-21,10.899
2023-06-22,10.768
