,TJX US Equity
2020-09-18,15.234
2020-09-19,15.234
2020-09-20,15.234
2020-09-21,14.731
2020-09-22,14.652
2020-09-23,14.377
2020-09-24,14.366
2020-09-25,14.461
2020-09-26,14.461
2020-09-27,14.461
2020-09-28,15.12
2020-09-29,14.728
2020-09-30,15.133
2020-10-01,15.522
2020-10-02,15.672
2020-10-03,15.672
2020-10-04,15.672
2020-10-05,15.642
2020-10-06,15.394
2020-10-07,15.615
2020-10-08,15.599
2020-10-09,15.57
2020-10-10,15.57
2020-10-11,15.57
2020-10-12,15.511
2020-10-13,15.356
2020-10-14,15.361
2020-10-15,15.361
2020-10-16,15.158
2020-10-17,15.158
2020-10-18,15.158
2020-10-19,14.751
2020-10-20,14.697
2020-10-21,14.711
2020-10-22,14.989
2020-10-23,15.257
2020-10-24,15.257
2020-10-25,15.257
2020-10-26,14.716
2020-10-27,14.483
2020-10-28,13.74
2020-10-29,13.841
2020-10-30,13.592
2020-10-31,13.592
2020-11-01,13.592
2020-11-02,13.844
2020-11-03,14.446
2020-11-04,14.248
2020-11-05,14.612
2020-11-06,14.433
2020-11-07,14.433
2020-11-08,14.433
2020-11-09,16.295
2020-11-10,16.659
2020-11-11,16.086
2020-11-12,15.695
2020-11-13,15.755
2020-11-14,15.755
2020-11-15,15.755
2020-11-16,16.141
2020-11-17,16.154
2020-11-18,16.414
2020-11-19,16.247
2020-11-20,16.015
2020-11-21,16.015
2020-11-22,16.015
2020-11-23,15.978
2020-11-24,16.632
2020-11-25,16.236
2020-11-26,16.236
2020-11-27,16.345
2020-11-28,16.345
2020-11-29,16.345
2020-11-30,16.42
2020-12-01,16.774
2020-12-02,16.805
2020-12-03,17.04
2020-12-04,17.226
2020-12-05,17.226
2020-12-06,17.226
2020-12-07,17.032
2020-12-08,16.969
2020-12-09,17.306
2020-12-10,17.254
2020-12-11,17.135
2020-12-12,17.135
2020-12-13,17.135
2020-12-14,16.944
2020-12-15,17.307
2020-12-16,17.275
2020-12-17,17.44
2020-12-18,17.489
2020-12-19,17.489
2020-12-20,17.489
2020-12-21,17.37
2020-12-22,17.3
2020-12-23,17.396
2020-12-24,17.303
2020-12-25,17.303
2020-12-26,17.303
2020-12-27,17.303
2020-12-28,17.67
2020-12-29,17.564
2020-12-30,17.644
2020-12-31,17.641
2021-01-01,17.641
2021-01-02,17.641
2021-01-03,17.641
2021-01-04,17.259
2021-01-05,17.236
2021-01-06,17.992
2021-01-07,17.935
2021-01-08,18.017
2021-01-09,18.017
2021-01-10,18.017
2021-01-11,17.542
2021-01-12,17.55
2021-01-13,17.294
2021-01-14,17.266
2021-01-15,17.378
2021-01-16,17.378
2021-01-17,17.378
2021-01-18,17.378
2021-01-19,17.053
2021-01-20,17.335
2021-01-21,17.276
2021-01-22,16.984
2021-01-23,16.984
2021-01-24,16.984
2021-01-25,16.672
2021-01-26,16.365
2021-01-27,16.228
2021-01-28,16.624
2021-01-29,16.256
2021-01-30,16.256
2021-01-31,16.256
2021-02-01,16.263
2021-02-02,16.71
2021-02-03,16.939
2021-02-04,17.408
2021-02-05,17.345
2021-02-06,17.345
2021-02-07,17.345
2021-02-08,17.761
2021-02-09,17.515
2021-02-10,17.479
2021-02-11,17.586
2021-02-12,17.326
2021-02-13,17.326
2021-02-14,17.326
2021-02-15,17.326
2021-02-16,17.199
2021-02-17,17.028
2021-02-18,17.403
2021-02-19,17.247
2021-02-20,17.247
2021-02-21,17.247
2021-02-22,17.721
2021-02-23,17.856
2021-02-24,18.174
2021-02-25,17.841
2021-02-26,17.395
2021-02-27,17.395
2021-02-28,17.395
2021-03-01,17.946
2021-03-02,17.668
2021-03-03,16.988
2021-03-04,16.692
2021-03-05,16.737
2021-03-06,16.737
2021-03-07,16.737
2021-03-08,17.393
2021-03-09,17.633
2021-03-10,17.505
2021-03-11,17.633
2021-03-12,17.836
2021-03-13,17.836
2021-03-14,17.836
2021-03-15,18.151
2021-03-16,17.804
2021-03-17,17.97
2021-03-18,17.751
2021-03-19,17.775
2021-03-20,17.775
2021-03-21,17.775
2021-03-22,17.746
2021-03-23,17.22
2021-03-24,17.167
2021-03-25,17.367
2021-03-26,17.623
2021-03-27,17.623
2021-03-28,17.623
2021-03-29,17.487
2021-03-30,17.751
2021-03-31,17.652
2021-04-01,17.607
2021-04-02,17.607
2021-04-03,17.607
2021-04-04,17.607
2021-04-05,18.082
2021-04-06,18.05
2021-04-07,18.087
2021-04-08,18.421
2021-04-09,18.533
2021-04-10,18.533
2021-04-11,18.533
2021-04-12,18.551
2021-04-13,18.269
2021-04-14,18.309
2021-04-15,18.477
2021-04-16,18.63
2021-04-17,18.63
2021-04-18,18.63
2021-04-19,18.366
2021-04-20,18.034
2021-04-21,18.377
2021-04-22,18.562
2021-04-23,18.889
2021-04-24,18.889
2021-04-25,18.889
2021-04-26,18.591
2021-04-27,18.731
2021-04-28,18.771
2021-04-29,19.166
2021-04-30,19.053
2021-05-01,19.053
2021-05-02,19.053
2021-05-03,19.343
2021-05-04,19.005
2021-05-05,19.061
2021-05-06,19.257
2021-05-07,19.799
2021-05-08,19.799
2021-05-09,19.799
2021-05-10,19.587
2021-05-11,19.324
2021-05-12,18.726
2021-05-13,19.095
2021-05-14,19.507
2021-05-15,19.507
2021-05-16,19.507
2021-05-17,19.394
2021-05-18,19.16
2021-05-19,17.356
2021-05-20,17.178
2021-05-21,17.093
2021-05-22,17.093
2021-05-23,17.093
2021-05-24,16.92
2021-05-25,17.152
2021-05-26,17.302
2021-05-27,17.144
2021-05-28,17.221
2021-05-29,17.221
2021-05-30,17.221
2021-05-31,17.221
2021-06-01,16.52
2021-06-02,16.222
2021-06-03,16.188
2021-06-04,16.139
2021-06-05,16.139
2021-06-06,16.139
2021-06-07,16.06
2021-06-08,16.166
2021-06-09,15.989
2021-06-10,15.925
2021-06-11,16.168
2021-06-12,16.168
2021-06-13,16.168
2021-06-14,16.013
2021-06-15,16.276
2021-06-16,16.226
2021-06-17,16.102
2021-06-18,15.771
2021-06-19,15.771
2021-06-20,15.771
2021-06-21,16.154
2021-06-22,16.403
2021-06-23,16.391
2021-06-24,16.667
2021-06-25,16.806
2021-06-26,16.806
2021-06-27,16.806
2021-06-28,16.548
2021-06-29,16.6
2021-06-30,16.779
2021-07-01,16.893
2021-07-02,16.986
2021-07-03,16.986
2021-07-04,16.986
2021-07-05,16.986
2021-07-06,16.956
2021-07-07,16.836
2021-07-08,16.642
2021-07-09,17.013
2021-07-10,17.013
2021-07-11,17.013
2021-07-12,16.978
2021-07-13,16.834
2021-07-14,17.083
2021-07-15,16.941
2021-07-16,16.776
2021-07-17,16.776
2021-07-18,16.776
2021-07-19,16.184
2021-07-20,16.55
2021-07-21,16.794
2021-07-22,16.742
2021-07-23,16.968
2021-07-24,16.968
2021-07-25,16.968
2021-07-26,17.102
2021-07-27,17.035
2021-07-28,16.893
2021-07-29,17.132
2021-07-30,17.125
2021-07-31,17.125
2021-08-01,17.125
2021-08-02,16.911
2021-08-03,17.167
2021-08-04,16.737
2021-08-05,17.068
2021-08-06,17.249
2021-08-07,17.249
2021-08-08,17.249
2021-08-09,17.155
2021-08-10,17.777
2021-08-11,17.796
2021-08-12,17.756
2021-08-13,17.493
2021-08-14,17.493
2021-08-15,17.493
2021-08-16,17.459
2021-08-17,16.907
2021-08-18,17.593
2021-08-19,17.28
2021-08-20,17.386
2021-08-21,17.386
2021-08-22,17.386
2021-08-23,17.642
2021-08-24,17.684
2021-08-25,17.802
2021-08-26,17.339
2021-08-27,17.292
2021-08-28,17.292
2021-08-29,17.292
2021-08-30,17.095
2021-08-31,17.076
2021-09-01,16.926
2021-09-02,16.876
2021-09-03,16.689
2021-09-04,16.689
2021-09-05,16.689
2021-09-06,16.689
2021-09-07,16.402
2021-09-08,16.395
2021-09-09,16.308
2021-09-10,16.172
2021-09-11,16.172
2021-09-12,16.172
2021-09-13,16.132
2021-09-14,16.315
2021-09-15,16.315
2021-09-16,16.55
2021-09-17,16.534
2021-09-18,16.534
2021-09-19,16.534
2021-09-20,16.228
2021-09-21,16.271
2021-09-22,16.327
2021-09-23,16.602
2021-09-24,16.696
2021-09-25,16.696
2021-09-26,16.696
2021-09-27,16.705
2021-09-28,16.456
2021-09-29,16.414
2021-09-30,15.493
2021-10-01,15.641
2021-10-02,15.641
2021-10-03,15.641
2021-10-04,15.465
2021-10-05,15.289
2021-10-06,15.106
2021-10-07,15.259
2021-10-08,15.202
2021-10-09,15.202
2021-10-10,15.202
2021-10-11,14.798
2021-10-12,14.787
2021-10-13,14.911
2021-10-14,15.154
2021-10-15,15.204
2021-10-16,15.204
2021-10-17,15.204
2021-10-18,15.272
2021-10-19,15.097
2021-10-20,15.088
2021-10-21,15.281
2021-10-22,15.159
2021-10-23,15.159
2021-10-24,15.159
2021-10-25,15.419
2021-10-26,15.435
2021-10-27,15.253
2021-10-28,15.404
2021-10-29,15.473
2021-10-30,15.473
2021-10-31,15.473
2021-11-01,15.708
2021-11-02,15.866
2021-11-03,16.128
2021-11-04,16.437
2021-11-05,16.781
2021-11-06,16.781
2021-11-07,16.781
2021-11-08,16.689
2021-11-09,16.701
2021-11-10,16.528
2021-11-11,16.351
2021-11-12,16.49
2021-11-13,16.49
2021-11-14,16.49
2021-11-15,16.615
2021-11-16,16.641
2021-11-17,17.386
2021-11-18,17.28
2021-11-19,16.788
2021-11-20,16.788
2021-11-21,16.788
2021-11-22,16.519
2021-11-23,16.772
2021-11-24,16.897
2021-11-25,16.897
2021-11-26,16.396
2021-11-27,16.396
2021-11-28,16.396
2021-11-29,16.681
2021-11-30,16.381
2021-12-01,16.053
2021-12-02,16.582
2021-12-03,16.686
2021-12-04,16.686
2021-12-05,16.686
2021-12-06,17.146
2021-12-07,17.495
2021-12-08,17.547
2021-12-09,17.472
2021-12-10,17.639
2021-12-11,17.639
2021-12-12,17.639
2021-12-13,17.262
2021-12-14,17.217
2021-12-15,17.128
2021-12-16,17.224
2021-12-17,17.353
2021-12-18,17.353
2021-12-19,17.353
2021-12-20,16.992
2021-12-21,17.376
2021-12-22,17.348
2021-12-23,17.26
2021-12-24,17.26
2021-12-25,17.26
2021-12-26,17.26
2021-12-27,17.387
2021-12-28,17.499
2021-12-29,17.66
2021-12-30,17.677
2021-12-31,17.768
2022-01-01,17.768
2022-01-02,17.768
2022-01-03,17.681
2022-01-04,17.955
2022-01-05,17.585
2022-01-06,17.663
2022-01-07,17.408
2022-01-08,17.408
2022-01-09,17.408
2022-01-10,16.965
2022-01-11,17.368
2022-01-12,17.181
2022-01-13,16.993
2022-01-14,16.659
2022-01-15,16.659
2022-01-16,16.659
2022-01-17,16.659
2022-01-18,16.127
2022-01-19,16.034
2022-01-20,15.758
2022-01-21,15.788
2022-01-22,15.788
2022-01-23,15.788
2022-01-24,16.163
2022-01-25,16.074
2022-01-26,16.172
2022-01-27,16.294
2022-01-28,16.706
2022-01-29,16.706
2022-01-30,16.706
2022-01-31,16.844
2022-02-01,17.038
2022-02-02,16.858
2022-02-03,16.338
2022-02-04,16.191
2022-02-05,16.191
2022-02-06,16.191
2022-02-07,16.23
2022-02-08,16.486
2022-02-09,16.789
2022-02-10,16.594
2022-02-11,16.138
2022-02-12,16.138
2022-02-13,16.138
2022-02-14,15.971
2022-02-15,16.182
2022-02-16,15.762
2022-02-17,15.309
2022-02-18,15.539
2022-02-19,15.539
2022-02-20,15.539
2022-02-21,15.539
2022-02-22,15.361
2022-02-23,14.972
2022-02-24,15.675
2022-02-25,16.182
2022-02-26,16.182
2022-02-27,16.182
2022-02-28,16.073
2022-03-01,15.538
2022-03-02,16.078
2022-03-03,15.979
2022-03-04,15.288
2022-03-05,15.288
2022-03-06,15.288
2022-03-07,14.259
2022-03-08,14.668
2022-03-09,14.958
2022-03-10,15.169
2022-03-11,15.017
2022-03-12,15.017
2022-03-13,15.017
2022-03-14,15.011
2022-03-15,15.126
2022-03-16,15.327
2022-03-17,15.256
2022-03-18,15.303
2022-03-19,15.303
2022-03-20,15.303
2022-03-21,14.947
2022-03-22,14.982
2022-03-23,14.577
2022-03-24,14.722
2022-03-25,15.021
2022-03-26,15.021
2022-03-27,15.021
2022-03-28,15.195
2022-03-29,15.761
2022-03-30,15.195
2022-03-31,14.847
2022-04-01,14.987
2022-04-02,14.987
2022-04-03,14.987
2022-04-04,15.204
2022-04-05,15.116
2022-04-06,14.827
2022-04-07,14.876
2022-04-08,14.932
2022-04-09,14.932
2022-04-10,14.932
2022-04-11,15.005
2022-04-12,15.24
2022-04-13,15.42
2022-04-14,15.18
2022-04-15,15.18
2022-04-16,15.18
2022-04-17,15.18
2022-04-18,15.115
2022-04-19,15.839
2022-04-20,16.166
2022-04-21,15.962
2022-04-22,15.18
2022-04-23,15.18
2022-04-24,15.18
2022-04-25,15.345
2022-04-26,14.913
2022-04-27,14.925
2022-04-28,15.379
2022-04-29,14.879
2022-04-30,14.879
2022-05-01,14.879
2022-05-02,15.127
2022-05-03,15.059
2022-05-04,15.556
2022-05-05,14.983
2022-05-06,14.668
2022-05-07,14.668
2022-05-08,14.668
2022-05-09,14.385
2022-05-10,13.669
2022-05-11,13.446
2022-05-12,13.693
2022-05-13,13.984
2022-05-14,13.984
2022-05-15,13.984
2022-05-16,13.729
2022-05-17,13.739
2022-05-18,14.542
2022-05-19,14.796
2022-05-20,13.943
2022-05-21,13.943
2022-05-22,13.943
2022-05-23,14.531
2022-05-24,14.462
2022-05-25,14.835
2022-05-26,15.535
2022-05-27,15.651
2022-05-28,15.651
2022-05-29,15.651
2022-05-30,15.651
2022-05-31,15.366
2022-06-01,15.107
2022-06-02,15.414
2022-06-03,14.994
2022-06-04,14.994
2022-06-05,14.994
2022-06-06,14.921
2022-06-07,14.757
2022-06-08,14.849
2022-06-09,14.66
2022-06-10,14.268
2022-06-11,14.268
2022-06-12,14.268
2022-06-13,13.871
2022-06-14,13.871
2022-06-15,13.944
2022-06-16,13.729
2022-06-17,13.7
2022-06-18,13.7
2022-06-19,13.7
2022-06-20,13.7
2022-06-21,13.91
2022-06-22,13.898
2022-06-23,13.954
2022-06-24,14.67
2022-06-25,14.67
2022-06-26,14.67
2022-06-27,14.566
2022-06-28,13.998
2022-06-29,13.903
2022-06-30,13.601
2022-07-01,13.648
2022-07-02,13.648
2022-07-03,13.648
2022-07-04,13.648
2022-07-05,14.023
2022-07-06,14.118
2022-07-07,14.488
2022-07-08,14.354
2022-07-09,14.354
2022-07-10,14.354
2022-07-11,14.222
2022-07-12,14.364
2022-07-13,14.388
2022-07-14,14.308
2022-07-15,14.819
2022-07-16,14.819
2022-07-17,14.819
2022-07-18,14.802
2022-07-19,15.33
2022-07-20,15.426
2022-07-21,15.597
2022-07-22,15.665
2022-07-23,15.665
2022-07-24,15.665
2022-07-25,15.549
2022-07-26,14.903
2022-07-27,14.938
2022-07-28,15.034
2022-07-29,15.026
2022-07-30,15.026
2022-07-31,15.026
2022-08-01,15.392
2022-08-02,15.233
2022-08-03,15.623
2022-08-04,15.63
2022-08-05,15.516
2022-08-06,15.516
2022-08-07,15.516
2022-08-08,15.89
2022-08-09,15.646
2022-08-10,15.802
2022-08-11,16.148
2022-08-12,16.414
2022-08-13,16.414
2022-08-14,16.414
2022-08-15,16.389
2022-08-16,16.718
2022-08-17,17.149
2022-08-18,17.161
2022-08-19,16.755
2022-08-20,16.755
2022-08-21,16.755
2022-08-22,16.247
2022-08-23,16.121
2022-08-24,16.242
2022-08-25,16.424
2022-08-26,15.869
2022-08-27,15.869
2022-08-28,15.869
2022-08-29,15.927
2022-08-30,15.786
2022-08-31,15.733
2022-09-01,16.109
2022-09-02,16.028
2022-09-03,16.028
2022-09-04,16.028
2022-09-05,16.028
2022-09-06,15.869
2022-09-07,16.613
2022-09-08,16.772
2022-09-09,16.81
2022-09-10,16.81
2022-09-11,16.81
2022-09-12,16.901
2022-09-13,16.29
2022-09-14,16.29
2022-09-15,16.422
2022-09-16,16.349
2022-09-17,16.349
2022-09-18,16.349
2022-09-19,16.572
2022-09-20,16.112
2022-09-21,15.92
2022-09-22,15.679
2022-09-23,15.492
2022-09-24,15.492
2022-09-25,15.492
2022-09-26,15.21
2022-09-27,15.276
2022-09-28,15.715
2022-09-29,15.47
2022-09-30,15.667
2022-10-01,15.667
2022-10-02,15.667
2022-10-03,15.863
2022-10-04,16.499
2022-10-05,16.595
2022-10-06,16.416
2022-10-07,16.29
2022-10-08,16.29
2022-10-09,16.29
2022-10-10,16.224
2022-10-11,16.274
2022-10-12,16.152
2022-10-13,16.481
2022-10-14,16.069
2022-10-15,16.069
2022-10-16,16.069
2022-10-17,16.66
2022-10-18,16.898
2022-10-19,16.713
2022-10-20,16.526
2022-10-21,17.095
2022-10-22,17.095
2022-10-23,17.095
2022-10-24,17.492
2022-10-25,17.747
2022-10-26,17.86
2022-10-27,18.112
2022-10-28,18.261
2022-10-29,18.261
2022-10-30,18.261
2022-10-31,18.169
2022-11-01,18.084
2022-11-02,17.713
2022-11-03,17.943
2022-11-04,17.94
2022-11-05,17.94
2022-11-06,17.94
2022-11-07,18.175
2022-11-08,18.016
2022-11-09,17.715
2022-11-10,18.706
2022-11-11,18.681
2022-11-12,18.681
2022-11-13,18.681
2022-11-14,18.469
2022-11-15,18.989
2022-11-16,19.929
2022-11-17,19.629
2022-11-18,19.631
2022-11-19,19.631
2022-11-20,19.631
2022-11-21,19.842
2022-11-22,20.121
2022-11-23,20.229
2022-11-24,20.229
2022-11-25,20.352
2022-11-26,20.352
2022-11-27,20.352
2022-11-28,20.014
2022-11-29,20.077
2022-11-30,20.05
2022-12-01,19.941
2022-12-02,20.08
2022-12-03,20.08
2022-12-04,20.08
2022-12-05,19.897
2022-12-06,19.872
2022-12-07,19.882
2022-12-08,19.701
2022-12-09,19.546
2022-12-10,19.546
2022-12-11,19.546
2022-12-12,19.681
2022-12-13,19.781
2022-12-14,19.814
2022-12-15,19.636
2022-12-16,19.384
2022-12-17,19.384
2022-12-18,19.384
2022-12-19,19.504
2022-12-20,19.379
2022-12-21,19.691
2022-12-22,19.586
2022-12-23,19.856
2022-12-24,19.856
2022-12-25,19.856
2022-12-26,19.856
2022-12-27,19.739
2022-12-28,19.654
2022-12-29,19.816
2022-12-30,19.881
2022-12-31,19.881
2023-01-01,19.881
2023-01-02,19.881
2023-01-03,19.689
2023-01-04,19.9
2023-01-05,20.067
2023-01-06,20.582
2023-01-07,20.582
2023-01-08,20.582
2023-01-09,20.374
2023-01-10,20.606
2023-01-11,20.564
2023-01-12,20.476
2023-01-13,20.379
2023-01-14,20.379
2023-01-15,20.379
2023-01-16,20.379
2023-01-17,20.384
2023-01-18,19.949
2023-01-19,19.849
2023-01-20,19.881
2023-01-21,19.881
2023-01-22,19.881
2023-01-23,19.789
2023-01-24,20.321
2023-01-25,20.659
2023-01-26,20.611
2023-01-27,20.469
2023-01-28,20.469
2023-01-29,20.469
2023-01-30,20.374
2023-01-31,20.425
2023-02-01,20.565
2023-02-02,20.058
2023-02-03,20.09
2023-02-04,20.09
2023-02-05,20.09
2023-02-06,19.973
2023-02-07,19.9
2023-02-08,20.087
2023-02-09,20.123
2023-02-10,19.991
2023-02-11,19.991
2023-02-12,19.991
2023-02-13,20.068
2023-02-14,20.037
2023-02-15,20.019
2023-02-16,19.764
2023-02-17,19.821
2023-02-18,19.821
2023-02-19,19.821
2023-02-20,19.821
2023-02-21,19.56
2023-02-22,19.374
2023-02-23,19.536
2023-02-24,19.395
2023-02-25,19.395
2023-02-26,19.395
2023-02-27,19.347
2023-02-28,19.271
2023-03-01,19.337
2023-03-02,19.299
2023-03-03,19.586
2023-03-04,19.586
2023-03-05,19.586
2023-03-06,19.671
2023-03-07,19.352
2023-03-08,19.403
2023-03-09,18.847
2023-03-10,18.678
2023-03-11,18.678
2023-03-12,18.678
2023-03-13,18.487
2023-03-14,18.794
2023-03-15,18.643
2023-03-16,18.754
2023-03-17,18.724
2023-03-18,18.724
2023-03-19,18.724
2023-03-20,18.955
2023-03-21,19.196
2023-03-22,18.887
2023-03-23,18.761
2023-03-24,18.822
2023-03-25,18.822
2023-03-26,18.822
2023-03-27,18.95
2023-03-28,19.159
2023-03-29,19.293
2023-03-30,19.394
2023-03-31,19.76
2023-04-01,19.76
2023-04-02,19.76
2023-04-03,19.886
2023-04-04,19.83
2023-04-05,19.679
2023-04-06,19.687
2023-04-07,19.687
2023-04-08,19.687
2023-04-09,19.687
2023-04-10,19.77
2023-04-11,19.76
2023-04-12,19.346
2023-04-13,19.472
2023-04-14,19.47
2023-04-15,19.47
2023-04-16,19.47
2023-04-17,19.576
2023-04-18,19.613
2023-04-19,19.676
2023-04-20,19.944
2023-04-21,19.782
2023-04-22,19.782
2023-04-23,19.782
2023-04-24,19.808
2023-04-25,19.381
2023-04-26,19.538
2023-04-27,19.911
2023-04-28,19.876
2023-04-29,19.876
2023-04-30,19.876
2023-05-01,19.75
2023-05-02,19.74
2023-05-03,19.659
2023-05-04,19.464
2023-05-05,19.825
2023-05-06,19.825
2023-05-07,19.825
2023-05-08,19.775
2023-05-09,19.833
2023-05-10,19.752
2023-05-11,19.773
2023-05-12,19.998
2023-05-13,19.998
2023-05-14,19.998
2023-05-15,20.224
2023-05-16,19.961
2023-05-17,19.881
2023-05-18,19.957
2023-05-19,19.977
2023-05-20,19.977
2023-05-21,19.977
2023-05-22,19.745
2023-05-23,19.503
2023-05-24,19.335
2023-05-25,19.113
2023-05-26,19.38
2023-05-27,19.38
2023-05-28,19.38
2023-05-29,19.38
2023-05-30,19.325
2023-05-31,19.332
2023-06-01,19.297
2023-06-02,19.665
2023-06-03,19.665
2023-06-04,19.665
2023-06-05,19.853
2023-06-06,19.806
2023-06-07,19.665
2023-06-08,19.576
2023-06-09,19.979
2023-06-10,19.979
2023-06-11,19.979
2023-06-12,20.148
2023-06-13,20.4
2023-06-14,20.115
2023-06-15,20.513
2023-06-16,20.458
2023-06-17,20.458
2023-06-18,20.458
2023-06-19,20.458
2023-06-20,20.239
2023-06-21,20.359
2023-06-22,20.513
2023-06-23,20.659
2023-06-24,20.659
2023-06-25,20.659
2023-06-26,20.573
2023-06-27,20.845
2023-06-28,20.81
2023-06-29,21.06
2023-06-30,21.325
2023-07-01,21.325
2023-07-02,21.325
2023-07-03,21.186
2023-07-04,21.186
2023-07-05,21.302
2023-07-06,20.985
2023-07-07,20.799
2023-07-08,20.799
