,TJX US Equity
2023-07-09,20.799
2023-07-10,21.018
2023-07-11,21.269
2023-07-12,21.397
2023-07-13,21.319
2023-07-14,21.314
2023-07-15,21.314
2023-07-16,21.314
2023-07-17,21.359
2023-07-18,21.374
2023-07-19,21.39
2023-07-20,21.35
2023-07-21,21.387
2023-07-22,21.387
2023-07-23,21.387
2023-07-24,21.64
2023-07-25,21.812
2023-07-26,21.847
2023-07-27,21.605
2023-07-28,21.705
2023-07-29,21.705
2023-07-30,21.705
2023-07-31,21.625
2023-08-01,21.585
2023-08-02,21.395
2023-08-03,21.497
2023-08-04,21.355
2023-08-05,21.355
2023-08-06,21.355
2023-08-07,21.581
2023-08-08,21.654
2023-08-09,21.603
2023-08-10,21.598
2023-08-11,21.52
2023-08-12,21.52
2023-08-13,21.52
2023-08-14,21.568
2023-08-15,21.458
2023-08-16,22.005
2023-08-17,21.652
2023-08-18,21.953
2023-08-19,21.953
2023-08-20,21.953
2023-08-21,21.978
2023-08-22,21.813
2023-08-23,22.035
2023-08-24,21.625
2023-08-25,21.75
2023-08-26,21.75
2023-08-27,21.75
2023-08-28,22.107
2023-08-29,22.276
2023-08-30,22.49
2023-08-31,22.573
2023-09-01,22.574
2023-09-02,22.574
2023-09-03,22.574
2023-09-04,22.574
2023-09-05,22.325
2023-09-06,22.121
2023-09-07,22.289
2023-09-08,22.289
2023-09-09,22.289
2023-09-10,22.289
2023-09-11,22.321
2023-09-12,22.467
2023-09-13,22.647
2023-09-14,22.811
2023-09-15,22.53
2023-09-16,22.53
2023-09-17,22.53
2023-09-18,22.409
2023-09-19,22.179
2023-09-20,22.097
2023-09-21,21.733
2023-09-22,21.731
2023-09-23,21.731
2023-09-24,21.731
2023-09-25,21.512
2023-09-26,21.417
2023-09-27,21.475
2023-09-28,21.833
2023-09-29,21.663
2023-09-30,21.663
2023-10-01,21.663
2023-10-02,21.614
2023-10-03,21.412
2023-10-04,21.458
2023-10-05,21.407
2023-10-06,21.585
2023-10-07,21.585
2023-10-08,21.585
2023-10-09,21.621
2023-10-10,21.607
2023-10-11,21.753
2023-10-12,21.672
2023-10-13,21.594
2023-10-14,21.594
2023-10-15,21.594
2023-10-16,21.858
2023-10-17,22.084
2023-10-18,22.045
2023-10-19,21.894
2023-10-20,21.716
2023-10-21,21.716
2023-10-22,21.716
2023-10-23,21.529
2023-10-24,21.799
2023-10-25,21.674
2023-10-26,21.426
2023-10-27,21.246
2023-10-28,21.246
2023-10-29,21.246
2023-10-30,21.509
2023-10-31,21.46
2023-11-01,21.458
2023-11-02,21.911
2023-11-03,22.174
2023-11-04,22.174
2023-11-05,22.174
2023-11-06,22.132
2023-11-07,22.102
2023-11-08,22.097
2023-11-09,22.254
2023-11-10,22.288
2023-11-11,22.288
2023-11-12,22.288
2023-11-13,22.257
2023-11-14,22.589
2023-11-15,21.791
2023-11-16,21.517
2023-11-17,21.632
2023-11-18,21.632
2023-11-19,21.632
2023-11-20,21.802
2023-11-21,21.656
2023-11-22,21.87
2023-11-23,21.87
2023-11-24,21.875
2023-11-25,21.875
2023-11-26,21.875
2023-11-27,21.663
2023-11-28,21.684
2023-11-29,21.431
2023-11-30,21.433
2023-12-01,21.628
2023-12-02,21.628
2023-12-03,21.628
2023-12-04,21.513
2023-12-05,21.375
2023-12-06,21.511
2023-12-07,21.591
2023-12-08,21.649
2023-12-09,21.649
2023-12-10,21.649
2023-12-11,22.048
2023-12-12,22.145
2023-12-13,22.32
2023-12-14,21.849
2023-12-15,21.688
2023-12-16,21.688
2023-12-17,21.688
2023-12-18,21.817
2023-12-19,22.172
2023-12-20,21.875
2023-12-21,22.185
2023-12-22,22.299
2023-12-23,22.299
2023-12-24,22.299
2023-12-25,22.299
2023-12-26,22.527
2023-12-27,22.523
2023-12-28,22.637
2023-12-29,22.775
2023-12-30,22.775
2023-12-31,22.775
2024-01-01,22.775
2024-01-02,22.646
2024-01-03,22.241
2024-01-04,22.541
2024-01-05,22.244
2024-01-06,22.244
2024-01-07,22.244
2024-01-08,22.513
2024-01-09,22.576
2024-01-10,22.833
2024-01-11,23.102
2024-01-12,23.049
2024-01-13,23.049
2024-01-14,23.049
2024-01-15,23.049
2024-01-16,23.236
2024-01-17,22.877
2024-01-18,22.964
2024-01-19,23.146
2024-01-20,23.146
2024-01-21,23.146
2024-01-22,23.056
2024-01-23,23.039
2024-01-24,23.013
2024-01-25,23.137
2024-01-26,23.348
2024-01-27,23.348
2024-01-28,23.348
2024-01-29,23.355
2024-01-30,23.454
2024-01-31,22.992
2024-02-01,23.513
2024-02-02,23.622
2024-02-03,23.622
2024-02-04,23.622
2024-02-05,23.453
2024-02-06,23.562
2024-02-07,23.739
2024-02-08,23.874
2024-02-09,23.969
2024-02-10,23.969
2024-02-11,23.969
2024-02-12,23.806
2024-02-13,23.777
2024-02-14,23.677
2024-02-15,23.865
2024-02-16,23.889
2024-02-17,23.889
2024-02-18,23.889
2024-02-19,23.889
2024-02-20,23.723
2024-02-21,23.921
2024-02-22,24.138
2024-02-23,24.192
2024-02-24,24.192
2024-02-25,24.192
2024-02-26,24.173
2024-02-27,24.487
2024-02-28,24.509
2024-02-29,24.092
2024-03-01,23.922
2024-03-02,23.922
2024-03-03,23.922
2024-03-04,23.783
2024-03-05,23.65
2024-03-06,23.409
2024-03-07,23.254
2024-03-08,23.29
2024-03-09,23.29
2024-03-10,23.29
2024-03-11,23.415
2024-03-12,23.597
2024-03-13,23.801
2024-03-14,23.939
2024-03-15,23.677
2024-03-16,23.677
2024-03-17,23.677
2024-03-18,23.326
2024-03-19,23.859
2024-03-20,23.971
2024-03-21,24.044
2024-03-22,24.116
2024-03-23,24.116
2024-03-24,24.116
2024-03-25,23.801
2024-03-26,24.073
2024-03-27,24.504
2024-03-28,24.599
2024-03-29,24.599
2024-03-30,24.599
2024-03-31,24.599
2024-04-01,24.181
2024-04-02,24.126
2024-04-03,23.594
2024-04-04,23.223
2024-04-05,23.48
2024-04-06,23.48
2024-04-07,23.48
2024-04-08,23.436
