,D US Equity
2023-06-28,13.162
2023-06-29,13.203
2023-06-30,13.206
2023-07-01,13.206
2023-07-02,13.206
2023-07-03,13.415
2023-07-04,13.415
2023-07-05,13.541
2023-07-06,13.352
2023-07-07,13.324
2023-07-08,13.324
2023-07-09,13.324
2023-07-10,13.184
2023-07-11,13.424
2023-07-12,13.605
2023-07-13,13.755
2023-07-14,13.651
2023-07-15,13.651
2023-07-16,13.651
2023-07-17,13.306
2023-07-18,13.249
2023-07-19,13.488
2023-07-20,13.784
2023-07-21,13.981
2023-07-22,13.981
2023-07-23,13.981
2023-07-24,14.009
2023-07-25,14.069
2023-07-26,14.155
2023-07-27,13.872
2023-07-28,13.908
2023-07-29,13.908
2023-07-30,13.908
2023-07-31,14.116
2023-08-01,13.787
2023-08-02,13.797
2023-08-03,13.375
2023-08-04,12.979
2023-08-05,12.979
2023-08-06,12.979
2023-08-07,13.0
2023-08-08,13.074
2023-08-09,13.2
2023-08-10,13.251
2023-08-11,13.174
2023-08-12,13.174
2023-08-13,13.174
2023-08-14,13.054
2023-08-15,12.737
2023-08-16,12.812
2023-08-17,12.85
2023-08-18,12.988
2023-08-19,12.988
2023-08-20,12.988
2023-08-21,12.905
2023-08-22,12.826
2023-08-23,12.837
2023-08-24,12.902
2023-08-25,13.023
2023-08-26,13.023
2023-08-27,13.023
2023-08-28,13.133
2023-08-29,13.302
2023-08-30,13.286
2023-08-31,13.206
2023-09-01,13.005
2023-09-02,13.005
2023-09-03,13.005
2023-09-04,13.005
2023-09-05,13.033
2023-09-06,12.799
2023-09-07,12.959
2023-09-08,13.316
2023-09-09,13.316
2023-09-10,13.316
2023-09-11,13.324
2023-09-12,13.486
2023-09-13,13.717
2023-09-14,13.989
2023-09-15,13.977
2023-09-16,13.977
2023-09-17,13.977
2023-09-18,13.875
2023-09-19,13.653
2023-09-20,13.687
2023-09-21,13.561
2023-09-22,13.664
2023-09-23,13.664
2023-09-24,13.664
2023-09-25,13.71
2023-09-26,13.181
2023-09-27,13.009
2023-09-28,12.631
2023-09-29,12.783
2023-09-30,12.783
2023-10-01,12.783
2023-10-02,12.223
2023-10-03,12.269
2023-10-04,12.125
2023-10-05,11.839
2023-10-06,12.047
2023-10-07,12.047
2023-10-08,12.047
2023-10-09,12.185
2023-10-10,12.304
2023-10-11,12.411
2023-10-12,12.05
2023-10-13,12.146
2023-10-14,12.146
2023-10-15,12.146
2023-10-16,12.262
2023-10-17,12.353
2023-10-18,12.014
2023-10-19,12.303
2023-10-20,12.116
2023-10-21,12.116
2023-10-22,12.116
2023-10-23,12.115
2023-10-24,12.366
2023-10-25,12.424
2023-10-26,12.556
2023-10-27,12.283
2023-10-28,12.283
2023-10-29,12.283
2023-10-30,12.259
2023-10-31,12.411
2023-11-01,12.381
2023-11-02,12.645
2023-11-03,13.437
2023-11-04,13.437
2023-11-05,13.437
2023-11-06,14.083
2023-11-07,14.08
2023-11-08,14.191
2023-11-09,13.86
2023-11-10,13.888
2023-11-11,13.888
2023-11-12,13.888
2023-11-13,13.755
2023-11-14,14.361
2023-11-15,14.589
2023-11-16,14.483
2023-11-17,14.449
2023-11-18,14.449
2023-11-19,14.449
2023-11-20,14.341
2023-11-21,14.344
2023-11-22,14.415
2023-11-23,14.415
2023-11-24,14.492
2023-11-25,14.492
2023-11-26,14.492
2023-11-27,14.477
2023-11-28,14.504
2023-11-29,14.518
2023-11-30,14.29
2023-12-01,14.709
2023-12-02,14.709
2023-12-03,14.709
2023-12-04,14.539
2023-12-05,14.599
2023-12-06,14.895
2023-12-07,14.889
2023-12-08,14.968
2023-12-09,14.968
2023-12-10,14.968
2023-12-11,15.076
2023-12-12,15.076
2023-12-13,15.652
2023-12-14,15.534
2023-12-15,15.319
2023-12-16,15.319
2023-12-17,15.319
2023-12-18,15.224
2023-12-19,15.185
2023-12-20,14.923
2023-12-21,14.787
2023-12-22,14.802
2023-12-23,14.802
2023-12-24,14.802
2023-12-25,14.802
2023-12-26,14.881
2023-12-27,14.711
2023-12-28,14.818
2023-12-29,14.799
2023-12-30,14.799
2023-12-31,14.799
2024-01-01,14.799
2024-01-02,15.231
2024-01-03,15.206
2024-01-04,15.134
2024-01-05,15.397
2024-01-06,15.397
2024-01-07,15.397
2024-01-08,15.526
2024-01-09,15.29
2024-01-10,15.179
2024-01-11,14.92
2024-01-12,14.989
2024-01-13,14.989
2024-01-14,14.989
2024-01-15,14.989
2024-01-16,14.809
2024-01-17,14.622
2024-01-18,14.403
2024-01-19,14.353
2024-01-20,14.353
2024-01-21,14.353
2024-01-22,14.264
2024-01-23,14.387
2024-01-24,14.178
2024-01-25,14.512
2024-01-26,14.631
2024-01-27,14.631
2024-01-28,14.631
2024-01-29,14.594
2024-01-30,14.693
2024-01-31,14.687
2024-02-01,14.995
2024-02-02,14.661
2024-02-03,14.661
2024-02-04,14.661
2024-02-05,14.356
2024-02-06,14.485
2024-02-07,14.292
2024-02-08,14.192
2024-02-09,14.359
2024-02-10,14.359
2024-02-11,14.359
2024-02-12,14.526
2024-02-13,14.25
2024-02-14,14.411
2024-02-15,14.613
2024-02-16,14.732
2024-02-17,14.732
2024-02-18,14.732
2024-02-19,14.732
2024-02-20,14.568
2024-02-21,14.87
2024-02-22,14.773
2024-02-23,15.531
2024-02-24,15.531
2024-02-25,15.531
2024-02-26,15.109
2024-02-27,15.508
2024-02-28,15.69
2024-02-29,15.739
2024-03-01,14.846
2024-03-02,14.846
2024-03-03,14.846
2024-03-04,15.671
2024-03-05,15.47
2024-03-06,15.972
2024-03-07,16.273
2024-03-08,16.277
2024-03-09,16.277
2024-03-10,16.277
2024-03-11,16.243
2024-03-12,15.947
2024-03-13,16.361
2024-03-14,16.205
2024-03-15,16.406
2024-03-16,16.406
2024-03-17,16.406
2024-03-18,16.636
2024-03-19,16.636
2024-03-20,16.516
2024-03-21,16.632
2024-03-22,16.571
2024-03-23,16.571
2024-03-24,16.571
2024-03-25,16.8
2024-03-26,16.253
2024-03-27,16.953
2024-03-28,17.187
2024-03-29,17.187
2024-03-30,17.187
2024-03-31,17.187
2024-04-01,17.177
2024-04-02,17.023
2024-04-03,16.992
2024-04-04,16.999
2024-04-05,16.971
2024-04-06,16.971
2024-04-07,16.971
2024-04-08,17.044
