,DTE US Equity
2021-01-04,11.109
2021-01-05,11.127
2021-01-06,11.326
2021-01-07,11.05
2021-01-08,10.997
2021-01-09,10.997
2021-01-10,10.997
2021-01-11,10.978
2021-01-12,11.097
2021-01-13,11.336
2021-01-14,11.324
2021-01-15,11.493
2021-01-16,11.493
2021-01-17,11.493
2021-01-18,11.493
2021-01-19,11.383
2021-01-20,11.462
2021-01-21,11.488
2021-01-22,11.43
2021-01-23,11.43
2021-01-24,11.43
2021-01-25,11.574
2021-01-26,11.512
2021-01-27,11.317
2021-01-28,11.354
2021-01-29,11.131
2021-01-30,11.131
2021-01-31,11.131
2021-02-01,11.209
2021-02-02,11.224
2021-02-03,11.102
2021-02-04,11.222
2021-02-05,11.412
2021-02-06,11.412
2021-02-07,11.412
2021-02-08,11.344
2021-02-09,11.375
2021-02-10,11.453
2021-02-11,11.437
2021-02-12,11.339
2021-02-13,11.339
2021-02-14,11.339
2021-02-15,11.339
2021-02-16,11.307
2021-02-17,11.265
2021-02-18,11.251
2021-02-19,11.267
2021-02-20,11.267
2021-02-21,11.267
2021-02-22,11.371
2021-02-23,11.694
2021-02-24,11.534
2021-02-25,11.287
2021-02-26,10.959
2021-02-27,10.959
2021-02-28,10.959
2021-03-01,11.088
2021-03-02,10.982
2021-03-03,10.966
2021-03-04,11.178
2021-03-05,11.465
2021-03-06,11.465
2021-03-07,11.465
2021-03-08,11.613
2021-03-09,11.602
2021-03-10,11.751
2021-03-11,11.721
2021-03-12,11.96
2021-03-13,11.96
2021-03-14,11.96
2021-03-15,12.301
2021-03-16,12.2
2021-03-17,12.166
2021-03-18,12.209
2021-03-19,12.204
2021-03-20,12.204
2021-03-21,12.204
2021-03-22,11.991
2021-03-23,12.096
2021-03-24,12.26
2021-03-25,12.464
2021-03-26,12.515
2021-03-27,12.515
2021-03-28,12.515
2021-03-29,12.588
2021-03-30,12.542
2021-03-31,12.505
2021-04-01,12.474
2021-04-02,12.474
2021-04-03,12.474
2021-04-04,12.474
2021-04-05,12.604
2021-04-06,12.671
2021-04-07,12.724
2021-04-08,12.654
2021-04-09,12.702
2021-04-10,12.702
2021-04-11,12.702
2021-04-12,12.711
2021-04-13,12.902
2021-04-14,13.004
2021-04-15,13.075
2021-04-16,13.188
2021-04-17,13.188
2021-04-18,13.188
2021-04-19,13.096
2021-04-20,13.281
2021-04-21,13.171
2021-04-22,12.985
2021-04-23,12.954
2021-04-24,12.954
2021-04-25,12.954
2021-04-26,12.926
2021-04-27,12.779
2021-04-28,12.839
2021-04-29,13.119
2021-04-30,13.163
2021-05-01,13.163
2021-05-02,13.163
2021-05-03,13.202
2021-05-04,13.22
2021-05-05,13.056
2021-05-06,13.283
2021-05-07,13.32
2021-05-08,13.32
2021-05-09,13.32
2021-05-10,13.551
2021-05-11,13.379
2021-05-12,13.037
2021-05-13,13.193
2021-05-14,13.274
2021-05-15,13.274
2021-05-16,13.274
2021-05-17,13.241
2021-05-18,12.966
2021-05-19,13.056
2021-05-20,13.203
2021-05-21,13.232
2021-05-22,13.232
2021-05-23,13.232
2021-05-24,13.373
2021-05-25,13.053
2021-05-26,12.965
2021-05-27,12.975
2021-05-28,12.98
2021-05-29,12.98
2021-05-30,12.98
2021-05-31,12.98
2021-06-01,12.987
2021-06-02,12.928
2021-06-03,12.949
2021-06-04,12.919
2021-06-05,12.919
2021-06-06,12.919
2021-06-07,12.967
2021-06-08,12.932
2021-06-09,13.395
2021-06-10,13.315
2021-06-11,13.36
2021-06-12,13.36
2021-06-13,13.36
2021-06-14,13.336
2021-06-15,13.264
2021-06-16,13.066
2021-06-17,12.963
2021-06-18,12.809
2021-06-19,12.809
2021-06-20,12.809
2021-06-21,12.913
2021-06-22,12.801
2021-06-23,12.803
2021-06-24,12.771
2021-06-25,12.873
2021-06-26,12.873
2021-06-27,12.873
2021-06-28,12.846
2021-06-29,13.223
2021-06-30,13.234
2021-07-01,13.796
2021-07-02,14.618
2021-07-03,14.618
2021-07-04,14.618
2021-07-05,14.618
2021-07-06,14.822
2021-07-07,15.041
2021-07-08,15.077
2021-07-09,15.258
2021-07-10,15.258
2021-07-11,15.258
2021-07-12,15.315
2021-07-13,15.17
2021-07-14,15.17
2021-07-15,15.287
2021-07-16,15.454
2021-07-17,15.454
2021-07-18,15.454
2021-07-19,15.038
2021-07-20,15.942
2021-07-21,15.794
2021-07-22,15.772
2021-07-23,15.975
2021-07-24,15.975
2021-07-25,15.975
2021-07-26,15.909
2021-07-27,16.258
2021-07-28,16.047
2021-07-29,16.107
2021-07-30,15.997
2021-07-31,15.997
2021-08-01,15.997
2021-08-02,16.035
2021-08-03,16.107
2021-08-04,16.068
2021-08-05,16.278
2021-08-06,16.312
2021-08-07,16.312
2021-08-08,16.312
2021-08-09,16.356
2021-08-10,16.345
2021-08-11,16.37
2021-08-12,16.338
2021-08-13,16.386
2021-08-14,16.386
2021-08-15,16.386
2021-08-16,16.345
2021-08-17,16.387
2021-08-18,16.364
2021-08-19,16.368
2021-08-20,16.552
2021-08-21,16.552
2021-08-22,16.552
2021-08-23,16.507
2021-08-24,16.417
2021-08-25,16.456
2021-08-26,16.417
2021-08-27,16.439
2021-08-28,16.439
2021-08-29,16.439
2021-08-30,16.404
2021-08-31,16.396
2021-09-01,16.537
2021-09-02,16.64
2021-09-03,16.452
2021-09-04,16.452
2021-09-05,16.452
2021-09-06,16.452
2021-09-07,16.252
2021-09-08,16.531
2021-09-09,16.428
2021-09-10,16.182
2021-09-11,16.182
2021-09-12,16.182
2021-09-13,16.084
2021-09-14,15.998
2021-09-15,15.925
2021-09-16,16.018
2021-09-17,15.642
2021-09-18,15.642
2021-09-19,15.642
2021-09-20,15.633
2021-09-21,15.557
2021-09-22,15.635
2021-09-23,15.608
2021-09-24,15.602
2021-09-25,15.602
2021-09-26,15.602
2021-09-27,15.473
2021-09-28,15.312
2021-09-29,15.546
2021-09-30,15.351
2021-10-01,15.345
2021-10-02,15.345
2021-10-03,15.345
2021-10-04,15.53
2021-10-05,15.637
2021-10-06,15.841
2021-10-07,15.811
2021-10-08,15.683
2021-10-09,15.683
2021-10-10,15.683
2021-10-11,15.409
2021-10-12,15.498
2021-10-13,15.659
2021-10-14,15.809
2021-10-15,15.808
2021-10-16,15.808
2021-10-17,15.808
2021-10-18,15.584
2021-10-19,15.749
2021-10-20,15.886
2021-10-21,15.877
2021-10-22,16.036
2021-10-23,16.036
2021-10-24,16.036
2021-10-25,15.988
2021-10-26,16.087
2021-10-27,15.699
2021-10-28,15.781
2021-10-29,15.634
2021-10-30,15.634
2021-10-31,15.634
2021-11-01,15.582
2021-11-02,15.597
2021-11-03,15.622
2021-11-04,15.641
2021-11-05,15.742
2021-11-06,15.742
2021-11-07,15.742
2021-11-08,15.494
2021-11-09,15.517
2021-11-10,15.61
2021-11-11,15.516
2021-11-12,15.443
2021-11-13,15.443
2021-11-14,15.443
2021-11-15,15.614
2021-11-16,15.557
2021-11-17,15.552
2021-11-18,15.363
2021-11-19,15.326
2021-11-20,15.326
2021-11-21,15.326
2021-11-22,15.569
2021-11-23,15.474
2021-11-24,15.464
2021-11-25,15.464
2021-11-26,15.254
2021-11-27,15.254
2021-11-28,15.254
2021-11-29,15.946
2021-11-30,14.952
2021-12-01,15.064
2021-12-02,15.182
2021-12-03,15.442
2021-12-04,15.442
2021-12-05,15.442
2021-12-06,15.76
2021-12-07,15.873
2021-12-08,15.805
2021-12-09,15.903
2021-12-10,16.04
2021-12-11,16.04
2021-12-12,16.04
2021-12-13,16.171
2021-12-14,16.211
2021-12-15,16.506
2021-12-16,16.607
2021-12-17,16.212
2021-12-18,16.212
2021-12-19,16.212
2021-12-20,16.285
2021-12-21,16.195
2021-12-22,16.226
2021-12-23,16.284
2021-12-24,16.284
2021-12-25,16.284
2021-12-26,16.284
2021-12-27,16.427
2021-12-28,16.55
2021-12-29,16.641
2021-12-30,16.632
2021-12-31,16.663
2022-01-01,16.663
2022-01-02,16.663
2022-01-03,16.613
2022-01-04,16.641
2022-01-05,16.622
2022-01-06,16.667
2022-01-07,16.684
2022-01-08,16.684
2022-01-09,16.684
2022-01-10,16.685
2022-01-11,16.495
2022-01-12,16.555
2022-01-13,16.641
2022-01-14,16.578
2022-01-15,16.578
2022-01-16,16.578
2022-01-17,16.578
2022-01-18,16.439
2022-01-19,16.455
2022-01-20,16.412
2022-01-21,16.426
2022-01-22,16.426
2022-01-23,16.426
2022-01-24,16.219
2022-01-25,16.335
2022-01-26,16.412
2022-01-27,16.638
2022-01-28,16.698
2022-01-29,16.698
2022-01-30,16.698
2022-01-31,16.724
2022-02-01,16.453
2022-02-02,16.696
2022-02-03,16.673
2022-02-04,16.664
2022-02-05,16.664
2022-02-06,16.664
2022-02-07,16.601
2022-02-08,16.647
2022-02-09,16.729
2022-02-10,16.085
2022-02-11,16.124
2022-02-12,16.124
2022-02-13,16.124
2022-02-14,16.109
2022-02-15,16.145
2022-02-16,16.17
2022-02-17,16.456
2022-02-18,16.567
2022-02-19,16.567
2022-02-20,16.567
2022-02-21,16.567
2022-02-22,16.425
2022-02-23,16.277
2022-02-24,16.304
2022-02-25,16.887
2022-02-26,16.887
2022-02-27,16.887
2022-02-28,16.837
2022-03-01,16.617
2022-03-02,16.945
2022-03-03,17.339
2022-03-04,17.708
2022-03-05,17.708
2022-03-06,17.708
2022-03-07,17.599
2022-03-08,17.469
2022-03-09,17.311
2022-03-10,17.625
2022-03-11,17.58
2022-03-12,17.58
2022-03-13,17.58
2022-03-14,17.572
2022-03-15,17.745
2022-03-16,17.749
2022-03-17,17.747
2022-03-18,17.632
2022-03-19,17.632
2022-03-20,17.632
2022-03-21,17.776
2022-03-22,17.582
2022-03-23,17.757
2022-03-24,17.873
2022-03-25,18.161
2022-03-26,18.161
2022-03-27,18.161
2022-03-28,18.14
2022-03-29,18.264
2022-03-30,18.54
2022-03-31,18.491
2022-04-01,18.873
2022-04-02,18.873
2022-04-03,18.873
2022-04-04,18.689
2022-04-05,18.782
2022-04-06,19.246
2022-04-07,19.067
2022-04-08,19.21
2022-04-09,19.21
2022-04-10,19.21
2022-04-11,19.144
2022-04-12,19.283
2022-04-13,19.123
2022-04-14,19.199
2022-04-15,19.199
2022-04-16,19.199
2022-04-17,19.199
2022-04-18,19.199
2022-04-19,19.248
2022-04-20,19.443
2022-04-21,19.325
2022-04-22,19.12
2022-04-23,19.12
2022-04-24,19.12
2022-04-25,18.976
2022-04-26,18.811
2022-04-27,18.79
2022-04-28,18.942
2022-04-29,18.316
2022-04-30,18.316
2022-05-01,18.316
2022-05-02,17.995
2022-05-03,18.116
2022-05-04,18.277
2022-05-05,18.007
2022-05-06,18.126
2022-05-07,18.126
2022-05-08,18.126
2022-05-09,18.104
2022-05-10,17.949
2022-05-11,18.186
2022-05-12,17.991
2022-05-13,18.152
2022-05-14,18.152
2022-05-15,18.152
2022-05-16,18.223
2022-05-17,18.116
2022-05-18,17.935
2022-05-19,18.006
2022-05-20,17.995
2022-05-21,17.995
2022-05-22,17.995
2022-05-23,18.27
2022-05-24,18.738
2022-05-25,18.582
2022-05-26,18.606
2022-05-27,18.761
2022-05-28,18.761
2022-05-29,18.761
2022-05-30,18.761
2022-05-31,18.589
2022-06-01,18.568
2022-06-02,18.6
2022-06-03,18.502
2022-06-04,18.502
2022-06-05,18.502
2022-06-06,18.569
2022-06-07,18.729
2022-06-08,18.358
2022-06-09,17.945
2022-06-10,17.813
2022-06-11,17.813
2022-06-12,17.813
2022-06-13,17.046
2022-06-14,16.641
2022-06-15,16.655
2022-06-16,16.414
2022-06-17,16.289
2022-06-18,16.289
2022-06-19,16.289
2022-06-20,16.289
2022-06-21,16.488
2022-06-22,16.595
2022-06-23,16.946
2022-06-24,17.303
2022-06-25,17.303
2022-06-26,17.303
2022-06-27,17.506
2022-06-28,17.63
2022-06-29,17.745
2022-06-30,17.844
2022-07-01,18.183
2022-07-02,18.183
2022-07-03,18.183
2022-07-04,18.183
2022-07-05,17.483
2022-07-06,17.761
2022-07-07,17.645
2022-07-08,17.576
2022-07-09,17.576
2022-07-10,17.576
2022-07-11,17.728
2022-07-12,17.616
2022-07-13,17.518
2022-07-14,17.518
2022-07-15,17.612
2022-07-16,17.612
2022-07-17,17.612
2022-07-18,17.395
2022-07-19,17.454
2022-07-20,17.084
2022-07-21,17.092
2022-07-22,17.406
2022-07-23,17.406
2022-07-24,17.406
2022-07-25,17.569
2022-07-26,17.757
2022-07-27,17.812
2022-07-28,18.16
2022-07-29,18.308
2022-07-30,18.308
2022-07-31,18.308
2022-08-01,18.308
2022-08-02,18.235
2022-08-03,18.308
2022-08-04,18.109
2022-08-05,18.123
2022-08-06,18.123
2022-08-07,18.123
2022-08-08,18.214
2022-08-09,18.607
2022-08-10,18.567
2022-08-11,18.714
2022-08-12,18.936
2022-08-13,18.936
2022-08-14,18.936
2022-08-15,19.097
2022-08-16,19.102
2022-08-17,18.944
2022-08-18,19.01
2022-08-19,19.109
2022-08-20,19.109
2022-08-21,19.109
2022-08-22,18.898
2022-08-23,18.797
2022-08-24,18.85
2022-08-25,18.925
2022-08-26,18.704
2022-08-27,18.704
2022-08-28,18.704
2022-08-29,18.794
2022-08-30,18.505
2022-08-31,18.349
2022-09-01,18.687
2022-09-02,18.462
2022-09-03,18.462
2022-09-04,18.462
2022-09-05,18.462
2022-09-06,18.47
2022-09-07,19.046
2022-09-08,18.96
2022-09-09,19.076
2022-09-10,19.076
2022-09-11,19.076
2022-09-12,19.142
2022-09-13,18.721
2022-09-14,18.871
2022-09-15,18.386
2022-09-16,18.412
2022-09-17,18.412
2022-09-18,18.412
2022-09-19,18.554
2022-09-20,18.238
2022-09-21,17.943
2022-09-22,17.949
2022-09-23,17.819
2022-09-24,17.819
2022-09-25,17.819
2022-09-26,17.446
2022-09-27,17.26
2022-09-28,17.467
2022-09-29,16.766
2022-09-30,16.317
2022-10-01,16.317
2022-10-02,16.317
2022-10-03,16.584
2022-10-04,16.825
2022-10-05,16.467
2022-10-06,15.701
2022-10-07,15.245
2022-10-08,15.245
2022-10-09,15.245
2022-10-10,15.084
2022-10-11,15.076
2022-10-12,14.609
2022-10-13,15.106
2022-10-14,14.821
2022-10-15,14.821
2022-10-16,14.821
2022-10-17,15.175
2022-10-18,15.608
2022-10-19,15.432
2022-10-20,15.0
2022-10-21,15.221
2022-10-22,15.221
2022-10-23,15.221
2022-10-24,15.221
2022-10-25,15.452
2022-10-26,15.466
2022-10-27,15.48
2022-10-28,16.098
2022-10-29,16.098
2022-10-30,16.098
2022-10-31,15.881
2022-11-01,15.94
2022-11-02,15.727
2022-11-03,15.846
2022-11-04,15.921
2022-11-05,15.921
2022-11-06,15.921
2022-11-07,15.677
2022-11-08,15.769
2022-11-09,15.7
2022-11-10,16.394
2022-11-11,16.334
2022-11-12,16.334
2022-11-13,16.334
2022-11-14,16.161
2022-11-15,16.366
2022-11-16,16.466
2022-11-17,16.188
2022-11-18,16.45
2022-11-19,16.45
2022-11-20,16.45
2022-11-21,16.193
2022-11-22,16.245
2022-11-23,16.25
2022-11-24,16.25
2022-11-25,16.269
2022-11-26,16.269
2022-11-27,16.269
2022-11-28,16.343
2022-11-29,16.177
2022-11-30,16.443
2022-12-01,16.459
2022-12-02,16.309
2022-12-03,16.309
2022-12-04,16.309
2022-12-05,16.167
2022-12-06,16.423
2022-12-07,16.216
2022-12-08,16.677
2022-12-09,16.61
2022-12-10,16.61
2022-12-11,16.61
2022-12-12,17.03
2022-12-13,17.074
2022-12-14,17.094
2022-12-15,16.883
2022-12-16,16.549
2022-12-17,16.549
2022-12-18,16.549
2022-12-19,16.457
2022-12-20,16.499
2022-12-21,16.779
2022-12-22,16.682
2022-12-23,16.937
2022-12-24,16.937
2022-12-25,16.937
2022-12-26,16.937
2022-12-27,17.036
2022-12-28,16.892
2022-12-29,17.029
2022-12-30,16.793
2022-12-31,16.793
2023-01-01,16.793
2023-01-02,16.793
2023-01-03,16.84
2023-01-04,17.101
2023-01-05,16.675
2023-01-06,17.084
2023-01-07,17.084
2023-01-08,17.084
2023-01-09,17.23
2023-01-10,17.167
2023-01-11,17.267
2023-01-12,17.077
2023-01-13,16.868
2023-01-14,16.868
2023-01-15,16.868
2023-01-16,16.868
2023-01-17,16.86
2023-01-18,16.37
2023-01-19,16.104
2023-01-20,16.306
2023-01-21,16.306
2023-01-22,16.306
2023-01-23,16.258
2023-01-24,16.193
2023-01-25,16.19
2023-01-26,16.181
2023-01-27,16.215
2023-01-28,16.215
2023-01-29,16.215
2023-01-30,16.314
2023-01-31,16.605
2023-02-01,16.579
2023-02-02,16.368
2023-02-03,16.078
2023-02-04,16.078
2023-02-05,16.078
2023-02-06,16.248
2023-02-07,16.233
2023-02-08,16.028
2023-02-09,15.988
2023-02-10,16.228
2023-02-11,16.228
2023-02-12,16.228
2023-02-13,16.28
2023-02-14,16.231
2023-02-15,16.304
2023-02-16,16.188
2023-02-17,16.46
2023-02-18,16.46
2023-02-19,16.46
2023-02-20,16.46
2023-02-21,16.435
2023-02-22,16.373
2023-02-23,16.289
2023-02-24,16.388
2023-02-25,16.388
2023-02-26,16.388
2023-02-27,16.176
2023-02-28,15.911
2023-03-01,15.498
2023-03-02,15.715
2023-03-03,15.859
2023-03-04,15.859
2023-03-05,15.859
2023-03-06,15.551
2023-03-07,15.186
2023-03-08,15.329
2023-03-09,15.243
2023-03-10,14.922
2023-03-11,14.922
2023-03-12,14.922
2023-03-13,15.263
2023-03-14,15.35
2023-03-15,15.563
2023-03-16,15.599
2023-03-17,15.422
2023-03-18,15.422
2023-03-19,15.422
2023-03-20,15.618
2023-03-21,15.316
2023-03-22,14.985
2023-03-23,14.795
2023-03-24,15.389
2023-03-25,15.389
2023-03-26,15.389
2023-03-27,15.227
2023-03-28,15.308
2023-03-29,15.551
2023-03-30,15.659
2023-03-31,15.782
2023-04-01,15.782
2023-04-02,15.782
2023-04-03,15.703
2023-04-04,15.662
2023-04-05,16.155
2023-04-06,16.41
2023-04-07,16.41
2023-04-08,16.41
2023-04-09,16.41
2023-04-10,16.373
2023-04-11,16.419
2023-04-12,16.396
2023-04-13,16.319
2023-04-14,16.417
2023-04-15,16.417
2023-04-16,16.417
2023-04-17,16.382
2023-04-18,16.286
2023-04-19,16.398
2023-04-20,16.479
2023-04-21,16.525
2023-04-22,16.525
2023-04-23,16.525
2023-04-24,16.62
2023-04-25,16.688
2023-04-26,16.421
2023-04-27,16.365
2023-04-28,16.215
2023-04-29,16.215
2023-04-30,16.215
2023-05-01,16.294
2023-05-02,16.098
2023-05-03,16.102
2023-05-04,16.303
2023-05-05,16.401
2023-05-06,16.401
2023-05-07,16.401
2023-05-08,16.346
2023-05-09,16.393
2023-05-10,16.487
2023-05-11,16.357
2023-05-12,16.414
2023-05-13,16.414
2023-05-14,16.414
2023-05-15,16.31
2023-05-16,15.95
2023-05-17,15.782
2023-05-18,15.753
2023-05-19,15.692
2023-05-20,15.692
2023-05-21,15.692
2023-05-22,15.743
2023-05-23,15.777
2023-05-24,15.678
2023-05-25,15.463
2023-05-26,15.394
2023-05-27,15.394
2023-05-28,15.394
2023-05-29,15.394
2023-05-30,15.384
2023-05-31,15.551
2023-06-01,15.502
2023-06-02,15.736
2023-06-03,15.736
2023-06-04,15.736
2023-06-05,15.826
2023-06-06,15.858
2023-06-07,16.098
2023-06-08,16.197
2023-06-09,16.119
2023-06-10,16.119
2023-06-11,16.119
2023-06-12,16.063
2023-06-13,16.235
2023-06-14,16.322
2023-06-15,16.601
2023-06-16,16.631
2023-06-17,16.631
2023-06-18,16.631
2023-06-19,16.631
2023-06-20,16.496
2023-06-21,16.558
2023-06-22,16.459
