,EIX US Equity
2020-06-25,8.053
2020-06-26,8.043
2020-06-27,8.043
2020-06-28,8.043
2020-06-29,8.119
2020-06-30,7.968
2020-07-01,8.117
2020-07-02,8.243
2020-07-03,8.243
2020-07-04,8.243
2020-07-05,8.243
2020-07-06,8.319
2020-07-07,8.086
2020-07-08,8.083
2020-07-09,8.004
2020-07-10,8.212
2020-07-11,8.212
2020-07-12,8.212
2020-07-13,8.308
2020-07-14,8.411
2020-07-15,8.205
2020-07-16,8.325
2020-07-17,8.365
2020-07-18,8.365
2020-07-19,8.365
2020-07-20,8.066
2020-07-21,8.222
2020-07-22,8.334
2020-07-23,8.326
2020-07-24,8.232
2020-07-25,8.232
2020-07-26,8.232
2020-07-27,7.812
2020-07-28,8.098
2020-07-29,7.903
2020-07-30,8.098
2020-07-31,8.216
2020-08-01,8.216
2020-08-02,8.216
2020-08-03,7.96
2020-08-04,8.073
2020-08-05,7.912
2020-08-06,7.951
2020-08-07,8.06
2020-08-08,8.06
2020-08-09,8.06
2020-08-10,8.007
2020-08-11,7.908
2020-08-12,8.048
2020-08-13,7.912
2020-08-14,7.777
2020-08-15,7.777
2020-08-16,7.777
2020-08-17,7.642
2020-08-18,7.599
2020-08-19,7.712
2020-08-20,7.563
2020-08-21,7.566
2020-08-22,7.566
2020-08-23,7.566
2020-08-24,7.725
2020-08-25,7.675
2020-08-26,7.54
2020-08-27,7.638
2020-08-28,7.7
2020-08-29,7.7
2020-08-30,7.7
2020-08-31,8.102
2020-09-01,7.998
2020-09-02,8.115
2020-09-03,8.176
2020-09-04,8.068
2020-09-05,8.068
2020-09-06,8.068
2020-09-07,8.068
2020-09-08,7.87
2020-09-09,7.896
2020-09-10,7.737
2020-09-11,7.757
2020-09-12,7.757
2020-09-13,7.757
2020-09-14,7.913
2020-09-15,7.891
2020-09-16,8.049
2020-09-17,8.063
2020-09-18,7.878
2020-09-19,7.878
2020-09-20,7.878
2020-09-21,7.614
2020-09-22,7.724
2020-09-23,7.629
2020-09-24,7.867
2020-09-25,7.765
2020-09-26,7.765
2020-09-27,7.765
2020-09-28,7.801
2020-09-29,7.766
2020-09-30,7.739
2020-10-01,7.678
2020-10-02,7.839
2020-10-03,7.839
2020-10-04,7.839
2020-10-05,8.008
2020-10-06,8.198
2020-10-07,8.363
2020-10-08,8.539
2020-10-09,8.538
2020-10-10,8.538
2020-10-11,8.538
2020-10-12,8.565
2020-10-13,8.567
2020-10-14,8.56
2020-10-15,8.647
2020-10-16,8.845
2020-10-17,8.845
2020-10-18,8.845
2020-10-19,8.713
2020-10-20,8.936
2020-10-21,8.831
2020-10-22,8.957
2020-10-23,9.047
2020-10-24,9.047
2020-10-25,9.047
2020-10-26,8.703
2020-10-27,8.646
2020-10-28,8.459
2020-10-29,8.474
2020-10-30,8.47
2020-10-31,8.47
2020-11-01,8.47
2020-11-02,8.698
2020-11-03,8.828
2020-11-04,8.68
2020-11-05,8.975
2020-11-06,8.814
2020-11-07,8.814
2020-11-08,8.814
2020-11-09,9.183
2020-11-10,9.479
2020-11-11,9.507
2020-11-12,9.49
2020-11-13,9.682
2020-11-14,9.682
2020-11-15,9.682
2020-11-16,9.85
2020-11-17,9.915
2020-11-18,9.755
2020-11-19,9.616
2020-11-20,9.579
2020-11-21,9.579
2020-11-22,9.579
2020-11-23,9.696
2020-11-24,9.892
2020-11-25,9.629
2020-11-26,9.629
2020-11-27,9.49
2020-11-28,9.49
2020-11-29,9.49
2020-11-30,9.274
2020-12-01,9.384
2020-12-02,9.399
2020-12-03,9.301
2020-12-04,9.345
2020-12-05,9.345
2020-12-06,9.345
2020-12-07,9.362
2020-12-08,9.354
2020-12-09,9.508
2020-12-10,9.504
2020-12-11,9.492
2020-12-12,9.492
2020-12-13,9.492
2020-12-14,9.41
2020-12-15,9.637
2020-12-16,9.476
2020-12-17,9.507
2020-12-18,9.452
2020-12-19,9.452
2020-12-20,9.452
2020-12-21,9.353
2020-12-22,9.268
2020-12-23,9.265
2020-12-24,9.399
2020-12-25,9.399
2020-12-26,9.399
2020-12-27,9.399
2020-12-28,9.439
2020-12-29,9.398
2020-12-30,9.415
2020-12-31,9.597
2021-01-01,9.597
2021-01-02,9.597
2021-01-03,9.597
2021-01-04,9.241
2021-01-05,9.29
2021-01-06,9.566
2021-01-07,9.479
2021-01-08,9.517
2021-01-09,9.517
2021-01-10,9.517
2021-01-11,9.421
2021-01-12,9.549
2021-01-13,9.655
2021-01-14,9.415
2021-01-15,9.452
2021-01-16,9.452
2021-01-17,9.452
2021-01-18,9.452
2021-01-19,9.299
2021-01-20,9.404
2021-01-21,9.265
2021-01-22,9.26
2021-01-23,9.26
2021-01-24,9.26
2021-01-25,9.276
2021-01-26,9.229
2021-01-27,8.901
2021-01-28,9.196
2021-01-29,9.082
2021-01-30,9.082
2021-01-31,9.082
2021-02-01,9.059
2021-02-02,9.24
2021-02-03,9.202
2021-02-04,9.196
2021-02-05,9.158
2021-02-06,9.158
2021-02-07,9.158
2021-02-08,9.015
2021-02-09,9.023
2021-02-10,9.14
2021-02-11,9.11
2021-02-12,9.043
2021-02-13,9.043
2021-02-14,9.043
2021-02-15,9.043
2021-02-16,8.898
2021-02-17,8.821
2021-02-18,8.696
2021-02-19,8.623
2021-02-20,8.623
2021-02-21,8.623
2021-02-22,8.643
2021-02-23,8.732
2021-02-24,8.818
2021-02-25,8.692
2021-02-26,8.431
2021-02-27,8.431
2021-02-28,8.431
2021-03-01,8.612
2021-03-02,8.61
2021-03-03,8.751
2021-03-04,8.943
2021-03-05,9.049
2021-03-06,9.049
2021-03-07,9.049
2021-03-08,9.001
2021-03-09,9.012
2021-03-10,9.131
2021-03-11,9.22
2021-03-12,9.334
2021-03-13,9.334
2021-03-14,9.334
2021-03-15,9.55
2021-03-16,9.548
2021-03-17,9.545
2021-03-18,9.388
2021-03-19,9.534
2021-03-20,9.534
2021-03-21,9.534
2021-03-22,9.488
2021-03-23,9.467
2021-03-24,9.608
2021-03-25,9.67
2021-03-26,9.843
2021-03-27,9.843
2021-03-28,9.843
2021-03-29,9.801
2021-03-30,9.734
2021-03-31,9.596
2021-04-01,9.546
2021-04-02,9.546
2021-04-03,9.546
2021-04-04,9.546
2021-04-05,9.795
2021-04-06,9.862
2021-04-07,9.819
2021-04-08,9.88
2021-04-09,9.778
2021-04-10,9.778
2021-04-11,9.778
2021-04-12,9.799
2021-04-13,9.886
2021-04-14,9.998
2021-04-15,10.061
2021-04-16,10.048
2021-04-17,10.048
2021-04-18,10.048
2021-04-19,10.009
2021-04-20,10.075
2021-04-21,10.014
2021-04-22,9.741
2021-04-23,9.693
2021-04-24,9.693
2021-04-25,9.693
2021-04-26,9.641
2021-04-27,9.584
2021-04-28,9.567
2021-04-29,9.643
2021-04-30,9.739
2021-05-01,9.739
2021-05-02,9.739
2021-05-03,9.728
2021-05-04,9.765
2021-05-05,9.541
2021-05-06,9.651
2021-05-07,9.597
2021-05-08,9.597
2021-05-09,9.597
2021-05-10,9.664
2021-05-11,9.605
2021-05-12,9.307
2021-05-13,9.554
2021-05-14,9.566
2021-05-15,9.566
2021-05-16,9.566
2021-05-17,9.514
2021-05-18,9.497
2021-05-19,9.516
2021-05-20,9.522
2021-05-21,9.603
2021-05-22,9.603
2021-05-23,9.603
2021-05-24,9.636
2021-05-25,9.204
2021-05-26,9.265
2021-05-27,9.149
2021-05-28,9.223
2021-05-29,9.223
2021-05-30,9.223
2021-05-31,9.223
2021-06-01,9.182
2021-06-02,9.26
2021-06-03,9.283
2021-06-04,9.323
2021-06-05,9.323
2021-06-06,9.323
2021-06-07,9.28
2021-06-08,9.375
2021-06-09,9.392
2021-06-10,9.491
2021-06-11,9.57
2021-06-12,9.57
2021-06-13,9.57
2021-06-14,9.687
2021-06-15,9.673
2021-06-16,9.539
2021-06-17,9.407
2021-06-18,9.176
2021-06-19,9.176
2021-06-20,9.176
2021-06-21,9.261
2021-06-22,9.189
2021-06-23,9.076
2021-06-24,9.126
2021-06-25,9.41
2021-06-26,9.41
2021-06-27,9.41
2021-06-28,9.514
2021-06-29,9.479
2021-06-30,9.545
2021-07-01,9.56
2021-07-02,9.527
2021-07-03,9.527
2021-07-04,9.527
2021-07-05,9.527
2021-07-06,9.581
2021-07-07,9.627
2021-07-08,9.606
2021-07-09,9.733
2021-07-10,9.733
2021-07-11,9.733
2021-07-12,9.719
2021-07-13,9.571
2021-07-14,9.559
2021-07-15,9.629
2021-07-16,9.679
2021-07-17,9.679
2021-07-18,9.679
2021-07-19,9.333
2021-07-20,9.532
2021-07-21,9.423
2021-07-22,9.372
2021-07-23,9.428
2021-07-24,9.428
2021-07-25,9.428
2021-07-26,9.304
2021-07-27,9.582
2021-07-28,9.527
2021-07-29,9.594
2021-07-30,9.148
2021-07-31,9.148
2021-08-01,9.148
2021-08-02,9.249
2021-08-03,9.297
2021-08-04,9.208
2021-08-05,9.271
2021-08-06,9.244
2021-08-07,9.244
2021-08-08,9.244
2021-08-09,9.306
2021-08-10,9.38
2021-08-11,9.591
2021-08-12,9.573
2021-08-13,9.568
2021-08-14,9.568
2021-08-15,9.568
2021-08-16,9.615
2021-08-17,9.667
2021-08-18,9.831
2021-08-19,9.864
2021-08-20,10.09
2021-08-21,10.09
2021-08-22,10.09
2021-08-23,10.027
2021-08-24,9.991
2021-08-25,9.946
2021-08-26,9.824
2021-08-27,9.773
2021-08-28,9.773
2021-08-29,9.773
2021-08-30,9.773
2021-08-31,9.826
2021-09-01,9.894
2021-09-02,10.041
2021-09-03,9.96
2021-09-04,9.96
2021-09-05,9.96
2021-09-06,9.96
2021-09-07,9.935
2021-09-08,10.013
2021-09-09,9.94
2021-09-10,9.851
2021-09-11,9.851
2021-09-12,9.851
2021-09-13,10.008
2021-09-14,9.91
2021-09-15,10.005
2021-09-16,9.71
2021-09-17,9.745
2021-09-18,9.745
2021-09-19,9.745
2021-09-20,9.733
2021-09-21,9.755
2021-09-22,9.862
2021-09-23,9.736
2021-09-24,9.73
2021-09-25,9.73
2021-09-26,9.73
2021-09-27,9.793
2021-09-28,9.694
2021-09-29,9.69
2021-09-30,9.525
2021-10-01,9.451
2021-10-02,9.451
2021-10-03,9.451
2021-10-04,9.655
2021-10-05,9.561
2021-10-06,9.72
2021-10-07,9.802
2021-10-08,9.806
2021-10-09,9.806
2021-10-10,9.806
2021-10-11,9.626
2021-10-12,9.53
2021-10-13,9.682
2021-10-14,9.713
2021-10-15,9.842
2021-10-16,9.842
2021-10-17,9.842
2021-10-18,9.772
2021-10-19,9.833
2021-10-20,10.078
2021-10-21,10.13
2021-10-22,10.328
2021-10-23,10.328
2021-10-24,10.328
2021-10-25,10.439
2021-10-26,10.503
2021-10-27,10.629
2021-10-28,10.73
2021-10-29,10.752
2021-10-30,10.752
2021-10-31,10.752
2021-11-01,10.815
2021-11-02,10.815
2021-11-03,10.689
2021-11-04,10.685
2021-11-05,10.857
2021-11-06,10.857
2021-11-07,10.857
2021-11-08,10.86
2021-11-09,10.95
2021-11-10,11.096
2021-11-11,11.055
2021-11-12,10.889
2021-11-13,10.889
2021-11-14,10.889
2021-11-15,10.946
2021-11-16,10.809
2021-11-17,10.926
2021-11-18,10.95
2021-11-19,11.001
2021-11-20,11.001
2021-11-21,11.001
2021-11-22,10.999
2021-11-23,11.106
2021-11-24,11.213
2021-11-25,11.213
2021-11-26,11.007
2021-11-27,11.007
2021-11-28,11.007
2021-11-29,11.216
2021-11-30,11.082
2021-12-01,11.054
2021-12-02,11.032
2021-12-03,11.22
2021-12-04,11.22
2021-12-05,11.22
2021-12-06,11.533
2021-12-07,11.377
2021-12-08,11.311
2021-12-09,11.25
2021-12-10,11.343
2021-12-11,11.343
2021-12-12,11.343
2021-12-13,11.313
2021-12-14,11.223
2021-12-15,11.386
2021-12-16,11.498
2021-12-17,11.284
2021-12-18,11.284
2021-12-19,11.284
2021-12-20,11.359
2021-12-21,11.376
2021-12-22,11.44
2021-12-23,11.449
2021-12-24,11.449
2021-12-25,11.449
2021-12-26,11.449
2021-12-27,11.44
2021-12-28,11.538
2021-12-29,11.579
2021-12-30,11.56
2021-12-31,11.666
2022-01-01,11.666
2022-01-02,11.666
2022-01-03,11.539
2022-01-04,11.396
2022-01-05,11.145
2022-01-06,11.046
2022-01-07,11.11
2022-01-08,11.11
2022-01-09,11.11
2022-01-10,11.22
2022-01-11,11.001
2022-01-12,11.017
2022-01-13,10.976
2022-01-14,10.922
2022-01-15,10.922
2022-01-16,10.922
2022-01-17,10.922
2022-01-18,10.922
2022-01-19,10.926
2022-01-20,10.906
2022-01-21,10.847
2022-01-22,10.847
2022-01-23,10.847
2022-01-24,10.76
2022-01-25,10.655
2022-01-26,10.714
2022-01-27,10.635
2022-01-28,10.725
2022-01-29,10.725
2022-01-30,10.725
2022-01-31,10.864
2022-02-01,10.67
2022-02-02,10.712
2022-02-03,10.622
2022-02-04,10.582
2022-02-05,10.582
2022-02-06,10.582
2022-02-07,10.653
2022-02-08,10.65
2022-02-09,10.689
2022-02-10,10.482
2022-02-11,10.426
2022-02-12,10.426
2022-02-13,10.426
2022-02-14,10.394
2022-02-15,10.356
2022-02-16,10.369
2022-02-17,10.426
2022-02-18,10.373
2022-02-19,10.373
2022-02-20,10.373
2022-02-21,10.373
2022-02-22,10.397
2022-02-23,10.214
2022-02-24,10.23
2022-02-25,10.827
2022-02-26,10.827
2022-02-27,10.827
2022-02-28,10.975
2022-03-01,10.985
2022-03-02,11.13
2022-03-03,11.318
2022-03-04,11.377
2022-03-05,11.377
2022-03-06,11.377
2022-03-07,11.481
2022-03-08,11.304
2022-03-09,11.356
2022-03-10,11.406
2022-03-11,11.259
2022-03-12,11.259
2022-03-13,11.259
2022-03-14,11.239
2022-03-15,11.501
2022-03-16,11.532
2022-03-17,11.512
2022-03-18,11.244
2022-03-19,11.244
2022-03-20,11.244
2022-03-21,11.353
2022-03-22,11.44
2022-03-23,11.554
2022-03-24,11.617
2022-03-25,11.934
2022-03-26,11.934
2022-03-27,11.934
2022-03-28,12.039
2022-03-29,12.13
2022-03-30,12.205
2022-03-31,12.318
2022-04-01,12.483
2022-04-02,12.483
2022-04-03,12.483
2022-04-04,12.441
2022-04-05,12.351
2022-04-06,12.571
2022-04-07,12.421
2022-04-08,12.643
2022-04-09,12.643
2022-04-10,12.643
2022-04-11,12.441
2022-04-12,12.63
2022-04-13,12.732
2022-04-14,12.633
2022-04-15,12.633
2022-04-16,12.633
2022-04-17,12.633
2022-04-18,12.617
2022-04-19,12.633
2022-04-20,12.808
2022-04-21,12.801
2022-04-22,12.609
2022-04-23,12.609
2022-04-24,12.609
2022-04-25,12.547
2022-04-26,12.369
2022-04-27,12.401
2022-04-28,12.469
2022-04-29,12.115
2022-04-30,12.115
2022-05-01,12.115
2022-05-02,11.96
2022-05-03,12.057
2022-05-04,12.394
2022-05-05,12.121
2022-05-06,12.381
2022-05-07,12.381
2022-05-08,12.381
2022-05-09,12.346
2022-05-10,11.893
2022-05-11,12.057
2022-05-12,11.43
2022-05-13,11.536
2022-05-14,11.536
2022-05-15,11.536
2022-05-16,11.735
2022-05-17,11.747
2022-05-18,11.601
2022-05-19,11.604
2022-05-20,11.606
2022-05-21,11.606
2022-05-22,11.606
2022-05-23,11.712
2022-05-24,12.0
2022-05-25,12.069
2022-05-26,12.176
2022-05-27,12.358
2022-05-28,12.358
2022-05-29,12.358
2022-05-30,12.358
2022-05-31,12.332
2022-06-01,12.3
2022-06-02,12.411
2022-06-03,12.309
2022-06-04,12.309
2022-06-05,12.309
2022-06-06,12.237
2022-06-07,12.383
2022-06-08,12.189
2022-06-09,11.768
2022-06-10,11.81
2022-06-11,11.81
2022-06-12,11.81
2022-06-13,10.999
2022-06-14,10.765
2022-06-15,10.791
2022-06-16,10.65
2022-06-17,10.401
2022-06-18,10.401
2022-06-19,10.401
2022-06-20,10.401
2022-06-21,10.641
2022-06-22,10.613
2022-06-23,10.721
2022-06-24,11.086
2022-06-25,11.086
2022-06-26,11.086
2022-06-27,11.184
2022-06-28,11.029
2022-06-29,11.112
2022-06-30,11.179
2022-07-01,11.395
2022-07-02,11.395
2022-07-03,11.395
2022-07-04,11.395
2022-07-05,10.98
2022-07-06,11.08
2022-07-07,11.163
2022-07-08,11.119
2022-07-09,11.119
2022-07-10,11.119
2022-07-11,11.124
2022-07-12,11.085
2022-07-13,11.071
2022-07-14,10.909
2022-07-15,10.957
2022-07-16,10.957
2022-07-17,10.957
2022-07-18,10.86
2022-07-19,10.978
2022-07-20,10.839
2022-07-21,10.821
2022-07-22,10.922
2022-07-23,10.922
2022-07-24,10.922
2022-07-25,11.175
2022-07-26,11.259
2022-07-27,11.289
2022-07-28,11.722
2022-07-29,12.132
2022-07-30,12.132
2022-07-31,12.132
2022-08-01,11.94
2022-08-02,12.211
2022-08-03,12.332
2022-08-04,12.27
2022-08-05,12.147
2022-08-06,12.147
2022-08-07,12.147
2022-08-08,12.048
2022-08-09,12.118
2022-08-10,12.118
2022-08-11,12.277
2022-08-12,12.588
2022-08-13,12.588
2022-08-14,12.588
2022-08-15,12.704
2022-08-16,12.776
2022-08-17,12.821
2022-08-18,12.773
2022-08-19,12.728
2022-08-20,12.728
2022-08-21,12.728
2022-08-22,12.495
2022-08-23,12.343
2022-08-24,12.307
2022-08-25,12.473
2022-08-26,12.327
2022-08-27,12.327
2022-08-28,12.327
2022-08-29,12.385
2022-08-30,12.237
2022-08-31,12.051
2022-09-01,12.14
2022-09-02,12.085
2022-09-03,12.085
2022-09-04,12.085
2022-09-05,12.085
2022-09-06,11.726
2022-09-07,12.111
2022-09-08,12.2
2022-09-09,12.166
2022-09-10,12.166
2022-09-11,12.166
2022-09-12,12.521
2022-09-13,12.13
2022-09-14,12.234
2022-09-15,12.025
2022-09-16,11.887
2022-09-17,11.887
2022-09-18,11.887
2022-09-19,12.037
2022-09-20,11.921
2022-09-21,11.657
2022-09-22,11.585
2022-09-23,11.419
2022-09-24,11.419
2022-09-25,11.419
2022-09-26,11.065
2022-09-27,10.749
2022-09-28,10.739
2022-09-29,10.181
2022-09-30,10.025
2022-10-01,10.025
2022-10-02,10.025
2022-10-03,10.563
2022-10-04,10.817
2022-10-05,10.685
2022-10-06,10.429
2022-10-07,10.426
2022-10-08,10.426
2022-10-09,10.426
2022-10-10,10.287
2022-10-11,10.218
2022-10-12,9.88
2022-10-13,10.118
2022-10-14,9.787
2022-10-15,9.787
2022-10-16,9.787
2022-10-17,10.159
2022-10-18,10.212
2022-10-19,10.091
2022-10-20,9.788
2022-10-21,9.922
2022-10-22,9.922
2022-10-23,9.922
2022-10-24,9.949
2022-10-25,10.144
2022-10-26,10.149
2022-10-27,10.417
2022-10-28,10.747
2022-10-29,10.747
2022-10-30,10.747
2022-10-31,10.713
2022-11-01,10.859
2022-11-02,10.539
2022-11-03,10.483
2022-11-04,10.717
2022-11-05,10.717
2022-11-06,10.717
2022-11-07,10.484
2022-11-08,10.527
2022-11-09,10.431
2022-11-10,10.973
2022-11-11,10.895
2022-11-12,10.895
2022-11-13,10.895
2022-11-14,10.904
2022-11-15,11.04
2022-11-16,11.086
2022-11-17,10.87
2022-11-18,11.212
2022-11-19,11.212
2022-11-20,11.212
2022-11-21,11.255
2022-11-22,11.341
2022-11-23,11.577
2022-11-24,11.577
2022-11-25,11.668
2022-11-26,11.668
2022-11-27,11.668
2022-11-28,11.515
2022-11-29,11.537
2022-11-30,12.109
2022-12-01,11.902
2022-12-02,11.875
2022-12-03,11.875
2022-12-04,11.875
2022-12-05,11.829
2022-12-06,11.993
2022-12-07,11.875
2022-12-08,11.88
2022-12-09,11.951
2022-12-10,11.951
2022-12-11,11.951
2022-12-12,12.247
2022-12-13,12.389
2022-12-14,12.349
2022-12-15,12.159
2022-12-16,11.862
2022-12-17,11.862
2022-12-18,11.862
2022-12-19,11.828
2022-12-20,11.843
2022-12-21,11.905
2022-12-22,11.774
2022-12-23,11.898
2022-12-24,11.898
2022-12-25,11.898
2022-12-26,11.898
2022-12-27,12.015
2022-12-28,11.869
2022-12-29,11.89
2022-12-30,11.746
2022-12-31,11.746
2023-01-01,11.746
2023-01-02,11.746
2023-01-03,11.868
2023-01-04,12.258
2023-01-05,11.981
2023-01-06,12.346
2023-01-07,12.346
2023-01-08,12.346
2023-01-09,12.456
2023-01-10,12.531
2023-01-11,12.755
2023-01-12,12.577
2023-01-13,12.531
2023-01-14,12.531
2023-01-15,12.531
2023-01-16,12.531
2023-01-17,12.687
2023-01-18,12.334
2023-01-19,12.066
2023-01-20,12.261
2023-01-21,12.261
2023-01-22,12.261
2023-01-23,12.381
2023-01-24,12.546
2023-01-25,12.493
2023-01-26,12.648
2023-01-27,12.716
2023-01-28,12.716
2023-01-29,12.716
2023-01-30,12.605
2023-01-31,12.761
2023-02-01,12.533
2023-02-02,12.699
2023-02-03,12.354
2023-02-04,12.354
2023-02-05,12.354
2023-02-06,12.537
2023-02-07,12.445
2023-02-08,12.352
2023-02-09,12.167
2023-02-10,12.389
2023-02-11,12.389
2023-02-12,12.389
2023-02-13,12.576
2023-02-14,12.487
2023-02-15,12.517
2023-02-16,12.428
2023-02-17,12.496
2023-02-18,12.496
2023-02-19,12.496
2023-02-20,12.496
2023-02-21,12.334
2023-02-22,12.242
2023-02-23,12.179
2023-02-24,12.809
2023-02-25,12.809
2023-02-26,12.809
2023-02-27,12.693
2023-02-28,12.335
2023-03-01,11.905
2023-03-02,12.083
2023-03-03,12.406
2023-03-04,12.406
2023-03-05,12.406
2023-03-06,12.606
2023-03-07,12.421
2023-03-08,12.582
2023-03-09,12.346
2023-03-10,12.204
2023-03-11,12.204
2023-03-12,12.204
2023-03-13,12.418
2023-03-14,12.586
2023-03-15,12.553
2023-03-16,12.711
2023-03-17,12.491
2023-03-18,12.491
2023-03-19,12.491
2023-03-20,12.72
2023-03-21,12.5
2023-03-22,12.224
2023-03-23,12.174
2023-03-24,12.593
2023-03-25,12.593
2023-03-26,12.593
2023-03-27,12.621
2023-03-28,12.652
2023-03-29,12.855
2023-03-30,13.029
2023-03-31,13.098
2023-04-01,13.098
2023-04-02,13.098
2023-04-03,13.15
2023-04-04,13.104
2023-04-05,13.471
2023-04-06,13.553
2023-04-07,13.553
2023-04-08,13.553
2023-04-09,13.553
2023-04-10,13.606
2023-04-11,13.6
2023-04-12,13.649
2023-04-13,13.626
2023-04-14,13.376
2023-04-15,13.376
2023-04-16,13.376
2023-04-17,13.464
2023-04-18,13.469
2023-04-19,13.645
2023-04-20,13.694
2023-04-21,13.681
2023-04-22,13.681
2023-04-23,13.681
2023-04-24,13.815
2023-04-25,13.833
2023-04-26,13.689
2023-04-27,13.796
2023-04-28,13.801
2023-04-29,13.801
2023-04-30,13.801
2023-05-01,13.867
2023-05-02,13.752
2023-05-03,13.276
2023-05-04,13.427
2023-05-05,13.626
2023-05-06,13.626
2023-05-07,13.626
2023-05-08,13.576
2023-05-09,13.62
2023-05-10,13.724
2023-05-11,13.542
2023-05-12,13.629
2023-05-13,13.629
2023-05-14,13.629
2023-05-15,13.499
2023-05-16,13.183
2023-05-17,13.065
2023-05-18,12.898
2023-05-19,12.779
2023-05-20,12.779
2023-05-21,12.779
2023-05-22,12.691
2023-05-23,12.633
2023-05-24,12.485
2023-05-25,12.313
2023-05-26,12.307
2023-05-27,12.307
2023-05-28,12.307
2023-05-29,12.307
2023-05-30,12.324
2023-05-31,12.661
2023-06-01,12.504
2023-06-02,12.546
2023-06-03,12.546
2023-06-04,12.546
2023-06-05,12.568
2023-06-06,12.551
2023-06-07,12.926
2023-06-08,12.901
2023-06-09,12.741
2023-06-10,12.741
2023-06-11,12.741
2023-06-12,12.728
2023-06-13,12.771
2023-06-14,12.823
2023-06-15,12.942
2023-06-16,13.201
2023-06-17,13.201
2023-06-18,13.201
2023-06-19,13.201
2023-06-20,12.936
2023-06-21,13.15
2023-06-22,13.03
