,STLD US Equity
2020-04-30,4.673
2020-05-01,4.673
2020-05-02,4.673
2020-05-03,4.673
2020-05-04,4.673
2020-05-05,4.673
2020-05-06,4.673
2020-05-07,4.673
2020-05-08,4.673
2020-05-09,4.673
2020-05-10,4.673
2020-05-11,4.673
2020-05-12,4.673
2020-05-13,4.673
2020-05-14,4.673
2020-05-15,4.673
2020-05-16,4.673
2020-05-17,4.673
2020-05-18,4.673
2020-05-19,4.673
2020-05-20,4.673
2020-05-21,4.673
2020-05-22,4.673
2020-05-23,4.673
2020-05-24,4.673
2020-05-25,4.673
2020-05-26,4.673
2020-05-27,4.673
2020-05-28,4.673
2020-05-29,4.673
2020-05-30,4.673
2020-05-31,4.673
2020-06-01,4.673
2020-06-02,4.673
2020-06-03,4.673
2020-06-04,4.673
2020-06-05,4.673
2020-06-06,4.673
2020-06-07,4.673
2020-06-08,4.673
2020-06-09,4.673
2020-06-10,4.673
2020-06-11,4.673
2020-06-12,4.673
2020-06-13,4.673
2020-06-14,4.673
2020-06-15,4.673
2020-06-16,4.673
2020-06-17,4.673
2020-06-18,4.673
2020-06-19,4.673
2020-06-20,4.673
2020-06-21,4.673
2020-06-22,4.673
2020-06-23,4.673
2020-06-24,4.673
2020-06-25,4.673
2020-06-26,4.673
2020-06-27,4.673
2020-06-28,4.673
2020-06-29,4.673
2020-06-30,4.673
2020-07-01,4.673
2020-07-02,4.673
2020-07-03,4.673
2020-07-04,4.673
2020-07-05,4.673
2020-07-06,4.673
2020-07-07,4.673
2020-07-08,4.673
2020-07-09,4.673
2020-07-10,4.673
2020-07-11,4.673
2020-07-12,4.673
2020-07-13,4.673
2020-07-14,4.673
2020-07-15,4.673
2020-07-16,4.673
2020-07-17,4.673
2020-07-18,4.673
2020-07-19,4.673
2020-07-20,4.673
2020-07-21,4.673
2020-07-22,4.673
2020-07-23,4.673
2020-07-24,4.673
2020-07-25,4.673
2020-07-26,4.673
2020-07-27,4.673
2020-07-28,4.673
2020-07-29,4.673
2020-07-30,4.673
2020-07-31,4.673
2020-08-01,4.673
2020-08-02,4.673
2020-08-03,4.673
2020-08-04,4.673
2020-08-05,4.673
2020-08-06,4.673
2020-08-07,4.673
2020-08-08,4.673
2020-08-09,4.673
2020-08-10,4.673
2020-08-11,4.673
2020-08-12,4.673
2020-08-13,4.673
2020-08-14,4.673
2020-08-15,4.673
2020-08-16,4.673
2020-08-17,4.673
2020-08-18,4.673
2020-08-19,4.673
2020-08-20,4.673
2020-08-21,4.673
2020-08-22,4.673
2020-08-23,4.673
2020-08-24,4.673
2020-08-25,4.673
2020-08-26,4.673
2020-08-27,4.673
2020-08-28,4.673
2020-08-29,4.673
2020-08-30,4.673
2020-08-31,4.673
2020-09-01,4.673
2020-09-02,4.673
2020-09-03,4.673
2020-09-04,4.673
2020-09-05,4.673
2020-09-06,4.673
2020-09-07,4.673
2020-09-08,4.673
2020-09-09,4.673
2020-09-10,4.673
2020-09-11,4.673
2020-09-12,4.673
2020-09-13,4.673
2020-09-14,4.673
2020-09-15,10.458
2020-09-16,10.489
2020-09-17,10.765
2020-09-18,11.03
2020-09-19,11.03
2020-09-20,11.03
2020-09-21,9.494
2020-09-22,9.507
2020-09-23,9.381
2020-09-24,9.339
2020-09-25,9.336
2020-09-26,9.336
2020-09-27,9.336
2020-09-28,9.698
2020-09-29,9.349
2020-09-30,9.339
2020-10-01,9.359
2020-10-02,9.556
2020-10-03,9.556
2020-10-04,9.556
2020-10-05,9.971
2020-10-06,9.932
2020-10-07,10.276
2020-10-08,10.566
2020-10-09,10.482
2020-10-10,10.482
2020-10-11,10.482
2020-10-12,10.685
2020-10-13,10.524
2020-10-14,10.701
2020-10-15,10.743
2020-10-16,10.743
2020-10-17,10.743
2020-10-18,10.743
2020-10-19,10.656
2020-10-20,10.187
2020-10-21,9.654
2020-10-22,9.949
2020-10-23,10.086
2020-10-24,10.086
2020-10-25,10.086
2020-10-26,9.705
2020-10-27,9.72
2020-10-28,9.463
2020-10-29,9.788
2020-10-30,9.745
2020-10-31,9.745
2020-11-01,9.745
2020-11-02,9.872
2020-11-03,10.005
2020-11-04,9.522
2020-11-05,9.984
2020-11-06,9.919
2020-11-07,9.919
2020-11-08,9.919
2020-11-09,10.324
2020-11-10,10.497
2020-11-11,10.476
2020-11-12,10.25
2020-11-13,10.717
2020-11-14,10.717
2020-11-15,10.717
2020-11-16,11.426
2020-11-17,11.321
2020-11-18,11.028
2020-11-19,11.089
2020-11-20,10.912
2020-11-21,10.912
2020-11-22,10.912
2020-11-23,11.225
2020-11-24,11.959
2020-11-25,11.726
2020-11-26,11.726
2020-11-27,11.655
2020-11-28,11.655
2020-11-29,11.655
2020-11-30,11.209
2020-12-01,11.559
2020-12-02,11.503
2020-12-03,11.643
2020-12-04,12.024
2020-12-05,12.024
2020-12-06,12.024
2020-12-07,11.894
2020-12-08,11.887
2020-12-09,12.005
2020-12-10,12.262
2020-12-11,12.113
2020-12-12,12.113
2020-12-13,12.113
2020-12-14,11.745
2020-12-15,11.955
2020-12-16,11.863
2020-12-17,11.637
2020-12-18,12.011
2020-12-19,12.011
2020-12-20,12.011
2020-12-21,12.287
2020-12-22,12.084
2020-12-23,12.094
2020-12-24,12.098
2020-12-25,12.098
2020-12-26,12.098
2020-12-27,12.098
2020-12-28,11.965
2020-12-29,12.094
2020-12-30,12.252
2020-12-31,12.346
2021-01-01,12.346
2021-01-02,12.346
2021-01-03,12.346
2021-01-04,12.262
2021-01-05,12.707
2021-01-06,13.605
2021-01-07,13.343
2021-01-08,13.343
2021-01-09,13.343
2021-01-10,13.343
2021-01-11,13.343
2021-01-12,13.343
2021-01-13,13.343
2021-01-14,13.343
2021-01-15,13.343
2021-01-16,13.343
2021-01-17,13.343
2021-01-18,13.343
2021-01-19,13.343
2021-01-20,13.343
2021-01-21,13.343
2021-01-22,13.343
2021-01-23,13.343
2021-01-24,13.343
2021-01-25,13.343
2021-01-26,13.343
2021-01-27,13.343
2021-01-28,13.343
2021-01-29,13.343
2021-01-30,13.343
2021-01-31,13.343
2021-02-01,13.343
2021-02-02,13.343
2021-02-03,13.343
2021-02-04,13.343
2021-02-05,13.343
2021-02-06,13.343
2021-02-07,13.343
2021-02-08,13.343
2021-02-09,13.343
2021-02-10,13.343
2021-02-11,13.343
2021-02-12,13.343
2021-02-13,13.343
2021-02-14,13.343
2021-02-15,13.343
2021-02-16,13.343
2021-02-17,13.343
2021-02-18,13.343
2021-02-19,13.343
2021-02-20,13.343
2021-02-21,13.343
2021-02-22,13.343
2021-02-23,13.343
2021-02-24,13.343
2021-02-25,13.343
2021-02-26,13.343
2021-02-27,13.343
2021-02-28,13.343
2021-03-01,13.343
2021-03-02,13.343
2021-03-03,13.343
2021-03-04,13.343
2021-03-05,13.343
2021-03-06,13.343
2021-03-07,13.343
2021-03-08,13.343
2021-03-09,13.343
2021-03-10,13.343
2021-03-11,13.343
2021-03-12,13.343
2021-03-13,13.343
2021-03-14,13.343
2021-03-15,13.343
2021-03-16,13.343
2021-03-17,13.343
2021-03-18,13.343
2021-03-19,13.343
2021-03-20,13.343
2021-03-21,13.343
2021-03-22,13.343
2021-03-23,13.343
2021-03-24,13.343
2021-03-25,13.343
2021-03-26,13.343
2021-03-27,13.343
2021-03-28,13.343
2021-03-29,13.343
2021-03-30,13.343
2021-03-31,13.343
2021-04-01,13.343
2021-04-02,13.343
2021-04-03,13.343
2021-04-04,13.343
2021-04-05,13.343
2021-04-06,13.343
2021-04-07,13.343
2021-04-08,13.343
2021-04-09,13.343
2021-04-10,13.343
2021-04-11,13.343
2021-04-12,13.343
2021-04-13,13.343
2021-04-14,13.343
2021-04-15,13.343
2021-04-16,13.343
2021-04-17,13.343
2021-04-18,13.343
2021-04-19,13.343
2021-04-20,13.343
2021-04-21,13.343
2021-04-22,13.343
2021-04-23,13.343
2021-04-24,13.343
2021-04-25,13.343
2021-04-26,13.343
2021-04-27,13.343
2021-04-28,13.343
2021-04-29,13.343
2021-04-30,13.343
2021-05-01,13.343
2021-05-02,13.343
2021-05-03,13.343
2021-05-04,13.343
2021-05-05,13.343
2021-05-06,13.343
2021-05-07,13.343
2021-05-08,13.343
2021-05-09,13.343
2021-05-10,13.343
2021-05-11,13.343
2021-05-12,13.343
2021-05-13,13.343
2021-05-14,13.343
2021-05-15,13.343
2021-05-16,13.343
2021-05-17,13.343
2021-05-18,13.343
2021-05-19,13.343
2021-05-20,13.343
2021-05-21,13.343
2021-05-22,13.343
2021-05-23,13.343
2021-05-24,13.343
2021-05-25,13.343
2021-05-26,13.343
2021-05-27,13.343
2021-05-28,13.343
2021-05-29,13.343
2021-05-30,13.343
2021-05-31,13.343
2021-06-01,13.343
2021-06-02,13.343
2021-06-03,13.343
2021-06-04,13.343
2021-06-05,13.343
2021-06-06,13.343
2021-06-07,13.343
2021-06-08,13.343
2021-06-09,13.343
2021-06-10,13.343
2021-06-11,13.343
2021-06-12,13.343
2021-06-13,13.343
2021-06-14,13.343
2021-06-15,13.343
2021-06-16,10.2
2021-06-17,9.695
2021-06-18,9.482
2021-06-19,9.482
2021-06-20,9.482
2021-06-21,9.844
2021-06-22,9.86
2021-06-23,9.786
2021-06-24,9.998
2021-06-25,9.877
2021-06-26,9.877
2021-06-27,9.877
2021-06-28,9.613
2021-06-29,9.675
2021-06-30,9.815
2021-07-01,10.031
2021-07-02,10.0
2021-07-03,10.0
2021-07-04,10.0
2021-07-05,10.0
2021-07-06,9.588
2021-07-07,10.082
2021-07-08,9.875
2021-07-09,10.128
2021-07-10,10.128
2021-07-11,10.128
2021-07-12,10.35
2021-07-13,10.074
2021-07-14,10.079
2021-07-15,6.022
2021-07-16,5.852
2021-07-17,5.852
2021-07-18,5.852
2021-07-19,5.658
2021-07-20,5.777
2021-07-21,5.81
2021-07-22,5.781
2021-07-23,5.774
2021-07-24,5.774
2021-07-25,5.774
2021-07-26,7.933
2021-07-27,7.936
2021-07-28,7.959
2021-07-29,8.399
2021-07-30,8.373
2021-07-31,8.373
2021-08-01,8.373
2021-08-02,6.532
2021-08-03,6.713
2021-08-04,6.538
2021-08-05,6.398
2021-08-06,6.525
2021-08-07,6.525
2021-08-08,6.525
2021-08-09,6.687
2021-08-10,7.091
2021-08-11,7.426
2021-08-12,7.574
2021-08-13,7.592
2021-08-14,7.592
2021-08-15,7.592
2021-08-16,7.442
2021-08-17,7.151
2021-08-18,7.189
2021-08-19,6.973
2021-08-20,6.955
2021-08-21,6.955
2021-08-22,6.955
2021-08-23,8.495
2021-08-24,8.77
2021-08-25,8.685
2021-08-26,8.516
2021-08-27,8.735
2021-08-28,8.735
2021-08-29,8.735
2021-08-30,8.653
2021-08-31,8.3
2021-09-01,8.245
2021-09-02,8.292
2021-09-03,8.212
2021-09-04,8.212
2021-09-05,8.212
2021-09-06,8.212
2021-09-07,8.175
2021-09-08,8.1
2021-09-09,8.111
2021-09-10,8.092
2021-09-11,8.092
2021-09-12,8.092
2021-09-13,7.855
2021-09-14,7.518
2021-09-15,7.89
2021-09-16,7.729
2021-09-17,7.516
2021-09-18,7.516
2021-09-19,7.516
2021-09-20,7.051
2021-09-21,7.006
2021-09-22,7.059
2021-09-23,7.178
2021-09-24,7.26
2021-09-25,7.26
2021-09-26,7.26
2021-09-27,7.496
2021-09-28,7.502
2021-09-29,7.255
2021-09-30,7.125
2021-10-01,6.088
2021-10-02,6.088
2021-10-03,6.088
2021-10-04,6.111
2021-10-05,11.614
2021-10-06,11.26
2021-10-07,11.632
2021-10-08,11.564
2021-10-09,11.564
2021-10-10,11.564
2021-10-11,11.883
2021-10-12,12.063
2021-10-13,11.943
2021-10-14,12.068
2021-10-15,12.11
2021-10-16,12.11
2021-10-17,12.11
2021-10-18,12.215
2021-10-19,9.889
2021-10-20,10.132
2021-10-21,9.822
2021-10-22,9.889
2021-10-23,9.889
2021-10-24,9.889
2021-10-25,10.448
2021-10-26,10.478
2021-10-27,10.054
2021-10-28,10.199
2021-10-29,10.291
2021-10-30,10.291
2021-10-31,10.291
2021-11-01,9.999
2021-11-02,9.771
2021-11-03,9.904
2021-11-04,10.01
2021-11-05,10.129
2021-11-06,10.129
2021-11-07,10.129
2021-11-08,10.412
2021-11-09,10.236
2021-11-10,10.074
2021-11-11,10.317
2021-11-12,10.303
2021-11-13,10.303
2021-11-14,10.303
2021-11-15,10.197
2021-11-16,10.179
2021-11-17,11.447
2021-11-18,11.565
2021-11-19,11.474
2021-11-20,11.474
2021-11-21,11.474
2021-11-22,12.187
2021-11-23,12.27
2021-11-24,11.845
2021-11-25,11.845
2021-11-26,11.547
2021-11-27,11.547
2021-11-28,11.547
2021-11-29,11.163
2021-11-30,10.872
2021-12-01,10.743
2021-12-02,10.836
2021-12-03,10.794
2021-12-04,10.794
2021-12-05,10.794
2021-12-06,10.909
2021-12-07,11.307
2021-12-08,11.136
2021-12-09,10.496
2021-12-10,10.325
2021-12-11,10.325
2021-12-12,10.325
2021-12-13,10.329
2021-12-14,10.602
2021-12-15,10.16
2021-12-16,10.659
2021-12-17,10.649
2021-12-18,10.649
2021-12-19,10.649
2021-12-20,10.133
2021-12-21,10.434
2021-12-22,10.497
2021-12-23,10.531
2021-12-24,10.531
2021-12-25,10.531
2021-12-26,10.531
2021-12-27,10.991
2021-12-28,10.914
2021-12-29,10.926
2021-12-30,10.885
2021-12-31,10.919
2022-01-01,10.919
2022-01-02,10.919
2022-01-03,10.847
2022-01-04,11.174
2022-01-05,11.603
2022-01-06,11.267
2022-01-07,10.961
2022-01-08,10.961
2022-01-09,10.961
2022-01-10,10.659
2022-01-11,10.725
2022-01-12,11.188
2022-01-13,11.051
2022-01-14,10.944
2022-01-15,10.944
2022-01-16,10.944
2022-01-17,10.944
2022-01-18,10.537
2022-01-19,10.372
2022-01-20,10.02
2022-01-21,9.227
2022-01-22,9.227
2022-01-23,9.227
2022-01-24,9.622
2022-01-25,9.272
2022-01-26,9.044
2022-01-27,9.252
2022-01-28,9.748
2022-01-29,9.748
2022-01-30,9.748
2022-01-31,9.79
2022-02-01,10.158
2022-02-02,10.434
2022-02-03,10.381
2022-02-04,10.393
2022-02-05,10.393
2022-02-06,10.393
2022-02-07,10.285
2022-02-08,10.686
2022-02-09,11.03
2022-02-10,10.816
2022-02-11,10.705
2022-02-12,10.705
2022-02-13,10.705
2022-02-14,10.864
2022-02-15,11.035
2022-02-16,11.123
2022-02-17,10.941
2022-02-18,11.064
2022-02-19,11.064
2022-02-20,11.064
2022-02-21,11.064
2022-02-22,10.907
2022-02-23,10.754
2022-02-24,10.945
2022-02-25,11.939
2022-02-26,11.939
2022-02-27,11.939
2022-02-28,12.211
2022-03-01,12.486
2022-03-02,12.181
2022-03-03,12.482
2022-03-04,12.529
2022-03-05,12.529
2022-03-06,12.529
2022-03-07,11.72
2022-03-08,11.33
2022-03-09,11.65
2022-03-10,11.655
2022-03-11,11.611
2022-03-12,11.611
2022-03-13,11.611
2022-03-14,11.51
2022-03-15,12.154
2022-03-16,12.459
2022-03-17,13.464
2022-03-18,13.987
2022-03-19,13.987
2022-03-20,13.987
2022-03-21,14.127
2022-03-22,13.964
2022-03-23,11.989
2022-03-24,12.438
2022-03-25,12.554
2022-03-26,12.554
2022-03-27,12.554
2022-03-28,12.908
2022-03-29,12.462
2022-03-30,12.436
2022-03-31,12.143
2022-04-01,11.201
2022-04-02,11.201
2022-04-03,11.201
2022-04-04,11.018
2022-04-05,10.878
2022-04-06,10.829
2022-04-07,11.023
2022-04-08,10.965
2022-04-09,10.965
2022-04-10,10.965
2022-04-11,11.024
2022-04-12,11.155
2022-04-13,11.511
2022-04-14,11.491
2022-04-15,11.491
2022-04-16,11.491
2022-04-17,11.491
2022-04-18,11.776
2022-04-19,11.967
2022-04-20,11.904
2022-04-21,11.882
2022-04-22,11.927
2022-04-23,11.927
2022-04-24,11.927
2022-04-25,11.469
2022-04-26,11.239
2022-04-27,11.488
2022-04-28,11.688
2022-04-29,11.179
2022-04-30,11.179
2022-05-01,11.179
2022-05-02,10.903
2022-05-03,11.259
2022-05-04,11.67
2022-05-05,10.614
2022-05-06,10.385
2022-05-07,10.385
2022-05-08,10.385
2022-05-09,10.067
2022-05-10,9.892
2022-05-11,9.676
2022-05-12,9.596
2022-05-13,9.517
2022-05-14,9.517
2022-05-15,9.517
2022-05-16,9.643
2022-05-17,10.072
2022-05-18,9.743
2022-05-19,9.725
2022-05-20,9.746
2022-05-21,9.746
2022-05-22,9.746
2022-05-23,10.471
2022-05-24,10.467
2022-05-25,10.807
2022-05-26,11.31
2022-05-27,11.765
2022-05-28,11.765
2022-05-29,11.765
2022-05-30,11.765
2022-05-31,11.54
2022-06-01,11.349
2022-06-02,11.486
2022-06-03,11.21
2022-06-04,11.21
2022-06-05,11.21
2022-06-06,11.131
2022-06-07,11.599
2022-06-08,10.995
2022-06-09,10.379
2022-06-10,10.019
2022-06-11,10.019
2022-06-12,10.019
2022-06-13,9.578
2022-06-14,9.505
2022-06-15,9.244
2022-06-16,8.947
2022-06-17,9.201
2022-06-18,9.201
2022-06-19,9.201
2022-06-20,9.201
2022-06-21,9.057
2022-06-22,8.63
2022-06-23,8.448
2022-06-24,8.821
2022-06-25,8.821
2022-06-26,8.821
2022-06-27,8.872
2022-06-28,8.625
2022-06-29,8.601
2022-06-30,8.513
2022-07-01,8.524
2022-07-02,8.524
2022-07-03,8.524
2022-07-04,8.524
2022-07-05,8.278
2022-07-06,8.266
2022-07-07,8.545
2022-07-08,8.491
2022-07-09,8.491
2022-07-10,8.491
2022-07-11,8.456
2022-07-12,8.572
2022-07-13,8.776
2022-07-14,8.602
2022-07-15,8.764
2022-07-16,8.764
2022-07-17,8.764
2022-07-18,8.848
2022-07-19,8.791
2022-07-20,9.703
2022-07-21,10.112
2022-07-22,9.095
2022-07-23,9.095
2022-07-24,9.095
2022-07-25,9.538
2022-07-26,9.604
2022-07-27,9.873
2022-07-28,10.054
2022-07-29,10.557
2022-07-30,10.557
2022-07-31,10.557
2022-08-01,10.489
2022-08-02,10.377
2022-08-03,10.351
2022-08-04,10.503
2022-08-05,10.679
2022-08-06,10.679
2022-08-07,10.679
2022-08-08,10.675
2022-08-09,10.999
2022-08-10,11.253
2022-08-11,11.408
2022-08-12,11.561
2022-08-13,11.561
2022-08-14,11.561
2022-08-15,11.416
2022-08-16,11.567
2022-08-17,11.347
2022-08-18,11.537
2022-08-19,11.177
2022-08-20,11.177
2022-08-21,11.177
2022-08-22,11.612
2022-08-23,11.725
2022-08-24,11.777
2022-08-25,12.554
2022-08-26,12.57
2022-08-27,12.57
2022-08-28,12.57
2022-08-29,12.479
2022-08-30,11.782
2022-08-31,11.68
2022-09-01,11.191
2022-09-02,11.278
2022-09-03,11.278
2022-09-04,11.278
2022-09-05,11.278
2022-09-06,11.484
2022-09-07,11.533
2022-09-08,12.009
2022-09-09,12.52
2022-09-10,12.52
2022-09-11,12.52
2022-09-12,11.201
2022-09-13,11.837
2022-09-14,10.773
2022-09-15,11.874
2022-09-16,11.686
2022-09-17,11.686
2022-09-18,11.686
2022-09-19,11.203
2022-09-20,11.008
2022-09-21,10.769
2022-09-22,10.531
2022-09-23,10.187
2022-09-24,10.187
2022-09-25,10.187
2022-09-26,10.113
2022-09-27,10.229
2022-09-28,10.5
2022-09-29,10.269
2022-09-30,10.304
2022-10-01,10.304
2022-10-02,10.304
2022-10-03,10.949
2022-10-04,11.331
2022-10-05,11.303
2022-10-06,10.698
2022-10-07,10.525
2022-10-08,10.525
2022-10-09,10.525
2022-10-10,10.779
2022-10-11,10.971
2022-10-12,10.938
2022-10-13,11.236
2022-10-14,10.826
2022-10-15,10.826
2022-10-16,10.826
2022-10-17,11.098
2022-10-18,11.25
2022-10-19,11.104
2022-10-20,10.959
2022-10-21,11.889
2022-10-22,11.889
2022-10-23,11.889
2022-10-24,12.316
2022-10-25,12.502
2022-10-26,12.544
2022-10-27,12.471
2022-10-28,12.082
2022-10-29,12.082
2022-10-30,12.082
2022-10-31,12.034
2022-11-01,12.374
2022-11-02,11.817
2022-11-03,11.714
2022-11-04,12.206
2022-11-05,12.206
2022-11-06,12.206
2022-11-07,12.278
2022-11-08,12.382
2022-11-09,11.778
2022-11-10,12.327
2022-11-11,12.378
2022-11-12,12.378
2022-11-13,12.378
2022-11-14,12.846
2022-11-15,12.856
2022-11-16,12.705
2022-11-17,12.924
2022-11-18,13.584
2022-11-19,13.584
2022-11-20,13.584
2022-11-21,13.905
2022-11-22,14.367
2022-11-23,14.031
2022-11-24,14.031
2022-11-25,14.035
2022-11-26,14.035
2022-11-27,14.035
2022-11-28,13.886
2022-11-29,13.854
2022-11-30,14.028
2022-12-01,14.19
2022-12-02,14.786
2022-12-03,14.786
2022-12-04,14.786
2022-12-05,14.407
2022-12-06,13.754
2022-12-07,13.669
2022-12-08,13.979
2022-12-09,13.772
2022-12-10,13.772
2022-12-11,13.772
2022-12-12,13.943
2022-12-13,14.04
2022-12-14,13.821
2022-12-15,12.959
2022-12-16,12.801
2022-12-17,12.801
2022-12-18,12.801
2022-12-19,12.867
2022-12-20,13.078
2022-12-21,13.283
2022-12-22,13.033
2022-12-23,13.0
2022-12-24,13.0
2022-12-25,13.0
2022-12-26,13.0
2022-12-27,13.04
2022-12-28,12.658
2022-12-29,12.513
2022-12-30,12.423
2022-12-31,12.423
2023-01-01,12.423
2023-01-02,12.423
2023-01-03,12.119
2023-01-04,12.569
2023-01-05,12.58
2023-01-06,13.076
2023-01-07,13.076
2023-01-08,13.076
2023-01-09,12.909
2023-01-10,13.607
2023-01-11,13.994
2023-01-12,14.041
2023-01-13,14.188
2023-01-14,14.188
2023-01-15,14.188
2023-01-16,14.188
2023-01-17,13.903
2023-01-18,13.655
2023-01-19,13.542
2023-01-20,13.629
2023-01-21,13.629
2023-01-22,13.629
2023-01-23,13.588
2023-01-24,13.631
2023-01-25,13.648
2023-01-26,14.987
2023-01-27,14.54
2023-01-28,14.54
2023-01-29,14.54
2023-01-30,14.495
2023-01-31,14.684
2023-02-01,15.253
2023-02-02,15.318
2023-02-03,15.601
2023-02-04,15.601
2023-02-05,15.601
2023-02-06,15.033
2023-02-07,14.995
2023-02-08,15.096
2023-02-09,14.77
2023-02-10,14.909
2023-02-11,14.909
2023-02-12,14.909
2023-02-13,15.083
2023-02-14,15.418
2023-02-15,15.318
2023-02-16,15.379
2023-02-17,15.232
2023-02-18,15.232
2023-02-19,15.232
2023-02-20,15.232
2023-02-21,14.843
2023-02-22,14.679
2023-02-23,14.505
2023-02-24,14.443
2023-02-25,14.443
2023-02-26,14.443
2023-02-27,14.789
2023-02-28,15.37
2023-03-01,15.899
2023-03-02,16.28
2023-03-03,16.668
2023-03-04,16.668
2023-03-05,16.668
2023-03-06,16.168
2023-03-07,16.085
2023-03-08,16.284
2023-03-09,15.741
2023-03-10,14.929
2023-03-11,14.929
2023-03-12,14.929
2023-03-13,14.522
2023-03-14,14.424
2023-03-15,11.562
2023-03-16,11.842
2023-03-17,11.579
2023-03-18,11.579
2023-03-19,11.579
2023-03-20,11.966
2023-03-21,12.341
2023-03-22,11.921
2023-03-23,11.947
2023-03-24,12.024
2023-03-25,12.024
2023-03-26,12.024
2023-03-27,12.09
2023-03-28,11.83
2023-03-29,11.963
2023-03-30,12.106
2023-03-31,12.292
2023-04-01,12.292
2023-04-02,12.292
2023-04-03,12.304
2023-04-04,11.279
2023-04-05,11.305
2023-04-06,11.328
2023-04-07,11.328
2023-04-08,11.328
2023-04-09,11.328
2023-04-10,11.645
2023-04-11,11.83
2023-04-12,11.672
2023-04-13,11.522
2023-04-14,11.441
2023-04-15,11.441
2023-04-16,11.441
2023-04-17,11.532
2023-04-18,11.851
2023-04-19,11.711
2023-04-20,12.158
2023-04-21,11.95
2023-04-22,11.95
2023-04-23,11.95
2023-04-24,11.912
2023-04-25,11.362
2023-04-26,11.161
2023-04-27,11.402
2023-04-28,11.356
2023-04-29,11.356
2023-04-30,11.356
2023-05-01,11.415
2023-05-02,11.35
2023-05-03,11.231
2023-05-04,10.519
2023-05-05,11.021
2023-05-06,11.021
2023-05-07,11.021
2023-05-08,10.986
2023-05-09,10.945
2023-05-10,10.828
2023-05-11,10.886
2023-05-12,10.909
2023-05-13,10.909
2023-05-14,10.909
2023-05-15,10.868
2023-05-16,10.586
2023-05-17,10.716
2023-05-18,10.844
2023-05-19,10.761
2023-05-20,10.761
2023-05-21,10.761
2023-05-22,10.701
2023-05-23,10.728
2023-05-24,10.439
2023-05-25,10.604
2023-05-26,10.707
2023-05-27,10.707
2023-05-28,10.707
2023-05-29,10.707
2023-05-30,10.414
2023-05-31,10.287
2023-06-01,10.318
2023-06-02,10.938
2023-06-03,10.938
2023-06-04,10.938
2023-06-05,10.934
2023-06-06,11.116
2023-06-07,11.315
2023-06-08,11.203
2023-06-09,11.075
2023-06-10,11.075
2023-06-11,11.075
2023-06-12,11.339
2023-06-13,11.824
2023-06-14,11.558
2023-06-15,11.698
2023-06-16,11.284
2023-06-17,11.284
2023-06-18,11.284
2023-06-19,11.284
2023-06-20,11.114
2023-06-21,11.089
2023-06-22,11.123
